date,geography,geography code,Provision of unpaid care: Provides 10 to 19 hours unpaid care a week,Provision of unpaid care: Provides 19 hours or less unpaid care a week,Provision of unpaid care: Provides 20 to 34 hours unpaid care a week,Provision of unpaid care: Provides 20 to 49 hours unpaid care a week,Provision of unpaid care: Provides 35 to 49 hours unpaid care a week,Provision of unpaid care: Provides 50 or more hours unpaid care a week,Provision of unpaid care: Provides 9 hours or less unpaid care a week,Provision of unpaid care: Provides no unpaid care,Provision of unpaid care: Total: All usual residents aged 5 and over
2021,Enfield 036E,E01001501,25,75,16,48,32,33,50,1886,2042
2021,Enfield 018D,E01001502,34,68,31,44,13,53,34,1689,1854
2021,Enfield 018E,E01001503,24,69,17,37,20,47,45,1616,1769
2021,Enfield 012B,E01001504,13,65,15,29,14,62,52,1796,1952
2021,Enfield 012C,E01001505,36,61,14,44,30,38,25,1718,1861
2021,Enfield 012D,E01001507,28,68,18,61,43,67,40,2241,2437
2021,Enfield 012E,E01001508,23,63,18,42,24,56,40,2092,2253
2021,Enfield 014C,E01001509,14,41,16,38,22,29,27,1522,1630
2021,Enfield 016D,E01001511,14,64,16,36,20,23,50,1653,1776
2021,Enfield 015D,E01001512,17,80,15,28,13,37,63,1961,2106
2021,Enfield 012F,E01001513,22,52,20,33,13,47,30,1686,1818
2021,Enfield 016E,E01001514,28,85,17,32,15,35,57,1484,1636
2021,Enfield 015E,E01001515,19,56,13,32,19,33,37,1766,1887
2021,Enfield 005D,E01001516,15,58,13,39,26,55,43,1830,1982
2021,Enfield 006C,E01001517,18,52,23,48,25,46,34,1788,1934
2021,Enfield 016F,E01001518,14,49,16,36,20,28,35,1481,1594
2021,Enfield 019A,E01001520,22,71,11,19,8,30,49,1613,1733
2021,Enfield 028A,E01001521,24,77,20,27,7,26,53,1645,1775
2021,Enfield 019B,E01001522,11,63,15,35,20,21,52,1578,1697
2021,Enfield 019C,E01001523,17,69,24,46,22,32,52,1570,1717
2021,Enfield 019D,E01001524,15,44,15,25,10,36,29,1371,1476
2021,Enfield 020E,E01001525,21,69,9,23,14,22,48,1754,1868
2021,Enfield 019E,E01001526,25,74,11,20,9,26,49,1416,1536
2021,Enfield 036F,E01001527,24,80,17,30,13,45,56,1725,1880
2021,Enfield 032B,E01001528,23,57,22,41,19,46,34,1426,1570
2021,Enfield 032C,E01001529,12,43,6,26,20,24,31,1577,1670
2021,Enfield 032D,E01001530,20,59,15,32,17,36,39,1495,1622
2021,Enfield 028B,E01001531,19,73,15,23,8,19,54,1242,1357
2021,Enfield 028C,E01001532,19,95,15,28,13,37,76,1415,1575
2021,Enfield 028D,E01001533,37,84,12,32,20,61,47,1399,1576
2021,Enfield 032E,E01001534,18,80,8,17,9,32,62,1474,1603
2021,Enfield 028E,E01001535,22,71,14,22,8,37,49,1209,1339
2021,Enfield 008B,E01001536,13,65,20,31,11,40,52,1731,1867
2021,Enfield 005E,E01001537,20,75,12,22,10,25,55,1468,1590
2021,Enfield 009A,E01001538,25,84,15,27,12,41,59,1434,1586
2021,Enfield 009B,E01001539,17,74,12,21,9,23,57,1428,1546
2021,Enfield 008C,E01001540,26,86,9,23,14,39,60,1596,1744
2021,Enfield 008D,E01001541,10,67,14,22,8,16,57,1304,1409
2021,Enfield 008E,E01001542,14,58,7,20,13,20,44,1360,1458
2021,Enfield 009C,E01001543,15,96,13,27,14,39,81,1369,1531
2021,Enfield 009D,E01001544,19,74,21,35,14,39,55,1462,1610
2021,Enfield 002B,E01001545,23,51,14,45,31,50,28,1620,1766
2021,Enfield 001C,E01001546,20,62,13,31,18,48,42,1562,1703
2021,Enfield 002C,E01001547,32,76,18,34,16,54,44,1824,1988
2021,Enfield 002D,E01001548,15,51,17,41,24,60,36,1651,1803
2021,Enfield 006D,E01001549,23,62,14,46,32,66,39,1956,2130
2021,Enfield 006E,E01001550,18,52,15,37,22,35,34,1518,1642
2021,Enfield 002E,E01001551,23,55,13,36,23,59,32,1545,1695
2021,Enfield 001D,E01001552,24,92,16,38,22,54,68,1657,1841
2021,Enfield 037B,E01001553,12,46,23,45,22,40,34,1515,1646
2021,Enfield 037C,E01001554,31,59,16,63,47,50,28,1507,1679
2021,Enfield 033C,E01001555,13,48,18,50,32,48,35,1950,2096
2021,Enfield 035E,E01001556,21,56,10,15,5,40,35,1395,1506
2021,Enfield 033D,E01001557,20,60,12,32,20,38,40,1465,1595
2021,Enfield 033E,E01001558,19,50,8,27,19,30,31,1765,1872
2021,Enfield 033F,E01001559,19,47,9,34,25,38,28,1843,1962
2021,Enfield 035F,E01001560,23,63,20,34,14,36,40,1349,1482
2021,Enfield 037D,E01001562,16,67,19,70,51,69,51,1864,2070
2021,Enfield 029C,E01001563,12,68,7,19,12,18,56,1498,1603
2021,Enfield 022B,E01001564,13,50,14,20,6,23,37,1452,1545
2021,Enfield 029D,E01001565,23,71,12,22,10,19,48,1478,1590
2021,Enfield 029E,E01001566,25,70,15,23,8,30,45,1549,1672
2021,Enfield 022C,E01001567,15,71,8,20,12,14,56,1345,1450
2021,Enfield 022D,E01001568,20,87,12,27,15,44,67,1656,1814
2021,Enfield 022E,E01001569,13,42,11,21,10,20,29,1564,1647
2021,Enfield 026E,E01001570,26,68,11,23,12,28,42,1641,1760
2021,Greenwich 008A,E01001571,16,44,15,28,13,35,28,1601,1708
2021,Greenwich 008B,E01001572,21,56,23,40,17,41,35,1479,1616
2021,Greenwich 008C,E01001573,15,53,12,25,13,28,38,1396,1502
2021,Greenwich 008D,E01001574,12,45,14,35,21,36,33,1649,1765
2021,Greenwich 003A,E01001575,18,51,24,36,12,53,33,1580,1720
2021,Greenwich 003B,E01001576,19,49,18,39,21,64,30,1726,1878
2021,Greenwich 003C,E01001577,17,44,17,41,24,45,27,1688,1818
2021,Greenwich 003D,E01001578,24,71,27,51,24,54,47,1972,2148
2021,Greenwich 003E,E01001579,9,46,19,41,22,46,37,1500,1633
2021,Greenwich 021A,E01001580,11,71,6,12,6,21,60,1455,1559
2021,Greenwich 016A,E01001581,15,62,11,20,9,26,47,1399,1507
2021,Greenwich 021B,E01001582,12,67,12,24,12,36,55,1323,1450
2021,Greenwich 021C,E01001583,9,48,8,16,8,30,39,1401,1495
2021,Greenwich 021D,E01001584,11,67,3,10,7,24,56,1315,1416
2021,Greenwich 016B,E01001585,11,47,10,17,7,20,36,1345,1429
2021,Greenwich 016C,E01001586,8,55,7,16,9,13,47,1246,1330
2021,Greenwich 016D,E01001587,13,72,10,18,8,23,59,1772,1885
2021,Greenwich 012A,E01001588,16,55,13,27,14,49,39,1487,1618
2021,Greenwich 012B,E01001589,23,59,13,38,25,61,36,1563,1721
2021,Greenwich 014A,E01001590,7,39,9,27,18,30,32,1521,1617
2021,Greenwich 012C,E01001591,17,60,12,31,19,48,43,1799,1938
2021,Greenwich 014B,E01001592,12,58,12,25,13,24,46,1678,1785
2021,Greenwich 014C,E01001593,15,70,17,21,4,34,55,1542,1667
2021,Greenwich 014D,E01001594,17,53,15,50,35,43,36,2105,2251
2021,Greenwich 012D,E01001595,13,53,17,48,31,99,40,1876,2076
2021,Greenwich 032A,E01001596,16,72,9,17,8,33,56,1485,1607
2021,Greenwich 031A,E01001597,19,54,11,19,8,38,35,1356,1467
2021,Greenwich 031B,E01001598,18,76,13,26,13,41,58,1385,1528
2021,Greenwich 032B,E01001599,12,63,19,31,12,62,51,1394,1550
2021,Greenwich 032C,E01001600,17,71,4,17,13,30,54,1300,1418
2021,Greenwich 032D,E01001601,17,58,8,14,6,31,41,1320,1423
2021,Greenwich 031C,E01001602,10,56,19,44,25,96,46,1813,2009
2021,Greenwich 031D,E01001603,31,64,16,40,24,56,33,1465,1625
2021,Greenwich 027A,E01001604,14,52,12,26,14,34,38,1342,1454
2021,Greenwich 023A,E01001605,12,66,13,22,9,30,54,1310,1428
2021,Greenwich 023B,E01001606,19,84,10,22,12,33,65,1372,1511
2021,Greenwich 027B,E01001607,14,58,13,24,11,41,44,1382,1505
2021,Greenwich 027C,E01001608,15,61,19,28,9,30,46,1256,1375
2021,Greenwich 027D,E01001609,25,75,8,20,12,28,50,1470,1593
2021,Greenwich 023C,E01001610,21,86,12,25,13,32,65,1476,1619
2021,Greenwich 023D,E01001611,16,64,16,34,18,51,48,1504,1653
2021,Greenwich 028A,E01001613,21,67,14,35,21,32,46,1511,1645
2021,Greenwich 028B,E01001614,14,73,13,30,17,35,59,1297,1435
2021,Greenwich 028C,E01001615,15,56,8,23,15,24,41,1753,1856
2021,Greenwich 028D,E01001617,19,77,11,20,9,53,58,1382,1532
2021,Greenwich 030C,E01001618,19,55,17,27,10,47,36,1659,1788
2021,Greenwich 030D,E01001619,18,70,8,20,12,39,52,1700,1829
2021,Greenwich 025A,E01001620,22,61,12,26,14,48,39,1375,1510
2021,Greenwich 025B,E01001621,19,71,17,36,19,57,52,1430,1594
2021,Greenwich 025C,E01001623,16,56,20,44,24,48,40,1546,1694
2021,Greenwich 025D,E01001624,20,54,13,31,18,51,34,1384,1520
2021,Greenwich 025E,E01001625,29,70,19,45,26,69,41,1493,1677
2021,Greenwich 009A,E01001629,11,50,19,51,32,67,39,1823,1991
2021,Greenwich 007B,E01001631,16,49,18,38,20,38,33,1812,1937
2021,Greenwich 007C,E01001632,25,79,31,49,18,45,54,1744,1917
2021,Greenwich 009B,E01001633,17,56,14,31,17,30,39,1771,1888
2021,Greenwich 009C,E01001634,7,36,14,33,19,41,29,1520,1630
2021,Greenwich 007D,E01001635,23,58,13,30,17,36,35,1396,1520
2021,Greenwich 007E,E01001636,10,56,13,22,9,30,46,1463,1571
2021,Greenwich 009D,E01001637,18,57,26,44,18,47,39,1536,1684
2021,Greenwich 038A,E01001638,24,43,21,39,18,41,19,1530,1653
2021,Greenwich 038B,E01001641,18,67,11,17,6,21,49,1655,1760
2021,Greenwich 038C,E01001642,21,84,4,15,11,24,63,1505,1628
2021,Greenwich 038D,E01001644,13,71,4,11,7,20,58,2351,2453
2021,Greenwich 022A,E01001645,17,55,14,39,25,48,38,1614,1756
2021,Greenwich 019A,E01001646,32,77,19,44,25,71,45,2411,2603
2021,Greenwich 022B,E01001647,21,61,13,27,14,49,40,1272,1409
2021,Greenwich 022C,E01001648,20,67,11,27,16,24,47,1469,1587
2021,Greenwich 022D,E01001649,21,50,18,39,21,34,29,1356,1479
2021,Greenwich 019B,E01001650,24,56,27,44,17,60,32,1562,1722
2021,Greenwich 019C,E01001651,21,49,23,43,20,45,28,1579,1716
2021,Greenwich 019D,E01001652,16,53,14,27,13,27,37,1518,1625
2021,Greenwich 029A,E01001653,23,68,11,30,19,61,45,1312,1471
2021,Greenwich 029B,E01001654,19,54,14,30,16,32,35,1376,1492
2021,Greenwich 029C,E01001655,20,53,19,46,27,41,33,1327,1467
2021,Greenwich 034A,E01001656,16,60,11,22,11,34,44,1138,1254
2021,Greenwich 034B,E01001657,13,78,6,17,11,26,65,1352,1473
2021,Greenwich 034C,E01001658,22,69,17,31,14,32,47,1401,1533
2021,Greenwich 034D,E01001659,23,69,11,32,21,64,46,1322,1487
2021,Greenwich 029D,E01001660,19,66,15,31,16,49,47,1331,1477
2021,Greenwich 029E,E01001661,25,60,24,43,19,44,35,1407,1554
2021,Greenwich 037B,E01001664,14,57,8,16,8,23,43,1867,1963
2021,Greenwich 037C,E01001665,15,87,16,24,8,31,72,1644,1786
2021,Greenwich 041G,E01001666,11,34,8,21,13,22,23,1760,1837
2021,Greenwich 033A,E01001669,38,110,27,54,27,69,72,2090,2323
2021,Greenwich 033B,E01001671,15,53,15,27,12,23,38,1444,1547
2021,Greenwich 006A,E01001672,21,40,15,35,20,42,19,1686,1803
2021,Greenwich 006B,E01001673,17,58,11,29,18,40,41,2047,2174
2021,Greenwich 006C,E01001674,18,60,16,42,26,51,42,1902,2055
2021,Greenwich 006D,E01001675,13,43,34,56,22,37,30,2072,2208
2021,Greenwich 033C,E01001676,17,38,17,30,13,42,21,1568,1678
2021,Greenwich 006E,E01001677,19,60,23,57,34,38,41,1860,2015
2021,Greenwich 017A,E01001678,25,71,10,19,9,57,46,1494,1641
2021,Greenwich 020A,E01001679,7,44,2,18,16,29,37,1172,1263
2021,Greenwich 020B,E01001680,17,82,18,28,10,33,65,1290,1433
2021,Greenwich 020C,E01001681,14,58,8,16,8,30,44,1218,1322
2021,Greenwich 020D,E01001682,17,58,8,13,5,31,41,1203,1305
2021,Greenwich 017B,E01001683,17,66,17,31,14,37,49,1294,1428
2021,Greenwich 017C,E01001684,16,57,9,26,17,49,41,1241,1373
2021,Greenwich 017D,E01001685,11,43,17,29,12,43,32,1353,1468
2021,Greenwich 020E,E01001686,10,71,12,23,11,33,61,1549,1676
2021,Greenwich 002A,E01001687,12,61,17,32,15,28,49,1467,1588
2021,Greenwich 002B,E01001688,18,66,17,45,28,50,48,2304,2465
2021,Greenwich 001A,E01001690,13,42,28,54,26,48,29,1472,1616
2021,Greenwich 001B,E01001692,11,30,12,28,16,36,19,1285,1379
2021,Greenwich 001C,E01001693,9,41,20,38,18,46,32,1303,1428
2021,Greenwich 001D,E01001694,13,39,11,26,15,44,26,1522,1631
2021,Greenwich 011A,E01001695,11,35,15,28,13,34,24,1321,1418
2021,Greenwich 011B,E01001696,15,41,11,35,24,31,26,2301,2408
2021,Greenwich 011C,E01001697,30,72,24,47,23,47,42,2263,2429
2021,Greenwich 015A,E01001698,22,51,21,28,7,41,29,1650,1770
2021,Greenwich 015B,E01001699,11,40,7,17,10,22,29,1248,1327
2021,Greenwich 011D,E01001700,27,49,14,39,25,25,22,2127,2240
2021,Greenwich 015C,E01001701,12,45,0,10,10,18,33,1552,1625
2021,Greenwich 015D,E01001702,22,64,19,47,28,32,42,1264,1407
2021,Greenwich 011E,E01001703,12,36,15,29,14,34,24,1807,1906
2021,Greenwich 011F,E01001704,10,52,13,39,26,29,42,1424,1544
2021,Greenwich 005A,E01001705,19,60,16,35,19,50,41,1943,2088
2021,Greenwich 005C,E01001708,12,70,11,22,11,47,58,1446,1585
2021,Greenwich 005D,E01001710,14,44,22,44,22,32,30,1509,1629
2021,Greenwich 042A,E01001712,6,38,12,36,24,43,32,1810,1927
2021,Hackney 002A,E01001714,12,44,11,27,16,27,32,1851,1949
2021,Hackney 007A,E01001715,10,35,3,7,4,24,25,1166,1232
2021,Hackney 007B,E01001716,11,35,11,28,17,47,24,1532,1642
2021,Hackney 007C,E01001717,12,42,10,15,5,28,30,994,1079
2021,Hackney 007D,E01001718,17,56,4,10,6,18,39,1554,1638
2021,Hackney 007E,E01001719,11,53,10,20,10,43,42,1444,1560
2021,Hackney 007F,E01001720,10,62,6,11,5,25,52,1518,1616
2021,Hackney 029A,E01001722,44,88,18,34,16,37,44,1934,2093
2021,Hackney 006A,E01001723,18,58,11,24,13,30,40,1679,1791
2021,Hackney 006B,E01001724,41,92,21,41,20,37,51,2517,2687
2021,Hackney 004A,E01001725,21,59,21,31,10,30,38,1509,1629
2021,Hackney 004B,E01001726,21,47,8,17,9,34,26,1145,1243
2021,Hackney 006C,E01001727,9,51,10,30,20,29,42,1699,1809
2021,Hackney 029B,E01001728,10,33,8,19,11,26,23,1529,1607
2021,Hackney 019A,E01001729,27,69,7,26,19,42,42,1721,1858
2021,Hackney 019B,E01001730,22,68,20,52,32,43,46,2418,2581
2021,Hackney 017A,E01001731,24,87,24,40,16,29,63,2341,2497
2021,Hackney 019C,E01001732,7,44,11,36,25,43,37,1630,1753
2021,Hackney 015A,E01001733,12,60,7,23,16,37,48,1638,1758
2021,Hackney 017B,E01001734,10,42,13,20,7,27,32,1658,1747
2021,Hackney 019D,E01001735,17,59,19,32,13,37,42,1384,1512
2021,Hackney 012A,E01001736,17,58,13,23,10,27,41,1370,1478
2021,Hackney 012B,E01001737,2,54,17,28,11,25,52,1544,1651
2021,Hackney 012C,E01001738,13,64,11,23,12,21,51,1548,1656
2021,Hackney 012D,E01001739,18,53,18,26,8,19,35,1784,1882
2021,Hackney 014A,E01001740,15,50,13,25,12,45,35,1361,1481
2021,Hackney 009A,E01001741,6,43,12,25,13,20,37,1265,1353
2021,Hackney 008A,E01001742,18,45,12,27,15,27,27,1566,1665
2021,Hackney 031A,E01001744,19,57,13,37,24,49,38,1755,1898
2021,Hackney 016A,E01001745,16,62,13,33,20,48,46,1890,2033
2021,Hackney 016B,E01001746,21,43,13,39,26,56,22,1431,1569
2021,Hackney 014B,E01001747,15,79,10,22,12,42,64,2093,2236
2021,Hackney 020B,E01001749,14,63,8,17,9,29,49,1309,1418
2021,Hackney 031D,E01001750,13,51,15,28,13,36,38,1875,1990
2021,Hackney 031B,E01001751,12,49,10,22,12,21,37,1302,1394
2021,Hackney 025B,E01001753,6,26,9,30,21,29,20,1331,1416
2021,Hackney 025D,E01001755,11,41,13,28,15,31,30,1486,1586
2021,Hackney 030C,E01001756,15,63,11,23,12,31,48,1823,1940
2021,Hackney 016C,E01001757,14,43,12,29,17,26,29,1405,1503
2021,Hackney 016D,E01001758,19,74,32,55,23,46,55,2277,2452
2021,Hackney 016E,E01001759,20,45,15,26,11,39,25,1465,1575
2021,Hackney 017C,E01001760,14,42,15,33,18,28,28,1712,1815
2021,Hackney 016F,E01001761,14,54,13,27,14,32,40,1622,1735
2021,Hackney 017D,E01001762,9,32,5,18,13,24,23,1531,1605
2021,Hackney 020C,E01001763,12,73,15,33,18,23,61,1559,1688
2021,Hackney 010A,E01001764,15,51,13,56,43,37,36,1545,1689
2021,Hackney 010B,E01001765,14,35,26,48,22,49,21,1588,1720
2021,Hackney 010D,E01001767,15,61,3,34,31,27,46,1397,1519
2021,Hackney 006D,E01001768,16,58,9,26,17,16,42,1648,1748
2021,Hackney 006E,E01001769,4,46,11,24,13,33,42,1348,1451
2021,Hackney 010E,E01001770,26,71,14,34,20,32,45,1492,1629
2021,Hackney 024A,E01001772,8,40,18,39,21,34,32,1553,1666
2021,Hackney 025E,E01001773,18,76,7,24,17,45,58,2213,2358
2021,Hackney 024B,E01001774,15,62,15,33,18,27,47,1782,1904
2021,Hackney 024C,E01001775,19,46,16,43,27,22,27,1449,1560
2021,Hackney 025F,E01001776,17,58,15,32,17,35,41,1504,1629
2021,Hackney 033A,E01001777,15,61,18,38,20,31,46,2430,2560
2021,Hackney 032D,E01001780,10,53,19,37,18,39,43,1601,1730
2021,Hackney 026B,E01001781,11,48,14,24,10,34,37,1423,1529
2021,Hackney 026D,E01001783,13,44,16,29,13,23,31,1426,1522
2021,Hackney 032A,E01001784,10,47,11,30,19,36,37,1572,1685
2021,Hackney 015B,E01001785,9,46,17,29,12,19,37,1382,1476
2021,Hackney 013A,E01001786,9,63,25,41,16,37,54,1954,2095
2021,Hackney 013B,E01001787,18,47,26,45,19,45,29,1396,1533
2021,Hackney 013C,E01001788,15,50,28,53,25,35,35,1290,1428
2021,Hackney 015C,E01001789,14,55,16,30,14,51,41,1473,1609
2021,Hackney 013D,E01001790,16,34,14,37,23,31,18,1313,1415
2021,Hackney 015D,E01001791,18,51,13,32,19,45,33,1263,1391
2021,Hackney 011A,E01001792,26,95,18,35,17,40,69,1639,1809
2021,Hackney 011B,E01001793,21,66,2,14,12,15,45,1344,1439
2021,Hackney 011C,E01001794,21,79,15,34,19,24,58,1667,1804
2021,Hackney 011D,E01001795,9,45,1,14,13,19,36,1168,1246
2021,Hackney 011E,E01001796,17,45,13,23,10,17,28,1315,1400
2021,Hackney 028A,E01001798,14,58,14,44,30,36,44,1948,2086
2021,Hackney 003A,E01001799,25,57,14,22,8,18,32,1199,1296
2021,Hackney 004C,E01001800,18,62,14,25,11,39,44,1399,1525
2021,Hackney 008B,E01001801,20,51,24,45,21,20,31,1386,1502
2021,Hackney 003B,E01001802,11,40,15,29,14,21,29,1164,1254
2021,Hackney 008C,E01001803,13,61,17,27,10,19,48,1609,1716
2021,Hackney 003C,E01001804,17,59,7,16,9,20,42,1348,1443
2021,Hackney 009B,E01001805,4,22,10,22,12,22,18,1079,1145
2021,Hackney 008D,E01001806,13,55,10,23,13,39,42,1274,1391
2021,Hackney 003D,E01001807,17,62,9,23,14,15,45,1564,1664
2021,Hackney 001A,E01001808,8,30,13,28,15,12,22,1358,1428
2021,Hackney 001B,E01001809,15,55,10,31,21,20,40,1582,1688
2021,Hackney 002D,E01001811,18,34,16,32,16,19,16,1550,1635
2021,Hackney 003E,E01001812,25,65,14,23,9,41,40,1461,1590
2021,Hackney 002E,E01001813,19,40,22,44,22,40,21,1629,1753
2021,Hackney 001C,E01001814,14,51,18,23,5,41,37,1389,1504
2021,Hackney 024D,E01001815,20,67,11,34,23,64,47,1517,1682
2021,Hackney 020D,E01001816,21,58,12,27,15,40,37,1338,1463
2021,Hackney 020E,E01001819,18,64,9,32,23,29,46,1386,1511
2021,Hackney 024E,E01001820,10,47,17,31,14,36,37,1216,1330
2021,Hackney 024F,E01001821,19,50,12,23,11,38,31,1165,1276
2021,Hackney 029C,E01001822,22,56,10,34,24,35,34,1625,1750
2021,Hackney 001D,E01001823,23,47,14,21,7,29,24,1373,1470
2021,Hackney 004D,E01001824,15,49,6,21,15,24,34,1329,1423
2021,Hackney 001E,E01001825,9,49,13,23,10,19,40,1101,1192
2021,Hackney 004E,E01001826,19,43,14,34,20,26,24,1278,1381
2021,Hackney 029D,E01001827,15,49,16,31,15,31,34,1399,1510
2021,Hackney 028B,E01001828,20,69,18,46,28,38,49,1742,1895
2021,Hackney 009C,E01001829,11,96,8,18,10,26,85,1503,1643
2021,Hackney 014C,E01001830,13,55,11,29,18,40,42,1672,1796
2021,Hackney 009D,E01001831,18,48,8,21,13,22,30,1532,1623
2021,Hackney 009E,E01001832,33,79,22,36,14,41,46,1429,1585
2021,Hackney 014D,E01001833,19,66,10,30,20,33,47,1879,2008
2021,Hackney 014E,E01001834,11,74,16,33,17,34,63,1740,1881
2021,Hackney 014F,E01001835,14,45,8,14,6,14,31,1089,1162
2021,Hackney 022A,E01001836,11,52,11,23,12,29,41,1666,1770
2021,Hackney 023B,E01001837,16,63,3,13,10,21,47,1281,1378
2021,Hackney 019E,E01001838,13,38,27,49,22,37,25,1571,1695
2021,Hackney 023C,E01001839,5,46,11,21,10,19,41,2160,2246
2021,Hackney 022B,E01001840,19,48,16,34,18,41,29,1391,1514
2021,Hackney 022C,E01001841,16,62,12,24,12,29,46,1180,1295
2021,Hackney 023D,E01001842,11,33,16,30,14,35,22,1354,1452
2021,Hackney 023E,E01001843,12,44,13,21,8,30,32,1046,1141
2021,Hackney 022D,E01001844,19,58,13,34,21,43,39,1690,1825
2021,Hackney 022E,E01001845,9,62,21,45,24,56,53,1351,1514
2021,Hackney 018A,E01001846,12,56,13,31,18,27,44,1048,1162
2021,Hackney 018B,E01001847,16,52,8,22,14,22,36,1175,1271
2021,Hackney 018C,E01001848,19,56,19,39,20,34,37,1739,1868
2021,Hackney 018D,E01001849,26,84,22,45,23,45,58,2169,2343
2021,Hackney 019F,E01001850,18,44,13,36,23,40,26,1629,1749
2021,Hammersmith and Fulham 010A,E01001851,12,52,4,26,22,10,40,1289,1377
2021,Hammersmith and Fulham 007A,E01001852,11,57,9,14,5,14,46,1492,1577
2021,Hammersmith and Fulham 007B,E01001853,15,45,5,12,7,16,30,1357,1430
2021,Hammersmith and Fulham 007C,E01001854,11,43,8,21,13,17,32,1607,1688
2021,Hammersmith and Fulham 010B,E01001855,7,51,10,22,12,11,44,1496,1580
2021,Hammersmith and Fulham 010C,E01001856,14,49,7,18,11,30,35,1472,1569
2021,Hammersmith and Fulham 007D,E01001857,9,32,10,30,20,17,23,1387,1466
2021,Hammersmith and Fulham 006A,E01001858,15,59,10,30,20,30,44,1572,1691
2021,Hammersmith and Fulham 008A,E01001859,19,73,24,40,16,35,54,2372,2520
2021,Hammersmith and Fulham 006B,E01001860,10,58,11,28,17,20,48,1517,1623
2021,Hammersmith and Fulham 006C,E01001861,8,38,7,17,10,26,30,1222,1303
2021,Hammersmith and Fulham 005A,E01001862,24,73,12,26,14,34,49,1545,1678
2021,Hammersmith and Fulham 006D,E01001863,12,59,11,17,6,19,47,1241,1336
2021,Hammersmith and Fulham 006E,E01001864,10,50,6,17,11,25,40,1325,1417
2021,Hammersmith and Fulham 008B,E01001865,18,53,11,19,8,19,35,1386,1477
2021,Hammersmith and Fulham 012A,E01001866,8,54,8,17,9,26,46,1369,1466
2021,Hammersmith and Fulham 012B,E01001867,5,21,5,10,5,8,16,1058,1097
2021,Hammersmith and Fulham 012C,E01001868,11,28,8,21,13,42,17,1126,1217
2021,Hammersmith and Fulham 010D,E01001869,11,56,4,9,5,17,45,1212,1294
2021,Hammersmith and Fulham 012D,E01001870,10,44,12,24,12,23,34,1542,1633
2021,Hammersmith and Fulham 012E,E01001871,7,39,9,16,7,18,32,1362,1435
2021,Hammersmith and Fulham 012F,E01001872,11,44,5,14,9,17,33,1231,1306
2021,Hammersmith and Fulham 010E,E01001873,13,42,5,10,5,26,29,1340,1418
2021,Hammersmith and Fulham 001B,E01001875,22,52,28,55,27,62,30,1579,1748
2021,Hammersmith and Fulham 001C,E01001876,24,70,14,35,21,77,46,2090,2272
2021,Hammersmith and Fulham 001D,E01001877,16,40,17,35,18,19,24,1174,1268
2021,Hammersmith and Fulham 001E,E01001878,21,70,19,42,23,48,49,1384,1544
2021,Hammersmith and Fulham 019A,E01001879,12,42,11,24,13,32,30,1272,1370
2021,Hammersmith and Fulham 017A,E01001880,9,42,11,24,13,22,33,1314,1402
2021,Hammersmith and Fulham 017B,E01001881,13,39,10,22,12,16,26,1713,1790
2021,Hammersmith and Fulham 017C,E01001882,9,38,11,18,7,21,29,1497,1574
2021,Hammersmith and Fulham 017D,E01001883,20,56,9,31,22,24,36,1666,1777
2021,Hammersmith and Fulham 017E,E01001884,11,55,13,20,7,20,44,1654,1749
2021,Hammersmith and Fulham 015A,E01001885,14,48,16,23,7,40,34,1109,1220
2021,Hammersmith and Fulham 016A,E01001886,12,56,15,33,18,37,44,1332,1458
2021,Hammersmith and Fulham 016B,E01001887,13,42,9,24,15,29,29,1312,1407
2021,Hammersmith and Fulham 018A,E01001888,15,53,6,18,12,19,38,1399,1489
2021,Hammersmith and Fulham 014A,E01001889,9,34,3,10,7,8,25,1274,1326
2021,Hammersmith and Fulham 016C,E01001890,5,34,10,20,10,24,29,1588,1666
2021,Hammersmith and Fulham 018B,E01001891,18,79,16,27,11,20,61,2299,2425
2021,Hammersmith and Fulham 016D,E01001892,13,42,10,19,9,24,29,1161,1246
2021,Hammersmith and Fulham 013A,E01001893,13,35,15,27,12,23,22,1333,1418
2021,Hammersmith and Fulham 013B,E01001894,8,37,14,27,13,20,29,1243,1327
2021,Hammersmith and Fulham 009A,E01001895,16,48,6,13,7,24,32,1288,1373
2021,Hammersmith and Fulham 009B,E01001896,10,47,8,22,14,19,37,1247,1335
2021,Hammersmith and Fulham 009C,E01001897,9,51,3,13,10,10,42,1153,1227
2021,Hammersmith and Fulham 013C,E01001898,11,54,11,18,7,18,43,1912,2002
2021,Hammersmith and Fulham 013D,E01001899,13,57,13,18,5,37,44,1411,1523
2021,Hammersmith and Fulham 013E,E01001900,17,49,12,27,15,29,32,1537,1642
2021,Hammersmith and Fulham 019B,E01001901,9,42,11,22,11,11,33,1463,1538
2021,Hammersmith and Fulham 019C,E01001902,9,37,13,23,10,18,28,1491,1569
2021,Hammersmith and Fulham 019D,E01001903,14,60,7,18,11,21,46,1273,1372
2021,Hammersmith and Fulham 022A,E01001904,13,50,5,10,5,14,37,1450,1524
2021,Hammersmith and Fulham 022B,E01001905,14,47,4,12,8,11,33,1486,1556
2021,Hammersmith and Fulham 022C,E01001906,6,33,6,12,6,6,27,1291,1342
2021,Hammersmith and Fulham 022D,E01001907,10,31,5,15,10,10,21,1118,1174
2021,Hammersmith and Fulham 015B,E01001908,8,31,4,7,3,13,23,1291,1342
