date,geography,geography code,Marital and civil partnership status: Divorced or civil partnership dissolved,Marital and civil partnership status: Divorced or civil partnership dissolved: Divorced,Marital and civil partnership status: Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,Marital and civil partnership status: Married or in a registered civil partnership,Marital and civil partnership status: Married or in a registered civil partnership: In a registered civil partnership,Marital and civil partnership status: Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,Marital and civil partnership status: Married or in a registered civil partnership: In a registered civil partnership: Same sex,Marital and civil partnership status: Married or in a registered civil partnership: Married,Marital and civil partnership status: Married or in a registered civil partnership: Married: Opposite sex,Marital and civil partnership status: Married or in a registered civil partnership: Married: Same sex,Marital and civil partnership status: Never married and never registered a civil partnership,"Marital and civil partnership status: Separated, but still legally married or still legally in a civil partnership","Marital and civil partnership status: Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership","Marital and civil partnership status: Separated, but still legally married or still legally in a civil partnership: Separated, but still married",Marital and civil partnership status: Total: All usual residents aged 16 and over,Marital and civil partnership status: Widowed or surviving civil partnership partner,Marital and civil partnership status: Widowed or surviving civil partnership partner: Surviving partner from civil partnership,Marital and civil partnership status: Widowed or surviving civil partnership partner: Widowed
2021,City of London 001A,E01000001,94,91,3,582,29,0,29,553,521,32,588,22,1,21,1353,67,0,67
2021,City of London 001B,E01000002,85,83,2,487,32,5,27,455,443,12,662,21,2,19,1299,44,0,44
2021,City of London 001C,E01000003,142,133,9,426,22,6,16,404,391,13,841,35,0,35,1500,56,1,55
2021,City of London 001E,E01000005,82,80,2,264,2,0,2,262,260,2,536,32,0,32,958,44,0,44
2021,Barking and Dagenham 016A,E01000006,89,89,0,674,4,2,2,670,667,3,578,23,0,23,1430,66,0,66
2021,Barking and Dagenham 015A,E01000007,145,145,0,945,6,6,0,939,931,8,975,61,2,59,2160,34,0,34
2021,Barking and Dagenham 015B,E01000008,91,91,0,456,0,0,0,456,455,1,640,47,0,47,1258,24,0,24
2021,Barking and Dagenham 016B,E01000009,117,117,0,688,6,2,4,682,681,1,504,35,0,35,1408,64,0,64
2021,Barking and Dagenham 016C,E01000011,71,71,0,655,2,2,0,653,636,17,533,17,0,17,1319,43,0,43
2021,Barking and Dagenham 015D,E01000012,140,140,0,721,2,2,0,719,702,17,639,44,0,44,1578,34,0,34
2021,Barking and Dagenham 013A,E01000013,130,130,0,588,2,2,0,586,583,3,580,34,0,34,1396,64,0,64
2021,Barking and Dagenham 013B,E01000014,114,114,0,532,2,2,0,530,529,1,567,47,0,47,1322,62,0,62
2021,Barking and Dagenham 009A,E01000015,164,164,0,656,2,2,0,654,650,4,785,54,1,53,1734,75,0,75
2021,Barking and Dagenham 009B,E01000016,114,114,0,596,0,0,0,596,593,3,576,42,0,42,1399,71,0,71
2021,Barking and Dagenham 009C,E01000017,117,116,1,529,3,2,1,526,525,1,549,30,0,30,1303,78,0,78
2021,Barking and Dagenham 009D,E01000018,135,132,3,530,2,2,0,528,528,0,604,33,0,33,1353,51,0,51
2021,Barking and Dagenham 023A,E01000019,94,94,0,571,0,0,0,571,571,0,430,37,0,37,1171,39,0,39
2021,Barking and Dagenham 023B,E01000020,106,106,0,712,4,2,2,708,707,1,651,40,0,40,1607,98,0,98
2021,Barking and Dagenham 008A,E01000021,117,117,0,494,2,0,2,492,490,2,536,40,1,39,1235,48,0,48
2021,Barking and Dagenham 008B,E01000022,84,84,0,462,0,0,0,462,462,0,457,45,0,45,1094,46,0,46
2021,Barking and Dagenham 008D,E01000024,92,90,2,481,4,4,0,477,474,3,484,24,0,24,1121,40,0,40
2021,Barking and Dagenham 008E,E01000025,114,114,0,589,2,0,2,587,584,3,575,75,0,75,1447,94,0,94
2021,Barking and Dagenham 001A,E01000027,129,129,0,555,0,0,0,555,554,1,693,39,0,39,1482,66,0,66
2021,Barking and Dagenham 001B,E01000028,125,125,0,520,4,4,0,516,515,1,575,46,0,46,1349,83,0,83
2021,Barking and Dagenham 001C,E01000029,122,122,0,724,0,0,0,724,724,0,445,32,0,32,1439,116,0,116
2021,Barking and Dagenham 001D,E01000030,175,175,0,646,2,2,0,644,644,0,771,46,2,44,1715,77,0,77
2021,Barking and Dagenham 002A,E01000031,112,111,1,642,0,0,0,642,636,6,536,27,0,27,1397,80,0,80
2021,Barking and Dagenham 002B,E01000032,105,105,0,742,0,0,0,742,740,2,619,33,0,33,1586,87,0,87
2021,Barking and Dagenham 006A,E01000033,98,98,0,443,0,0,0,443,439,4,487,39,0,39,1120,53,0,53
2021,Barking and Dagenham 003A,E01000034,108,108,0,476,2,2,0,474,474,0,534,35,0,35,1267,114,0,114
2021,Barking and Dagenham 010A,E01000035,102,102,0,638,0,0,0,638,635,3,576,39,0,39,1457,102,0,102
2021,Barking and Dagenham 010B,E01000036,80,80,0,565,4,4,0,561,561,0,441,20,0,20,1160,54,0,54
2021,Barking and Dagenham 003B,E01000037,73,73,0,689,2,2,0,687,684,3,531,34,0,34,1404,77,0,77
2021,Barking and Dagenham 003C,E01000038,97,96,1,622,2,2,0,620,617,3,466,26,0,26,1287,76,0,76
2021,Barking and Dagenham 003D,E01000039,118,118,0,593,2,2,0,591,588,3,525,41,0,41,1357,80,0,80
2021,Barking and Dagenham 019A,E01000040,105,105,0,563,6,6,0,557,557,0,638,37,0,37,1407,64,0,64
2021,Barking and Dagenham 017A,E01000041,120,120,0,629,0,0,0,629,627,2,547,28,0,28,1375,51,0,51
2021,Barking and Dagenham 017B,E01000042,101,101,0,546,10,9,1,536,536,0,582,40,0,40,1327,58,0,58
2021,Barking and Dagenham 019B,E01000043,78,78,0,514,3,2,1,511,508,3,528,25,0,25,1217,72,0,72
2021,Barking and Dagenham 016D,E01000044,200,200,0,635,4,4,0,631,630,1,580,51,0,51,1506,40,0,40
2021,Barking and Dagenham 017C,E01000045,96,94,2,547,2,2,0,545,542,3,550,30,0,30,1285,62,0,62
2021,Barking and Dagenham 017D,E01000046,110,110,0,608,0,0,0,608,606,2,606,54,0,54,1451,73,0,73
2021,Barking and Dagenham 021C,E01000049,89,89,0,533,0,0,0,533,530,3,651,47,0,47,1356,36,0,36
2021,Barking and Dagenham 019C,E01000050,108,108,0,636,2,1,1,634,621,13,531,36,0,36,1365,54,0,54
2021,Barking and Dagenham 021D,E01000051,45,44,1,368,0,0,0,368,367,1,334,28,0,28,787,12,0,12
2021,Barking and Dagenham 019D,E01000052,124,124,0,833,4,2,2,829,825,4,641,43,2,41,1703,62,0,62
2021,Barking and Dagenham 020A,E01000053,132,132,0,436,0,0,0,436,433,3,525,43,0,43,1209,73,0,73
2021,Barking and Dagenham 018A,E01000054,118,118,0,581,8,8,0,573,571,2,560,49,0,49,1368,60,0,60
2021,Barking and Dagenham 018B,E01000055,102,102,0,525,0,0,0,525,525,0,586,32,0,32,1285,40,0,40
2021,Barking and Dagenham 018C,E01000056,115,115,0,494,2,2,0,492,491,1,540,38,1,37,1268,81,0,81
2021,Barking and Dagenham 012A,E01000057,103,103,0,477,0,0,0,477,475,2,474,35,0,35,1145,56,0,56
2021,Barking and Dagenham 018D,E01000058,126,126,0,715,0,0,0,715,713,2,638,55,0,55,1590,56,0,56
2021,Barking and Dagenham 013C,E01000059,129,129,0,524,2,2,0,522,522,0,520,48,0,48,1298,77,0,77
2021,Barking and Dagenham 006B,E01000060,146,146,0,541,1,1,0,540,539,1,707,81,0,81,1550,75,0,75
2021,Barking and Dagenham 006C,E01000061,117,117,0,415,2,2,0,413,412,1,756,55,0,55,1381,38,0,38
2021,Barking and Dagenham 006D,E01000062,141,141,0,691,4,2,2,687,680,7,723,45,1,44,1681,81,0,81
2021,Barking and Dagenham 004A,E01000063,136,136,0,542,6,3,3,536,536,0,550,39,1,38,1334,67,0,67
2021,Barking and Dagenham 006E,E01000064,128,128,0,716,0,0,0,716,712,4,759,49,0,49,1736,84,0,84
2021,Barking and Dagenham 007A,E01000065,169,169,0,569,2,0,2,567,566,1,662,49,0,49,1539,90,0,90
2021,Barking and Dagenham 011A,E01000066,85,85,0,847,2,2,0,845,845,0,816,28,0,28,1917,141,0,141
2021,Barking and Dagenham 011B,E01000067,81,81,0,835,0,0,0,835,830,5,645,30,0,30,1676,85,0,85
2021,Barking and Dagenham 016E,E01000068,85,85,0,695,3,2,1,692,691,1,611,15,0,15,1478,72,1,71
2021,Barking and Dagenham 011C,E01000069,53,53,0,792,4,2,2,788,784,4,684,17,0,17,1652,106,0,106
2021,Barking and Dagenham 011D,E01000070,64,64,0,848,0,0,0,848,843,5,583,27,0,27,1605,83,0,83
2021,Barking and Dagenham 011E,E01000071,121,121,0,997,2,0,2,995,988,7,725,44,0,44,1994,107,1,106
2021,Barking and Dagenham 017E,E01000072,125,125,0,569,0,0,0,569,567,2,738,65,0,65,1560,63,0,63
2021,Barking and Dagenham 012B,E01000073,108,107,1,571,0,0,0,571,570,1,578,54,0,54,1362,51,0,51
2021,Barking and Dagenham 012C,E01000074,126,126,0,525,0,0,0,525,525,0,547,31,0,31,1284,55,0,55
2021,Barking and Dagenham 012D,E01000075,157,157,0,688,4,2,2,684,683,1,575,39,0,39,1542,83,0,83
2021,Barking and Dagenham 012E,E01000076,188,188,0,599,0,0,0,599,595,4,688,47,2,45,1629,107,1,106
2021,Barking and Dagenham 008F,E01000077,111,111,0,529,2,0,2,527,527,0,566,35,0,35,1292,51,0,51
2021,Barking and Dagenham 007B,E01000078,128,128,0,581,5,3,2,576,576,0,551,36,0,36,1352,56,0,56
2021,Barking and Dagenham 009E,E01000079,119,119,0,549,2,2,0,547,547,0,522,25,0,25,1283,68,0,68
2021,Barking and Dagenham 007C,E01000080,125,125,0,515,2,0,2,513,511,2,609,43,0,43,1337,45,0,45
2021,Barking and Dagenham 007D,E01000081,104,104,0,674,2,2,0,672,669,3,606,60,0,60,1505,61,0,61
2021,Barking and Dagenham 007E,E01000082,174,174,0,571,2,2,0,569,564,5,597,50,0,50,1443,51,0,51
2021,Barking and Dagenham 007F,E01000083,118,117,1,606,2,2,0,604,576,28,552,36,0,36,1384,72,0,72
2021,Barking and Dagenham 013D,E01000084,102,102,0,455,0,0,0,455,453,2,444,25,0,25,1084,58,0,58
2021,Barking and Dagenham 013E,E01000085,121,121,0,460,4,0,4,456,455,1,568,37,0,37,1242,56,0,56
2021,Barking and Dagenham 013F,E01000086,91,91,0,434,2,0,2,432,432,0,466,42,1,41,1091,58,0,58
2021,Barking and Dagenham 020B,E01000087,106,106,0,479,0,0,0,479,477,2,540,41,0,41,1226,60,1,59
2021,Barking and Dagenham 020C,E01000088,111,111,0,637,4,4,0,633,632,1,558,41,0,41,1436,89,0,89
2021,Barking and Dagenham 020D,E01000089,109,109,0,533,2,2,0,531,527,4,529,47,0,47,1278,60,0,60
2021,Barking and Dagenham 020E,E01000090,93,92,1,517,0,0,0,517,517,0,487,42,0,42,1222,83,0,83
2021,Barking and Dagenham 022A,E01000091,121,121,0,597,2,0,2,595,592,3,660,48,0,48,1475,49,0,49
2021,Barking and Dagenham 022B,E01000093,112,112,0,465,4,2,2,461,457,4,671,32,0,32,1329,49,0,49
2021,Barking and Dagenham 022C,E01000094,118,118,0,715,2,2,0,713,711,2,772,65,0,65,1700,30,0,30
2021,Barking and Dagenham 018E,E01000095,119,118,1,625,6,6,0,619,609,10,667,51,1,50,1510,48,0,48
2021,Barking and Dagenham 022D,E01000096,80,80,0,445,2,2,0,443,441,2,513,35,0,35,1106,33,0,33
2021,Barking and Dagenham 023C,E01000097,126,126,0,615,4,2,2,611,609,2,599,35,0,35,1451,76,0,76
2021,Barking and Dagenham 023D,E01000098,105,105,0,620,5,3,2,615,615,0,567,44,0,44,1402,66,0,66
2021,Barking and Dagenham 023E,E01000099,143,143,0,937,0,0,0,937,932,5,828,56,0,56,2020,56,0,56
2021,Barking and Dagenham 004B,E01000100,119,119,0,568,0,0,0,568,566,2,618,40,2,38,1413,68,0,68
2021,Barking and Dagenham 004C,E01000101,115,115,0,560,4,2,2,556,556,0,523,32,0,32,1297,67,0,67
2021,Barking and Dagenham 007G,E01000102,136,136,0,507,3,2,1,504,502,2,552,36,0,36,1294,63,0,63
2021,Barking and Dagenham 014A,E01000103,113,113,0,517,0,0,0,517,515,2,577,62,0,62,1319,50,0,50
2021,Barking and Dagenham 014B,E01000104,146,146,0,473,0,0,0,473,470,3,674,48,0,48,1389,48,0,48
2021,Barking and Dagenham 014C,E01000105,194,194,0,629,2,0,2,627,623,4,796,48,0,48,1744,77,0,77
2021,Barking and Dagenham 014D,E01000106,185,185,0,562,2,2,0,560,560,0,700,73,0,73,1577,57,0,57
2021,Barking and Dagenham 010C,E01000107,96,96,0,636,5,2,3,631,631,0,511,32,0,32,1370,95,0,95
2021,Barking and Dagenham 010D,E01000108,115,115,0,637,4,4,0,633,625,8,586,37,1,36,1432,57,0,57
2021,Barking and Dagenham 002C,E01000110,105,105,0,638,0,0,0,638,636,2,393,31,1,30,1225,58,0,58
2021,Barking and Dagenham 002D,E01000111,127,127,0,705,0,0,0,705,678,27,628,42,0,42,1615,113,0,113
2021,Barking and Dagenham 002E,E01000112,126,126,0,682,4,4,0,678,673,5,609,40,1,39,1505,48,0,48
2021,Barking and Dagenham 002F,E01000113,120,120,0,693,8,6,2,685,683,2,613,43,0,43,1521,52,0,52
2021,Barking and Dagenham 004E,E01000114,105,105,0,840,3,2,1,837,837,0,633,55,0,55,1702,69,0,69
2021,Barnet 009A,E01000115,53,52,1,695,0,0,0,695,692,3,342,11,0,11,1172,71,0,71
2021,Barnet 009B,E01000116,84,84,0,730,2,0,2,728,724,4,435,28,0,28,1361,84,0,84
2021,Barnet 010A,E01000117,90,90,0,728,2,0,2,726,724,2,440,39,0,39,1401,104,2,102
2021,Barnet 010B,E01000118,115,114,1,816,0,0,0,816,816,0,583,35,0,35,1644,95,0,95
2021,Barnet 009C,E01000119,72,72,0,825,3,0,3,822,819,3,445,22,0,22,1462,98,0,98
2021,Barnet 009D,E01000120,60,60,0,685,8,2,6,677,677,0,388,21,0,21,1224,70,0,70
2021,Barnet 010C,E01000121,113,112,1,433,3,0,3,430,426,4,566,44,0,44,1210,54,0,54
2021,Barnet 009E,E01000122,77,77,0,666,14,0,14,652,651,1,377,15,0,15,1203,68,0,68
2021,Barnet 010D,E01000123,110,110,0,700,2,0,2,698,696,2,530,35,0,35,1425,50,0,50
2021,Barnet 010E,E01000124,168,168,0,504,4,0,4,500,500,0,708,33,1,32,1468,55,0,55
2021,Barnet 026A,E01000126,137,136,1,715,4,0,4,711,710,1,849,49,0,49,1814,64,0,64
2021,Barnet 024B,E01000127,92,92,0,562,0,0,0,562,562,0,464,29,0,29,1199,52,0,52
2021,Barnet 024C,E01000128,112,110,2,771,6,2,4,765,761,4,619,29,0,29,1607,76,0,76
2021,Barnet 024D,E01000129,114,114,0,493,3,3,0,490,487,3,558,30,0,30,1265,70,0,70
2021,Barnet 021A,E01000130,108,107,1,680,2,0,2,678,678,0,621,56,0,56,1529,64,0,64
2021,Barnet 024E,E01000131,93,92,1,726,3,1,2,723,718,5,663,48,1,47,1599,69,0,69
2021,Barnet 021B,E01000132,86,86,0,530,0,0,0,530,526,4,503,44,0,44,1208,45,0,45
2021,Barnet 021C,E01000133,111,111,0,546,0,0,0,546,543,3,529,25,1,24,1275,64,0,64
2021,Barnet 024F,E01000134,103,103,0,632,3,2,1,629,625,4,604,37,0,37,1418,42,0,42
2021,Barnet 038A,E01000135,92,92,0,706,3,0,3,703,701,2,491,24,0,24,1388,75,0,75
2021,Barnet 038B,E01000136,94,94,0,627,0,0,0,627,626,1,340,23,0,23,1172,88,0,88
2021,Barnet 041A,E01000137,134,133,1,428,1,1,0,427,424,3,578,38,0,38,1246,68,0,68
2021,Barnet 040A,E01000138,94,94,0,544,3,0,3,541,537,4,596,48,0,48,1333,51,2,49
2021,Barnet 041B,E01000139,82,80,2,524,4,4,0,520,515,5,460,29,1,28,1149,54,0,54
2021,Barnet 041C,E01000140,117,116,1,649,6,0,6,643,637,6,770,34,0,34,1627,57,0,57
2021,Barnet 039A,E01000141,122,121,1,554,12,8,4,542,537,5,779,59,1,58,1565,51,1,50
2021,Barnet 040B,E01000142,151,151,0,774,8,2,6,766,752,14,781,55,0,55,1808,47,1,46
2021,Barnet 041D,E01000143,102,102,0,417,0,0,0,417,406,11,710,39,1,38,1312,44,1,43
2021,Barnet 038C,E01000144,87,87,0,558,3,2,1,555,546,9,615,27,1,26,1349,62,0,62
2021,Barnet 037A,E01000145,63,63,0,583,1,0,1,582,582,0,427,16,0,16,1182,93,0,93
2021,Barnet 038D,E01000146,109,109,0,613,8,4,4,605,603,2,789,25,1,24,1593,57,0,57
2021,Barnet 043F,E01000147,74,74,0,861,0,0,0,861,858,3,573,23,0,23,1612,81,0,81
2021,Barnet 036A,E01000150,105,105,0,882,4,2,2,878,876,2,687,35,0,35,1793,84,0,84
2021,Barnet 026B,E01000151,106,106,0,374,2,0,2,372,372,0,603,69,0,69,1206,54,0,54
2021,Barnet 026C,E01000152,138,138,0,913,4,4,0,909,907,2,824,46,0,46,1978,57,0,57
2021,Barnet 026D,E01000153,119,119,0,555,0,0,0,555,553,2,706,47,0,47,1489,62,0,62
2021,Barnet 026E,E01000154,137,136,1,619,4,4,0,615,615,0,693,47,1,46,1531,35,0,35
2021,Barnet 022A,E01000156,120,120,0,711,11,5,6,700,697,3,621,32,0,32,1530,46,0,46
2021,Barnet 022B,E01000157,109,109,0,492,4,4,0,488,484,4,547,36,0,36,1218,34,0,34
2021,Barnet 015A,E01000158,102,102,0,500,5,2,3,495,494,1,484,22,0,22,1157,49,0,49
2021,Barnet 015B,E01000159,109,109,0,719,2,2,0,717,715,2,546,31,0,31,1467,62,0,62
2021,Barnet 015C,E01000160,146,145,1,715,6,6,0,709,701,8,626,49,0,49,1577,41,1,40
2021,Barnet 015D,E01000161,118,117,1,710,6,6,0,704,700,4,657,51,0,51,1627,91,0,91
2021,Barnet 015E,E01000162,88,88,0,608,2,0,2,606,603,3,503,36,0,36,1360,125,0,125
2021,Barnet 022C,E01000163,141,141,0,420,4,3,1,416,414,2,708,32,0,32,1338,37,0,37
2021,Barnet 022D,E01000164,114,114,0,500,1,0,1,499,497,2,627,44,0,44,1342,57,0,57
2021,Barnet 022E,E01000165,177,176,1,623,2,0,2,621,617,4,541,37,0,37,1467,89,0,89
2021,Barnet 003A,E01000166,127,127,0,600,2,0,2,598,598,0,474,24,0,24,1304,79,0,79
2021,Barnet 002A,E01000167,113,113,0,458,1,0,1,457,457,0,449,25,0,25,1100,55,0,55
2021,Barnet 003B,E01000168,68,67,1,763,0,0,0,763,762,1,338,11,0,11,1280,100,0,100
2021,Barnet 003C,E01000169,134,132,2,589,2,2,0,587,585,2,501,32,0,32,1313,57,0,57
2021,Barnet 006A,E01000170,111,111,0,660,5,4,1,655,649,6,644,32,0,32,1514,67,0,67
2021,Barnet 006B,E01000171,161,161,0,665,4,2,2,661,661,0,796,70,0,70,1733,41,0,41
2021,Barnet 003D,E01000172,93,93,0,751,0,0,0,751,751,0,385,18,0,18,1323,76,0,76
2021,Barnet 006C,E01000173,76,76,0,684,6,2,4,678,675,3,462,25,0,25,1302,55,0,55
2021,Barnet 006D,E01000174,153,153,0,573,2,2,0,571,566,5,549,35,0,35,1380,70,0,70
2021,Barnet 006E,E01000175,93,92,1,961,2,2,0,959,955,4,387,12,0,12,1510,57,0,57
2021,Barnet 027A,E01000176,159,159,0,510,6,0,6,504,501,3,691,41,0,41,1478,77,0,77
2021,Barnet 029A,E01000177,92,92,0,576,0,0,0,576,568,8,515,39,0,39,1278,56,0,56
2021,Barnet 027B,E01000178,96,96,0,610,8,4,4,602,600,2,517,18,0,18,1311,70,2,68
2021,Barnet 029B,E01000179,106,106,0,666,14,2,12,652,645,7,584,19,0,19,1402,27,0,27
2021,Barnet 029C,E01000180,125,125,0,502,7,4,3,495,495,0,561,33,0,33,1300,79,0,79
2021,Barnet 029D,E01000181,87,86,1,642,3,0,3,639,635,4,608,19,0,19,1401,45,0,45
2021,Barnet 029E,E01000182,94,94,0,610,16,6,10,594,573,21,565,26,0,26,1356,61,1,60
2021,Barnet 033A,E01000183,114,112,2,583,5,2,3,578,571,7,391,26,0,26,1204,90,0,90
2021,Barnet 027C,E01000184,107,107,0,531,0,0,0,531,531,0,757,69,0,69,1514,50,0,50
2021,Barnet 029F,E01000185,155,155,0,336,0,0,0,336,336,0,652,37,0,37,1233,53,0,53
2021,Barnet 014A,E01000186,61,61,0,819,0,0,0,819,819,0,359,11,0,11,1310,60,0,60
2021,Barnet 014B,E01000187,76,76,0,732,0,0,0,732,732,0,339,16,0,16,1253,90,0,90
2021,Barnet 014C,E01000188,40,40,0,787,2,0,2,785,785,0,302,5,0,5,1204,70,0,70
2021,Barnet 014D,E01000189,156,155,1,839,1,1,0,838,838,0,818,49,0,49,1898,36,0,36
2021,Barnet 014E,E01000190,51,51,0,782,0,0,0,782,781,1,406,25,0,25,1347,83,0,83
2021,Barnet 014F,E01000191,51,51,0,722,1,0,1,721,721,0,317,15,0,15,1196,91,0,91
2021,Barnet 018A,E01000192,86,86,0,866,0,0,0,866,864,2,477,22,0,22,1548,97,0,97
2021,Barnet 018B,E01000193,103,103,0,794,4,0,4,790,786,4,575,36,1,35,1588,80,1,79
2021,Barnet 018C,E01000194,113,113,0,690,2,2,0,688,687,1,536,53,0,53,1447,55,0,55
2021,Barnet 013A,E01000195,100,100,0,652,0,0,0,652,652,0,611,79,0,79,1514,72,0,72
2021,Barnet 028A,E01000196,199,199,0,638,6,0,6,632,626,6,832,48,0,48,1821,104,1,103
2021,Barnet 023A,E01000197,115,115,0,655,0,0,0,655,651,4,624,28,0,28,1493,71,0,71
2021,Barnet 025A,E01000198,122,122,0,906,0,0,0,906,906,0,495,22,0,22,1614,69,1,68
2021,Barnet 025B,E01000199,89,89,0,742,4,4,0,738,735,3,330,27,0,27,1286,98,0,98
2021,Barnet 028B,E01000200,112,112,0,823,0,0,0,823,821,2,487,17,0,17,1620,181,0,181
2021,Barnet 028C,E01000201,59,59,0,773,2,0,2,771,768,3,314,8,0,8,1227,73,0,73
2021,Barnet 028D,E01000202,81,81,0,744,5,2,3,739,737,2,460,15,0,15,1355,55,0,55
2021,Barnet 028E,E01000203,122,122,0,667,0,0,0,667,667,0,594,24,0,24,1473,66,0,66
2021,Barnet 025C,E01000204,110,110,0,733,4,0,4,729,720,9,449,26,0,26,1393,75,0,75
2021,Barnet 035A,E01000205,101,101,0,695,2,2,0,693,690,3,296,13,0,13,1165,60,0,60
2021,Barnet 033B,E01000206,56,56,0,761,4,0,4,757,754,3,347,14,0,14,1235,57,0,57
2021,Barnet 033C,E01000207,72,71,1,717,0,0,0,717,713,4,312,20,0,20,1256,135,0,135
2021,Barnet 033D,E01000208,70,70,0,763,8,2,6,755,754,1,378,20,0,20,1309,78,0,78
2021,Barnet 035B,E01000209,129,129,0,638,4,0,4,634,623,11,331,17,0,17,1239,124,0,124
2021,Barnet 033E,E01000210,83,83,0,644,4,2,2,640,640,0,371,20,0,20,1172,54,0,54
2021,Barnet 035C,E01000211,212,211,1,587,1,0,1,586,583,3,788,48,1,47,1721,86,0,86
2021,Barnet 035D,E01000212,93,93,0,577,4,2,2,573,568,5,361,29,0,29,1117,57,0,57
2021,Barnet 033F,E01000213,46,44,2,650,2,0,2,648,648,0,294,5,0,5,1033,38,1,37
2021,Barnet 038E,E01000214,129,128,1,647,2,0,2,645,641,4,545,26,0,26,1389,42,0,42
2021,Barnet 037B,E01000215,77,77,0,800,3,2,1,797,795,2,432,39,0,39,1429,81,0,81
2021,Barnet 035E,E01000216,87,87,0,715,1,0,1,714,712,2,582,22,0,22,1471,65,0,65
2021,Barnet 035F,E01000217,47,47,0,791,2,2,0,789,788,1,341,13,0,13,1245,53,0,53
2021,Barnet 037C,E01000218,64,64,0,640,2,2,0,638,637,1,509,27,0,27,1300,60,0,60
2021,Barnet 037D,E01000219,88,87,1,737,6,4,2,731,730,1,570,27,0,27,1473,51,0,51
2021,Barnet 037E,E01000220,96,96,0,631,2,2,0,629,629,0,515,33,0,33,1374,99,0,99
2021,Barnet 039B,E01000221,93,93,0,337,0,0,0,337,333,4,541,39,0,39,1044,34,0,34
2021,Barnet 040C,E01000222,139,139,0,647,0,0,0,647,647,0,734,37,1,36,1618,61,0,61
2021,Barnet 039C,E01000223,133,130,3,631,9,4,5,622,621,1,644,75,2,73,1535,52,0,52
2021,Barnet 040D,E01000224,92,92,0,590,4,4,0,586,582,4,537,38,0,38,1323,66,0,66
2021,Barnet 037F,E01000225,59,59,0,734,2,0,2,732,730,2,363,13,0,13,1239,70,0,70
2021,Barnet 018D,E01000226,113,113,0,538,2,0,2,536,535,1,601,45,0,45,1369,72,0,72
2021,Barnet 018E,E01000227,85,85,0,873,0,0,0,873,873,0,419,21,1,20,1495,97,0,97
2021,Barnet 007A,E01000228,58,58,0,628,2,2,0,626,626,0,378,16,0,16,1134,54,0,54
2021,Barnet 013B,E01000229,114,114,0,609,2,0,2,607,605,2,476,35,0,35,1290,56,0,56
2021,Barnet 013C,E01000230,85,85,0,855,0,0,0,855,854,1,353,20,0,20,1432,119,0,119
2021,Barnet 013D,E01000231,101,101,0,695,0,0,0,695,693,2,497,43,4,39,1402,66,0,66
2021,Barnet 013E,E01000232,88,88,0,803,0,0,0,803,801,2,443,57,0,57,1487,96,0,96
2021,Barnet 013F,E01000233,93,93,0,848,2,0,2,846,845,1,477,30,0,30,1519,71,1,70
2021,Barnet 021D,E01000234,92,92,0,742,3,1,2,739,735,4,432,27,0,27,1362,69,0,69
2021,Barnet 021E,E01000235,112,112,0,600,2,2,0,598,597,1,677,48,0,48,1499,62,0,62
2021,Barnet 034A,E01000236,82,82,0,762,0,0,0,762,761,1,470,17,0,17,1398,67,0,67
2021,Barnet 032A,E01000237,101,100,1,792,0,0,0,792,792,0,678,22,0,22,1655,62,1,61
2021,Barnet 034B,E01000238,82,82,0,762,2,0,2,760,758,2,612,18,0,18,1517,43,0,43
2021,Barnet 031A,E01000239,189,189,0,599,1,0,1,598,595,3,825,38,0,38,1697,46,0,46
2021,Barnet 031B,E01000240,125,125,0,630,6,6,0,624,620,4,582,31,0,31,1436,68,0,68
2021,Barnet 031C,E01000241,121,121,0,703,0,0,0,703,702,1,509,54,0,54,1434,47,0,47
2021,Barnet 032B,E01000242,90,90,0,669,0,0,0,669,669,0,349,22,0,22,1215,85,0,85
2021,Barnet 032C,E01000243,156,156,0,659,3,2,1,656,651,5,832,35,1,34,1740,58,0,58
2021,Barnet 032D,E01000244,78,78,0,540,3,0,3,537,537,0,675,24,0,24,1378,61,0,61
2021,Barnet 032E,E01000245,151,151,0,600,3,3,0,597,597,0,822,48,1,47,1685,64,0,64
2021,Barnet 002B,E01000246,91,90,1,672,9,2,7,663,661,2,384,22,0,22,1252,83,1,82
2021,Barnet 002C,E01000247,134,134,0,626,6,0,6,620,620,0,542,29,0,29,1367,36,0,36
2021,Barnet 001A,E01000248,119,119,0,637,7,3,4,630,629,1,507,31,0,31,1391,97,0,97
2021,Barnet 001B,E01000249,66,66,0,771,2,0,2,769,768,1,396,16,0,16,1308,59,0,59
2021,Barnet 001C,E01000250,193,191,2,861,2,2,0,859,851,8,948,55,1,54,2173,116,0,116
2021,Barnet 002D,E01000251,158,158,0,635,2,0,2,633,631,2,870,65,0,65,1844,116,0,116
2021,Barnet 002E,E01000252,157,157,0,541,0,0,0,541,537,4,614,28,0,28,1421,81,0,81
2021,Barnet 007B,E01000253,107,107,0,948,3,0,3,945,940,5,410,20,0,20,1591,106,0,106
2021,Barnet 001D,E01000254,112,112,0,671,6,2,4,665,662,3,420,19,0,19,1313,91,0,91
2021,Barnet 017A,E01000255,88,88,0,608,3,2,1,605,605,0,577,33,0,33,1373,67,0,67
