date,geography,geography code,Marital and civil partnership status: Divorced or civil partnership dissolved,Marital and civil partnership status: Divorced or civil partnership dissolved: Divorced,Marital and civil partnership status: Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,Marital and civil partnership status: Married or in a registered civil partnership,Marital and civil partnership status: Married or in a registered civil partnership: In a registered civil partnership,Marital and civil partnership status: Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,Marital and civil partnership status: Married or in a registered civil partnership: In a registered civil partnership: Same sex,Marital and civil partnership status: Married or in a registered civil partnership: Married,Marital and civil partnership status: Married or in a registered civil partnership: Married: Opposite sex,Marital and civil partnership status: Married or in a registered civil partnership: Married: Same sex,Marital and civil partnership status: Never married and never registered a civil partnership,"Marital and civil partnership status: Separated, but still legally married or still legally in a civil partnership","Marital and civil partnership status: Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership","Marital and civil partnership status: Separated, but still legally married or still legally in a civil partnership: Separated, but still married",Marital and civil partnership status: Total: All usual residents aged 16 and over,Marital and civil partnership status: Widowed or surviving civil partnership partner,Marital and civil partnership status: Widowed or surviving civil partnership partner: Surviving partner from civil partnership,Marital and civil partnership status: Widowed or surviving civil partnership partner: Widowed
2021,Havering 014F,E01002382,127,127,0,689,0,0,0,689,686,3,554,34,2,32,1488,84,0,84
2021,Havering 010F,E01002383,90,89,1,717,2,0,2,715,715,0,428,16,0,16,1333,82,0,82
2021,Havering 019D,E01002384,103,102,1,695,1,0,1,694,693,1,406,31,0,31,1340,105,0,105
2021,Havering 024A,E01002385,79,79,0,724,0,0,0,724,721,3,399,11,0,11,1344,131,0,131
2021,Havering 022E,E01002386,140,140,0,756,0,0,0,756,753,3,640,42,0,42,1687,109,0,109
2021,Havering 024B,E01002387,67,67,0,820,2,2,0,818,815,3,339,12,0,12,1324,86,0,86
2021,Havering 024C,E01002388,62,62,0,839,3,1,2,836,836,0,351,8,0,8,1358,98,0,98
2021,Havering 024D,E01002389,56,56,0,849,2,0,2,847,845,2,354,13,0,13,1370,98,0,98
2021,Havering 024E,E01002390,44,44,0,766,2,0,2,764,760,4,322,14,0,14,1206,60,0,60
2021,Havering 018E,E01002391,88,88,0,766,0,0,0,766,764,2,409,14,0,14,1418,141,0,141
2021,Hillingdon 020A,E01002392,109,109,0,540,1,0,1,539,535,4,550,35,0,35,1281,47,0,47
2021,Hillingdon 020B,E01002393,132,132,0,762,0,0,0,762,761,1,621,43,0,43,1631,73,0,73
2021,Hillingdon 021A,E01002394,74,74,0,727,2,2,0,725,724,1,434,27,0,27,1330,68,0,68
2021,Hillingdon 021B,E01002395,57,57,0,611,3,0,3,608,605,3,358,22,0,22,1089,41,0,41
2021,Hillingdon 026A,E01002396,83,83,0,732,0,0,0,732,732,0,489,35,0,35,1437,98,0,98
2021,Hillingdon 021C,E01002397,70,70,0,795,7,7,0,788,786,2,587,32,0,32,1537,53,0,53
2021,Hillingdon 021D,E01002398,65,65,0,796,0,0,0,796,794,2,510,24,0,24,1454,59,0,59
2021,Hillingdon 021E,E01002399,77,77,0,759,2,2,0,757,756,1,392,14,1,13,1318,76,0,76
2021,Hillingdon 024A,E01002400,132,132,0,733,3,1,2,730,728,2,562,33,0,33,1571,111,0,111
2021,Hillingdon 024B,E01002401,107,106,1,880,2,2,0,878,876,2,621,41,0,41,1729,80,0,80
2021,Hillingdon 024C,E01002402,116,116,0,599,2,0,2,597,597,0,522,26,0,26,1313,50,0,50
2021,Hillingdon 024D,E01002403,110,110,0,934,2,2,0,932,931,1,665,36,0,36,1820,75,1,74
2021,Hillingdon 024E,E01002404,112,112,0,679,2,0,2,677,676,1,610,30,0,30,1503,72,0,72
2021,Hillingdon 027A,E01002405,107,107,0,726,0,0,0,726,726,0,552,36,1,35,1510,89,1,88
2021,Hillingdon 019A,E01002408,112,112,0,489,0,0,0,489,483,6,596,30,1,29,1292,65,0,65
2021,Hillingdon 019B,E01002409,125,125,0,732,1,0,1,731,729,2,545,40,1,39,1551,109,0,109
2021,Hillingdon 017A,E01002410,118,116,2,792,4,4,0,788,785,3,516,37,0,37,1527,64,0,64
2021,Hillingdon 022A,E01002411,110,110,0,632,3,0,3,629,627,2,855,34,0,34,1692,61,0,61
2021,Hillingdon 017B,E01002412,141,141,0,858,1,0,1,857,852,5,811,39,0,39,1926,77,0,77
2021,Hillingdon 022B,E01002413,113,113,0,501,4,2,2,497,495,2,523,25,0,25,1231,69,0,69
2021,Hillingdon 015A,E01002414,81,81,0,410,2,0,2,408,404,4,1926,30,0,30,2502,55,0,55
2021,Hillingdon 010A,E01002415,76,74,2,736,4,2,2,732,730,2,429,27,0,27,1358,90,0,90
2021,Hillingdon 008A,E01002416,64,64,0,757,11,11,0,746,744,2,467,13,0,13,1359,58,0,58
2021,Hillingdon 008B,E01002417,106,106,0,781,7,0,7,774,768,6,473,25,1,24,1481,96,0,96
2021,Hillingdon 006A,E01002418,99,99,0,742,12,12,0,730,728,2,500,16,0,16,1445,88,0,88
2021,Hillingdon 006B,E01002419,85,85,0,763,2,0,2,761,759,2,414,23,0,23,1357,72,0,72
2021,Hillingdon 008C,E01002420,109,109,0,643,4,4,0,639,625,14,439,18,1,17,1282,73,0,73
2021,Hillingdon 008D,E01002421,86,86,0,725,7,4,3,718,718,0,427,18,0,18,1364,108,0,108
2021,Hillingdon 018A,E01002422,77,77,0,624,0,0,0,624,623,1,433,30,0,30,1232,68,0,68
2021,Hillingdon 018B,E01002423,88,88,0,781,0,0,0,781,781,0,489,28,0,28,1466,80,0,80
2021,Hillingdon 018C,E01002424,68,68,0,717,4,4,0,713,712,1,418,20,0,20,1291,68,0,68
2021,Hillingdon 018D,E01002425,98,98,0,634,0,0,0,634,632,2,459,20,1,19,1275,64,0,64
2021,Hillingdon 021F,E01002426,79,79,0,898,0,0,0,898,898,0,433,24,0,24,1504,70,0,70
2021,Hillingdon 018E,E01002427,81,81,0,659,0,0,0,659,659,0,426,28,0,28,1298,104,0,104
2021,Hillingdon 018F,E01002428,71,71,0,665,0,0,0,665,665,0,425,25,0,25,1246,60,0,60
2021,Hillingdon 019C,E01002429,83,83,0,523,3,0,3,520,520,0,537,33,0,33,1221,45,0,45
2021,Hillingdon 007A,E01002430,32,32,0,744,6,4,2,738,735,3,307,16,0,16,1182,83,0,83
2021,Hillingdon 006C,E01002431,48,48,0,679,1,0,1,678,677,1,287,6,0,6,1093,73,0,73
2021,Hillingdon 006D,E01002432,89,89,0,663,4,2,2,659,659,0,387,19,1,18,1243,85,0,85
2021,Hillingdon 004A,E01002433,153,153,0,929,6,4,2,923,917,6,761,48,0,48,1992,101,0,101
2021,Hillingdon 007B,E01002434,61,61,0,692,2,0,2,690,688,2,298,7,0,7,1124,66,0,66
2021,Hillingdon 007C,E01002435,60,60,0,757,2,2,0,755,755,0,329,16,0,16,1251,89,0,89
2021,Hillingdon 004B,E01002436,108,108,0,714,10,5,5,704,704,0,411,22,2,20,1343,88,0,88
2021,Hillingdon 006E,E01002437,66,66,0,793,4,0,4,789,785,4,244,11,0,11,1227,113,0,113
2021,Hillingdon 003A,E01002438,106,106,0,610,0,0,0,610,608,2,367,28,0,28,1191,80,0,80
2021,Hillingdon 003B,E01002439,132,132,0,522,0,0,0,522,522,0,471,42,0,42,1258,91,0,91
2021,Hillingdon 003C,E01002440,123,122,1,536,2,0,2,534,530,4,507,19,0,19,1275,90,0,90
2021,Hillingdon 003D,E01002441,144,144,0,552,3,0,3,549,545,4,513,27,0,27,1326,90,0,90
2021,Hillingdon 003E,E01002442,122,122,0,548,0,0,0,548,545,3,576,33,0,33,1336,57,0,57
2021,Hillingdon 032A,E01002443,107,107,0,872,7,6,1,865,860,5,574,46,0,46,1655,56,0,56
2021,Hillingdon 031A,E01002444,131,131,0,772,4,0,4,768,765,3,586,38,0,38,1597,70,0,70
2021,Hillingdon 029A,E01002445,105,105,0,501,3,0,3,498,493,5,585,42,0,42,1288,55,0,55
2021,Hillingdon 031B,E01002446,123,123,0,754,0,0,0,754,754,0,541,34,0,34,1530,78,0,78
2021,Hillingdon 031C,E01002447,133,133,0,776,4,4,0,772,764,8,666,43,0,43,1674,56,0,56
2021,Hillingdon 032B,E01002448,142,142,0,859,4,2,2,855,855,0,543,35,0,35,1667,88,0,88
2021,Hillingdon 032C,E01002449,114,114,0,881,10,10,0,871,870,1,571,52,0,52,1678,60,1,59
2021,Hillingdon 014A,E01002450,75,75,0,615,0,0,0,615,613,2,405,10,0,10,1149,44,0,44
2021,Hillingdon 014B,E01002451,65,65,0,644,0,0,0,644,644,0,396,18,0,18,1184,61,0,61
2021,Hillingdon 014C,E01002452,74,74,0,668,0,0,0,668,667,1,422,25,0,25,1248,59,0,59
2021,Hillingdon 014D,E01002453,95,95,0,735,0,0,0,735,732,3,457,21,0,21,1380,72,0,72
2021,Hillingdon 014E,E01002454,106,106,0,654,0,0,0,654,653,1,538,26,0,26,1439,115,0,115
2021,Hillingdon 019D,E01002455,133,133,0,731,2,2,0,729,729,0,543,23,0,23,1500,70,0,70
2021,Hillingdon 017C,E01002456,109,109,0,654,0,0,0,654,650,4,433,25,0,25,1337,116,0,116
2021,Hillingdon 019E,E01002457,103,103,0,534,0,0,0,534,534,0,545,30,0,30,1250,38,0,38
2021,Hillingdon 011A,E01002458,47,47,0,735,0,0,0,735,735,0,292,15,0,15,1170,81,0,81
2021,Hillingdon 011B,E01002459,76,76,0,822,2,2,0,820,816,4,354,21,0,21,1370,97,0,97
2021,Hillingdon 011C,E01002460,112,112,0,574,1,0,1,573,571,2,373,20,0,20,1181,102,0,102
2021,Hillingdon 013A,E01002461,60,60,0,751,2,2,0,749,747,2,350,15,0,15,1255,79,0,79
2021,Hillingdon 011D,E01002462,54,54,0,715,0,0,0,715,712,3,314,12,0,12,1154,59,0,59
2021,Hillingdon 013B,E01002463,62,62,0,719,2,0,2,717,717,0,356,15,0,15,1244,92,1,91
2021,Hillingdon 011E,E01002464,95,95,0,705,3,2,1,702,698,4,384,17,0,17,1277,76,0,76
2021,Hillingdon 009A,E01002465,112,112,0,606,4,2,2,602,598,4,546,29,0,29,1351,58,0,58
2021,Hillingdon 010B,E01002466,105,105,0,722,4,4,0,718,718,0,456,17,0,17,1366,66,0,66
2021,Hillingdon 009B,E01002467,79,79,0,732,8,4,4,724,724,0,343,15,0,15,1280,111,0,111
2021,Hillingdon 010C,E01002468,98,97,1,741,0,0,0,741,739,2,463,15,1,14,1382,65,0,65
2021,Hillingdon 010D,E01002469,113,113,0,730,20,18,2,710,710,0,448,20,0,20,1380,69,0,69
2021,Hillingdon 007D,E01002470,113,113,0,737,2,0,2,735,735,0,529,21,0,21,1497,97,0,97
2021,Hillingdon 008E,E01002471,93,93,0,710,2,2,0,708,702,6,434,16,0,16,1319,66,0,66
2021,Hillingdon 002A,E01002472,135,135,0,642,0,0,0,642,633,9,478,35,0,35,1396,106,0,106
2021,Hillingdon 001A,E01002473,110,110,0,886,0,0,0,886,884,2,323,25,0,25,1423,79,0,79
2021,Hillingdon 002B,E01002474,132,132,0,730,0,0,0,730,725,5,430,22,0,22,1393,79,0,79
2021,Hillingdon 001B,E01002475,155,154,1,665,3,0,3,662,659,3,414,27,0,27,1335,74,0,74
2021,Hillingdon 001C,E01002476,76,76,0,844,0,0,0,844,844,0,313,22,1,21,1354,99,0,99
2021,Hillingdon 001D,E01002477,96,96,0,617,8,3,5,609,606,3,287,25,1,24,1114,89,0,89
2021,Hillingdon 002C,E01002478,108,108,0,677,0,0,0,677,677,0,404,26,0,26,1284,69,0,69
2021,Hillingdon 004C,E01002479,102,102,0,703,0,0,0,703,698,5,528,18,0,18,1455,104,0,104
2021,Hillingdon 004D,E01002480,92,92,0,865,4,2,2,861,858,3,406,23,0,23,1488,102,0,102
2021,Hillingdon 004E,E01002481,138,138,0,597,0,0,0,597,593,4,496,27,0,27,1328,70,0,70
2021,Hillingdon 001E,E01002482,62,62,0,897,2,2,0,895,890,5,303,17,0,17,1367,88,0,88
2021,Hillingdon 002D,E01002483,121,121,0,838,2,0,2,836,830,6,473,30,0,30,1555,93,0,93
2021,Hillingdon 002E,E01002484,127,127,0,481,0,0,0,481,478,3,425,29,2,27,1143,81,0,81
2021,Hillingdon 002F,E01002485,128,128,0,804,0,0,0,804,799,5,578,18,0,18,1615,87,0,87
2021,Hillingdon 028A,E01002486,105,104,1,847,5,3,2,842,842,0,678,32,0,32,1735,73,0,73
2021,Hillingdon 028B,E01002487,121,121,0,789,0,0,0,789,789,0,506,34,0,34,1519,69,0,69
2021,Hillingdon 030B,E01002488,88,88,0,731,6,4,2,725,719,6,472,31,1,30,1387,65,0,65
2021,Hillingdon 030C,E01002489,76,76,0,851,5,4,1,846,839,7,528,24,0,24,1552,73,0,73
2021,Hillingdon 030D,E01002490,132,132,0,854,0,0,0,854,849,5,587,58,0,58,1699,68,0,68
2021,Hillingdon 032D,E01002491,81,81,0,620,7,6,1,613,610,3,492,45,0,45,1297,59,0,59
2021,Hillingdon 030E,E01002492,90,90,0,710,3,3,0,707,705,2,458,28,0,28,1351,65,0,65
2021,Hillingdon 032E,E01002493,106,106,0,667,0,0,0,667,664,3,530,47,4,43,1408,58,0,58
2021,Hillingdon 009C,E01002494,94,94,0,678,4,4,0,674,668,6,525,29,0,29,1398,72,0,72
2021,Hillingdon 010E,E01002495,82,82,0,732,2,0,2,730,724,6,560,34,0,34,1472,64,0,64
2021,Hillingdon 033A,E01002496,130,130,0,706,3,3,0,703,703,0,582,24,0,24,1530,88,0,88
2021,Hillingdon 033B,E01002497,131,131,0,924,10,8,2,914,913,1,756,50,0,50,1953,92,0,92
2021,Hillingdon 033C,E01002498,69,69,0,628,8,8,0,620,620,0,368,23,0,23,1159,71,0,71
2021,Hillingdon 033D,E01002499,127,126,1,723,16,16,0,707,702,5,698,50,2,48,1678,80,0,80
2021,Hillingdon 026B,E01002501,81,81,0,760,0,0,0,760,760,0,472,21,1,20,1406,72,0,72
2021,Hillingdon 026C,E01002502,128,128,0,714,0,0,0,714,714,0,524,23,0,23,1438,49,0,49
2021,Hillingdon 027C,E01002503,77,77,0,707,2,2,0,705,699,6,588,35,0,35,1492,85,0,85
2021,Hillingdon 026D,E01002505,114,114,0,619,0,0,0,619,619,0,532,44,0,44,1377,68,0,68
2021,Hillingdon 027E,E01002506,110,109,1,760,0,0,0,760,759,1,579,59,0,59,1567,59,3,56
2021,Hillingdon 027F,E01002507,81,81,0,821,6,6,0,815,814,1,530,28,0,28,1525,65,0,65
2021,Hillingdon 026E,E01002508,130,130,0,825,2,2,0,823,823,0,567,36,0,36,1656,98,0,98
2021,Hillingdon 017D,E01002509,59,59,0,737,2,0,2,735,734,1,339,20,0,20,1224,69,0,69
2021,Hillingdon 017E,E01002511,134,134,0,585,0,0,0,585,580,5,491,23,0,23,1305,72,0,72
2021,Hillingdon 013C,E01002512,89,89,0,936,2,2,0,934,931,3,496,33,0,33,1670,116,1,115
2021,Hillingdon 013D,E01002513,67,67,0,654,0,0,0,654,651,3,356,17,1,16,1197,103,0,103
2021,Hillingdon 015C,E01002514,150,149,1,635,9,5,4,626,621,5,715,36,0,36,1620,84,0,84
2021,Hillingdon 013E,E01002516,66,66,0,683,3,2,1,680,679,1,359,13,0,13,1211,90,0,90
2021,Hillingdon 022C,E01002518,68,68,0,515,0,0,0,515,515,0,453,16,0,16,1106,54,0,54
2021,Hillingdon 022D,E01002519,167,166,1,557,2,0,2,555,551,4,799,31,0,31,1634,80,0,80
2021,Hillingdon 016B,E01002520,125,125,0,598,5,2,3,593,586,7,720,66,1,65,1557,48,0,48
2021,Hillingdon 016C,E01002521,157,157,0,541,4,4,0,537,531,6,846,51,0,51,1689,94,0,94
2021,Hillingdon 016D,E01002523,93,92,1,540,2,2,0,538,535,3,547,31,0,31,1260,49,0,49
2021,Hillingdon 029B,E01002525,101,101,0,727,2,2,0,725,724,1,499,24,0,24,1451,100,0,100
2021,Hillingdon 028C,E01002526,175,175,0,1066,2,2,0,1064,1062,2,920,41,0,41,2301,99,0,99
2021,Hillingdon 031D,E01002527,136,135,1,467,7,4,3,460,459,1,504,36,0,36,1256,113,0,113
2021,Hillingdon 028D,E01002528,113,113,0,636,0,0,0,636,636,0,609,32,1,31,1465,75,0,75
2021,Hillingdon 029C,E01002529,148,148,0,852,6,4,2,846,842,4,806,48,0,48,1923,69,0,69
2021,Hillingdon 029D,E01002530,120,120,0,529,2,0,2,527,527,0,589,31,0,31,1336,67,0,67
2021,Hillingdon 029E,E01002531,104,104,0,719,4,2,2,715,711,4,457,39,0,39,1400,81,0,81
2021,Hillingdon 005A,E01002533,115,115,0,484,2,2,0,482,479,3,507,22,0,22,1167,39,0,39
2021,Hillingdon 005B,E01002534,108,108,0,661,4,2,2,657,657,0,361,14,0,14,1221,77,1,76
2021,Hillingdon 007E,E01002535,144,143,1,888,2,0,2,886,879,7,670,39,0,39,1867,126,0,126
2021,Hillingdon 009D,E01002536,94,94,0,517,2,2,0,515,513,2,380,18,0,18,1051,42,0,42
2021,Hillingdon 009E,E01002537,137,137,0,1030,7,5,2,1023,1018,5,632,31,0,31,1953,123,0,123
2021,Hillingdon 005C,E01002538,134,134,0,668,4,2,2,664,662,2,455,29,0,29,1387,101,0,101
2021,Hillingdon 005D,E01002539,106,106,0,795,2,0,2,793,791,2,374,21,0,21,1400,104,0,104
2021,Hillingdon 020C,E01002540,120,120,0,590,1,1,0,589,585,4,550,42,0,42,1363,61,0,61
2021,Hillingdon 023A,E01002541,143,143,0,769,3,2,1,766,765,1,588,40,0,40,1617,77,0,77
2021,Hillingdon 020D,E01002542,101,101,0,790,4,4,0,786,781,5,485,52,0,52,1486,58,0,58
2021,Hillingdon 020E,E01002543,100,100,0,684,2,2,0,682,682,0,532,44,0,44,1420,60,0,60
2021,Hillingdon 023B,E01002544,82,81,1,732,2,0,2,730,728,2,435,35,1,34,1342,58,0,58
2021,Hillingdon 023C,E01002545,98,98,0,427,0,0,0,427,427,0,494,34,0,34,1094,41,0,41
2021,Hillingdon 023D,E01002546,48,48,0,785,4,4,0,781,778,3,423,24,0,24,1342,62,0,62
2021,Hillingdon 023E,E01002547,93,93,0,701,0,0,0,701,698,3,437,24,0,24,1310,55,0,55
2021,Hillingdon 025A,E01002548,145,145,0,551,2,2,0,549,546,3,634,37,0,37,1452,85,0,85
2021,Hillingdon 025B,E01002549,130,129,1,648,2,2,0,646,646,0,560,31,0,31,1458,89,0,89
2021,Hillingdon 022E,E01002550,128,126,2,577,6,4,2,571,566,5,654,33,0,33,1437,45,1,44
2021,Hillingdon 025C,E01002551,155,155,0,642,2,0,2,640,638,2,801,32,0,32,1712,82,0,82
2021,Hillingdon 025D,E01002552,101,101,0,592,6,6,0,586,583,3,551,41,1,40,1345,60,0,60
2021,Hillingdon 025E,E01002553,133,133,0,552,2,2,0,550,548,2,623,38,0,38,1406,60,0,60
2021,Hounslow 022A,E01002555,125,125,0,853,6,4,2,847,844,3,603,39,0,39,1713,93,0,93
2021,Hounslow 022B,E01002556,99,99,0,701,2,2,0,699,697,2,530,35,0,35,1444,79,1,78
2021,Hounslow 023A,E01002557,127,127,0,760,8,2,6,752,750,2,602,39,1,38,1610,82,0,82
2021,Hounslow 023B,E01002558,162,161,1,768,0,0,0,768,765,3,652,39,0,39,1700,79,0,79
2021,Hounslow 023C,E01002559,164,164,0,809,6,3,3,803,801,2,839,104,0,104,1984,68,0,68
2021,Hounslow 023D,E01002560,129,128,1,706,6,1,5,700,697,3,620,30,0,30,1599,114,0,114
2021,Hounslow 023E,E01002561,93,93,0,488,4,0,4,484,484,0,590,38,0,38,1233,24,0,24
2021,Hounslow 030D,E01002562,99,99,0,453,6,2,4,447,436,11,549,23,0,23,1176,52,0,52
2021,Hounslow 006A,E01002563,105,105,0,669,11,0,11,658,654,4,688,27,1,26,1561,72,0,72
2021,Hounslow 031E,E01002564,163,161,2,517,4,2,2,513,508,5,710,33,0,33,1496,73,0,73
2021,Hounslow 006B,E01002565,171,170,1,838,11,2,9,827,815,12,841,44,0,44,1976,82,0,82
2021,Hounslow 006C,E01002567,134,134,0,625,2,0,2,623,620,3,662,28,0,28,1509,60,0,60
2021,Hounslow 001A,E01002569,137,135,2,786,15,4,11,771,749,22,706,65,0,65,1761,67,0,67
2021,Hounslow 001B,E01002570,98,98,0,503,13,4,9,490,478,12,716,26,1,25,1384,41,0,41
2021,Hounslow 007A,E01002571,96,96,0,538,11,0,11,527,522,5,338,21,1,20,1064,71,1,70
2021,Hounslow 007B,E01002572,117,117,0,436,1,0,1,435,431,4,556,35,0,35,1200,56,0,56
2021,Hounslow 001C,E01002573,65,65,0,660,4,0,4,656,648,8,479,18,0,18,1268,46,0,46
2021,Hounslow 001D,E01002574,83,83,0,693,10,4,6,683,673,10,577,19,0,19,1422,50,1,49
2021,Hounslow 001E,E01002575,96,95,1,654,8,0,8,646,634,12,524,21,0,21,1346,51,0,51
2021,Hounslow 008A,E01002576,141,140,1,538,6,3,3,532,528,4,577,28,0,28,1339,55,0,55
2021,Hounslow 007C,E01002577,84,84,0,607,8,4,4,599,593,6,633,20,0,20,1395,51,0,51
2021,Hounslow 007D,E01002578,84,84,0,662,6,4,2,656,652,4,408,20,0,20,1224,50,0,50
2021,Hounslow 008B,E01002579,142,141,1,675,9,2,7,666,665,1,477,28,0,28,1396,74,0,74
2021,Hounslow 008C,E01002580,112,112,0,433,5,0,5,428,424,4,558,42,0,42,1185,40,1,39
2021,Hounslow 008D,E01002581,123,122,1,639,2,2,0,637,617,20,716,16,0,16,1547,53,1,52
2021,Hounslow 008E,E01002582,120,120,0,626,5,1,4,621,618,3,497,21,0,21,1297,33,0,33
2021,Hounslow 013A,E01002583,72,72,0,825,2,0,2,823,819,4,463,35,0,35,1471,76,0,76
2021,Hounslow 013B,E01002584,72,72,0,940,9,9,0,931,931,0,603,41,1,40,1745,89,0,89
2021,Hounslow 013C,E01002585,82,82,0,810,0,0,0,810,803,7,493,39,1,38,1487,63,0,63
2021,Hounslow 013D,E01002586,87,87,0,856,4,4,0,852,852,0,443,28,1,27,1503,89,0,89
2021,Hounslow 016A,E01002587,97,96,1,975,3,2,1,972,966,6,658,31,1,30,1930,169,1,168
2021,Hounslow 016B,E01002588,151,151,0,606,0,0,0,606,605,1,629,57,0,57,1506,63,0,63
2021,Hounslow 013E,E01002589,119,119,0,1013,2,2,0,1011,1004,7,699,47,0,47,1963,85,0,85
2021,Hounslow 022C,E01002590,167,167,0,966,2,2,0,964,963,1,762,53,0,53,2052,104,0,104
2021,Hounslow 024A,E01002591,118,118,0,687,3,3,0,684,684,0,598,37,0,37,1524,84,0,84
2021,Hounslow 022D,E01002592,162,162,0,784,6,6,0,778,776,2,603,39,0,39,1683,95,0,95
2021,Hounslow 024B,E01002593,133,132,1,972,6,4,2,966,964,2,642,34,0,34,1878,97,0,97
2021,Hounslow 024C,E01002594,93,93,0,958,11,6,5,947,947,0,637,51,0,51,1842,103,0,103
2021,Hounslow 022E,E01002595,112,112,0,807,2,2,0,805,803,2,726,25,0,25,1754,84,0,84
2021,Hounslow 027A,E01002596,148,148,0,586,1,0,1,585,583,2,837,62,0,62,1673,40,0,40
2021,Hounslow 025B,E01002598,125,125,0,711,1,0,1,710,704,6,581,39,1,38,1514,58,0,58
2021,Hounslow 025C,E01002599,103,103,0,508,2,0,2,506,505,1,515,56,1,55,1236,54,0,54
2021,Hounslow 025D,E01002600,89,89,0,604,0,0,0,604,596,8,546,25,0,25,1319,55,0,55
2021,Hounslow 027B,E01002601,124,124,0,676,2,0,2,674,668,6,558,28,1,27,1428,42,0,42
2021,Hounslow 027C,E01002602,92,92,0,614,0,0,0,614,614,0,382,28,1,27,1183,67,0,67
2021,Hounslow 025E,E01002603,100,99,1,684,8,6,2,676,676,0,633,38,0,38,1505,50,0,50
2021,Hounslow 026A,E01002604,132,132,0,427,2,0,2,425,420,5,575,43,1,42,1215,38,0,38
2021,Hounslow 026B,E01002605,152,152,0,770,2,0,2,768,768,0,704,40,0,40,1747,81,0,81
2021,Hounslow 026C,E01002606,135,135,0,530,0,0,0,530,528,2,527,49,0,49,1302,61,0,61
2021,Hounslow 026D,E01002607,207,207,0,853,10,2,8,843,842,1,726,50,5,45,1893,57,0,57
2021,Hounslow 028A,E01002608,131,131,0,616,11,8,3,605,601,4,592,50,0,50,1452,63,1,62
2021,Hounslow 028B,E01002609,98,98,0,706,0,0,0,706,704,2,522,22,1,21,1434,86,1,85
2021,Hounslow 028C,E01002610,101,101,0,589,2,2,0,587,582,5,499,55,1,54,1318,74,1,73
2021,Hounslow 024D,E01002611,105,104,1,781,1,1,0,780,775,5,654,43,0,43,1648,65,0,65
2021,Hounslow 024E,E01002612,134,134,0,764,5,1,4,759,750,9,642,46,1,45,1672,86,0,86
2021,Hounslow 024F,E01002613,99,98,1,737,3,2,1,734,726,8,592,39,1,38,1543,76,0,76
2021,Hounslow 027D,E01002614,145,145,0,749,7,5,2,742,734,8,614,40,0,40,1610,62,1,61
2021,Hounslow 026E,E01002615,156,156,0,463,2,0,2,461,461,0,541,47,0,47,1266,59,0,59
2021,Hounslow 027E,E01002616,97,97,0,650,0,0,0,650,648,2,445,25,0,25,1295,78,0,78
2021,Hounslow 028D,E01002617,120,120,0,659,0,0,0,659,657,2,434,27,2,25,1313,73,0,73
2021,Hounslow 011A,E01002618,81,81,0,921,4,4,0,917,914,3,556,19,0,19,1652,75,0,75
2021,Hounslow 010A,E01002619,99,99,0,937,0,0,0,937,934,3,506,28,0,28,1690,120,0,120
2021,Hounslow 004A,E01002620,122,122,0,1065,8,6,2,1057,1056,1,705,48,0,48,2021,81,0,81
2021,Hounslow 011B,E01002621,106,106,0,835,1,0,1,834,831,3,529,40,0,40,1572,62,0,62
2021,Hounslow 010B,E01002622,101,101,0,849,3,2,1,846,843,3,485,28,0,28,1535,72,0,72
2021,Hounslow 011C,E01002623,75,75,0,776,0,0,0,776,770,6,572,29,0,29,1583,131,0,131
2021,Hounslow 017A,E01002624,68,68,0,779,2,0,2,777,775,2,497,31,0,31,1433,58,0,58
2021,Hounslow 004B,E01002625,74,74,0,799,4,4,0,795,792,3,433,27,0,27,1415,82,0,82
2021,Hounslow 004C,E01002626,58,58,0,737,0,0,0,737,735,2,444,32,0,32,1344,73,0,73
2021,Hounslow 004D,E01002627,114,114,0,592,4,4,0,588,586,2,497,46,0,46,1325,76,0,76
2021,Hounslow 011D,E01002628,86,86,0,895,0,0,0,895,891,4,602,72,0,72,1796,141,1,140
2021,Hounslow 011E,E01002629,125,125,0,1069,3,2,1,1066,1060,6,769,50,1,49,2098,85,0,85
2021,Hounslow 012A,E01002630,95,94,1,861,2,0,2,859,854,5,683,36,1,35,1730,55,0,55
2021,Hounslow 004E,E01002631,73,73,0,826,0,0,0,826,823,3,423,71,1,70,1448,55,0,55
2021,Hounslow 010C,E01002632,89,89,0,854,5,4,1,849,845,4,490,25,0,25,1591,133,0,133
2021,Hounslow 005A,E01002633,123,123,0,735,2,2,0,733,731,2,659,69,0,69,1662,76,0,76
2021,Hounslow 005B,E01002634,102,102,0,571,0,0,0,571,569,2,522,36,1,35,1275,44,0,44
2021,Hounslow 010D,E01002635,108,108,0,914,0,0,0,914,912,2,467,27,0,27,1602,86,0,86
2021,Hounslow 010E,E01002636,96,96,0,899,3,2,1,896,892,4,563,37,0,37,1696,101,0,101
2021,Hounslow 005C,E01002637,88,88,0,814,2,2,0,812,808,4,434,35,0,35,1458,87,0,87
2021,Hounslow 005D,E01002638,97,95,2,819,4,4,0,815,813,2,590,44,0,44,1645,95,0,95
2021,Hounslow 012B,E01002639,83,83,0,793,0,0,0,793,792,1,478,29,0,29,1469,86,0,86
2021,Hounslow 012C,E01002640,92,92,0,1044,4,4,0,1040,1037,3,622,30,0,30,1863,75,0,75
