date,geography,geography code,Accommodation type: A caravan or other mobile or temporary structure,Accommodation type: Detached,"Accommodation type: In a commercial building, for example, in an office building, hotel or over a shop",Accommodation type: In a purpose-built block of flats or tenement,"Accommodation type: Part of a converted or shared house, including bedsits","Accommodation type: Part of another converted building, for example, former school, church or warehouse",Accommodation type: Semi-detached,Accommodation type: Terraced,Accommodation type: Total
2021,Waltham Forest 008C,E01004382,0,6,1,427,9,0,21,160,624
2021,Waltham Forest 007D,E01004383,0,20,10,31,12,1,228,279,581
2021,Waltham Forest 003A,E01004384,1,22,16,214,9,10,220,253,745
2021,Waltham Forest 003B,E01004385,0,24,0,322,58,8,145,98,655
2021,Waltham Forest 003C,E01004386,1,56,1,46,1,0,457,86,648
2021,Waltham Forest 007E,E01004387,0,43,0,58,5,0,172,243,521
2021,Waltham Forest 007F,E01004388,0,38,11,305,69,2,209,26,660
2021,Waltham Forest 003D,E01004389,0,24,1,179,9,1,278,201,693
2021,Waltham Forest 003E,E01004390,1,27,1,104,3,2,236,257,631
2021,Waltham Forest 014A,E01004391,1,20,6,505,271,5,30,138,976
2021,Waltham Forest 017A,E01004392,2,28,57,372,204,8,58,253,982
2021,Waltham Forest 014B,E01004393,1,8,4,473,151,4,22,105,768
2021,Waltham Forest 017B,E01004394,0,37,4,230,258,7,49,205,790
2021,Waltham Forest 018A,E01004395,8,32,2,41,37,0,46,430,596
2021,Waltham Forest 012A,E01004396,0,42,12,59,92,2,63,429,699
2021,Waltham Forest 017C,E01004397,0,26,77,460,256,15,55,240,1129
2021,Waltham Forest 009A,E01004398,0,45,2,113,13,2,193,296,664
2021,Waltham Forest 009B,E01004399,4,49,1,139,12,1,142,250,598
2021,Waltham Forest 009C,E01004400,0,32,14,133,53,1,113,307,653
2021,Waltham Forest 014C,E01004401,4,40,2,258,52,4,79,451,890
2021,Waltham Forest 009D,E01004402,0,39,3,87,50,4,104,366,653
2021,Waltham Forest 009E,E01004403,0,33,9,371,31,5,136,313,898
2021,Waltham Forest 014D,E01004404,0,19,5,799,24,5,80,174,1106
2021,Waltham Forest 020B,E01004405,0,26,6,150,146,2,101,181,612
2021,Waltham Forest 016A,E01004406,0,25,18,357,111,4,35,187,737
2021,Waltham Forest 013A,E01004407,19,5,4,555,33,12,11,25,664
2021,Waltham Forest 016B,E01004408,6,26,8,224,98,5,62,282,711
2021,Waltham Forest 016C,E01004409,0,18,21,268,130,31,96,189,753
2021,Waltham Forest 013B,E01004410,1,15,7,465,116,31,71,115,821
2021,Waltham Forest 016D,E01004411,0,19,27,276,186,24,39,196,767
2021,Waltham Forest 015A,E01004412,0,23,18,232,122,23,118,220,756
2021,Waltham Forest 004C,E01004413,0,24,1,193,16,0,161,309,704
2021,Waltham Forest 005B,E01004414,0,28,17,52,34,0,192,312,635
2021,Waltham Forest 004D,E01004415,1,29,0,138,19,0,243,190,620
2021,Waltham Forest 004E,E01004416,0,14,0,196,5,0,318,185,718
2021,Waltham Forest 005C,E01004417,0,27,32,186,24,5,172,253,699
2021,Waltham Forest 008D,E01004418,0,20,6,138,46,0,91,348,649
2021,Waltham Forest 008E,E01004419,1,38,2,422,23,0,112,328,926
2021,Waltham Forest 020C,E01004420,3,39,26,140,149,6,70,305,738
2021,Waltham Forest 018B,E01004421,0,48,4,21,67,2,112,341,595
2021,Waltham Forest 022A,E01004422,1,41,20,467,48,11,87,310,985
2021,Waltham Forest 020D,E01004423,1,26,6,300,137,4,66,173,713
2021,Waltham Forest 022B,E01004424,0,38,30,232,104,12,72,249,737
2021,Waltham Forest 022C,E01004425,0,13,0,534,201,10,29,47,834
2021,Waltham Forest 022D,E01004426,0,28,0,57,76,4,64,371,600
2021,Waltham Forest 022E,E01004427,0,22,14,475,206,10,37,65,829
2021,Waltham Forest 026B,E01004428,0,27,4,373,19,3,107,175,708
2021,Waltham Forest 026C,E01004429,1,34,0,264,83,4,85,226,697
2021,Waltham Forest 026D,E01004430,2,37,32,465,137,32,62,307,1074
2021,Waltham Forest 023D,E01004432,0,34,12,150,80,2,73,350,701
2021,Waltham Forest 026E,E01004434,0,23,7,279,109,11,68,251,748
2021,Waltham Forest 023E,E01004435,1,32,8,314,213,11,90,149,818
2021,Waltham Forest 021B,E01004436,2,30,3,91,234,9,114,93,576
2021,Waltham Forest 021C,E01004437,0,19,4,283,273,7,83,81,750
2021,Waltham Forest 024C,E01004438,1,34,58,172,139,17,71,301,793
2021,Waltham Forest 021D,E01004439,1,23,1,189,167,4,93,186,664
2021,Waltham Forest 024D,E01004440,1,14,36,283,161,3,60,248,806
2021,Waltham Forest 024E,E01004441,0,13,2,139,136,3,46,271,610
2021,Waltham Forest 021E,E01004442,0,15,5,96,189,3,84,227,619
2021,Waltham Forest 016E,E01004443,0,60,16,274,107,11,72,244,784
2021,Waltham Forest 017D,E01004444,0,31,9,630,161,7,59,252,1149
2021,Waltham Forest 018C,E01004445,3,58,5,105,68,3,46,390,678
2021,Waltham Forest 017E,E01004446,0,28,8,102,144,6,61,447,796
2021,Waltham Forest 016F,E01004447,0,29,1,55,84,7,56,423,655
2021,Waltham Forest 018D,E01004448,0,28,2,237,60,3,93,341,764
2021,Waltham Forest 018E,E01004449,0,49,1,169,4,0,110,305,638
2021,Waltham Forest 006A,E01004450,0,19,1,10,13,0,183,380,606
2021,Waltham Forest 005D,E01004451,0,14,6,105,2,0,217,286,630
2021,Waltham Forest 005E,E01004452,0,21,37,274,42,4,107,279,764
2021,Waltham Forest 006B,E01004453,0,54,8,237,23,3,141,194,660
2021,Waltham Forest 006C,E01004454,0,49,1,188,40,3,152,256,689
2021,Waltham Forest 006D,E01004455,0,45,17,99,38,1,126,279,605
2021,Waltham Forest 006E,E01004456,0,48,2,88,5,0,120,300,563
2021,Waltham Forest 012B,E01004457,1,19,3,293,142,2,71,223,754
2021,Waltham Forest 012C,E01004458,0,39,18,128,69,1,68,434,757
2021,Waltham Forest 012D,E01004459,0,20,0,273,12,0,70,148,523
2021,Waltham Forest 011D,E01004460,1,39,21,78,52,10,116,386,703
2021,Waltham Forest 011E,E01004462,1,26,32,221,179,5,165,201,830
2021,Waltham Forest 012E,E01004463,1,15,1,479,233,4,33,127,893
2021,Waltham Forest 013C,E01004464,0,8,23,481,29,4,34,102,681
2021,Waltham Forest 015B,E01004465,0,16,0,74,70,1,42,364,567
2021,Waltham Forest 015C,E01004466,0,17,0,81,111,7,104,352,672
2021,Waltham Forest 015D,E01004467,0,24,21,613,61,5,76,111,911
2021,Waltham Forest 015E,E01004468,0,29,1,225,42,2,211,156,666
2021,Waltham Forest 013D,E01004469,1,12,3,419,17,0,88,105,645
2021,Waltham Forest 013E,E01004470,0,22,13,171,73,2,78,240,599
2021,Waltham Forest 013F,E01004471,1,18,2,346,63,3,75,146,654
2021,Wandsworth 021A,E01004472,0,19,1,163,159,4,70,340,756
2021,Wandsworth 026A,E01004473,0,4,4,212,188,13,41,292,754
2021,Wandsworth 021B,E01004474,1,8,119,541,189,17,28,81,984
2021,Wandsworth 026B,E01004475,0,16,5,95,332,5,92,89,634
2021,Wandsworth 021C,E01004476,1,7,16,631,114,14,23,78,884
2021,Wandsworth 017A,E01004477,0,30,1,63,94,3,162,256,609
2021,Wandsworth 017B,E01004478,0,9,0,35,116,0,40,320,520
2021,Wandsworth 017C,E01004479,0,20,8,116,167,4,145,147,607
2021,Wandsworth 026C,E01004480,0,3,1,89,286,11,14,264,668
2021,Wandsworth 029A,E01004481,0,7,23,166,335,5,26,128,690
2021,Wandsworth 030A,E01004482,0,7,4,158,172,2,45,219,607
2021,Wandsworth 026D,E01004483,0,6,0,737,62,1,25,130,961
2021,Wandsworth 026E,E01004484,1,9,2,182,266,7,71,91,629
2021,Wandsworth 030B,E01004485,0,9,21,367,123,4,50,174,748
2021,Wandsworth 026F,E01004486,0,10,2,215,368,9,59,72,735
2021,Wandsworth 030C,E01004487,2,3,3,87,463,3,29,109,699
2021,Wandsworth 029B,E01004488,2,2,7,46,257,6,53,184,557
2021,Wandsworth 030D,E01004489,5,9,0,82,331,4,34,135,600
2021,Wandsworth 031A,E01004490,0,4,13,133,97,13,23,317,600
2021,Wandsworth 031B,E01004491,0,12,0,929,44,1,27,111,1124
2021,Wandsworth 031C,E01004492,0,5,13,341,35,0,32,311,737
2021,Wandsworth 019A,E01004493,2,17,7,180,303,13,38,285,845
2021,Wandsworth 018A,E01004494,0,4,25,348,197,32,20,176,802
2021,Wandsworth 024A,E01004495,0,5,3,346,81,5,14,68,522
2021,Wandsworth 024B,E01004496,0,10,64,358,229,92,20,161,934
2021,Wandsworth 024C,E01004497,0,25,0,44,49,1,100,304,523
2021,Wandsworth 031D,E01004498,7,6,16,177,345,0,25,168,744
2021,Wandsworth 020A,E01004499,0,13,1,243,250,34,47,113,701
2021,Wandsworth 014A,E01004500,0,4,2,863,35,4,10,66,984
2021,Wandsworth 014B,E01004501,0,36,0,377,103,2,35,110,663
2021,Wandsworth 020B,E01004502,0,27,7,61,214,4,114,257,684
2021,Wandsworth 014C,E01004503,0,59,1,393,174,7,54,29,717
2021,Wandsworth 020C,E01004504,0,55,0,156,75,1,179,86,552
2021,Wandsworth 014D,E01004505,0,18,0,590,93,12,30,38,781
2021,Wandsworth 011A,E01004506,0,40,25,778,137,41,52,29,1102
2021,Wandsworth 014E,E01004507,0,12,8,1046,40,2,49,79,1236
2021,Wandsworth 012A,E01004508,0,17,36,263,469,21,80,93,979
2021,Wandsworth 012B,E01004510,0,17,9,387,248,17,57,128,863
2021,Wandsworth 010B,E01004511,0,3,8,104,268,8,70,191,652
2021,Wandsworth 019B,E01004512,1,11,1,108,210,6,31,239,607
2021,Wandsworth 018B,E01004513,0,6,4,667,71,1,23,74,846
2021,Wandsworth 012C,E01004514,0,6,9,202,118,11,43,411,800
2021,Wandsworth 012D,E01004515,2,7,2,341,221,25,15,152,765
2021,Wandsworth 036A,E01004516,0,27,1,18,59,2,153,241,501
2021,Wandsworth 037A,E01004517,0,13,62,181,332,11,94,189,882
2021,Wandsworth 036B,E01004518,1,11,11,116,156,1,91,268,655
2021,Wandsworth 036C,E01004519,0,29,1,121,71,0,122,269,613
2021,Wandsworth 036D,E01004520,0,15,0,59,55,0,66,243,438
2021,Wandsworth 037B,E01004521,5,17,1,130,185,6,71,349,764
2021,Wandsworth 037C,E01004522,0,19,13,125,196,7,76,200,636
2021,Wandsworth 036E,E01004523,1,50,0,323,108,4,121,99,706
2021,Wandsworth 037D,E01004524,0,10,0,719,31,1,14,42,817
2021,Wandsworth 035A,E01004525,0,17,64,242,178,9,39,176,725
2021,Wandsworth 035B,E01004526,0,19,9,381,220,10,42,72,753
2021,Wandsworth 035C,E01004527,0,13,0,87,135,1,44,321,601
2021,Wandsworth 035D,E01004528,1,18,15,411,27,1,46,195,714
2021,Wandsworth 035E,E01004529,0,10,25,402,269,11,60,114,891
2021,Wandsworth 035F,E01004530,0,13,0,179,281,4,57,203,737
2021,Wandsworth 033A,E01004531,1,23,1,25,41,0,81,481,653
2021,Wandsworth 032A,E01004532,0,10,7,96,209,3,59,237,621
2021,Wandsworth 033B,E01004533,1,23,6,17,33,8,73,451,612
2021,Wandsworth 008A,E01004534,0,7,10,158,71,47,42,456,791
2021,Wandsworth 007A,E01004535,0,1,3,685,2,2,5,8,706
2021,Wandsworth 008B,E01004536,1,2,10,796,13,7,14,36,879
2021,Wandsworth 007B,E01004537,0,4,7,865,4,8,9,33,930
2021,Wandsworth 007C,E01004538,2,7,3,945,5,4,14,105,1085
2021,Wandsworth 003A,E01004539,0,5,9,670,7,10,60,20,781
2021,Wandsworth 003B,E01004540,1,10,37,609,204,34,28,123,1046
2021,Wandsworth 007D,E01004541,0,27,14,578,26,3,20,104,772
2021,Wandsworth 021D,E01004542,1,7,1,56,193,3,46,293,600
2021,Wandsworth 027A,E01004543,1,45,23,152,195,9,132,160,717
2021,Wandsworth 021E,E01004544,0,16,3,40,224,3,35,268,589
2021,Wandsworth 027B,E01004545,0,4,37,716,154,7,23,77,1018
2021,Wandsworth 027C,E01004546,1,10,1,192,187,2,28,193,614
2021,Wandsworth 029C,E01004547,0,39,0,160,110,3,125,117,554
2021,Wandsworth 029D,E01004548,2,11,34,617,170,15,77,97,1023
2021,Wandsworth 027D,E01004549,0,16,8,101,252,11,91,185,664
2021,Wandsworth 017D,E01004550,4,24,6,144,115,15,75,136,519
2021,Wandsworth 012E,E01004551,1,2,23,425,250,33,5,46,785
2021,Wandsworth 008C,E01004552,0,6,108,223,443,16,14,78,888
2021,Wandsworth 015A,E01004553,0,8,3,177,320,17,41,211,777
2021,Wandsworth 009A,E01004554,0,4,1,30,271,4,27,285,622
2021,Wandsworth 017E,E01004555,0,8,3,20,100,1,40,406,578
2021,Wandsworth 009B,E01004556,0,9,4,18,156,1,74,322,584
2021,Wandsworth 015B,E01004557,0,11,33,93,172,2,53,297,661
2021,Wandsworth 015C,E01004558,0,25,18,144,181,5,71,226,670
2021,Wandsworth 015D,E01004559,0,16,1,95,138,2,96,171,519
2021,Wandsworth 001A,E01004560,0,8,13,583,125,64,22,67,882
2021,Wandsworth 039E,E01004563,0,2,1,743,10,103,1,8,868
2021,Wandsworth 039D,E01004564,0,19,3,283,275,41,32,175,828
2021,Wandsworth 005A,E01004565,1,9,15,267,316,7,10,153,778
2021,Wandsworth 001B,E01004566,1,3,5,574,88,8,21,87,787
2021,Wandsworth 039A,E01004567,0,6,4,951,6,1,6,7,981
2021,Wandsworth 013A,E01004568,0,1,1,444,4,2,1,4,457
2021,Wandsworth 023A,E01004569,0,80,20,358,52,3,70,141,724
2021,Wandsworth 023B,E01004570,0,7,1,675,10,0,10,16,719
2021,Wandsworth 023C,E01004571,0,12,1,560,16,3,28,68,688
2021,Wandsworth 016A,E01004572,0,37,3,544,7,3,26,47,667
2021,Wandsworth 023D,E01004573,0,29,1,389,17,2,67,126,631
2021,Wandsworth 013B,E01004574,1,12,5,648,9,4,4,21,704
2021,Wandsworth 013C,E01004575,0,7,4,606,6,1,10,47,681
2021,Wandsworth 013D,E01004576,1,88,2,362,10,2,30,98,593
2021,Wandsworth 003C,E01004577,0,8,1,487,148,7,42,127,820
2021,Wandsworth 004B,E01004579,1,20,24,216,225,12,171,155,824
2021,Wandsworth 004C,E01004580,0,8,20,656,58,23,42,87,894
2021,Wandsworth 004D,E01004581,0,7,8,720,36,26,12,30,839
2021,Wandsworth 001C,E01004582,3,8,6,772,66,30,12,88,985
2021,Wandsworth 001D,E01004583,2,5,3,645,32,5,30,94,816
2021,Wandsworth 003D,E01004584,0,2,1,693,5,12,0,3,716
2021,Wandsworth 008D,E01004585,0,16,10,146,241,24,29,357,823
2021,Wandsworth 009C,E01004586,0,2,3,174,466,14,20,172,851
2021,Wandsworth 009D,E01004587,0,4,0,67,277,3,29,319,699
2021,Wandsworth 008E,E01004588,1,7,27,107,381,21,19,319,882
2021,Wandsworth 009E,E01004589,0,8,12,96,345,5,33,232,731
2021,Wandsworth 005B,E01004590,1,28,5,239,29,2,70,441,815
2021,Wandsworth 005C,E01004591,0,5,34,396,191,13,29,193,861
2021,Wandsworth 005D,E01004592,2,17,1,81,154,11,34,478,778
2021,Wandsworth 025A,E01004593,1,7,13,336,188,33,38,220,836
2021,Wandsworth 020D,E01004594,0,3,3,92,58,1,35,435,627
2021,Wandsworth 025B,E01004595,0,5,6,240,244,2,34,258,789
2021,Wandsworth 020E,E01004596,0,6,30,57,128,6,45,371,643
2021,Wandsworth 025C,E01004597,0,9,1,278,105,3,24,347,767
2021,Wandsworth 025D,E01004598,0,9,6,410,241,0,46,244,956
2021,Wandsworth 025E,E01004599,0,6,0,46,79,2,17,417,567
2021,Wandsworth 018D,E01004601,0,18,13,574,157,25,90,218,1095
2021,Wandsworth 010C,E01004602,0,28,3,97,281,11,90,202,712
2021,Wandsworth 006A,E01004604,1,31,1,53,106,3,164,233,592
2021,Wandsworth 006B,E01004605,0,10,13,323,64,6,92,296,804
2021,Wandsworth 006C,E01004606,0,5,49,98,337,12,20,229,750
2021,Wandsworth 006D,E01004607,1,17,15,107,191,8,147,196,682
2021,Wandsworth 006E,E01004608,0,7,9,514,62,6,23,161,782
2021,Wandsworth 010E,E01004609,0,9,125,319,316,9,43,193,1014
2021,Wandsworth 033C,E01004610,1,19,5,177,54,27,133,297,713
2021,Wandsworth 032B,E01004611,0,8,17,69,41,0,62,356,553
2021,Wandsworth 032C,E01004612,2,19,25,99,44,0,95,257,541
2021,Wandsworth 033D,E01004613,0,17,47,138,124,8,109,255,698
2021,Wandsworth 034A,E01004614,0,9,7,227,283,7,60,240,833
2021,Wandsworth 034B,E01004615,0,15,7,504,34,4,14,129,707
2021,Wandsworth 034C,E01004616,0,9,3,144,454,8,24,124,766
2021,Wandsworth 034D,E01004617,2,12,42,305,57,5,44,261,728
2021,Wandsworth 032D,E01004618,0,15,0,52,75,2,48,338,530
2021,Wandsworth 015E,E01004619,0,55,1,106,106,2,192,39,501
2021,Wandsworth 019C,E01004620,0,16,2,137,284,8,62,171,680
2021,Wandsworth 019D,E01004621,2,32,2,173,256,3,102,125,695
2021,Wandsworth 024D,E01004622,0,10,6,362,35,22,22,62,519
2021,Wandsworth 019E,E01004623,1,6,3,100,219,5,42,329,705
2021,Wandsworth 024E,E01004624,0,5,0,288,99,2,118,98,610
2021,Wandsworth 027E,E01004625,1,20,0,4,27,0,208,213,473
2021,Wandsworth 027F,E01004626,0,24,0,103,84,2,211,343,767
2021,Wandsworth 019F,E01004627,0,3,10,123,187,0,26,257,606
2021,Wandsworth 022A,E01004628,1,27,0,523,14,74,114,136,889
2021,Wandsworth 020F,E01004629,0,73,15,195,25,26,259,10,603
2021,Wandsworth 022B,E01004630,0,21,0,563,7,0,20,47,658
2021,Wandsworth 022C,E01004631,0,30,0,562,19,3,49,78,741
2021,Wandsworth 028A,E01004632,0,36,0,308,47,1,23,159,574
2021,Wandsworth 022D,E01004633,1,9,0,558,1,1,7,23,600
2021,Wandsworth 028B,E01004634,0,10,1,559,8,7,19,77,681
2021,Wandsworth 028C,E01004635,1,21,0,384,16,2,45,200,669
2021,Wandsworth 028D,E01004636,0,37,0,495,12,4,20,51,619
2021,Wandsworth 028E,E01004637,0,43,0,426,5,0,74,23,571
2021,Wandsworth 011B,E01004638,0,187,1,20,50,0,149,98,505
2021,Wandsworth 011C,E01004639,0,73,15,441,68,3,44,123,767
2021,Wandsworth 011D,E01004640,0,35,6,323,162,7,153,86,772
2021,Wandsworth 011E,E01004641,0,37,1,288,73,1,135,249,784
2021,Wandsworth 016B,E01004642,0,15,1,333,22,2,95,360,828
2021,Wandsworth 016C,E01004643,0,11,3,852,9,2,33,58,968
2021,Wandsworth 016D,E01004644,1,100,2,393,17,6,113,434,1066
2021,Wandsworth 016E,E01004645,0,3,1,760,10,1,13,28,816
2021,Westminster 002A,E01004646,0,158,2,252,66,0,122,42,642
2021,Westminster 001A,E01004647,0,36,8,411,26,2,62,77,622
2021,Westminster 002B,E01004648,0,53,21,547,231,7,77,99,1035
2021,Westminster 001B,E01004649,0,22,5,406,25,2,46,86,592
2021,Westminster 002C,E01004650,0,28,5,433,232,9,42,106,855
2021,Westminster 003A,E01004651,1,18,1,938,24,10,11,10,1013
2021,Westminster 017A,E01004652,1,1,13,758,58,8,2,9,850
2021,Westminster 014A,E01004653,1,35,16,243,272,16,24,192,799
2021,Westminster 014B,E01004654,0,10,37,625,366,23,37,101,1199
2021,Westminster 014D,E01004656,2,9,9,691,330,12,27,30,1110
2021,Westminster 012A,E01004657,0,25,10,286,187,9,21,64,602
2021,Westminster 012B,E01004658,0,0,21,697,45,3,1,6,773
2021,Westminster 008A,E01004659,0,2,7,558,131,8,42,98,846
2021,Westminster 008B,E01004660,0,1,5,601,40,3,0,15,665
2021,Westminster 012C,E01004661,0,2,42,690,58,11,2,44,849
2021,Westminster 012D,E01004662,0,2,24,472,196,11,13,60,778
2021,Westminster 012E,E01004663,0,1,7,535,77,18,4,77,719
2021,Westminster 024A,E01004665,1,1,1,562,5,1,2,6,579
2021,Westminster 023D,E01004668,0,0,3,387,90,6,4,101,591
2021,Westminster 024B,E01004669,0,1,3,657,57,4,2,5,729
2021,Westminster 009A,E01004670,3,4,2,873,10,1,11,23,927
2021,Westminster 005A,E01004674,1,20,1,309,327,6,16,93,773
2021,Westminster 005B,E01004675,0,5,16,738,273,17,6,17,1072
2021,Westminster 006A,E01004676,1,5,21,260,355,5,12,51,710
2021,Westminster 005C,E01004677,0,5,0,295,460,15,10,15,800
2021,Westminster 005D,E01004678,0,10,18,260,390,26,22,109,835
2021,Westminster 005E,E01004679,2,0,35,571,260,12,15,21,916
2021,Westminster 015A,E01004680,0,4,10,358,47,8,20,120,567
2021,Westminster 016A,E01004681,3,1,10,594,265,14,4,27,918
2021,Westminster 016B,E01004682,1,2,14,449,152,5,10,39,672
2021,Westminster 015B,E01004683,1,23,7,333,126,5,16,111,622
2021,Westminster 015C,E01004684,1,2,8,402,10,5,6,38,472
2021,Westminster 015E,E01004686,0,2,11,623,57,2,5,42,742
2021,Westminster 019A,E01004687,0,10,12,208,88,8,27,320,673
2021,Westminster 019D,E01004690,0,25,13,104,69,15,24,184,434
2021,Westminster 019E,E01004691,0,20,8,199,76,12,30,133,478
2021,Westminster 019F,E01004692,0,9,4,353,26,5,20,30,447
2021,Westminster 017B,E01004693,0,9,3,341,111,10,11,103,588
2021,Westminster 016C,E01004694,0,0,21,537,137,13,8,58,774
2021,Westminster 017C,E01004695,0,1,15,450,56,0,11,15,548
2021,Westminster 017D,E01004696,1,2,5,626,45,3,3,10,695
2021,Westminster 016D,E01004697,1,0,6,429,171,12,3,46,668
2021,Westminster 017E,E01004698,2,3,6,407,130,5,32,49,634
2021,Westminster 017F,E01004699,3,0,43,615,179,14,6,40,900
2021,Westminster 016E,E01004700,2,4,1,417,303,17,4,24,772
2021,Westminster 007A,E01004701,0,0,2,486,259,3,15,6,771
2021,Westminster 009E,E01004702,3,1,4,988,38,6,4,26,1070
2021,Westminster 007B,E01004703,4,18,10,415,220,8,79,112,866
2021,Westminster 007D,E01004705,0,1,10,261,286,7,11,11,587
2021,Westminster 006B,E01004706,0,1,3,622,49,1,3,3,682
2021,Westminster 006C,E01004707,0,7,4,680,16,1,27,18,753
2021,Westminster 006D,E01004708,0,2,8,375,293,8,2,36,724
2021,Westminster 007E,E01004709,0,9,3,407,231,5,24,37,716
2021,Westminster 002D,E01004710,3,5,1,632,57,0,4,16,718
2021,Westminster 002E,E01004711,0,1,1,698,109,1,2,5,817
2021,Westminster 008C,E01004712,1,4,22,627,44,11,3,24,736
2021,Westminster 011A,E01004713,0,6,64,371,134,19,17,85,696
2021,Westminster 011B,E01004714,1,15,79,527,90,18,10,78,818
2021,Westminster 013A,E01004715,0,1,12,772,14,15,2,14,830
2021,Westminster 011C,E01004716,0,4,13,359,76,6,8,67,533
2021,Westminster 011D,E01004717,0,1,34,585,93,15,2,19,749
2021,Westminster 004A,E01004718,0,22,8,240,336,5,23,157,791
2021,Westminster 004B,E01004719,0,31,1,112,140,9,63,421,777
2021,Westminster 004C,E01004720,0,21,8,248,18,7,48,509,859
2021,Westminster 004D,E01004721,3,23,24,415,156,6,29,182,838
2021,Westminster 004E,E01004722,0,26,0,575,157,8,55,46,867
2021,Westminster 005F,E01004723,0,13,21,390,473,7,16,42,962
2021,Westminster 001C,E01004724,0,2,45,732,31,7,8,46,871
2021,Westminster 003B,E01004725,4,2,2,559,7,4,6,2,586
2021,Westminster 003C,E01004726,0,72,1,598,30,13,51,29,794
2021,Westminster 008D,E01004727,0,11,3,682,17,2,7,43,765
2021,Westminster 003D,E01004728,0,2,3,667,29,3,4,21,729
2021,Westminster 003E,E01004729,0,5,4,671,14,1,16,28,739
2021,Westminster 001D,E01004730,0,2,2,639,22,6,9,17,697
2021,Westminster 020A,E01004731,0,11,42,885,15,40,4,41,1038
2021,Westminster 020B,E01004732,1,2,15,635,19,15,0,4,691
2021,Westminster 020C,E01004733,0,5,20,747,30,30,14,101,947
2021,Westminster 018A,E01004734,1,1,119,783,56,30,2,11,1003
2021,Westminster 018B,E01004735,2,8,63,982,37,54,2,6,1154
2021,Westminster 018C,E01004736,2,6,46,380,60,37,5,44,580
2021,Westminster 024C,E01004737,1,2,1,543,4,6,7,38,602
2021,Westminster 021A,E01004740,0,0,8,607,32,3,1,9,660
2021,Westminster 024F,E01004741,0,1,5,538,112,3,4,6,669
2021,Westminster 022A,E01004742,1,2,10,290,332,10,3,60,708
2021,Westminster 021B,E01004743,2,0,3,665,5,45,1,2,723
2021,Westminster 020D,E01004744,0,3,12,680,13,15,4,7,734
2021,Westminster 021D,E01004746,1,0,1,654,0,1,1,15,673
2021,Westminster 021E,E01004747,0,4,6,890,40,70,3,35,1048
2021,Westminster 020E,E01004748,0,0,16,475,9,13,2,4,519
2021,Westminster 022B,E01004749,0,6,41,574,295,6,16,113,1051
2021,Westminster 023E,E01004750,1,4,16,689,87,6,6,31,840
2021,Westminster 022C,E01004751,0,4,3,246,389,7,4,117,770
2021,Westminster 022D,E01004752,0,0,5,417,264,8,2,7,703
2021,Westminster 022E,E01004753,0,11,4,353,478,8,6,60,920
2021,Westminster 010A,E01004754,6,3,5,654,10,0,1,0,679
2021,Westminster 010B,E01004755,2,4,16,824,87,33,14,11,991
2021,Westminster 006E,E01004756,0,2,4,349,365,6,6,19,751
2021,Westminster 010C,E01004757,2,3,3,512,83,4,1,15,623
2021,Westminster 014E,E01004760,0,2,3,441,223,4,9,17,699
2021,Westminster 018D,E01004761,0,11,38,513,45,15,12,62,696
2021,Westminster 011E,E01004762,0,6,19,563,50,9,34,79,760
2021,Westminster 013B,E01004763,2,3,153,821,67,48,3,20,1117
2021,Westminster 013D,E01004765,0,5,65,828,87,33,10,19,1047
2021,Westminster 010F,E01032512,2,2,5,868,12,1,2,2,894
2021,Westminster 010G,E01032513,1,2,0,479,41,0,3,4,530
2021,Bromley 040D,E01032562,0,35,3,57,18,1,143,363,620
2021,Bromley 040E,E01032563,0,230,0,52,28,0,174,83,567
2021,Lewisham 037E,E01032564,0,25,0,65,8,0,91,303,492
2021,Lewisham 038E,E01032565,0,11,0,141,5,2,130,314,603
2021,Bexley 029D,E01032566,0,25,1,271,5,2,278,170,752
2021,Greenwich 033D,E01032567,0,18,5,36,46,3,158,334,600
2021,Bromley 041E,E01032568,0,15,4,66,43,2,202,306,638
2021,Croydon 045E,E01032569,0,28,8,326,6,0,188,125,681
2021,Bromley 042D,E01032570,1,330,17,205,3,6,157,12,731
2021,Ealing 040D,E01032572,2,15,19,338,163,28,54,137,756
2021,Hounslow 029E,E01032573,2,31,49,481,110,30,85,118,906
2021,Enfield 037E,E01032574,4,54,3,98,52,5,108,369,693
2021,Haringey 037D,E01032575,0,37,5,351,46,4,60,159,662
2021,Harrow 032E,E01032576,0,14,1,4,13,0,167,316,515
2021,Hillingdon 033E,E01032577,0,62,0,21,6,1,416,104,610
2021,Lewisham 039E,E01032579,0,2,25,896,15,6,7,24,975
2021,Barking and Dagenham 023F,E01032580,0,26,54,26,22,0,113,245,486
2021,Redbridge 034G,E01032581,0,43,11,187,19,1,212,272,745
2021,Lambeth 036E,E01032582,0,8,32,1000,21,24,24,56,1165
2021,Southwark 034D,E01032583,2,7,10,829,22,32,3,12,917
2021,Southwark 034E,E01032584,0,4,7,475,26,28,2,25,567
2021,Sutton 025E,E01032623,0,536,1,6,9,1,43,7,603
2021,Southwark 035E,E01032637,1,3,2,431,3,116,3,7,566
2021,Southwark 035D,E01032638,25,4,3,452,4,97,4,9,598
2021,Southwark 014F,E01032639,1,7,5,659,4,1,18,89,784
2021,Southwark 035B,E01032640,1,5,8,292,10,261,3,30,610
2021,Southwark 036B,E01032646,1,2,32,517,17,190,13,33,805
