date,geography,geography code,Employment history: Not in employment: Never worked,Employment history: Not in employment: Not worked in the last 12 months,Employment history: Not in employment: Worked in the last 12 months,Employment history: Total: All usual residents aged 16 years and over not in employment the week before the census
2021,Hackney 016A,E01001745,311,280,75,666
2021,Hackney 016B,E01001746,287,209,85,581
2021,Hackney 014B,E01001747,238,248,132,618
2021,Hackney 020B,E01001749,118,200,81,399
2021,Hackney 031D,E01001750,199,263,109,571
2021,Hackney 031B,E01001751,70,199,64,333
2021,Hackney 025B,E01001753,213,196,72,481
2021,Hackney 025D,E01001755,233,234,83,550
2021,Hackney 030C,E01001756,136,235,101,472
2021,Hackney 016C,E01001757,241,211,58,510
2021,Hackney 016D,E01001758,382,308,132,822
2021,Hackney 016E,E01001759,187,221,78,486
2021,Hackney 017C,E01001760,189,220,109,518
2021,Hackney 016F,E01001761,263,306,96,665
2021,Hackney 017D,E01001762,158,166,71,395
2021,Hackney 020C,E01001763,193,233,89,515
2021,Hackney 010A,E01001764,253,211,114,578
2021,Hackney 010B,E01001765,341,286,103,730
2021,Hackney 010D,E01001767,191,170,94,455
2021,Hackney 006D,E01001768,165,222,112,499
2021,Hackney 006E,E01001769,149,188,73,410
2021,Hackney 010E,E01001770,246,242,89,577
2021,Hackney 024A,E01001772,246,228,95,569
2021,Hackney 025E,E01001773,248,277,117,642
2021,Hackney 024B,E01001774,207,194,133,534
2021,Hackney 024C,E01001775,245,232,92,569
2021,Hackney 025F,E01001776,243,241,87,571
2021,Hackney 033A,E01001777,340,246,166,752
2021,Hackney 032D,E01001780,206,274,88,568
2021,Hackney 026B,E01001781,249,223,108,580
2021,Hackney 026D,E01001783,241,219,108,568
2021,Hackney 032A,E01001784,251,253,78,582
2021,Hackney 015B,E01001785,199,172,119,490
2021,Hackney 013A,E01001786,322,233,127,682
2021,Hackney 013B,E01001787,286,264,83,633
2021,Hackney 013C,E01001788,279,268,99,646
2021,Hackney 015C,E01001789,237,197,103,537
2021,Hackney 013D,E01001790,255,213,74,542
2021,Hackney 015D,E01001791,215,220,69,504
2021,Hackney 011A,E01001792,228,303,123,654
2021,Hackney 011B,E01001793,136,179,63,378
2021,Hackney 011C,E01001794,251,229,89,569
2021,Hackney 011D,E01001795,105,175,70,350
2021,Hackney 011E,E01001796,142,141,56,339
2021,Hackney 028A,E01001798,339,273,116,728
2021,Hackney 003A,E01001799,186,112,35,333
2021,Hackney 004C,E01001800,288,193,49,530
2021,Hackney 008B,E01001801,283,231,54,568
2021,Hackney 003B,E01001802,200,177,37,414
2021,Hackney 008C,E01001803,133,186,78,397
2021,Hackney 003C,E01001804,247,124,32,403
2021,Hackney 009B,E01001805,117,151,65,333
2021,Hackney 008D,E01001806,148,220,60,428
2021,Hackney 003D,E01001807,240,205,83,528
2021,Hackney 001A,E01001808,221,151,41,413
2021,Hackney 001B,E01001809,271,187,53,511
2021,Hackney 002D,E01001811,271,185,95,551
2021,Hackney 003E,E01001812,364,188,52,604
2021,Hackney 002E,E01001813,375,294,120,789
2021,Hackney 001C,E01001814,215,135,66,416
2021,Hackney 024D,E01001815,324,291,75,690
2021,Hackney 020D,E01001816,154,244,62,460
2021,Hackney 020E,E01001819,193,286,72,551
2021,Hackney 024E,E01001820,215,229,72,516
2021,Hackney 024F,E01001821,212,228,51,491
2021,Hackney 029C,E01001822,336,205,106,647
2021,Hackney 001D,E01001823,241,152,61,454
2021,Hackney 004D,E01001824,226,165,71,462
2021,Hackney 001E,E01001825,181,107,60,348
2021,Hackney 004E,E01001826,258,161,42,461
2021,Hackney 029D,E01001827,262,217,72,551
2021,Hackney 028B,E01001828,293,247,72,612
2021,Hackney 009C,E01001829,111,212,52,375
2021,Hackney 014C,E01001830,213,268,118,599
2021,Hackney 009D,E01001831,162,191,86,439
2021,Hackney 009E,E01001832,203,200,83,486
2021,Hackney 014D,E01001833,215,271,84,570
2021,Hackney 014E,E01001834,173,238,84,495
2021,Hackney 014F,E01001835,81,138,54,273
2021,Hackney 022A,E01001836,173,268,87,528
2021,Hackney 023B,E01001837,111,196,48,355
2021,Hackney 019E,E01001838,273,297,94,664
2021,Hackney 023C,E01001839,184,212,154,550
2021,Hackney 022B,E01001840,270,216,78,564
2021,Hackney 022C,E01001841,200,235,67,502
2021,Hackney 023D,E01001842,191,179,101,471
2021,Hackney 023E,E01001843,157,160,53,370
2021,Hackney 022D,E01001844,206,266,124,596
2021,Hackney 022E,E01001845,242,271,88,601
2021,Hackney 018A,E01001846,217,211,64,492
2021,Hackney 018B,E01001847,158,170,60,388
2021,Hackney 018C,E01001848,390,263,94,747
2021,Hackney 018D,E01001849,247,252,151,650
2021,Hackney 019F,E01001850,310,251,118,679
2021,Hammersmith and Fulham 010A,E01001851,86,237,70,393
2021,Hammersmith and Fulham 007A,E01001852,101,230,89,420
2021,Hammersmith and Fulham 007B,E01001853,117,174,83,374
2021,Hammersmith and Fulham 007C,E01001854,127,222,124,473
2021,Hammersmith and Fulham 010B,E01001855,123,196,103,422
2021,Hammersmith and Fulham 010C,E01001856,181,231,65,477
2021,Hammersmith and Fulham 007D,E01001857,208,271,101,580
2021,Hammersmith and Fulham 006A,E01001858,262,283,117,662
2021,Hammersmith and Fulham 008A,E01001859,260,294,140,694
2021,Hammersmith and Fulham 006B,E01001860,189,232,121,542
2021,Hammersmith and Fulham 006C,E01001861,160,196,73,429
2021,Hammersmith and Fulham 005A,E01001862,169,274,89,532
2021,Hammersmith and Fulham 006D,E01001863,118,182,71,371
2021,Hammersmith and Fulham 006E,E01001864,133,199,78,410
2021,Hammersmith and Fulham 008B,E01001865,101,216,85,402
2021,Hammersmith and Fulham 012A,E01001866,171,260,116,547
2021,Hammersmith and Fulham 012B,E01001867,175,241,78,494
2021,Hammersmith and Fulham 012C,E01001868,173,235,91,499
2021,Hammersmith and Fulham 010D,E01001869,105,274,55,434
2021,Hammersmith and Fulham 012D,E01001870,174,209,157,540
2021,Hammersmith and Fulham 012E,E01001871,150,270,100,520
2021,Hammersmith and Fulham 012F,E01001872,109,204,66,379
2021,Hammersmith and Fulham 010E,E01001873,135,229,93,457
2021,Hammersmith and Fulham 001B,E01001875,291,285,114,690
2021,Hammersmith and Fulham 001C,E01001876,376,448,188,1012
2021,Hammersmith and Fulham 001D,E01001877,147,206,75,428
2021,Hammersmith and Fulham 001E,E01001878,232,267,95,594
2021,Hammersmith and Fulham 019A,E01001879,146,232,82,460
2021,Hammersmith and Fulham 017A,E01001880,105,219,79,403
2021,Hammersmith and Fulham 017B,E01001881,157,234,98,489
2021,Hammersmith and Fulham 017C,E01001882,105,206,103,414
2021,Hammersmith and Fulham 017D,E01001883,205,309,105,619
2021,Hammersmith and Fulham 017E,E01001884,207,317,118,642
2021,Hammersmith and Fulham 015A,E01001885,195,213,86,494
2021,Hammersmith and Fulham 016A,E01001886,188,245,107,540
2021,Hammersmith and Fulham 016B,E01001887,179,268,83,530
2021,Hammersmith and Fulham 018A,E01001888,125,250,109,484
2021,Hammersmith and Fulham 014A,E01001889,111,175,85,371
2021,Hammersmith and Fulham 016C,E01001890,186,169,146,501
2021,Hammersmith and Fulham 018B,E01001891,220,324,189,733
2021,Hammersmith and Fulham 016D,E01001892,140,202,90,432
2021,Hammersmith and Fulham 013A,E01001893,208,203,93,504
2021,Hammersmith and Fulham 013B,E01001894,176,193,94,463
2021,Hammersmith and Fulham 009A,E01001895,142,184,65,391
2021,Hammersmith and Fulham 009B,E01001896,138,224,65,427
2021,Hammersmith and Fulham 009C,E01001897,100,223,71,394
2021,Hammersmith and Fulham 013C,E01001898,253,278,120,651
2021,Hammersmith and Fulham 013D,E01001899,231,234,80,545
2021,Hammersmith and Fulham 013E,E01001900,265,276,106,647
2021,Hammersmith and Fulham 019B,E01001901,118,193,81,392
2021,Hammersmith and Fulham 019C,E01001902,111,237,99,447
2021,Hammersmith and Fulham 019D,E01001903,158,220,83,461
2021,Hammersmith and Fulham 022A,E01001904,93,195,86,374
2021,Hammersmith and Fulham 022B,E01001905,126,254,81,461
2021,Hammersmith and Fulham 022C,E01001906,82,180,62,324
2021,Hammersmith and Fulham 022D,E01001907,79,180,60,319
2021,Hammersmith and Fulham 015B,E01001908,93,146,101,340
2021,Hammersmith and Fulham 015C,E01001909,178,264,109,551
2021,Hammersmith and Fulham 014B,E01001910,76,203,95,374
2021,Hammersmith and Fulham 015D,E01001911,262,269,109,640
2021,Hammersmith and Fulham 015E,E01001912,250,221,117,588
2021,Hammersmith and Fulham 014C,E01001913,75,156,83,314
2021,Hammersmith and Fulham 014D,E01001914,143,197,120,460
2021,Hammersmith and Fulham 024A,E01001915,109,278,61,448
2021,Hammersmith and Fulham 024B,E01001916,84,380,57,521
2021,Hammersmith and Fulham 018C,E01001917,148,294,93,535
2021,Hammersmith and Fulham 018D,E01001918,101,215,73,389
2021,Hammersmith and Fulham 018E,E01001919,105,297,75,477
2021,Hammersmith and Fulham 020A,E01001920,161,292,99,552
2021,Hammersmith and Fulham 020B,E01001921,126,231,70,427
2021,Hammersmith and Fulham 020C,E01001922,111,247,65,423
2021,Hammersmith and Fulham 020D,E01001923,142,209,70,421
2021,Hammersmith and Fulham 020E,E01001924,99,212,57,368
2021,Hammersmith and Fulham 025A,E01001925,120,278,58,456
2021,Hammersmith and Fulham 024C,E01001926,74,211,56,341
2021,Hammersmith and Fulham 008C,E01001927,98,282,61,441
2021,Hammersmith and Fulham 011A,E01001928,233,302,107,642
2021,Hammersmith and Fulham 009D,E01001929,75,195,60,330
2021,Hammersmith and Fulham 008D,E01001930,235,367,63,665
2021,Hammersmith and Fulham 011B,E01001931,104,163,75,342
2021,Hammersmith and Fulham 011C,E01001932,119,223,81,423
2021,Hammersmith and Fulham 011D,E01001933,161,293,76,530
2021,Hammersmith and Fulham 025B,E01001934,201,303,109,613
2021,Hammersmith and Fulham 023A,E01001935,146,300,107,553
2021,Hammersmith and Fulham 025C,E01001937,116,263,80,459
2021,Hammersmith and Fulham 025D,E01001938,149,215,81,445
2021,Hammersmith and Fulham 005B,E01001940,176,236,110,522
2021,Hammersmith and Fulham 005C,E01001941,123,155,111,389
2021,Hammersmith and Fulham 005D,E01001942,161,230,100,491
2021,Hammersmith and Fulham 004A,E01001943,241,331,139,711
2021,Hammersmith and Fulham 004B,E01001944,248,308,118,674
2021,Hammersmith and Fulham 004C,E01001945,146,221,101,468
2021,Hammersmith and Fulham 004D,E01001946,199,212,112,523
2021,Hammersmith and Fulham 021A,E01001947,206,243,81,530
2021,Hammersmith and Fulham 021B,E01001948,141,242,117,500
2021,Hammersmith and Fulham 021C,E01001949,99,163,57,319
2021,Hammersmith and Fulham 021D,E01001950,89,187,65,341
2021,Hammersmith and Fulham 021E,E01001951,105,222,84,411
2021,Hammersmith and Fulham 024D,E01001952,81,189,114,384
2021,Hammersmith and Fulham 021F,E01001953,174,179,86,439
2021,Hammersmith and Fulham 003A,E01001954,186,232,83,501
2021,Hammersmith and Fulham 002A,E01001955,338,283,112,733
2021,Hammersmith and Fulham 003B,E01001956,182,275,74,531
2021,Hammersmith and Fulham 002B,E01001957,278,241,90,609
2021,Hammersmith and Fulham 002C,E01001958,268,225,118,611
2021,Hammersmith and Fulham 003C,E01001959,400,319,121,840
2021,Hammersmith and Fulham 003D,E01001960,126,189,98,413
2021,Hammersmith and Fulham 002D,E01001961,264,213,91,568
2021,Haringey 004A,E01001962,159,280,78,517
2021,Haringey 009A,E01001963,113,281,56,450
2021,Haringey 009B,E01001964,113,227,93,433
2021,Haringey 009C,E01001965,94,222,77,393
2021,Haringey 009D,E01001966,88,264,63,415
2021,Haringey 014A,E01001967,96,298,66,460
2021,Haringey 014B,E01001968,91,245,80,416
2021,Haringey 001A,E01001969,246,318,97,661
2021,Haringey 004B,E01001970,270,227,99,596
2021,Haringey 001B,E01001971,296,309,106,711
2021,Haringey 004C,E01001972,216,272,94,582
2021,Haringey 004D,E01001973,255,395,117,767
2021,Haringey 001C,E01001974,150,267,117,534
2021,Haringey 001D,E01001975,150,216,86,452
2021,Haringey 011A,E01001976,240,257,99,596
2021,Haringey 011B,E01001977,183,210,70,463
2021,Haringey 011C,E01001978,300,278,113,691
2021,Haringey 011D,E01001979,384,270,119,773
2021,Haringey 018A,E01001980,214,264,88,566
2021,Haringey 018B,E01001981,223,214,112,549
2021,Haringey 018C,E01001982,168,248,102,518
2021,Haringey 018D,E01001983,179,229,69,477
2021,Haringey 033A,E01001984,95,305,85,485
2021,Haringey 033B,E01001985,93,229,84,406
2021,Haringey 034A,E01001986,98,252,84,434
2021,Haringey 033C,E01001987,91,280,55,426
2021,Haringey 034B,E01001988,89,227,52,368
2021,Haringey 033D,E01001989,105,304,79,488
2021,Haringey 034C,E01001990,93,190,69,352
2021,Haringey 017A,E01001991,152,202,65,419
2021,Haringey 017B,E01001992,142,330,67,539
2021,Haringey 017C,E01001993,99,328,52,479
2021,Haringey 030A,E01001994,136,335,78,549
2021,Haringey 017D,E01001995,279,380,112,771
2021,Haringey 014C,E01001996,108,224,75,407
2021,Haringey 014D,E01001997,115,221,155,491
2021,Haringey 023A,E01001998,165,205,98,468
2021,Haringey 023B,E01001999,223,299,161,683
2021,Haringey 031A,E01002000,128,197,108,433
2021,Haringey 031B,E01002001,93,191,84,368
2021,Haringey 031C,E01002002,160,224,117,501
2021,Haringey 023C,E01002003,311,295,149,755
2021,Haringey 023D,E01002004,141,260,95,496
2021,Haringey 035A,E01002005,51,148,74,273
2021,Haringey 035B,E01002006,87,189,59,335
2021,Haringey 035C,E01002007,78,282,66,426
2021,Haringey 030B,E01002008,105,298,51,454
2021,Haringey 035D,E01002009,84,257,53,394
2021,Haringey 030C,E01002010,145,330,67,542
2021,Haringey 030D,E01002011,121,271,89,481
2021,Haringey 022A,E01002013,71,192,51,314
2021,Haringey 020B,E01002014,154,199,95,448
2021,Haringey 020C,E01002015,160,284,69,513
2021,Haringey 028A,E01002016,143,263,91,497
2021,Haringey 028B,E01002017,140,199,85,424
2021,Haringey 020D,E01002018,131,247,57,435
2021,Haringey 022B,E01002019,85,289,59,433
2021,Haringey 021A,E01002020,99,247,70,416
2021,Haringey 022C,E01002021,87,322,62,471
2021,Haringey 021B,E01002022,158,357,118,633
2021,Haringey 021C,E01002023,89,317,49,455
2021,Haringey 022D,E01002024,96,222,77,395
2021,Haringey 021D,E01002025,78,268,61,407
2021,Haringey 016A,E01002026,341,272,110,723
2021,Haringey 010A,E01002027,195,223,94,512
2021,Haringey 010B,E01002028,203,224,101,528
2021,Haringey 016B,E01002029,347,257,141,745
2021,Haringey 016C,E01002030,157,226,90,473
2021,Haringey 016D,E01002031,212,256,119,587
2021,Haringey 010C,E01002032,298,218,119,635
2021,Haringey 010D,E01002033,276,258,112,646
2021,Haringey 037A,E01002034,358,287,120,765
2021,Haringey 002A,E01002036,362,247,127,736
2021,Haringey 002B,E01002037,325,275,96,696
2021,Haringey 037B,E01002038,305,248,121,674
2021,Haringey 002C,E01002039,322,264,110,696
2021,Haringey 002D,E01002040,325,369,116,810
2021,Haringey 037C,E01002041,291,260,111,662
2021,Haringey 027A,E01002042,178,196,87,461
2021,Haringey 026A,E01002043,192,212,95,499
2021,Haringey 027B,E01002044,201,221,118,540
2021,Haringey 026B,E01002045,275,280,149,704
2021,Haringey 026C,E01002046,228,297,72,597
2021,Haringey 027C,E01002047,109,172,127,408
2021,Haringey 027D,E01002048,257,260,98,615
2021,Haringey 026D,E01002049,287,251,124,662
2021,Haringey 029A,E01002050,248,157,71,476
2021,Haringey 029B,E01002051,236,204,117,557
2021,Haringey 029C,E01002052,299,166,66,531
2021,Haringey 032A,E01002053,321,245,109,675
2021,Haringey 032B,E01002054,265,215,133,613
2021,Haringey 029D,E01002055,223,150,63,436
2021,Haringey 032C,E01002056,331,265,179,775
2021,Haringey 032D,E01002057,162,225,132,519
2021,Haringey 031D,E01002058,148,203,109,460
2021,Haringey 028C,E01002059,141,270,77,488
2021,Haringey 028D,E01002060,106,231,63,400
2021,Haringey 036A,E01002061,87,197,56,340
2021,Haringey 034D,E01002062,100,219,71,390
2021,Haringey 036B,E01002063,125,233,56,414
2021,Haringey 036C,E01002064,153,201,85,439
2021,Haringey 036D,E01002065,139,193,65,397
2021,Haringey 025A,E01002066,457,281,200,938
2021,Haringey 024A,E01002067,261,254,84,599
2021,Haringey 025B,E01002068,293,259,178,730
2021,Haringey 024B,E01002069,287,301,120,708
2021,Haringey 024C,E01002070,246,266,114,626
2021,Haringey 025C,E01002071,256,233,98,587
2021,Haringey 025D,E01002072,306,282,157,745
2021,Haringey 024D,E01002073,214,240,101,555
2021,Haringey 012A,E01002074,339,302,103,744
2021,Haringey 015A,E01002075,278,252,136,666
2021,Haringey 015B,E01002076,247,236,102,585
2021,Haringey 012B,E01002077,312,334,121,767
2021,Haringey 015C,E01002078,296,309,134,739
2021,Haringey 012C,E01002079,251,216,88,555
2021,Haringey 012D,E01002081,342,325,115,782
2021,Haringey 013A,E01002082,319,254,76,649
2021,Haringey 019A,E01002083,118,193,66,377
2021,Haringey 019B,E01002084,180,262,122,564
2021,Haringey 019C,E01002085,275,311,133,719
2021,Haringey 013B,E01002086,155,201,81,437
2021,Haringey 019D,E01002087,240,269,121,630
2021,Haringey 013C,E01002088,180,270,104,554
2021,Haringey 013D,E01002089,266,226,69,561
2021,Haringey 005A,E01002090,275,251,82,608
2021,Haringey 006A,E01002091,364,301,105,770
2021,Haringey 006B,E01002092,252,167,116,535
2021,Haringey 005B,E01002093,371,306,147,824
2021,Haringey 006C,E01002094,232,216,106,554
2021,Haringey 006D,E01002095,273,210,95,578
2021,Haringey 005C,E01002096,328,269,87,684
2021,Haringey 005D,E01002097,256,228,80,564
2021,Haringey 007A,E01002098,124,214,93,431
2021,Haringey 008A,E01002099,387,284,111,782
2021,Haringey 008B,E01002100,275,260,90,625
2021,Haringey 007B,E01002101,204,237,118,559
2021,Haringey 007C,E01002102,249,272,110,631
2021,Haringey 008C,E01002103,243,243,119,605
2021,Haringey 008D,E01002104,210,224,92,526
2021,Haringey 007D,E01002105,212,255,148,615
2021,Harrow 008A,E01002106,202,349,83,634
2021,Harrow 012A,E01002107,160,305,56,521
2021,Harrow 008B,E01002108,186,290,67,543
2021,Harrow 008C,E01002109,146,334,75,555
2021,Harrow 008D,E01002110,173,240,71,484
2021,Harrow 008E,E01002111,268,329,88,685
2021,Harrow 001A,E01002112,207,359,82,648
2021,Harrow 002A,E01002113,153,286,72,511
2021,Harrow 001B,E01002114,290,531,94,915
2021,Harrow 002B,E01002115,158,271,62,491
2021,Harrow 002C,E01002116,134,350,65,549
2021,Harrow 002E,E01002118,249,313,101,663
2021,Harrow 007A,E01002119,316,292,119,727
2021,Harrow 007B,E01002120,205,248,57,510
2021,Harrow 007C,E01002121,226,256,82,564
2021,Harrow 007D,E01002122,226,264,92,582
2021,Harrow 007E,E01002123,180,223,87,490
2021,Harrow 010A,E01002124,217,252,95,564
2021,Harrow 010B,E01002125,251,229,86,566
2021,Harrow 023B,E01002127,194,345,112,651
2021,Harrow 020A,E01002128,244,284,110,638
2021,Harrow 023C,E01002129,287,380,132,799
2021,Harrow 020B,E01002130,389,360,141,890
2021,Harrow 023D,E01002131,213,277,80,570
2021,Harrow 029A,E01002132,186,295,131,612
2021,Harrow 027A,E01002133,321,304,108,733
2021,Harrow 029B,E01002134,182,218,73,473
2021,Harrow 029C,E01002135,266,311,88,665
2021,Harrow 027B,E01002136,201,307,77,585
2021,Harrow 029D,E01002137,391,172,69,632
2021,Harrow 027C,E01002138,199,226,93,518
2021,Harrow 006A,E01002139,247,245,75,567
2021,Harrow 005A,E01002140,210,339,77,626
2021,Harrow 005B,E01002141,231,347,62,640
2021,Harrow 005C,E01002142,164,380,90,634
2021,Harrow 005D,E01002143,227,216,81,524
2021,Harrow 004A,E01002144,174,333,76,583
2021,Harrow 005E,E01002145,219,381,65,665
2021,Harrow 004B,E01002146,109,278,70,457
2021,Harrow 004C,E01002147,127,352,61,540
2021,Harrow 006B,E01002148,139,284,69,492
2021,Harrow 004D,E01002149,84,329,42,455
2021,Harrow 006C,E01002150,260,348,104,712
2021,Harrow 006D,E01002151,263,277,73,613
2021,Harrow 006E,E01002152,127,382,50,559
2021,Harrow 019A,E01002153,163,418,84,665
2021,Harrow 019B,E01002155,155,336,53,544
2021,Harrow 015B,E01002156,127,326,54,507
2021,Harrow 019C,E01002157,164,283,84,531
2021,Harrow 019D,E01002158,109,279,59,447
2021,Harrow 021A,E01002159,196,298,80,574
2021,Harrow 021B,E01002160,246,320,104,670
2021,Harrow 021C,E01002161,259,289,82,630
2021,Harrow 015C,E01002162,200,290,105,595
2021,Harrow 015D,E01002163,161,279,77,517
2021,Harrow 021D,E01002164,158,294,98,550
2021,Harrow 017A,E01002165,231,244,76,551
2021,Harrow 017B,E01002166,187,296,62,545
2021,Harrow 017C,E01002167,205,242,56,503
2021,Harrow 017D,E01002168,255,203,74,532
2021,Harrow 017E,E01002169,229,274,95,598
2021,Harrow 033A,E01002170,167,220,55,442
2021,Harrow 033B,E01002171,223,269,80,572
2021,Harrow 033C,E01002172,189,247,78,514
2021,Harrow 033D,E01002173,209,326,113,648
2021,Harrow 033E,E01002174,197,317,66,580
2021,Harrow 033F,E01002175,173,271,54,498
2021,Harrow 033G,E01002176,200,271,83,554
2021,Harrow 033H,E01002177,179,215,61,455
2021,Harrow 033I,E01002178,192,299,69,560
2021,Harrow 013A,E01002179,310,361,126,797
2021,Harrow 020C,E01002181,244,262,100,606
2021,Harrow 020D,E01002182,250,306,101,657
2021,Harrow 013C,E01002183,350,321,106,777
2021,Harrow 013D,E01002184,225,298,97,620
2021,Harrow 009A,E01002185,277,261,80,618
2021,Harrow 009B,E01002186,225,327,84,636
2021,Harrow 009C,E01002187,216,418,71,705
2021,Harrow 016A,E01002188,109,429,55,593
2021,Harrow 016B,E01002189,121,394,62,577
2021,Harrow 009D,E01002190,143,405,68,616
2021,Harrow 022A,E01002191,154,310,79,543
2021,Harrow 016C,E01002192,120,384,93,597
