date,geography,geography code,Employment history: Not in employment: Never worked,Employment history: Not in employment: Not worked in the last 12 months,Employment history: Not in employment: Worked in the last 12 months,Employment history: Total: All usual residents aged 16 years and over not in employment the week before the census
2021,City of London 001A,E01000001,57,346,83,486
2021,City of London 001B,E01000002,80,286,52,418
2021,City of London 001C,E01000003,68,331,105,504
2021,City of London 001E,E01000005,225,165,73,463
2021,Barking and Dagenham 016A,E01000006,243,223,78,544
2021,Barking and Dagenham 015A,E01000007,336,277,162,775
2021,Barking and Dagenham 015B,E01000008,315,205,89,609
2021,Barking and Dagenham 016B,E01000009,289,237,99,625
2021,Barking and Dagenham 016C,E01000011,301,191,91,583
2021,Barking and Dagenham 015D,E01000012,312,242,122,676
2021,Barking and Dagenham 013A,E01000013,211,302,86,599
2021,Barking and Dagenham 013B,E01000014,212,236,76,524
2021,Barking and Dagenham 009A,E01000015,281,277,113,671
2021,Barking and Dagenham 009B,E01000016,222,225,93,540
2021,Barking and Dagenham 009C,E01000017,234,236,82,552
2021,Barking and Dagenham 009D,E01000018,199,241,80,520
2021,Barking and Dagenham 023A,E01000019,220,202,65,487
2021,Barking and Dagenham 023B,E01000020,312,310,93,715
2021,Barking and Dagenham 008A,E01000021,244,229,76,549
2021,Barking and Dagenham 008B,E01000022,185,199,70,454
2021,Barking and Dagenham 008D,E01000024,223,183,84,490
2021,Barking and Dagenham 008E,E01000025,239,278,91,608
2021,Barking and Dagenham 001A,E01000027,278,317,87,682
2021,Barking and Dagenham 001B,E01000028,299,278,86,663
2021,Barking and Dagenham 001C,E01000029,229,365,72,666
2021,Barking and Dagenham 001D,E01000030,299,323,116,738
2021,Barking and Dagenham 002A,E01000031,213,293,101,607
2021,Barking and Dagenham 002B,E01000032,248,347,108,703
2021,Barking and Dagenham 006A,E01000033,192,259,76,527
2021,Barking and Dagenham 003A,E01000034,218,310,85,613
2021,Barking and Dagenham 010A,E01000035,266,287,87,640
2021,Barking and Dagenham 010B,E01000036,178,212,78,468
2021,Barking and Dagenham 003B,E01000037,156,309,83,548
2021,Barking and Dagenham 003C,E01000038,148,292,65,505
2021,Barking and Dagenham 003D,E01000039,188,274,73,535
2021,Barking and Dagenham 019A,E01000040,330,229,110,669
2021,Barking and Dagenham 017A,E01000041,216,249,89,554
2021,Barking and Dagenham 017B,E01000042,263,254,96,613
2021,Barking and Dagenham 019B,E01000043,253,191,70,514
2021,Barking and Dagenham 016D,E01000044,249,264,97,610
2021,Barking and Dagenham 017C,E01000045,212,237,106,555
2021,Barking and Dagenham 017D,E01000046,230,260,103,593
2021,Barking and Dagenham 021C,E01000049,315,229,132,676
2021,Barking and Dagenham 019C,E01000050,249,215,86,550
2021,Barking and Dagenham 021D,E01000051,93,77,45,215
2021,Barking and Dagenham 019D,E01000052,314,308,111,733
2021,Barking and Dagenham 020A,E01000053,191,247,81,519
2021,Barking and Dagenham 018A,E01000054,207,260,80,547
2021,Barking and Dagenham 018B,E01000055,220,227,89,536
2021,Barking and Dagenham 018C,E01000056,262,227,73,562
2021,Barking and Dagenham 012A,E01000057,194,212,86,492
2021,Barking and Dagenham 018D,E01000058,302,262,104,668
2021,Barking and Dagenham 013C,E01000059,198,241,74,513
2021,Barking and Dagenham 006B,E01000060,244,339,99,682
2021,Barking and Dagenham 006C,E01000061,285,238,99,622
2021,Barking and Dagenham 006D,E01000062,234,318,105,657
2021,Barking and Dagenham 004A,E01000063,199,258,75,532
2021,Barking and Dagenham 006E,E01000064,285,323,100,708
2021,Barking and Dagenham 007A,E01000065,252,355,115,722
2021,Barking and Dagenham 011A,E01000066,524,287,134,945
2021,Barking and Dagenham 011B,E01000067,355,297,93,745
2021,Barking and Dagenham 016E,E01000068,327,217,86,630
2021,Barking and Dagenham 011C,E01000069,284,259,91,634
2021,Barking and Dagenham 011D,E01000070,294,326,94,714
2021,Barking and Dagenham 011E,E01000071,368,299,114,781
2021,Barking and Dagenham 017E,E01000072,293,289,109,691
2021,Barking and Dagenham 012B,E01000073,230,267,76,573
2021,Barking and Dagenham 012C,E01000074,229,221,80,530
2021,Barking and Dagenham 012D,E01000075,230,285,75,590
2021,Barking and Dagenham 012E,E01000076,327,345,103,775
2021,Barking and Dagenham 008F,E01000077,208,285,88,581
2021,Barking and Dagenham 007B,E01000078,228,251,93,572
2021,Barking and Dagenham 009E,E01000079,205,257,99,561
2021,Barking and Dagenham 007C,E01000080,187,245,76,508
2021,Barking and Dagenham 007D,E01000081,262,269,85,616
2021,Barking and Dagenham 007E,E01000082,248,260,77,585
2021,Barking and Dagenham 007F,E01000083,269,246,90,605
2021,Barking and Dagenham 013D,E01000084,180,208,63,451
2021,Barking and Dagenham 013E,E01000085,204,233,74,511
2021,Barking and Dagenham 013F,E01000086,172,222,59,453
2021,Barking and Dagenham 020B,E01000087,214,236,71,521
2021,Barking and Dagenham 020C,E01000088,271,265,93,629
2021,Barking and Dagenham 020D,E01000089,200,216,86,502
2021,Barking and Dagenham 020E,E01000090,200,216,74,490
2021,Barking and Dagenham 022A,E01000091,342,241,88,671
2021,Barking and Dagenham 022B,E01000093,280,257,101,638
2021,Barking and Dagenham 022C,E01000094,253,208,113,574
2021,Barking and Dagenham 018E,E01000095,216,250,90,556
2021,Barking and Dagenham 022D,E01000096,236,190,74,500
2021,Barking and Dagenham 023C,E01000097,316,272,69,657
2021,Barking and Dagenham 023D,E01000098,273,272,66,611
2021,Barking and Dagenham 023E,E01000099,302,294,126,722
2021,Barking and Dagenham 004B,E01000100,262,257,80,599
2021,Barking and Dagenham 004C,E01000101,233,241,87,561
2021,Barking and Dagenham 007G,E01000102,238,247,59,544
2021,Barking and Dagenham 014A,E01000103,211,204,97,512
2021,Barking and Dagenham 014B,E01000104,237,239,91,567
2021,Barking and Dagenham 014C,E01000105,268,348,108,724
2021,Barking and Dagenham 014D,E01000106,272,324,115,711
2021,Barking and Dagenham 010C,E01000107,211,342,81,634
2021,Barking and Dagenham 010D,E01000108,212,281,84,577
2021,Barking and Dagenham 002C,E01000110,175,232,79,486
2021,Barking and Dagenham 002D,E01000111,255,299,98,652
2021,Barking and Dagenham 002E,E01000112,217,267,102,586
2021,Barking and Dagenham 002F,E01000113,251,225,99,575
2021,Barking and Dagenham 004E,E01000114,288,279,101,668
2021,Barnet 009A,E01000115,130,306,64,500
2021,Barnet 009B,E01000116,160,307,63,530
2021,Barnet 010A,E01000117,152,362,72,586
2021,Barnet 010B,E01000118,197,366,81,644
2021,Barnet 009C,E01000119,171,374,73,618
2021,Barnet 009D,E01000120,151,301,63,515
2021,Barnet 010C,E01000121,253,258,66,577
2021,Barnet 009E,E01000122,149,264,54,467
2021,Barnet 010D,E01000123,111,263,76,450
2021,Barnet 010E,E01000124,211,290,94,595
2021,Barnet 026A,E01000126,369,305,123,797
2021,Barnet 024B,E01000127,212,216,75,503
2021,Barnet 024C,E01000128,295,282,116,693
2021,Barnet 024D,E01000129,258,199,87,544
2021,Barnet 021A,E01000130,226,274,107,607
2021,Barnet 024E,E01000131,211,329,100,640
2021,Barnet 021B,E01000132,216,164,92,472
2021,Barnet 021C,E01000133,239,223,79,541
2021,Barnet 024F,E01000134,246,252,116,614
2021,Barnet 038A,E01000135,202,322,83,607
2021,Barnet 038B,E01000136,172,286,48,506
2021,Barnet 041A,E01000137,241,245,73,559
2021,Barnet 040A,E01000138,246,261,67,574
2021,Barnet 041B,E01000139,136,215,78,429
2021,Barnet 041C,E01000140,182,304,105,591
2021,Barnet 039A,E01000141,214,265,87,566
2021,Barnet 040B,E01000142,288,315,131,734
2021,Barnet 041D,E01000143,225,240,100,565
2021,Barnet 038C,E01000144,232,222,81,535
2021,Barnet 037A,E01000145,224,236,71,531
2021,Barnet 038D,E01000146,190,284,90,564
2021,Barnet 043F,E01000147,241,300,101,642
2021,Barnet 036A,E01000150,235,316,102,653
2021,Barnet 026B,E01000151,331,219,67,617
2021,Barnet 026C,E01000152,278,272,111,661
2021,Barnet 026D,E01000153,283,295,83,661
2021,Barnet 026E,E01000154,254,284,96,634
2021,Barnet 022A,E01000156,176,258,89,523
2021,Barnet 022B,E01000157,108,222,78,408
2021,Barnet 015A,E01000158,133,230,56,419
2021,Barnet 015B,E01000159,186,309,87,582
2021,Barnet 015C,E01000160,186,249,82,517
2021,Barnet 015D,E01000161,272,328,93,693
2021,Barnet 015E,E01000162,245,352,63,660
2021,Barnet 022C,E01000163,217,252,98,567
2021,Barnet 022D,E01000164,213,262,96,571
2021,Barnet 022E,E01000165,207,332,83,622
2021,Barnet 003A,E01000166,166,348,77,591
2021,Barnet 002A,E01000167,137,237,62,436
2021,Barnet 003B,E01000168,140,371,66,577
2021,Barnet 003C,E01000169,134,291,57,482
2021,Barnet 006A,E01000170,235,302,70,607
2021,Barnet 006B,E01000171,219,326,123,668
2021,Barnet 003D,E01000172,119,361,109,589
2021,Barnet 006C,E01000173,138,278,67,483
2021,Barnet 006D,E01000174,175,327,68,570
2021,Barnet 006E,E01000175,113,307,67,487
2021,Barnet 027A,E01000176,264,367,106,737
2021,Barnet 029A,E01000177,87,245,80,412
2021,Barnet 027B,E01000178,162,258,79,499
2021,Barnet 029B,E01000179,99,210,71,380
2021,Barnet 029C,E01000180,152,301,89,542
2021,Barnet 029D,E01000181,87,263,87,437
2021,Barnet 029E,E01000182,95,321,56,472
2021,Barnet 033A,E01000183,149,319,64,532
2021,Barnet 027C,E01000184,267,306,120,693
2021,Barnet 029F,E01000185,223,258,114,595
2021,Barnet 014A,E01000186,123,268,77,468
2021,Barnet 014B,E01000187,179,278,88,545
2021,Barnet 014C,E01000188,138,284,56,478
2021,Barnet 014D,E01000189,282,257,117,656
2021,Barnet 014E,E01000190,165,314,76,555
2021,Barnet 014F,E01000191,154,310,60,524
2021,Barnet 018A,E01000192,174,334,89,597
2021,Barnet 018B,E01000193,213,308,106,627
2021,Barnet 018C,E01000194,235,271,92,598
2021,Barnet 013A,E01000195,281,266,84,631
2021,Barnet 028A,E01000196,204,381,133,718
2021,Barnet 023A,E01000197,138,260,87,485
2021,Barnet 025A,E01000198,208,329,102,639
2021,Barnet 025B,E01000199,152,352,84,588
2021,Barnet 028B,E01000200,223,445,77,745
2021,Barnet 028C,E01000201,189,263,74,526
2021,Barnet 028D,E01000202,121,286,82,489
2021,Barnet 028E,E01000203,230,345,98,673
2021,Barnet 025C,E01000204,137,323,80,540
2021,Barnet 035A,E01000205,111,263,48,422
2021,Barnet 033B,E01000206,183,289,76,548
2021,Barnet 033C,E01000207,141,382,68,591
2021,Barnet 033D,E01000208,128,268,61,457
2021,Barnet 035B,E01000209,82,450,58,590
2021,Barnet 033E,E01000210,111,229,54,394
2021,Barnet 035C,E01000211,261,327,110,698
2021,Barnet 035D,E01000212,111,263,67,441
2021,Barnet 033F,E01000213,124,239,55,418
2021,Barnet 038E,E01000214,119,265,94,478
2021,Barnet 037B,E01000215,265,301,67,633
2021,Barnet 035E,E01000216,209,296,101,606
2021,Barnet 035F,E01000217,173,218,56,447
2021,Barnet 037C,E01000218,199,254,66,519
2021,Barnet 037D,E01000219,198,229,71,498
2021,Barnet 037E,E01000220,211,302,86,599
2021,Barnet 039B,E01000221,249,207,92,548
2021,Barnet 040C,E01000222,311,296,123,730
2021,Barnet 039C,E01000223,309,265,96,670
2021,Barnet 040D,E01000224,274,265,75,614
2021,Barnet 037F,E01000225,198,278,68,544
2021,Barnet 018D,E01000226,237,263,80,580
2021,Barnet 018E,E01000227,172,320,78,570
2021,Barnet 007A,E01000228,159,210,61,430
2021,Barnet 013B,E01000229,188,257,63,508
2021,Barnet 013C,E01000230,171,363,69,603
2021,Barnet 013D,E01000231,193,255,74,522
2021,Barnet 013E,E01000232,207,337,72,616
2021,Barnet 013F,E01000233,153,283,80,516
2021,Barnet 021D,E01000234,96,277,70,443
2021,Barnet 021E,E01000235,229,260,123,612
2021,Barnet 034A,E01000236,219,238,102,559
2021,Barnet 032A,E01000237,195,245,142,582
2021,Barnet 034B,E01000238,178,290,137,605
2021,Barnet 031A,E01000239,234,313,135,682
2021,Barnet 031B,E01000240,190,278,108,576
2021,Barnet 031C,E01000241,164,281,96,541
2021,Barnet 032B,E01000242,164,289,83,536
2021,Barnet 032C,E01000243,159,335,143,637
2021,Barnet 032D,E01000244,171,278,115,564
2021,Barnet 032E,E01000245,306,291,122,719
2021,Barnet 002B,E01000246,83,349,90,522
2021,Barnet 002C,E01000247,107,280,76,463
2021,Barnet 001A,E01000248,103,373,66,542
2021,Barnet 001B,E01000249,87,358,74,519
2021,Barnet 001C,E01000250,236,488,134,858
2021,Barnet 002D,E01000251,300,423,110,833
2021,Barnet 002E,E01000252,133,309,94,536
2021,Barnet 007B,E01000253,180,413,56,649
2021,Barnet 001D,E01000254,92,375,69,536
2021,Barnet 017A,E01000255,229,288,92,609
2021,Barnet 016A,E01000256,182,312,84,578
2021,Barnet 017B,E01000257,205,317,91,613
2021,Barnet 016B,E01000258,144,410,91,645
2021,Barnet 025D,E01000259,282,441,130,853
2021,Barnet 025E,E01000260,187,318,121,626
2021,Barnet 017C,E01000261,270,367,63,700
2021,Barnet 016C,E01000263,109,251,58,418
2021,Barnet 016D,E01000264,174,224,86,484
2021,Barnet 011A,E01000265,190,310,83,583
2021,Barnet 011B,E01000266,110,319,60,489
2021,Barnet 005A,E01000267,102,257,59,418
2021,Barnet 005B,E01000268,215,342,93,650
2021,Barnet 005C,E01000269,107,297,60,464
2021,Barnet 005D,E01000270,124,306,75,505
2021,Barnet 008A,E01000271,143,381,69,593
2021,Barnet 008B,E01000272,164,336,51,551
2021,Barnet 008C,E01000273,173,355,75,603
2021,Barnet 011C,E01000274,185,315,90,590
2021,Barnet 012A,E01000275,196,333,74,603
2021,Barnet 020A,E01000276,141,238,53,432
2021,Barnet 012B,E01000277,168,314,110,592
2021,Barnet 020B,E01000278,106,282,66,454
2021,Barnet 007C,E01000279,133,347,65,545
2021,Barnet 007D,E01000280,99,326,66,491
2021,Barnet 008D,E01000281,117,238,53,408
2021,Barnet 008E,E01000282,159,305,101,565
2021,Barnet 012C,E01000283,96,284,56,436
2021,Barnet 012D,E01000284,188,281,92,561
2021,Barnet 004A,E01000285,142,289,78,509
2021,Barnet 007E,E01000286,211,303,84,598
2021,Barnet 004B,E01000287,216,288,59,563
2021,Barnet 004C,E01000288,145,275,70,490
2021,Barnet 004D,E01000289,222,277,84,583
2021,Barnet 007F,E01000290,175,376,77,628
2021,Barnet 004E,E01000291,198,236,70,504
2021,Barnet 001E,E01000292,132,395,62,589
2021,Barnet 001F,E01000293,111,377,72,560
2021,Barnet 004F,E01000294,160,420,71,651
2021,Barnet 023B,E01000295,139,256,70,465
2021,Barnet 023C,E01000296,144,226,92,462
2021,Barnet 027D,E01000297,126,209,75,410
2021,Barnet 023D,E01000298,144,255,70,469
2021,Barnet 019A,E01000299,288,359,114,761
2021,Barnet 019B,E01000300,112,259,81,452
2021,Barnet 020C,E01000301,145,282,51,478
2021,Barnet 019C,E01000302,234,298,94,626
2021,Barnet 020D,E01000303,125,278,67,470
2021,Barnet 020E,E01000304,143,215,63,421
2021,Barnet 036B,E01000305,186,243,98,527
2021,Barnet 036C,E01000306,207,285,122,614
2021,Barnet 039D,E01000307,209,270,87,566
2021,Barnet 036D,E01000308,212,258,106,576
2021,Barnet 031D,E01000309,238,274,113,625
2021,Barnet 034C,E01000310,255,382,141,778
2021,Barnet 034D,E01000311,169,214,70,453
2021,Barnet 036E,E01000312,219,294,87,600
2021,Barnet 036F,E01000313,236,247,117,600
2021,Barnet 032F,E01000314,239,289,150,678
2021,Barnet 022F,E01000315,248,280,96,624
2021,Barnet 027E,E01000316,284,312,125,721
2021,Barnet 019D,E01000317,148,304,66,518
2021,Barnet 019E,E01000318,232,364,102,698
2021,Barnet 027F,E01000319,100,226,61,387
2021,Barnet 011D,E01000320,158,377,85,620
2021,Barnet 012E,E01000321,207,274,93,574
2021,Barnet 011E,E01000322,168,301,88,557
2021,Barnet 019F,E01000323,323,337,113,773
2021,Barnet 015F,E01000324,176,283,72,531
2021,Bexley 014A,E01000325,114,368,64,546
2021,Bexley 014B,E01000326,63,230,46,339
2021,Bexley 017A,E01000327,103,404,54,561
2021,Bexley 017B,E01000328,102,402,59,563
2021,Bexley 017C,E01000329,110,344,63,517
2021,Bexley 017D,E01000330,124,406,67,597
2021,Bexley 017E,E01000331,161,311,62,534
2021,Bexley 005A,E01000332,139,382,74,595
2021,Bexley 003A,E01000333,188,378,70,636
2021,Bexley 006A,E01000334,135,331,59,525
2021,Bexley 003B,E01000335,250,316,129,695
2021,Bexley 003C,E01000336,240,292,88,620
2021,Bexley 003D,E01000337,168,249,76,493
2021,Bexley 003E,E01000338,170,254,76,500
2021,Bexley 025A,E01000339,114,337,84,535
2021,Bexley 018A,E01000340,115,336,61,512
2021,Bexley 022A,E01000341,106,388,72,566
2021,Bexley 022B,E01000342,84,263,62,409
2021,Bexley 022C,E01000343,115,301,59,475
2021,Bexley 025B,E01000344,88,349,70,507
2021,Bexley 022D,E01000345,79,251,48,378
2021,Bexley 021A,E01000346,104,312,46,462
2021,Bexley 021B,E01000347,116,313,58,487
2021,Bexley 020A,E01000348,73,313,55,441
2021,Bexley 020B,E01000349,103,382,77,562
2021,Bexley 021C,E01000350,94,269,56,419
2021,Bexley 024A,E01000351,102,350,55,507
2021,Bexley 021D,E01000352,132,304,63,499
2021,Bexley 011A,E01000353,119,501,46,666
2021,Bexley 011B,E01000354,122,333,70,525
2021,Bexley 011C,E01000355,98,405,54,557
2021,Bexley 009A,E01000356,113,426,56,595
2021,Bexley 009B,E01000357,89,270,43,402
2021,Bexley 011D,E01000358,108,381,74,563
2021,Bexley 009C,E01000359,79,305,45,429
2021,Bexley 015A,E01000360,160,379,70,609
2021,Bexley 020C,E01000361,106,254,67,427
2021,Bexley 015B,E01000362,111,393,82,586
2021,Bexley 020D,E01000363,104,343,68,515
2021,Bexley 023A,E01000364,134,324,67,525
2021,Bexley 015C,E01000365,129,425,55,609
2021,Bexley 015D,E01000366,110,273,58,441
2021,Bexley 010A,E01000367,251,329,119,699
2021,Bexley 010B,E01000368,170,274,53,497
2021,Bexley 014C,E01000369,126,361,75,562
2021,Bexley 014D,E01000370,109,382,62,553
2021,Bexley 014E,E01000371,100,303,52,455
2021,Bexley 010C,E01000372,153,329,79,561
2021,Bexley 008A,E01000373,89,114,66,269
2021,Bexley 019A,E01000374,189,280,59,528
2021,Bexley 019B,E01000375,160,299,76,535
2021,Bexley 019C,E01000376,105,249,57,411
2021,Bexley 019D,E01000377,92,327,66,485
2021,Bexley 019F,E01000379,143,305,54,502
2021,Bexley 010D,E01000380,136,364,67,567
2021,Bexley 028A,E01000381,189,310,62,561
2021,Bexley 027A,E01000382,102,361,53,516
2021,Bexley 028B,E01000383,106,386,77,569
2021,Bexley 027B,E01000384,103,339,91,533
2021,Bexley 028C,E01000385,201,346,100,647
2021,Bexley 028D,E01000386,227,303,68,598
2021,Bexley 027C,E01000387,99,366,61,526
2021,Bexley 016A,E01000388,112,380,56,548
2021,Bexley 020E,E01000389,133,396,48,577
2021,Bexley 020F,E01000390,86,293,62,441
2021,Bexley 021E,E01000391,117,300,71,488
2021,Bexley 016B,E01000392,146,278,82,506
2021,Bexley 020G,E01000393,115,282,68,465
2021,Bexley 015E,E01000394,116,379,56,551
2021,Bexley 018B,E01000395,126,284,54,464
2021,Bexley 018C,E01000396,96,263,42,401
2021,Bexley 029A,E01000398,145,345,89,579
2021,Bexley 029B,E01000399,133,332,53,518
2021,Bexley 029C,E01000400,139,307,73,519
2021,Bexley 013A,E01000401,235,366,90,691
2021,Bexley 005B,E01000402,148,308,61,517
2021,Bexley 004A,E01000403,212,521,111,844
2021,Bexley 004B,E01000404,231,317,121,669
2021,Bexley 004C,E01000405,170,171,73,414
2021,Bexley 005C,E01000406,182,229,84,495
2021,Bexley 005D,E01000407,142,407,58,607
2021,Bexley 004D,E01000408,191,230,75,496
2021,Bexley 016C,E01000409,104,316,66,486
2021,Bexley 018D,E01000410,102,253,47,402
2021,Bexley 016D,E01000411,119,298,57,474
2021,Bexley 018E,E01000412,94,261,75,430
2021,Bexley 018F,E01000413,109,233,55,397
2021,Bexley 016E,E01000414,163,367,88,618
2021,Bexley 016F,E01000415,110,341,57,508
2021,Bexley 002A,E01000416,239,234,97,570
2021,Bexley 006B,E01000417,135,359,74,568
2021,Bexley 002B,E01000418,191,288,95,574
2021,Bexley 006C,E01000419,136,360,43,539
2021,Bexley 006D,E01000420,118,330,57,505
2021,Bexley 009D,E01000421,114,375,50,539
2021,Bexley 002C,E01000422,159,179,75,413
2021,Bexley 025C,E01000423,106,360,73,539
2021,Bexley 026A,E01000424,112,428,94,634
2021,Bexley 025D,E01000425,173,430,55,658
2021,Bexley 026B,E01000426,101,282,68,451
2021,Bexley 026C,E01000427,132,509,97,738
2021,Bexley 027D,E01000428,197,437,83,717
2021,Bexley 008B,E01000429,168,252,80,500
2021,Bexley 008C,E01000430,200,242,90,532
2021,Bexley 008D,E01000431,136,203,83,422
2021,Bexley 008F,E01000433,235,284,90,609
2021,Bexley 008G,E01000434,181,288,70,539
2021,Bexley 010E,E01000435,136,278,67,481
2021,Bexley 011E,E01000436,122,362,49,533
2021,Bexley 007A,E01000437,96,238,62,396
2021,Bexley 007B,E01000438,139,282,63,484
2021,Bexley 007C,E01000439,134,245,71,450
2021,Bexley 007D,E01000440,119,315,64,498
2021,Bexley 007E,E01000441,195,281,75,551
2021,Bexley 006E,E01000442,139,336,72,547
2021,Bexley 024B,E01000443,106,258,39,403
2021,Bexley 023B,E01000444,123,405,77,605
2021,Bexley 024C,E01000445,107,422,42,571
2021,Bexley 024D,E01000446,71,261,50,382
2021,Bexley 023C,E01000447,114,332,84,530
2021,Bexley 023D,E01000448,71,345,59,475
2021,Bexley 023E,E01000449,115,438,48,601
2021,Bexley 009E,E01000450,152,318,57,527
2021,Bexley 009F,E01000451,130,290,78,498
2021,Bexley 009G,E01000452,99,219,52,370
2021,Bexley 013B,E01000453,102,271,55,428
2021,Bexley 013C,E01000454,163,304,82,549
2021,Bexley 013D,E01000455,158,324,89,571
2021,Bexley 013E,E01000456,112,240,50,402
2021,Bexley 026D,E01000457,177,413,176,766
2021,Bexley 027E,E01000458,106,452,57,615
2021,Bexley 027F,E01000459,158,501,96,755
2021,Bexley 022E,E01000460,58,310,39,407
2021,Bexley 024E,E01000461,106,349,67,522
2021,Bexley 026E,E01000462,172,473,156,801
2021,Bexley 025E,E01000463,83,234,49,366
2021,Bexley 002D,E01000464,218,225,88,531
2021,Bexley 002E,E01000465,185,294,91,570
2021,Bexley 001A,E01000466,204,260,91,555
2021,Bexley 001B,E01000467,186,265,82,533
2021,Bexley 001C,E01000468,358,309,143,810
2021,Bexley 001D,E01000469,140,223,105,468
2021,Bexley 002F,E01000470,172,212,73,457
2021,Brent 026A,E01000471,227,216,98,541
2021,Brent 029A,E01000472,293,254,106,653
2021,Brent 029B,E01000473,493,278,130,901
2021,Brent 026B,E01000474,413,246,97,756
2021,Brent 029C,E01000475,332,249,107,688
2021,Brent 026C,E01000476,316,336,97,749
2021,Brent 026D,E01000477,347,242,98,687
2021,Brent 029D,E01000478,374,326,122,822
2021,Brent 009A,E01000479,286,293,87,666
2021,Brent 006A,E01000480,243,276,93,612
2021,Brent 009B,E01000481,219,209,90,518
2021,Brent 009D,E01000483,295,250,110,655
2021,Brent 006B,E01000484,336,265,88,689
2021,Brent 006C,E01000485,285,281,68,634
2021,Brent 006D,E01000486,243,299,71,613
2021,Brent 006E,E01000487,331,295,101,727
2021,Brent 022A,E01000488,227,209,71,507
2021,Brent 030A,E01000489,257,227,111,595
2021,Brent 023A,E01000490,215,212,88,515
2021,Brent 030B,E01000491,255,307,116,678
2021,Brent 030C,E01000492,127,201,58,386
2021,Brent 030D,E01000493,141,277,86,504
2021,Brent 023B,E01000494,305,293,85,683
2021,Brent 023C,E01000495,218,264,85,567
2021,Brent 011A,E01000497,300,380,112,792
2021,Brent 010B,E01000498,317,256,67,640
2021,Brent 011B,E01000499,328,245,117,690
2021,Brent 011C,E01000501,314,277,122,713
2021,Brent 011D,E01000502,304,263,94,661
2021,Brent 011E,E01000503,276,363,102,741
2021,Brent 018A,E01000504,190,239,81,510
2021,Brent 018B,E01000505,232,321,86,639
2021,Brent 014A,E01000506,240,216,82,538
2021,Brent 018C,E01000507,197,281,92,570
2021,Brent 025A,E01000508,424,373,116,913
2021,Brent 014B,E01000509,252,250,68,570
2021,Brent 014C,E01000510,292,244,87,623
2021,Brent 014D,E01000511,262,230,108,600
2021,Brent 018D,E01000512,218,284,108,610
2021,Brent 002A,E01000513,204,318,73,595
2021,Brent 002B,E01000514,198,211,70,479
2021,Brent 003A,E01000515,271,222,94,587
2021,Brent 002C,E01000516,276,297,129,702
2021,Brent 003B,E01000517,172,309,91,572
2021,Brent 005A,E01000518,243,333,92,668
2021,Brent 005B,E01000519,289,285,84,658
2021,Brent 002D,E01000520,218,295,86,599
2021,Brent 025B,E01000521,422,335,125,882
2021,Brent 025C,E01000522,285,298,107,690
2021,Brent 031A,E01000523,343,248,144,735
2021,Brent 031B,E01000524,379,315,155,849
2021,Brent 031C,E01000525,225,254,122,601
2021,Brent 025D,E01000526,423,341,100,864
2021,Brent 025E,E01000527,299,274,141,714
2021,Brent 025F,E01000528,260,245,97,602
2021,Brent 033A,E01000530,151,291,84,526
2021,Brent 033B,E01000531,256,280,91,627
2021,Brent 033C,E01000532,124,218,66,408
2021,Brent 031E,E01000533,352,353,103,808
2021,Brent 033D,E01000534,138,237,84,459
2021,Brent 031F,E01000535,225,282,111,618
2021,Brent 004A,E01000536,198,307,65,570
2021,Brent 004B,E01000538,174,300,45,519
2021,Brent 004C,E01000539,187,298,60,545
2021,Brent 004D,E01000540,147,306,53,506
2021,Brent 004E,E01000541,180,213,64,457
2021,Brent 003E,E01000543,212,260,82,554
2021,Brent 034A,E01000544,231,215,102,548
2021,Brent 028A,E01000545,201,259,111,571
2021,Brent 028B,E01000546,204,233,79,516
2021,Brent 028C,E01000547,149,228,93,470
2021,Brent 028D,E01000548,202,257,107,566
2021,Brent 028E,E01000549,117,233,86,436
2021,Brent 034B,E01000550,309,317,136,762
2021,Brent 034C,E01000551,432,410,145,987
2021,Brent 034D,E01000552,255,172,85,512
2021,Brent 015A,E01000553,260,247,110,617
2021,Brent 015B,E01000554,239,251,99,589
2021,Brent 015C,E01000555,228,227,75,530
2021,Brent 015D,E01000556,328,223,132,683
2021,Brent 015E,E01000557,281,231,136,648
2021,Brent 015F,E01000558,143,256,76,475
2021,Brent 018E,E01000559,182,220,66,468
2021,Brent 023D,E01000560,139,236,82,457
2021,Brent 023E,E01000561,233,239,161,633
2021,Brent 008A,E01000562,181,312,55,548
2021,Brent 008B,E01000563,211,286,61,558
2021,Brent 013A,E01000564,199,202,78,479
2021,Brent 013B,E01000565,236,253,77,566
2021,Brent 008C,E01000566,184,256,70,510
2021,Brent 016A,E01000567,192,208,68,468
2021,Brent 008D,E01000568,277,362,190,829
2021,Brent 008E,E01000569,168,287,72,527
2021,Brent 012A,E01000570,217,274,81,572
2021,Brent 012B,E01000571,297,253,79,629
2021,Brent 007A,E01000572,154,243,72,469
2021,Brent 007B,E01000573,216,240,85,541
2021,Brent 007C,E01000574,160,245,74,479
2021,Brent 007D,E01000575,219,239,95,553
2021,Brent 012C,E01000576,231,270,102,603
2021,Brent 007E,E01000577,369,288,133,790
2021,Brent 012D,E01000578,372,409,99,880
2021,Brent 032A,E01000579,131,244,87,462
2021,Brent 032B,E01000580,210,335,98,643
2021,Brent 030E,E01000581,135,201,98,434
2021,Brent 032C,E01000582,146,278,73,497
2021,Brent 032D,E01000583,171,317,129,617
2021,Brent 033E,E01000584,130,260,62,452
