date,geography,geography code,Second address type: Another address when working away from home,Second address type: Another parent or guardian's address,Second address type: Armed forces base address,Second address type: Holiday home,Second address type: Other,Second address type: Partner's address,Second address type: Second address type not specified,Second address type: Student's home address,Second address type: Student's term-time address,Second address type: Total: All usual residents
2021,Croydon 036D,E01001081,2,14,0,4,9,8,0,2,0,39
2021,Croydon 032E,E01001082,2,14,1,2,7,8,0,1,0,35
2021,Croydon 003A,E01001083,8,13,0,17,8,2,0,0,1,49
2021,Croydon 002A,E01001084,9,21,0,33,24,11,0,4,0,102
2021,Croydon 004A,E01001085,3,18,0,5,24,11,0,1,1,63
2021,Croydon 003B,E01001086,4,15,0,7,22,5,0,0,0,53
2021,Croydon 003C,E01001087,8,37,1,7,56,21,0,1,2,133
2021,Croydon 004B,E01001088,9,17,0,6,12,6,0,2,1,53
2021,Croydon 004C,E01001089,3,11,0,11,27,7,0,4,0,63
2021,Croydon 004D,E01001090,5,24,0,13,36,8,0,0,0,86
2021,Croydon 004E,E01001091,9,10,1,13,15,10,0,4,0,62
2021,Croydon 037B,E01001092,7,29,0,31,27,6,0,0,1,101
2021,Croydon 037C,E01001093,6,38,0,14,15,6,0,5,1,85
2021,Croydon 038E,E01001094,16,14,0,20,24,5,0,2,0,81
2021,Croydon 031D,E01001095,3,17,0,1,17,3,0,0,0,41
2021,Croydon 037D,E01001096,7,16,0,18,17,5,0,2,1,66
2021,Croydon 037E,E01001097,7,42,0,18,26,16,0,2,0,111
2021,Croydon 037F,E01001098,10,8,0,22,10,7,0,1,1,59
2021,Croydon 040D,E01001099,3,11,1,6,9,8,0,0,0,38
2021,Croydon 031E,E01001100,5,18,1,13,26,10,0,0,3,76
2021,Croydon 035B,E01001101,3,9,0,9,9,5,0,3,0,38
2021,Croydon 035C,E01001102,4,17,0,21,10,5,0,0,0,57
2021,Croydon 039A,E01001103,7,13,0,25,11,6,0,2,1,65
2021,Croydon 042D,E01001104,4,15,3,10,18,8,0,0,2,60
2021,Croydon 039B,E01001105,2,26,0,8,11,8,0,4,0,59
2021,Croydon 039C,E01001106,7,14,0,8,10,4,0,0,0,43
2021,Croydon 035D,E01001107,4,15,2,28,18,9,0,5,0,81
2021,Croydon 035E,E01001108,9,14,0,23,16,5,0,1,0,68
2021,Croydon 013B,E01001109,7,29,0,6,27,13,0,3,0,85
2021,Croydon 020D,E01001110,11,28,1,2,16,10,0,2,1,71
2021,Croydon 010D,E01001111,6,6,0,7,13,9,0,2,0,43
2021,Croydon 013C,E01001112,4,24,0,2,23,10,0,2,2,67
2021,Croydon 013D,E01001113,5,19,0,9,25,10,0,4,0,72
2021,Croydon 013E,E01001114,7,17,0,4,13,11,0,2,1,55
2021,Croydon 015B,E01001115,7,9,0,6,12,3,0,3,2,42
2021,Croydon 013F,E01001116,1,15,0,9,20,4,0,2,0,51
2021,Croydon 020E,E01001118,7,22,0,6,17,7,0,5,0,64
2021,Croydon 034G,E01001119,0,15,1,16,14,4,0,2,0,52
2021,Croydon 033A,E01001120,3,14,0,8,12,8,0,3,0,48
2021,Croydon 039D,E01001121,8,9,0,24,19,0,0,1,3,64
2021,Croydon 033B,E01001122,7,41,0,25,29,8,0,56,1,167
2021,Croydon 033C,E01001123,6,11,1,13,11,11,0,2,0,55
2021,Croydon 033D,E01001124,5,4,0,24,12,2,0,0,0,47
2021,Croydon 033E,E01001125,2,16,1,13,12,7,0,3,0,54
2021,Croydon 034H,E01001126,3,17,1,6,14,10,0,1,0,52
2021,Croydon 025A,E01001127,8,8,0,21,17,12,0,0,0,66
2021,Croydon 025B,E01001128,3,5,0,9,17,7,0,3,0,44
2021,Croydon 026D,E01001129,3,10,0,5,8,7,0,3,1,37
2021,Croydon 025C,E01001130,0,16,0,4,19,4,0,5,0,48
2021,Croydon 018C,E01001131,3,22,1,3,15,7,0,2,0,53
2021,Croydon 018D,E01001132,3,14,0,8,21,3,0,1,0,50
2021,Croydon 026E,E01001133,3,19,0,22,22,6,0,0,0,72
2021,Croydon 018E,E01001134,1,19,0,10,13,8,0,1,0,52
2021,Croydon 025D,E01001135,8,10,0,22,15,9,0,0,1,65
2021,Croydon 007A,E01001136,5,28,0,4,22,14,0,1,0,74
2021,Croydon 001A,E01001137,3,48,2,24,29,23,0,0,0,129
2021,Croydon 001B,E01001138,5,24,1,16,16,7,0,0,0,69
2021,Croydon 007B,E01001139,4,18,0,6,27,7,0,1,0,63
2021,Croydon 007C,E01001140,4,27,0,7,13,9,0,1,0,61
2021,Croydon 008A,E01001141,3,18,0,2,14,6,0,1,0,44
2021,Croydon 007D,E01001142,4,19,0,11,13,3,0,3,0,53
2021,Croydon 008B,E01001143,4,19,0,21,16,11,0,5,0,76
2021,Croydon 007E,E01001144,4,40,0,7,22,20,0,3,0,96
2021,Croydon 008C,E01001145,1,23,0,1,19,12,0,1,1,58
2021,Croydon 006A,E01001146,3,9,0,7,6,6,0,1,0,32
2021,Croydon 005A,E01001147,8,18,0,3,15,4,0,1,2,51
2021,Croydon 005B,E01001148,3,16,0,5,12,11,0,3,1,51
2021,Croydon 006B,E01001149,6,29,0,6,14,7,0,0,0,62
2021,Croydon 006C,E01001150,4,13,1,11,21,11,0,4,1,66
2021,Croydon 005C,E01001151,5,5,2,5,22,4,0,2,0,45
2021,Croydon 005D,E01001152,9,9,0,5,31,6,0,1,2,63
2021,Croydon 006D,E01001153,4,17,0,4,31,13,0,2,0,71
2021,Croydon 006E,E01001154,1,26,0,7,18,11,0,2,0,65
2021,Croydon 010E,E01001155,7,20,1,6,23,7,0,0,0,64
2021,Croydon 001C,E01001156,6,22,0,12,18,7,0,1,0,66
2021,Croydon 002B,E01001157,13,19,0,16,23,9,0,2,0,82
2021,Croydon 005E,E01001158,3,24,1,13,18,9,0,1,0,69
2021,Croydon 002C,E01001159,3,25,0,22,21,11,0,1,0,83
2021,Croydon 002D,E01001160,6,21,0,6,20,17,0,1,0,71
2021,Croydon 003D,E01001161,4,6,1,2,15,5,0,1,1,35
2021,Croydon 001D,E01001162,3,21,0,19,28,13,0,1,0,85
2021,Croydon 002E,E01001163,6,12,0,12,26,16,0,1,1,74
2021,Croydon 001E,E01001164,13,33,0,13,40,36,0,4,0,139
2021,Croydon 024C,E01001165,11,24,0,8,25,17,0,1,3,89
2021,Croydon 024D,E01001166,7,14,0,4,16,13,0,0,0,54
2021,Croydon 028A,E01001167,5,43,3,10,21,10,0,2,0,94
2021,Croydon 024E,E01001168,2,16,0,11,23,23,0,1,1,77
2021,Croydon 028B,E01001169,3,15,0,0,13,1,0,1,0,33
2021,Croydon 047D,E01001170,7,29,0,1,19,11,0,4,0,71
2021,Croydon 028C,E01001171,3,22,0,6,15,9,0,27,1,83
2021,Croydon 028D,E01001172,2,16,0,10,27,4,0,7,1,67
2021,Croydon 028E,E01001173,4,30,0,14,19,13,0,1,0,81
2021,Croydon 011A,E01001174,3,22,0,1,15,10,0,2,0,53
2021,Croydon 011B,E01001175,5,17,0,1,19,9,0,5,0,56
2021,Croydon 011C,E01001176,4,18,1,2,21,5,0,5,0,56
2021,Croydon 016C,E01001177,9,13,0,5,20,8,0,11,0,66
2021,Croydon 015D,E01001178,5,14,0,4,37,1,0,1,0,62
2021,Croydon 016D,E01001179,4,16,0,4,15,13,0,3,0,55
2021,Croydon 016E,E01001180,6,17,0,6,19,8,0,5,1,62
2021,Croydon 015E,E01001181,0,24,0,4,25,7,0,3,0,63
2021,Croydon 011D,E01001182,4,12,0,7,12,6,0,1,2,44
2021,Croydon 011E,E01001183,4,13,0,4,18,14,0,0,3,56
2021,Croydon 011F,E01001184,5,25,0,2,22,6,0,1,0,61
2021,Croydon 014B,E01001185,8,15,0,17,13,9,0,0,0,62
2021,Croydon 014C,E01001186,3,27,0,8,17,9,0,3,0,67
2021,Croydon 017E,E01001187,3,26,1,2,19,5,0,1,0,57
2021,Croydon 014D,E01001188,3,16,0,1,20,10,0,3,0,53
2021,Croydon 045B,E01001189,5,13,0,6,10,1,0,0,0,35
2021,Croydon 045C,E01001190,6,16,0,11,17,6,0,4,0,60
2021,Croydon 008D,E01001191,5,23,2,9,17,11,0,5,0,72
2021,Croydon 008E,E01001192,5,9,0,0,10,3,0,1,0,28
2021,Croydon 014E,E01001193,14,5,0,3,24,5,0,13,0,64
2021,Croydon 045D,E01001194,2,9,1,6,15,6,0,0,0,39
2021,Ealing 021A,E01001195,8,19,0,21,40,4,0,3,0,95
2021,Ealing 015A,E01001196,7,14,0,7,21,7,0,6,1,63
2021,Ealing 021B,E01001197,2,30,0,8,28,14,0,15,0,97
2021,Ealing 021C,E01001198,2,42,0,19,22,9,0,20,0,114
2021,Ealing 021D,E01001199,3,27,0,12,14,9,0,0,1,66
2021,Ealing 025A,E01001200,8,40,0,31,30,10,0,12,0,131
2021,Ealing 025B,E01001201,8,42,1,26,28,11,0,2,0,118
2021,Ealing 025C,E01001202,3,39,1,22,27,20,0,9,0,121
2021,Ealing 025D,E01001203,5,18,0,11,51,13,0,12,0,110
2021,Ealing 018A,E01001204,14,20,0,28,22,7,0,7,1,99
2021,Ealing 018B,E01001205,4,12,0,9,12,8,0,0,0,45
2021,Ealing 018C,E01001206,13,15,0,4,14,9,0,0,0,55
2021,Ealing 018D,E01001207,2,38,0,16,14,30,0,2,0,102
2021,Ealing 018E,E01001208,7,18,0,14,12,3,0,10,0,64
2021,Ealing 013A,E01001209,9,22,1,31,33,18,0,4,0,118
2021,Ealing 016A,E01001210,3,10,0,6,13,2,0,3,0,37
2021,Ealing 013B,E01001211,11,23,0,33,30,10,0,3,0,110
2021,Ealing 018F,E01001212,5,26,0,23,37,11,0,10,0,112
2021,Ealing 023A,E01001213,7,5,0,7,12,7,0,0,0,38
2021,Ealing 023B,E01001214,1,8,0,16,11,8,0,3,0,47
2021,Ealing 023C,E01001215,6,19,0,10,30,4,0,2,0,71
2021,Ealing 023D,E01001216,1,13,1,4,21,1,0,1,0,42
2021,Ealing 014A,E01001217,6,7,0,2,15,5,0,2,2,39
2021,Ealing 012A,E01001218,2,11,0,5,24,5,0,0,0,47
2021,Ealing 029A,E01001219,6,15,0,5,22,7,0,2,0,57
2021,Ealing 029B,E01001220,5,6,1,7,25,3,0,1,2,50
2021,Ealing 041B,E01001223,10,29,1,35,22,11,0,9,0,117
2021,Ealing 019B,E01001224,9,28,0,46,21,8,0,6,1,119
2021,Ealing 041A,E01001225,14,48,0,42,26,15,0,2,1,148
2021,Ealing 019C,E01001226,8,28,0,21,29,16,0,2,1,105
2021,Ealing 019D,E01001227,7,30,0,29,24,13,0,2,0,105
2021,Ealing 019E,E01001228,21,51,0,29,45,10,0,5,0,161
2021,Ealing 031A,E01001229,3,19,0,7,16,14,0,4,0,63
2021,Ealing 031B,E01001230,9,42,1,49,21,7,0,21,0,150
2021,Ealing 027A,E01001231,11,110,0,21,39,27,0,30,0,238
2021,Ealing 031C,E01001232,4,23,0,25,17,16,0,11,0,96
2021,Ealing 031D,E01001233,8,27,3,20,24,16,0,4,0,102
2021,Ealing 027B,E01001234,14,48,1,14,35,16,0,3,0,131
2021,Ealing 042D,E01001235,12,73,0,15,42,22,0,10,1,175
2021,Ealing 042C,E01001236,9,36,0,24,30,10,0,12,1,122
2021,Ealing 031E,E01001237,6,31,1,31,34,7,0,10,2,122
2021,Ealing 015C,E01001239,5,19,0,12,19,8,0,7,0,70
2021,Ealing 024A,E01001240,14,43,0,19,40,25,0,8,0,149
2021,Ealing 024B,E01001241,9,42,0,18,63,9,0,5,0,146
2021,Ealing 024C,E01001242,12,28,0,37,28,14,0,2,0,121
2021,Ealing 024D,E01001243,15,62,0,31,62,15,0,8,0,193
2021,Ealing 024E,E01001244,12,44,1,17,45,27,0,15,0,161
2021,Ealing 024F,E01001245,13,44,0,11,33,18,0,7,0,126
2021,Ealing 015D,E01001246,5,38,0,6,30,16,0,9,0,104
2021,Ealing 015E,E01001247,3,24,0,6,38,18,0,15,0,104
2021,Ealing 035A,E01001248,6,20,0,17,25,9,0,7,1,85
2021,Ealing 028A,E01001249,5,52,0,3,28,7,0,8,1,104
2021,Ealing 028B,E01001250,4,27,2,9,16,15,0,7,0,80
2021,Ealing 030A,E01001251,1,25,0,18,17,5,0,2,0,68
2021,Ealing 030B,E01001252,7,30,0,11,46,4,0,8,0,106
2021,Ealing 030C,E01001253,3,29,0,8,30,20,0,14,0,104
2021,Ealing 030D,E01001254,10,26,0,9,32,11,0,1,2,91
2021,Ealing 028C,E01001255,2,19,0,12,12,7,0,0,0,52
2021,Ealing 008A,E01001257,3,11,0,6,19,13,0,0,3,55
2021,Ealing 010B,E01001258,10,9,0,10,13,3,0,3,0,48
2021,Ealing 014B,E01001259,5,10,3,11,18,8,0,2,1,58
2021,Ealing 012B,E01001260,7,11,0,10,35,8,0,4,1,76
2021,Ealing 012C,E01001261,5,26,1,2,25,26,0,3,0,88
2021,Ealing 010C,E01001262,4,8,0,9,15,5,0,1,0,42
2021,Ealing 010D,E01001263,5,12,0,8,21,14,0,1,0,61
2021,Ealing 010E,E01001264,4,17,1,8,14,7,0,3,1,55
2021,Ealing 006A,E01001265,5,11,0,12,25,11,0,5,0,69
2021,Ealing 006B,E01001266,12,14,0,25,23,10,0,4,0,88
2021,Ealing 006C,E01001267,4,15,2,10,30,9,0,1,3,74
2021,Ealing 012D,E01001268,6,10,0,10,24,8,0,2,0,60
2021,Ealing 001A,E01001269,10,17,0,13,37,7,0,5,0,89
2021,Ealing 004A,E01001270,6,12,0,5,27,10,0,1,0,61
2021,Ealing 001B,E01001271,10,17,1,2,21,10,0,3,0,64
2021,Ealing 006D,E01001272,4,13,0,18,28,12,0,1,0,76
2021,Ealing 041C,E01001273,17,20,0,31,39,15,0,9,0,131
2021,Ealing 041E,E01001274,8,17,1,18,38,11,0,8,0,101
2021,Ealing 041D,E01001275,12,54,0,22,41,11,0,7,0,147
2021,Ealing 011A,E01001276,10,8,0,15,36,8,0,1,0,78
2021,Ealing 011B,E01001277,13,19,0,14,38,14,0,0,0,98
2021,Ealing 011C,E01001278,10,30,0,20,41,15,0,5,0,121
2021,Ealing 013C,E01001279,4,17,1,46,25,5,0,3,0,101
2021,Ealing 011D,E01001280,6,35,0,34,34,10,0,3,1,123
2021,Ealing 013D,E01001281,10,41,0,28,19,10,0,1,0,109
2021,Ealing 016B,E01001282,1,16,0,5,9,7,0,2,0,40
2021,Ealing 016C,E01001283,4,22,0,11,21,16,0,2,0,76
2021,Ealing 022A,E01001284,8,46,0,16,23,16,0,0,0,109
2021,Ealing 016D,E01001285,5,14,0,10,22,3,0,9,2,65
2021,Ealing 016E,E01001286,10,39,0,8,23,8,0,6,0,94
2021,Ealing 016F,E01001287,0,11,0,3,13,4,0,3,0,34
2021,Ealing 022B,E01001288,7,23,0,2,27,12,0,2,0,73
2021,Ealing 022C,E01001289,2,16,0,12,25,7,0,1,0,63
2021,Ealing 022D,E01001290,4,36,0,26,27,6,0,1,0,100
2021,Ealing 014C,E01001291,4,12,0,11,17,4,0,2,1,51
2021,Ealing 014D,E01001292,6,7,1,7,11,9,0,2,0,43
2021,Ealing 014E,E01001293,4,7,0,10,17,4,0,1,0,43
2021,Ealing 017A,E01001294,2,22,0,7,29,9,0,2,1,72
2021,Ealing 017B,E01001295,8,8,0,10,28,5,0,1,0,60
2021,Ealing 017C,E01001296,4,5,0,2,11,4,0,7,0,33
2021,Ealing 017D,E01001297,6,5,0,2,29,9,0,2,1,54
2021,Ealing 017E,E01001298,5,5,0,6,25,5,0,14,0,60
2021,Ealing 035B,E01001299,5,32,1,17,32,6,0,11,0,104
2021,Ealing 039A,E01001300,7,22,1,30,12,4,0,5,0,81
2021,Ealing 039B,E01001301,4,68,0,15,34,9,0,30,0,160
2021,Ealing 039C,E01001302,7,29,0,20,26,5,0,3,1,91
2021,Ealing 032A,E01001303,0,33,0,41,44,10,0,16,1,145
2021,Ealing 039D,E01001304,8,19,0,20,11,13,0,6,0,77
2021,Ealing 035C,E01001305,4,13,0,27,15,5,0,4,1,69
2021,Ealing 035D,E01001306,6,32,1,13,27,9,0,2,0,90
2021,Ealing 002A,E01001307,13,3,0,4,19,2,0,2,0,43
2021,Ealing 002B,E01001308,8,16,0,20,22,8,0,3,0,77
2021,Ealing 001C,E01001309,10,23,2,10,28,14,0,3,1,91
2021,Ealing 001D,E01001310,4,12,0,17,17,10,0,2,2,64
2021,Ealing 001E,E01001311,7,34,0,5,26,17,0,9,1,99
2021,Ealing 002C,E01001312,12,19,0,14,39,7,0,3,0,94
2021,Ealing 002D,E01001313,9,12,0,3,15,7,0,5,0,51
2021,Ealing 002E,E01001314,8,8,0,0,18,7,0,0,0,41
2021,Ealing 003A,E01001315,1,4,0,5,22,2,0,0,0,34
2021,Ealing 003B,E01001316,7,16,0,9,20,6,0,0,0,58
2021,Ealing 003C,E01001317,5,20,0,10,27,13,0,3,0,78
2021,Ealing 003D,E01001318,3,13,0,9,23,5,0,0,0,53
2021,Ealing 004B,E01001319,1,10,0,9,23,9,0,4,1,57
2021,Ealing 003E,E01001320,4,11,0,1,16,7,0,0,2,41
2021,Ealing 003F,E01001321,8,18,0,15,38,17,0,5,0,101
2021,Ealing 004C,E01001322,9,19,1,16,41,17,0,5,1,109
2021,Ealing 004D,E01001323,3,24,0,10,19,9,0,8,0,73
2021,Ealing 008B,E01001324,3,25,1,6,32,4,0,1,0,72
2021,Ealing 009A,E01001325,4,17,0,10,23,7,0,5,0,66
2021,Ealing 008C,E01001326,5,17,1,2,23,8,0,2,0,58
2021,Ealing 009B,E01001327,5,9,0,14,20,7,0,0,1,56
2021,Ealing 009C,E01001328,6,15,1,12,20,3,0,2,0,59
2021,Ealing 009D,E01001329,9,19,0,2,17,17,0,2,1,67
2021,Ealing 008D,E01001330,5,19,1,0,21,5,0,0,0,51
2021,Ealing 009E,E01001331,2,8,0,3,19,7,0,0,0,39
2021,Ealing 008E,E01001332,0,9,0,8,13,2,0,4,0,36
2021,Ealing 038A,E01001333,2,29,0,10,45,10,0,2,1,99
2021,Ealing 029C,E01001334,0,7,0,2,22,9,0,8,0,48
2021,Ealing 038B,E01001335,3,2,0,5,18,5,0,1,0,34
2021,Ealing 038C,E01001336,7,9,0,5,16,9,0,2,2,50
2021,Ealing 029D,E01001337,7,28,0,10,18,7,0,7,0,77
2021,Ealing 029E,E01001338,2,22,0,6,24,15,0,1,0,70
2021,Ealing 029F,E01001339,2,16,0,0,27,5,0,4,1,55
2021,Ealing 029G,E01001340,3,21,1,5,16,14,0,4,2,66
2021,Ealing 005A,E01001341,7,17,0,6,24,9,0,3,1,67
2021,Ealing 005B,E01001342,8,11,0,0,26,8,0,3,0,56
2021,Ealing 005C,E01001343,5,9,0,8,35,9,0,2,0,68
2021,Ealing 007A,E01001344,4,21,0,14,43,16,0,0,0,98
2021,Ealing 005D,E01001345,5,13,0,9,19,11,0,1,0,58
2021,Ealing 007B,E01001346,8,11,0,16,24,4,0,1,0,64
2021,Ealing 007C,E01001347,6,31,0,14,32,6,0,4,0,93
2021,Ealing 007D,E01001348,11,7,0,10,28,3,0,1,0,60
2021,Ealing 006E,E01001349,1,12,0,5,16,6,0,3,2,45
2021,Ealing 027C,E01001350,8,22,0,31,39,13,0,9,1,123
2021,Ealing 025E,E01001351,3,34,0,18,28,12,0,5,0,100
2021,Ealing 027D,E01001352,10,33,0,36,37,15,0,3,1,135
2021,Ealing 033A,E01001353,14,37,0,14,25,16,0,1,0,107
2021,Ealing 027E,E01001354,13,48,0,38,38,18,0,16,2,173
2021,Ealing 033B,E01001355,9,41,0,12,31,18,0,10,0,121
2021,Ealing 033C,E01001356,0,12,0,6,20,11,0,2,0,51
2021,Ealing 033D,E01001357,11,44,0,9,65,18,0,5,1,153
2021,Ealing 033E,E01001358,8,33,5,10,39,7,0,4,0,106
2021,Ealing 026A,E01001359,4,13,0,4,19,10,0,2,0,52
2021,Ealing 026B,E01001360,11,10,0,11,44,5,0,0,0,81
2021,Ealing 023E,E01001361,8,13,0,12,40,6,0,2,0,81
2021,Ealing 026C,E01001362,5,40,0,23,30,11,0,0,0,109
2021,Ealing 026D,E01001363,2,14,0,8,24,10,0,3,0,61
2021,Ealing 026E,E01001364,12,10,0,11,13,6,0,2,0,54
2021,Ealing 026F,E01001365,1,5,1,8,38,12,0,1,4,70
2021,Ealing 044C,E01001366,2,15,0,6,13,6,0,6,0,48
2021,Ealing 043B,E01001367,8,14,0,6,45,11,0,4,1,89
2021,Ealing 044D,E01001368,8,17,0,13,37,1,0,2,0,78
2021,Ealing 038D,E01001369,7,20,1,15,32,9,0,0,1,85
2021,Ealing 044A,E01001370,7,9,0,15,26,9,0,1,0,67
2021,Ealing 044B,E01001371,2,21,0,6,38,10,0,6,1,84
2021,Ealing 043C,E01001372,6,15,0,1,30,18,0,3,0,73
2021,Ealing 043A,E01001373,8,22,0,6,18,10,0,3,0,67
2021,Ealing 040A,E01001374,11,51,1,31,27,22,0,8,0,151
2021,Ealing 034A,E01001375,12,20,0,76,34,19,0,4,0,165
2021,Ealing 040B,E01001376,7,37,0,16,21,10,0,12,0,103
2021,Ealing 034B,E01001377,20,29,0,117,51,18,0,8,0,243
2021,Ealing 034C,E01001379,8,45,0,69,26,9,0,6,0,163
2021,Ealing 040C,E01001380,20,54,1,41,42,24,0,13,0,195
2021,Ealing 034D,E01001381,4,44,0,33,32,16,0,6,0,135
2021,Ealing 032B,E01001382,2,18,0,36,21,8,0,3,1,89
2021,Ealing 028D,E01001383,4,26,0,25,22,10,0,12,1,100
2021,Ealing 032C,E01001384,7,28,1,16,13,8,0,11,0,84
2021,Ealing 032D,E01001385,5,32,0,15,20,10,0,4,1,87
2021,Ealing 031F,E01001386,7,40,0,55,42,15,0,13,5,177
2021,Ealing 032E,E01001387,10,26,1,35,22,17,0,3,0,114
2021,Ealing 028E,E01001388,8,40,1,12,16,10,0,2,0,89
2021,Ealing 028F,E01001389,5,31,0,8,34,11,0,4,1,94
2021,Enfield 036A,E01001390,5,22,1,19,37,16,0,0,1,101
2021,Enfield 036B,E01001391,5,39,0,17,21,6,0,2,0,90
2021,Enfield 032A,E01001392,9,34,0,11,26,13,0,2,0,95
2021,Enfield 036C,E01001393,4,28,0,13,22,13,0,3,3,86
2021,Enfield 035A,E01001394,4,15,0,14,34,7,0,0,2,76
2021,Enfield 035B,E01001395,4,9,0,5,12,4,0,4,0,38
2021,Enfield 036D,E01001396,4,18,0,22,18,7,0,3,0,72
2021,Enfield 035C,E01001397,4,23,0,4,35,9,0,2,0,77
2021,Enfield 021A,E01001398,3,12,0,17,8,4,0,0,0,44
2021,Enfield 021B,E01001399,4,10,0,5,11,5,0,0,0,35
2021,Enfield 021C,E01001400,7,4,0,20,12,3,0,1,0,47
2021,Enfield 016A,E01001401,1,7,0,1,7,3,0,2,0,21
2021,Enfield 021D,E01001402,9,17,0,17,35,10,0,3,0,91
2021,Enfield 021E,E01001403,2,18,0,9,12,4,0,2,0,47
2021,Enfield 026A,E01001404,1,11,0,11,17,10,0,0,1,51
2021,Enfield 015A,E01001405,3,18,0,34,38,5,0,0,0,98
2021,Enfield 015B,E01001406,5,13,0,18,13,8,0,1,0,58
2021,Enfield 005A,E01001407,2,6,0,13,16,8,0,4,0,49
2021,Enfield 004A,E01001408,6,28,0,8,11,9,0,1,0,63
2021,Enfield 005B,E01001409,10,11,0,6,20,7,0,2,0,56
2021,Enfield 005C,E01001410,4,22,0,6,15,6,0,1,1,55
2021,Enfield 004B,E01001411,5,15,1,8,14,6,0,0,0,49
2021,Enfield 004C,E01001412,3,21,2,14,20,7,0,0,0,67
2021,Enfield 004D,E01001413,8,10,1,28,17,6,0,0,0,70
2021,Enfield 004E,E01001414,2,18,0,8,18,9,0,6,2,63
2021,Enfield 011A,E01001415,8,36,0,18,20,9,0,1,0,92
2021,Enfield 013A,E01001416,6,16,0,20,18,6,0,0,2,68
2021,Enfield 011B,E01001417,11,21,0,40,43,8,0,1,1,125
2021,Enfield 011C,E01001418,2,21,0,18,21,10,0,0,0,72
2021,Enfield 020A,E01001419,9,27,0,18,38,15,0,6,0,113
2021,Enfield 020B,E01001420,0,11,0,8,17,7,0,6,0,49
2021,Enfield 020C,E01001421,5,11,0,21,25,12,0,1,0,75
2021,Enfield 011D,E01001422,9,20,1,61,35,13,0,2,3,144
2021,Enfield 027A,E01001423,4,11,1,2,17,5,0,2,0,42
2021,Enfield 030A,E01001424,4,7,0,12,9,0,0,0,1,33
2021,Enfield 027B,E01001425,9,16,0,0,39,7,0,5,0,76
2021,Enfield 030B,E01001426,5,11,0,4,11,13,0,0,1,45
2021,Enfield 030C,E01001427,5,14,0,2,29,6,0,5,0,61
2021,Enfield 027C,E01001428,9,21,1,7,17,9,0,3,1,68
2021,Enfield 030D,E01001429,1,24,0,4,23,7,0,4,1,64
2021,Enfield 030E,E01001430,8,12,0,3,14,3,0,0,2,42
2021,Enfield 033A,E01001431,4,11,0,3,22,5,0,2,0,47
2021,Enfield 033B,E01001432,1,8,1,8,15,13,0,5,0,51
2021,Enfield 007A,E01001433,3,11,0,2,7,6,0,0,0,29
2021,Enfield 007B,E01001434,6,9,0,12,13,6,0,3,0,49
2021,Enfield 007C,E01001435,3,12,0,7,7,3,0,4,1,37
2021,Enfield 007D,E01001436,4,17,0,10,15,4,0,6,0,56
2021,Enfield 014A,E01001437,3,16,1,6,12,7,0,0,0,45
2021,Enfield 007E,E01001438,6,10,0,14,11,6,0,1,1,49
2021,Enfield 006A,E01001439,4,20,1,10,15,12,0,0,0,62
2021,Enfield 012A,E01001440,1,2,0,2,11,9,0,0,0,25
2021,Enfield 006B,E01001441,2,7,0,3,14,8,0,2,0,36
2021,Enfield 002A,E01001442,2,5,0,12,13,5,0,1,0,38
2021,Enfield 001A,E01001444,9,25,0,2,9,6,0,4,2,57
2021,Enfield 003B,E01001445,3,26,0,8,30,11,0,1,0,79
2021,Enfield 001B,E01001446,4,10,0,3,15,8,0,13,0,53
2021,Enfield 003C,E01001447,6,15,0,2,19,11,0,2,0,55
2021,Enfield 003D,E01001448,8,5,1,7,13,4,0,4,0,42
2021,Enfield 003E,E01001449,3,12,0,4,10,3,0,2,0,34
2021,Enfield 015C,E01001450,4,38,0,38,31,15,0,0,0,126
2021,Enfield 017A,E01001451,7,12,0,22,29,6,0,2,0,78
2021,Enfield 017B,E01001452,5,9,0,28,14,3,0,2,3,64
2021,Enfield 017C,E01001453,3,7,0,33,22,2,0,0,1,68
2021,Enfield 017D,E01001454,4,14,0,35,10,4,0,1,1,69
2021,Enfield 021F,E01001455,3,17,0,17,16,7,0,3,0,63
2021,Enfield 022A,E01001456,7,9,0,18,6,6,0,0,0,46
2021,Enfield 010A,E01001457,2,28,0,29,27,6,0,0,0,92
2021,Enfield 037A,E01001458,1,14,0,12,21,7,0,5,0,60
2021,Enfield 024A,E01001459,2,9,0,21,22,5,0,1,0,60
2021,Enfield 024B,E01001460,4,10,0,4,31,11,0,0,1,61
2021,Enfield 027D,E01001461,3,5,0,10,24,5,0,1,0,48
2021,Enfield 024C,E01001462,4,13,0,5,12,2,0,2,0,38
2021,Enfield 031A,E01001463,8,8,0,16,5,1,0,2,0,40
2021,Enfield 027E,E01001464,1,7,0,8,10,3,0,1,1,31
2021,Enfield 031B,E01001465,2,17,0,21,5,2,0,4,9,60
2021,Enfield 031C,E01001466,7,5,0,5,26,9,0,26,0,78
2021,Enfield 031D,E01001467,4,9,0,24,16,6,0,3,0,62
2021,Enfield 010B,E01001468,2,11,0,12,16,6,0,1,0,48
2021,Enfield 008A,E01001469,6,19,0,8,24,2,0,1,0,60
2021,Enfield 013B,E01001470,5,16,1,21,9,4,0,1,2,59
2021,Enfield 010C,E01001471,5,16,0,18,14,13,0,1,0,67
2021,Enfield 010D,E01001472,8,18,0,15,16,11,0,1,0,69
