date,geography,geography code,Second address type: Another address when working away from home,Second address type: Another parent or guardian's address,Second address type: Armed forces base address,Second address type: Holiday home,Second address type: Other,Second address type: Partner's address,Second address type: Second address type not specified,Second address type: Student's home address,Second address type: Student's term-time address,Second address type: Total: All usual residents
2021,Hillingdon 030B,E01002488,6,9,0,7,18,9,0,1,1,51
2021,Hillingdon 030C,E01002489,6,11,1,8,19,9,0,4,2,60
2021,Hillingdon 030D,E01002490,5,15,1,2,37,16,0,2,1,79
2021,Hillingdon 032D,E01002491,4,19,0,0,11,6,0,2,1,43
2021,Hillingdon 030E,E01002492,7,10,0,5,17,6,0,6,0,51
2021,Hillingdon 032E,E01002493,7,11,0,6,19,8,0,1,0,52
2021,Hillingdon 009C,E01002494,4,24,0,9,6,1,0,2,1,47
2021,Hillingdon 010E,E01002495,3,21,1,5,29,11,0,3,0,73
2021,Hillingdon 033A,E01002496,2,22,0,5,23,8,0,1,0,61
2021,Hillingdon 033B,E01002497,4,39,0,18,20,10,0,2,0,93
2021,Hillingdon 033C,E01002498,7,7,0,9,14,6,0,0,0,43
2021,Hillingdon 033D,E01002499,14,68,7,4,43,30,0,5,0,171
2021,Hillingdon 026B,E01002501,11,12,0,3,19,10,0,5,0,60
2021,Hillingdon 026C,E01002502,3,6,0,7,12,0,0,1,0,29
2021,Hillingdon 027C,E01002503,4,13,0,6,36,14,0,5,0,78
2021,Hillingdon 026D,E01002505,5,10,0,0,26,8,0,0,2,51
2021,Hillingdon 027E,E01002506,7,14,0,3,40,4,0,6,0,74
2021,Hillingdon 027F,E01002507,8,8,1,3,21,6,0,2,0,49
2021,Hillingdon 026E,E01002508,4,15,0,4,27,4,0,0,2,56
2021,Hillingdon 017D,E01002509,4,11,0,4,12,4,0,2,1,38
2021,Hillingdon 017E,E01002511,4,20,0,18,19,8,0,3,1,73
2021,Hillingdon 013C,E01002512,9,19,0,22,17,6,0,4,0,77
2021,Hillingdon 013D,E01002513,7,10,2,13,7,4,0,0,1,44
2021,Hillingdon 015C,E01002514,8,25,0,9,22,14,0,9,0,87
2021,Hillingdon 013E,E01002516,7,12,1,19,21,6,0,3,2,71
2021,Hillingdon 022C,E01002518,0,13,0,8,23,6,0,44,1,95
2021,Hillingdon 022D,E01002519,9,40,0,4,17,12,0,17,0,99
2021,Hillingdon 016B,E01002520,7,24,0,12,17,9,0,12,0,81
2021,Hillingdon 016C,E01002521,6,40,0,5,19,14,0,29,0,113
2021,Hillingdon 016D,E01002523,5,25,0,12,10,5,0,27,1,85
2021,Hillingdon 029B,E01002525,10,25,0,23,19,10,0,4,0,91
2021,Hillingdon 028C,E01002526,11,36,1,14,28,14,0,8,2,114
2021,Hillingdon 031D,E01002527,2,15,0,3,13,15,0,0,0,48
2021,Hillingdon 028D,E01002528,5,16,0,9,19,7,0,8,1,65
2021,Hillingdon 029C,E01002529,3,20,0,20,20,8,0,8,1,80
2021,Hillingdon 029D,E01002530,3,17,0,2,7,10,0,4,1,44
2021,Hillingdon 029E,E01002531,9,21,0,7,19,12,0,0,0,68
2021,Hillingdon 005A,E01002533,5,21,1,8,16,7,0,1,0,59
2021,Hillingdon 005B,E01002534,4,24,1,12,14,8,0,0,1,64
2021,Hillingdon 007E,E01002535,10,38,0,12,40,17,0,3,0,120
2021,Hillingdon 009D,E01002536,5,17,1,5,20,9,0,3,0,60
2021,Hillingdon 009E,E01002537,7,36,0,19,16,17,0,3,2,100
2021,Hillingdon 005C,E01002538,1,12,0,7,17,13,0,2,0,52
2021,Hillingdon 005D,E01002539,0,9,0,13,17,4,0,2,0,45
2021,Hillingdon 020C,E01002540,6,13,0,2,16,2,0,0,1,40
2021,Hillingdon 023A,E01002541,3,31,0,9,21,7,0,1,0,72
2021,Hillingdon 020D,E01002542,4,23,0,2,20,6,0,3,1,59
2021,Hillingdon 020E,E01002543,7,11,0,2,18,6,0,1,0,45
2021,Hillingdon 023B,E01002544,3,13,0,11,26,6,0,4,0,63
2021,Hillingdon 023C,E01002545,5,9,0,1,16,2,0,0,0,33
2021,Hillingdon 023D,E01002546,3,8,0,4,11,5,0,2,1,34
2021,Hillingdon 023E,E01002547,5,16,1,2,18,3,0,1,0,46
2021,Hillingdon 025A,E01002548,3,32,0,5,10,5,0,3,0,58
2021,Hillingdon 025B,E01002549,2,30,0,12,14,7,0,2,1,68
2021,Hillingdon 022E,E01002550,3,29,0,12,27,7,0,2,0,80
2021,Hillingdon 025C,E01002551,5,23,1,10,14,7,0,25,0,85
2021,Hillingdon 025D,E01002552,5,11,1,13,12,8,0,0,0,50
2021,Hillingdon 025E,E01002553,3,26,1,4,16,3,0,3,0,56
2021,Hounslow 022A,E01002555,6,27,0,11,37,8,0,5,0,94
2021,Hounslow 022B,E01002556,8,12,0,13,21,9,0,3,0,66
2021,Hounslow 023A,E01002557,5,9,0,6,20,29,0,1,0,70
2021,Hounslow 023B,E01002558,5,24,2,5,22,13,0,2,1,74
2021,Hounslow 023C,E01002559,8,19,0,6,18,5,0,4,1,61
2021,Hounslow 023D,E01002560,4,13,0,21,22,9,0,4,1,74
2021,Hounslow 023E,E01002561,7,11,0,5,25,6,0,10,1,65
2021,Hounslow 030D,E01002562,12,28,0,6,22,5,0,34,0,107
2021,Hounslow 006A,E01002563,4,35,0,23,25,14,0,15,0,116
2021,Hounslow 031E,E01002564,2,27,0,13,21,10,0,8,0,81
2021,Hounslow 006B,E01002565,8,36,0,25,34,26,0,15,0,144
2021,Hounslow 006C,E01002567,18,22,0,22,29,21,0,3,0,115
2021,Hounslow 001A,E01002569,26,46,1,57,45,19,0,8,0,202
2021,Hounslow 001B,E01002570,9,31,0,38,44,19,0,4,0,145
2021,Hounslow 007A,E01002571,14,25,0,80,30,17,0,5,1,172
2021,Hounslow 007B,E01002572,3,23,0,11,18,19,0,4,0,78
2021,Hounslow 001C,E01002573,15,23,0,120,56,15,0,13,0,242
2021,Hounslow 001D,E01002574,8,57,0,65,28,11,0,24,0,193
2021,Hounslow 001E,E01002575,9,31,0,109,25,11,0,9,0,194
2021,Hounslow 008A,E01002576,7,34,0,61,19,9,0,1,0,131
2021,Hounslow 007C,E01002577,7,50,0,56,40,12,0,4,0,169
2021,Hounslow 007D,E01002578,11,25,1,64,17,12,0,1,0,131
2021,Hounslow 008B,E01002579,9,29,0,78,26,17,0,14,0,173
2021,Hounslow 008C,E01002580,1,28,0,28,19,9,0,5,0,90
2021,Hounslow 008D,E01002581,5,46,0,79,45,12,0,4,0,191
2021,Hounslow 008E,E01002582,6,35,0,54,26,10,0,6,0,137
2021,Hounslow 013A,E01002583,6,5,0,13,24,8,0,1,0,57
2021,Hounslow 013B,E01002584,1,13,0,16,29,5,0,4,0,68
2021,Hounslow 013C,E01002585,3,13,0,13,16,7,0,0,1,53
2021,Hounslow 013D,E01002586,8,29,0,15,32,19,0,3,0,106
2021,Hounslow 016A,E01002587,6,19,0,6,26,11,0,0,0,68
2021,Hounslow 016B,E01002588,6,31,3,8,27,11,0,0,0,86
2021,Hounslow 013E,E01002589,4,13,0,8,63,17,0,2,1,108
2021,Hounslow 022C,E01002590,7,23,2,11,22,18,0,1,0,84
2021,Hounslow 024A,E01002591,3,11,2,3,28,10,0,6,0,63
2021,Hounslow 022D,E01002592,3,17,0,21,20,11,0,3,0,75
2021,Hounslow 024B,E01002593,7,16,1,10,12,13,0,1,0,60
2021,Hounslow 024C,E01002594,9,25,0,19,38,14,0,4,0,109
2021,Hounslow 022E,E01002595,6,15,1,11,19,13,0,2,0,67
2021,Hounslow 027A,E01002596,0,58,0,3,25,15,0,2,0,103
2021,Hounslow 025B,E01002598,10,20,0,12,19,8,0,1,4,74
2021,Hounslow 025C,E01002599,3,14,0,2,18,8,0,1,0,46
2021,Hounslow 025D,E01002600,5,10,0,5,10,9,0,3,0,42
2021,Hounslow 027B,E01002601,4,17,0,9,14,10,0,2,1,57
2021,Hounslow 027C,E01002602,1,13,0,6,21,10,0,0,1,52
2021,Hounslow 025E,E01002603,11,23,0,12,21,6,0,1,1,75
2021,Hounslow 026A,E01002604,7,13,0,0,20,16,0,0,0,56
2021,Hounslow 026B,E01002605,3,15,2,17,13,9,0,4,0,63
2021,Hounslow 026C,E01002606,1,11,0,14,16,6,0,7,1,56
2021,Hounslow 026D,E01002607,4,32,1,10,26,11,0,0,0,84
2021,Hounslow 028A,E01002608,4,18,0,12,21,8,0,0,1,64
2021,Hounslow 028B,E01002609,5,17,1,6,16,7,0,1,0,53
2021,Hounslow 028C,E01002610,7,13,0,6,20,7,0,2,0,55
2021,Hounslow 024D,E01002611,7,15,0,9,19,7,0,1,2,60
2021,Hounslow 024E,E01002612,3,25,0,18,19,14,0,5,0,84
2021,Hounslow 024F,E01002613,9,10,0,12,24,8,0,2,0,65
2021,Hounslow 027D,E01002614,3,22,0,16,19,11,0,1,2,74
2021,Hounslow 026E,E01002615,3,6,0,12,11,2,0,4,0,38
2021,Hounslow 027E,E01002616,6,19,1,11,11,9,0,1,0,58
2021,Hounslow 028D,E01002617,4,34,0,31,24,7,0,1,0,101
2021,Hounslow 011A,E01002618,2,22,0,16,20,4,0,1,1,66
2021,Hounslow 010A,E01002619,5,23,0,3,45,18,0,9,0,103
2021,Hounslow 004A,E01002620,6,28,0,9,38,11,0,3,1,96
2021,Hounslow 011B,E01002621,12,27,0,8,34,4,0,4,0,89
2021,Hounslow 010B,E01002622,6,17,1,7,18,8,0,3,0,60
2021,Hounslow 011C,E01002623,6,14,0,8,33,11,0,1,1,74
2021,Hounslow 017A,E01002624,5,12,0,16,34,16,0,0,0,83
2021,Hounslow 004B,E01002625,7,16,0,10,35,10,0,7,0,85
2021,Hounslow 004C,E01002626,3,7,0,9,19,6,0,1,0,45
2021,Hounslow 004D,E01002627,8,16,0,7,20,6,0,2,0,59
2021,Hounslow 011D,E01002628,6,19,0,9,36,11,0,2,2,85
2021,Hounslow 011E,E01002629,9,20,0,7,49,12,0,2,2,101
2021,Hounslow 012A,E01002630,7,20,0,7,28,11,0,3,0,76
2021,Hounslow 004E,E01002631,3,22,0,1,32,7,0,0,0,65
2021,Hounslow 010C,E01002632,6,12,0,17,15,16,0,2,0,68
2021,Hounslow 005A,E01002633,3,38,0,14,20,5,0,2,1,83
2021,Hounslow 005B,E01002634,6,8,0,3,19,2,0,2,0,40
2021,Hounslow 010D,E01002635,2,27,0,1,34,16,0,0,1,81
2021,Hounslow 010E,E01002636,9,12,0,6,36,10,0,4,1,78
2021,Hounslow 005C,E01002637,2,9,0,4,26,5,0,5,0,51
2021,Hounslow 005D,E01002638,5,15,0,7,33,9,0,4,0,73
2021,Hounslow 012B,E01002639,6,10,0,7,41,6,0,0,0,70
2021,Hounslow 012C,E01002640,10,54,0,45,43,21,0,3,0,176
2021,Hounslow 018A,E01002641,8,46,0,12,61,21,0,11,0,159
2021,Hounslow 015B,E01002643,5,32,0,8,24,17,0,7,1,94
2021,Hounslow 015C,E01002645,6,32,1,20,33,14,0,6,1,113
2021,Hounslow 017B,E01002646,5,18,0,12,24,6,0,12,0,77
2021,Hounslow 021A,E01002647,16,21,0,5,25,4,0,5,0,76
2021,Hounslow 018D,E01002649,6,30,0,1,43,20,0,3,0,103
2021,Hounslow 021B,E01002650,8,23,1,4,27,7,0,3,0,73
2021,Hounslow 021C,E01002651,4,12,0,5,41,6,0,3,0,71
2021,Hounslow 021D,E01002652,5,20,0,4,11,9,0,3,1,53
2021,Hounslow 019A,E01002653,9,23,1,12,18,10,0,4,1,78
2021,Hounslow 019B,E01002654,12,13,0,25,24,10,0,6,3,93
2021,Hounslow 019C,E01002655,8,15,0,16,20,7,0,0,0,66
2021,Hounslow 019D,E01002656,4,14,0,7,16,1,0,0,1,43
2021,Hounslow 018E,E01002657,1,9,1,8,12,5,0,1,2,39
2021,Hounslow 015D,E01002658,3,7,0,6,12,4,0,4,0,36
2021,Hounslow 019E,E01002659,3,12,0,7,23,6,0,1,0,52
2021,Hounslow 016C,E01002660,8,36,0,13,47,9,0,2,0,115
2021,Hounslow 016D,E01002661,3,26,0,14,31,16,0,6,0,96
2021,Hounslow 017C,E01002662,10,52,0,3,46,16,0,4,1,132
2021,Hounslow 017D,E01002663,3,18,0,18,106,13,0,3,0,161
2021,Hounslow 016E,E01002665,3,22,0,5,25,11,0,0,0,66
2021,Hounslow 021E,E01002666,5,50,1,3,25,12,0,1,0,97
2021,Hounslow 020A,E01002667,10,39,0,39,41,24,0,13,1,167
2021,Hounslow 014A,E01002668,7,31,0,9,39,14,0,4,2,106
2021,Hounslow 014B,E01002669,1,22,0,1,12,9,0,0,0,45
2021,Hounslow 020B,E01002670,11,23,0,24,16,12,0,12,0,98
2021,Hounslow 020C,E01002671,3,19,0,8,21,6,0,7,0,64
2021,Hounslow 020D,E01002672,11,19,0,0,30,12,0,5,0,77
2021,Hounslow 020E,E01002673,4,12,0,2,11,2,0,0,0,31
2021,Hounslow 012D,E01002674,21,27,1,31,40,9,0,3,2,134
2021,Hounslow 009A,E01002675,7,25,0,7,38,9,0,3,0,89
2021,Hounslow 012E,E01002676,13,16,0,8,28,10,0,0,0,75
2021,Hounslow 015E,E01002677,4,36,0,17,37,12,0,6,2,114
2021,Hounslow 009B,E01002678,5,38,1,17,30,14,0,17,0,122
2021,Hounslow 009C,E01002679,9,22,0,11,33,10,0,3,1,89
2021,Hounslow 009D,E01002680,6,36,0,15,29,8,0,3,1,98
2021,Hounslow 014C,E01002681,9,32,0,10,37,9,0,42,1,140
2021,Hounslow 014D,E01002682,6,31,0,11,36,12,0,5,0,101
2021,Hounslow 006E,E01002686,12,17,0,7,14,8,0,2,3,63
2021,Hounslow 029A,E01002687,14,42,0,31,52,19,0,3,1,162
2021,Hounslow 007E,E01002689,8,25,0,33,20,18,0,3,1,108
2021,Hounslow 007F,E01002690,11,17,0,82,39,19,0,0,2,170
2021,Hounslow 029B,E01002691,8,30,0,29,33,14,0,26,0,140
2021,Hounslow 029C,E01002692,12,59,0,52,35,28,0,1,1,188
2021,Hounslow 029D,E01002693,8,44,0,63,51,19,0,11,0,196
2021,Islington 019A,E01002694,4,44,0,13,20,5,0,15,0,101
2021,Islington 021A,E01002695,8,40,0,10,34,26,0,39,0,157
2021,Islington 020A,E01002696,10,45,0,48,40,26,0,9,0,178
2021,Islington 019B,E01002697,2,74,0,15,35,16,0,49,0,191
2021,Islington 017A,E01002698,36,66,0,66,53,29,0,12,0,262
2021,Islington 017B,E01002699,11,44,0,36,25,21,0,14,0,151
2021,Islington 017C,E01002700,10,40,0,129,40,11,0,19,0,249
2021,Islington 023A,E01002701,6,49,0,7,10,11,0,22,0,105
2021,Islington 023B,E01002702,10,81,0,15,47,15,0,104,2,274
2021,Islington 023C,E01002703,6,85,0,9,51,22,0,34,0,207
2021,Islington 023D,E01002704,9,92,0,22,36,22,0,144,1,326
2021,Islington 023E,E01002706,12,71,0,45,41,22,0,60,0,251
2021,Islington 022B,E01002707,5,57,0,19,38,19,0,51,0,189
2021,Islington 015A,E01002708,15,62,0,14,37,20,0,60,0,208
2021,Islington 019C,E01002709,6,76,0,5,23,14,0,65,0,189
2021,Islington 019D,E01002710,8,81,0,13,18,28,0,56,0,204
2021,Islington 021B,E01002711,17,136,0,28,59,42,0,129,1,412
2021,Islington 015B,E01002712,10,58,0,12,20,11,0,21,0,132
2021,Islington 015C,E01002713,12,116,0,3,44,15,0,51,0,241
2021,Islington 017D,E01002714,10,57,0,54,32,22,0,25,1,201
2021,Islington 019E,E01002715,7,28,0,15,31,9,0,26,0,116
2021,Islington 014A,E01002716,11,44,0,9,34,15,0,6,0,119
2021,Islington 016A,E01002717,10,53,1,36,22,6,0,2,0,130
2021,Islington 014B,E01002718,14,46,0,79,30,15,0,10,0,194
2021,Islington 016B,E01002719,12,44,1,84,36,16,0,6,0,199
2021,Islington 016C,E01002720,6,43,0,12,33,13,0,9,0,116
2021,Islington 014C,E01002721,7,35,0,34,15,11,0,1,0,103
2021,Islington 018A,E01002722,3,35,0,29,13,13,0,12,0,105
2021,Islington 022C,E01002723,5,71,0,19,23,23,0,105,0,246
2021,Islington 022D,E01002724,19,117,0,60,90,47,0,146,0,479
2021,Islington 022E,E01002725,5,40,0,14,10,13,0,79,1,162
2021,Islington 022F,E01002726,17,58,1,26,18,23,0,44,1,188
2021,Islington 021C,E01002727,16,43,0,32,39,24,0,18,0,172
2021,Islington 021D,E01002728,10,80,0,12,24,17,0,235,0,378
2021,Islington 021E,E01002729,11,43,0,44,32,20,0,31,1,182
2021,Islington 007A,E01002730,2,58,0,16,21,22,0,75,0,194
2021,Islington 005A,E01002732,6,36,0,8,22,5,0,24,0,101
2021,Islington 007C,E01002733,12,56,0,20,21,18,0,16,0,143
2021,Islington 005B,E01002734,3,53,0,9,31,16,0,38,0,150
2021,Islington 003A,E01002735,9,134,3,21,27,40,0,193,0,427
2021,Islington 005C,E01002736,3,19,0,3,22,12,0,15,0,74
2021,Islington 005D,E01002737,5,57,0,2,24,20,0,18,1,127
2021,Islington 009A,E01002738,14,46,0,68,31,16,0,10,0,185
2021,Islington 013A,E01002739,13,47,0,78,23,27,0,15,0,203
2021,Islington 013B,E01002740,16,65,0,130,80,34,0,30,0,355
2021,Islington 009B,E01002741,4,31,0,4,18,13,0,1,2,73
2021,Islington 006A,E01002742,14,43,0,48,35,22,0,12,0,174
2021,Islington 009C,E01002743,8,37,0,45,22,13,0,1,0,126
2021,Islington 009D,E01002744,3,27,3,36,15,19,0,6,0,109
2021,Islington 013C,E01002745,10,48,0,32,23,21,0,6,2,142
2021,Islington 006B,E01002747,6,36,0,33,29,20,0,12,0,136
2021,Islington 006C,E01002748,5,28,0,13,26,12,0,6,1,91
2021,Islington 006D,E01002749,5,31,0,12,21,20,0,6,0,95
2021,Islington 005E,E01002751,3,46,0,10,28,8,0,10,0,105
2021,Islington 009E,E01002752,2,33,0,30,19,15,0,6,0,105
2021,Islington 002A,E01002753,5,34,0,3,26,16,0,25,1,110
2021,Islington 002B,E01002754,6,42,0,59,14,18,0,19,0,158
2021,Islington 001A,E01002755,4,19,0,5,19,11,0,2,1,61
2021,Islington 001B,E01002756,6,23,0,18,17,14,0,4,0,82
2021,Islington 002C,E01002757,4,45,0,25,22,11,0,5,0,112
2021,Islington 001C,E01002758,4,26,0,9,30,6,0,9,0,84
2021,Islington 002D,E01002759,5,35,1,21,19,21,0,20,0,122
2021,Islington 002E,E01002760,2,38,0,8,18,14,0,19,0,99
2021,Islington 011C,E01002762,12,84,1,12,38,22,0,28,1,198
2021,Islington 007D,E01002763,4,59,0,13,21,14,0,58,0,169
2021,Islington 010A,E01002764,4,50,2,22,22,10,0,51,0,161
2021,Islington 015D,E01002765,9,100,2,16,37,25,0,225,1,415
2021,Islington 015E,E01002766,11,58,0,21,30,30,0,46,0,196
2021,Islington 011D,E01002767,5,73,0,15,36,23,0,60,0,212
2021,Islington 004A,E01002768,4,36,1,26,15,17,0,10,2,111
2021,Islington 008A,E01002769,5,46,1,42,28,26,0,56,0,204
2021,Islington 004B,E01002770,10,65,0,34,33,30,0,26,0,198
2021,Islington 004C,E01002771,13,52,0,17,14,12,0,22,0,130
2021,Islington 002F,E01002772,4,68,0,31,31,22,0,40,0,196
2021,Islington 004D,E01002773,6,18,0,7,14,6,0,13,1,65
2021,Islington 004E,E01002774,8,63,0,8,32,20,0,25,0,156
2021,Islington 014D,E01002775,11,47,0,17,22,17,0,10,0,124
2021,Islington 014E,E01002776,5,47,0,38,29,16,0,9,1,145
2021,Islington 012A,E01002777,6,57,0,29,25,19,0,10,0,146
2021,Islington 012B,E01002778,6,37,0,14,24,7,0,13,0,101
2021,Islington 012C,E01002779,13,66,0,19,27,27,0,89,0,241
2021,Islington 014F,E01002780,4,39,0,22,23,17,0,3,0,108
2021,Islington 012D,E01002781,7,33,0,12,38,15,0,41,0,146
2021,Islington 012E,E01002782,7,24,0,10,14,14,0,4,0,73
2021,Islington 010B,E01002783,6,50,0,14,25,21,0,37,0,153
2021,Islington 010C,E01002784,7,30,1,10,32,10,0,16,0,106
2021,Islington 008B,E01002785,6,39,0,42,37,15,0,30,1,170
2021,Islington 010D,E01002786,9,50,0,7,33,27,0,15,0,141
2021,Islington 010E,E01002787,6,51,0,12,25,13,0,25,0,132
2021,Islington 008C,E01002788,17,58,1,25,30,17,0,11,2,161
2021,Islington 008D,E01002789,13,44,0,69,35,26,0,18,2,207
2021,Islington 016D,E01002790,4,34,0,2,32,7,0,12,0,91
2021,Islington 016E,E01002791,15,70,0,54,41,21,0,15,0,216
2021,Islington 017E,E01002792,14,68,0,49,27,21,0,23,0,202
2021,Islington 016F,E01002793,5,52,0,17,17,21,0,14,1,127
2021,Islington 020B,E01002794,17,78,1,69,45,38,0,33,0,281
2021,Islington 013D,E01002795,14,71,0,30,24,27,0,27,0,193
2021,Islington 013E,E01002796,3,37,1,14,27,9,0,19,0,110
2021,Islington 018B,E01002797,8,53,0,31,26,18,0,11,0,147
2021,Islington 018C,E01002798,17,51,0,61,49,25,0,9,0,212
2021,Islington 018D,E01002799,10,52,0,7,19,13,0,27,1,129
2021,Islington 018E,E01002800,10,40,0,8,10,8,0,7,1,84
2021,Islington 020C,E01002801,6,53,0,60,26,22,0,7,0,174
2021,Islington 020D,E01002802,5,40,0,59,44,16,0,39,0,203
2021,Islington 001D,E01002804,2,32,0,7,18,15,0,7,0,81
2021,Islington 003B,E01002805,4,34,0,15,18,30,0,8,0,109
2021,Islington 003C,E01002806,6,49,0,21,14,15,0,10,0,115
2021,Islington 001E,E01002807,7,59,0,10,17,16,0,25,0,134
2021,Islington 003D,E01002808,7,47,0,10,32,15,0,25,0,136
2021,Islington 003E,E01002809,9,41,0,13,10,16,0,11,0,100
2021,Islington 003F,E01002810,4,33,0,6,25,14,0,18,0,100
2021,Islington 001F,E01002811,8,30,0,8,21,7,0,5,0,79
2021,Kensington and Chelsea 013A,E01002812,14,48,0,86,66,23,0,58,0,295
2021,Kensington and Chelsea 011A,E01002813,41,40,0,160,73,18,0,12,0,344
2021,Kensington and Chelsea 015A,E01002814,28,71,0,68,91,34,0,65,0,357
2021,Kensington and Chelsea 011B,E01002815,24,34,1,68,62,20,0,33,0,242
2021,Kensington and Chelsea 011C,E01002816,22,41,0,73,53,18,0,12,1,220
2021,Kensington and Chelsea 011D,E01002817,19,49,0,127,83,19,0,22,3,322
2021,Kensington and Chelsea 012A,E01002818,23,55,0,117,81,31,0,116,0,423
2021,Kensington and Chelsea 012B,E01002819,37,39,0,85,97,21,0,21,0,300
2021,Kensington and Chelsea 014A,E01002821,30,50,0,117,72,28,0,25,0,322
2021,Kensington and Chelsea 014B,E01002823,21,20,0,87,45,8,0,19,0,200
2021,Kensington and Chelsea 008A,E01002824,14,21,0,109,68,17,0,7,0,236
2021,Kensington and Chelsea 008B,E01002825,40,65,0,156,96,38,0,16,3,414
2021,Kensington and Chelsea 008C,E01002826,12,50,0,85,90,16,0,13,0,266
2021,Kensington and Chelsea 008D,E01002827,37,76,0,143,91,25,0,40,0,412
2021,Kensington and Chelsea 008E,E01002828,35,36,0,100,54,9,0,11,0,245
2021,Kensington and Chelsea 004A,E01002829,12,26,0,33,47,24,0,7,0,149
2021,Kensington and Chelsea 004B,E01002830,19,34,0,24,32,13,0,2,2,126
2021,Kensington and Chelsea 004C,E01002831,26,40,0,39,44,11,0,10,0,170
2021,Kensington and Chelsea 004D,E01002832,8,36,0,20,88,19,0,4,0,175
2021,Kensington and Chelsea 007A,E01002833,22,46,0,45,45,12,0,11,0,181
2021,Kensington and Chelsea 013B,E01002834,28,51,3,91,49,16,0,15,0,253
2021,Kensington and Chelsea 016C,E01002835,29,96,0,111,63,31,0,35,1,366
2021,Kensington and Chelsea 016D,E01002836,26,52,0,110,49,24,0,27,0,288
2021,Kensington and Chelsea 016E,E01002837,21,41,0,127,43,20,0,14,0,266
2021,Kensington and Chelsea 013C,E01002839,22,53,0,63,53,22,0,46,0,259
2021,Kensington and Chelsea 021A,E01002840,7,13,0,18,30,6,0,5,0,79
2021,Kensington and Chelsea 021B,E01002841,16,40,0,47,42,17,0,10,0,172
2021,Kensington and Chelsea 021C,E01002842,4,6,0,9,17,5,0,4,0,45
2021,Kensington and Chelsea 021D,E01002843,12,20,0,14,32,10,0,8,0,96
2021,Kensington and Chelsea 019A,E01002844,24,46,0,108,75,22,0,13,0,288
2021,Kensington and Chelsea 019B,E01002845,17,39,0,66,64,12,0,46,0,244
2021,Kensington and Chelsea 017A,E01002846,4,60,0,19,34,30,0,134,0,281
2021,Kensington and Chelsea 015B,E01002847,17,73,0,47,51,24,0,57,0,269
2021,Kensington and Chelsea 015C,E01002848,10,40,0,55,44,23,0,24,1,197
2021,Kensington and Chelsea 017B,E01002849,19,44,0,122,53,21,0,43,0,302
2021,Kensington and Chelsea 013D,E01002850,16,58,0,54,63,18,0,52,0,261
2021,Kensington and Chelsea 015D,E01002851,12,57,0,24,45,12,0,53,0,203
2021,Kensington and Chelsea 001A,E01002852,16,72,0,35,32,20,0,117,0,292
2021,Kensington and Chelsea 001B,E01002853,6,16,0,12,51,6,0,17,1,109
2021,Kensington and Chelsea 001C,E01002854,6,13,0,7,18,3,0,1,2,50
2021,Kensington and Chelsea 001D,E01002855,2,17,0,11,19,10,0,2,1,62
2021,Kensington and Chelsea 004E,E01002856,16,42,0,21,38,7,0,7,0,131
2021,Kensington and Chelsea 001E,E01002857,15,11,0,8,12,12,0,0,0,58
2021,Kensington and Chelsea 014C,E01002858,14,49,0,43,65,25,0,18,0,214
2021,Kensington and Chelsea 012C,E01002859,32,56,0,114,82,20,0,11,2,317
2021,Kensington and Chelsea 012D,E01002860,10,39,0,128,82,26,0,7,0,292
2021,Kensington and Chelsea 014D,E01002861,18,36,1,141,60,15,0,5,0,276
2021,Kensington and Chelsea 014E,E01002862,10,64,0,24,42,21,0,37,0,198
2021,Kensington and Chelsea 012E,E01002863,18,28,1,117,106,23,0,8,1,302
2021,Kensington and Chelsea 009A,E01002864,21,60,0,121,97,18,0,21,1,339
2021,Kensington and Chelsea 011E,E01002865,59,25,0,187,134,23,0,16,0,444
2021,Kensington and Chelsea 009B,E01002866,13,52,0,100,78,45,0,21,0,309
2021,Kensington and Chelsea 009C,E01002867,11,64,0,57,44,17,0,4,0,197
2021,Kensington and Chelsea 009D,E01002868,22,43,0,129,80,18,0,9,0,301
2021,Kensington and Chelsea 009E,E01002869,33,43,0,91,74,14,0,27,0,282
2021,Kensington and Chelsea 005A,E01002870,5,23,0,11,22,12,0,5,0,78
2021,Kensington and Chelsea 007B,E01002871,33,34,0,212,80,37,0,8,0,404
2021,Kensington and Chelsea 005B,E01002872,7,14,0,42,32,9,0,1,2,107
2021,Kensington and Chelsea 007C,E01002873,24,26,2,84,49,19,0,0,0,204
2021,Kensington and Chelsea 007D,E01002874,11,42,0,93,46,22,0,6,0,220
2021,Kensington and Chelsea 007E,E01002875,21,29,0,169,101,45,0,12,0,377
2021,Kensington and Chelsea 003A,E01002876,14,30,0,109,70,14,0,7,0,244
2021,Kensington and Chelsea 003B,E01002877,9,34,0,25,35,17,0,7,0,127
2021,Kensington and Chelsea 003C,E01002878,14,30,0,47,86,26,0,20,0,223
2021,Kensington and Chelsea 005C,E01002879,6,22,0,17,23,8,0,4,0,80
2021,Kensington and Chelsea 005D,E01002880,4,21,0,7,13,6,0,5,0,56
2021,Kensington and Chelsea 005E,E01002881,9,18,0,13,17,10,0,0,1,68
2021,Kensington and Chelsea 006A,E01002882,10,28,0,84,34,11,0,9,0,176
2021,Kensington and Chelsea 006B,E01002883,27,41,0,127,81,18,0,14,0,308
2021,Kensington and Chelsea 006C,E01002884,18,59,0,73,58,14,0,57,1,280
2021,Kensington and Chelsea 006D,E01002885,21,77,0,45,51,23,0,19,0,236
