date,geography,geography code,Number of disabled people in household: 1 person disabled under the Equality Act in household,Number of disabled people in household: 2 or more people disabled under the Equality Act in household,Number of disabled people in household: No people disabled under the Equality Act in household,Number of disabled people in household: Total: All households
2021,City of London 001A,E01000001,123,14,701,838
2021,City of London 001B,E01000002,113,16,695,824
2021,City of London 001C,E01000003,203,9,805,1017
2021,City of London 001E,E01000005,131,25,323,479
2021,Barking and Dagenham 016A,E01000006,108,36,410,554
2021,Barking and Dagenham 015A,E01000007,196,33,963,1192
2021,Barking and Dagenham 015B,E01000008,165,19,362,546
2021,Barking and Dagenham 016B,E01000009,137,31,433,601
2021,Barking and Dagenham 016C,E01000011,90,31,352,473
2021,Barking and Dagenham 015D,E01000012,168,36,579,783
2021,Barking and Dagenham 013A,E01000013,149,57,413,619
2021,Barking and Dagenham 013B,E01000014,144,52,437,633
2021,Barking and Dagenham 009A,E01000015,156,61,618,835
2021,Barking and Dagenham 009B,E01000016,128,44,455,627
2021,Barking and Dagenham 009C,E01000017,166,50,382,598
2021,Barking and Dagenham 009D,E01000018,142,50,453,645
2021,Barking and Dagenham 023A,E01000019,110,51,337,498
2021,Barking and Dagenham 023B,E01000020,193,50,421,664
2021,Barking and Dagenham 008A,E01000021,151,40,400,591
2021,Barking and Dagenham 008B,E01000022,109,30,340,479
2021,Barking and Dagenham 008D,E01000024,125,41,293,459
2021,Barking and Dagenham 008E,E01000025,170,43,478,691
2021,Barking and Dagenham 001A,E01000027,171,72,419,662
2021,Barking and Dagenham 001B,E01000028,174,34,413,621
2021,Barking and Dagenham 001C,E01000029,151,54,475,680
2021,Barking and Dagenham 001D,E01000030,256,60,590,906
2021,Barking and Dagenham 002A,E01000031,124,47,424,595
2021,Barking and Dagenham 002B,E01000032,169,55,499,723
2021,Barking and Dagenham 006A,E01000033,160,43,349,552
2021,Barking and Dagenham 003A,E01000034,142,54,318,514
2021,Barking and Dagenham 010A,E01000035,127,37,431,595
2021,Barking and Dagenham 010B,E01000036,99,41,331,471
2021,Barking and Dagenham 003B,E01000037,123,27,439,589
2021,Barking and Dagenham 003C,E01000038,134,43,386,563
2021,Barking and Dagenham 003D,E01000039,146,35,460,641
2021,Barking and Dagenham 019A,E01000040,147,43,466,656
2021,Barking and Dagenham 017A,E01000041,131,47,424,602
2021,Barking and Dagenham 017B,E01000042,183,42,433,658
2021,Barking and Dagenham 019B,E01000043,121,38,311,470
2021,Barking and Dagenham 016D,E01000044,158,38,464,660
2021,Barking and Dagenham 017C,E01000045,136,46,393,575
2021,Barking and Dagenham 017D,E01000046,186,46,429,661
2021,Barking and Dagenham 021C,E01000049,143,42,390,575
2021,Barking and Dagenham 019C,E01000050,150,35,449,634
2021,Barking and Dagenham 021D,E01000051,56,8,369,433
2021,Barking and Dagenham 019D,E01000052,191,40,566,797
2021,Barking and Dagenham 020A,E01000053,174,32,445,651
2021,Barking and Dagenham 018A,E01000054,143,52,446,641
2021,Barking and Dagenham 018B,E01000055,122,52,392,566
2021,Barking and Dagenham 018C,E01000056,137,53,373,563
2021,Barking and Dagenham 012A,E01000057,133,37,359,529
2021,Barking and Dagenham 018D,E01000058,174,55,468,697
2021,Barking and Dagenham 013C,E01000059,160,41,369,570
2021,Barking and Dagenham 006B,E01000060,202,56,552,810
2021,Barking and Dagenham 006C,E01000061,219,48,485,752
2021,Barking and Dagenham 006D,E01000062,202,44,520,766
2021,Barking and Dagenham 004A,E01000063,160,43,420,623
2021,Barking and Dagenham 006E,E01000064,191,60,544,795
2021,Barking and Dagenham 007A,E01000065,227,56,500,783
2021,Barking and Dagenham 011A,E01000066,155,52,500,707
2021,Barking and Dagenham 011B,E01000067,161,52,447,660
2021,Barking and Dagenham 016E,E01000068,106,47,323,476
2021,Barking and Dagenham 011C,E01000069,119,39,378,536
2021,Barking and Dagenham 011D,E01000070,143,54,381,578
2021,Barking and Dagenham 011E,E01000071,160,56,590,806
2021,Barking and Dagenham 017E,E01000072,200,48,491,739
2021,Barking and Dagenham 012B,E01000073,148,48,470,666
2021,Barking and Dagenham 012C,E01000074,166,39,420,625
2021,Barking and Dagenham 012D,E01000075,163,57,420,640
2021,Barking and Dagenham 012E,E01000076,216,59,519,794
2021,Barking and Dagenham 008F,E01000077,164,38,391,593
2021,Barking and Dagenham 007B,E01000078,155,62,404,621
2021,Barking and Dagenham 009E,E01000079,155,44,422,621
2021,Barking and Dagenham 007C,E01000080,170,51,386,607
2021,Barking and Dagenham 007D,E01000081,161,44,451,656
2021,Barking and Dagenham 007E,E01000082,154,60,486,700
2021,Barking and Dagenham 007F,E01000083,150,80,404,634
2021,Barking and Dagenham 013D,E01000084,124,41,336,501
2021,Barking and Dagenham 013E,E01000085,128,48,401,577
2021,Barking and Dagenham 013F,E01000086,115,48,325,488
2021,Barking and Dagenham 020B,E01000087,114,39,367,520
2021,Barking and Dagenham 020C,E01000088,123,30,447,600
2021,Barking and Dagenham 020D,E01000089,120,23,460,603
2021,Barking and Dagenham 020E,E01000090,101,40,416,557
2021,Barking and Dagenham 022A,E01000091,181,58,432,671
2021,Barking and Dagenham 022B,E01000093,174,37,453,664
2021,Barking and Dagenham 022C,E01000094,134,35,672,841
2021,Barking and Dagenham 018E,E01000095,153,50,534,737
2021,Barking and Dagenham 022D,E01000096,124,47,313,484
2021,Barking and Dagenham 023C,E01000097,181,50,454,685
2021,Barking and Dagenham 023D,E01000098,172,59,391,622
2021,Barking and Dagenham 023E,E01000099,191,64,679,934
2021,Barking and Dagenham 004B,E01000100,198,51,407,656
2021,Barking and Dagenham 004C,E01000101,148,51,383,582
2021,Barking and Dagenham 007G,E01000102,152,52,425,629
2021,Barking and Dagenham 014A,E01000103,131,37,365,533
2021,Barking and Dagenham 014B,E01000104,172,43,478,693
2021,Barking and Dagenham 014C,E01000105,244,58,633,935
2021,Barking and Dagenham 014D,E01000106,209,43,620,872
2021,Barking and Dagenham 010C,E01000107,153,44,405,602
2021,Barking and Dagenham 010D,E01000108,143,34,508,685
2021,Barking and Dagenham 002C,E01000110,90,29,403,522
2021,Barking and Dagenham 002D,E01000111,199,38,512,749
2021,Barking and Dagenham 002E,E01000112,126,42,532,700
2021,Barking and Dagenham 002F,E01000113,141,34,467,642
2021,Barking and Dagenham 004E,E01000114,135,46,576,757
2021,Barnet 009A,E01000115,104,38,339,481
2021,Barnet 009B,E01000116,151,37,432,620
2021,Barnet 010A,E01000117,159,42,494,695
2021,Barnet 010B,E01000118,166,29,556,751
2021,Barnet 009C,E01000119,149,40,440,629
2021,Barnet 009D,E01000120,107,37,353,497
2021,Barnet 010C,E01000121,180,48,296,524
2021,Barnet 009E,E01000122,115,38,365,518
2021,Barnet 010D,E01000123,132,29,570,731
2021,Barnet 010E,E01000124,197,18,578,793
2021,Barnet 026A,E01000126,186,47,536,769
2021,Barnet 024B,E01000127,132,33,351,516
2021,Barnet 024C,E01000128,133,55,447,635
2021,Barnet 024D,E01000129,158,23,393,574
2021,Barnet 021A,E01000130,182,50,426,658
2021,Barnet 024E,E01000131,142,38,533,713
2021,Barnet 021B,E01000132,114,37,352,503
2021,Barnet 021C,E01000133,154,46,378,578
2021,Barnet 024F,E01000134,131,40,464,635
2021,Barnet 038A,E01000135,140,29,457,626
2021,Barnet 038B,E01000136,115,15,434,564
2021,Barnet 041A,E01000137,168,33,473,674
2021,Barnet 040A,E01000138,155,26,473,654
2021,Barnet 041B,E01000139,96,24,422,542
2021,Barnet 041C,E01000140,150,45,672,867
2021,Barnet 039A,E01000141,174,27,587,788
2021,Barnet 040B,E01000142,176,43,674,893
2021,Barnet 041D,E01000143,148,34,495,677
2021,Barnet 038C,E01000144,171,15,557,743
2021,Barnet 037A,E01000145,106,29,353,488
2021,Barnet 038D,E01000146,203,26,639,868
2021,Barnet 043F,E01000147,115,26,419,560
2021,Barnet 036A,E01000150,148,40,587,775
2021,Barnet 026B,E01000151,204,39,413,656
2021,Barnet 026C,E01000152,144,39,746,929
2021,Barnet 026D,E01000153,183,49,509,741
2021,Barnet 026E,E01000154,168,34,509,711
2021,Barnet 022A,E01000156,140,31,577,748
2021,Barnet 022B,E01000157,116,29,523,668
2021,Barnet 015A,E01000158,126,29,391,546
2021,Barnet 015B,E01000159,154,36,459,649
2021,Barnet 015C,E01000160,125,24,653,802
2021,Barnet 015D,E01000161,154,39,616,809
2021,Barnet 015E,E01000162,125,38,388,551
2021,Barnet 022C,E01000163,211,38,550,799
2021,Barnet 022D,E01000164,149,45,453,647
2021,Barnet 022E,E01000165,129,33,543,705
2021,Barnet 003A,E01000166,131,44,478,653
2021,Barnet 002A,E01000167,151,45,326,522
2021,Barnet 003B,E01000168,116,38,404,558
2021,Barnet 003C,E01000169,141,32,521,694
2021,Barnet 006A,E01000170,156,56,485,697
2021,Barnet 006B,E01000171,217,42,738,997
2021,Barnet 003D,E01000172,123,48,436,607
2021,Barnet 006C,E01000173,112,48,448,608
2021,Barnet 006D,E01000174,195,42,527,764
2021,Barnet 006E,E01000175,130,33,480,643
2021,Barnet 027A,E01000176,229,49,444,722
2021,Barnet 029A,E01000177,153,17,523,693
2021,Barnet 027B,E01000178,162,23,492,677
2021,Barnet 029B,E01000179,140,19,613,772
2021,Barnet 029C,E01000180,168,33,466,667
2021,Barnet 029D,E01000181,125,31,528,684
2021,Barnet 029E,E01000182,155,34,542,731
2021,Barnet 033A,E01000183,151,28,425,604
2021,Barnet 027C,E01000184,182,59,468,709
2021,Barnet 029F,E01000185,179,45,418,642
2021,Barnet 014A,E01000186,97,32,381,510
2021,Barnet 014B,E01000187,140,34,419,593
2021,Barnet 014C,E01000188,119,37,353,509
2021,Barnet 014D,E01000189,178,48,755,981
2021,Barnet 014E,E01000190,126,48,395,569
2021,Barnet 014F,E01000191,128,37,391,556
2021,Barnet 018A,E01000192,166,35,509,710
2021,Barnet 018B,E01000193,165,41,505,711
2021,Barnet 018C,E01000194,145,26,533,704
2021,Barnet 013A,E01000195,193,44,482,719
2021,Barnet 028A,E01000196,247,37,808,1092
2021,Barnet 023A,E01000197,145,29,557,731
2021,Barnet 025A,E01000198,147,31,600,778
2021,Barnet 025B,E01000199,147,31,479,657
2021,Barnet 028B,E01000200,187,35,653,875
2021,Barnet 028C,E01000201,89,20,417,526
2021,Barnet 028D,E01000202,111,38,465,614
2021,Barnet 028E,E01000203,173,31,480,684
2021,Barnet 025C,E01000204,156,30,507,693
2021,Barnet 035A,E01000205,102,15,487,604
2021,Barnet 033B,E01000206,68,21,434,523
2021,Barnet 033C,E01000207,160,14,470,644
2021,Barnet 033D,E01000208,116,24,495,635
2021,Barnet 035B,E01000209,153,25,564,742
2021,Barnet 033E,E01000210,110,17,460,587
2021,Barnet 035C,E01000211,243,31,648,922
2021,Barnet 035D,E01000212,113,18,421,552
2021,Barnet 033F,E01000213,83,10,359,452
2021,Barnet 038E,E01000214,138,21,613,772
2021,Barnet 037B,E01000215,176,27,504,707
2021,Barnet 035E,E01000216,157,28,537,722
2021,Barnet 035F,E01000217,100,26,427,553
2021,Barnet 037C,E01000218,120,27,433,580
2021,Barnet 037D,E01000219,150,31,478,659
2021,Barnet 037E,E01000220,166,17,497,680
2021,Barnet 039B,E01000221,167,40,321,528
2021,Barnet 040C,E01000222,151,53,526,730
2021,Barnet 039C,E01000223,157,39,550,746
2021,Barnet 040D,E01000224,127,32,396,555
2021,Barnet 037F,E01000225,131,29,418,578
2021,Barnet 018D,E01000226,169,37,395,601
2021,Barnet 018E,E01000227,108,32,459,599
2021,Barnet 007A,E01000228,108,26,326,460
2021,Barnet 013B,E01000229,147,38,399,584
2021,Barnet 013C,E01000230,156,30,473,659
2021,Barnet 013D,E01000231,138,30,451,619
2021,Barnet 013E,E01000232,164,39,501,704
2021,Barnet 013F,E01000233,113,22,523,658
2021,Barnet 021D,E01000234,129,24,520,673
2021,Barnet 021E,E01000235,164,33,458,655
2021,Barnet 034A,E01000236,135,27,535,697
2021,Barnet 032A,E01000237,124,29,574,727
2021,Barnet 034B,E01000238,130,32,482,644
2021,Barnet 031A,E01000239,231,41,662,934
2021,Barnet 031B,E01000240,124,35,468,627
2021,Barnet 031C,E01000241,153,24,526,703
2021,Barnet 032B,E01000242,130,32,433,595
2021,Barnet 032C,E01000243,206,26,669,901
2021,Barnet 032D,E01000244,125,35,465,625
2021,Barnet 032E,E01000245,204,37,637,878
2021,Barnet 002B,E01000246,139,27,476,642
2021,Barnet 002C,E01000247,158,23,550,731
2021,Barnet 001A,E01000248,158,27,532,717
2021,Barnet 001B,E01000249,137,26,454,617
2021,Barnet 001C,E01000250,254,48,843,1145
2021,Barnet 002D,E01000251,298,50,709,1057
2021,Barnet 002E,E01000252,193,41,559,793
2021,Barnet 007B,E01000253,130,22,557,709
2021,Barnet 001D,E01000254,131,28,471,630
2021,Barnet 017A,E01000255,169,61,402,632
2021,Barnet 016A,E01000256,135,28,512,675
2021,Barnet 017B,E01000257,230,55,627,912
2021,Barnet 016B,E01000258,166,44,573,783
2021,Barnet 025D,E01000259,211,47,723,981
2021,Barnet 025E,E01000260,162,33,645,840
2021,Barnet 017C,E01000261,148,24,506,678
2021,Barnet 016C,E01000263,80,21,400,501
2021,Barnet 016D,E01000264,133,23,562,718
2021,Barnet 011A,E01000265,192,36,543,771
2021,Barnet 011B,E01000266,81,24,402,507
2021,Barnet 005A,E01000267,115,32,432,579
2021,Barnet 005B,E01000268,184,24,724,932
2021,Barnet 005C,E01000269,129,25,392,546
2021,Barnet 005D,E01000270,133,27,475,635
2021,Barnet 008A,E01000271,136,33,446,615
2021,Barnet 008B,E01000272,88,11,399,498
2021,Barnet 008C,E01000273,187,34,521,742
2021,Barnet 011C,E01000274,160,40,498,698
2021,Barnet 012A,E01000275,128,29,509,666
2021,Barnet 020A,E01000276,75,30,391,496
2021,Barnet 012B,E01000277,168,17,559,744
2021,Barnet 020B,E01000278,78,32,393,503
2021,Barnet 007C,E01000279,91,22,396,509
2021,Barnet 007D,E01000280,90,21,397,508
2021,Barnet 008D,E01000281,142,21,619,782
2021,Barnet 008E,E01000282,135,31,526,692
2021,Barnet 012C,E01000283,86,30,359,475
2021,Barnet 012D,E01000284,174,31,608,813
2021,Barnet 004A,E01000285,156,20,435,611
2021,Barnet 007E,E01000286,175,48,443,666
2021,Barnet 004B,E01000287,160,53,398,611
2021,Barnet 004C,E01000288,122,31,411,564
2021,Barnet 004D,E01000289,161,41,345,547
2021,Barnet 007F,E01000290,162,47,459,668
2021,Barnet 004E,E01000291,174,51,393,618
2021,Barnet 001E,E01000292,147,41,467,655
2021,Barnet 001F,E01000293,137,43,527,707
2021,Barnet 004F,E01000294,174,27,530,731
2021,Barnet 023B,E01000295,116,24,508,648
2021,Barnet 023C,E01000296,140,24,605,769
2021,Barnet 027D,E01000297,94,29,417,540
2021,Barnet 023D,E01000298,142,22,568,732
2021,Barnet 019A,E01000299,219,33,650,902
2021,Barnet 019B,E01000300,147,18,516,681
2021,Barnet 020C,E01000301,102,29,396,527
2021,Barnet 019C,E01000302,196,31,611,838
2021,Barnet 020D,E01000303,108,22,405,535
2021,Barnet 020E,E01000304,110,24,469,603
2021,Barnet 036B,E01000305,125,22,505,652
2021,Barnet 036C,E01000306,125,23,470,618
2021,Barnet 039D,E01000307,130,37,386,553
2021,Barnet 036D,E01000308,210,35,714,959
2021,Barnet 031D,E01000309,146,32,531,709
2021,Barnet 034C,E01000310,202,41,601,844
2021,Barnet 034D,E01000311,105,15,399,519
2021,Barnet 036E,E01000312,152,43,526,721
2021,Barnet 036F,E01000313,122,46,543,711
2021,Barnet 032F,E01000314,140,33,608,781
2021,Barnet 022F,E01000315,175,64,395,634
2021,Barnet 027E,E01000316,198,58,633,889
2021,Barnet 019D,E01000317,133,27,480,640
2021,Barnet 019E,E01000318,146,43,445,634
2021,Barnet 027F,E01000319,95,29,374,498
2021,Barnet 011D,E01000320,169,38,601,808
2021,Barnet 012E,E01000321,142,31,656,829
2021,Barnet 011E,E01000322,165,21,617,803
2021,Barnet 019F,E01000323,253,38,728,1019
2021,Barnet 015F,E01000324,134,38,478,650
2021,Bexley 014A,E01000325,115,37,433,585
2021,Bexley 014B,E01000326,109,23,412,544
2021,Bexley 017A,E01000327,116,44,463,623
2021,Bexley 017B,E01000328,155,53,404,612
2021,Bexley 017C,E01000329,163,41,454,658
2021,Bexley 017D,E01000330,215,31,522,768
2021,Bexley 017E,E01000331,160,63,393,616
2021,Bexley 005A,E01000332,167,58,390,615
2021,Bexley 003A,E01000333,190,48,572,810
2021,Bexley 006A,E01000334,160,36,440,636
2021,Bexley 003B,E01000335,185,56,804,1045
2021,Bexley 003C,E01000336,205,57,529,791
2021,Bexley 003D,E01000337,125,49,471,645
2021,Bexley 003E,E01000338,170,34,490,694
2021,Bexley 025A,E01000339,141,53,407,601
2021,Bexley 018A,E01000340,123,48,455,626
2021,Bexley 022A,E01000341,140,39,445,624
2021,Bexley 022B,E01000342,128,33,474,635
2021,Bexley 022C,E01000343,115,25,418,558
2021,Bexley 025B,E01000344,152,42,443,637
2021,Bexley 022D,E01000345,101,33,357,491
2021,Bexley 021A,E01000346,124,23,470,617
2021,Bexley 021B,E01000347,142,26,458,626
2021,Bexley 020A,E01000348,110,32,383,525
2021,Bexley 020B,E01000349,133,39,483,655
2021,Bexley 021C,E01000350,99,32,392,523
2021,Bexley 024A,E01000351,136,35,453,624
2021,Bexley 021D,E01000352,163,37,467,667
2021,Bexley 011A,E01000353,161,45,449,655
2021,Bexley 011B,E01000354,149,59,399,607
2021,Bexley 011C,E01000355,136,39,427,602
2021,Bexley 009A,E01000356,129,39,460,628
2021,Bexley 009B,E01000357,94,20,374,488
2021,Bexley 011D,E01000358,140,30,494,664
2021,Bexley 009C,E01000359,93,29,374,496
2021,Bexley 015A,E01000360,170,41,563,774
2021,Bexley 020C,E01000361,132,26,442,600
2021,Bexley 015B,E01000362,185,46,546,777
2021,Bexley 020D,E01000363,121,35,409,565
2021,Bexley 023A,E01000364,149,42,458,649
2021,Bexley 015C,E01000365,166,46,495,707
2021,Bexley 015D,E01000366,140,27,491,658
2021,Bexley 010A,E01000367,198,66,533,797
2021,Bexley 010B,E01000368,157,69,401,627
2021,Bexley 014C,E01000369,156,39,434,629
2021,Bexley 014D,E01000370,156,45,433,634
2021,Bexley 014E,E01000371,131,41,457,629
2021,Bexley 010C,E01000372,157,67,366,590
2021,Bexley 008A,E01000373,102,23,337,462
2021,Bexley 019A,E01000374,137,62,322,521
2021,Bexley 019B,E01000375,160,61,565,786
2021,Bexley 019C,E01000376,135,36,440,611
2021,Bexley 019D,E01000377,166,35,452,653
2021,Bexley 019F,E01000379,163,48,459,670
2021,Bexley 010D,E01000380,263,49,591,903
2021,Bexley 028A,E01000381,176,61,420,657
2021,Bexley 027A,E01000382,147,35,406,588
2021,Bexley 028B,E01000383,148,39,439,626
2021,Bexley 027B,E01000384,171,24,562,757
2021,Bexley 028C,E01000385,201,74,511,786
2021,Bexley 028D,E01000386,213,57,374,644
2021,Bexley 027C,E01000387,133,41,449,623
2021,Bexley 016A,E01000388,117,46,436,599
2021,Bexley 020E,E01000389,171,33,508,712
2021,Bexley 020F,E01000390,107,28,379,514
2021,Bexley 021E,E01000391,154,37,448,639
2021,Bexley 016B,E01000392,180,38,546,764
2021,Bexley 020G,E01000393,130,30,465,625
2021,Bexley 015E,E01000394,139,37,496,672
2021,Bexley 018B,E01000395,109,36,401,546
2021,Bexley 018C,E01000396,98,25,383,506
2021,Bexley 029A,E01000398,165,50,394,609
2021,Bexley 029B,E01000399,152,30,440,622
2021,Bexley 029C,E01000400,135,30,427,592
2021,Bexley 013A,E01000401,188,64,438,690
2021,Bexley 005B,E01000402,154,47,451,652
2021,Bexley 004A,E01000403,301,72,687,1060
2021,Bexley 004B,E01000404,225,51,714,990
2021,Bexley 004C,E01000405,120,38,406,564
2021,Bexley 005C,E01000406,157,46,585,788
2021,Bexley 005D,E01000407,177,43,537,757
2021,Bexley 004D,E01000408,131,38,413,582
2021,Bexley 016C,E01000409,117,32,505,654
2021,Bexley 018D,E01000410,94,28,476,598
2021,Bexley 016D,E01000411,118,35,400,553
2021,Bexley 018E,E01000412,121,31,491,643
2021,Bexley 018F,E01000413,113,27,384,524
2021,Bexley 016E,E01000414,163,41,524,728
2021,Bexley 016F,E01000415,126,31,360,517
2021,Bexley 002A,E01000416,114,35,361,510
2021,Bexley 006B,E01000417,181,41,482,704
2021,Bexley 002B,E01000418,141,40,546,727
2021,Bexley 006C,E01000419,170,33,380,583
2021,Bexley 006D,E01000420,158,41,392,591
2021,Bexley 009D,E01000421,136,38,422,596
2021,Bexley 002C,E01000422,121,36,346,503
2021,Bexley 025C,E01000423,125,32,450,607
2021,Bexley 026A,E01000424,180,30,539,749
2021,Bexley 025D,E01000425,123,24,460,607
2021,Bexley 026B,E01000426,133,30,542,705
2021,Bexley 026C,E01000427,212,36,660,908
2021,Bexley 027D,E01000428,256,46,606,908
2021,Bexley 008B,E01000429,186,53,470,709
2021,Bexley 008C,E01000430,140,49,514,703
2021,Bexley 008D,E01000431,120,45,266,431
2021,Bexley 008F,E01000433,186,60,468,714
2021,Bexley 008G,E01000434,173,80,321,574
2021,Bexley 010E,E01000435,143,47,395,585
2021,Bexley 011E,E01000436,140,27,455,622
2021,Bexley 007A,E01000437,127,29,346,502
2021,Bexley 007B,E01000438,140,43,419,602
2021,Bexley 007C,E01000439,122,38,356,516
2021,Bexley 007D,E01000440,114,36,364,514
2021,Bexley 007E,E01000441,191,54,454,699
2021,Bexley 006E,E01000442,161,46,419,626
2021,Bexley 024B,E01000443,134,35,348,517
2021,Bexley 023B,E01000444,119,37,481,637
2021,Bexley 024C,E01000445,134,39,499,672
2021,Bexley 024D,E01000446,118,33,444,595
2021,Bexley 023C,E01000447,179,38,664,881
2021,Bexley 023D,E01000448,110,30,372,512
2021,Bexley 023E,E01000449,159,37,446,642
2021,Bexley 009E,E01000450,138,56,439,633
2021,Bexley 009F,E01000451,131,30,462,623
2021,Bexley 009G,E01000452,92,30,370,492
2021,Bexley 013B,E01000453,106,34,374,514
2021,Bexley 013C,E01000454,165,46,418,629
2021,Bexley 013D,E01000455,116,37,467,620
2021,Bexley 013E,E01000456,99,37,346,482
2021,Bexley 026D,E01000457,194,34,766,994
2021,Bexley 027E,E01000458,208,28,450,686
2021,Bexley 027F,E01000459,211,47,625,883
2021,Bexley 022E,E01000460,78,27,379,484
2021,Bexley 024E,E01000461,126,34,409,569
2021,Bexley 026E,E01000462,205,40,591,836
2021,Bexley 025E,E01000463,92,23,336,451
2021,Bexley 002D,E01000464,145,54,353,552
2021,Bexley 002E,E01000465,213,44,471,728
2021,Bexley 001A,E01000466,148,36,416,600
2021,Bexley 001B,E01000467,125,35,432,592
2021,Bexley 001C,E01000468,182,48,714,944
2021,Bexley 001D,E01000469,144,24,471,639
2021,Bexley 002F,E01000470,140,24,364,528
2021,Brent 026A,E01000471,98,23,373,494
2021,Brent 029A,E01000472,135,29,750,914
2021,Brent 029B,E01000473,150,35,604,789
2021,Brent 026B,E01000474,113,35,372,520
2021,Brent 029C,E01000475,111,29,475,615
2021,Brent 026C,E01000476,121,34,400,555
2021,Brent 026D,E01000477,105,18,559,682
2021,Brent 029D,E01000478,130,48,538,716
2021,Brent 009A,E01000479,109,38,367,514
2021,Brent 006A,E01000480,103,27,383,513
2021,Brent 009B,E01000481,115,29,457,601
2021,Brent 009D,E01000483,170,41,446,657
2021,Brent 006B,E01000484,188,51,375,614
2021,Brent 006C,E01000485,130,25,376,531
2021,Brent 006D,E01000486,97,29,392,518
2021,Brent 006E,E01000487,195,33,470,698
2021,Brent 022A,E01000488,136,27,388,551
2021,Brent 030A,E01000489,182,36,470,688
2021,Brent 023A,E01000490,190,29,668,887
2021,Brent 030B,E01000491,169,35,660,864
2021,Brent 030C,E01000492,97,22,333,452
2021,Brent 030D,E01000493,112,33,419,564
2021,Brent 023B,E01000494,154,35,532,721
2021,Brent 023C,E01000495,226,23,533,782
2021,Brent 011A,E01000497,167,48,471,686
2021,Brent 010B,E01000498,137,34,345,516
2021,Brent 011B,E01000499,110,48,426,584
2021,Brent 011C,E01000501,171,35,553,759
2021,Brent 011D,E01000502,151,35,472,658
2021,Brent 011E,E01000503,200,35,539,774
2021,Brent 018A,E01000504,138,39,520,697
2021,Brent 018B,E01000505,159,24,388,571
2021,Brent 014A,E01000506,151,26,490,667
2021,Brent 018C,E01000507,121,36,362,519
2021,Brent 025A,E01000508,207,58,598,863
2021,Brent 014B,E01000509,106,42,308,456
2021,Brent 014C,E01000510,104,29,443,576
2021,Brent 014D,E01000511,97,39,424,560
2021,Brent 018D,E01000512,140,26,485,651
2021,Brent 002A,E01000513,125,35,308,468
2021,Brent 002B,E01000514,91,28,376,495
2021,Brent 003A,E01000515,144,34,470,648
2021,Brent 002C,E01000516,134,22,594,750
2021,Brent 003B,E01000517,100,30,359,489
2021,Brent 005A,E01000518,181,40,406,627
2021,Brent 005B,E01000519,163,48,420,631
2021,Brent 002D,E01000520,163,26,422,611
2021,Brent 025B,E01000521,260,54,607,921
2021,Brent 025C,E01000522,157,41,500,698
2021,Brent 031A,E01000523,188,35,642,865
2021,Brent 031B,E01000524,219,51,719,989
2021,Brent 031C,E01000525,194,36,528,758
2021,Brent 025D,E01000526,225,68,515,808
2021,Brent 025E,E01000527,166,46,522,734
2021,Brent 025F,E01000528,188,33,514,735
2021,Brent 033A,E01000530,119,36,519,674
2021,Brent 033B,E01000531,237,35,586,858
2021,Brent 033C,E01000532,133,31,446,610
2021,Brent 031E,E01000533,239,53,586,878
2021,Brent 033D,E01000534,143,23,490,656
2021,Brent 031F,E01000535,159,27,661,847
2021,Brent 004A,E01000536,123,28,353,504
2021,Brent 004B,E01000538,101,31,351,483
2021,Brent 004C,E01000539,108,37,395,540
2021,Brent 004D,E01000540,100,33,350,483
2021,Brent 004E,E01000541,99,31,356,486
2021,Brent 003E,E01000543,109,31,355,495
2021,Brent 034A,E01000544,166,34,539,739
2021,Brent 028A,E01000545,177,26,708,911
2021,Brent 028B,E01000546,170,32,551,753
2021,Brent 028C,E01000547,137,26,524,687
2021,Brent 028D,E01000548,181,38,781,1000
2021,Brent 028E,E01000549,150,22,720,892
2021,Brent 034B,E01000550,242,40,629,911
2021,Brent 034C,E01000551,285,65,826,1176
2021,Brent 034D,E01000552,144,37,399,580
2021,Brent 015A,E01000553,136,42,565,743
2021,Brent 015B,E01000554,175,40,544,759
2021,Brent 015C,E01000555,115,25,388,528
2021,Brent 015D,E01000556,186,20,655,861
2021,Brent 015E,E01000557,179,34,618,831
2021,Brent 015F,E01000558,151,19,473,643
2021,Brent 018E,E01000559,153,49,454,656
2021,Brent 023D,E01000560,115,23,526,664
2021,Brent 023E,E01000561,182,35,605,822
2021,Brent 008A,E01000562,124,36,315,475
2021,Brent 008B,E01000563,96,48,340,484
2021,Brent 013A,E01000564,96,20,374,490
2021,Brent 013B,E01000565,119,27,338,484
2021,Brent 008C,E01000566,95,38,332,465
2021,Brent 016A,E01000567,87,37,338,462
2021,Brent 008D,E01000568,109,31,523,663
2021,Brent 008E,E01000569,103,30,351,484
2021,Brent 012A,E01000570,120,29,365,514
2021,Brent 012B,E01000571,114,48,334,496
2021,Brent 007A,E01000572,91,21,347,459
2021,Brent 007B,E01000573,95,22,363,480
2021,Brent 007C,E01000574,75,25,353,453
2021,Brent 007D,E01000575,124,29,506,659
2021,Brent 012C,E01000576,114,47,412,573
2021,Brent 007E,E01000577,202,50,609,861
2021,Brent 012D,E01000578,253,49,532,834
2021,Brent 032A,E01000579,140,31,462,633
2021,Brent 032B,E01000580,181,26,646,853
2021,Brent 030E,E01000581,124,31,438,593
2021,Brent 032C,E01000582,115,21,550,686
2021,Brent 032D,E01000583,179,24,699,902
