date,geography,geography code,"Occupation (current): 1. Managers, directors and senior officials",Occupation (current): 2. Professional occupations,Occupation (current): 3. Associate professional and technical occupations,Occupation (current): 4. Administrative and secretarial occupations,Occupation (current): 5. Skilled trades occupations,"Occupation (current): 6. Caring, leisure and other service occupations",Occupation (current): 7. Sales and customer service occupations,"Occupation (current): 8. Process, plant and machine operatives",Occupation (current): 9. Elementary occupations,Occupation (current): Total: All usual residents aged 16 years and over in employment the week before the census
2021,Greenwich 011E,E01001703,39,114,73,54,62,142,82,67,184,817
2021,Greenwich 011F,E01001704,111,175,130,50,57,84,49,37,94,787
2021,Greenwich 005A,E01001705,89,167,136,66,85,123,91,77,150,984
2021,Greenwich 005C,E01001708,89,220,151,61,62,81,60,28,89,841
2021,Greenwich 005D,E01001710,50,98,69,37,56,140,72,69,115,706
2021,Greenwich 042A,E01001712,81,208,116,74,76,128,94,67,134,978
2021,Hackney 002A,E01001714,114,371,196,64,64,84,79,30,114,1116
2021,Hackney 007A,E01001715,119,370,199,38,36,30,42,23,27,884
2021,Hackney 007B,E01001716,111,296,142,52,54,61,61,26,79,882
2021,Hackney 007C,E01001717,80,192,123,47,41,32,37,14,49,615
2021,Hackney 007D,E01001718,175,447,279,58,49,52,39,32,49,1180
2021,Hackney 007E,E01001719,129,316,156,61,37,65,47,20,54,885
2021,Hackney 007F,E01001720,207,427,263,39,41,34,40,17,42,1110
2021,Hackney 029A,E01001722,107,265,159,108,49,98,58,54,98,996
2021,Hackney 006A,E01001723,143,309,208,105,49,69,43,43,44,1013
2021,Hackney 006B,E01001724,185,576,317,130,98,132,80,46,155,1719
2021,Hackney 004A,E01001725,93,166,86,126,24,60,45,29,66,695
2021,Hackney 004B,E01001726,49,117,62,50,38,67,37,38,74,532
2021,Hackney 006C,E01001727,114,216,91,106,34,73,76,32,46,788
2021,Hackney 029B,E01001728,80,164,73,152,31,87,44,23,59,713
2021,Hackney 019A,E01001729,89,165,178,59,46,96,80,46,109,868
2021,Hackney 019B,E01001730,113,271,209,95,67,139,78,43,201,1216
2021,Hackney 017A,E01001731,178,446,316,95,87,113,89,35,150,1509
2021,Hackney 019C,E01001732,80,179,143,71,53,101,63,35,107,832
2021,Hackney 015A,E01001733,175,303,309,50,46,38,58,21,86,1086
2021,Hackney 017B,E01001734,122,366,235,52,60,75,59,35,107,1111
2021,Hackney 019D,E01001735,111,269,153,40,34,56,56,18,63,800
2021,Hackney 012A,E01001736,159,317,221,62,35,50,47,19,36,946
2021,Hackney 012B,E01001737,185,371,252,53,44,34,35,17,42,1033
2021,Hackney 012C,E01001738,164,354,268,67,42,63,39,16,54,1067
2021,Hackney 012D,E01001739,204,468,295,51,48,41,59,10,58,1234
2021,Hackney 014A,E01001740,59,183,129,50,66,75,54,40,82,738
2021,Hackney 009A,E01001741,180,282,204,34,34,36,20,14,41,845
2021,Hackney 008A,E01001742,166,301,231,50,58,53,42,29,44,974
2021,Hackney 031A,E01001744,151,361,210,72,39,72,44,42,63,1054
2021,Hackney 016A,E01001745,138,264,198,58,57,102,100,50,106,1073
2021,Hackney 016B,E01001746,58,111,78,62,38,93,63,42,126,671
2021,Hackney 014B,E01001747,212,482,357,62,55,75,74,19,83,1419
2021,Hackney 020B,E01001749,182,267,226,56,30,23,41,15,36,876
2021,Hackney 031D,E01001750,205,405,267,63,42,75,59,31,68,1215
2021,Hackney 031B,E01001751,195,342,245,40,35,22,15,19,25,938
2021,Hackney 025B,E01001753,72,138,96,49,54,76,58,25,85,653
2021,Hackney 025D,E01001755,108,231,156,51,44,71,58,37,80,836
2021,Hackney 030C,E01001756,207,467,328,63,64,49,51,23,63,1315
2021,Hackney 016C,E01001757,53,112,91,50,30,88,75,59,124,682
2021,Hackney 016D,E01001758,143,383,228,59,62,98,110,43,129,1255
2021,Hackney 016E,E01001759,112,309,200,50,49,35,47,49,63,914
2021,Hackney 017C,E01001760,148,322,243,83,58,70,55,35,103,1117
2021,Hackney 016F,E01001761,123,238,205,48,36,65,54,50,74,893
2021,Hackney 017D,E01001762,164,352,280,61,42,62,31,33,57,1082
2021,Hackney 020C,E01001763,129,303,214,55,43,70,44,29,70,957
2021,Hackney 010A,E01001764,102,219,176,66,62,96,58,41,85,905
2021,Hackney 010B,E01001765,68,146,131,60,46,91,65,62,77,746
2021,Hackney 010D,E01001767,110,250,226,40,46,43,33,23,75,846
2021,Hackney 006D,E01001768,161,340,278,64,53,36,42,36,62,1072
2021,Hackney 006E,E01001769,128,234,222,66,47,55,39,26,53,870
2021,Hackney 010E,E01001770,84,176,192,63,61,82,52,30,80,820
2021,Hackney 024A,E01001772,124,247,169,61,42,72,49,46,68,878
2021,Hackney 025E,E01001773,210,526,327,80,51,78,68,31,85,1456
2021,Hackney 024B,E01001774,142,404,242,60,46,75,64,39,78,1150
2021,Hackney 024C,E01001775,80,200,152,55,35,72,48,40,108,790
2021,Hackney 025F,E01001776,97,268,187,56,44,66,68,42,85,913
2021,Hackney 033A,E01001777,219,536,304,65,54,100,89,45,164,1576
2021,Hackney 032D,E01001780,128,257,156,77,73,58,86,46,93,974
2021,Hackney 026B,E01001781,67,174,130,47,42,91,54,35,111,751
2021,Hackney 026D,E01001783,67,139,105,55,49,85,58,42,113,713
2021,Hackney 032A,E01001784,118,237,145,54,56,69,52,34,112,877
2021,Hackney 015B,E01001785,96,224,175,55,49,60,42,28,51,780
2021,Hackney 013A,E01001786,122,251,143,89,63,90,58,60,128,1004
2021,Hackney 013B,E01001787,63,125,103,51,58,94,37,45,108,684
2021,Hackney 013C,E01001788,45,112,112,44,34,84,50,37,71,589
2021,Hackney 015C,E01001789,123,234,222,48,46,60,51,16,62,862
2021,Hackney 013D,E01001790,34,112,82,36,42,94,49,31,125,605
2021,Hackney 015D,E01001791,96,159,127,37,24,65,47,40,58,653
2021,Hackney 011A,E01001792,119,276,192,59,43,73,47,31,83,923
2021,Hackney 011B,E01001793,116,257,225,48,41,60,51,29,51,878
2021,Hackney 011C,E01001794,152,285,296,62,53,56,50,41,50,1045
2021,Hackney 011D,E01001795,132,209,203,33,31,30,29,18,62,747
2021,Hackney 011E,E01001796,135,251,220,44,46,65,43,39,63,906
2021,Hackney 028A,E01001798,75,244,174,107,47,95,60,52,110,964
2021,Hackney 003A,E01001799,91,174,72,96,22,61,34,25,37,612
2021,Hackney 004C,E01001800,54,163,67,109,32,84,50,20,74,653
2021,Hackney 008B,E01001801,76,196,89,71,23,53,24,24,42,598
2021,Hackney 003B,E01001802,80,148,87,56,27,60,33,39,71,601
2021,Hackney 008C,E01001803,176,337,231,67,77,61,32,28,69,1078
2021,Hackney 003C,E01001804,84,187,70,80,26,64,37,14,56,618
2021,Hackney 009B,E01001805,93,209,147,54,31,38,30,10,41,653
2021,Hackney 008D,E01001806,114,245,179,50,36,58,37,28,36,783
2021,Hackney 003D,E01001807,89,209,121,97,46,88,25,25,82,782
2021,Hackney 001A,E01001808,81,158,58,127,32,68,35,9,72,640
2021,Hackney 001B,E01001809,97,136,78,159,22,69,56,25,65,707
2021,Hackney 002D,E01001811,71,212,118,63,34,93,40,52,69,752
2021,Hackney 003E,E01001812,91,169,89,79,22,58,25,32,52,617
2021,Hackney 002E,E01001813,69,114,100,57,58,91,50,55,102,696
2021,Hackney 001C,E01001814,87,187,59,120,40,55,31,39,79,697
2021,Hackney 024D,E01001815,92,192,161,47,46,60,34,45,72,749
2021,Hackney 020D,E01001816,132,227,184,33,34,69,40,20,52,791
2021,Hackney 020E,E01001819,132,253,161,43,43,57,37,18,56,800
2021,Hackney 024E,E01001820,67,169,121,41,37,56,38,34,68,631
2021,Hackney 024F,E01001821,57,135,126,48,46,68,54,23,68,625
2021,Hackney 029C,E01001822,63,190,119,102,36,83,48,32,101,774
2021,Hackney 001D,E01001823,95,143,85,106,46,58,40,35,51,659
2021,Hackney 004D,E01001824,67,130,66,86,26,71,37,26,30,539
2021,Hackney 001E,E01001825,104,148,36,121,10,34,34,9,24,520
2021,Hackney 004E,E01001826,61,142,49,92,32,68,43,18,52,557
2021,Hackney 029D,E01001827,76,131,84,91,32,61,50,29,74,628
2021,Hackney 028B,E01001828,142,194,148,99,68,74,73,42,104,944
2021,Hackney 009C,E01001829,188,394,226,57,52,35,41,18,21,1032
2021,Hackney 014C,E01001830,124,275,217,66,48,92,69,29,103,1023
2021,Hackney 009D,E01001831,166,333,260,65,51,57,52,22,59,1065
2021,Hackney 009E,E01001832,101,263,219,59,67,58,46,43,61,917
2021,Hackney 014D,E01001833,162,370,257,62,67,74,65,45,69,1171
2021,Hackney 014E,E01001834,178,353,329,72,64,64,44,27,53,1184
2021,Hackney 014F,E01001835,129,278,201,35,40,34,43,9,22,791
2021,Hackney 022A,E01001836,156,296,263,72,39,76,44,35,56,1037
2021,Hackney 023B,E01001837,150,321,184,50,39,33,23,18,38,856
2021,Hackney 019E,E01001838,66,119,92,68,34,93,58,29,113,672
2021,Hackney 023C,E01001839,237,498,390,75,61,73,58,37,101,1530
2021,Hackney 022B,E01001840,93,161,128,47,39,77,49,41,88,723
2021,Hackney 022C,E01001841,105,166,137,44,42,51,19,22,36,622
2021,Hackney 023D,E01001842,82,196,188,58,21,71,61,39,78,794
2021,Hackney 023E,E01001843,93,171,136,46,25,47,32,21,40,611
2021,Hackney 022D,E01001844,159,295,230,47,49,77,52,32,57,998
2021,Hackney 022E,E01001845,88,147,111,41,41,87,42,32,96,685
2021,Hackney 018A,E01001846,60,116,87,52,32,62,24,29,63,525
2021,Hackney 018B,E01001847,73,175,193,61,38,59,35,30,71,735
2021,Hackney 018C,E01001848,95,202,188,54,60,64,49,52,94,858
2021,Hackney 018D,E01001849,177,410,354,83,77,104,71,46,97,1419
2021,Hackney 019F,E01001850,50,126,104,60,49,121,56,46,113,725
2021,Hammersmith and Fulham 010A,E01001851,218,285,143,33,12,30,28,9,26,784
2021,Hammersmith and Fulham 007A,E01001852,195,356,221,64,29,61,74,18,34,1052
2021,Hammersmith and Fulham 007B,E01001853,178,302,179,45,44,41,43,12,34,878
2021,Hammersmith and Fulham 007C,E01001854,184,335,206,85,44,86,65,15,49,1069
2021,Hammersmith and Fulham 010B,E01001855,220,300,234,78,45,48,49,15,41,1030
2021,Hammersmith and Fulham 010C,E01001856,152,256,164,69,30,68,39,24,61,863
2021,Hammersmith and Fulham 007D,E01001857,92,171,106,55,49,57,68,39,97,734
2021,Hammersmith and Fulham 006A,E01001858,122,252,182,75,41,77,62,27,52,890
2021,Hammersmith and Fulham 008A,E01001859,188,420,277,116,90,110,89,60,94,1444
2021,Hammersmith and Fulham 006B,E01001860,101,190,172,73,78,103,62,42,81,902
2021,Hammersmith and Fulham 006C,E01001861,127,163,137,42,47,76,43,24,56,715
2021,Hammersmith and Fulham 005A,E01001862,163,290,165,68,47,69,56,50,61,969
2021,Hammersmith and Fulham 006D,E01001863,167,232,151,55,41,70,37,22,47,822
2021,Hammersmith and Fulham 006E,E01001864,158,201,172,58,53,61,39,31,58,831
2021,Hammersmith and Fulham 008B,E01001865,186,291,177,53,38,50,27,19,36,877
2021,Hammersmith and Fulham 012A,E01001866,131,265,141,53,31,60,42,15,44,782
2021,Hammersmith and Fulham 012B,E01001867,93,198,105,37,20,39,20,5,23,540
2021,Hammersmith and Fulham 012C,E01001868,53,109,66,51,42,88,59,32,93,593
2021,Hammersmith and Fulham 010D,E01001869,185,227,136,35,10,33,18,5,15,664
2021,Hammersmith and Fulham 012D,E01001870,153,329,180,86,50,74,60,18,64,1014
2021,Hammersmith and Fulham 012E,E01001871,162,278,156,46,19,40,29,19,39,788
2021,Hammersmith and Fulham 012F,E01001872,145,288,197,66,23,28,40,16,32,835
2021,Hammersmith and Fulham 010E,E01001873,132,229,144,53,33,55,52,29,66,793
2021,Hammersmith and Fulham 001B,E01001875,73,147,95,76,88,86,60,52,114,791
2021,Hammersmith and Fulham 001C,E01001876,83,406,112,71,74,101,50,33,108,1038
2021,Hammersmith and Fulham 001D,E01001877,84,170,105,62,56,61,65,37,77,717
2021,Hammersmith and Fulham 001E,E01001878,67,138,83,61,78,69,59,53,108,716
2021,Hammersmith and Fulham 019A,E01001879,122,226,154,41,45,60,45,32,66,791
2021,Hammersmith and Fulham 017A,E01001880,154,251,185,50,51,69,33,18,53,864
2021,Hammersmith and Fulham 017B,E01001881,265,378,243,70,37,61,42,18,36,1150
2021,Hammersmith and Fulham 017C,E01001882,217,346,249,61,27,44,30,17,34,1025
2021,Hammersmith and Fulham 017D,E01001883,249,344,193,65,30,42,46,22,37,1028
2021,Hammersmith and Fulham 017E,E01001884,128,300,181,70,43,77,58,41,65,963
2021,Hammersmith and Fulham 015A,E01001885,41,100,53,52,45,78,63,46,69,547
2021,Hammersmith and Fulham 016A,E01001886,123,190,136,62,45,86,43,34,59,778
2021,Hammersmith and Fulham 016B,E01001887,105,206,117,57,46,64,45,26,58,724
2021,Hammersmith and Fulham 018A,E01001888,177,300,191,54,30,46,34,5,29,866
2021,Hammersmith and Fulham 014A,E01001889,167,300,167,55,23,34,29,23,38,836
2021,Hammersmith and Fulham 016C,E01001890,126,466,159,60,42,63,48,18,67,1049
2021,Hammersmith and Fulham 018B,E01001891,293,527,297,87,65,89,66,21,61,1506
2021,Hammersmith and Fulham 016D,E01001892,112,154,125,56,30,66,47,24,48,662
2021,Hammersmith and Fulham 013A,E01001893,104,182,115,43,47,72,51,40,88,742
2021,Hammersmith and Fulham 013B,E01001894,119,244,149,59,47,49,45,22,42,776
2021,Hammersmith and Fulham 009A,E01001895,172,242,154,57,45,50,31,16,45,812
2021,Hammersmith and Fulham 009B,E01001896,145,245,157,64,38,49,34,19,49,800
2021,Hammersmith and Fulham 009C,E01001897,158,218,121,51,20,36,35,5,37,681
2021,Hammersmith and Fulham 013C,E01001898,242,404,227,81,43,54,56,17,51,1175
2021,Hammersmith and Fulham 013D,E01001899,108,218,148,72,51,89,48,28,62,824
2021,Hammersmith and Fulham 013E,E01001900,103,208,139,56,44,84,55,36,84,809
2021,Hammersmith and Fulham 019B,E01001901,243,333,206,50,17,33,31,5,24,942
2021,Hammersmith and Fulham 019C,E01001902,205,325,215,66,47,58,58,18,48,1040
2021,Hammersmith and Fulham 019D,E01001903,136,219,144,51,42,57,41,14,55,759
2021,Hammersmith and Fulham 022A,E01001904,236,333,219,75,22,38,38,15,31,1007
2021,Hammersmith and Fulham 022B,E01001905,236,295,202,54,23,40,36,7,24,917
2021,Hammersmith and Fulham 022C,E01001906,199,328,183,55,22,30,29,8,26,880
2021,Hammersmith and Fulham 022D,E01001907,205,234,131,54,8,19,16,10,26,703
2021,Hammersmith and Fulham 015B,E01001908,146,322,198,48,55,51,46,16,43,925
2021,Hammersmith and Fulham 015C,E01001909,177,306,190,74,53,78,47,32,77,1034
2021,Hammersmith and Fulham 014B,E01001910,140,281,176,53,46,51,28,16,43,834
2021,Hammersmith and Fulham 015D,E01001911,77,149,113,70,48,91,63,48,80,739
2021,Hammersmith and Fulham 015E,E01001912,69,90,75,57,45,74,47,50,73,580
2021,Hammersmith and Fulham 014C,E01001913,153,409,245,60,13,27,26,12,21,966
2021,Hammersmith and Fulham 014D,E01001914,135,307,188,63,38,54,53,32,73,943
2021,Hammersmith and Fulham 024A,E01001915,227,244,126,45,11,42,6,10,29,740
2021,Hammersmith and Fulham 024B,E01001916,146,185,118,30,14,31,18,7,7,556
2021,Hammersmith and Fulham 018C,E01001917,175,233,139,47,24,40,37,10,28,733
2021,Hammersmith and Fulham 018D,E01001918,209,248,161,45,29,38,37,23,31,821
2021,Hammersmith and Fulham 018E,E01001919,212,216,154,55,24,45,28,11,26,771
2021,Hammersmith and Fulham 020A,E01001920,147,166,143,49,29,67,51,26,53,731
2021,Hammersmith and Fulham 020B,E01001921,215,239,161,47,18,40,19,13,29,781
2021,Hammersmith and Fulham 020C,E01001922,250,283,161,53,9,39,26,7,19,847
2021,Hammersmith and Fulham 020D,E01001923,221,279,177,48,21,35,27,10,29,847
2021,Hammersmith and Fulham 020E,E01001924,234,280,186,58,13,39,26,4,18,858
2021,Hammersmith and Fulham 025A,E01001925,245,210,152,51,13,41,23,11,27,773
2021,Hammersmith and Fulham 024C,E01001926,211,271,175,42,20,24,16,9,9,777
2021,Hammersmith and Fulham 008C,E01001927,164,194,143,30,29,39,14,11,10,634
2021,Hammersmith and Fulham 011A,E01001928,172,287,167,50,39,47,38,9,34,843
2021,Hammersmith and Fulham 009D,E01001929,160,297,143,38,35,21,21,6,7,728
2021,Hammersmith and Fulham 008D,E01001930,174,256,172,49,35,50,40,7,29,812
2021,Hammersmith and Fulham 011B,E01001931,140,272,145,52,40,40,33,8,40,770
2021,Hammersmith and Fulham 011C,E01001932,183,295,169,83,35,56,45,17,54,937
2021,Hammersmith and Fulham 011D,E01001933,173,229,183,52,29,45,24,14,25,774
2021,Hammersmith and Fulham 025B,E01001934,209,218,161,66,43,67,51,37,85,937
2021,Hammersmith and Fulham 023A,E01001935,271,353,242,81,49,78,30,14,40,1158
2021,Hammersmith and Fulham 025C,E01001937,241,299,227,67,28,43,31,15,30,981
2021,Hammersmith and Fulham 025D,E01001938,142,191,140,72,32,82,54,37,55,805
2021,Hammersmith and Fulham 005B,E01001940,130,194,135,66,42,64,53,38,56,778
2021,Hammersmith and Fulham 005C,E01001941,151,288,198,76,58,85,59,29,89,1033
2021,Hammersmith and Fulham 005D,E01001942,157,320,225,83,89,71,54,28,85,1112
2021,Hammersmith and Fulham 004A,E01001943,192,302,222,83,78,98,100,51,97,1223
2021,Hammersmith and Fulham 004B,E01001944,70,120,87,51,41,84,61,52,89,655
2021,Hammersmith and Fulham 004C,E01001945,155,302,181,76,58,69,41,15,56,953
2021,Hammersmith and Fulham 004D,E01001946,188,303,215,86,46,69,67,36,84,1094
2021,Hammersmith and Fulham 021A,E01001947,69,101,94,58,46,83,58,24,82,615
2021,Hammersmith and Fulham 021B,E01001948,274,352,217,73,35,46,36,19,25,1077
2021,Hammersmith and Fulham 021C,E01001949,234,299,206,57,12,28,36,9,12,893
2021,Hammersmith and Fulham 021D,E01001950,234,303,170,48,8,28,17,9,20,837
2021,Hammersmith and Fulham 021E,E01001951,195,261,190,54,31,51,45,20,36,883
2021,Hammersmith and Fulham 024D,E01001952,186,340,245,77,53,73,44,21,66,1105
2021,Hammersmith and Fulham 021F,E01001953,135,285,166,50,31,67,45,33,42,854
2021,Hammersmith and Fulham 003A,E01001954,97,213,131,44,51,71,46,29,49,731
2021,Hammersmith and Fulham 002A,E01001955,117,211,149,72,71,108,90,46,99,963
2021,Hammersmith and Fulham 003B,E01001956,119,158,123,68,61,65,43,34,60,731
2021,Hammersmith and Fulham 002B,E01001957,55,101,69,60,44,95,54,43,98,619
2021,Hammersmith and Fulham 002C,E01001958,53,96,93,64,38,115,72,76,145,752
2021,Hammersmith and Fulham 003C,E01001959,81,167,96,90,75,90,59,40,86,784
2021,Hammersmith and Fulham 003D,E01001960,179,308,236,83,66,56,50,29,84,1091
2021,Hammersmith and Fulham 002D,E01001961,44,82,76,46,38,95,68,54,102,605
2021,Haringey 004A,E01001962,157,286,152,47,46,48,28,24,31,819
2021,Haringey 009A,E01001963,219,341,185,51,46,37,20,12,16,927
2021,Haringey 009B,E01001964,158,275,167,46,45,46,33,15,46,831
2021,Haringey 009C,E01001965,153,332,178,66,35,28,12,9,17,830
2021,Haringey 009D,E01001966,160,260,144,40,33,28,18,5,18,706
2021,Haringey 014A,E01001967,190,279,152,34,22,28,17,8,23,753
2021,Haringey 014B,E01001968,161,308,191,46,47,48,44,25,37,907
2021,Haringey 001A,E01001969,126,216,130,70,140,69,65,50,127,993
2021,Haringey 004B,E01001970,111,199,146,83,110,102,88,45,126,1010
2021,Haringey 001B,E01001971,75,142,100,62,96,109,95,54,121,854
2021,Haringey 004C,E01001972,103,175,141,72,69,73,55,39,98,825
2021,Haringey 004D,E01001973,187,345,189,82,122,95,76,52,97,1245
2021,Haringey 001C,E01001974,166,311,197,86,145,100,59,44,185,1293
2021,Haringey 001D,E01001975,138,225,136,73,108,76,61,56,166,1039
2021,Haringey 011A,E01001976,76,134,116,69,109,86,57,76,185,908
2021,Haringey 011B,E01001977,69,117,101,44,107,82,48,48,125,741
2021,Haringey 011C,E01001978,70,105,88,53,146,100,71,63,209,905
2021,Haringey 011D,E01001979,92,203,116,83,90,124,84,77,227,1096
2021,Haringey 018A,E01001980,77,218,153,60,99,76,52,59,156,950
2021,Haringey 018B,E01001981,69,142,111,60,121,118,59,79,237,996
2021,Haringey 018C,E01001982,97,168,138,57,104,86,45,50,168,913
2021,Haringey 018D,E01001983,100,198,144,56,72,60,53,47,145,875
2021,Haringey 033A,E01001984,165,369,186,72,45,74,36,29,26,1002
2021,Haringey 033B,E01001985,200,371,204,41,20,24,19,10,17,906
2021,Haringey 034A,E01001986,173,294,198,50,29,46,33,8,31,862
2021,Haringey 033C,E01001987,197,444,182,50,30,28,13,6,22,972
2021,Haringey 034B,E01001988,155,399,209,59,61,32,41,5,42,1003
2021,Haringey 033D,E01001989,196,371,202,50,28,41,26,7,13,934
