date,geography,geography code,"Occupation (current): 1. Managers, directors and senior officials",Occupation (current): 2. Professional occupations,Occupation (current): 3. Associate professional and technical occupations,Occupation (current): 4. Administrative and secretarial occupations,Occupation (current): 5. Skilled trades occupations,"Occupation (current): 6. Caring, leisure and other service occupations",Occupation (current): 7. Sales and customer service occupations,"Occupation (current): 8. Process, plant and machine operatives",Occupation (current): 9. Elementary occupations,Occupation (current): Total: All usual residents aged 16 years and over in employment the week before the census
2021,Barnet 039C,E01000223,109,157,93,72,91,95,70,81,93,861
2021,Barnet 040D,E01000224,128,132,80,63,69,71,46,45,76,710
2021,Barnet 037F,E01000225,202,193,78,101,16,46,36,7,17,696
2021,Barnet 018D,E01000226,70,131,78,74,101,91,63,70,114,792
2021,Barnet 018E,E01000227,155,241,130,95,85,60,49,44,66,925
2021,Barnet 007A,E01000228,158,161,95,65,53,49,43,31,49,704
2021,Barnet 013B,E01000229,92,151,97,83,90,87,51,65,71,787
2021,Barnet 013C,E01000230,112,273,107,101,63,64,43,23,45,831
2021,Barnet 013D,E01000231,145,212,123,101,62,64,59,56,58,880
2021,Barnet 013E,E01000232,175,272,106,82,57,59,31,26,60,868
2021,Barnet 013F,E01000233,148,262,143,93,89,77,66,65,60,1003
2021,Barnet 021D,E01000234,190,286,134,75,55,56,37,28,55,916
2021,Barnet 021E,E01000235,92,182,113,79,94,106,47,62,112,887
2021,Barnet 034A,E01000236,173,224,104,106,58,55,44,32,43,839
2021,Barnet 032A,E01000237,173,263,112,79,98,94,64,59,127,1069
2021,Barnet 034B,E01000238,124,240,100,94,94,69,53,42,97,913
2021,Barnet 031A,E01000239,125,234,133,86,103,87,87,71,93,1019
2021,Barnet 031B,E01000240,139,185,102,55,93,74,65,53,95,861
2021,Barnet 031C,E01000241,175,232,132,88,81,44,35,39,69,895
2021,Barnet 032B,E01000242,169,223,79,64,29,36,28,13,38,679
2021,Barnet 032C,E01000243,131,238,141,93,99,98,88,54,159,1101
2021,Barnet 032D,E01000244,88,174,105,56,88,92,52,52,108,815
2021,Barnet 032E,E01000245,95,150,100,74,124,120,74,78,151,966
2021,Barnet 002B,E01000246,145,250,118,68,33,39,23,30,28,734
2021,Barnet 002C,E01000247,179,276,139,85,52,62,34,38,42,907
2021,Barnet 001A,E01000248,160,302,166,63,26,34,37,28,32,848
2021,Barnet 001B,E01000249,146,284,154,67,32,47,19,17,24,790
2021,Barnet 001C,E01000250,220,397,211,116,81,117,56,50,65,1313
2021,Barnet 002D,E01000251,163,265,181,84,95,80,62,28,56,1014
2021,Barnet 002E,E01000252,151,253,123,102,81,65,36,18,54,883
2021,Barnet 007B,E01000253,305,291,145,91,33,27,29,7,17,945
2021,Barnet 001D,E01000254,172,282,132,53,40,29,30,16,16,770
2021,Barnet 017A,E01000255,135,185,120,60,65,64,44,35,53,761
2021,Barnet 016A,E01000256,181,230,121,60,62,63,43,59,56,875
2021,Barnet 017B,E01000257,160,291,165,67,63,83,80,63,73,1045
2021,Barnet 016B,E01000258,205,284,132,79,46,58,35,33,47,919
2021,Barnet 025D,E01000259,237,363,183,132,84,70,57,46,66,1238
2021,Barnet 025E,E01000260,164,262,146,105,84,104,69,61,78,1073
2021,Barnet 017C,E01000261,185,255,120,63,36,43,21,16,14,753
2021,Barnet 016C,E01000263,228,251,109,78,23,35,27,4,5,760
2021,Barnet 016D,E01000264,205,249,114,85,69,64,60,48,82,976
2021,Barnet 011A,E01000265,113,201,137,87,92,83,67,51,89,920
2021,Barnet 011B,E01000266,177,207,109,66,53,30,23,13,11,689
2021,Barnet 005A,E01000267,145,249,127,80,66,52,51,26,39,835
2021,Barnet 005B,E01000268,151,308,137,87,74,86,55,34,69,1001
2021,Barnet 005C,E01000269,115,177,130,64,43,55,34,27,30,675
2021,Barnet 005D,E01000270,147,251,112,66,49,53,25,22,30,755
2021,Barnet 008A,E01000271,174,222,110,74,46,47,29,23,44,769
2021,Barnet 008B,E01000272,202,210,81,56,21,31,15,8,15,639
2021,Barnet 008C,E01000273,150,251,128,76,53,50,36,24,43,811
2021,Barnet 011C,E01000274,143,225,115,99,89,94,71,48,59,943
2021,Barnet 012A,E01000275,136,308,147,67,41,40,41,24,38,842
2021,Barnet 020A,E01000276,196,248,104,67,23,32,19,14,14,717
2021,Barnet 012B,E01000277,107,266,137,61,42,56,55,33,56,813
2021,Barnet 020B,E01000278,175,252,88,55,20,21,22,11,13,657
2021,Barnet 007C,E01000279,201,177,89,47,20,27,13,8,20,602
2021,Barnet 007D,E01000280,194,212,90,60,13,24,12,13,9,627
2021,Barnet 008D,E01000281,218,386,152,63,45,28,37,21,40,990
2021,Barnet 008E,E01000282,190,295,129,88,51,47,27,31,31,889
2021,Barnet 012C,E01000283,169,272,70,60,11,21,26,12,9,650
2021,Barnet 012D,E01000284,140,241,119,80,113,56,64,39,87,939
2021,Barnet 004A,E01000285,103,191,106,66,54,62,40,21,48,691
2021,Barnet 007E,E01000286,104,205,93,63,86,81,46,35,62,775
2021,Barnet 004B,E01000287,95,154,91,85,73,71,41,51,74,735
2021,Barnet 004C,E01000288,101,247,115,85,46,60,34,34,42,764
2021,Barnet 004D,E01000289,65,118,65,63,69,83,55,56,85,659
2021,Barnet 007F,E01000290,142,181,101,72,52,69,35,33,39,724
2021,Barnet 004E,E01000291,88,182,91,67,69,82,45,48,60,732
2021,Barnet 001E,E01000292,121,223,115,57,46,47,29,20,30,688
2021,Barnet 001F,E01000293,140,333,134,80,49,56,42,23,50,907
2021,Barnet 004F,E01000294,142,260,127,73,64,60,34,29,49,838
2021,Barnet 023B,E01000295,138,307,143,71,54,54,50,11,48,876
2021,Barnet 023C,E01000296,148,309,146,75,81,74,57,44,70,1004
2021,Barnet 027D,E01000297,101,221,101,66,73,51,45,32,61,751
2021,Barnet 023D,E01000298,152,301,136,65,81,50,45,22,79,931
2021,Barnet 019A,E01000299,162,248,160,81,105,59,62,57,91,1025
2021,Barnet 019B,E01000300,149,322,138,65,43,52,39,16,47,871
2021,Barnet 020C,E01000301,153,268,90,64,31,25,23,16,16,686
2021,Barnet 019C,E01000302,127,261,133,65,72,52,34,50,56,850
2021,Barnet 020D,E01000303,166,237,105,58,34,42,25,14,33,714
2021,Barnet 020E,E01000304,155,265,144,60,62,53,44,36,51,870
2021,Barnet 036B,E01000305,88,191,107,61,96,62,61,57,128,851
2021,Barnet 036C,E01000306,142,151,113,90,128,63,76,89,212,1064
2021,Barnet 039D,E01000307,100,131,79,68,97,65,60,60,99,759
2021,Barnet 036D,E01000308,197,313,168,94,88,92,88,51,99,1190
2021,Barnet 031D,E01000309,184,244,93,91,116,78,38,56,126,1026
2021,Barnet 034C,E01000310,135,258,104,74,112,84,88,65,122,1042
2021,Barnet 034D,E01000311,155,255,67,78,45,56,33,18,39,746
2021,Barnet 036E,E01000312,90,145,77,77,127,81,71,53,132,853
2021,Barnet 036F,E01000313,121,193,111,71,129,59,76,69,130,959
2021,Barnet 032F,E01000314,176,264,152,97,121,98,68,47,124,1147
2021,Barnet 022F,E01000315,78,150,85,90,89,86,68,43,82,771
2021,Barnet 027E,E01000316,176,289,151,82,82,93,75,39,98,1085
2021,Barnet 019D,E01000317,121,255,121,60,34,45,46,22,47,751
2021,Barnet 019E,E01000318,120,251,123,110,66,42,49,29,68,858
2021,Barnet 027F,E01000319,123,247,113,56,41,39,40,18,25,702
2021,Barnet 011D,E01000320,152,315,167,88,68,53,53,38,58,992
2021,Barnet 012E,E01000321,144,319,196,84,91,77,54,44,67,1076
2021,Barnet 011E,E01000322,141,233,140,72,71,58,52,45,93,905
2021,Barnet 019F,E01000323,183,271,162,101,130,83,79,76,135,1220
2021,Barnet 015F,E01000324,161,235,130,94,66,73,59,39,61,918
2021,Bexley 014A,E01000325,104,161,131,131,67,52,47,46,62,801
2021,Bexley 014B,E01000326,77,148,100,102,85,64,47,40,59,722
2021,Bexley 017A,E01000327,123,163,93,116,80,45,59,26,47,752
2021,Bexley 017B,E01000328,120,128,114,113,87,53,43,41,50,749
2021,Bexley 017C,E01000329,108,171,106,105,87,57,52,52,70,808
2021,Bexley 017D,E01000330,95,134,108,109,74,58,66,51,75,770
2021,Bexley 017E,E01000331,93,145,109,78,91,69,59,41,75,760
2021,Bexley 005A,E01000332,80,134,103,81,62,64,55,58,85,722
2021,Bexley 003A,E01000333,92,129,126,97,87,84,80,68,105,868
2021,Bexley 006A,E01000334,77,145,97,121,94,75,60,60,67,796
2021,Bexley 003B,E01000335,167,243,163,124,121,131,130,150,196,1425
2021,Bexley 003C,E01000336,64,138,84,84,94,116,75,88,121,864
2021,Bexley 003D,E01000337,78,143,124,90,86,93,55,71,92,832
2021,Bexley 003E,E01000338,108,197,119,103,95,79,69,83,114,967
2021,Bexley 025A,E01000339,104,154,104,112,103,43,50,35,47,752
2021,Bexley 018A,E01000340,94,131,110,121,95,54,52,52,54,763
2021,Bexley 022A,E01000341,90,123,88,124,93,57,45,48,49,717
2021,Bexley 022B,E01000342,97,138,111,135,119,54,54,52,72,832
2021,Bexley 022C,E01000343,108,109,104,120,93,63,49,41,42,729
2021,Bexley 025B,E01000344,92,169,123,147,85,60,44,26,43,789
2021,Bexley 022D,E01000345,110,120,133,132,73,48,32,31,37,716
2021,Bexley 021A,E01000346,84,155,123,131,111,67,46,48,52,817
2021,Bexley 021B,E01000347,89,110,105,129,91,62,43,58,53,740
2021,Bexley 020A,E01000348,131,169,119,139,95,34,36,32,29,784
2021,Bexley 020B,E01000349,138,196,113,119,72,55,38,43,43,817
2021,Bexley 021C,E01000350,103,146,118,142,88,57,48,37,54,793
2021,Bexley 024A,E01000351,97,191,118,116,98,62,44,37,48,811
2021,Bexley 021D,E01000352,102,120,100,122,119,78,55,47,49,792
2021,Bexley 011A,E01000353,106,155,113,114,80,51,34,43,27,723
2021,Bexley 011B,E01000354,75,140,90,107,89,53,46,46,61,707
2021,Bexley 011C,E01000355,86,123,103,99,77,46,41,57,40,672
2021,Bexley 009A,E01000356,105,156,99,105,47,44,48,32,42,678
2021,Bexley 009B,E01000357,101,176,97,117,68,50,39,29,47,724
2021,Bexley 011D,E01000358,96,188,109,107,91,74,49,35,44,793
2021,Bexley 009C,E01000359,90,143,97,83,56,46,39,29,39,622
2021,Bexley 015A,E01000360,130,170,136,113,118,71,82,44,89,953
2021,Bexley 020C,E01000361,109,181,125,116,95,66,56,41,56,845
2021,Bexley 015B,E01000362,130,200,133,134,100,49,66,39,60,911
2021,Bexley 020D,E01000363,113,177,94,94,76,49,51,39,51,744
2021,Bexley 023A,E01000364,109,182,110,111,81,72,63,50,53,831
2021,Bexley 015C,E01000365,110,161,108,104,76,60,53,42,65,779
2021,Bexley 015D,E01000366,123,227,122,123,85,55,59,43,34,871
2021,Bexley 010A,E01000367,95,140,109,119,116,120,82,77,122,980
2021,Bexley 010B,E01000368,59,96,98,95,100,75,65,67,100,755
2021,Bexley 014C,E01000369,111,128,117,122,101,51,59,74,74,837
2021,Bexley 014D,E01000370,116,175,99,108,72,50,43,42,45,750
2021,Bexley 014E,E01000371,102,164,123,104,112,65,59,51,53,833
2021,Bexley 010C,E01000372,72,144,73,73,90,77,70,70,75,744
2021,Bexley 008A,E01000373,51,140,82,71,54,64,52,43,80,637
2021,Bexley 019A,E01000374,50,112,71,67,64,77,58,63,83,645
2021,Bexley 019B,E01000375,130,202,156,126,111,77,94,95,117,1108
2021,Bexley 019C,E01000376,103,172,112,118,110,76,63,49,70,873
2021,Bexley 019D,E01000377,114,127,114,95,83,47,49,55,48,732
2021,Bexley 019F,E01000379,109,176,129,111,81,62,72,66,71,877
2021,Bexley 010D,E01000380,73,130,122,124,109,84,75,88,110,915
2021,Bexley 028A,E01000381,81,146,94,114,83,62,40,47,50,717
2021,Bexley 027A,E01000382,145,202,108,113,60,42,34,33,29,766
2021,Bexley 028B,E01000383,111,140,93,97,86,65,45,45,49,731
2021,Bexley 027B,E01000384,134,198,127,130,76,60,48,42,51,866
2021,Bexley 028C,E01000385,87,153,106,88,88,97,77,51,90,837
2021,Bexley 028D,E01000386,59,101,69,58,73,89,52,68,62,631
2021,Bexley 027C,E01000387,106,165,123,106,74,63,38,43,37,755
2021,Bexley 016A,E01000388,99,160,93,109,68,44,39,34,39,685
2021,Bexley 020E,E01000389,149,196,121,109,64,54,39,31,49,812
2021,Bexley 020F,E01000390,78,144,100,101,78,37,38,28,31,635
2021,Bexley 021E,E01000391,101,160,110,120,106,85,62,55,86,885
2021,Bexley 016B,E01000392,113,192,118,119,119,101,75,47,99,983
2021,Bexley 020G,E01000393,100,204,114,113,99,67,67,44,64,872
2021,Bexley 015E,E01000394,115,197,126,118,71,51,40,15,50,783
2021,Bexley 018B,E01000395,108,179,98,117,89,59,46,51,44,791
2021,Bexley 018C,E01000396,93,151,117,113,85,55,49,42,53,758
2021,Bexley 029A,E01000398,84,111,95,98,85,63,56,62,71,725
2021,Bexley 029B,E01000399,104,150,104,86,101,52,51,53,73,774
2021,Bexley 029C,E01000400,89,176,98,101,79,63,62,34,71,773
2021,Bexley 013A,E01000401,80,133,91,96,108,81,57,42,77,765
2021,Bexley 005B,E01000402,69,116,95,71,75,93,52,57,96,724
2021,Bexley 004A,E01000403,107,184,121,110,78,111,80,88,111,990
2021,Bexley 004B,E01000404,90,178,134,90,79,126,104,85,135,1021
2021,Bexley 004C,E01000405,72,125,110,81,78,76,63,64,83,752
2021,Bexley 005C,E01000406,97,230,137,128,114,117,86,79,115,1103
2021,Bexley 005D,E01000407,113,224,106,117,86,86,59,54,66,911
2021,Bexley 004D,E01000408,76,142,87,105,77,94,60,87,115,843
2021,Bexley 016C,E01000409,116,179,117,159,91,60,46,53,69,890
2021,Bexley 018D,E01000410,106,173,129,136,93,73,61,56,63,890
2021,Bexley 016D,E01000411,103,141,101,97,110,74,41,43,37,747
2021,Bexley 018E,E01000412,112,182,133,133,115,76,59,56,86,952
2021,Bexley 018F,E01000413,58,111,92,112,96,64,50,66,52,701
2021,Bexley 016E,E01000414,115,171,143,123,102,69,57,50,88,918
2021,Bexley 016F,E01000415,91,131,120,113,88,50,40,37,53,723
2021,Bexley 002A,E01000416,65,122,73,38,72,100,69,73,122,734
2021,Bexley 006B,E01000417,110,150,106,83,91,82,67,61,75,825
2021,Bexley 002B,E01000418,97,163,129,103,96,93,63,71,136,951
2021,Bexley 006C,E01000419,76,138,95,84,83,67,42,52,55,692
2021,Bexley 006D,E01000420,86,136,119,86,80,78,56,46,46,733
2021,Bexley 009D,E01000421,105,149,111,122,75,56,51,41,34,744
2021,Bexley 002C,E01000422,34,96,78,31,35,103,49,43,99,568
2021,Bexley 025C,E01000423,111,189,105,105,92,49,43,31,32,757
2021,Bexley 026A,E01000424,160,230,168,126,51,44,42,16,31,868
2021,Bexley 025D,E01000425,140,203,135,117,68,49,25,31,33,801
2021,Bexley 026B,E01000426,120,204,167,118,96,76,47,40,44,912
2021,Bexley 026C,E01000427,130,196,138,138,91,72,49,42,65,921
2021,Bexley 027D,E01000428,94,187,151,114,76,67,67,42,51,849
2021,Bexley 008B,E01000429,60,108,91,58,58,102,67,64,116,724
2021,Bexley 008C,E01000430,88,232,113,91,64,126,87,76,114,991
2021,Bexley 008D,E01000431,40,89,51,52,47,68,54,31,56,488
2021,Bexley 008F,E01000433,45,127,72,88,102,111,84,73,124,826
2021,Bexley 008G,E01000434,52,73,81,59,77,78,67,78,116,681
2021,Bexley 010E,E01000435,56,118,85,69,65,67,68,58,80,666
2021,Bexley 011E,E01000436,123,172,111,159,87,64,52,47,51,866
2021,Bexley 007A,E01000437,77,129,89,104,89,56,48,49,72,713
2021,Bexley 007B,E01000438,83,140,80,105,105,70,67,60,80,790
2021,Bexley 007C,E01000439,76,83,95,100,75,59,46,52,56,642
2021,Bexley 007D,E01000440,84,135,82,102,74,51,52,45,55,680
2021,Bexley 007E,E01000441,74,120,106,101,93,83,62,57,83,779
2021,Bexley 006E,E01000442,109,134,113,138,74,67,50,70,65,820
2021,Bexley 024B,E01000443,80,129,94,106,80,44,36,31,45,645
2021,Bexley 023B,E01000444,160,184,120,114,43,57,41,17,27,763
2021,Bexley 024C,E01000445,146,166,129,115,88,39,42,27,34,786
2021,Bexley 024D,E01000446,104,155,148,157,77,63,39,51,45,839
2021,Bexley 023C,E01000447,205,271,176,144,82,50,39,37,50,1054
2021,Bexley 023D,E01000448,119,161,114,93,48,35,26,12,35,643
2021,Bexley 023E,E01000449,136,200,122,96,47,38,28,15,14,696
2021,Bexley 009E,E01000450,107,157,108,104,98,72,76,59,86,867
2021,Bexley 009F,E01000451,102,181,124,128,107,83,76,53,70,924
2021,Bexley 009G,E01000452,98,141,108,123,89,70,58,39,60,786
2021,Bexley 013B,E01000453,100,165,97,104,91,55,44,41,61,758
2021,Bexley 013C,E01000454,111,138,102,104,82,61,64,35,79,776
2021,Bexley 013D,E01000455,93,192,108,125,87,66,77,72,73,893
2021,Bexley 013E,E01000456,89,132,114,103,76,72,42,48,52,728
2021,Bexley 026D,E01000457,146,255,186,144,85,91,49,36,76,1068
2021,Bexley 027E,E01000458,116,185,120,94,46,38,34,25,24,682
2021,Bexley 027F,E01000459,127,200,104,88,65,74,60,41,73,832
2021,Bexley 022E,E01000460,146,165,94,91,42,31,16,17,22,624
2021,Bexley 024E,E01000461,127,198,127,128,69,53,34,31,36,803
2021,Bexley 026E,E01000462,132,227,173,128,91,52,60,29,62,954
2021,Bexley 025E,E01000463,89,146,115,89,58,43,42,25,37,644
2021,Bexley 002D,E01000464,32,114,53,44,64,113,61,73,102,656
2021,Bexley 002E,E01000465,40,122,71,67,58,110,68,61,125,722
2021,Bexley 001A,E01000466,42,128,69,62,60,132,60,63,124,740
2021,Bexley 001B,E01000467,49,142,70,61,54,114,70,71,92,723
2021,Bexley 001C,E01000468,90,274,118,113,119,201,98,110,161,1284
2021,Bexley 001D,E01000469,76,150,87,67,78,111,64,63,130,826
2021,Bexley 002F,E01000470,30,77,38,36,53,74,51,48,99,506
2021,Brent 026A,E01000471,72,107,65,65,106,75,99,127,194,910
2021,Brent 029A,E01000472,120,214,149,93,133,103,114,109,184,1219
2021,Brent 029B,E01000473,90,155,89,85,122,104,173,216,260,1294
2021,Brent 026B,E01000474,81,119,63,76,118,63,141,185,260,1106
2021,Brent 029C,E01000475,89,133,89,92,118,69,112,136,174,1012
2021,Brent 026C,E01000476,72,110,67,65,144,59,139,168,253,1077
2021,Brent 026D,E01000477,63,101,67,86,148,88,125,197,316,1191
2021,Brent 029D,E01000478,96,145,95,76,132,80,125,191,258,1198
2021,Brent 009A,E01000479,175,192,83,82,61,42,63,39,55,792
2021,Brent 006A,E01000480,135,204,90,74,82,57,44,56,49,791
2021,Brent 009B,E01000481,76,158,80,61,60,77,68,50,118,748
2021,Brent 009D,E01000483,67,107,70,79,94,86,78,74,119,774
2021,Brent 006B,E01000484,51,113,77,70,74,86,70,77,109,727
2021,Brent 006C,E01000485,84,120,73,87,88,43,65,53,85,698
2021,Brent 006D,E01000486,120,213,98,68,58,50,55,43,66,771
2021,Brent 006E,E01000487,101,187,84,72,134,63,64,66,124,895
2021,Brent 022A,E01000488,136,197,185,76,59,58,53,37,63,864
2021,Brent 030A,E01000489,190,211,109,73,41,73,39,33,77,846
2021,Brent 023A,E01000490,144,336,191,71,62,68,51,26,49,998
2021,Brent 030B,E01000491,218,295,182,81,39,66,55,22,71,1029
2021,Brent 030C,E01000492,137,173,93,52,41,49,37,14,43,639
2021,Brent 030D,E01000493,165,208,141,86,45,52,33,20,53,803
2021,Brent 023B,E01000494,157,219,126,62,52,42,33,32,68,791
2021,Brent 023C,E01000495,123,214,153,70,53,55,38,31,69,806
2021,Brent 011A,E01000497,115,161,107,96,85,146,75,70,138,993
2021,Brent 010B,E01000498,43,73,43,48,83,65,61,87,120,623
2021,Brent 011B,E01000499,62,101,79,68,79,90,95,69,112,755
2021,Brent 011C,E01000501,91,152,85,63,75,97,90,66,132,851
2021,Brent 011D,E01000502,118,124,77,66,79,73,73,59,61,730
2021,Brent 011E,E01000503,107,177,103,84,107,77,67,87,115,924
2021,Brent 018A,E01000504,135,280,151,51,72,72,59,33,84,937
2021,Brent 018B,E01000505,74,165,118,64,66,54,56,42,68,707
2021,Brent 014A,E01000506,59,95,79,58,100,96,75,61,161,784
2021,Brent 018C,E01000507,103,167,99,50,70,76,55,61,80,761
2021,Brent 025A,E01000508,74,139,103,76,100,98,78,120,136,924
2021,Brent 014B,E01000509,53,81,42,50,101,51,47,61,107,593
2021,Brent 014C,E01000510,78,100,46,50,110,64,56,67,114,685
2021,Brent 014D,E01000511,96,118,61,48,97,76,108,50,84,738
2021,Brent 018D,E01000512,113,215,137,43,77,47,44,33,90,799
2021,Brent 002A,E01000513,104,148,70,76,104,51,64,65,86,768
2021,Brent 002B,E01000514,71,137,88,71,121,53,65,76,106,788
2021,Brent 003A,E01000515,76,136,88,86,106,98,86,67,136,879
2021,Brent 002C,E01000516,149,249,113,101,183,63,86,89,169,1202
2021,Brent 003B,E01000517,94,183,78,73,112,34,59,49,86,768
2021,Brent 005A,E01000518,89,139,64,82,140,94,83,110,120,921
2021,Brent 005B,E01000519,107,122,90,79,147,111,77,75,151,959
2021,Brent 002D,E01000520,72,129,83,63,109,56,66,79,82,739
2021,Brent 025B,E01000521,59,99,105,58,83,111,97,101,208,921
2021,Brent 025C,E01000522,73,105,87,85,105,83,78,92,129,837
2021,Brent 031A,E01000523,91,137,138,88,96,148,72,71,183,1024
2021,Brent 031B,E01000524,76,153,114,99,85,159,84,96,195,1061
2021,Brent 031C,E01000525,77,129,99,85,78,113,71,72,132,856
2021,Brent 025D,E01000526,43,106,96,88,76,130,89,85,142,855
2021,Brent 025E,E01000527,68,93,79,70,59,110,50,73,125,727
2021,Brent 025F,E01000528,72,141,94,64,62,112,56,67,89,757
2021,Brent 033A,E01000530,154,250,193,69,63,61,48,45,62,945
2021,Brent 033B,E01000531,116,186,174,58,53,79,50,46,103,865
2021,Brent 033C,E01000532,119,237,139,89,49,67,42,37,55,834
2021,Brent 031E,E01000533,109,148,126,75,68,119,71,72,131,919
2021,Brent 033D,E01000534,145,227,178,71,70,82,35,60,69,937
2021,Brent 031F,E01000535,126,207,184,85,88,108,78,51,126,1053
2021,Brent 004A,E01000536,124,237,82,110,32,40,41,18,49,733
2021,Brent 004B,E01000538,130,252,85,88,58,23,44,30,39,749
2021,Brent 004C,E01000539,118,218,89,81,76,36,42,35,58,753
2021,Brent 004D,E01000540,120,235,78,74,46,56,47,27,54,737
2021,Brent 004E,E01000541,80,132,58,79,105,62,55,58,78,707
2021,Brent 003E,E01000543,115,150,86,92,107,48,60,48,87,793
2021,Brent 034A,E01000544,106,217,153,57,57,98,53,48,87,876
2021,Brent 028A,E01000545,156,285,169,90,75,83,54,38,103,1053
2021,Brent 028B,E01000546,134,224,198,60,50,56,61,22,70,875
2021,Brent 028C,E01000547,140,253,171,45,48,52,50,47,67,873
2021,Brent 028D,E01000548,145,313,207,82,69,83,62,60,110,1131
2021,Brent 028E,E01000549,210,359,231,54,37,69,61,33,65,1119
2021,Brent 034B,E01000550,121,224,152,79,52,91,82,50,81,932
2021,Brent 034C,E01000551,135,240,173,104,86,164,141,117,159,1319
2021,Brent 034D,E01000552,88,129,83,67,34,83,55,47,53,639
2021,Brent 015A,E01000553,99,197,119,63,110,115,91,69,211,1074
2021,Brent 015B,E01000554,143,216,108,68,91,81,78,54,124,963
2021,Brent 015C,E01000555,125,204,102,49,48,81,45,30,76,760
2021,Brent 015D,E01000556,95,154,140,60,166,98,87,95,228,1123
2021,Brent 015E,E01000557,121,189,136,60,81,82,75,54,135,933
2021,Brent 015F,E01000558,117,197,104,51,44,46,29,19,66,673
2021,Brent 018E,E01000559,98,207,140,86,49,57,39,28,63,767
2021,Brent 023D,E01000560,130,282,157,58,42,54,41,28,63,855
2021,Brent 023E,E01000561,111,285,192,65,65,67,51,60,87,983
2021,Brent 008A,E01000562,159,209,66,89,22,48,49,43,53,738
2021,Brent 008B,E01000563,154,242,84,82,63,41,41,38,69,814
2021,Brent 013A,E01000564,82,143,72,58,109,68,68,64,116,780
2021,Brent 013B,E01000565,82,156,73,59,44,67,42,52,85,660
2021,Brent 008C,E01000566,109,157,95,94,78,63,57,59,71,783
2021,Brent 016A,E01000567,88,129,62,61,68,45,49,70,79,651
2021,Brent 008D,E01000568,101,469,123,59,89,72,65,45,115,1138
2021,Brent 008E,E01000569,107,219,90,89,52,34,56,45,43,735
2021,Brent 012A,E01000570,70,114,81,55,76,75,75,93,130,769
2021,Brent 012B,E01000571,112,188,86,82,77,55,89,68,141,898
2021,Brent 007A,E01000572,85,164,77,81,82,39,58,49,80,715
2021,Brent 007B,E01000573,77,156,85,87,148,59,68,54,88,822
2021,Brent 007C,E01000574,116,149,85,67,108,31,75,84,142,857
2021,Brent 007D,E01000575,118,176,63,103,237,85,103,130,188,1203
2021,Brent 012C,E01000576,130,218,81,84,134,62,81,64,105,959
2021,Brent 007E,E01000577,89,186,107,93,153,115,93,96,177,1109
2021,Brent 012D,E01000578,136,204,100,84,94,81,64,78,125,966
2021,Brent 032A,E01000579,152,229,170,62,45,65,49,35,57,864
2021,Brent 032B,E01000580,252,290,221,54,36,60,39,20,36,1008
2021,Brent 030E,E01000581,156,195,194,46,24,55,30,17,47,764
2021,Brent 032C,E01000582,232,285,197,50,24,47,31,18,41,925
2021,Brent 032D,E01000583,228,317,235,75,36,59,51,30,76,1107
2021,Brent 033E,E01000584,159,194,174,49,44,56,40,26,55,797
2021,Brent 033F,E01000585,177,219,197,33,45,58,41,27,50,847
2021,Brent 032E,E01000586,217,366,265,84,68,134,75,57,133,1399
2021,Brent 001A,E01000587,111,128,83,69,151,51,65,62,107,827
2021,Brent 001B,E01000589,142,231,139,124,173,72,128,100,162,1271
2021,Brent 001C,E01000590,105,187,105,87,138,66,83,65,132,968
2021,Brent 003F,E01000591,103,145,89,87,187,80,95,96,173,1055
2021,Brent 001D,E01000592,97,208,107,85,134,79,80,52,117,959
2021,Brent 001E,E01000593,125,165,100,92,159,85,85,76,128,1015
2021,Brent 001F,E01000594,89,118,90,81,178,81,74,73,154,938
2021,Brent 027A,E01000595,32,81,66,57,72,86,61,64,126,645
2021,Brent 021A,E01000596,36,58,77,44,63,95,66,84,110,633
2021,Brent 027D,E01000599,81,151,102,61,49,119,83,66,89,801
2021,Brent 021B,E01000601,22,51,51,49,33,78,50,47,82,463
2021,Brent 021C,E01000602,33,64,58,51,49,66,80,77,79,557
2021,Brent 021D,E01000603,33,79,41,35,47,87,56,64,106,548
2021,Brent 021E,E01000604,30,104,66,54,57,91,73,96,100,671
2021,Brent 021F,E01000605,38,64,48,51,57,84,61,92,78,573
2021,Brent 016B,E01000606,70,126,87,65,87,78,116,71,159,859
2021,Brent 013C,E01000607,118,154,90,96,152,116,152,115,207,1200
2021,Brent 013D,E01000608,106,156,104,76,117,118,145,120,202,1144
2021,Brent 016C,E01000609,89,141,92,99,96,75,114,97,208,1011
2021,Brent 019A,E01000610,91,153,95,82,88,71,118,119,173,990
2021,Brent 016D,E01000611,101,212,106,94,74,94,96,90,126,993
2021,Brent 019B,E01000612,72,115,92,75,86,72,81,91,158,842
2021,Brent 013E,E01000613,81,142,87,89,83,68,89,72,121,832
2021,Brent 036A,E01000615,136,252,186,118,112,76,158,85,191,1314
2021,Brent 020A,E01000616,69,113,124,92,113,102,114,101,238,1066
2021,Brent 036B,E01000617,121,212,120,87,102,78,107,131,182,1140
2021,Brent 036D,E01000618,69,111,81,85,90,49,83,106,139,813
2021,Brent 036C,E01000619,60,111,70,80,85,69,76,87,133,771
2021,Brent 020B,E01000620,66,121,61,74,91,68,74,115,154,824
2021,Brent 020C,E01000621,65,120,74,101,109,70,67,109,193,908
