date,geography,geography code,Method of travel to workplace: Bicycle,"Method of travel to workplace: Bus, minibus or coach",Method of travel to workplace: Driving a car or van,"Method of travel to workplace: Motorcycle, scooter or moped",Method of travel to workplace: On foot,Method of travel to workplace: Other method of travel to work,Method of travel to workplace: Passenger in a car or van,Method of travel to workplace: Taxi,Method of travel to workplace: Total: All usual residents aged 16 years and over in employment the week before the census,Method of travel to workplace: Train,"Method of travel to workplace: Underground, metro, light rail, tram",Method of travel to workplace: Work mainly at or from home
2021,Lewisham 005B,E01003209,34,140,88,6,51,9,10,5,929,71,75,440
2021,Lewisham 005C,E01003210,56,91,91,6,47,11,3,5,1065,69,96,590
2021,Lewisham 008B,E01003211,43,75,77,6,43,6,6,2,981,71,63,589
2021,Lewisham 005D,E01003212,71,89,111,5,70,14,10,8,1128,69,127,554
2021,Lewisham 008C,E01003213,64,73,118,7,44,10,8,1,1160,81,99,655
2021,Lewisham 008D,E01003214,29,88,132,2,55,18,5,0,1009,73,111,496
2021,Lewisham 005E,E01003215,45,131,49,9,61,20,9,9,870,75,90,372
2021,Lewisham 025A,E01003216,33,99,136,9,43,12,9,5,883,73,50,414
2021,Lewisham 022A,E01003217,44,103,186,7,45,7,12,4,959,106,43,402
2021,Lewisham 022B,E01003218,10,55,176,4,58,11,17,2,755,57,27,338
2021,Lewisham 025B,E01003219,15,75,194,6,40,16,12,7,863,74,35,389
2021,Lewisham 022C,E01003220,29,89,141,2,46,13,18,6,809,90,20,355
2021,Lewisham 025C,E01003221,21,124,211,8,67,15,10,4,1020,100,52,408
2021,Lewisham 022D,E01003222,20,80,194,7,33,10,7,2,839,89,36,361
2021,Lewisham 025D,E01003223,18,80,203,7,48,10,13,2,824,81,30,332
2021,Lewisham 022E,E01003224,29,109,173,8,49,10,6,4,856,84,29,355
2021,Lewisham 015A,E01003225,53,26,107,6,37,9,7,2,889,81,39,522
2021,Lewisham 019A,E01003226,57,59,128,4,45,10,4,4,1043,77,87,568
2021,Lewisham 019B,E01003227,49,50,127,4,43,2,6,7,958,62,60,548
2021,Lewisham 019C,E01003228,48,32,79,1,24,11,3,1,944,75,43,627
2021,Lewisham 019D,E01003229,33,117,111,6,43,7,6,7,862,70,55,407
2021,Lewisham 019E,E01003230,43,94,163,11,67,13,4,4,1084,103,65,517
2021,Lewisham 015B,E01003231,57,62,100,4,56,6,6,0,908,70,57,490
2021,Lewisham 015C,E01003232,48,56,119,2,51,4,6,2,922,65,56,513
2021,Lewisham 015D,E01003233,55,62,122,3,43,11,10,4,948,79,38,521
2021,Lewisham 038A,E01003235,14,67,218,11,31,3,13,11,680,59,17,236
2021,Lewisham 037A,E01003236,13,127,196,8,41,10,18,1,789,101,39,235
2021,Lewisham 037B,E01003237,9,99,235,5,41,4,16,5,744,86,32,212
2021,Lewisham 037C,E01003238,13,85,209,3,33,8,14,4,636,66,25,176
2021,Lewisham 037D,E01003239,10,107,260,8,33,9,12,1,698,62,28,168
2021,Lewisham 038B,E01003240,10,117,284,8,67,19,13,8,840,84,37,193
2021,Lewisham 038C,E01003241,12,97,213,1,36,11,10,1,732,93,24,234
2021,Lewisham 038D,E01003243,16,119,219,7,46,14,10,4,713,75,32,171
2021,Lewisham 001A,E01003244,38,155,139,2,71,11,7,1,921,67,154,276
2021,Lewisham 001B,E01003245,34,102,126,8,43,17,4,16,790,84,91,265
2021,Lewisham 002A,E01003246,84,136,156,12,73,13,2,3,1385,89,102,715
2021,Lewisham 001C,E01003247,89,113,117,19,67,14,9,9,1328,71,234,586
2021,Lewisham 002B,E01003248,26,128,113,4,46,18,1,2,772,47,118,269
2021,Lewisham 001D,E01003249,76,135,161,6,49,15,2,6,1148,58,206,434
2021,Lewisham 002C,E01003251,47,138,147,4,57,9,6,3,770,74,91,194
2021,Lewisham 002D,E01003252,21,152,108,1,59,10,4,5,621,67,51,143
2021,Lewisham 002E,E01003253,34,111,84,0,65,11,5,2,738,68,60,298
2021,Lewisham 021A,E01003254,25,53,114,5,19,5,5,5,755,36,50,438
2021,Lewisham 021B,E01003255,54,112,128,7,50,15,7,3,1304,83,126,719
2021,Lewisham 028A,E01003256,42,123,155,13,51,11,10,2,1066,84,82,493
2021,Lewisham 028B,E01003257,47,88,107,2,40,7,10,7,817,59,61,389
2021,Lewisham 028C,E01003258,29,133,148,4,36,9,17,1,688,72,40,199
2021,Lewisham 028D,E01003259,30,106,107,11,51,5,8,4,968,71,50,525
2021,Lewisham 021C,E01003260,65,77,145,11,26,9,5,3,872,67,59,405
2021,Lewisham 021D,E01003261,38,63,98,4,33,3,6,7,881,63,61,505
2021,Lewisham 021E,E01003262,33,56,133,6,39,8,8,5,884,40,61,495
2021,Lewisham 023A,E01003263,15,88,231,7,30,15,9,4,849,117,39,294
2021,Lewisham 031A,E01003264,14,91,200,5,27,9,13,5,820,109,35,312
2021,Lewisham 031B,E01003265,12,144,189,6,30,8,12,3,836,122,40,270
2021,Lewisham 031C,E01003266,9,124,230,3,26,19,16,4,754,86,29,208
2021,Lewisham 031D,E01003267,9,116,278,7,31,8,32,2,806,89,27,207
2021,Lewisham 023B,E01003268,23,89,196,9,34,5,9,3,929,118,40,403
2021,Lewisham 023C,E01003269,20,89,170,7,48,10,16,3,793,82,21,327
2021,Lewisham 023D,E01003270,14,77,218,6,28,15,19,6,927,118,39,387
2021,Lewisham 023E,E01003271,19,40,218,11,37,7,10,1,791,68,22,358
2021,Lewisham 014A,E01003272,58,58,101,8,60,8,13,4,1142,80,108,644
2021,Lewisham 011A,E01003273,25,57,126,4,53,9,4,1,827,92,50,406
2021,Lewisham 014B,E01003274,34,91,102,4,60,8,6,4,906,68,34,495
2021,Lewisham 014C,E01003275,23,77,159,3,65,6,8,4,792,96,51,300
2021,Lewisham 014D,E01003276,51,80,144,5,54,8,9,3,977,80,42,501
2021,Lewisham 011B,E01003277,49,68,97,4,48,15,4,3,1040,83,65,604
2021,Lewisham 011C,E01003278,46,130,138,5,53,15,12,7,1103,79,66,552
2021,Lewisham 011D,E01003279,33,58,77,2,44,6,2,5,814,92,46,449
2021,Lewisham 016A,E01003280,17,82,150,4,29,10,12,3,727,91,29,300
2021,Lewisham 016B,E01003281,22,35,111,4,41,2,9,4,729,71,23,407
2021,Lewisham 013A,E01003282,50,132,148,4,88,14,17,4,1388,215,103,613
2021,Lewisham 013B,E01003283,41,61,122,5,58,11,4,0,1149,91,48,708
2021,Lewisham 013C,E01003284,39,64,110,3,64,6,9,1,1021,103,36,586
2021,Lewisham 016C,E01003285,23,82,131,3,44,7,9,3,934,108,59,465
2021,Lewisham 013D,E01003286,19,125,133,3,40,9,7,4,761,100,48,273
2021,Lewisham 016D,E01003287,38,33,110,2,43,8,7,5,1016,97,40,633
2021,Lewisham 041A,E01003288,26,170,137,9,71,17,7,4,1076,118,107,410
2021,Lewisham 041E,E01003290,40,114,126,5,70,16,7,3,1043,152,78,432
2021,Lewisham 041D,E01003291,36,106,135,16,38,10,6,5,703,97,56,198
2021,Lewisham 017A,E01003292,36,82,123,8,41,15,9,2,985,116,62,491
2021,Lewisham 017B,E01003293,32,97,97,10,74,12,12,0,829,85,48,362
2021,Lewisham 017D,E01003295,16,72,122,4,53,21,2,3,910,85,53,479
2021,Lewisham 003A,E01003297,60,173,134,9,60,9,8,0,953,74,112,314
2021,Lewisham 039A,E01003298,33,97,93,2,41,13,8,1,616,56,59,213
2021,Lewisham 003B,E01003299,73,177,96,5,60,12,7,2,979,70,61,416
2021,Lewisham 039B,E01003300,30,123,116,2,46,11,11,9,704,48,80,228
2021,Lewisham 003C,E01003301,60,223,148,9,59,16,10,5,1413,110,168,605
2021,Lewisham 003D,E01003302,50,225,138,10,51,9,9,2,935,49,79,313
2021,Lewisham 039C,E01003303,42,159,81,3,47,14,7,4,890,82,127,324
2021,Lewisham 039D,E01003304,51,111,123,5,91,18,6,9,1322,123,157,628
2021,Lewisham 003E,E01003305,71,220,157,8,63,18,11,4,1089,58,68,411
2021,Lewisham 024A,E01003307,32,96,135,3,32,8,8,4,867,35,64,450
2021,Lewisham 024B,E01003308,44,86,161,8,38,13,13,6,949,74,29,477
2021,Lewisham 027A,E01003309,31,87,132,10,38,11,11,4,752,46,81,301
2021,Lewisham 027B,E01003310,24,83,124,2,40,8,2,1,916,61,91,480
2021,Lewisham 027C,E01003311,27,44,152,6,34,11,4,1,784,51,31,423
2021,Lewisham 027D,E01003312,17,77,159,7,43,7,5,6,916,53,54,488
2021,Lewisham 027E,E01003313,19,129,118,5,46,7,5,5,750,61,60,295
2021,Lewisham 024C,E01003314,23,91,122,8,42,5,9,2,916,65,39,510
2021,Lewisham 024D,E01003315,20,54,92,4,34,8,9,1,767,54,59,432
2021,Lewisham 024E,E01003316,42,70,109,4,44,9,9,7,864,69,46,455
2021,Lewisham 020B,E01003318,24,160,186,11,63,10,4,2,945,127,47,311
2021,Lewisham 018A,E01003319,34,163,128,5,62,8,7,0,867,102,63,295
2021,Lewisham 018B,E01003320,30,124,153,21,38,20,16,2,834,101,57,272
2021,Lewisham 020C,E01003321,29,108,138,3,37,10,10,5,931,115,69,407
2021,Lewisham 020D,E01003322,25,139,157,10,64,6,17,3,902,88,45,348
2021,Lewisham 018C,E01003323,32,93,126,6,50,5,2,1,796,92,46,343
2021,Lewisham 020E,E01003324,25,121,117,19,60,8,12,5,772,115,62,228
2021,Lewisham 018D,E01003325,28,126,126,4,66,14,3,0,909,103,87,352
2021,Lewisham 035A,E01003326,26,80,155,3,30,10,11,1,860,82,63,399
2021,Lewisham 035B,E01003327,25,59,131,3,32,18,9,2,886,80,50,477
2021,Lewisham 035C,E01003328,29,85,133,2,34,11,10,2,991,84,59,542
2021,Lewisham 033A,E01003329,26,90,118,9,44,10,9,1,882,66,33,476
2021,Lewisham 033B,E01003330,15,86,157,3,34,7,5,3,711,69,40,292
2021,Lewisham 033C,E01003331,20,75,135,10,35,14,9,0,669,66,34,271
2021,Lewisham 033D,E01003332,19,91,122,0,58,10,9,3,803,65,53,373
2021,Lewisham 035D,E01003333,21,76,126,5,34,12,7,3,785,65,48,388
2021,Lewisham 033E,E01003334,25,99,113,5,48,13,8,2,987,130,102,442
2021,Lewisham 035E,E01003335,11,101,151,5,37,7,4,0,698,84,41,257
2021,Lewisham 010A,E01003336,26,183,129,6,39,7,5,4,710,66,53,192
2021,Lewisham 010B,E01003337,20,151,119,3,28,10,5,4,613,50,45,178
2021,Lewisham 006A,E01003338,38,249,118,10,53,12,5,5,964,52,64,358
2021,Lewisham 006B,E01003339,54,142,114,4,34,17,7,5,926,60,84,405
2021,Lewisham 006C,E01003340,78,145,94,6,73,10,7,6,1317,90,131,677
2021,Lewisham 006D,E01003341,54,73,74,6,34,6,1,0,802,45,44,465
2021,Lewisham 010C,E01003342,54,65,91,4,46,9,12,7,1010,56,62,604
2021,Lewisham 006E,E01003343,59,67,98,2,37,10,5,7,806,69,44,408
2021,Lewisham 010D,E01003344,56,82,108,3,39,13,7,4,933,58,88,475
2021,Lewisham 010E,E01003345,49,70,154,12,63,11,7,4,1137,87,88,592
2021,Lewisham 026A,E01003346,17,115,242,2,29,15,11,4,765,75,20,235
2021,Lewisham 030A,E01003347,9,163,163,0,32,7,14,5,612,60,32,127
2021,Lewisham 030B,E01003348,13,145,255,9,32,12,14,4,816,60,43,229
2021,Lewisham 026B,E01003349,8,85,208,9,34,6,17,5,673,96,36,169
2021,Lewisham 030C,E01003350,13,99,183,3,40,6,11,3,581,56,28,139
2021,Lewisham 026C,E01003351,10,109,252,6,35,10,19,5,710,76,31,157
2021,Lewisham 030D,E01003352,31,145,237,4,52,14,11,3,935,129,47,262
2021,Lewisham 030E,E01003353,8,101,286,9,36,19,29,2,886,89,32,275
2021,Lewisham 026D,E01003354,20,108,267,9,38,14,19,10,989,99,59,346
2021,Merton 009A,E01003355,36,39,109,4,77,11,6,4,1206,27,170,723
2021,Merton 009B,E01003356,35,41,118,14,68,12,6,2,1067,24,126,621
2021,Merton 012A,E01003357,16,96,156,8,102,8,5,0,831,29,127,284
2021,Merton 009C,E01003358,29,46,111,11,56,5,10,0,1136,53,119,696
2021,Merton 006A,E01003359,28,51,119,12,82,8,7,2,1013,22,166,516
2021,Merton 006B,E01003360,30,44,89,7,74,3,5,4,1164,17,163,728
2021,Merton 015A,E01003361,26,64,193,8,52,11,8,5,871,41,110,353
2021,Merton 021A,E01003362,13,25,157,4,45,12,15,4,687,24,51,337
2021,Merton 021B,E01003363,21,34,244,6,32,19,18,3,841,29,73,362
2021,Merton 021C,E01003364,18,39,262,5,35,6,18,1,874,27,85,378
2021,Merton 021D,E01003365,19,24,159,7,35,2,15,4,698,23,87,323
2021,Merton 016A,E01003366,25,53,187,13,57,12,15,1,943,45,116,419
2021,Merton 008A,E01003368,45,84,195,9,57,15,19,3,927,28,118,354
2021,Merton 005B,E01003369,46,73,115,10,111,0,11,4,1081,28,186,497
2021,Merton 005C,E01003370,43,95,157,9,101,8,13,3,1244,29,255,531
2021,Merton 005D,E01003371,37,56,110,7,69,10,1,1,927,22,147,467
2021,Merton 008B,E01003372,40,100,168,13,76,12,16,7,922,48,131,311
2021,Merton 018A,E01003373,21,89,189,5,60,13,17,2,661,32,99,134
2021,Merton 022A,E01003374,17,130,192,7,59,11,17,2,829,40,139,215
2021,Merton 022B,E01003375,15,74,256,16,39,10,17,2,815,54,99,233
2021,Merton 012B,E01003376,23,58,236,9,65,7,15,2,766,30,149,172
2021,Merton 012C,E01003377,11,120,186,5,62,8,22,8,710,22,134,132
2021,Merton 018B,E01003378,28,119,302,16,99,20,28,5,1131,38,186,290
2021,Merton 018C,E01003379,24,209,200,18,77,11,15,6,882,27,129,166
2021,Merton 011A,E01003380,21,29,117,4,45,9,9,2,935,40,74,585
2021,Merton 016B,E01003381,34,32,128,5,39,9,11,4,984,74,59,589
2021,Merton 011B,E01003382,42,39,124,4,45,9,10,0,1044,50,85,636
2021,Merton 009D,E01003383,19,23,89,11,67,5,3,3,1019,56,99,644
2021,Merton 009E,E01003384,28,21,73,7,41,9,6,0,994,54,104,651
2021,Merton 011C,E01003385,25,11,69,3,39,2,4,0,829,30,61,585
2021,Merton 013A,E01003386,43,184,321,20,81,16,20,3,1157,114,99,256
2021,Merton 014A,E01003387,44,153,273,11,51,21,17,8,1009,109,54,268
2021,Merton 013B,E01003388,21,158,201,16,73,7,9,3,840,67,102,183
2021,Merton 013C,E01003389,21,165,256,13,63,10,16,3,911,52,103,209
2021,Merton 018D,E01003390,24,243,188,7,49,9,13,0,802,37,79,153
2021,Merton 014B,E01003391,11,97,147,7,36,9,8,2,502,52,40,93
2021,Merton 013D,E01003392,28,101,173,9,54,12,17,0,733,46,59,234
2021,Merton 008C,E01003393,45,116,126,11,77,9,11,6,963,46,168,348
2021,Merton 007A,E01003394,31,193,235,17,83,12,25,6,1106,45,132,327
2021,Merton 007B,E01003395,30,92,243,9,52,10,12,1,812,46,88,229
2021,Merton 007C,E01003396,22,92,135,3,50,9,13,1,834,36,100,373
2021,Merton 007D,E01003397,24,85,159,8,64,7,11,0,812,34,120,300
2021,Merton 007E,E01003398,44,154,196,13,52,13,10,4,1002,48,131,337
2021,Merton 011D,E01003399,16,33,98,9,45,5,10,2,863,39,79,527
2021,Merton 003A,E01003400,16,39,78,8,44,2,5,2,895,52,81,568
2021,Merton 004A,E01003401,11,26,63,3,36,10,1,1,790,56,67,516
2021,Merton 004B,E01003402,14,21,69,3,26,5,3,5,762,55,67,494
2021,Merton 004C,E01003403,25,15,74,2,30,5,1,7,786,39,63,525
2021,Merton 004D,E01003404,22,31,122,7,40,10,2,0,1040,50,88,668
2021,Merton 018E,E01003405,39,178,323,25,99,13,26,9,1198,35,155,296
2021,Merton 008D,E01003406,40,91,210,18,87,11,23,8,943,27,130,298
2021,Merton 008E,E01003407,43,87,221,16,98,12,25,2,1140,32,203,401
2021,Merton 012D,E01003408,44,72,209,23,96,16,7,3,1201,27,220,484
2021,Merton 013E,E01003409,34,133,260,17,71,15,20,0,893,23,94,226
2021,Merton 012E,E01003410,25,74,194,19,60,14,17,6,812,18,150,235
2021,Merton 014C,E01003411,36,132,217,20,39,12,11,3,972,97,67,338
2021,Merton 014D,E01003412,33,98,251,10,43,10,22,5,860,112,54,222
2021,Merton 017A,E01003413,38,147,274,15,36,20,23,1,1085,112,87,332
2021,Merton 017B,E01003414,19,100,239,12,30,6,17,2,805,58,55,267
2021,Merton 017C,E01003415,30,201,306,20,37,13,25,6,1220,101,104,377
2021,Merton 017D,E01003416,32,109,255,17,29,21,21,4,864,77,61,238
2021,Merton 025A,E01003417,20,51,301,9,51,10,16,3,807,18,74,254
2021,Merton 025B,E01003418,15,56,306,7,48,9,20,5,761,17,39,239
2021,Merton 025C,E01003419,23,69,332,7,38,11,24,6,915,22,86,297
2021,Merton 025D,E01003420,16,46,322,4,34,18,19,4,772,12,55,242
2021,Merton 021E,E01003421,29,55,203,1,62,11,22,3,812,40,59,327
2021,Merton 025E,E01003422,13,36,250,5,38,8,13,1,705,18,61,262
2021,Merton 011E,E01003423,21,33,99,8,54,4,8,0,831,42,67,495
2021,Merton 015B,E01003424,31,11,104,4,34,4,5,2,718,20,60,443
2021,Merton 015C,E01003425,23,19,122,4,43,7,7,1,731,22,59,424
2021,Merton 015D,E01003426,22,49,147,12,33,4,15,1,911,25,149,454
2021,Merton 023A,E01003427,21,115,212,12,68,9,18,0,1011,34,213,309
2021,Merton 015E,E01003428,22,26,89,1,47,4,3,1,732,35,66,438
2021,Merton 019A,E01003429,35,109,313,14,38,7,24,7,846,39,39,221
2021,Merton 019B,E01003430,20,205,213,14,34,6,16,5,748,54,39,142
2021,Merton 019C,E01003431,12,179,262,10,28,17,18,2,756,47,22,159
2021,Merton 019D,E01003432,23,113,266,9,37,12,21,7,733,29,33,183
2021,Merton 019E,E01003433,18,154,238,10,30,13,8,3,761,58,53,176
2021,Merton 017E,E01003434,20,107,246,5,26,9,25,5,756,49,44,220
2021,Merton 014E,E01003435,25,120,332,19,30,13,17,2,1005,74,64,309
2021,Merton 023B,E01003436,16,94,241,12,34,9,25,3,835,33,115,253
2021,Merton 022C,E01003437,22,105,334,15,59,10,27,4,1034,29,125,304
2021,Merton 024A,E01003438,16,118,293,12,61,10,13,2,881,18,128,210
2021,Merton 023C,E01003439,23,93,195,6,52,11,19,5,826,32,156,234
2021,Merton 022D,E01003440,25,63,230,10,43,8,20,6,779,23,139,212
2021,Merton 022E,E01003441,23,86,267,18,48,15,27,2,887,40,136,225
2021,Merton 010A,E01003442,13,18,101,2,35,6,6,1,771,40,38,511
2021,Merton 010B,E01003443,17,13,82,6,33,8,2,1,768,35,23,548
2021,Merton 010C,E01003444,21,32,106,5,39,8,8,3,831,56,36,517
2021,Merton 010D,E01003445,23,38,162,7,43,8,10,2,912,61,38,520
2021,Merton 016C,E01003446,35,64,150,7,76,12,12,2,1117,98,71,590
2021,Merton 016D,E01003447,26,103,186,9,48,8,13,4,823,69,54,303
2021,Merton 023D,E01003448,22,106,340,13,59,11,19,8,1239,38,206,417
2021,Merton 024B,E01003449,29,80,255,14,65,14,23,8,927,28,125,286
2021,Merton 024C,E01003450,21,90,271,5,68,8,23,2,826,28,99,211
2021,Merton 024D,E01003451,21,100,268,13,53,16,16,3,930,31,101,308
2021,Merton 024E,E01003452,32,120,303,23,81,24,16,2,1028,63,130,234
2021,Merton 023E,E01003453,22,93,257,7,59,17,24,4,919,4,168,264
2021,Merton 003B,E01003454,22,22,88,4,37,3,3,1,778,40,78,480
2021,Merton 005E,E01003455,39,43,152,21,97,9,6,3,1096,39,156,531
2021,Merton 003C,E01003456,19,38,76,6,61,4,5,2,962,56,103,592
2021,Merton 006C,E01003457,18,15,94,3,35,7,12,1,878,35,67,591
2021,Merton 006D,E01003458,21,33,101,1,68,7,8,3,1075,53,118,662
2021,Merton 006E,E01003459,45,63,160,9,97,12,13,6,1267,45,161,656
2021,Merton 002A,E01003460,14,17,81,8,39,7,5,1,627,40,29,386
2021,Merton 004E,E01003461,22,18,83,1,47,5,4,2,826,31,56,557
2021,Merton 002B,E01003462,26,11,87,2,21,4,7,1,599,23,29,388
2021,Merton 010E,E01003463,13,22,121,0,25,10,8,3,671,23,28,418
2021,Merton 002C,E01003464,12,14,70,7,14,6,9,4,562,13,42,371
2021,Merton 002D,E01003465,11,9,51,6,18,4,6,2,536,22,28,379
2021,Merton 020A,E01003466,16,33,168,6,42,14,14,4,912,56,73,486
2021,Merton 020B,E01003467,22,27,166,7,32,6,12,5,870,47,48,498
2021,Merton 020C,E01003468,22,22,178,3,49,18,13,7,901,85,32,472
2021,Merton 020D,E01003469,23,82,278,6,59,15,18,4,892,44,49,314
2021,Merton 020E,E01003470,32,75,255,6,66,25,18,3,1049,88,45,436
2021,Merton 016E,E01003471,31,60,161,9,44,7,11,1,895,56,67,448
2021,Merton 001A,E01003472,31,9,56,5,24,2,6,3,691,5,74,476
2021,Merton 001B,E01003473,28,11,86,12,53,8,4,2,837,29,103,501
2021,Merton 001C,E01003474,22,8,69,6,21,5,3,1,659,14,64,446
2021,Merton 003D,E01003476,29,53,74,8,48,5,4,4,697,33,64,375
2021,Merton 003E,E01003477,34,44,98,5,42,11,2,2,897,54,67,538
2021,Merton 001E,E01003478,48,36,101,10,68,8,6,3,1039,46,87,626
2021,Newham 035A,E01003479,16,62,190,6,30,18,7,1,759,65,190,174
2021,Newham 033A,E01003480,11,53,192,5,46,18,17,4,862,53,260,203
2021,Newham 035B,E01003481,12,45,140,4,24,6,13,4,656,54,203,151
2021,Newham 032A,E01003483,18,71,197,4,33,7,14,5,784,74,160,201
2021,Newham 032B,E01003484,21,81,191,7,86,4,23,3,912,64,248,184
2021,Newham 035C,E01003485,23,85,168,15,51,20,17,5,862,53,231,194
2021,Newham 033C,E01003486,4,55,100,1,30,13,8,4,458,44,84,115
2021,Newham 033D,E01003487,13,44,127,4,39,4,10,4,534,51,98,140
2021,Newham 019A,E01003488,10,95,165,5,56,9,10,2,719,60,173,134
2021,Newham 019B,E01003489,25,101,207,1,70,15,21,7,1262,87,307,421
2021,Newham 019C,E01003490,20,91,158,12,69,9,15,4,778,84,161,155
2021,Newham 022A,E01003491,12,85,123,6,58,10,6,2,772,84,246,140
2021,Newham 025A,E01003492,18,102,184,14,56,10,20,1,887,88,213,181
2021,Newham 025C,E01003494,31,99,201,6,66,10,17,6,965,82,205,242
2021,Newham 025D,E01003495,22,64,225,8,68,13,21,6,921,54,152,288
2021,Newham 027A,E01003496,8,32,93,5,14,10,14,3,677,76,216,206
2021,Newham 034A,E01003497,17,51,126,9,60,12,19,7,714,72,187,154
2021,Newham 027B,E01003498,26,87,152,9,48,10,7,2,865,73,252,199
2021,Newham 030A,E01003499,16,161,181,14,65,16,11,8,934,77,206,179
2021,Newham 027C,E01003500,20,65,160,7,64,16,15,6,997,91,299,254
2021,Newham 030B,E01003501,18,128,211,9,65,23,18,4,1069,79,299,215
2021,Newham 030C,E01003502,29,115,207,14,54,15,25,3,1149,118,339,230
2021,Newham 030D,E01003503,38,97,169,13,62,26,13,2,1655,82,461,692
2021,Newham 034D,E01003506,22,52,122,3,39,9,6,0,641,73,184,131
2021,Newham 031A,E01003507,34,134,191,7,74,11,12,6,1010,74,254,213
2021,Newham 031B,E01003508,33,139,224,8,66,15,26,5,1354,98,317,423
2021,Newham 031C,E01003509,32,83,179,8,78,13,25,3,917,66,247,183
2021,Newham 036A,E01003511,16,68,175,10,62,10,9,8,952,86,220,288
2021,Newham 036B,E01003512,28,106,182,4,59,20,13,4,979,109,281,173
2021,Newham 035D,E01003513,19,52,169,9,42,9,6,3,810,58,235,208
2021,Newham 036C,E01003514,18,71,185,1,38,12,18,9,727,85,166,124
2021,Newham 036D,E01003515,30,92,163,2,41,6,5,3,897,81,260,214
2021,Newham 032C,E01003516,39,122,213,6,43,11,12,3,817,68,156,144
2021,Newham 036E,E01003517,14,77,158,4,48,14,9,4,778,95,199,156
2021,Newham 032D,E01003518,28,65,186,10,30,9,19,9,812,52,207,197
2021,Newham 032E,E01003519,21,81,181,1,33,16,36,7,836,82,266,112
2021,Newham 018A,E01003520,7,74,135,4,64,10,13,4,795,93,250,141
2021,Newham 018B,E01003521,11,90,147,13,80,11,11,5,938,104,257,209
2021,Newham 018C,E01003522,14,82,138,3,57,11,10,3,712,73,200,121
2021,Newham 024A,E01003523,15,128,227,6,97,12,15,7,1045,96,276,166
2021,Newham 019D,E01003524,7,120,141,6,69,15,25,1,777,77,177,139
2021,Newham 018D,E01003525,11,108,162,5,75,11,20,5,808,67,183,161
2021,Newham 018E,E01003526,12,97,166,2,63,7,15,5,739,49,152,171
2021,Newham 024B,E01003527,23,76,190,8,70,10,15,8,799,56,132,211
2021,Newham 005A,E01003528,6,66,136,4,32,6,9,4,486,56,100,67
2021,Newham 010A,E01003529,14,120,197,1,85,12,15,3,1043,126,236,234
2021,Newham 010B,E01003530,7,67,162,5,63,10,15,2,849,87,239,192
2021,Newham 010C,E01003531,24,87,168,7,86,14,28,1,867,93,182,177
2021,Newham 010D,E01003532,9,87,209,10,87,19,15,8,1083,121,321,197
2021,Newham 011A,E01003533,17,113,161,9,86,11,12,4,848,67,185,183
2021,Newham 010E,E01003534,12,99,173,3,85,18,13,5,906,113,199,186
2021,Newham 023A,E01003535,8,81,167,4,49,19,13,4,642,61,97,139
2021,Newham 023B,E01003536,23,102,213,8,63,11,22,14,874,69,167,182
2021,Newham 024C,E01003537,23,113,227,10,45,15,15,4,937,64,214,207
2021,Newham 029A,E01003538,15,131,186,7,49,19,15,8,890,77,201,182
2021,Newham 029B,E01003539,26,128,252,17,52,17,23,8,1110,135,263,189
2021,Newham 029C,E01003540,27,89,222,2,38,12,26,2,831,53,189,171
2021,Newham 029D,E01003541,18,72,259,11,51,9,18,9,866,78,166,175
2021,Newham 024D,E01003542,14,135,227,4,64,12,15,3,863,79,142,168
2021,Newham 001A,E01003543,46,65,171,4,60,21,16,6,1161,122,232,418
2021,Newham 001B,E01003544,28,72,144,8,53,9,11,3,874,88,177,281
2021,Newham 006A,E01003545,35,93,177,9,55,14,13,1,916,93,222,204
2021,Newham 001C,E01003546,21,94,144,7,41,20,12,6,850,147,152,206
2021,Newham 007A,E01003547,50,50,169,5,56,20,12,0,977,79,167,369
2021,Newham 006B,E01003548,50,82,162,10,88,18,14,7,1194,132,338,293
2021,Newham 006C,E01003549,38,89,152,7,75,11,18,5,1065,102,271,297
2021,Newham 001D,E01003550,27,79,126,9,43,6,7,4,828,71,206,250
2021,Newham 009A,E01003551,25,99,121,9,69,9,10,7,906,86,251,220
2021,Newham 016A,E01003552,14,71,147,3,54,15,16,3,719,60,146,190
2021,Newham 009B,E01003553,16,125,139,7,58,21,8,6,897,64,241,212
2021,Newham 009C,E01003554,43,76,138,9,74,11,11,3,1026,70,268,323
2021,Newham 007B,E01003555,21,46,200,7,43,28,28,4,824,64,122,261
2021,Newham 008A,E01003556,12,92,149,7,45,17,13,6,735,95,156,143
2021,Newham 006D,E01003557,28,116,172,6,62,16,15,3,898,85,187,208
2021,Newham 008B,E01003558,21,101,124,8,63,11,8,2,712,72,179,123
2021,Newham 009D,E01003559,65,94,135,19,106,34,11,7,1378,106,350,451
2021,Newham 011B,E01003560,14,102,156,5,38,8,16,6,680,61,127,147
2021,Newham 007C,E01003561,11,91,146,7,71,9,17,5,703,63,129,154
2021,Newham 014A,E01003562,6,110,189,6,86,14,17,4,896,83,209,172
2021,Newham 011C,E01003563,12,122,227,2,86,19,23,10,946,68,184,193
2021,Newham 014B,E01003564,15,106,178,8,97,11,16,6,978,124,234,183
2021,Newham 014C,E01003565,16,68,164,10,85,15,9,3,806,75,196,165
2021,Newham 014D,E01003566,10,68,120,2,73,18,9,1,661,82,172,106
