date,geography,geography code,Schoolchild or full-time student indicator: Not a student,Schoolchild or full-time student indicator: Student,Schoolchild or full-time student indicator: Total
2021,Ealing 007D,E01001348,1234,318,1552
2021,Ealing 006E,E01001349,1045,294,1339
2021,Ealing 027C,E01001350,1128,245,1373
2021,Ealing 025E,E01001351,1478,377,1855
2021,Ealing 027D,E01001352,1255,262,1517
2021,Ealing 033A,E01001353,1106,241,1347
2021,Ealing 027E,E01001354,1663,299,1962
2021,Ealing 033B,E01001355,1552,292,1844
2021,Ealing 033C,E01001356,990,372,1362
2021,Ealing 033D,E01001357,2049,495,2544
2021,Ealing 033E,E01001358,1431,379,1810
2021,Ealing 026A,E01001359,1733,606,2339
2021,Ealing 026B,E01001360,1670,446,2116
2021,Ealing 023E,E01001361,1583,549,2132
2021,Ealing 026C,E01001362,1793,666,2459
2021,Ealing 026D,E01001363,1335,517,1852
2021,Ealing 026E,E01001364,1292,436,1728
2021,Ealing 026F,E01001365,1860,581,2441
2021,Ealing 044C,E01001366,1397,522,1919
2021,Ealing 043B,E01001367,1843,685,2528
2021,Ealing 044D,E01001368,1285,406,1691
2021,Ealing 038D,E01001369,1436,513,1949
2021,Ealing 044A,E01001370,1553,504,2057
2021,Ealing 044B,E01001371,1584,580,2164
2021,Ealing 043C,E01001372,1734,628,2362
2021,Ealing 043A,E01001373,1456,510,1966
2021,Ealing 040A,E01001374,1523,307,1830
2021,Ealing 034A,E01001375,1299,292,1591
2021,Ealing 040B,E01001376,1285,303,1588
2021,Ealing 034B,E01001377,1255,313,1568
2021,Ealing 034C,E01001379,1286,328,1614
2021,Ealing 040C,E01001380,1832,334,2166
2021,Ealing 034D,E01001381,1427,325,1752
2021,Ealing 032B,E01001382,1089,305,1394
2021,Ealing 028D,E01001383,1339,316,1655
2021,Ealing 032C,E01001384,1326,288,1614
2021,Ealing 032D,E01001385,1254,310,1564
2021,Ealing 031F,E01001386,1374,331,1705
2021,Ealing 032E,E01001387,1274,189,1463
2021,Ealing 028E,E01001388,1105,257,1362
2021,Ealing 028F,E01001389,1426,276,1702
2021,Enfield 036A,E01001390,1439,272,1711
2021,Enfield 036B,E01001391,1357,304,1661
2021,Enfield 032A,E01001392,1443,320,1763
2021,Enfield 036C,E01001393,1521,323,1844
2021,Enfield 035A,E01001394,1559,363,1922
2021,Enfield 035B,E01001395,1201,356,1557
2021,Enfield 036D,E01001396,1147,240,1387
2021,Enfield 035C,E01001397,1524,454,1978
2021,Enfield 021A,E01001398,1010,253,1263
2021,Enfield 021B,E01001399,1133,279,1412
2021,Enfield 021C,E01001400,1260,230,1490
2021,Enfield 016A,E01001401,1001,316,1317
2021,Enfield 021D,E01001402,1463,293,1756
2021,Enfield 021E,E01001403,1283,291,1574
2021,Enfield 026A,E01001404,1100,288,1388
2021,Enfield 015A,E01001405,1475,226,1701
2021,Enfield 015B,E01001406,1218,308,1526
2021,Enfield 005A,E01001407,1152,357,1509
2021,Enfield 004A,E01001408,1212,322,1534
2021,Enfield 005B,E01001409,1412,467,1879
2021,Enfield 005C,E01001410,1429,609,2038
2021,Enfield 004B,E01001411,1339,430,1769
2021,Enfield 004C,E01001412,1321,319,1640
2021,Enfield 004D,E01001413,1240,309,1549
2021,Enfield 004E,E01001414,1153,406,1559
2021,Enfield 011A,E01001415,1542,354,1896
2021,Enfield 013A,E01001416,1323,326,1649
2021,Enfield 011B,E01001417,1476,330,1806
2021,Enfield 011C,E01001418,1325,328,1653
2021,Enfield 020A,E01001419,1476,375,1851
2021,Enfield 020B,E01001420,1272,419,1691
2021,Enfield 020C,E01001421,1235,325,1560
2021,Enfield 011D,E01001422,1303,306,1609
2021,Enfield 027A,E01001423,1190,422,1612
2021,Enfield 030A,E01001424,830,289,1119
2021,Enfield 027B,E01001425,1289,563,1852
2021,Enfield 030B,E01001426,1230,474,1704
2021,Enfield 030C,E01001427,1181,452,1633
2021,Enfield 027C,E01001428,1176,451,1627
2021,Enfield 030D,E01001429,1590,553,2143
2021,Enfield 030E,E01001430,1239,626,1865
2021,Enfield 033A,E01001431,1153,493,1646
2021,Enfield 033B,E01001432,1327,421,1748
2021,Enfield 007A,E01001433,1189,529,1718
2021,Enfield 007B,E01001434,1086,409,1495
2021,Enfield 007C,E01001435,1067,364,1431
2021,Enfield 007D,E01001436,1323,483,1806
2021,Enfield 014A,E01001437,1502,607,2109
2021,Enfield 007E,E01001438,1166,398,1564
2021,Enfield 006A,E01001439,1376,584,1960
2021,Enfield 012A,E01001440,1135,440,1575
2021,Enfield 006B,E01001441,1074,431,1505
2021,Enfield 002A,E01001442,1114,493,1607
2021,Enfield 001A,E01001444,1238,522,1760
2021,Enfield 003B,E01001445,1835,687,2522
2021,Enfield 001B,E01001446,1276,459,1735
2021,Enfield 003C,E01001447,1365,504,1869
2021,Enfield 003D,E01001448,1268,580,1848
2021,Enfield 003E,E01001449,1086,485,1571
2021,Enfield 015C,E01001450,1797,419,2216
2021,Enfield 017A,E01001451,1337,255,1592
2021,Enfield 017B,E01001452,1044,264,1308
2021,Enfield 017C,E01001453,1261,318,1579
2021,Enfield 017D,E01001454,1267,356,1623
2021,Enfield 021F,E01001455,1109,259,1368
2021,Enfield 022A,E01001456,1063,271,1334
2021,Enfield 010A,E01001457,1407,316,1723
2021,Enfield 037A,E01001458,1196,462,1658
2021,Enfield 024A,E01001459,1212,417,1629
2021,Enfield 024B,E01001460,1294,613,1907
2021,Enfield 027D,E01001461,1110,351,1461
2021,Enfield 024C,E01001462,1069,280,1349
2021,Enfield 031A,E01001463,1136,353,1489
2021,Enfield 027E,E01001464,947,304,1251
2021,Enfield 031B,E01001465,1140,334,1474
2021,Enfield 031C,E01001466,1249,599,1848
2021,Enfield 031D,E01001467,1281,598,1879
2021,Enfield 010B,E01001468,1055,269,1324
2021,Enfield 008A,E01001469,1302,356,1658
2021,Enfield 013B,E01001470,1259,322,1581
2021,Enfield 010C,E01001471,1486,304,1790
2021,Enfield 010D,E01001472,1266,296,1562
2021,Enfield 013C,E01001473,1161,338,1499
2021,Enfield 010E,E01001474,1488,304,1792
2021,Enfield 013D,E01001475,1362,359,1721
2021,Enfield 018A,E01001476,1221,422,1643
2021,Enfield 018B,E01001477,1346,537,1883
2021,Enfield 016B,E01001478,1196,372,1568
2021,Enfield 023A,E01001479,1222,436,1658
2021,Enfield 024D,E01001480,1130,306,1436
2021,Enfield 018C,E01001481,1240,452,1692
2021,Enfield 023B,E01001482,1276,512,1788
2021,Enfield 025A,E01001483,798,277,1075
2021,Enfield 016C,E01001484,978,328,1306
2021,Enfield 025B,E01001485,1245,518,1763
2021,Enfield 025C,E01001486,1481,541,2022
2021,Enfield 023C,E01001487,1274,555,1829
2021,Enfield 024E,E01001488,1301,559,1860
2021,Enfield 023D,E01001489,1232,523,1755
2021,Enfield 023E,E01001491,1319,520,1839
2021,Enfield 025E,E01001492,1399,520,1919
2021,Enfield 026B,E01001493,1462,360,1822
2021,Enfield 026C,E01001494,1118,282,1400
2021,Enfield 029A,E01001495,1413,318,1731
2021,Enfield 026D,E01001496,1465,341,1806
2021,Enfield 031E,E01001497,1032,331,1363
2021,Enfield 029B,E01001498,1398,317,1715
2021,Enfield 031F,E01001499,1183,278,1461
2021,Enfield 035D,E01001500,1169,285,1454
2021,Enfield 036E,E01001501,1629,410,2039
2021,Enfield 018D,E01001502,1344,510,1854
2021,Enfield 018E,E01001503,1266,503,1769
2021,Enfield 012B,E01001504,1343,609,1952
2021,Enfield 012C,E01001505,1308,556,1864
2021,Enfield 012D,E01001507,1575,862,2437
2021,Enfield 012E,E01001508,1540,714,2254
2021,Enfield 014C,E01001509,1140,490,1630
2021,Enfield 016D,E01001511,1293,483,1776
2021,Enfield 015D,E01001512,1658,446,2104
2021,Enfield 012F,E01001513,1350,467,1817
2021,Enfield 016E,E01001514,1236,405,1641
2021,Enfield 015E,E01001515,1333,554,1887
2021,Enfield 005D,E01001516,1447,535,1982
2021,Enfield 006C,E01001517,1306,628,1934
2021,Enfield 016F,E01001518,1237,357,1594
2021,Enfield 019A,E01001520,1381,352,1733
2021,Enfield 028A,E01001521,1371,404,1775
2021,Enfield 019B,E01001522,1286,411,1697
2021,Enfield 019C,E01001523,1332,383,1715
2021,Enfield 019D,E01001524,1157,319,1476
2021,Enfield 020E,E01001525,1465,403,1868
2021,Enfield 019E,E01001526,1247,288,1535
2021,Enfield 036F,E01001527,1544,336,1880
2021,Enfield 032B,E01001528,1188,383,1571
2021,Enfield 032C,E01001529,1340,330,1670
2021,Enfield 032D,E01001530,1215,408,1623
2021,Enfield 028B,E01001531,1095,262,1357
2021,Enfield 028C,E01001532,1288,287,1575
2021,Enfield 028D,E01001533,1240,336,1576
2021,Enfield 032E,E01001534,1291,311,1602
2021,Enfield 028E,E01001535,1097,242,1339
2021,Enfield 008B,E01001536,1482,385,1867
2021,Enfield 005E,E01001537,1237,353,1590
2021,Enfield 009A,E01001538,1276,310,1586
2021,Enfield 009B,E01001539,1241,306,1547
2021,Enfield 008C,E01001540,1433,311,1744
2021,Enfield 008D,E01001541,1132,279,1411
2021,Enfield 008E,E01001542,1145,315,1460
2021,Enfield 009C,E01001543,1222,308,1530
2021,Enfield 009D,E01001544,1308,300,1608
2021,Enfield 002B,E01001545,1245,521,1766
2021,Enfield 001C,E01001546,1216,485,1701
2021,Enfield 002C,E01001547,1456,532,1988
2021,Enfield 002D,E01001548,1238,565,1803
2021,Enfield 006D,E01001549,1351,781,2132
2021,Enfield 006E,E01001550,1186,457,1643
2021,Enfield 002E,E01001551,1281,414,1695
2021,Enfield 001D,E01001552,1400,438,1838
2021,Enfield 037B,E01001553,1148,499,1647
2021,Enfield 037C,E01001554,1226,455,1681
2021,Enfield 033C,E01001555,1504,592,2096
2021,Enfield 035E,E01001556,1205,302,1507
2021,Enfield 033D,E01001557,1163,433,1596
2021,Enfield 033E,E01001558,1235,637,1872
2021,Enfield 033F,E01001559,1388,573,1961
2021,Enfield 035F,E01001560,1159,321,1480
2021,Enfield 037D,E01001562,1508,564,2072
2021,Enfield 029C,E01001563,1337,266,1603
2021,Enfield 022B,E01001564,1253,293,1546
2021,Enfield 029D,E01001565,1290,302,1592
2021,Enfield 029E,E01001566,1405,267,1672
2021,Enfield 022C,E01001567,1165,285,1450
2021,Enfield 022D,E01001568,1474,338,1812
2021,Enfield 022E,E01001569,1366,282,1648
2021,Enfield 026E,E01001570,1363,399,1762
2021,Greenwich 008A,E01001571,1287,422,1709
2021,Greenwich 008B,E01001572,1263,354,1617
2021,Greenwich 008C,E01001573,1170,331,1501
2021,Greenwich 008D,E01001574,1282,482,1764
2021,Greenwich 003A,E01001575,1121,600,1721
2021,Greenwich 003B,E01001576,1243,633,1876
2021,Greenwich 003C,E01001577,1297,519,1816
2021,Greenwich 003D,E01001578,1615,535,2150
2021,Greenwich 003E,E01001579,1160,473,1633
2021,Greenwich 021A,E01001580,1306,253,1559
2021,Greenwich 016A,E01001581,1242,264,1506
2021,Greenwich 021B,E01001582,1104,347,1451
2021,Greenwich 021C,E01001583,1261,234,1495
2021,Greenwich 021D,E01001584,1204,212,1416
2021,Greenwich 016B,E01001585,1091,336,1427
2021,Greenwich 016C,E01001586,1107,224,1331
2021,Greenwich 016D,E01001587,1598,287,1885
2021,Greenwich 012A,E01001588,1279,339,1618
2021,Greenwich 012B,E01001589,1314,407,1721
2021,Greenwich 014A,E01001590,1326,292,1618
2021,Greenwich 012C,E01001591,1484,454,1938
2021,Greenwich 014B,E01001592,1448,339,1787
2021,Greenwich 014C,E01001593,1368,299,1667
2021,Greenwich 014D,E01001594,1724,524,2248
2021,Greenwich 012D,E01001595,1467,609,2076
2021,Greenwich 032A,E01001596,1295,312,1607
2021,Greenwich 031A,E01001597,1200,267,1467
2021,Greenwich 031B,E01001598,1271,258,1529
2021,Greenwich 032B,E01001599,1213,338,1551
2021,Greenwich 032C,E01001600,1166,249,1415
2021,Greenwich 032D,E01001601,1180,245,1425
2021,Greenwich 031C,E01001602,1512,496,2008
2021,Greenwich 031D,E01001603,1253,372,1625
2021,Greenwich 027A,E01001604,1154,300,1454
2021,Greenwich 023A,E01001605,1162,269,1431
2021,Greenwich 023B,E01001606,1236,274,1510
2021,Greenwich 027B,E01001607,1225,280,1505
2021,Greenwich 027C,E01001608,1090,286,1376
2021,Greenwich 027D,E01001609,1323,270,1593
2021,Greenwich 023C,E01001610,1300,319,1619
2021,Greenwich 023D,E01001611,1318,335,1653
2021,Greenwich 028A,E01001613,1320,325,1645
2021,Greenwich 028B,E01001614,1166,267,1433
2021,Greenwich 028C,E01001615,1526,330,1856
2021,Greenwich 028D,E01001617,1298,234,1532
2021,Greenwich 030C,E01001618,1401,385,1786
2021,Greenwich 030D,E01001619,1492,337,1829
2021,Greenwich 025A,E01001620,1124,387,1511
2021,Greenwich 025B,E01001621,1268,325,1593
2021,Greenwich 025C,E01001623,1271,423,1694
2021,Greenwich 025D,E01001624,1232,288,1520
2021,Greenwich 025E,E01001625,1242,436,1678
2021,Greenwich 009A,E01001629,1476,515,1991
2021,Greenwich 007B,E01001631,1397,540,1937
2021,Greenwich 007C,E01001632,1523,394,1917
2021,Greenwich 009B,E01001633,1447,439,1886
2021,Greenwich 009C,E01001634,1203,426,1629
2021,Greenwich 007D,E01001635,1217,304,1521
2021,Greenwich 007E,E01001636,1232,339,1571
2021,Greenwich 009D,E01001637,1294,390,1684
2021,Greenwich 038A,E01001638,1247,406,1653
2021,Greenwich 038B,E01001641,1374,386,1760
2021,Greenwich 038C,E01001642,1358,270,1628
2021,Greenwich 038D,E01001644,1981,472,2453
2021,Greenwich 022A,E01001645,1349,407,1756
2021,Greenwich 019A,E01001646,1969,635,2604
2021,Greenwich 022B,E01001647,1143,265,1408
2021,Greenwich 022C,E01001648,1293,294,1587
2021,Greenwich 022D,E01001649,1117,362,1479
2021,Greenwich 019B,E01001650,1293,428,1721
2021,Greenwich 019C,E01001651,1312,404,1716
2021,Greenwich 019D,E01001652,1351,276,1627
2021,Greenwich 029A,E01001653,1095,377,1472
2021,Greenwich 029B,E01001654,1112,380,1492
2021,Greenwich 029C,E01001655,1095,371,1466
2021,Greenwich 034A,E01001656,974,277,1251
2021,Greenwich 034B,E01001657,1203,271,1474
2021,Greenwich 034C,E01001658,1227,302,1529
2021,Greenwich 034D,E01001659,1203,286,1489
2021,Greenwich 029D,E01001660,1113,364,1477
2021,Greenwich 029E,E01001661,1143,416,1559
2021,Greenwich 037B,E01001664,1611,356,1967
2021,Greenwich 037C,E01001665,1456,330,1786
2021,Greenwich 041G,E01001666,1415,422,1837
2021,Greenwich 033A,E01001669,1715,608,2323
2021,Greenwich 033B,E01001671,1182,365,1547
2021,Greenwich 006A,E01001672,1399,404,1803
2021,Greenwich 006B,E01001673,1606,571,2177
2021,Greenwich 006C,E01001674,1554,501,2055
2021,Greenwich 006D,E01001675,1713,496,2209
2021,Greenwich 033C,E01001676,1239,439,1678
2021,Greenwich 006E,E01001677,1452,563,2015
2021,Greenwich 017A,E01001678,1266,375,1641
2021,Greenwich 020A,E01001679,1013,252,1265
2021,Greenwich 020B,E01001680,1175,257,1432
2021,Greenwich 020C,E01001681,992,330,1322
2021,Greenwich 020D,E01001682,1041,264,1305
2021,Greenwich 017B,E01001683,1123,305,1428
2021,Greenwich 017C,E01001684,1076,296,1372
2021,Greenwich 017D,E01001685,1183,289,1472
2021,Greenwich 020E,E01001686,1305,371,1676
2021,Greenwich 002A,E01001687,1266,322,1588
2021,Greenwich 002B,E01001688,1650,815,2465
2021,Greenwich 001A,E01001690,1240,376,1616
2021,Greenwich 001B,E01001692,962,419,1381
2021,Greenwich 001C,E01001693,994,435,1429
2021,Greenwich 001D,E01001694,1169,461,1630
2021,Greenwich 011A,E01001695,1113,306,1419
2021,Greenwich 011B,E01001696,1811,597,2408
2021,Greenwich 011C,E01001697,1781,649,2430
2021,Greenwich 015A,E01001698,1255,515,1770
2021,Greenwich 015B,E01001699,1091,236,1327
2021,Greenwich 011D,E01001700,1587,653,2240
2021,Greenwich 015C,E01001701,1291,335,1626
2021,Greenwich 015D,E01001702,995,411,1406
2021,Greenwich 011E,E01001703,1295,609,1904
2021,Greenwich 011F,E01001704,1208,333,1541
2021,Greenwich 005A,E01001705,1477,611,2088
2021,Greenwich 005C,E01001708,1262,323,1585
2021,Greenwich 005D,E01001710,1178,453,1631
2021,Greenwich 042A,E01001712,1457,473,1930
2021,Hackney 002A,E01001714,1556,392,1948
2021,Hackney 007A,E01001715,1065,167,1232
2021,Hackney 007B,E01001716,1320,320,1640
2021,Hackney 007C,E01001717,890,189,1079
2021,Hackney 007D,E01001718,1401,237,1638
2021,Hackney 007E,E01001719,1245,320,1565
2021,Hackney 007F,E01001720,1334,282,1616
2021,Hackney 029A,E01001722,1563,530,2093
2021,Hackney 006A,E01001723,1358,433,1791
2021,Hackney 006B,E01001724,2268,420,2688
2021,Hackney 004A,E01001725,1048,582,1630
2021,Hackney 004B,E01001726,845,398,1243
2021,Hackney 006C,E01001727,1219,591,1810
2021,Hackney 029B,E01001728,1088,522,1610
2021,Hackney 019A,E01001729,1350,505,1855
2021,Hackney 019B,E01001730,1893,689,2582
2021,Hackney 017A,E01001731,1959,538,2497
2021,Hackney 019C,E01001732,1238,514,1752
2021,Hackney 015A,E01001733,1451,307,1758
2021,Hackney 017B,E01001734,1468,279,1747
2021,Hackney 019D,E01001735,1208,304,1512
2021,Hackney 012A,E01001736,1233,245,1478
2021,Hackney 012B,E01001737,1314,337,1651
2021,Hackney 012C,E01001738,1386,271,1657
2021,Hackney 012D,E01001739,1574,305,1879
2021,Hackney 014A,E01001740,1141,338,1479
2021,Hackney 009A,E01001741,1108,245,1353
2021,Hackney 008A,E01001742,1335,326,1661
2021,Hackney 031A,E01001744,1537,361,1898
2021,Hackney 016A,E01001745,1563,470,2033
2021,Hackney 016B,E01001746,1101,464,1565
2021,Hackney 014B,E01001747,1883,352,2235
2021,Hackney 020B,E01001749,1172,248,1420
2021,Hackney 031D,E01001750,1662,330,1992
2021,Hackney 031B,E01001751,1213,184,1397
2021,Hackney 025B,E01001753,1016,397,1413
2021,Hackney 025D,E01001755,1244,343,1587
2021,Hackney 030C,E01001756,1697,241,1938
2021,Hackney 016C,E01001757,1078,423,1501
2021,Hackney 016D,E01001758,1836,616,2452
2021,Hackney 016E,E01001759,1275,300,1575
2021,Hackney 017C,E01001760,1496,319,1815
2021,Hackney 016F,E01001761,1456,279,1735
2021,Hackney 017D,E01001762,1380,224,1604
2021,Hackney 020C,E01001763,1360,323,1683
2021,Hackney 010A,E01001764,1312,376,1688
2021,Hackney 010B,E01001765,1310,412,1722
2021,Hackney 010D,E01001767,1208,313,1521
2021,Hackney 006D,E01001768,1467,281,1748
2021,Hackney 006E,E01001769,1144,305,1449
2021,Hackney 010E,E01001770,1263,365,1628
2021,Hackney 024A,E01001772,1343,323,1666
2021,Hackney 025E,E01001773,1961,397,2358
2021,Hackney 024B,E01001774,1518,388,1906
2021,Hackney 024C,E01001775,1209,353,1562
2021,Hackney 025F,E01001776,1356,274,1630
2021,Hackney 033A,E01001777,1985,573,2558
2021,Hackney 032D,E01001780,1413,317,1730
2021,Hackney 026B,E01001781,1125,404,1529
2021,Hackney 026D,E01001783,1111,409,1520
2021,Hackney 032A,E01001784,1293,395,1688
2021,Hackney 015B,E01001785,1155,320,1475
2021,Hackney 013A,E01001786,1549,544,2093
2021,Hackney 013B,E01001787,1173,356,1529
2021,Hackney 013C,E01001788,1070,359,1429
2021,Hackney 015C,E01001789,1299,310,1609
2021,Hackney 013D,E01001790,999,421,1420
2021,Hackney 015D,E01001791,1020,374,1394
2021,Hackney 011A,E01001792,1444,364,1808
2021,Hackney 011B,E01001793,1175,263,1438
2021,Hackney 011C,E01001794,1504,300,1804
2021,Hackney 011D,E01001795,1005,244,1249
2021,Hackney 011E,E01001796,1168,232,1400
2021,Hackney 028A,E01001798,1512,574,2086
2021,Hackney 003A,E01001799,825,471,1296
2021,Hackney 004C,E01001800,1062,460,1522
2021,Hackney 008B,E01001801,1044,459,1503
2021,Hackney 003B,E01001802,915,339,1254
2021,Hackney 008C,E01001803,1353,364,1717
2021,Hackney 003C,E01001804,894,550,1444
2021,Hackney 009B,E01001805,915,230,1145
2021,Hackney 008D,E01001806,1142,248,1390
2021,Hackney 003D,E01001807,1119,542,1661
2021,Hackney 001A,E01001808,947,481,1428
2021,Hackney 001B,E01001809,1083,605,1688
2021,Hackney 002D,E01001811,1156,478,1634
2021,Hackney 003E,E01001812,1051,538,1589
2021,Hackney 002E,E01001813,1345,408,1753
2021,Hackney 001C,E01001814,978,523,1501
2021,Hackney 024D,E01001815,1316,368,1684
2021,Hackney 020D,E01001816,1161,304,1465
2021,Hackney 020E,E01001819,1258,252,1510
2021,Hackney 024E,E01001820,1038,291,1329
2021,Hackney 024F,E01001821,1008,272,1280
2021,Hackney 029C,E01001822,1180,570,1750
2021,Hackney 001D,E01001823,980,490,1470
2021,Hackney 004D,E01001824,892,530,1422
2021,Hackney 001E,E01001825,763,425,1188
2021,Hackney 004E,E01001826,897,483,1380
2021,Hackney 029D,E01001827,1034,476,1510
2021,Hackney 028B,E01001828,1394,501,1895
2021,Hackney 009C,E01001829,1313,330,1643
2021,Hackney 014C,E01001830,1517,281,1798
2021,Hackney 009D,E01001831,1421,202,1623
2021,Hackney 009E,E01001832,1295,290,1585
2021,Hackney 014D,E01001833,1619,389,2008
2021,Hackney 014E,E01001834,1570,311,1881
2021,Hackney 014F,E01001835,991,176,1167
2021,Hackney 022A,E01001836,1444,326,1770
2021,Hackney 023B,E01001837,1144,234,1378
2021,Hackney 019E,E01001838,1180,515,1695
2021,Hackney 023C,E01001839,1875,372,2247
2021,Hackney 022B,E01001840,1181,333,1514
2021,Hackney 022C,E01001841,1040,255,1295
2021,Hackney 023D,E01001842,1131,320,1451
2021,Hackney 023E,E01001843,888,255,1143
2021,Hackney 022D,E01001844,1373,451,1824
2021,Hackney 022E,E01001845,1185,329,1514
2021,Hackney 018A,E01001846,943,220,1163
2021,Hackney 018B,E01001847,1034,237,1271
2021,Hackney 018C,E01001848,1424,442,1866
2021,Hackney 018D,E01001849,1898,444,2342
2021,Hackney 019F,E01001850,1206,543,1749
2021,Hammersmith and Fulham 010A,E01001851,1086,293,1379
2021,Hammersmith and Fulham 007A,E01001852,1358,219,1577
2021,Hammersmith and Fulham 007B,E01001853,1157,274,1431
2021,Hammersmith and Fulham 007C,E01001854,1402,286,1688
2021,Hammersmith and Fulham 010B,E01001855,1352,227,1579
2021,Hammersmith and Fulham 010C,E01001856,1240,329,1569
2021,Hammersmith and Fulham 007D,E01001857,1186,280,1466
2021,Hammersmith and Fulham 006A,E01001858,1239,452,1691
2021,Hammersmith and Fulham 008A,E01001859,1945,576,2521
2021,Hammersmith and Fulham 006B,E01001860,1291,332,1623
2021,Hammersmith and Fulham 006C,E01001861,1062,244,1306
2021,Hammersmith and Fulham 005A,E01001862,1386,291,1677
2021,Hammersmith and Fulham 006D,E01001863,1084,252,1336
2021,Hammersmith and Fulham 006E,E01001864,1163,252,1415
2021,Hammersmith and Fulham 008B,E01001865,1200,276,1476
2021,Hammersmith and Fulham 012A,E01001866,1122,339,1461
2021,Hammersmith and Fulham 012B,E01001867,857,240,1097
2021,Hammersmith and Fulham 012C,E01001868,976,241,1217
2021,Hammersmith and Fulham 010D,E01001869,1007,287,1294
2021,Hammersmith and Fulham 012D,E01001870,1297,337,1634
2021,Hammersmith and Fulham 012E,E01001871,1158,276,1434
2021,Hammersmith and Fulham 012F,E01001872,1114,192,1306
2021,Hammersmith and Fulham 010E,E01001873,1150,268,1418
2021,Hammersmith and Fulham 001B,E01001875,1303,446,1749
2021,Hammersmith and Fulham 001C,E01001876,1868,405,2273
2021,Hammersmith and Fulham 001D,E01001877,1047,221,1268
2021,Hammersmith and Fulham 001E,E01001878,1167,376,1543
2021,Hammersmith and Fulham 019A,E01001879,1140,229,1369
2021,Hammersmith and Fulham 017A,E01001880,1193,211,1404
2021,Hammersmith and Fulham 017B,E01001881,1461,329,1790
2021,Hammersmith and Fulham 017C,E01001882,1285,286,1571
2021,Hammersmith and Fulham 017D,E01001883,1443,337,1780
2021,Hammersmith and Fulham 017E,E01001884,1419,330,1749
2021,Hammersmith and Fulham 015A,E01001885,912,308,1220
2021,Hammersmith and Fulham 016A,E01001886,1142,313,1455
2021,Hammersmith and Fulham 016B,E01001887,1091,315,1406
2021,Hammersmith and Fulham 018A,E01001888,1142,348,1490
2021,Hammersmith and Fulham 014A,E01001889,1046,278,1324
2021,Hammersmith and Fulham 016C,E01001890,1270,396,1666
2021,Hammersmith and Fulham 018B,E01001891,1913,511,2424
2021,Hammersmith and Fulham 016D,E01001892,969,279,1248
2021,Hammersmith and Fulham 013A,E01001893,1092,328,1420
2021,Hammersmith and Fulham 013B,E01001894,1108,219,1327
2021,Hammersmith and Fulham 009A,E01001895,1114,260,1374
2021,Hammersmith and Fulham 009B,E01001896,1138,197,1335
2021,Hammersmith and Fulham 009C,E01001897,985,240,1225
2021,Hammersmith and Fulham 013C,E01001898,1511,491,2002
2021,Hammersmith and Fulham 013D,E01001899,1236,289,1525
2021,Hammersmith and Fulham 013E,E01001900,1242,400,1642
2021,Hammersmith and Fulham 019B,E01001901,1225,312,1537
2021,Hammersmith and Fulham 019C,E01001902,1319,252,1571
2021,Hammersmith and Fulham 019D,E01001903,1080,292,1372
2021,Hammersmith and Fulham 022A,E01001904,1236,286,1522
2021,Hammersmith and Fulham 022B,E01001905,1230,327,1557
2021,Hammersmith and Fulham 022C,E01001906,1125,217,1342
2021,Hammersmith and Fulham 022D,E01001907,940,234,1174
2021,Hammersmith and Fulham 015B,E01001908,1136,207,1343
2021,Hammersmith and Fulham 015C,E01001909,1382,320,1702
2021,Hammersmith and Fulham 014B,E01001910,1095,177,1272
2021,Hammersmith and Fulham 015D,E01001911,1210,409,1619
2021,Hammersmith and Fulham 015E,E01001912,987,399,1386
2021,Hammersmith and Fulham 014C,E01001913,1110,239,1349
2021,Hammersmith and Fulham 014D,E01001914,1213,250,1463
2021,Hammersmith and Fulham 024A,E01001915,1097,283,1380
2021,Hammersmith and Fulham 024B,E01001916,1002,176,1178
2021,Hammersmith and Fulham 018C,E01001917,1119,302,1421
2021,Hammersmith and Fulham 018D,E01001918,1114,315,1429
2021,Hammersmith and Fulham 018E,E01001919,1151,317,1468
2021,Hammersmith and Fulham 020A,E01001920,1174,224,1398
2021,Hammersmith and Fulham 020B,E01001921,1122,254,1376
2021,Hammersmith and Fulham 020C,E01001922,1178,331,1509
2021,Hammersmith and Fulham 020D,E01001923,1171,272,1443
2021,Hammersmith and Fulham 020E,E01001924,1137,315,1452
2021,Hammersmith and Fulham 025A,E01001925,1118,353,1471
2021,Hammersmith and Fulham 024C,E01001926,1058,207,1265
2021,Hammersmith and Fulham 008C,E01001927,995,305,1300
2021,Hammersmith and Fulham 011A,E01001928,1187,535,1722
2021,Hammersmith and Fulham 009D,E01001929,994,245,1239
2021,Hammersmith and Fulham 008D,E01001930,1371,292,1663
2021,Hammersmith and Fulham 011B,E01001931,1030,219,1249
2021,Hammersmith and Fulham 011C,E01001932,1236,267,1503
2021,Hammersmith and Fulham 011D,E01001933,1230,202,1432
2021,Hammersmith and Fulham 025B,E01001934,1408,440,1848
2021,Hammersmith and Fulham 023A,E01001935,1605,310,1915
2021,Hammersmith and Fulham 025C,E01001937,1347,326,1673
2021,Hammersmith and Fulham 025D,E01001938,1127,379,1506
2021,Hammersmith and Fulham 005B,E01001940,1204,255,1459
2021,Hammersmith and Fulham 005C,E01001941,1285,240,1525
2021,Hammersmith and Fulham 005D,E01001942,1490,268,1758
2021,Hammersmith and Fulham 004A,E01001943,1709,427,2136
