date,geography,geography code,Schoolchild or full-time student indicator: Not a student,Schoolchild or full-time student indicator: Student,Schoolchild or full-time student indicator: Total
2021,Hounslow 030D,E01002562,1042,363,1405
2021,Hounslow 006A,E01002563,1423,380,1803
2021,Hounslow 031E,E01002564,1355,446,1801
2021,Hounslow 006B,E01002565,1818,520,2338
2021,Hounslow 006C,E01002567,1443,281,1724
2021,Hounslow 001A,E01002569,1664,341,2005
2021,Hounslow 001B,E01002570,1286,261,1547
2021,Hounslow 007A,E01002571,1014,203,1217
2021,Hounslow 007B,E01002572,1098,354,1452
2021,Hounslow 001C,E01002573,1163,327,1490
2021,Hounslow 001D,E01002574,1252,397,1649
2021,Hounslow 001E,E01002575,1236,310,1546
2021,Hounslow 008A,E01002576,1235,363,1598
2021,Hounslow 007C,E01002577,1312,269,1581
2021,Hounslow 007D,E01002578,1125,331,1456
2021,Hounslow 008B,E01002579,1299,340,1639
2021,Hounslow 008C,E01002580,1106,274,1380
2021,Hounslow 008D,E01002581,1458,304,1762
2021,Hounslow 008E,E01002582,1220,353,1573
2021,Hounslow 013A,E01002583,1341,360,1701
2021,Hounslow 013B,E01002584,1608,389,1997
2021,Hounslow 013C,E01002585,1360,384,1744
2021,Hounslow 013D,E01002586,1390,343,1733
2021,Hounslow 016A,E01002587,1781,459,2240
2021,Hounslow 016B,E01002588,1356,499,1855
2021,Hounslow 013E,E01002589,1747,587,2334
2021,Hounslow 022C,E01002590,1904,560,2464
2021,Hounslow 024A,E01002591,1396,406,1802
2021,Hounslow 022D,E01002592,1554,434,1988
2021,Hounslow 024B,E01002593,1723,439,2162
2021,Hounslow 024C,E01002594,1694,460,2154
2021,Hounslow 022E,E01002595,1601,537,2138
2021,Hounslow 027A,E01002596,1512,480,1992
2021,Hounslow 025B,E01002598,1403,406,1809
2021,Hounslow 025C,E01002599,1140,352,1492
2021,Hounslow 025D,E01002600,1181,399,1580
2021,Hounslow 027B,E01002601,1325,417,1742
2021,Hounslow 027C,E01002602,1122,296,1418
2021,Hounslow 025E,E01002603,1390,440,1830
2021,Hounslow 026A,E01002604,1094,431,1525
2021,Hounslow 026B,E01002605,1626,508,2134
2021,Hounslow 026C,E01002606,1167,433,1600
2021,Hounslow 026D,E01002607,1757,506,2263
2021,Hounslow 028A,E01002608,1322,458,1780
2021,Hounslow 028B,E01002609,1350,367,1717
2021,Hounslow 028C,E01002610,1220,423,1643
2021,Hounslow 024D,E01002611,1464,454,1918
2021,Hounslow 024E,E01002612,1541,430,1971
2021,Hounslow 024F,E01002613,1375,457,1832
2021,Hounslow 027D,E01002614,1518,432,1950
2021,Hounslow 026E,E01002615,1170,370,1540
2021,Hounslow 027E,E01002616,1194,346,1540
2021,Hounslow 028D,E01002617,1251,273,1524
2021,Hounslow 011A,E01002618,1466,490,1956
2021,Hounslow 010A,E01002619,1555,423,1978
2021,Hounslow 004A,E01002620,1833,703,2536
2021,Hounslow 011B,E01002621,1432,466,1898
2021,Hounslow 010B,E01002622,1382,409,1791
2021,Hounslow 011C,E01002623,1453,344,1797
2021,Hounslow 017A,E01002624,1291,391,1682
2021,Hounslow 004B,E01002625,1277,353,1630
2021,Hounslow 004C,E01002626,1209,339,1548
2021,Hounslow 004D,E01002627,1197,466,1663
2021,Hounslow 011D,E01002628,1548,513,2061
2021,Hounslow 011E,E01002629,1932,551,2483
2021,Hounslow 012A,E01002630,1369,594,1963
2021,Hounslow 004E,E01002631,1316,376,1692
2021,Hounslow 010C,E01002632,1450,369,1819
2021,Hounslow 005A,E01002633,1458,621,2079
2021,Hounslow 005B,E01002634,1139,502,1641
2021,Hounslow 010D,E01002635,1462,422,1884
2021,Hounslow 010E,E01002636,1526,496,2022
2021,Hounslow 005C,E01002637,1324,446,1770
2021,Hounslow 005D,E01002638,1448,599,2047
2021,Hounslow 012B,E01002639,1339,340,1679
2021,Hounslow 012C,E01002640,1620,535,2155
2021,Hounslow 018A,E01002641,1996,489,2485
2021,Hounslow 015B,E01002643,1983,563,2546
2021,Hounslow 015C,E01002645,1627,498,2125
2021,Hounslow 017B,E01002646,1541,616,2157
2021,Hounslow 021A,E01002647,1486,585,2071
2021,Hounslow 018D,E01002649,1450,446,1896
2021,Hounslow 021B,E01002650,1712,602,2314
2021,Hounslow 021C,E01002651,1352,471,1823
2021,Hounslow 021D,E01002652,1437,393,1830
2021,Hounslow 019A,E01002653,1408,372,1780
2021,Hounslow 019B,E01002654,1442,385,1827
2021,Hounslow 019C,E01002655,1393,403,1796
2021,Hounslow 019D,E01002656,1089,262,1351
2021,Hounslow 018E,E01002657,1441,390,1831
2021,Hounslow 015D,E01002658,1035,240,1275
2021,Hounslow 019E,E01002659,1095,281,1376
2021,Hounslow 016C,E01002660,1565,404,1969
2021,Hounslow 016D,E01002661,1753,443,2196
2021,Hounslow 017C,E01002662,1952,403,2355
2021,Hounslow 017D,E01002663,1593,430,2023
2021,Hounslow 016E,E01002665,1263,375,1638
2021,Hounslow 021E,E01002666,1414,344,1758
2021,Hounslow 020A,E01002667,1653,395,2048
2021,Hounslow 014A,E01002668,1678,469,2147
2021,Hounslow 014B,E01002669,1372,433,1805
2021,Hounslow 020B,E01002670,1409,410,1819
2021,Hounslow 020C,E01002671,1321,408,1729
2021,Hounslow 020D,E01002672,1162,336,1498
2021,Hounslow 020E,E01002673,997,544,1541
2021,Hounslow 012D,E01002674,1536,396,1932
2021,Hounslow 009A,E01002675,1851,563,2414
2021,Hounslow 012E,E01002676,1328,243,1571
2021,Hounslow 015E,E01002677,1540,371,1911
2021,Hounslow 009B,E01002678,1541,408,1949
2021,Hounslow 009C,E01002679,1425,300,1725
2021,Hounslow 009D,E01002680,1578,388,1966
2021,Hounslow 014C,E01002681,1748,540,2288
2021,Hounslow 014D,E01002682,1720,454,2174
2021,Hounslow 006E,E01002686,1278,418,1696
2021,Hounslow 029A,E01002687,1291,271,1562
2021,Hounslow 007E,E01002689,1204,265,1469
2021,Hounslow 007F,E01002690,1068,239,1307
2021,Hounslow 029B,E01002691,1210,368,1578
2021,Hounslow 029C,E01002692,1663,322,1985
2021,Hounslow 029D,E01002693,1427,268,1695
2021,Islington 019A,E01002694,1195,396,1591
2021,Islington 021A,E01002695,1222,201,1423
2021,Islington 020A,E01002696,1447,224,1671
2021,Islington 019B,E01002697,1412,475,1887
2021,Islington 017A,E01002698,1666,266,1932
2021,Islington 017B,E01002699,1223,205,1428
2021,Islington 017C,E01002700,1088,206,1294
2021,Islington 023A,E01002701,1098,318,1416
2021,Islington 023B,E01002702,1669,653,2322
2021,Islington 023C,E01002703,1740,466,2206
2021,Islington 023D,E01002704,1688,554,2242
2021,Islington 023E,E01002706,1440,503,1943
2021,Islington 022B,E01002707,1376,353,1729
2021,Islington 015A,E01002708,1556,455,2011
2021,Islington 019C,E01002709,1222,404,1626
2021,Islington 019D,E01002710,1110,414,1524
2021,Islington 021B,E01002711,1376,579,1955
2021,Islington 015B,E01002712,1022,266,1288
2021,Islington 015C,E01002713,2187,454,2641
2021,Islington 017D,E01002714,1216,238,1454
2021,Islington 019E,E01002715,1137,424,1561
2021,Islington 014A,E01002716,1748,400,2148
2021,Islington 016A,E01002717,929,209,1138
2021,Islington 014B,E01002718,1324,188,1512
2021,Islington 016B,E01002719,1171,227,1398
2021,Islington 016C,E01002720,1503,488,1991
2021,Islington 014C,E01002721,1328,189,1517
2021,Islington 018A,E01002722,1120,191,1311
2021,Islington 022C,E01002723,1107,443,1550
2021,Islington 022D,E01002724,1372,494,1866
2021,Islington 022E,E01002725,894,385,1279
2021,Islington 022F,E01002726,1253,301,1554
2021,Islington 021C,E01002727,1253,199,1452
2021,Islington 021D,E01002728,676,590,1266
2021,Islington 021E,E01002729,1190,250,1440
2021,Islington 007A,E01002730,1365,314,1679
2021,Islington 005A,E01002732,1381,346,1727
2021,Islington 007C,E01002733,1138,247,1385
2021,Islington 005B,E01002734,1607,619,2226
2021,Islington 003A,E01002735,2110,732,2842
2021,Islington 005C,E01002736,1050,328,1378
2021,Islington 005D,E01002737,1361,468,1829
2021,Islington 009A,E01002738,1465,317,1782
2021,Islington 013A,E01002739,1420,326,1746
2021,Islington 013B,E01002740,1730,327,2057
2021,Islington 009B,E01002741,1121,327,1448
2021,Islington 006A,E01002742,1483,426,1909
2021,Islington 009C,E01002743,1174,261,1435
2021,Islington 009D,E01002744,1111,137,1248
2021,Islington 013C,E01002745,1142,204,1346
2021,Islington 006B,E01002747,1185,272,1457
2021,Islington 006C,E01002748,1215,350,1565
2021,Islington 006D,E01002749,1090,325,1415
2021,Islington 005E,E01002751,1341,329,1670
2021,Islington 009E,E01002752,1267,284,1551
2021,Islington 002A,E01002753,1112,275,1387
2021,Islington 002B,E01002754,1137,327,1464
2021,Islington 001A,E01002755,1017,219,1236
2021,Islington 001B,E01002756,1045,193,1238
2021,Islington 002C,E01002757,1042,319,1361
2021,Islington 001C,E01002758,1214,413,1627
2021,Islington 002D,E01002759,1164,282,1446
2021,Islington 002E,E01002760,1210,409,1619
2021,Islington 011C,E01002762,1532,270,1802
2021,Islington 007D,E01002763,972,274,1246
2021,Islington 010A,E01002764,1316,412,1728
2021,Islington 015D,E01002765,1814,952,2766
2021,Islington 015E,E01002766,1576,510,2086
2021,Islington 011D,E01002767,1609,447,2056
2021,Islington 004A,E01002768,1325,217,1542
2021,Islington 008A,E01002769,1267,508,1775
2021,Islington 004B,E01002770,1475,291,1766
2021,Islington 004C,E01002771,1176,308,1484
2021,Islington 002F,E01002772,1514,298,1812
2021,Islington 004D,E01002773,1132,407,1539
2021,Islington 004E,E01002774,1718,318,2036
2021,Islington 014D,E01002775,1157,180,1337
2021,Islington 014E,E01002776,1434,310,1744
2021,Islington 012A,E01002777,1378,215,1593
2021,Islington 012B,E01002778,1328,510,1838
2021,Islington 012C,E01002779,1276,384,1660
2021,Islington 014F,E01002780,1404,225,1629
2021,Islington 012D,E01002781,1382,288,1670
2021,Islington 012E,E01002782,1001,362,1363
2021,Islington 010B,E01002783,1253,372,1625
2021,Islington 010C,E01002784,1304,376,1680
2021,Islington 008B,E01002785,1433,345,1778
2021,Islington 010D,E01002786,1447,393,1840
2021,Islington 010E,E01002787,1087,305,1392
2021,Islington 008C,E01002788,1464,271,1735
2021,Islington 008D,E01002789,1447,330,1777
2021,Islington 016D,E01002790,1074,251,1325
2021,Islington 016E,E01002791,1451,297,1748
2021,Islington 017E,E01002792,1462,294,1756
2021,Islington 016F,E01002793,1460,303,1763
2021,Islington 020B,E01002794,1704,244,1948
2021,Islington 013D,E01002795,1493,351,1844
2021,Islington 013E,E01002796,874,193,1067
2021,Islington 018B,E01002797,1409,332,1741
2021,Islington 018C,E01002798,1560,272,1832
2021,Islington 018D,E01002799,1366,419,1785
2021,Islington 018E,E01002800,1343,299,1642
2021,Islington 020C,E01002801,1229,172,1401
2021,Islington 020D,E01002802,1427,326,1753
2021,Islington 001D,E01002804,1144,303,1447
2021,Islington 003B,E01002805,1229,143,1372
2021,Islington 003C,E01002806,1279,255,1534
2021,Islington 001E,E01002807,1279,337,1616
2021,Islington 003D,E01002808,1487,300,1787
2021,Islington 003E,E01002809,1338,285,1623
2021,Islington 003F,E01002810,1386,277,1663
2021,Islington 001F,E01002811,1288,359,1647
2021,Kensington and Chelsea 013A,E01002812,1023,408,1431
2021,Kensington and Chelsea 011A,E01002813,1134,278,1412
2021,Kensington and Chelsea 015A,E01002814,1580,541,2121
2021,Kensington and Chelsea 011B,E01002815,913,204,1117
2021,Kensington and Chelsea 011C,E01002816,807,196,1003
2021,Kensington and Chelsea 011D,E01002817,1043,245,1288
2021,Kensington and Chelsea 012A,E01002818,981,347,1328
2021,Kensington and Chelsea 012B,E01002819,851,189,1040
2021,Kensington and Chelsea 014A,E01002821,832,204,1036
2021,Kensington and Chelsea 014B,E01002823,954,240,1194
2021,Kensington and Chelsea 008A,E01002824,949,230,1179
2021,Kensington and Chelsea 008B,E01002825,1270,421,1691
2021,Kensington and Chelsea 008C,E01002826,983,209,1192
2021,Kensington and Chelsea 008D,E01002827,1273,351,1624
2021,Kensington and Chelsea 008E,E01002828,925,218,1143
2021,Kensington and Chelsea 004A,E01002829,1177,168,1345
2021,Kensington and Chelsea 004B,E01002830,1443,219,1662
2021,Kensington and Chelsea 004C,E01002831,1374,277,1651
2021,Kensington and Chelsea 004D,E01002832,1307,261,1568
2021,Kensington and Chelsea 007A,E01002833,958,190,1148
2021,Kensington and Chelsea 013B,E01002834,912,269,1181
2021,Kensington and Chelsea 016C,E01002835,1006,340,1346
2021,Kensington and Chelsea 016D,E01002836,1004,250,1254
2021,Kensington and Chelsea 016E,E01002837,797,197,994
2021,Kensington and Chelsea 013C,E01002839,1234,267,1501
2021,Kensington and Chelsea 021A,E01002840,801,198,999
2021,Kensington and Chelsea 021B,E01002841,976,197,1173
2021,Kensington and Chelsea 021C,E01002842,741,227,968
2021,Kensington and Chelsea 021D,E01002843,996,253,1249
2021,Kensington and Chelsea 019A,E01002844,937,158,1095
2021,Kensington and Chelsea 019B,E01002845,898,217,1115
2021,Kensington and Chelsea 017A,E01002846,911,348,1259
2021,Kensington and Chelsea 015B,E01002847,1079,267,1346
2021,Kensington and Chelsea 015C,E01002848,998,199,1197
2021,Kensington and Chelsea 017B,E01002849,1113,277,1390
2021,Kensington and Chelsea 013D,E01002850,1012,350,1362
2021,Kensington and Chelsea 015D,E01002851,1033,266,1299
2021,Kensington and Chelsea 001A,E01002852,1406,709,2115
2021,Kensington and Chelsea 001B,E01002853,1132,248,1380
2021,Kensington and Chelsea 001C,E01002854,804,254,1058
2021,Kensington and Chelsea 001D,E01002855,1261,256,1517
2021,Kensington and Chelsea 004E,E01002856,1170,216,1386
2021,Kensington and Chelsea 001E,E01002857,1060,275,1335
2021,Kensington and Chelsea 014C,E01002858,1034,195,1229
2021,Kensington and Chelsea 012C,E01002859,1007,208,1215
2021,Kensington and Chelsea 012D,E01002860,878,216,1094
2021,Kensington and Chelsea 014D,E01002861,943,271,1214
2021,Kensington and Chelsea 014E,E01002862,875,196,1071
2021,Kensington and Chelsea 012E,E01002863,872,191,1063
2021,Kensington and Chelsea 009A,E01002864,1078,329,1407
2021,Kensington and Chelsea 011E,E01002865,1063,330,1393
2021,Kensington and Chelsea 009B,E01002866,1428,335,1763
2021,Kensington and Chelsea 009C,E01002867,1362,262,1624
2021,Kensington and Chelsea 009D,E01002868,992,254,1246
2021,Kensington and Chelsea 009E,E01002869,1215,460,1675
2021,Kensington and Chelsea 005A,E01002870,1274,276,1550
2021,Kensington and Chelsea 007B,E01002871,1084,300,1384
2021,Kensington and Chelsea 005B,E01002872,1060,227,1287
2021,Kensington and Chelsea 007C,E01002873,1119,207,1326
2021,Kensington and Chelsea 007D,E01002874,889,194,1083
2021,Kensington and Chelsea 007E,E01002875,1012,197,1209
2021,Kensington and Chelsea 003A,E01002876,1364,335,1699
2021,Kensington and Chelsea 003B,E01002877,1529,497,2026
2021,Kensington and Chelsea 003C,E01002878,1188,213,1401
2021,Kensington and Chelsea 005C,E01002879,1448,417,1865
2021,Kensington and Chelsea 005D,E01002880,753,337,1090
2021,Kensington and Chelsea 005E,E01002881,1008,295,1303
2021,Kensington and Chelsea 006A,E01002882,790,213,1003
2021,Kensington and Chelsea 006B,E01002883,1148,252,1400
2021,Kensington and Chelsea 006C,E01002884,1113,229,1342
2021,Kensington and Chelsea 006D,E01002885,1069,197,1266
2021,Kensington and Chelsea 006E,E01002886,1045,202,1247
2021,Kensington and Chelsea 010A,E01002887,779,219,998
2021,Kensington and Chelsea 013E,E01002888,982,533,1515
2021,Kensington and Chelsea 010B,E01002889,1240,275,1515
2021,Kensington and Chelsea 010C,E01002890,997,332,1329
2021,Kensington and Chelsea 010D,E01002891,911,237,1148
2021,Kensington and Chelsea 010E,E01002892,894,339,1233
2021,Kensington and Chelsea 017C,E01002893,1283,229,1512
2021,Kensington and Chelsea 017D,E01002894,929,335,1264
2021,Kensington and Chelsea 020C,E01002896,1216,302,1518
2021,Kensington and Chelsea 020D,E01002897,1141,308,1449
2021,Kensington and Chelsea 017E,E01002898,1181,393,1574
2021,Kensington and Chelsea 018A,E01002899,978,224,1202
2021,Kensington and Chelsea 018B,E01002900,1478,168,1646
2021,Kensington and Chelsea 018C,E01002901,911,112,1023
2021,Kensington and Chelsea 018D,E01002902,1007,179,1186
2021,Kensington and Chelsea 018E,E01002903,990,233,1223
2021,Kensington and Chelsea 002A,E01002904,922,308,1230
2021,Kensington and Chelsea 002B,E01002905,1239,340,1579
2021,Kensington and Chelsea 002C,E01002906,1364,317,1681
2021,Kensington and Chelsea 002D,E01002907,833,352,1185
2021,Kensington and Chelsea 003D,E01002908,1061,249,1310
2021,Kensington and Chelsea 003E,E01002909,1720,322,2042
2021,Kensington and Chelsea 019C,E01002910,1039,261,1300
2021,Kensington and Chelsea 019D,E01002911,1010,226,1236
2021,Kensington and Chelsea 020E,E01002912,1195,244,1439
2021,Kensington and Chelsea 021E,E01002913,1351,329,1680
2021,Kensington and Chelsea 019E,E01002914,911,221,1132
2021,Kingston upon Thames 014A,E01002915,1041,287,1328
2021,Kingston upon Thames 014B,E01002916,1061,337,1398
2021,Kingston upon Thames 014C,E01002917,1062,292,1354
2021,Kingston upon Thames 017A,E01002918,1274,415,1689
2021,Kingston upon Thames 017B,E01002919,1412,440,1852
2021,Kingston upon Thames 014D,E01002920,1178,330,1508
2021,Kingston upon Thames 011A,E01002921,1403,224,1627
2021,Kingston upon Thames 010A,E01002922,1252,303,1555
2021,Kingston upon Thames 013A,E01002923,1238,361,1599
2021,Kingston upon Thames 014E,E01002924,1137,342,1479
2021,Kingston upon Thames 013B,E01002925,1285,199,1484
2021,Kingston upon Thames 010B,E01002926,1132,383,1515
2021,Kingston upon Thames 008A,E01002927,1271,321,1592
2021,Kingston upon Thames 008B,E01002928,1460,369,1829
2021,Kingston upon Thames 007A,E01002929,1257,354,1611
2021,Kingston upon Thames 007B,E01002930,1472,370,1842
2021,Kingston upon Thames 007C,E01002931,1423,455,1878
2021,Kingston upon Thames 006A,E01002932,1259,659,1918
2021,Kingston upon Thames 004A,E01002933,1414,497,1911
2021,Kingston upon Thames 004B,E01002934,1285,468,1753
2021,Kingston upon Thames 003A,E01002935,1384,384,1768
2021,Kingston upon Thames 004D,E01002937,1254,425,1679
2021,Kingston upon Thames 003B,E01002938,1392,482,1874
2021,Kingston upon Thames 018A,E01002939,1207,357,1564
2021,Kingston upon Thames 020A,E01002940,1271,306,1577
2021,Kingston upon Thames 018B,E01002941,1265,284,1549
2021,Kingston upon Thames 018C,E01002942,1051,282,1333
2021,Kingston upon Thames 020B,E01002943,1095,304,1399
2021,Kingston upon Thames 019A,E01002944,995,256,1251
2021,Kingston upon Thames 019B,E01002945,1199,285,1484
2021,Kingston upon Thames 019C,E01002946,1182,230,1412
2021,Kingston upon Thames 019D,E01002947,1233,320,1553
2021,Kingston upon Thames 020C,E01002948,1667,402,2069
2021,Kingston upon Thames 020D,E01002949,1384,361,1745
2021,Kingston upon Thames 020E,E01002950,1248,286,1534
2021,Kingston upon Thames 003C,E01002951,1069,353,1422
2021,Kingston upon Thames 002A,E01002952,1033,295,1328
2021,Kingston upon Thames 002B,E01002953,1027,264,1291
2021,Kingston upon Thames 003D,E01002954,1031,254,1285
2021,Kingston upon Thames 002C,E01002955,1099,349,1448
2021,Kingston upon Thames 002D,E01002956,963,386,1349
2021,Kingston upon Thames 003E,E01002957,1043,456,1499
2021,Kingston upon Thames 008C,E01002958,1265,346,1611
2021,Kingston upon Thames 002E,E01002959,1017,324,1341
2021,Kingston upon Thames 006B,E01002960,1179,328,1507
2021,Kingston upon Thames 008D,E01002961,1263,397,1660
2021,Kingston upon Thames 006C,E01002962,1147,383,1530
2021,Kingston upon Thames 007D,E01002963,1355,358,1713
2021,Kingston upon Thames 005A,E01002964,1537,853,2390
2021,Kingston upon Thames 009A,E01002965,1636,747,2383
2021,Kingston upon Thames 010C,E01002966,1396,449,1845
2021,Kingston upon Thames 009B,E01002967,1469,275,1744
2021,Kingston upon Thames 009C,E01002968,1887,908,2795
2021,Kingston upon Thames 005B,E01002969,1090,647,1737
2021,Kingston upon Thames 006D,E01002970,1283,409,1692
2021,Kingston upon Thames 005C,E01002971,1255,436,1691
2021,Kingston upon Thames 005D,E01002972,1417,476,1893
2021,Kingston upon Thames 006E,E01002973,1059,436,1495
2021,Kingston upon Thames 005E,E01002974,1368,571,1939
2021,Kingston upon Thames 012A,E01002975,1080,342,1422
2021,Kingston upon Thames 015A,E01002976,1285,301,1586
2021,Kingston upon Thames 012B,E01002977,1235,361,1596
2021,Kingston upon Thames 015B,E01002978,1425,320,1745
2021,Kingston upon Thames 015C,E01002979,1188,269,1457
2021,Kingston upon Thames 012C,E01002980,1090,264,1354
2021,Kingston upon Thames 012D,E01002981,1215,328,1543
2021,Kingston upon Thames 015D,E01002982,1164,280,1444
2021,Kingston upon Thames 015E,E01002983,1278,296,1574
2021,Kingston upon Thames 012E,E01002984,1073,290,1363
2021,Kingston upon Thames 007E,E01002985,1230,384,1614
2021,Kingston upon Thames 008E,E01002986,1028,280,1308
2021,Kingston upon Thames 011B,E01002987,1590,220,1810
2021,Kingston upon Thames 011C,E01002988,1009,584,1593
2021,Kingston upon Thames 011D,E01002989,1521,247,1768
2021,Kingston upon Thames 009D,E01002990,1398,202,1600
2021,Kingston upon Thames 009E,E01002991,1181,290,1471
2021,Kingston upon Thames 010D,E01002992,793,706,1499
2021,Kingston upon Thames 013C,E01002993,1275,193,1468
2021,Kingston upon Thames 016A,E01002994,1157,243,1400
2021,Kingston upon Thames 013D,E01002995,1281,243,1524
2021,Kingston upon Thames 016B,E01002996,1117,327,1444
2021,Kingston upon Thames 016C,E01002997,1154,280,1434
2021,Kingston upon Thames 016D,E01002998,1096,362,1458
2021,Kingston upon Thames 013E,E01002999,1150,276,1426
2021,Kingston upon Thames 017C,E01003000,1359,379,1738
2021,Kingston upon Thames 017D,E01003001,1415,394,1809
2021,Kingston upon Thames 016E,E01003002,1409,379,1788
2021,Kingston upon Thames 017E,E01003003,1264,375,1639
2021,Kingston upon Thames 018D,E01003004,1211,325,1536
2021,Kingston upon Thames 018E,E01003005,1155,318,1473
2021,Kingston upon Thames 001A,E01003006,1118,339,1457
2021,Kingston upon Thames 001B,E01003007,1137,423,1560
2021,Kingston upon Thames 001C,E01003008,1007,377,1384
2021,Kingston upon Thames 001D,E01003009,1402,549,1951
2021,Kingston upon Thames 001E,E01003010,1046,335,1381
2021,Kingston upon Thames 004E,E01003011,1240,373,1613
2021,Lambeth 036A,E01003013,1024,892,1916
2021,Lambeth 036B,E01003014,1152,301,1453
2021,Lambeth 002A,E01003015,1311,337,1648
2021,Lambeth 036C,E01003016,710,465,1175
2021,Lambeth 036D,E01003017,1254,326,1580
2021,Lambeth 020A,E01003018,1728,229,1957
2021,Lambeth 015A,E01003019,1762,207,1969
2021,Lambeth 016A,E01003020,1437,316,1753
2021,Lambeth 021A,E01003021,1813,279,2092
2021,Lambeth 021B,E01003022,1340,209,1549
2021,Lambeth 021C,E01003023,2032,423,2455
2021,Lambeth 021D,E01003024,1359,367,1726
2021,Lambeth 021E,E01003025,1550,397,1947
2021,Lambeth 019A,E01003026,1249,167,1416
2021,Lambeth 019B,E01003027,1083,230,1313
2021,Lambeth 019C,E01003028,1150,237,1387
2021,Lambeth 017A,E01003029,1547,207,1754
2021,Lambeth 019D,E01003030,1471,193,1664
2021,Lambeth 023A,E01003031,1231,270,1501
2021,Lambeth 017B,E01003032,1385,277,1662
2021,Lambeth 019E,E01003033,1237,283,1520
2021,Lambeth 012A,E01003034,1276,288,1564
2021,Lambeth 012B,E01003035,1443,188,1631
2021,Lambeth 012C,E01003036,1492,205,1697
2021,Lambeth 013A,E01003037,1147,244,1391
2021,Lambeth 013B,E01003038,1463,162,1625
2021,Lambeth 013C,E01003039,1693,263,1956
2021,Lambeth 013D,E01003040,1018,181,1199
2021,Lambeth 017C,E01003041,1196,271,1467
2021,Lambeth 013E,E01003042,899,171,1070
2021,Lambeth 018A,E01003043,1322,238,1560
2021,Lambeth 018B,E01003044,1005,328,1333
2021,Lambeth 011A,E01003045,1377,520,1897
2021,Lambeth 009A,E01003046,1226,384,1610
2021,Lambeth 011B,E01003047,1400,326,1726
2021,Lambeth 009B,E01003048,1276,521,1797
2021,Lambeth 011C,E01003049,1303,387,1690
2021,Lambeth 016B,E01003050,1332,201,1533
2021,Lambeth 018C,E01003051,1688,340,2028
2021,Lambeth 016C,E01003052,1603,488,2091
2021,Lambeth 015B,E01003053,1501,140,1641
2021,Lambeth 015C,E01003054,1943,200,2143
2021,Lambeth 016D,E01003055,1380,160,1540
2021,Lambeth 015D,E01003056,1480,193,1673
2021,Lambeth 017D,E01003057,1305,322,1627
2021,Lambeth 015E,E01003058,1736,186,1922
2021,Lambeth 011D,E01003059,1781,348,2129
2021,Lambeth 011E,E01003060,1278,350,1628
2021,Lambeth 011F,E01003061,1116,180,1296
2021,Lambeth 033A,E01003062,1475,264,1739
2021,Lambeth 033B,E01003063,1009,270,1279
2021,Lambeth 028A,E01003064,1088,280,1368
2021,Lambeth 031A,E01003065,1100,432,1532
2021,Lambeth 028B,E01003066,1386,372,1758
2021,Lambeth 033C,E01003067,1119,309,1428
2021,Lambeth 031B,E01003068,1118,351,1469
2021,Lambeth 033D,E01003069,974,315,1289
2021,Lambeth 033E,E01003070,1147,300,1447
2021,Lambeth 018D,E01003071,1834,381,2215
2021,Lambeth 014A,E01003072,1351,307,1658
2021,Lambeth 014B,E01003073,1180,329,1509
2021,Lambeth 018E,E01003074,1948,297,2245
2021,Lambeth 009C,E01003075,1212,412,1624
2021,Lambeth 014C,E01003076,1960,602,2562
2021,Lambeth 014D,E01003077,1507,267,1774
2021,Lambeth 014E,E01003078,1222,320,1542
2021,Lambeth 027A,E01003079,1217,360,1577
2021,Lambeth 027B,E01003080,1199,367,1566
2021,Lambeth 028C,E01003081,1401,339,1740
2021,Lambeth 031C,E01003082,1036,248,1284
2021,Lambeth 030A,E01003083,1155,300,1455
2021,Lambeth 030B,E01003084,1145,259,1404
2021,Lambeth 030C,E01003085,1315,335,1650
2021,Lambeth 031D,E01003086,1147,324,1471
2021,Lambeth 031E,E01003087,1133,407,1540
2021,Lambeth 010A,E01003088,1235,256,1491
2021,Lambeth 008A,E01003089,1414,437,1851
2021,Lambeth 012D,E01003090,2026,291,2317
2021,Lambeth 008B,E01003091,1301,331,1632
2021,Lambeth 008C,E01003092,1743,463,2206
2021,Lambeth 010B,E01003093,1656,536,2192
2021,Lambeth 010C,E01003094,1248,176,1424
2021,Lambeth 012E,E01003095,1342,234,1576
2021,Lambeth 010D,E01003096,1685,353,2038
2021,Lambeth 006A,E01003097,1221,276,1497
2021,Lambeth 005A,E01003098,1177,225,1402
2021,Lambeth 005B,E01003099,1331,295,1626
2021,Lambeth 005C,E01003100,1756,203,1959
2021,Lambeth 003A,E01003101,1135,244,1379
2021,Lambeth 004A,E01003102,1424,230,1654
2021,Lambeth 004C,E01003104,1408,260,1668
2021,Lambeth 003B,E01003105,1298,328,1626
2021,Lambeth 003C,E01003106,1613,432,2045
2021,Lambeth 003D,E01003107,1571,220,1791
2021,Lambeth 002B,E01003108,1167,307,1474
2021,Lambeth 002C,E01003110,1675,304,1979
2021,Lambeth 002D,E01003111,1368,467,1835
2021,Lambeth 002E,E01003112,1340,362,1702
2021,Lambeth 032A,E01003113,1385,306,1691
2021,Lambeth 032B,E01003114,1920,338,2258
2021,Lambeth 034A,E01003115,1233,269,1502
2021,Lambeth 029A,E01003116,1352,333,1685
2021,Lambeth 029B,E01003117,1479,279,1758
2021,Lambeth 029C,E01003118,1350,399,1749
2021,Lambeth 032C,E01003119,1604,365,1969
