date,geography,geography code,Residence type: Lives in a communal establishment,Residence type: Lives in a household,Residence type: Total: All usual residents
2021,Enfield 021B,E01001399,0,1482,1482
2021,Enfield 021C,E01001400,36,1526,1562
2021,Enfield 016A,E01001401,0,1389,1389
2021,Enfield 021D,E01001402,27,1825,1852
2021,Enfield 021E,E01001403,0,1705,1705
2021,Enfield 026A,E01001404,0,1480,1480
2021,Enfield 015A,E01001405,137,1665,1802
2021,Enfield 015B,E01001406,0,1658,1658
2021,Enfield 005A,E01001407,0,1593,1593
2021,Enfield 004A,E01001408,0,1670,1670
2021,Enfield 005B,E01001409,0,2034,2034
2021,Enfield 005C,E01001410,54,2134,2188
2021,Enfield 004B,E01001411,0,1903,1903
2021,Enfield 004C,E01001412,0,1756,1756
2021,Enfield 004D,E01001413,49,1586,1635
2021,Enfield 004E,E01001414,0,1673,1673
2021,Enfield 011A,E01001415,1,2050,2051
2021,Enfield 013A,E01001416,0,1726,1726
2021,Enfield 011B,E01001417,59,1828,1887
2021,Enfield 011C,E01001418,0,1740,1740
2021,Enfield 020A,E01001419,9,1964,1973
2021,Enfield 020B,E01001420,0,1783,1783
2021,Enfield 020C,E01001421,100,1572,1672
2021,Enfield 011D,E01001422,19,1658,1677
2021,Enfield 027A,E01001423,0,1731,1731
2021,Enfield 030A,E01001424,0,1227,1227
2021,Enfield 027B,E01001425,5,2018,2023
2021,Enfield 030B,E01001426,2,1820,1822
2021,Enfield 030C,E01001427,0,1744,1744
2021,Enfield 027C,E01001428,0,1723,1723
2021,Enfield 030D,E01001429,16,2312,2328
2021,Enfield 030E,E01001430,0,2013,2013
2021,Enfield 033A,E01001431,0,1786,1786
2021,Enfield 033B,E01001432,4,1863,1867
2021,Enfield 007A,E01001433,5,1817,1822
2021,Enfield 007B,E01001434,9,1582,1591
2021,Enfield 007C,E01001435,0,1517,1517
2021,Enfield 007D,E01001436,3,1930,1933
2021,Enfield 014A,E01001437,0,2275,2275
2021,Enfield 007E,E01001438,14,1662,1676
2021,Enfield 006A,E01001439,4,2127,2131
2021,Enfield 012A,E01001440,0,1677,1677
2021,Enfield 006B,E01001441,0,1646,1646
2021,Enfield 002A,E01001442,27,1705,1732
2021,Enfield 001A,E01001444,0,1908,1908
2021,Enfield 003B,E01001445,4,2795,2799
2021,Enfield 001B,E01001446,0,1858,1858
2021,Enfield 003C,E01001447,1,1990,1991
2021,Enfield 003D,E01001448,5,1977,1982
2021,Enfield 003E,E01001449,0,1643,1643
2021,Enfield 015C,E01001450,20,2358,2378
2021,Enfield 017A,E01001451,6,1658,1664
2021,Enfield 017B,E01001452,0,1373,1373
2021,Enfield 017C,E01001453,0,1660,1660
2021,Enfield 017D,E01001454,12,1689,1701
2021,Enfield 021F,E01001455,0,1456,1456
2021,Enfield 022A,E01001456,0,1396,1396
2021,Enfield 010A,E01001457,48,1765,1813
2021,Enfield 037A,E01001458,1,1785,1786
2021,Enfield 024A,E01001459,0,1720,1720
2021,Enfield 024B,E01001460,35,2078,2113
2021,Enfield 027D,E01001461,15,1561,1576
2021,Enfield 024C,E01001462,0,1455,1455
2021,Enfield 031A,E01001463,0,1560,1560
2021,Enfield 027E,E01001464,0,1315,1315
2021,Enfield 031B,E01001465,0,1561,1561
2021,Enfield 031C,E01001466,0,1996,1996
2021,Enfield 031D,E01001467,0,1999,1999
2021,Enfield 010B,E01001468,1,1415,1416
2021,Enfield 008A,E01001469,0,1767,1767
2021,Enfield 013B,E01001470,0,1649,1649
2021,Enfield 010C,E01001471,0,1908,1908
2021,Enfield 010D,E01001472,0,1653,1653
2021,Enfield 013C,E01001473,0,1596,1596
2021,Enfield 010E,E01001474,2,1896,1898
2021,Enfield 013D,E01001475,0,1803,1803
2021,Enfield 018A,E01001476,0,1751,1751
2021,Enfield 018B,E01001477,8,1971,1979
2021,Enfield 016B,E01001478,10,1648,1658
2021,Enfield 023A,E01001479,42,1751,1793
2021,Enfield 024D,E01001480,34,1554,1588
2021,Enfield 018C,E01001481,49,1747,1796
2021,Enfield 023B,E01001482,0,1923,1923
2021,Enfield 025A,E01001483,0,1187,1187
2021,Enfield 016C,E01001484,0,1414,1414
2021,Enfield 025B,E01001485,8,1850,1858
2021,Enfield 025C,E01001486,0,2148,2148
2021,Enfield 023C,E01001487,5,1936,1941
2021,Enfield 024E,E01001488,0,1979,1979
2021,Enfield 023D,E01001489,4,1884,1888
2021,Enfield 023E,E01001491,0,1950,1950
2021,Enfield 025E,E01001492,12,2026,2038
2021,Enfield 026B,E01001493,0,1911,1911
2021,Enfield 026C,E01001494,10,1467,1477
2021,Enfield 029A,E01001495,0,1846,1846
2021,Enfield 026D,E01001496,6,1895,1901
2021,Enfield 031E,E01001497,1,1456,1457
2021,Enfield 029B,E01001498,18,1819,1837
2021,Enfield 031F,E01001499,7,1533,1540
2021,Enfield 035D,E01001500,9,1580,1589
2021,Enfield 036E,E01001501,0,2220,2220
2021,Enfield 018D,E01001502,0,1954,1954
2021,Enfield 018E,E01001503,0,1888,1888
2021,Enfield 012B,E01001504,0,2139,2139
2021,Enfield 012C,E01001505,0,1959,1959
2021,Enfield 012D,E01001507,5,2578,2583
2021,Enfield 012E,E01001508,8,2437,2445
2021,Enfield 014C,E01001509,0,1773,1773
2021,Enfield 016D,E01001511,6,1917,1923
2021,Enfield 015D,E01001512,25,2252,2277
2021,Enfield 012F,E01001513,0,1982,1982
2021,Enfield 016E,E01001514,0,1765,1765
2021,Enfield 015E,E01001515,2,2045,2047
2021,Enfield 005D,E01001516,0,2123,2123
2021,Enfield 006C,E01001517,59,1986,2045
2021,Enfield 016F,E01001518,0,1688,1688
2021,Enfield 019A,E01001520,8,1849,1857
2021,Enfield 028A,E01001521,28,1847,1875
2021,Enfield 019B,E01001522,50,1767,1817
2021,Enfield 019C,E01001523,0,1847,1847
2021,Enfield 019D,E01001524,24,1538,1562
2021,Enfield 020E,E01001525,63,1901,1964
2021,Enfield 019E,E01001526,0,1608,1608
2021,Enfield 036F,E01001527,1,2053,2054
2021,Enfield 032B,E01001528,0,1688,1688
2021,Enfield 032C,E01001529,4,1787,1791
2021,Enfield 032D,E01001530,0,1727,1727
2021,Enfield 028B,E01001531,21,1414,1435
2021,Enfield 028C,E01001532,0,1663,1663
2021,Enfield 028D,E01001533,45,1617,1662
2021,Enfield 032E,E01001534,14,1677,1691
2021,Enfield 028E,E01001535,0,1405,1405
2021,Enfield 008B,E01001536,7,1963,1970
2021,Enfield 005E,E01001537,25,1689,1714
2021,Enfield 009A,E01001538,0,1677,1677
2021,Enfield 009B,E01001539,0,1654,1654
2021,Enfield 008C,E01001540,10,1896,1906
2021,Enfield 008D,E01001541,8,1524,1532
2021,Enfield 008E,E01001542,2,1564,1566
2021,Enfield 009C,E01001543,0,1617,1617
2021,Enfield 009D,E01001544,0,1695,1695
2021,Enfield 002B,E01001545,0,1885,1885
2021,Enfield 001C,E01001546,0,1813,1813
2021,Enfield 002C,E01001547,0,2092,2092
2021,Enfield 002D,E01001548,0,1927,1927
2021,Enfield 006D,E01001549,1,2358,2359
2021,Enfield 006E,E01001550,0,1770,1770
2021,Enfield 002E,E01001551,53,1741,1794
2021,Enfield 001D,E01001552,51,1894,1945
2021,Enfield 037B,E01001553,0,1753,1753
2021,Enfield 037C,E01001554,1,1797,1798
2021,Enfield 033C,E01001555,0,2234,2234
2021,Enfield 035E,E01001556,0,1590,1590
2021,Enfield 033D,E01001557,0,1715,1715
2021,Enfield 033E,E01001558,0,2063,2063
2021,Enfield 033F,E01001559,45,2084,2129
2021,Enfield 035F,E01001560,0,1571,1571
2021,Enfield 037D,E01001562,69,2166,2235
2021,Enfield 029C,E01001563,21,1712,1733
2021,Enfield 022B,E01001564,59,1600,1659
2021,Enfield 029D,E01001565,0,1678,1678
2021,Enfield 029E,E01001566,117,1664,1781
2021,Enfield 022C,E01001567,0,1541,1541
2021,Enfield 022D,E01001568,7,1877,1884
2021,Enfield 022E,E01001569,22,1748,1770
2021,Enfield 026E,E01001570,0,1899,1899
2021,Greenwich 008A,E01001571,0,1809,1809
2021,Greenwich 008B,E01001572,0,1733,1733
2021,Greenwich 008C,E01001573,3,1572,1575
2021,Greenwich 008D,E01001574,87,1834,1921
2021,Greenwich 003A,E01001575,0,1816,1816
2021,Greenwich 003B,E01001576,44,1954,1998
2021,Greenwich 003C,E01001577,0,2017,2017
2021,Greenwich 003D,E01001578,0,2306,2306
2021,Greenwich 003E,E01001579,0,1734,1734
2021,Greenwich 021A,E01001580,0,1639,1639
2021,Greenwich 016A,E01001581,0,1578,1578
2021,Greenwich 021B,E01001582,0,1533,1533
2021,Greenwich 021C,E01001583,0,1568,1568
2021,Greenwich 021D,E01001584,69,1433,1502
2021,Greenwich 016B,E01001585,10,1519,1529
2021,Greenwich 016C,E01001586,31,1395,1426
2021,Greenwich 016D,E01001587,0,1981,1981
2021,Greenwich 012A,E01001588,61,1631,1692
2021,Greenwich 012B,E01001589,1,1852,1853
2021,Greenwich 014A,E01001590,0,1704,1704
2021,Greenwich 012C,E01001591,6,2094,2100
2021,Greenwich 014B,E01001592,0,1933,1933
2021,Greenwich 014C,E01001593,6,1787,1793
2021,Greenwich 014D,E01001594,2,2366,2368
2021,Greenwich 012D,E01001595,0,2222,2222
2021,Greenwich 032A,E01001596,8,1729,1737
2021,Greenwich 031A,E01001597,0,1556,1556
2021,Greenwich 031B,E01001598,0,1609,1609
2021,Greenwich 032B,E01001599,0,1677,1677
2021,Greenwich 032C,E01001600,0,1509,1509
2021,Greenwich 032D,E01001601,68,1439,1507
2021,Greenwich 031C,E01001602,0,2126,2126
2021,Greenwich 031D,E01001603,1,1755,1756
2021,Greenwich 027A,E01001604,0,1549,1549
2021,Greenwich 023A,E01001605,0,1520,1520
2021,Greenwich 023B,E01001606,0,1627,1627
2021,Greenwich 027B,E01001607,0,1610,1610
2021,Greenwich 027C,E01001608,5,1439,1444
2021,Greenwich 027D,E01001609,0,1688,1688
2021,Greenwich 023C,E01001610,0,1761,1761
2021,Greenwich 023D,E01001611,0,1766,1766
2021,Greenwich 028A,E01001613,0,1753,1753
2021,Greenwich 028B,E01001614,0,1493,1493
2021,Greenwich 028C,E01001615,2,1989,1991
2021,Greenwich 028D,E01001617,0,1628,1628
2021,Greenwich 030C,E01001618,0,1906,1906
2021,Greenwich 030D,E01001619,0,1964,1964
2021,Greenwich 025A,E01001620,0,1582,1582
2021,Greenwich 025B,E01001621,0,1673,1673
2021,Greenwich 025C,E01001623,0,1806,1806
2021,Greenwich 025D,E01001624,0,1628,1628
2021,Greenwich 025E,E01001625,0,1780,1780
2021,Greenwich 009A,E01001629,0,2141,2141
2021,Greenwich 007B,E01001631,0,2108,2108
2021,Greenwich 007C,E01001632,41,1997,2038
2021,Greenwich 009B,E01001633,1,2042,2043
2021,Greenwich 009C,E01001634,49,1688,1737
2021,Greenwich 007D,E01001635,0,1644,1644
2021,Greenwich 007E,E01001636,5,1679,1684
2021,Greenwich 009D,E01001637,5,1794,1799
2021,Greenwich 038A,E01001638,51,1712,1763
2021,Greenwich 038B,E01001641,93,1773,1866
2021,Greenwich 038C,E01001642,5,1727,1732
2021,Greenwich 038D,E01001644,1,2628,2629
2021,Greenwich 022A,E01001645,0,1852,1852
2021,Greenwich 019A,E01001646,14,2806,2820
2021,Greenwich 022B,E01001647,7,1479,1486
2021,Greenwich 022C,E01001648,0,1721,1721
2021,Greenwich 022D,E01001649,3,1573,1576
2021,Greenwich 019B,E01001650,0,1834,1834
2021,Greenwich 019C,E01001651,0,1875,1875
2021,Greenwich 019D,E01001652,49,1657,1706
2021,Greenwich 029A,E01001653,0,1591,1591
2021,Greenwich 029B,E01001654,39,1567,1606
2021,Greenwich 029C,E01001655,0,1575,1575
2021,Greenwich 034A,E01001656,0,1341,1341
2021,Greenwich 034B,E01001657,22,1547,1569
2021,Greenwich 034C,E01001658,0,1654,1654
2021,Greenwich 034D,E01001659,0,1618,1618
2021,Greenwich 029D,E01001660,0,1559,1559
2021,Greenwich 029E,E01001661,0,1664,1664
2021,Greenwich 037B,E01001664,0,2076,2076
2021,Greenwich 037C,E01001665,2,1888,1890
2021,Greenwich 041G,E01001666,0,1984,1984
2021,Greenwich 033A,E01001669,13,2482,2495
2021,Greenwich 033B,E01001671,0,1670,1670
2021,Greenwich 006A,E01001672,5,1928,1933
2021,Greenwich 006B,E01001673,8,2395,2403
2021,Greenwich 006C,E01001674,1,2194,2195
2021,Greenwich 006D,E01001675,0,2370,2370
2021,Greenwich 033C,E01001676,2,1800,1802
2021,Greenwich 006E,E01001677,0,2163,2163
2021,Greenwich 017A,E01001678,0,1774,1774
2021,Greenwich 020A,E01001679,0,1353,1353
2021,Greenwich 020B,E01001680,0,1518,1518
2021,Greenwich 020C,E01001681,0,1403,1403
2021,Greenwich 020D,E01001682,23,1354,1377
2021,Greenwich 017B,E01001683,6,1545,1551
2021,Greenwich 017C,E01001684,0,1446,1446
2021,Greenwich 017D,E01001685,0,1562,1562
2021,Greenwich 020E,E01001686,17,1782,1799
2021,Greenwich 002A,E01001687,416,1238,1654
2021,Greenwich 002B,E01001688,67,2603,2670
2021,Greenwich 001A,E01001690,0,1714,1714
2021,Greenwich 001B,E01001692,1,1469,1470
2021,Greenwich 001C,E01001693,0,1560,1560
2021,Greenwich 001D,E01001694,7,1736,1743
2021,Greenwich 011A,E01001695,5,1544,1549
2021,Greenwich 011B,E01001696,2,2570,2572
2021,Greenwich 011C,E01001697,13,2630,2643
2021,Greenwich 015A,E01001698,8,1904,1912
2021,Greenwich 015B,E01001699,73,1392,1465
2021,Greenwich 011D,E01001700,6,2360,2366
2021,Greenwich 015C,E01001701,26,1737,1763
2021,Greenwich 015D,E01001702,0,1485,1485
2021,Greenwich 011E,E01001703,0,2079,2079
2021,Greenwich 011F,E01001704,59,1590,1649
2021,Greenwich 005A,E01001705,5,2243,2248
2021,Greenwich 005C,E01001708,0,1697,1697
2021,Greenwich 005D,E01001710,0,1759,1759
2021,Greenwich 042A,E01001712,0,2121,2121
2021,Hackney 002A,E01001714,76,1975,2051
2021,Hackney 007A,E01001715,0,1286,1286
2021,Hackney 007B,E01001716,38,1750,1788
2021,Hackney 007C,E01001717,0,1126,1126
2021,Hackney 007D,E01001718,0,1740,1740
2021,Hackney 007E,E01001719,2,1638,1640
2021,Hackney 007F,E01001720,0,1707,1707
2021,Hackney 029A,E01001722,0,2303,2303
2021,Hackney 006A,E01001723,0,1970,1970
2021,Hackney 006B,E01001724,0,2894,2894
2021,Hackney 004A,E01001725,0,1830,1830
2021,Hackney 004B,E01001726,0,1325,1325
2021,Hackney 006C,E01001727,0,1988,1988
2021,Hackney 029B,E01001728,0,1979,1979
2021,Hackney 019A,E01001729,714,1271,1985
2021,Hackney 019B,E01001730,0,2767,2767
2021,Hackney 017A,E01001731,1,2665,2666
2021,Hackney 019C,E01001732,0,1900,1900
2021,Hackney 015A,E01001733,14,1858,1872
2021,Hackney 017B,E01001734,0,1835,1835
2021,Hackney 019D,E01001735,0,1570,1570
2021,Hackney 012A,E01001736,0,1549,1549
2021,Hackney 012B,E01001737,0,1768,1768
2021,Hackney 012C,E01001738,0,1740,1740
2021,Hackney 012D,E01001739,0,1977,1977
2021,Hackney 014A,E01001740,0,1545,1545
2021,Hackney 009A,E01001741,0,1441,1441
2021,Hackney 008A,E01001742,0,1753,1753
2021,Hackney 031A,E01001744,0,2004,2004
2021,Hackney 016A,E01001745,0,2162,2162
2021,Hackney 016B,E01001746,0,1686,1686
2021,Hackney 014B,E01001747,22,2307,2329
2021,Hackney 020B,E01001749,2,1486,1488
2021,Hackney 031D,E01001750,0,2122,2122
2021,Hackney 031B,E01001751,0,1478,1478
2021,Hackney 025B,E01001753,0,1538,1538
2021,Hackney 025D,E01001755,39,1639,1678
2021,Hackney 030C,E01001756,0,2037,2037
2021,Hackney 016C,E01001757,0,1585,1585
2021,Hackney 016D,E01001758,0,2614,2614
2021,Hackney 016E,E01001759,0,1647,1647
2021,Hackney 017C,E01001760,0,1885,1885
2021,Hackney 016F,E01001761,2,1816,1818
2021,Hackney 017D,E01001762,4,1671,1675
2021,Hackney 020C,E01001763,2,1767,1769
2021,Hackney 010A,E01001764,0,1752,1752
2021,Hackney 010B,E01001765,0,1801,1801
2021,Hackney 010D,E01001767,1,1607,1608
2021,Hackney 006D,E01001768,0,1868,1868
2021,Hackney 006E,E01001769,0,1521,1521
2021,Hackney 010E,E01001770,0,1714,1714
2021,Hackney 024A,E01001772,0,1789,1789
2021,Hackney 025E,E01001773,0,2483,2483
2021,Hackney 024B,E01001774,18,1969,1987
2021,Hackney 024C,E01001775,1,1633,1634
2021,Hackney 025F,E01001776,1,1708,1709
2021,Hackney 033A,E01001777,78,2555,2633
2021,Hackney 032D,E01001780,2,1814,1816
2021,Hackney 026B,E01001781,0,1602,1602
2021,Hackney 026D,E01001783,0,1606,1606
2021,Hackney 032A,E01001784,4,1768,1772
2021,Hackney 015B,E01001785,0,1593,1593
2021,Hackney 013A,E01001786,0,2224,2224
2021,Hackney 013B,E01001787,0,1611,1611
2021,Hackney 013C,E01001788,0,1497,1497
2021,Hackney 015C,E01001789,0,1773,1773
2021,Hackney 013D,E01001790,0,1513,1513
2021,Hackney 015D,E01001791,0,1459,1459
2021,Hackney 011A,E01001792,0,1933,1933
2021,Hackney 011B,E01001793,0,1582,1582
2021,Hackney 011C,E01001794,90,1808,1898
2021,Hackney 011D,E01001795,0,1308,1308
2021,Hackney 011E,E01001796,2,1474,1476
2021,Hackney 028A,E01001798,0,2329,2329
2021,Hackney 003A,E01001799,0,1506,1506
2021,Hackney 004C,E01001800,1,1749,1750
2021,Hackney 008B,E01001801,42,1680,1722
2021,Hackney 003B,E01001802,65,1312,1377
2021,Hackney 008C,E01001803,8,1796,1804
2021,Hackney 003C,E01001804,33,1638,1671
2021,Hackney 009B,E01001805,0,1227,1227
2021,Hackney 008D,E01001806,0,1469,1469
2021,Hackney 003D,E01001807,0,1807,1807
2021,Hackney 001A,E01001808,0,1634,1634
2021,Hackney 001B,E01001809,2,1882,1884
2021,Hackney 002D,E01001811,11,1781,1792
2021,Hackney 003E,E01001812,0,1792,1792
2021,Hackney 002E,E01001813,2,1953,1955
2021,Hackney 001C,E01001814,0,1699,1699
2021,Hackney 024D,E01001815,0,1772,1772
2021,Hackney 020D,E01001816,0,1550,1550
2021,Hackney 020E,E01001819,0,1587,1587
2021,Hackney 024E,E01001820,0,1390,1390
2021,Hackney 024F,E01001821,0,1350,1350
2021,Hackney 029C,E01001822,0,1997,1997
2021,Hackney 001D,E01001823,0,1632,1632
2021,Hackney 004D,E01001824,0,1626,1626
2021,Hackney 001E,E01001825,0,1350,1350
2021,Hackney 004E,E01001826,0,1573,1573
2021,Hackney 029D,E01001827,0,1647,1647
2021,Hackney 028B,E01001828,0,2053,2053
2021,Hackney 009C,E01001829,0,1756,1756
2021,Hackney 014C,E01001830,1,1877,1878
2021,Hackney 009D,E01001831,0,1679,1679
2021,Hackney 009E,E01001832,0,1660,1660
2021,Hackney 014D,E01001833,0,2117,2117
2021,Hackney 014E,E01001834,2,1986,1988
2021,Hackney 014F,E01001835,0,1233,1233
2021,Hackney 022A,E01001836,0,1855,1855
2021,Hackney 023B,E01001837,38,1408,1446
2021,Hackney 019E,E01001838,0,1815,1815
2021,Hackney 023C,E01001839,107,2247,2354
2021,Hackney 022B,E01001840,0,1602,1602
2021,Hackney 022C,E01001841,0,1368,1368
2021,Hackney 023D,E01001842,2,1526,1528
2021,Hackney 023E,E01001843,0,1205,1205
2021,Hackney 022D,E01001844,98,1819,1917
2021,Hackney 022E,E01001845,1,1584,1585
2021,Hackney 018A,E01001846,0,1210,1210
2021,Hackney 018B,E01001847,0,1332,1332
2021,Hackney 018C,E01001848,135,1835,1970
2021,Hackney 018D,E01001849,71,2379,2450
2021,Hackney 019F,E01001850,0,1845,1845
2021,Hammersmith and Fulham 010A,E01001851,2,1463,1465
2021,Hammersmith and Fulham 007A,E01001852,1,1628,1629
2021,Hammersmith and Fulham 007B,E01001853,0,1497,1497
2021,Hammersmith and Fulham 007C,E01001854,12,1748,1760
2021,Hammersmith and Fulham 010B,E01001855,0,1663,1663
2021,Hammersmith and Fulham 010C,E01001856,46,1599,1645
2021,Hammersmith and Fulham 007D,E01001857,2,1545,1547
2021,Hammersmith and Fulham 006A,E01001858,201,1554,1755
2021,Hammersmith and Fulham 008A,E01001859,0,2703,2703
2021,Hammersmith and Fulham 006B,E01001860,2,1708,1710
2021,Hammersmith and Fulham 006C,E01001861,0,1405,1405
2021,Hammersmith and Fulham 005A,E01001862,5,1754,1759
2021,Hammersmith and Fulham 006D,E01001863,0,1411,1411
2021,Hammersmith and Fulham 006E,E01001864,16,1498,1514
2021,Hammersmith and Fulham 008B,E01001865,4,1581,1585
2021,Hammersmith and Fulham 012A,E01001866,0,1505,1505
2021,Hammersmith and Fulham 012B,E01001867,94,1042,1136
2021,Hammersmith and Fulham 012C,E01001868,0,1261,1261
2021,Hammersmith and Fulham 010D,E01001869,0,1353,1353
2021,Hammersmith and Fulham 012D,E01001870,4,1683,1687
2021,Hammersmith and Fulham 012E,E01001871,33,1482,1515
2021,Hammersmith and Fulham 012F,E01001872,1,1360,1361
2021,Hammersmith and Fulham 010E,E01001873,0,1502,1502
2021,Hammersmith and Fulham 001B,E01001875,0,1835,1835
2021,Hammersmith and Fulham 001C,E01001876,545,1827,2372
2021,Hammersmith and Fulham 001D,E01001877,0,1360,1360
2021,Hammersmith and Fulham 001E,E01001878,0,1618,1618
2021,Hammersmith and Fulham 019A,E01001879,0,1451,1451
2021,Hammersmith and Fulham 017A,E01001880,1,1467,1468
2021,Hammersmith and Fulham 017B,E01001881,36,1840,1876
2021,Hammersmith and Fulham 017C,E01001882,0,1644,1644
2021,Hammersmith and Fulham 017D,E01001883,0,1869,1869
2021,Hammersmith and Fulham 017E,E01001884,2,1798,1800
2021,Hammersmith and Fulham 015A,E01001885,0,1276,1276
2021,Hammersmith and Fulham 016A,E01001886,0,1523,1523
2021,Hammersmith and Fulham 016B,E01001887,2,1456,1458
2021,Hammersmith and Fulham 018A,E01001888,1,1550,1551
2021,Hammersmith and Fulham 014A,E01001889,0,1389,1389
2021,Hammersmith and Fulham 016C,E01001890,124,1590,1714
2021,Hammersmith and Fulham 018B,E01001891,9,2535,2544
2021,Hammersmith and Fulham 016D,E01001892,0,1330,1330
2021,Hammersmith and Fulham 013A,E01001893,4,1487,1491
2021,Hammersmith and Fulham 013B,E01001894,1,1373,1374
2021,Hammersmith and Fulham 009A,E01001895,0,1458,1458
2021,Hammersmith and Fulham 009B,E01001896,1,1397,1398
2021,Hammersmith and Fulham 009C,E01001897,0,1303,1303
2021,Hammersmith and Fulham 013C,E01001898,147,1943,2090
2021,Hammersmith and Fulham 013D,E01001899,0,1599,1599
2021,Hammersmith and Fulham 013E,E01001900,56,1657,1713
2021,Hammersmith and Fulham 019B,E01001901,0,1651,1651
2021,Hammersmith and Fulham 019C,E01001902,1,1656,1657
2021,Hammersmith and Fulham 019D,E01001903,0,1436,1436
2021,Hammersmith and Fulham 022A,E01001904,0,1617,1617
2021,Hammersmith and Fulham 022B,E01001905,0,1658,1658
2021,Hammersmith and Fulham 022C,E01001906,0,1453,1453
2021,Hammersmith and Fulham 022D,E01001907,0,1247,1247
2021,Hammersmith and Fulham 015B,E01001908,3,1376,1379
2021,Hammersmith and Fulham 015C,E01001909,0,1763,1763
2021,Hammersmith and Fulham 014B,E01001910,2,1333,1335
2021,Hammersmith and Fulham 015D,E01001911,0,1710,1710
2021,Hammersmith and Fulham 015E,E01001912,17,1437,1454
2021,Hammersmith and Fulham 014C,E01001913,0,1386,1386
2021,Hammersmith and Fulham 014D,E01001914,18,1486,1504
2021,Hammersmith and Fulham 024A,E01001915,0,1453,1453
2021,Hammersmith and Fulham 024B,E01001916,0,1224,1224
2021,Hammersmith and Fulham 018C,E01001917,0,1495,1495
2021,Hammersmith and Fulham 018D,E01001918,0,1510,1510
2021,Hammersmith and Fulham 018E,E01001919,2,1544,1546
2021,Hammersmith and Fulham 020A,E01001920,14,1435,1449
2021,Hammersmith and Fulham 020B,E01001921,22,1429,1451
2021,Hammersmith and Fulham 020C,E01001922,1,1624,1625
2021,Hammersmith and Fulham 020D,E01001923,3,1514,1517
2021,Hammersmith and Fulham 020E,E01001924,0,1545,1545
2021,Hammersmith and Fulham 025A,E01001925,0,1572,1572
2021,Hammersmith and Fulham 024C,E01001926,0,1356,1356
2021,Hammersmith and Fulham 008C,E01001927,3,1361,1364
2021,Hammersmith and Fulham 011A,E01001928,203,1603,1806
2021,Hammersmith and Fulham 009D,E01001929,10,1338,1348
2021,Hammersmith and Fulham 008D,E01001930,117,1619,1736
2021,Hammersmith and Fulham 011B,E01001931,6,1290,1296
2021,Hammersmith and Fulham 011C,E01001932,6,1586,1592
2021,Hammersmith and Fulham 011D,E01001933,54,1442,1496
2021,Hammersmith and Fulham 025B,E01001934,0,1961,1961
2021,Hammersmith and Fulham 023A,E01001935,2,2036,2038
2021,Hammersmith and Fulham 025C,E01001937,6,1783,1789
2021,Hammersmith and Fulham 025D,E01001938,2,1573,1575
2021,Hammersmith and Fulham 005B,E01001940,0,1538,1538
2021,Hammersmith and Fulham 005C,E01001941,0,1566,1566
2021,Hammersmith and Fulham 005D,E01001942,0,1838,1838
2021,Hammersmith and Fulham 004A,E01001943,2,2261,2263
2021,Hammersmith and Fulham 004B,E01001944,36,1644,1680
2021,Hammersmith and Fulham 004C,E01001945,0,1665,1665
2021,Hammersmith and Fulham 004D,E01001946,2,1875,1877
2021,Hammersmith and Fulham 021A,E01001947,0,1417,1417
2021,Hammersmith and Fulham 021B,E01001948,20,1853,1873
2021,Hammersmith and Fulham 021C,E01001949,0,1473,1473
2021,Hammersmith and Fulham 021D,E01001950,0,1486,1486
2021,Hammersmith and Fulham 021E,E01001951,0,1515,1515
2021,Hammersmith and Fulham 024D,E01001952,0,1647,1647
2021,Hammersmith and Fulham 021F,E01001953,0,1463,1463
2021,Hammersmith and Fulham 003A,E01001954,0,1526,1526
2021,Hammersmith and Fulham 002A,E01001955,0,2108,2108
2021,Hammersmith and Fulham 003B,E01001956,0,1575,1575
2021,Hammersmith and Fulham 002B,E01001957,0,1626,1626
2021,Hammersmith and Fulham 002C,E01001958,0,1725,1725
2021,Hammersmith and Fulham 003C,E01001959,214,1805,2019
2021,Hammersmith and Fulham 003D,E01001960,3,1791,1794
2021,Hammersmith and Fulham 002D,E01001961,1,1574,1575
2021,Haringey 004A,E01001962,0,1823,1823
2021,Haringey 009A,E01001963,0,1800,1800
2021,Haringey 009B,E01001964,0,1628,1628
2021,Haringey 009C,E01001965,0,1636,1636
2021,Haringey 009D,E01001966,0,1410,1410
2021,Haringey 014A,E01001967,11,1484,1495
2021,Haringey 014B,E01001968,0,1648,1648
2021,Haringey 001A,E01001969,0,1966,1966
2021,Haringey 004B,E01001970,0,1904,1904
2021,Haringey 001B,E01001971,2,1904,1906
2021,Haringey 004C,E01001972,0,1713,1713
2021,Haringey 004D,E01001973,11,2537,2548
2021,Haringey 001C,E01001974,0,2213,2213
2021,Haringey 001D,E01001975,0,1822,1822
2021,Haringey 011A,E01001976,15,1853,1868
2021,Haringey 011B,E01001977,2,1517,1519
2021,Haringey 011C,E01001978,26,1901,1927
2021,Haringey 011D,E01001979,0,2292,2292
2021,Haringey 018A,E01001980,0,1816,1816
2021,Haringey 018B,E01001981,0,1803,1803
2021,Haringey 018C,E01001982,2,1799,1801
2021,Haringey 018D,E01001983,2,1659,1661
2021,Haringey 033A,E01001984,0,1749,1749
2021,Haringey 033B,E01001985,0,1622,1622
2021,Haringey 034A,E01001986,0,1565,1565
2021,Haringey 033C,E01001987,0,1705,1705
