date,geography,geography code,Residence type: Lives in a communal establishment,Residence type: Lives in a household,Residence type: Total: All usual residents
2021,Kensington and Chelsea 011B,E01002815,27,1135,1162
2021,Kensington and Chelsea 011C,E01002816,0,1056,1056
2021,Kensington and Chelsea 011D,E01002817,0,1346,1346
2021,Kensington and Chelsea 012A,E01002818,0,1385,1385
2021,Kensington and Chelsea 012B,E01002819,0,1088,1088
2021,Kensington and Chelsea 014A,E01002821,43,1037,1080
2021,Kensington and Chelsea 014B,E01002823,1,1223,1224
2021,Kensington and Chelsea 008A,E01002824,15,1214,1229
2021,Kensington and Chelsea 008B,E01002825,1,1784,1785
2021,Kensington and Chelsea 008C,E01002826,0,1256,1256
2021,Kensington and Chelsea 008D,E01002827,0,1715,1715
2021,Kensington and Chelsea 008E,E01002828,0,1189,1189
2021,Kensington and Chelsea 004A,E01002829,0,1391,1391
2021,Kensington and Chelsea 004B,E01002830,0,1724,1724
2021,Kensington and Chelsea 004C,E01002831,0,1718,1718
2021,Kensington and Chelsea 004D,E01002832,1,1631,1632
2021,Kensington and Chelsea 007A,E01002833,0,1210,1210
2021,Kensington and Chelsea 013B,E01002834,3,1240,1243
2021,Kensington and Chelsea 016C,E01002835,77,1334,1411
2021,Kensington and Chelsea 016D,E01002836,13,1297,1310
2021,Kensington and Chelsea 016E,E01002837,31,1014,1045
2021,Kensington and Chelsea 013C,E01002839,57,1480,1537
2021,Kensington and Chelsea 021A,E01002840,0,1047,1047
2021,Kensington and Chelsea 021B,E01002841,0,1218,1218
2021,Kensington and Chelsea 021C,E01002842,0,1015,1015
2021,Kensington and Chelsea 021D,E01002843,0,1295,1295
2021,Kensington and Chelsea 019A,E01002844,0,1147,1147
2021,Kensington and Chelsea 019B,E01002845,27,1142,1169
2021,Kensington and Chelsea 017A,E01002846,16,1273,1289
2021,Kensington and Chelsea 015B,E01002847,100,1293,1393
2021,Kensington and Chelsea 015C,E01002848,4,1248,1252
2021,Kensington and Chelsea 017B,E01002849,9,1532,1541
2021,Kensington and Chelsea 013D,E01002850,71,1334,1405
2021,Kensington and Chelsea 015D,E01002851,8,1327,1335
2021,Kensington and Chelsea 001A,E01002852,257,1959,2216
2021,Kensington and Chelsea 001B,E01002853,0,1428,1428
2021,Kensington and Chelsea 001C,E01002854,2,1101,1103
2021,Kensington and Chelsea 001D,E01002855,0,1592,1592
2021,Kensington and Chelsea 004E,E01002856,1,1432,1433
2021,Kensington and Chelsea 001E,E01002857,0,1376,1376
2021,Kensington and Chelsea 014C,E01002858,0,1323,1323
2021,Kensington and Chelsea 012C,E01002859,1,1248,1249
2021,Kensington and Chelsea 012D,E01002860,0,1144,1144
2021,Kensington and Chelsea 014D,E01002861,0,1256,1256
2021,Kensington and Chelsea 014E,E01002862,0,1089,1089
2021,Kensington and Chelsea 012E,E01002863,0,1117,1117
2021,Kensington and Chelsea 009A,E01002864,0,1480,1480
2021,Kensington and Chelsea 011E,E01002865,0,1449,1449
2021,Kensington and Chelsea 009B,E01002866,48,1785,1833
2021,Kensington and Chelsea 009C,E01002867,6,1674,1680
2021,Kensington and Chelsea 009D,E01002868,19,1336,1355
2021,Kensington and Chelsea 009E,E01002869,0,1740,1740
2021,Kensington and Chelsea 005A,E01002870,1,1592,1593
2021,Kensington and Chelsea 007B,E01002871,0,1463,1463
2021,Kensington and Chelsea 005B,E01002872,1,1348,1349
2021,Kensington and Chelsea 007C,E01002873,0,1361,1361
2021,Kensington and Chelsea 007D,E01002874,2,1132,1134
2021,Kensington and Chelsea 007E,E01002875,0,1260,1260
2021,Kensington and Chelsea 003A,E01002876,7,1824,1831
2021,Kensington and Chelsea 003B,E01002877,4,2182,2186
2021,Kensington and Chelsea 003C,E01002878,0,1447,1447
2021,Kensington and Chelsea 005C,E01002879,0,1946,1946
2021,Kensington and Chelsea 005D,E01002880,2,1142,1144
2021,Kensington and Chelsea 005E,E01002881,0,1361,1361
2021,Kensington and Chelsea 006A,E01002882,0,1046,1046
2021,Kensington and Chelsea 006B,E01002883,142,1337,1479
2021,Kensington and Chelsea 006C,E01002884,174,1210,1384
2021,Kensington and Chelsea 006D,E01002885,0,1317,1317
2021,Kensington and Chelsea 006E,E01002886,2,1317,1319
2021,Kensington and Chelsea 010A,E01002887,50,994,1044
2021,Kensington and Chelsea 013E,E01002888,66,1496,1562
2021,Kensington and Chelsea 010B,E01002889,11,1547,1558
2021,Kensington and Chelsea 010C,E01002890,2,1396,1398
2021,Kensington and Chelsea 010D,E01002891,0,1183,1183
2021,Kensington and Chelsea 010E,E01002892,13,1277,1290
2021,Kensington and Chelsea 017C,E01002893,2,1574,1576
2021,Kensington and Chelsea 017D,E01002894,76,1243,1319
2021,Kensington and Chelsea 020C,E01002896,10,1576,1586
2021,Kensington and Chelsea 020D,E01002897,0,1492,1492
2021,Kensington and Chelsea 017E,E01002898,0,1667,1667
2021,Kensington and Chelsea 018A,E01002899,9,1241,1250
2021,Kensington and Chelsea 018B,E01002900,0,1690,1690
2021,Kensington and Chelsea 018C,E01002901,270,771,1041
2021,Kensington and Chelsea 018D,E01002902,3,1223,1226
2021,Kensington and Chelsea 018E,E01002903,0,1276,1276
2021,Kensington and Chelsea 002A,E01002904,1,1294,1295
2021,Kensington and Chelsea 002B,E01002905,27,1645,1672
2021,Kensington and Chelsea 002C,E01002906,152,1599,1751
2021,Kensington and Chelsea 002D,E01002907,0,1285,1285
2021,Kensington and Chelsea 003D,E01002908,6,1387,1393
2021,Kensington and Chelsea 003E,E01002909,20,2114,2134
2021,Kensington and Chelsea 019C,E01002910,53,1316,1369
2021,Kensington and Chelsea 019D,E01002911,0,1285,1285
2021,Kensington and Chelsea 020E,E01002912,62,1419,1481
2021,Kensington and Chelsea 021E,E01002913,0,1761,1761
2021,Kensington and Chelsea 019E,E01002914,23,1171,1194
2021,Kingston upon Thames 014A,E01002915,0,1394,1394
2021,Kingston upon Thames 014B,E01002916,0,1478,1478
2021,Kingston upon Thames 014C,E01002917,0,1429,1429
2021,Kingston upon Thames 017A,E01002918,0,1791,1791
2021,Kingston upon Thames 017B,E01002919,0,1990,1990
2021,Kingston upon Thames 014D,E01002920,0,1593,1593
2021,Kingston upon Thames 011A,E01002921,22,1705,1727
2021,Kingston upon Thames 010A,E01002922,0,1640,1640
2021,Kingston upon Thames 013A,E01002923,21,1651,1672
2021,Kingston upon Thames 014E,E01002924,0,1546,1546
2021,Kingston upon Thames 013B,E01002925,0,1571,1571
2021,Kingston upon Thames 010B,E01002926,0,1604,1604
2021,Kingston upon Thames 008A,E01002927,0,1681,1681
2021,Kingston upon Thames 008B,E01002928,141,1805,1946
2021,Kingston upon Thames 007A,E01002929,0,1696,1696
2021,Kingston upon Thames 007B,E01002930,0,1967,1967
2021,Kingston upon Thames 007C,E01002931,25,1988,2013
2021,Kingston upon Thames 006A,E01002932,255,1791,2046
2021,Kingston upon Thames 004A,E01002933,2,2037,2039
2021,Kingston upon Thames 004B,E01002934,0,1899,1899
2021,Kingston upon Thames 003A,E01002935,0,1900,1900
2021,Kingston upon Thames 004D,E01002937,0,1825,1825
2021,Kingston upon Thames 003B,E01002938,0,2000,2000
2021,Kingston upon Thames 018A,E01002939,0,1646,1646
2021,Kingston upon Thames 020A,E01002940,26,1647,1673
2021,Kingston upon Thames 018B,E01002941,0,1649,1649
2021,Kingston upon Thames 018C,E01002942,0,1401,1401
2021,Kingston upon Thames 020B,E01002943,0,1477,1477
2021,Kingston upon Thames 019A,E01002944,0,1334,1334
2021,Kingston upon Thames 019B,E01002945,0,1573,1573
2021,Kingston upon Thames 019C,E01002946,0,1509,1509
2021,Kingston upon Thames 019D,E01002947,0,1645,1645
2021,Kingston upon Thames 020C,E01002948,30,2181,2211
2021,Kingston upon Thames 020D,E01002949,0,1848,1848
2021,Kingston upon Thames 020E,E01002950,0,1654,1654
2021,Kingston upon Thames 003C,E01002951,1,1501,1502
2021,Kingston upon Thames 002A,E01002952,47,1347,1394
2021,Kingston upon Thames 002B,E01002953,80,1253,1333
2021,Kingston upon Thames 003D,E01002954,63,1310,1373
2021,Kingston upon Thames 002C,E01002955,48,1453,1501
2021,Kingston upon Thames 002D,E01002956,135,1256,1391
2021,Kingston upon Thames 003E,E01002957,2,1585,1587
2021,Kingston upon Thames 008C,E01002958,0,1738,1738
2021,Kingston upon Thames 002E,E01002959,6,1383,1389
2021,Kingston upon Thames 006B,E01002960,0,1591,1591
2021,Kingston upon Thames 008D,E01002961,0,1754,1754
2021,Kingston upon Thames 006C,E01002962,0,1612,1612
2021,Kingston upon Thames 007D,E01002963,0,1846,1846
2021,Kingston upon Thames 005A,E01002964,338,2175,2513
2021,Kingston upon Thames 009A,E01002965,36,2485,2521
2021,Kingston upon Thames 010C,E01002966,34,1949,1983
2021,Kingston upon Thames 009B,E01002967,0,1860,1860
2021,Kingston upon Thames 009C,E01002968,400,2508,2908
2021,Kingston upon Thames 005B,E01002969,211,1681,1892
2021,Kingston upon Thames 006D,E01002970,2,1806,1808
2021,Kingston upon Thames 005C,E01002971,0,1800,1800
2021,Kingston upon Thames 005D,E01002972,1,2049,2050
2021,Kingston upon Thames 006E,E01002973,0,1579,1579
2021,Kingston upon Thames 005E,E01002974,103,1955,2058
2021,Kingston upon Thames 012A,E01002975,0,1488,1488
2021,Kingston upon Thames 015A,E01002976,0,1712,1712
2021,Kingston upon Thames 012B,E01002977,0,1699,1699
2021,Kingston upon Thames 015B,E01002978,8,1849,1857
2021,Kingston upon Thames 015C,E01002979,0,1529,1529
2021,Kingston upon Thames 012C,E01002980,19,1388,1407
2021,Kingston upon Thames 012D,E01002981,14,1589,1603
2021,Kingston upon Thames 015D,E01002982,79,1406,1485
2021,Kingston upon Thames 015E,E01002983,0,1669,1669
2021,Kingston upon Thames 012E,E01002984,27,1404,1431
2021,Kingston upon Thames 007E,E01002985,0,1720,1720
2021,Kingston upon Thames 008E,E01002986,38,1332,1370
2021,Kingston upon Thames 011B,E01002987,108,1787,1895
2021,Kingston upon Thames 011C,E01002988,377,1301,1678
2021,Kingston upon Thames 011D,E01002989,0,1900,1900
2021,Kingston upon Thames 009D,E01002990,0,1708,1708
2021,Kingston upon Thames 009E,E01002991,6,1558,1564
2021,Kingston upon Thames 010D,E01002992,384,1184,1568
2021,Kingston upon Thames 013C,E01002993,0,1576,1576
2021,Kingston upon Thames 016A,E01002994,98,1409,1507
2021,Kingston upon Thames 013D,E01002995,135,1464,1599
2021,Kingston upon Thames 016B,E01002996,31,1514,1545
2021,Kingston upon Thames 016C,E01002997,22,1500,1522
2021,Kingston upon Thames 016D,E01002998,0,1612,1612
2021,Kingston upon Thames 013E,E01002999,0,1535,1535
2021,Kingston upon Thames 017C,E01003000,0,1870,1870
2021,Kingston upon Thames 017D,E01003001,0,1916,1916
2021,Kingston upon Thames 016E,E01003002,0,1907,1907
2021,Kingston upon Thames 017E,E01003003,2,1725,1727
2021,Kingston upon Thames 018D,E01003004,0,1644,1644
2021,Kingston upon Thames 018E,E01003005,0,1541,1541
2021,Kingston upon Thames 001A,E01003006,0,1523,1523
2021,Kingston upon Thames 001B,E01003007,0,1626,1626
2021,Kingston upon Thames 001C,E01003008,0,1447,1447
2021,Kingston upon Thames 001D,E01003009,0,2056,2056
2021,Kingston upon Thames 001E,E01003010,0,1441,1441
2021,Kingston upon Thames 004E,E01003011,0,1693,1693
2021,Lambeth 036A,E01003013,609,1338,1947
2021,Lambeth 036B,E01003014,117,1387,1504
2021,Lambeth 002A,E01003015,0,1719,1719
2021,Lambeth 036C,E01003016,308,895,1203
2021,Lambeth 036D,E01003017,102,1529,1631
2021,Lambeth 020A,E01003018,9,2010,2019
2021,Lambeth 015A,E01003019,7,2028,2035
2021,Lambeth 016A,E01003020,0,1821,1821
2021,Lambeth 021A,E01003021,707,1447,2154
2021,Lambeth 021B,E01003022,3,1616,1619
2021,Lambeth 021C,E01003023,0,2595,2595
2021,Lambeth 021D,E01003024,0,1841,1841
2021,Lambeth 021E,E01003025,0,2046,2046
2021,Lambeth 019A,E01003026,8,1493,1501
2021,Lambeth 019B,E01003027,0,1394,1394
2021,Lambeth 019C,E01003028,4,1478,1482
2021,Lambeth 017A,E01003029,2,1825,1827
2021,Lambeth 019D,E01003030,23,1699,1722
2021,Lambeth 023A,E01003031,0,1574,1574
2021,Lambeth 017B,E01003032,1,1720,1721
2021,Lambeth 019E,E01003033,0,1618,1618
2021,Lambeth 012A,E01003034,0,1642,1642
2021,Lambeth 012B,E01003035,0,1687,1687
2021,Lambeth 012C,E01003036,0,1759,1759
2021,Lambeth 013A,E01003037,59,1383,1442
2021,Lambeth 013B,E01003038,1,1701,1702
2021,Lambeth 013C,E01003039,0,2042,2042
2021,Lambeth 013D,E01003040,0,1245,1245
2021,Lambeth 017C,E01003041,50,1470,1520
2021,Lambeth 013E,E01003042,3,1104,1107
2021,Lambeth 018A,E01003043,0,1618,1618
2021,Lambeth 018B,E01003044,0,1411,1411
2021,Lambeth 011A,E01003045,2,1988,1990
2021,Lambeth 009A,E01003046,1,1679,1680
2021,Lambeth 011B,E01003047,0,1789,1789
2021,Lambeth 009B,E01003048,6,1912,1918
2021,Lambeth 011C,E01003049,0,1768,1768
2021,Lambeth 016B,E01003050,7,1577,1584
2021,Lambeth 018C,E01003051,4,2095,2099
2021,Lambeth 016C,E01003052,7,2219,2226
2021,Lambeth 015B,E01003053,1,1673,1674
2021,Lambeth 015C,E01003054,9,2182,2191
2021,Lambeth 016D,E01003055,12,1588,1600
2021,Lambeth 015D,E01003056,0,1707,1707
2021,Lambeth 017D,E01003057,0,1705,1705
2021,Lambeth 015E,E01003058,22,1957,1979
2021,Lambeth 011D,E01003059,54,2159,2213
2021,Lambeth 011E,E01003060,0,1696,1696
2021,Lambeth 011F,E01003061,5,1324,1329
2021,Lambeth 033A,E01003062,2,1832,1834
2021,Lambeth 033B,E01003063,4,1357,1361
2021,Lambeth 028A,E01003064,0,1462,1462
2021,Lambeth 031A,E01003065,0,1673,1673
2021,Lambeth 028B,E01003066,0,1887,1887
2021,Lambeth 033C,E01003067,0,1555,1555
2021,Lambeth 031B,E01003068,0,1576,1576
2021,Lambeth 033D,E01003069,0,1368,1368
2021,Lambeth 033E,E01003070,0,1547,1547
2021,Lambeth 018D,E01003071,36,2290,2326
2021,Lambeth 014A,E01003072,4,1733,1737
2021,Lambeth 014B,E01003073,0,1603,1603
2021,Lambeth 018E,E01003074,0,2358,2358
2021,Lambeth 009C,E01003075,48,1668,1716
2021,Lambeth 014C,E01003076,74,2627,2701
2021,Lambeth 014D,E01003077,0,1863,1863
2021,Lambeth 014E,E01003078,0,1627,1627
2021,Lambeth 027A,E01003079,0,1681,1681
2021,Lambeth 027B,E01003080,0,1681,1681
2021,Lambeth 028C,E01003081,3,1855,1858
2021,Lambeth 031C,E01003082,2,1373,1375
2021,Lambeth 030A,E01003083,52,1488,1540
2021,Lambeth 030B,E01003084,0,1507,1507
2021,Lambeth 030C,E01003085,6,1787,1793
2021,Lambeth 031D,E01003086,0,1557,1557
2021,Lambeth 031E,E01003087,62,1582,1644
2021,Lambeth 010A,E01003088,0,1588,1588
2021,Lambeth 008A,E01003089,14,1921,1935
2021,Lambeth 012D,E01003090,1,2386,2387
2021,Lambeth 008B,E01003091,0,1711,1711
2021,Lambeth 008C,E01003092,28,2323,2351
2021,Lambeth 010B,E01003093,50,2247,2297
2021,Lambeth 010C,E01003094,1,1481,1482
2021,Lambeth 012E,E01003095,0,1642,1642
2021,Lambeth 010D,E01003096,189,1906,2095
2021,Lambeth 006A,E01003097,0,1558,1558
2021,Lambeth 005A,E01003098,0,1485,1485
2021,Lambeth 005B,E01003099,0,1701,1701
2021,Lambeth 005C,E01003100,31,1983,2014
2021,Lambeth 003A,E01003101,0,1432,1432
2021,Lambeth 004A,E01003102,144,1561,1705
2021,Lambeth 004C,E01003104,0,1733,1733
2021,Lambeth 003B,E01003105,1,1705,1706
2021,Lambeth 003C,E01003106,12,2123,2135
2021,Lambeth 003D,E01003107,0,1851,1851
2021,Lambeth 002B,E01003108,2,1552,1554
2021,Lambeth 002C,E01003110,35,2015,2050
2021,Lambeth 002D,E01003111,3,1978,1981
2021,Lambeth 002E,E01003112,14,1782,1796
2021,Lambeth 032A,E01003113,21,1775,1796
2021,Lambeth 032B,E01003114,1,2423,2424
2021,Lambeth 034A,E01003115,6,1612,1618
2021,Lambeth 029A,E01003116,15,1770,1785
2021,Lambeth 029B,E01003117,4,1847,1851
2021,Lambeth 029C,E01003118,46,1817,1863
2021,Lambeth 032C,E01003119,105,1961,2066
2021,Lambeth 032D,E01003120,47,2364,2411
2021,Lambeth 006B,E01003121,0,1569,1569
2021,Lambeth 004D,E01003122,7,1897,1904
2021,Lambeth 006C,E01003123,0,1597,1597
2021,Lambeth 006D,E01003124,0,1353,1353
2021,Lambeth 006E,E01003125,25,1757,1782
2021,Lambeth 008D,E01003126,0,1666,1666
2021,Lambeth 010E,E01003127,0,2092,2092
2021,Lambeth 008E,E01003128,2,1639,1641
2021,Lambeth 004E,E01003129,1,1797,1798
2021,Lambeth 026A,E01003130,0,1867,1867
2021,Lambeth 026B,E01003131,0,2150,2150
2021,Lambeth 024A,E01003132,78,1372,1450
2021,Lambeth 027C,E01003133,0,1656,1656
2021,Lambeth 027D,E01003134,0,1597,1597
2021,Lambeth 026C,E01003135,0,1930,1930
2021,Lambeth 022A,E01003136,0,1659,1659
2021,Lambeth 022B,E01003137,0,1581,1581
2021,Lambeth 026D,E01003138,9,1468,1477
2021,Lambeth 035A,E01003139,0,1529,1529
2021,Lambeth 035B,E01003140,0,1507,1507
2021,Lambeth 034B,E01003141,9,1836,1845
2021,Lambeth 035C,E01003142,0,1374,1374
2021,Lambeth 035D,E01003143,46,1454,1500
2021,Lambeth 034C,E01003144,80,1467,1547
2021,Lambeth 034D,E01003145,14,1641,1655
2021,Lambeth 035E,E01003146,0,1649,1649
2021,Lambeth 034E,E01003147,0,2072,2072
2021,Lambeth 032E,E01003148,14,1823,1837
2021,Lambeth 030D,E01003149,90,1666,1756
2021,Lambeth 032F,E01003150,21,1922,1943
2021,Lambeth 026E,E01003151,48,1906,1954
2021,Lambeth 027E,E01003152,0,1906,1906
2021,Lambeth 029D,E01003153,0,2172,2172
2021,Lambeth 030E,E01003154,0,1996,1996
2021,Lambeth 029E,E01003155,49,1779,1828
2021,Lambeth 023B,E01003156,0,1597,1597
2021,Lambeth 023C,E01003157,0,1582,1582
2021,Lambeth 023D,E01003158,0,1624,1624
2021,Lambeth 022C,E01003159,0,1774,1774
2021,Lambeth 022D,E01003160,3,1446,1449
2021,Lambeth 023E,E01003161,0,1317,1317
2021,Lambeth 022E,E01003162,0,1858,1858
2021,Lambeth 023F,E01003163,0,1599,1599
2021,Lambeth 025A,E01003164,2,2245,2247
2021,Lambeth 025B,E01003165,10,1633,1643
2021,Lambeth 028D,E01003166,8,2558,2566
2021,Lambeth 028E,E01003167,0,1760,1760
2021,Lambeth 025C,E01003168,0,1658,1658
2021,Lambeth 025D,E01003169,0,2352,2352
2021,Lambeth 025E,E01003170,0,1908,1908
2021,Lambeth 020B,E01003171,0,1646,1646
2021,Lambeth 024B,E01003172,16,1929,1945
2021,Lambeth 020C,E01003173,0,1633,1633
2021,Lambeth 024C,E01003174,3,2036,2039
2021,Lambeth 024D,E01003175,0,1577,1577
2021,Lambeth 016E,E01003176,0,1929,1929
2021,Lambeth 020D,E01003177,1,1602,1603
2021,Lambeth 020E,E01003178,2,1499,1501
2021,Lambeth 024E,E01003179,0,1620,1620
2021,Lambeth 005D,E01003180,55,1545,1600
2021,Lambeth 007A,E01003181,1,1521,1522
2021,Lambeth 009D,E01003182,0,1787,1787
2021,Lambeth 005E,E01003183,7,1597,1604
2021,Lambeth 007B,E01003184,0,1422,1422
2021,Lambeth 007C,E01003185,40,1891,1931
2021,Lambeth 007D,E01003186,13,2427,2440
2021,Lambeth 007E,E01003187,0,2317,2317
2021,Lambeth 009E,E01003188,1,1265,1266
2021,Lewisham 034A,E01003189,2,1765,1767
2021,Lewisham 034B,E01003190,6,2312,2318
2021,Lewisham 034C,E01003191,0,1662,1662
2021,Lewisham 034D,E01003192,0,1789,1789
2021,Lewisham 029A,E01003193,10,1789,1799
2021,Lewisham 029B,E01003194,0,1767,1767
2021,Lewisham 029C,E01003195,0,1486,1486
2021,Lewisham 029D,E01003196,0,1763,1763
2021,Lewisham 029E,E01003197,0,1658,1658
2021,Lewisham 009A,E01003198,22,1472,1494
2021,Lewisham 007A,E01003199,21,1950,1971
2021,Lewisham 009B,E01003200,1,1474,1475
2021,Lewisham 007B,E01003201,34,1646,1680
2021,Lewisham 009C,E01003202,0,1558,1558
2021,Lewisham 009D,E01003203,0,1966,1966
2021,Lewisham 007C,E01003204,9,1603,1612
2021,Lewisham 007D,E01003205,0,1391,1391
2021,Lewisham 007E,E01003206,0,1409,1409
2021,Lewisham 005A,E01003207,3,2330,2333
2021,Lewisham 005B,E01003209,167,1730,1897
2021,Lewisham 005C,E01003210,2,1772,1774
2021,Lewisham 008B,E01003211,8,1548,1556
2021,Lewisham 005D,E01003212,1,2010,2011
2021,Lewisham 008C,E01003213,137,1826,1963
2021,Lewisham 008D,E01003214,0,1780,1780
2021,Lewisham 005E,E01003215,316,1577,1893
2021,Lewisham 025A,E01003216,37,1635,1672
2021,Lewisham 022A,E01003217,3,1927,1930
2021,Lewisham 022B,E01003218,0,1551,1551
2021,Lewisham 025B,E01003219,7,1716,1723
2021,Lewisham 022C,E01003220,143,1525,1668
2021,Lewisham 025C,E01003221,52,2109,2161
2021,Lewisham 022D,E01003222,11,1562,1573
2021,Lewisham 025D,E01003223,0,1653,1653
2021,Lewisham 022E,E01003224,13,1719,1732
2021,Lewisham 015A,E01003225,0,1594,1594
2021,Lewisham 019A,E01003226,0,1838,1838
2021,Lewisham 019B,E01003227,0,1639,1639
2021,Lewisham 019C,E01003228,0,1578,1578
2021,Lewisham 019D,E01003229,0,1686,1686
2021,Lewisham 019E,E01003230,0,1997,1997
2021,Lewisham 015B,E01003231,0,1551,1551
2021,Lewisham 015C,E01003232,4,1702,1706
2021,Lewisham 015D,E01003233,2,1835,1837
2021,Lewisham 038A,E01003235,0,1422,1422
2021,Lewisham 037A,E01003236,5,1684,1689
2021,Lewisham 037B,E01003237,0,1689,1689
2021,Lewisham 037C,E01003238,1,1479,1480
2021,Lewisham 037D,E01003239,0,1612,1612
2021,Lewisham 038B,E01003240,0,1997,1997
2021,Lewisham 038C,E01003241,1,1590,1591
2021,Lewisham 038D,E01003243,0,1509,1509
2021,Lewisham 001A,E01003244,0,1902,1902
2021,Lewisham 001B,E01003245,0,1993,1993
2021,Lewisham 002A,E01003246,5,2406,2411
2021,Lewisham 001C,E01003247,0,2103,2103
2021,Lewisham 002B,E01003248,0,1641,1641
2021,Lewisham 001D,E01003249,0,2057,2057
2021,Lewisham 002C,E01003251,0,1734,1734
2021,Lewisham 002D,E01003252,1,1578,1579
2021,Lewisham 002E,E01003253,0,1422,1422
2021,Lewisham 021A,E01003254,2,1436,1438
2021,Lewisham 021B,E01003255,0,1990,1990
2021,Lewisham 028A,E01003256,2,2131,2133
2021,Lewisham 028B,E01003257,45,1557,1602
2021,Lewisham 028C,E01003258,0,1547,1547
2021,Lewisham 028D,E01003259,0,1753,1753
2021,Lewisham 021C,E01003260,2,1659,1661
2021,Lewisham 021D,E01003261,0,1526,1526
2021,Lewisham 021E,E01003262,0,1524,1524
2021,Lewisham 023A,E01003263,42,1759,1801
2021,Lewisham 031A,E01003264,7,1636,1643
2021,Lewisham 031B,E01003265,0,1646,1646
2021,Lewisham 031C,E01003266,0,1721,1721
2021,Lewisham 031D,E01003267,0,1758,1758
2021,Lewisham 023B,E01003268,13,1840,1853
2021,Lewisham 023C,E01003269,4,1600,1604
2021,Lewisham 023D,E01003270,14,1631,1645
2021,Lewisham 023E,E01003271,0,1625,1625
2021,Lewisham 014A,E01003272,0,1994,1994
2021,Lewisham 011A,E01003273,0,1507,1507
2021,Lewisham 014B,E01003274,0,1590,1590
2021,Lewisham 014C,E01003275,71,1627,1698
2021,Lewisham 014D,E01003276,0,1907,1907
2021,Lewisham 011B,E01003277,0,1674,1674
2021,Lewisham 011C,E01003278,0,2085,2085
2021,Lewisham 011D,E01003279,23,1507,1530
2021,Lewisham 016A,E01003280,0,1644,1644
2021,Lewisham 016B,E01003281,1,1495,1496
2021,Lewisham 013A,E01003282,0,2415,2415
2021,Lewisham 013B,E01003283,0,2127,2127
2021,Lewisham 013C,E01003284,0,1877,1877
2021,Lewisham 016C,E01003285,0,1751,1751
2021,Lewisham 013D,E01003286,0,1736,1736
2021,Lewisham 016D,E01003287,1,1968,1969
2021,Lewisham 041A,E01003288,38,2120,2158
2021,Lewisham 041E,E01003290,66,1844,1910
2021,Lewisham 041D,E01003291,43,1501,1544
2021,Lewisham 017A,E01003292,2,1789,1791
2021,Lewisham 017B,E01003293,3,1566,1569
2021,Lewisham 017D,E01003295,69,1717,1786
2021,Lewisham 003A,E01003297,65,1636,1701
2021,Lewisham 039A,E01003298,2,1278,1280
2021,Lewisham 003B,E01003299,0,1790,1790
2021,Lewisham 039B,E01003300,1,1486,1487
2021,Lewisham 003C,E01003301,202,2430,2632
2021,Lewisham 003D,E01003302,4,1863,1867
2021,Lewisham 039C,E01003303,124,1595,1719
2021,Lewisham 039D,E01003304,5,2241,2246
2021,Lewisham 003E,E01003305,2,2290,2292
2021,Lewisham 024A,E01003307,0,1599,1599
2021,Lewisham 024B,E01003308,37,1752,1789
2021,Lewisham 027A,E01003309,0,1620,1620
2021,Lewisham 027B,E01003310,19,1570,1589
2021,Lewisham 027C,E01003311,4,1592,1596
2021,Lewisham 027D,E01003312,0,1756,1756
2021,Lewisham 027E,E01003313,0,1571,1571
2021,Lewisham 024C,E01003314,0,1645,1645
2021,Lewisham 024D,E01003315,4,1302,1306
2021,Lewisham 024E,E01003316,3,1474,1477
2021,Lewisham 020B,E01003318,131,1944,2075
2021,Lewisham 018A,E01003319,0,1794,1794
2021,Lewisham 018B,E01003320,2,1584,1586
2021,Lewisham 020C,E01003321,11,1737,1748
2021,Lewisham 020D,E01003322,5,1626,1631
2021,Lewisham 018C,E01003323,0,1510,1510
2021,Lewisham 020E,E01003324,5,1683,1688
2021,Lewisham 018D,E01003325,7,1809,1816
2021,Lewisham 035A,E01003326,64,1750,1814
2021,Lewisham 035B,E01003327,0,1631,1631
2021,Lewisham 035C,E01003328,35,1738,1773
2021,Lewisham 033A,E01003329,0,1641,1641
2021,Lewisham 033B,E01003330,0,1591,1591
2021,Lewisham 033C,E01003331,67,1455,1522
2021,Lewisham 033D,E01003332,0,1592,1592
2021,Lewisham 035D,E01003333,9,1526,1535
2021,Lewisham 033E,E01003334,1,1784,1785
2021,Lewisham 035E,E01003335,0,1514,1514
2021,Lewisham 010A,E01003336,0,1532,1532
2021,Lewisham 010B,E01003337,0,1433,1433
2021,Lewisham 006A,E01003338,8,2019,2027
2021,Lewisham 006B,E01003339,0,1690,1690
2021,Lewisham 006C,E01003340,6,2061,2067
2021,Lewisham 006D,E01003341,0,1383,1383
2021,Lewisham 010C,E01003342,0,1696,1696
2021,Lewisham 006E,E01003343,2,1449,1451
2021,Lewisham 010D,E01003344,0,1674,1674
2021,Lewisham 010E,E01003345,0,1960,1960
2021,Lewisham 026A,E01003346,1,1668,1669
2021,Lewisham 030A,E01003347,0,1750,1750
2021,Lewisham 030B,E01003348,12,1776,1788
2021,Lewisham 026B,E01003349,0,1545,1545
2021,Lewisham 030C,E01003350,1,1320,1321
2021,Lewisham 026C,E01003351,0,1690,1690
2021,Lewisham 030D,E01003352,12,2276,2288
2021,Lewisham 030E,E01003353,0,1785,1785
2021,Lewisham 026D,E01003354,0,2057,2057
