date,geography,geography code,Distance travelled to work: 10km to less than 20km,Distance travelled to work: 20km to less than 30km,Distance travelled to work: 2km to less than 5km,Distance travelled to work: 30km to less than 40km,Distance travelled to work: 40km to less than 60km,Distance travelled to work: 5km to less than 10km,Distance travelled to work: 60km and over,Distance travelled to work: Less than 2km,Distance travelled to work: Total: All usual residents aged 16 years and over in employment the week before the census,"Distance travelled to work: Works mainly at an offshore installation, in no fixed place, or outside the UK",Distance travelled to work: Works mainly from home
2021,Ealing 021A,E01001195,64,8,90,4,0,115,2,60,817,137,337
2021,Ealing 015A,E01001196,63,5,97,0,1,106,7,63,693,131,220
2021,Ealing 021B,E01001197,64,7,92,1,3,126,3,60,843,110,377
2021,Ealing 021C,E01001198,50,13,90,4,5,119,3,67,856,114,391
2021,Ealing 021D,E01001199,62,7,115,2,3,134,1,47,869,153,345
2021,Ealing 025A,E01001200,72,10,104,7,1,120,1,54,892,118,405
2021,Ealing 025B,E01001201,58,4,118,4,2,118,2,65,895,96,428
2021,Ealing 025C,E01001202,91,12,160,2,8,178,9,84,1208,192,472
2021,Ealing 025D,E01001203,62,8,125,3,2,111,5,54,867,136,361
2021,Ealing 018A,E01001204,79,7,66,3,0,60,4,55,768,83,411
2021,Ealing 018B,E01001205,85,7,72,1,2,93,3,63,751,129,296
2021,Ealing 018C,E01001206,81,6,83,0,3,85,1,60,576,116,141
2021,Ealing 018D,E01001207,124,24,77,7,3,82,0,57,1041,137,530
2021,Ealing 018E,E01001208,67,12,58,2,4,45,4,48,637,45,352
2021,Ealing 013A,E01001209,69,8,58,3,2,61,7,77,858,89,484
2021,Ealing 016A,E01001210,103,7,109,3,6,76,7,49,651,118,173
2021,Ealing 013B,E01001211,93,8,70,3,1,83,0,67,875,112,438
2021,Ealing 018F,E01001212,92,11,56,3,0,76,3,64,815,88,422
2021,Ealing 023A,E01001213,89,13,120,2,3,177,11,147,817,123,132
2021,Ealing 023B,E01001214,86,22,110,1,4,132,6,95,689,95,138
2021,Ealing 023C,E01001215,60,18,132,4,3,157,5,129,771,115,148
2021,Ealing 023D,E01001216,65,10,87,1,2,104,11,131,646,106,129
2021,Ealing 014A,E01001217,73,15,93,3,5,98,5,66,661,113,190
2021,Ealing 012A,E01001218,96,10,134,2,2,151,6,82,820,179,158
2021,Ealing 029A,E01001219,74,9,128,4,7,173,5,101,791,151,139
2021,Ealing 029B,E01001220,59,14,94,1,3,97,7,76,571,123,97
2021,Ealing 041B,E01001223,85,7,56,5,7,61,5,33,745,75,411
2021,Ealing 019B,E01001224,82,12,60,2,3,67,4,46,818,80,462
2021,Ealing 041A,E01001225,95,22,76,3,6,88,7,51,953,76,529
2021,Ealing 019C,E01001226,110,12,44,0,2,93,4,44,838,69,460
2021,Ealing 019D,E01001227,75,6,72,0,3,63,1,34,824,73,497
2021,Ealing 019E,E01001228,115,9,77,3,7,130,3,55,1128,169,560
2021,Ealing 031A,E01001229,64,7,85,3,2,102,8,52,724,122,279
2021,Ealing 031B,E01001230,56,6,43,1,3,71,4,44,762,76,458
2021,Ealing 027A,E01001231,98,21,108,3,4,122,10,78,1084,119,521
2021,Ealing 031C,E01001232,67,5,69,0,2,87,4,59,702,106,303
2021,Ealing 031D,E01001233,65,7,71,2,2,83,3,54,770,114,369
2021,Ealing 027B,E01001234,77,10,63,2,3,101,4,42,817,93,422
2021,Ealing 042D,E01001235,102,8,75,5,2,96,4,51,1083,133,607
2021,Ealing 042C,E01001236,71,4,63,0,1,73,5,52,815,65,481
2021,Ealing 031E,E01001237,69,7,78,6,4,73,4,48,903,84,530
2021,Ealing 015C,E01001239,56,13,101,1,6,116,2,67,720,142,216
2021,Ealing 024A,E01001240,68,9,144,2,0,174,4,101,963,186,275
2021,Ealing 024B,E01001241,58,16,151,3,5,201,5,73,1006,172,322
2021,Ealing 024C,E01001242,51,9,125,4,2,137,3,33,787,103,320
2021,Ealing 024D,E01001243,87,11,171,3,2,221,7,112,1209,143,452
2021,Ealing 024E,E01001244,67,13,176,6,3,211,6,126,1302,217,477
2021,Ealing 024F,E01001245,76,6,132,3,2,163,11,95,1245,112,645
2021,Ealing 015D,E01001246,79,15,105,2,0,177,6,120,996,168,324
2021,Ealing 015E,E01001247,81,6,161,0,3,152,8,119,1019,164,325
2021,Ealing 035A,E01001248,72,7,80,1,3,79,4,65,762,124,327
2021,Ealing 028A,E01001249,169,19,89,2,5,129,8,86,1171,147,517
2021,Ealing 028B,E01001250,116,11,100,2,5,116,8,140,1027,160,369
2021,Ealing 030A,E01001251,101,11,98,0,0,85,4,75,947,122,451
2021,Ealing 030B,E01001252,153,16,142,16,5,143,4,129,1246,259,379
2021,Ealing 030C,E01001253,95,11,136,8,4,84,5,92,1099,191,473
2021,Ealing 030D,E01001254,69,10,93,3,3,92,2,66,898,137,423
2021,Ealing 028C,E01001255,59,6,77,3,1,74,0,44,804,95,445
2021,Ealing 008A,E01001257,145,17,154,2,0,205,5,44,965,185,208
2021,Ealing 010B,E01001258,115,12,110,3,3,155,8,57,854,170,221
2021,Ealing 014B,E01001259,118,12,121,2,5,101,11,42,741,170,159
2021,Ealing 012B,E01001260,125,16,121,5,2,146,6,73,978,217,267
2021,Ealing 012C,E01001261,115,41,166,4,6,209,8,100,1150,267,234
2021,Ealing 010C,E01001262,102,13,95,3,2,125,9,48,669,127,145
2021,Ealing 010D,E01001263,142,30,106,1,4,142,8,58,843,162,190
2021,Ealing 010E,E01001264,83,18,92,4,0,162,5,64,822,186,208
2021,Ealing 006A,E01001265,122,25,88,4,1,125,5,77,885,228,210
2021,Ealing 006B,E01001266,112,21,95,2,10,113,7,86,907,204,257
2021,Ealing 006C,E01001267,111,17,106,3,5,140,8,53,853,196,214
2021,Ealing 012D,E01001268,114,18,126,4,5,123,3,65,911,176,277
2021,Ealing 001A,E01001269,183,23,128,5,2,160,6,78,1222,275,362
2021,Ealing 004A,E01001270,121,12,112,3,4,150,7,56,901,191,245
2021,Ealing 001B,E01001271,162,20,126,3,3,143,10,77,941,194,203
2021,Ealing 006D,E01001272,127,15,97,5,4,111,9,52,867,222,225
2021,Ealing 041C,E01001273,85,4,58,1,3,100,2,41,801,69,438
2021,Ealing 041E,E01001274,63,1,51,3,3,79,7,41,702,69,385
2021,Ealing 041D,E01001275,88,7,78,3,0,121,4,54,998,98,545
2021,Ealing 011A,E01001276,88,12,82,5,3,125,4,92,902,237,254
2021,Ealing 011B,E01001277,153,14,118,1,6,114,9,67,1008,188,338
2021,Ealing 011C,E01001278,97,6,103,4,4,149,8,78,959,186,324
2021,Ealing 013C,E01001279,47,6,55,5,4,59,8,35,661,41,401
2021,Ealing 011D,E01001280,93,5,67,2,3,88,4,58,842,115,407
2021,Ealing 013D,E01001281,63,4,61,1,0,58,5,41,773,72,468
2021,Ealing 016B,E01001282,80,19,112,1,0,70,4,57,689,145,201
2021,Ealing 016C,E01001283,84,10,91,1,1,114,6,46,744,167,224
2021,Ealing 022A,E01001284,96,14,97,5,4,115,4,66,808,151,256
2021,Ealing 016D,E01001285,96,17,99,0,0,95,6,63,824,198,250
2021,Ealing 016E,E01001286,90,6,92,3,0,72,7,61,735,130,274
2021,Ealing 016F,E01001287,71,7,74,3,0,86,1,67,600,130,161
2021,Ealing 022B,E01001288,76,9,68,1,0,70,5,60,707,90,328
2021,Ealing 022C,E01001289,62,12,66,2,2,70,5,43,694,123,309
2021,Ealing 022D,E01001290,126,6,91,3,1,134,6,90,1104,192,455
2021,Ealing 014C,E01001291,114,16,171,4,6,122,5,41,819,150,190
2021,Ealing 014D,E01001292,122,14,137,2,2,137,8,63,813,137,191
2021,Ealing 014E,E01001293,110,21,136,3,4,164,6,51,811,165,151
2021,Ealing 017A,E01001294,117,21,156,1,4,166,5,79,870,149,172
2021,Ealing 017B,E01001295,91,15,161,6,3,157,9,78,851,158,173
2021,Ealing 017C,E01001296,51,10,122,0,5,137,4,76,642,108,129
2021,Ealing 017D,E01001297,77,22,138,2,2,138,7,104,762,127,145
2021,Ealing 017E,E01001298,110,13,116,6,7,227,4,113,876,116,164
2021,Ealing 035B,E01001299,74,12,94,3,2,68,2,59,851,83,454
2021,Ealing 039A,E01001300,83,7,62,3,4,68,5,38,838,76,492
2021,Ealing 039B,E01001301,130,11,100,4,3,131,6,78,1043,139,441
2021,Ealing 039C,E01001302,96,1,90,1,2,86,3,30,870,90,471
2021,Ealing 032A,E01001303,89,6,66,1,2,66,5,32,840,95,478
2021,Ealing 039D,E01001304,113,9,86,2,6,84,4,34,915,107,470
2021,Ealing 035C,E01001305,69,10,79,1,2,64,3,63,875,108,476
2021,Ealing 035D,E01001306,88,8,52,2,2,68,5,44,863,94,500
2021,Ealing 002A,E01001307,127,13,118,6,2,121,12,66,998,229,304
2021,Ealing 002B,E01001308,148,20,147,4,3,133,16,53,986,180,282
2021,Ealing 001C,E01001309,125,15,108,11,2,145,12,84,956,207,247
2021,Ealing 001D,E01001310,183,18,130,4,4,172,8,69,1072,217,267
2021,Ealing 001E,E01001311,214,27,191,7,5,216,18,76,1322,219,349
2021,Ealing 002C,E01001312,165,17,118,6,3,141,6,70,990,204,260
2021,Ealing 002D,E01001313,124,14,145,8,4,104,3,60,854,170,222
2021,Ealing 002E,E01001314,112,16,111,5,2,94,4,44,760,175,197
2021,Ealing 003A,E01001315,111,16,92,2,1,141,4,51,737,147,172
2021,Ealing 003B,E01001316,133,17,79,0,2,138,4,67,726,147,139
2021,Ealing 003C,E01001317,166,40,82,7,6,185,12,66,995,208,223
2021,Ealing 003D,E01001318,129,24,114,8,4,156,7,47,848,175,184
2021,Ealing 004B,E01001319,139,13,95,3,2,133,4,57,787,161,180
2021,Ealing 003E,E01001320,111,22,66,2,18,132,6,68,655,115,115
2021,Ealing 003F,E01001321,150,28,92,9,4,158,7,50,958,219,241
2021,Ealing 004C,E01001322,177,24,116,3,4,155,6,54,989,204,246
2021,Ealing 004D,E01001323,182,32,98,0,0,154,8,44,902,160,224
2021,Ealing 008B,E01001324,124,28,100,9,3,128,2,35,749,167,153
2021,Ealing 009A,E01001325,94,19,149,7,4,174,4,35,842,172,184
2021,Ealing 008C,E01001326,122,17,115,5,2,142,14,42,795,180,156
2021,Ealing 009B,E01001327,100,27,116,4,12,185,8,40,862,184,186
2021,Ealing 009C,E01001328,107,17,114,9,3,165,10,42,797,170,160
2021,Ealing 009D,E01001329,103,18,115,9,3,160,12,33,837,182,202
2021,Ealing 008D,E01001330,114,28,116,1,2,149,5,46,751,151,139
2021,Ealing 009E,E01001331,87,19,134,4,5,159,7,36,728,166,111
2021,Ealing 008E,E01001332,86,15,109,2,2,129,6,33,661,133,146
2021,Ealing 038A,E01001333,119,19,155,4,5,213,8,175,975,130,147
2021,Ealing 029C,E01001334,42,12,89,6,0,105,6,58,546,137,91
2021,Ealing 038B,E01001335,58,26,129,8,3,116,13,78,811,94,286
2021,Ealing 038C,E01001336,68,17,134,21,6,171,12,87,799,100,183
2021,Ealing 029D,E01001337,118,16,149,4,1,174,7,107,1085,165,344
2021,Ealing 029E,E01001338,97,16,120,3,9,134,2,101,789,124,183
2021,Ealing 029F,E01001339,117,17,137,1,7,163,10,101,988,141,294
2021,Ealing 029G,E01001340,83,16,77,0,4,118,2,79,690,98,213
2021,Ealing 005A,E01001341,122,13,153,2,4,100,5,80,843,141,223
2021,Ealing 005B,E01001342,127,9,132,2,4,123,9,92,925,214,213
2021,Ealing 005C,E01001343,99,13,104,5,1,71,7,55,687,145,187
2021,Ealing 007A,E01001344,161,19,125,9,3,118,5,49,1086,258,339
2021,Ealing 005D,E01001345,104,9,150,5,4,103,10,106,831,158,182
2021,Ealing 007B,E01001346,122,10,111,4,3,100,4,72,916,228,262
2021,Ealing 007C,E01001347,117,10,133,5,10,134,4,47,991,220,311
2021,Ealing 007D,E01001348,116,15,114,2,1,78,4,63,779,166,220
2021,Ealing 006E,E01001349,81,17,88,9,6,98,1,40,649,143,166
2021,Ealing 027C,E01001350,66,7,87,0,3,77,0,44,762,106,372
2021,Ealing 025E,E01001351,69,6,115,3,3,144,5,63,1021,185,428
2021,Ealing 027D,E01001352,110,8,95,3,2,84,3,49,924,103,467
2021,Ealing 033A,E01001353,61,7,97,6,1,108,7,28,781,119,347
2021,Ealing 027E,E01001354,73,3,106,4,1,99,10,61,1067,128,582
2021,Ealing 033B,E01001355,83,10,137,1,3,145,6,67,1130,151,527
2021,Ealing 033C,E01001356,57,8,91,2,2,91,3,43,537,98,142
2021,Ealing 033D,E01001357,123,6,161,4,10,220,12,101,1531,143,751
2021,Ealing 033E,E01001358,101,5,105,4,4,155,9,42,1083,114,544
2021,Ealing 026A,E01001359,85,18,161,10,5,230,6,180,969,138,136
2021,Ealing 026B,E01001360,99,14,177,4,4,230,11,175,992,138,140
2021,Ealing 023E,E01001361,84,15,143,3,3,184,18,193,889,132,114
2021,Ealing 026C,E01001362,88,26,159,5,3,245,11,171,1032,151,173
2021,Ealing 026D,E01001363,76,17,131,4,2,184,8,131,800,131,116
2021,Ealing 026E,E01001364,77,15,105,2,2,146,7,111,688,104,119
2021,Ealing 026F,E01001365,118,20,181,12,17,239,16,156,1043,144,140
2021,Ealing 044C,E01001366,62,21,134,5,4,168,14,106,771,148,109
2021,Ealing 043B,E01001367,112,32,135,4,5,279,16,187,1089,171,148
2021,Ealing 044D,E01001368,63,20,123,5,2,144,13,101,722,123,128
2021,Ealing 038D,E01001369,68,22,123,5,8,187,12,141,802,131,105
2021,Ealing 044A,E01001370,79,17,141,7,5,196,8,143,952,201,155
2021,Ealing 044B,E01001371,62,15,140,7,2,176,10,148,859,156,143
2021,Ealing 043C,E01001372,106,24,152,5,4,236,15,195,1065,172,156
2021,Ealing 043A,E01001373,83,26,121,4,6,207,12,132,871,136,144
2021,Ealing 040A,E01001374,63,7,79,7,8,109,3,70,1155,102,707
2021,Ealing 034A,E01001375,50,5,49,2,3,82,2,36,929,54,646
2021,Ealing 040B,E01001376,59,11,105,1,1,112,3,68,889,110,419
2021,Ealing 034B,E01001377,48,3,48,1,4,61,1,28,819,50,575
2021,Ealing 034C,E01001379,50,6,57,1,2,76,4,43,938,55,644
2021,Ealing 040C,E01001380,85,7,108,6,8,132,2,72,1378,81,877
2021,Ealing 034D,E01001381,70,11,105,6,3,132,6,61,1043,114,535
2021,Ealing 032B,E01001382,53,8,51,4,2,54,3,40,755,68,472
2021,Ealing 028D,E01001383,91,5,80,1,3,95,4,87,962,116,480
2021,Ealing 032C,E01001384,123,9,87,0,5,118,0,58,1015,118,497
2021,Ealing 032D,E01001385,90,6,80,3,4,82,3,54,921,95,504
2021,Ealing 031F,E01001386,77,6,61,5,4,67,9,50,1010,81,650
2021,Ealing 032E,E01001387,80,11,79,2,4,75,5,39,895,92,508
2021,Ealing 028E,E01001388,77,9,64,4,3,66,3,57,678,91,304
2021,Ealing 028F,E01001389,89,6,85,4,3,90,6,76,884,108,417
2021,Enfield 036A,E01001390,158,13,84,1,4,100,6,43,1015,156,450
2021,Enfield 036B,E01001391,113,8,73,3,2,118,4,39,966,239,367
2021,Enfield 032A,E01001392,129,11,83,3,3,117,5,40,1001,172,438
2021,Enfield 036C,E01001393,155,14,91,2,1,138,5,50,1095,219,420
2021,Enfield 035A,E01001394,142,24,91,6,3,147,10,79,928,226,200
2021,Enfield 035B,E01001395,99,12,106,3,3,99,0,59,737,173,183
2021,Enfield 036D,E01001396,88,6,89,7,2,96,7,56,748,191,206
2021,Enfield 035C,E01001397,132,18,111,7,7,127,11,62,928,206,247
2021,Enfield 021A,E01001398,81,9,83,3,0,42,1,50,657,89,299
2021,Enfield 021B,E01001399,139,10,90,12,3,80,12,48,739,108,237
2021,Enfield 021C,E01001400,83,6,114,0,1,58,1,60,692,95,274
2021,Enfield 016A,E01001401,78,12,72,2,2,60,5,63,642,102,246
2021,Enfield 021D,E01001402,125,19,117,3,3,85,4,58,915,140,361
2021,Enfield 021E,E01001403,104,14,128,1,1,90,1,49,784,116,280
2021,Enfield 026A,E01001404,83,10,99,6,3,71,3,46,663,119,223
2021,Enfield 015A,E01001405,113,15,84,6,0,52,6,44,715,121,274
2021,Enfield 015B,E01001406,122,16,87,4,3,69,4,79,788,127,277
2021,Enfield 005A,E01001407,112,24,111,1,2,74,5,52,759,132,246
2021,Enfield 004A,E01001408,114,14,84,4,0,90,1,79,863,119,358
2021,Enfield 005B,E01001409,123,44,135,9,4,101,8,100,917,167,226
2021,Enfield 005C,E01001410,145,31,101,6,4,114,6,73,815,143,192
2021,Enfield 004B,E01001411,113,15,90,5,6,81,5,77,870,120,358
2021,Enfield 004C,E01001412,116,21,111,2,1,112,5,39,818,156,255
2021,Enfield 004D,E01001413,91,20,77,2,3,70,5,65,781,104,344
2021,Enfield 004E,E01001414,97,15,101,9,4,80,8,83,627,110,120
2021,Enfield 011A,E01001415,118,11,72,4,3,116,8,52,1000,147,469
2021,Enfield 013A,E01001416,98,13,96,8,7,75,0,42,860,100,421
2021,Enfield 011B,E01001417,131,34,50,10,1,112,12,9,898,57,482
2021,Enfield 011C,E01001418,104,11,72,5,2,87,1,53,765,116,314
2021,Enfield 020A,E01001419,121,21,84,12,3,98,3,39,872,134,357
2021,Enfield 020B,E01001420,113,14,70,6,2,105,6,67,761,130,248
2021,Enfield 020C,E01001421,115,15,69,3,3,97,5,38,755,155,255
2021,Enfield 011D,E01001422,125,17,41,8,8,99,5,8,762,60,391
2021,Enfield 027A,E01001423,95,15,103,5,5,75,7,77,663,143,138
2021,Enfield 030A,E01001424,55,13,80,6,3,64,0,54,463,80,108
2021,Enfield 027B,E01001425,96,20,98,9,7,108,4,95,732,161,134
2021,Enfield 030B,E01001426,102,10,90,10,5,81,9,104,701,133,157
2021,Enfield 030C,E01001427,83,15,95,5,3,78,9,72,626,145,121
2021,Enfield 027C,E01001428,113,19,96,1,4,81,6,84,699,158,137
2021,Enfield 030D,E01001429,152,14,119,9,6,94,7,100,800,156,143
2021,Enfield 030E,E01001430,123,17,118,7,4,105,11,98,700,135,82
2021,Enfield 033A,E01001431,126,22,84,5,4,91,9,83,694,147,123
2021,Enfield 033B,E01001432,119,22,101,8,4,94,3,116,774,170,137
2021,Enfield 007A,E01001433,143,19,108,8,2,91,10,77,705,129,118
2021,Enfield 007B,E01001434,141,30,75,11,4,67,7,86,713,150,142
2021,Enfield 007C,E01001435,97,18,95,7,6,86,2,66,626,109,140
2021,Enfield 007D,E01001436,132,33,109,4,1,100,9,58,766,155,165
2021,Enfield 014A,E01001437,144,27,124,16,4,128,8,100,856,151,154
2021,Enfield 007E,E01001438,121,12,90,7,3,99,9,73,679,135,130
2021,Enfield 006A,E01001439,129,31,116,3,1,127,8,81,797,153,148
2021,Enfield 012A,E01001440,112,11,92,4,4,72,6,83,653,115,154
2021,Enfield 006B,E01001441,109,29,79,4,5,71,2,60,579,97,123
2021,Enfield 002A,E01001442,108,21,90,14,3,72,9,77,584,115,75
2021,Enfield 001A,E01001444,145,30,88,6,4,94,10,54,736,131,174
2021,Enfield 003B,E01001445,242,54,127,13,5,127,9,110,1256,214,355
2021,Enfield 001B,E01001446,139,20,120,12,3,83,6,71,787,149,184
2021,Enfield 003C,E01001447,137,32,87,12,7,90,7,77,741,151,141
2021,Enfield 003D,E01001448,163,26,81,4,4,92,11,95,806,145,185
2021,Enfield 003E,E01001449,121,23,87,12,1,78,3,64,688,130,169
2021,Enfield 015C,E01001450,162,17,138,7,4,112,4,106,1148,178,420
2021,Enfield 017A,E01001451,83,12,85,4,1,64,1,52,795,123,370
2021,Enfield 017B,E01001452,69,5,65,5,3,53,0,51,634,68,315
2021,Enfield 017C,E01001453,94,7,80,6,3,69,2,35,752,81,375
2021,Enfield 017D,E01001454,95,21,73,6,2,61,4,39,731,99,331
2021,Enfield 021F,E01001455,92,9,86,3,2,79,3,47,717,124,272
2021,Enfield 022A,E01001456,70,8,70,4,2,57,3,47,711,87,363
2021,Enfield 010A,E01001457,105,15,66,4,1,82,4,62,896,114,443
2021,Enfield 037A,E01001458,87,11,110,4,2,96,3,86,654,167,88
2021,Enfield 024A,E01001459,97,18,93,8,1,93,5,55,707,161,176
2021,Enfield 024B,E01001460,160,15,110,5,6,95,8,75,852,242,136
2021,Enfield 027D,E01001461,96,11,91,6,0,69,3,57,581,146,102
2021,Enfield 024C,E01001462,79,18,82,7,2,65,12,60,585,104,156
2021,Enfield 031A,E01001463,78,14,118,7,3,91,7,75,710,163,154
2021,Enfield 027E,E01001464,71,16,99,4,6,72,6,68,545,104,99
2021,Enfield 031B,E01001465,86,11,83,7,1,101,9,49,716,216,153
2021,Enfield 031C,E01001466,115,19,119,9,1,96,9,82,830,216,164
2021,Enfield 031D,E01001467,115,17,126,10,0,128,5,110,885,170,204
2021,Enfield 010B,E01001468,77,17,55,5,3,110,6,51,684,65,295
2021,Enfield 008A,E01001469,103,18,86,6,0,94,3,70,853,146,327
2021,Enfield 013B,E01001470,93,8,100,0,2,81,6,55,755,82,328
2021,Enfield 010C,E01001471,132,15,86,7,4,107,4,69,894,126,344
2021,Enfield 010D,E01001472,98,9,92,1,4,75,3,68,839,116,373
2021,Enfield 013C,E01001473,96,11,101,0,4,81,9,31,712,107,272
2021,Enfield 010E,E01001474,108,23,85,7,3,79,4,59,882,96,418
2021,Enfield 013D,E01001475,123,20,89,2,7,92,3,44,877,101,396
2021,Enfield 018A,E01001476,114,16,131,2,5,83,8,68,680,109,144
2021,Enfield 018B,E01001477,123,21,116,5,6,110,10,73,749,141,144
2021,Enfield 016B,E01001478,116,12,111,6,2,65,7,75,731,146,191
2021,Enfield 023A,E01001479,105,12,134,3,4,88,3,53,707,163,142
2021,Enfield 024D,E01001480,117,6,119,4,1,85,3,64,665,109,157
2021,Enfield 018C,E01001481,131,27,131,4,2,97,7,68,693,121,105
2021,Enfield 023B,E01001482,115,19,102,6,2,98,9,79,692,135,127
2021,Enfield 025A,E01001483,68,8,75,1,0,69,7,49,457,111,69
2021,Enfield 016C,E01001484,95,16,108,6,4,51,4,57,576,106,129
2021,Enfield 025B,E01001485,122,15,112,3,3,92,7,84,687,143,106
2021,Enfield 025C,E01001486,168,33,131,11,5,104,12,66,850,172,148
2021,Enfield 023C,E01001487,122,21,106,4,3,108,4,67,747,168,144
2021,Enfield 024E,E01001488,121,23,137,7,4,90,6,68,801,183,162
2021,Enfield 023D,E01001489,96,21,102,7,2,123,7,76,716,149,133
2021,Enfield 023E,E01001491,141,13,161,3,2,104,12,67,830,175,152
2021,Enfield 025E,E01001492,141,17,144,8,3,104,11,97,866,165,176
2021,Enfield 026B,E01001493,102,16,134,15,2,94,5,55,844,189,232
2021,Enfield 026C,E01001494,75,15,87,5,4,73,5,61,655,115,215
2021,Enfield 029A,E01001495,178,13,131,4,14,86,0,30,1037,185,396
2021,Enfield 026D,E01001496,92,10,110,14,2,101,3,58,948,225,333
2021,Enfield 031E,E01001497,90,9,103,2,4,82,1,53,625,111,170
2021,Enfield 029B,E01001498,117,11,90,9,3,100,5,53,956,209,359
2021,Enfield 031F,E01001499,89,14,130,1,4,89,5,53,703,108,210
2021,Enfield 035D,E01001500,97,10,75,6,0,77,5,50,691,118,253
2021,Enfield 036E,E01001501,146,11,108,6,1,128,6,49,1066,239,372
2021,Enfield 018D,E01001502,127,17,132,9,2,95,9,67,805,171,176
2021,Enfield 018E,E01001503,116,15,128,6,0,99,11,68,744,138,163
2021,Enfield 012B,E01001504,124,17,114,7,21,68,5,83,759,161,159
2021,Enfield 012C,E01001505,103,8,132,8,3,104,10,130,827,129,200
2021,Enfield 012D,E01001507,219,26,126,9,6,84,15,87,903,191,140
2021,Enfield 012E,E01001508,130,17,176,9,3,116,8,90,941,189,203
2021,Enfield 014C,E01001509,102,20,119,7,6,99,7,70,676,135,111
2021,Enfield 016D,E01001511,117,11,89,8,2,80,5,94,870,152,312
2021,Enfield 015D,E01001512,159,15,126,7,2,106,0,105,1154,165,469
2021,Enfield 012F,E01001513,87,21,138,9,5,97,10,89,803,157,190
2021,Enfield 016E,E01001514,108,17,114,8,2,66,8,80,837,143,291
2021,Enfield 015E,E01001515,107,22,116,8,3,81,7,81,809,190,194
2021,Enfield 005D,E01001516,104,22,112,7,4,119,10,90,903,199,236
2021,Enfield 006C,E01001517,106,15,109,6,6,73,6,85,641,127,108
2021,Enfield 016F,E01001518,103,19,102,3,5,73,3,95,819,110,306
2021,Enfield 019A,E01001520,100,11,92,6,5,68,6,53,799,139,319
2021,Enfield 028A,E01001521,116,10,86,1,5,96,4,46,905,117,424
2021,Enfield 019B,E01001522,107,12,104,4,0,64,4,54,849,121,379
2021,Enfield 019C,E01001523,95,12,94,6,3,56,0,51,808,131,360
2021,Enfield 019D,E01001524,89,6,69,2,5,96,15,53,749,109,305
2021,Enfield 020E,E01001525,118,16,82,4,5,96,7,45,896,141,382
2021,Enfield 019E,E01001526,90,5,66,6,1,94,4,35,771,129,341
2021,Enfield 036F,E01001527,130,20,137,3,1,99,6,40,1012,136,440
2021,Enfield 032B,E01001528,133,17,88,2,1,122,5,47,777,117,245
2021,Enfield 032C,E01001529,135,5,94,2,9,153,8,76,946,234,230
2021,Enfield 032D,E01001530,112,13,79,1,1,112,5,44,797,123,307
2021,Enfield 028B,E01001531,87,8,76,1,3,62,1,37,734,82,377
2021,Enfield 028C,E01001532,82,13,84,0,4,72,6,30,865,97,477
2021,Enfield 028D,E01001533,69,13,63,2,4,78,5,35,711,86,356
2021,Enfield 032E,E01001534,117,6,52,3,3,112,8,48,839,138,352
2021,Enfield 028E,E01001535,72,6,69,6,2,80,2,46,651,96,272
2021,Enfield 008B,E01001536,138,17,77,7,3,71,2,79,952,138,420
2021,Enfield 005E,E01001537,112,18,115,6,4,90,3,95,843,143,257
2021,Enfield 009A,E01001538,110,14,90,3,4,83,4,99,821,127,287
2021,Enfield 009B,E01001539,111,6,98,3,5,75,3,84,811,122,304
2021,Enfield 008C,E01001540,127,27,79,11,0,82,5,76,920,132,381
2021,Enfield 008D,E01001541,96,14,67,1,1,60,1,58,787,87,402
2021,Enfield 008E,E01001542,91,10,87,9,3,64,6,79,726,128,249
2021,Enfield 009C,E01001543,89,12,86,0,4,78,8,89,781,116,299
2021,Enfield 009D,E01001544,111,16,98,4,2,64,3,83,809,110,318
2021,Enfield 002B,E01001545,125,23,116,1,3,96,8,56,691,146,117
2021,Enfield 001C,E01001546,137,19,124,8,4,98,2,58,743,127,166
2021,Enfield 002C,E01001547,153,38,91,9,8,107,7,80,842,155,194
2021,Enfield 002D,E01001548,132,32,112,8,8,89,3,60,719,128,147
2021,Enfield 006D,E01001549,139,18,111,5,6,110,8,83,722,123,119
2021,Enfield 006E,E01001550,129,27,104,15,4,104,12,81,733,125,132
2021,Enfield 002E,E01001551,107,32,114,4,3,78,8,52,691,133,160
2021,Enfield 001D,E01001552,138,31,133,9,5,101,7,64,827,149,190
2021,Enfield 037B,E01001553,79,12,89,9,3,106,5,67,640,165,105
2021,Enfield 037C,E01001554,83,14,87,1,3,100,8,78,617,145,98
2021,Enfield 033C,E01001555,174,14,111,4,2,160,8,138,975,189,175
2021,Enfield 035E,E01001556,78,10,112,7,7,114,10,65,744,159,182
2021,Enfield 033D,E01001557,99,19,86,6,8,99,12,81,686,137,139
2021,Enfield 033E,E01001558,126,17,100,4,5,88,6,112,770,193,119
2021,Enfield 033F,E01001559,125,20,103,8,2,127,8,84,828,197,154
2021,Enfield 035F,E01001560,107,15,94,3,3,72,6,64,703,153,186
2021,Enfield 037D,E01001562,98,12,121,3,2,115,5,190,840,134,160
2021,Enfield 029C,E01001563,116,19,86,3,1,74,1,42,923,178,403
2021,Enfield 022B,E01001564,86,14,53,3,2,57,1,34,827,94,483
2021,Enfield 029D,E01001565,107,9,88,5,5,89,3,32,866,121,407
