date,geography,geography code,Type of central heating in household: District or communal heat networks only,Type of central heating in household: Electric only,Type of central heating in household: Mains gas only,Type of central heating in household: No central heating,Type of central heating in household: Oil only,Type of central heating in household: Other central heating only,Type of central heating in household: Renewable energy only,Type of central heating in household: Solid fuel only,Type of central heating in household: Tank or bottled gas only,Type of central heating in household: Total: All households,Type of central heating in household: Two or more types of central heating (including renewable energy),Type of central heating in household: Two or more types of central heating (not including renewable energy),Type of central heating in household: Wood only
2021,Lambeth 021A,E01003021,14,53,476,20,1,14,1,0,5,636,1,51,0
2021,Lambeth 021B,E01003022,13,37,601,10,0,11,1,0,3,735,1,58,0
2021,Lambeth 021C,E01003023,10,250,703,42,2,13,5,0,3,1104,3,73,0
2021,Lambeth 021D,E01003024,169,73,398,25,1,24,1,0,8,785,3,83,0
2021,Lambeth 021E,E01003025,97,61,548,17,2,30,1,0,5,850,5,84,0
2021,Lambeth 019A,E01003026,4,36,506,6,1,5,1,0,1,624,3,61,0
2021,Lambeth 019B,E01003027,18,29,423,8,0,3,4,0,2,522,3,32,0
2021,Lambeth 019C,E01003028,35,37,443,11,0,6,0,0,8,600,7,53,0
2021,Lambeth 017A,E01003029,37,128,598,25,0,9,2,0,15,893,3,76,0
2021,Lambeth 019D,E01003030,1,114,558,11,1,6,1,0,5,746,0,49,0
2021,Lambeth 023A,E01003031,27,51,507,22,1,15,1,0,4,710,0,81,1
2021,Lambeth 017B,E01003032,165,112,404,17,1,17,3,0,7,813,2,85,0
2021,Lambeth 019E,E01003033,2,29,491,3,0,13,0,0,3,587,2,44,0
2021,Lambeth 012A,E01003034,4,64,547,11,1,16,1,0,2,697,0,51,0
2021,Lambeth 012B,E01003035,5,59,584,12,0,12,1,0,2,766,5,86,0
2021,Lambeth 012C,E01003036,6,37,607,12,0,10,0,0,7,756,1,76,0
2021,Lambeth 013A,E01003037,9,72,418,19,0,11,0,0,5,597,1,62,0
2021,Lambeth 013B,E01003038,24,58,603,5,0,4,3,0,5,771,1,67,1
2021,Lambeth 013C,E01003039,49,173,617,19,1,7,6,0,5,961,4,80,0
2021,Lambeth 013D,E01003040,4,45,466,15,1,8,0,0,4,595,1,51,0
2021,Lambeth 017C,E01003041,93,116,368,15,0,19,2,0,8,678,1,56,0
2021,Lambeth 013E,E01003042,11,37,393,12,0,9,0,0,2,506,1,41,0
2021,Lambeth 018A,E01003043,8,32,551,14,0,14,2,0,5,674,0,48,0
2021,Lambeth 018B,E01003044,119,218,249,13,0,21,4,0,1,683,5,53,0
2021,Lambeth 011A,E01003045,17,50,494,13,0,27,0,0,12,704,1,90,0
2021,Lambeth 009A,E01003046,77,56,452,29,1,50,1,0,7,745,4,68,0
2021,Lambeth 011B,E01003047,28,95,554,22,4,23,0,0,7,820,5,82,0
2021,Lambeth 009B,E01003048,18,62,469,23,0,37,3,0,15,741,3,111,0
2021,Lambeth 011C,E01003049,54,81,472,16,1,27,2,0,5,754,6,90,0
2021,Lambeth 016B,E01003050,13,46,583,18,0,10,1,0,1,753,0,81,0
2021,Lambeth 018C,E01003051,73,183,478,20,0,20,3,0,10,880,5,88,0
2021,Lambeth 016C,E01003052,55,76,500,15,1,40,0,0,7,785,4,87,0
2021,Lambeth 015B,E01003053,6,69,551,31,1,7,0,0,9,745,0,71,0
2021,Lambeth 015C,E01003054,47,195,635,17,2,11,1,0,4,1002,3,87,0
2021,Lambeth 016D,E01003055,30,115,573,18,0,14,1,0,4,829,2,72,0
2021,Lambeth 015D,E01003056,7,51,605,17,0,10,1,0,3,769,0,75,0
2021,Lambeth 017D,E01003057,20,54,520,17,0,20,0,0,8,720,0,81,0
2021,Lambeth 015E,E01003058,1,63,686,15,0,9,0,0,3,856,1,78,0
2021,Lambeth 011D,E01003059,133,173,429,21,0,33,0,0,8,875,0,77,1
2021,Lambeth 011E,E01003060,51,61,451,15,0,18,2,0,9,688,3,78,0
2021,Lambeth 011F,E01003061,71,103,354,34,1,23,4,0,3,649,4,52,0
2021,Lambeth 033A,E01003062,22,111,617,30,0,7,1,0,6,864,1,68,1
2021,Lambeth 033B,E01003063,25,32,463,17,0,18,0,0,5,604,1,43,0
2021,Lambeth 028A,E01003064,3,31,522,15,0,6,0,0,2,624,3,38,4
2021,Lambeth 031A,E01003065,31,44,490,14,1,13,3,0,6,685,2,81,0
2021,Lambeth 028B,E01003066,14,54,587,24,0,32,1,0,7,808,2,86,1
2021,Lambeth 033C,E01003067,3,39,501,15,0,10,1,0,1,633,1,62,0
2021,Lambeth 031B,E01003068,17,22,506,12,0,9,1,0,3,644,1,73,0
2021,Lambeth 033D,E01003069,1,21,423,12,0,9,1,0,3,520,4,46,0
2021,Lambeth 033E,E01003070,3,34,507,20,2,15,0,1,7,660,0,71,0
2021,Lambeth 018D,E01003071,7,125,755,28,1,7,3,0,3,1003,5,69,0
2021,Lambeth 014A,E01003072,55,35,543,6,3,4,2,0,1,703,3,51,0
2021,Lambeth 014B,E01003073,1,43,508,16,0,14,0,0,2,661,6,71,0
2021,Lambeth 018E,E01003074,69,76,821,17,1,21,0,0,3,1092,6,78,0
2021,Lambeth 009C,E01003075,8,46,486,25,0,17,0,0,7,671,1,81,0
2021,Lambeth 014C,E01003076,35,113,644,16,2,22,1,0,6,961,37,85,0
2021,Lambeth 014D,E01003077,3,39,631,12,0,14,1,0,5,789,1,82,1
2021,Lambeth 014E,E01003078,2,17,544,7,0,4,0,0,1,622,5,42,0
2021,Lambeth 027A,E01003079,3,52,565,9,0,21,0,0,3,731,3,75,0
2021,Lambeth 027B,E01003080,1,32,551,18,0,8,0,0,4,670,3,53,0
2021,Lambeth 028C,E01003081,29,67,595,27,0,19,0,1,7,820,4,71,0
2021,Lambeth 031C,E01003082,16,34,485,12,2,10,1,0,6,636,0,70,0
2021,Lambeth 030A,E01003083,23,38,463,7,0,7,0,1,3,575,0,33,0
2021,Lambeth 030B,E01003084,6,40,519,13,0,8,0,0,1,635,3,45,0
2021,Lambeth 030C,E01003085,6,30,556,11,2,12,4,0,3,695,3,68,0
2021,Lambeth 031D,E01003086,17,31,455,14,0,11,1,0,10,625,4,82,0
2021,Lambeth 031E,E01003087,7,34,462,22,0,16,0,0,7,601,1,52,0
2021,Lambeth 010A,E01003088,16,29,500,21,0,18,0,0,7,655,0,64,0
2021,Lambeth 008A,E01003089,18,90,498,31,0,24,0,0,5,740,2,72,0
2021,Lambeth 012D,E01003090,41,136,772,26,6,23,2,0,7,1107,2,92,0
2021,Lambeth 008B,E01003091,15,49,499,22,0,16,0,0,4,679,0,74,0
2021,Lambeth 008C,E01003092,33,107,630,23,3,34,6,0,11,950,7,96,0
2021,Lambeth 010B,E01003093,36,307,483,27,0,26,2,0,8,959,7,63,0
2021,Lambeth 010C,E01003094,65,87,390,16,5,13,0,0,7,653,4,66,0
2021,Lambeth 012E,E01003095,2,36,555,15,3,11,2,0,7,692,1,60,0
2021,Lambeth 010D,E01003096,13,117,607,29,1,17,1,0,5,862,3,69,0
2021,Lambeth 006A,E01003097,18,40,511,22,0,27,0,0,5,687,0,64,0
2021,Lambeth 005A,E01003098,35,31,505,14,0,17,0,0,5,648,1,40,0
2021,Lambeth 005B,E01003099,21,52,562,13,15,9,3,0,5,759,4,75,0
2021,Lambeth 005C,E01003100,1,95,689,16,1,9,0,0,8,891,4,68,0
2021,Lambeth 003A,E01003101,23,69,437,11,0,18,1,0,13,635,1,62,0
2021,Lambeth 004A,E01003102,26,114,530,28,1,15,1,0,2,785,3,65,0
2021,Lambeth 004C,E01003104,8,146,578,43,0,17,3,0,9,868,1,63,0
2021,Lambeth 003B,E01003105,54,118,455,13,2,10,1,0,16,747,3,75,0
2021,Lambeth 003C,E01003106,81,195,555,22,2,22,1,0,10,973,2,83,0
2021,Lambeth 003D,E01003107,8,112,652,23,0,15,0,1,2,884,6,64,1
2021,Lambeth 002B,E01003108,111,118,353,23,3,25,0,0,8,712,0,71,0
2021,Lambeth 002C,E01003110,43,139,594,29,0,10,8,0,9,923,7,84,0
2021,Lambeth 002D,E01003111,174,151,317,35,4,37,3,0,7,805,2,75,0
2021,Lambeth 002E,E01003112,78,202,406,20,1,32,2,0,10,811,3,57,0
2021,Lambeth 032A,E01003113,4,50,581,19,0,9,0,0,5,740,0,72,0
2021,Lambeth 032B,E01003114,58,164,624,22,1,26,1,0,5,1004,6,97,0
2021,Lambeth 034A,E01003115,2,39,530,19,0,10,1,0,2,666,2,61,0
2021,Lambeth 029A,E01003116,0,41,529,4,1,4,2,0,1,634,0,52,0
2021,Lambeth 029B,E01003117,12,61,639,24,3,17,0,0,6,822,0,60,0
2021,Lambeth 029C,E01003118,11,80,509,13,0,24,0,0,8,700,1,54,0
2021,Lambeth 032C,E01003119,6,65,654,25,1,12,0,0,4,851,1,81,2
2021,Lambeth 032D,E01003120,32,241,620,78,2,21,1,0,10,1112,1,105,1
2021,Lambeth 006B,E01003121,9,40,480,21,0,17,1,0,3,638,0,67,0
2021,Lambeth 004D,E01003122,7,288,491,35,0,11,0,0,6,894,9,47,0
2021,Lambeth 006C,E01003123,15,59,538,17,0,8,0,0,2,697,2,56,0
2021,Lambeth 006D,E01003124,59,97,326,44,3,17,1,0,11,611,0,53,0
2021,Lambeth 006E,E01003125,32,103,431,21,0,20,1,0,9,695,0,78,0
2021,Lambeth 008D,E01003126,12,53,532,20,0,26,0,0,2,717,3,69,0
2021,Lambeth 010E,E01003127,20,49,600,31,2,17,0,0,6,793,1,67,0
2021,Lambeth 008E,E01003128,13,50,513,32,0,18,2,0,2,714,1,83,0
2021,Lambeth 004E,E01003129,7,102,539,40,3,23,0,0,8,795,2,71,0
2021,Lambeth 026A,E01003130,67,114,491,18,1,20,1,0,7,785,3,63,0
2021,Lambeth 026B,E01003131,67,159,583,15,3,23,3,0,9,948,6,80,0
2021,Lambeth 024A,E01003132,122,38,289,12,0,18,0,0,9,540,2,50,0
2021,Lambeth 027C,E01003133,6,29,569,17,0,13,1,0,6,709,0,68,0
2021,Lambeth 027D,E01003134,4,24,531,13,1,8,1,0,1,624,3,38,0
2021,Lambeth 026C,E01003135,3,38,599,29,0,5,0,0,1,756,1,80,0
2021,Lambeth 022A,E01003136,42,80,522,18,0,18,1,0,8,749,0,60,0
2021,Lambeth 022B,E01003137,28,126,469,40,2,12,0,0,7,752,6,62,0
2021,Lambeth 026D,E01003138,2,22,551,11,0,6,1,0,0,650,0,57,0
2021,Lambeth 035A,E01003139,2,75,376,16,0,9,0,0,6,537,3,50,0
2021,Lambeth 035B,E01003140,3,13,411,13,1,7,0,0,0,490,2,39,1
2021,Lambeth 034B,E01003141,6,35,583,22,1,16,0,0,2,741,0,76,0
2021,Lambeth 035C,E01003142,4,14,379,8,1,11,0,0,3,453,0,33,0
2021,Lambeth 035D,E01003143,0,26,418,12,0,8,0,0,7,510,0,39,0
2021,Lambeth 034C,E01003144,2,11,463,4,0,4,0,0,3,524,1,36,0
2021,Lambeth 034D,E01003145,3,74,573,32,0,14,1,0,4,749,0,48,0
2021,Lambeth 035E,E01003146,2,40,425,9,0,7,0,0,5,549,6,55,0
2021,Lambeth 034E,E01003147,3,56,645,14,0,13,3,0,3,801,5,59,0
2021,Lambeth 032E,E01003148,2,35,627,17,1,13,1,3,1,762,3,59,0
2021,Lambeth 030D,E01003149,32,65,522,12,0,10,0,0,4,695,2,48,0
2021,Lambeth 032F,E01003150,17,102,580,28,0,16,2,1,11,837,0,80,0
2021,Lambeth 026E,E01003151,21,88,569,19,0,22,0,0,9,816,2,86,0
2021,Lambeth 027E,E01003152,3,48,614,15,0,10,0,0,8,760,4,58,0
2021,Lambeth 029D,E01003153,9,143,748,23,0,16,0,0,3,1018,0,76,0
2021,Lambeth 030E,E01003154,11,71,610,21,0,15,7,0,10,824,7,72,0
2021,Lambeth 029E,E01003155,1,46,593,11,0,15,0,0,3,730,2,59,0
2021,Lambeth 023B,E01003156,3,44,529,16,1,6,0,0,2,660,0,59,0
2021,Lambeth 023C,E01003157,4,27,484,8,2,2,0,0,2,575,1,45,0
2021,Lambeth 023D,E01003158,5,38,607,9,0,7,1,0,1,727,2,57,0
2021,Lambeth 022C,E01003159,125,123,464,15,0,13,9,0,7,838,8,74,0
2021,Lambeth 022D,E01003160,74,74,379,22,2,17,3,0,12,644,0,61,0
2021,Lambeth 023E,E01003161,11,42,413,12,0,4,0,0,1,528,4,41,0
2021,Lambeth 022E,E01003162,15,61,519,32,1,20,0,0,9,746,3,86,0
2021,Lambeth 023F,E01003163,2,31,509,8,0,4,0,0,5,603,3,41,0
2021,Lambeth 025A,E01003164,8,97,760,20,0,21,0,0,16,1009,5,82,0
2021,Lambeth 025B,E01003165,3,69,527,10,1,13,0,0,5,700,2,70,0
2021,Lambeth 028D,E01003166,9,103,823,39,0,19,0,0,4,1116,0,119,0
2021,Lambeth 028E,E01003167,4,34,574,9,0,9,0,0,1,682,5,46,0
2021,Lambeth 025C,E01003168,6,39,527,8,1,14,0,0,7,660,0,58,0
2021,Lambeth 025D,E01003169,0,51,821,29,0,18,0,0,3,1027,3,102,0
2021,Lambeth 025E,E01003170,12,90,585,13,0,16,2,0,0,771,2,51,0
2021,Lambeth 020B,E01003171,28,30,596,8,16,11,1,1,6,787,5,85,0
2021,Lambeth 024B,E01003172,4,52,597,25,2,21,0,0,7,776,0,68,0
2021,Lambeth 020C,E01003173,3,41,545,11,0,19,0,0,4,669,5,41,0
2021,Lambeth 024C,E01003174,7,46,610,27,0,25,1,0,5,828,2,105,0
2021,Lambeth 024D,E01003175,1,49,436,16,0,15,0,0,8,609,1,83,0
2021,Lambeth 016E,E01003176,104,110,388,27,8,25,2,0,11,766,4,87,0
2021,Lambeth 020D,E01003177,5,63,505,16,1,5,0,0,6,668,1,66,0
2021,Lambeth 020E,E01003178,0,36,546,9,0,8,1,0,1,651,1,49,0
2021,Lambeth 024E,E01003179,9,36,453,28,0,22,0,0,6,636,1,81,0
2021,Lambeth 005D,E01003180,18,49,491,14,1,12,0,0,5,654,2,62,0
2021,Lambeth 007A,E01003181,112,84,404,17,1,22,1,0,5,700,1,53,0
2021,Lambeth 009D,E01003182,80,55,493,18,2,17,3,0,3,742,1,70,0
2021,Lambeth 005E,E01003183,55,31,501,10,0,15,0,0,4,679,2,61,0
2021,Lambeth 007B,E01003184,92,42,352,18,0,21,2,0,9,596,0,60,0
2021,Lambeth 007C,E01003185,25,56,572,37,1,14,0,0,13,796,1,77,0
2021,Lambeth 007D,E01003186,124,199,727,14,3,17,6,0,6,1191,6,89,0
2021,Lambeth 007E,E01003187,327,269,260,22,3,22,4,0,4,994,7,76,0
2021,Lambeth 009E,E01003188,12,61,376,24,0,23,0,0,3,551,1,51,0
2021,Lewisham 034A,E01003189,3,54,506,11,2,9,0,0,5,648,1,57,0
2021,Lewisham 034B,E01003190,25,117,668,19,1,21,2,0,5,949,1,90,0
2021,Lewisham 034C,E01003191,12,74,511,16,0,15,0,0,7,705,5,65,0
2021,Lewisham 034D,E01003192,5,37,554,10,0,20,0,0,4,740,1,109,0
2021,Lewisham 029A,E01003193,1,52,522,23,0,8,0,0,9,683,0,67,1
2021,Lewisham 029B,E01003194,8,77,526,20,0,13,1,0,3,723,1,74,0
2021,Lewisham 029C,E01003195,7,29,512,11,0,12,1,1,0,618,1,44,0
2021,Lewisham 029D,E01003196,0,68,510,19,0,11,0,0,2,670,2,58,0
2021,Lewisham 029E,E01003197,2,57,493,14,0,20,2,0,7,651,0,55,1
2021,Lewisham 009A,E01003198,18,38,509,13,0,7,0,0,1,641,1,54,0
2021,Lewisham 007A,E01003199,37,117,643,25,0,5,1,0,2,901,4,67,0
2021,Lewisham 009B,E01003200,7,60,556,10,0,3,1,0,2,689,2,48,0
2021,Lewisham 007B,E01003201,2,35,554,14,0,12,0,0,3,690,0,70,0
2021,Lewisham 009C,E01003202,5,37,619,19,0,4,1,1,1,745,2,56,0
2021,Lewisham 009D,E01003203,32,116,657,26,0,25,2,0,3,963,1,101,0
2021,Lewisham 007C,E01003204,86,177,376,20,4,14,7,0,0,738,4,50,0
2021,Lewisham 007D,E01003205,139,163,189,9,0,17,6,0,4,579,4,48,0
2021,Lewisham 007E,E01003206,4,34,516,11,0,1,1,0,4,636,1,64,0
2021,Lewisham 005A,E01003207,137,256,443,24,1,25,2,0,15,998,8,86,1
2021,Lewisham 005B,E01003209,6,41,556,21,0,16,0,0,6,719,5,68,0
2021,Lewisham 005C,E01003210,3,87,602,24,0,6,1,0,5,807,0,79,0
2021,Lewisham 008B,E01003211,4,63,551,13,1,9,0,0,4,708,1,62,0
2021,Lewisham 005D,E01003212,7,66,669,14,0,7,0,0,5,829,2,59,0
2021,Lewisham 008C,E01003213,2,51,644,20,0,10,1,0,3,793,0,62,0
2021,Lewisham 008D,E01003214,5,59,597,19,0,21,0,0,2,767,5,59,0
2021,Lewisham 005E,E01003215,2,81,465,16,1,14,0,0,3,638,2,54,0
2021,Lewisham 025A,E01003216,4,25,516,15,2,3,1,0,0,616,1,49,0
2021,Lewisham 022A,E01003217,2,14,558,18,0,8,0,0,2,656,0,54,0
2021,Lewisham 022B,E01003218,0,17,480,10,0,1,0,0,1,547,0,38,0
2021,Lewisham 025B,E01003219,1,16,560,15,0,7,0,0,0,660,3,58,0
2021,Lewisham 022C,E01003220,2,37,472,15,1,10,1,0,1,598,1,58,0
2021,Lewisham 025C,E01003221,2,60,599,19,1,16,0,0,6,763,4,56,0
2021,Lewisham 022D,E01003222,0,41,500,9,0,16,0,0,0,619,0,53,0
2021,Lewisham 025D,E01003223,1,24,492,5,0,9,0,0,1,599,0,67,0
2021,Lewisham 022E,E01003224,5,37,501,13,0,10,1,0,6,638,1,64,0
2021,Lewisham 015A,E01003225,0,11,516,5,1,4,1,0,1,590,2,49,0
2021,Lewisham 019A,E01003226,3,33,581,9,0,4,0,0,2,707,4,71,0
2021,Lewisham 019B,E01003227,3,73,533,9,1,2,0,0,1,656,1,33,0
2021,Lewisham 019C,E01003228,0,22,570,12,0,4,2,1,1,671,3,56,0
2021,Lewisham 019D,E01003229,7,73,583,12,1,13,2,0,3,779,0,85,0
2021,Lewisham 019E,E01003230,4,58,680,27,0,13,4,0,0,871,4,81,0
2021,Lewisham 015B,E01003231,1,61,481,13,0,10,0,0,2,651,8,74,1
2021,Lewisham 015C,E01003232,0,20,550,14,0,4,0,0,5,622,1,28,0
2021,Lewisham 015D,E01003233,2,19,581,8,0,4,0,0,2,666,3,47,0
2021,Lewisham 038A,E01003235,0,32,417,10,0,8,0,0,2,523,4,50,0
2021,Lewisham 037A,E01003236,0,36,536,11,0,10,0,0,3,648,0,52,0
2021,Lewisham 037B,E01003237,0,34,474,14,0,10,0,1,4,614,0,77,0
2021,Lewisham 037C,E01003238,2,14,449,17,1,17,0,0,2,564,3,59,0
2021,Lewisham 037D,E01003239,0,20,462,11,0,17,0,0,6,574,1,57,0
2021,Lewisham 038B,E01003240,1,34,578,14,0,16,0,0,2,711,2,64,0
2021,Lewisham 038C,E01003241,4,25,590,10,0,14,0,0,2,698,0,52,1
2021,Lewisham 038D,E01003243,3,35,443,20,1,16,0,0,9,589,0,62,0
2021,Lewisham 001A,E01003244,54,182,343,24,1,22,2,0,11,732,4,89,0
2021,Lewisham 001B,E01003245,20,72,420,13,0,21,1,0,11,639,4,76,1
2021,Lewisham 002A,E01003246,157,224,480,30,0,22,4,0,5,1015,7,86,0
2021,Lewisham 001C,E01003247,29,268,431,46,0,14,1,0,8,872,3,72,0
2021,Lewisham 002B,E01003248,8,161,402,27,0,17,0,0,0,677,0,62,0
2021,Lewisham 001D,E01003249,34,215,458,25,4,19,0,0,7,856,0,94,0
2021,Lewisham 002C,E01003251,10,84,417,22,1,14,1,0,6,639,3,81,0
2021,Lewisham 002D,E01003252,10,167,335,20,0,14,0,0,5,605,0,54,0
2021,Lewisham 002E,E01003253,24,66,459,17,0,14,1,0,11,652,2,58,0
2021,Lewisham 021A,E01003254,4,24,515,8,1,6,2,0,0,601,3,38,0
2021,Lewisham 021B,E01003255,36,115,696,32,1,11,3,0,1,986,8,83,0
2021,Lewisham 028A,E01003256,15,77,710,16,3,21,1,0,5,934,5,81,0
2021,Lewisham 028B,E01003257,1,36,514,16,0,5,1,0,4,630,1,52,0
2021,Lewisham 028C,E01003258,10,36,447,13,0,14,0,0,3,589,0,66,0
2021,Lewisham 028D,E01003259,2,60,585,19,0,9,4,0,8,757,0,70,0
2021,Lewisham 021C,E01003260,1,35,534,5,0,9,1,0,1,637,9,42,0
2021,Lewisham 021D,E01003261,0,54,497,8,0,6,2,0,1,610,5,37,0
2021,Lewisham 021E,E01003262,2,70,506,10,0,6,0,0,0,665,3,68,0
2021,Lewisham 023A,E01003263,1,89,554,14,1,13,0,0,5,740,0,63,0
2021,Lewisham 031A,E01003264,18,66,536,10,2,7,0,0,5,718,3,71,0
2021,Lewisham 031B,E01003265,6,54,514,18,0,8,1,0,5,663,1,56,0
2021,Lewisham 031C,E01003266,4,86,543,13,0,13,1,0,9,733,0,64,0
2021,Lewisham 031D,E01003267,2,20,512,7,0,10,0,0,1,608,2,54,0
2021,Lewisham 023B,E01003268,2,64,611,13,0,6,1,0,0,766,3,66,0
2021,Lewisham 023C,E01003269,1,31,529,12,0,7,0,0,4,636,0,52,0
2021,Lewisham 023D,E01003270,0,117,458,17,0,7,1,0,2,657,0,55,0
2021,Lewisham 023E,E01003271,0,12,527,6,0,7,0,0,1,621,2,66,0
2021,Lewisham 014A,E01003272,5,46,650,7,0,6,1,0,5,794,4,70,0
2021,Lewisham 011A,E01003273,1,22,489,12,0,5,0,0,0,578,1,48,0
2021,Lewisham 014B,E01003274,3,60,532,9,0,11,0,0,1,662,3,43,0
2021,Lewisham 014C,E01003275,7,26,510,13,0,6,0,0,5,615,0,48,0
2021,Lewisham 014D,E01003276,2,20,567,10,0,13,0,0,5,662,0,44,1
2021,Lewisham 011B,E01003277,5,30,633,12,0,13,0,0,3,755,2,57,0
2021,Lewisham 011C,E01003278,17,90,640,18,2,21,3,0,7,878,6,74,0
2021,Lewisham 011D,E01003279,5,28,513,7,0,4,1,0,0,603,3,42,0
2021,Lewisham 016A,E01003280,6,39,511,9,0,11,2,0,3,629,1,47,0
2021,Lewisham 016B,E01003281,1,12,512,4,1,3,1,0,2,579,2,41,0
2021,Lewisham 013A,E01003282,17,60,807,21,0,13,1,0,5,1020,4,92,0
2021,Lewisham 013B,E01003283,4,46,724,17,1,2,0,0,2,869,3,69,1
2021,Lewisham 013C,E01003284,0,42,628,16,2,7,0,0,3,756,5,53,0
2021,Lewisham 016C,E01003285,1,49,613,21,0,8,2,0,1,755,1,59,0
2021,Lewisham 013D,E01003286,14,95,561,12,2,22,0,0,3,768,2,57,0
2021,Lewisham 016D,E01003287,2,16,669,6,0,3,1,0,0,764,4,63,0
2021,Lewisham 041A,E01003288,70,116,608,26,0,29,2,0,6,949,2,89,1
2021,Lewisham 041E,E01003290,26,118,535,17,1,21,8,0,3,816,4,83,0
2021,Lewisham 041D,E01003291,7,62,482,11,0,12,0,0,1,657,0,82,0
2021,Lewisham 017A,E01003292,9,61,577,16,0,8,0,0,4,735,2,58,0
2021,Lewisham 017B,E01003293,2,30,524,17,0,19,0,0,1,641,2,46,0
2021,Lewisham 017D,E01003295,8,62,562,20,0,13,2,0,3,724,5,49,0
2021,Lewisham 003A,E01003297,10,414,228,57,0,16,0,0,6,786,3,52,0
2021,Lewisham 039A,E01003298,1,74,297,15,0,13,1,0,9,470,2,58,0
2021,Lewisham 003B,E01003299,2,60,529,14,0,14,0,0,1,698,1,77,0
2021,Lewisham 039B,E01003300,15,119,366,19,0,19,0,0,6,601,0,57,0
2021,Lewisham 003C,E01003301,49,301,437,42,2,15,2,0,4,933,2,79,0
2021,Lewisham 003D,E01003302,10,168,481,21,0,24,1,0,10,802,2,85,0
2021,Lewisham 039C,E01003303,24,112,398,18,0,13,2,0,6,648,5,70,0
2021,Lewisham 039D,E01003304,50,278,564,60,3,28,3,0,6,1083,2,89,0
2021,Lewisham 003E,E01003305,45,61,532,13,1,21,4,0,5,785,11,92,0
2021,Lewisham 024A,E01003307,4,22,537,19,0,8,2,0,2,648,1,53,0
2021,Lewisham 024B,E01003308,1,53,567,12,0,15,1,0,1,707,0,57,0
2021,Lewisham 027A,E01003309,22,62,464,15,0,14,0,0,7,656,1,71,0
2021,Lewisham 027B,E01003310,39,61,516,16,1,14,3,0,6,731,7,68,0
2021,Lewisham 027C,E01003311,2,17,496,12,0,5,0,0,0,593,2,59,0
2021,Lewisham 027D,E01003312,1,110,568,21,0,6,1,0,1,772,5,59,0
2021,Lewisham 027E,E01003313,7,48,476,11,0,14,0,0,8,623,2,57,0
2021,Lewisham 024C,E01003314,5,20,548,13,0,13,0,0,4,666,1,62,0
2021,Lewisham 024D,E01003315,10,47,475,12,0,7,0,0,0,591,1,39,0
2021,Lewisham 024E,E01003316,1,19,489,13,0,6,0,0,3,579,1,47,0
2021,Lewisham 020B,E01003318,11,193,442,42,0,16,0,0,3,776,1,68,0
2021,Lewisham 018A,E01003319,3,102,518,22,1,16,2,0,8,750,6,72,0
2021,Lewisham 018B,E01003320,5,51,471,16,1,10,0,0,5,623,2,62,0
2021,Lewisham 020C,E01003321,3,56,589,18,0,17,1,0,1,761,0,76,0
2021,Lewisham 020D,E01003322,1,30,494,15,1,13,0,0,3,610,0,53,0
2021,Lewisham 018C,E01003323,1,44,494,9,0,8,2,0,5,624,3,58,0
2021,Lewisham 020E,E01003324,6,81,491,29,0,18,1,0,1,724,3,93,1
2021,Lewisham 018D,E01003325,17,56,599,13,0,21,1,0,5,786,3,71,0
2021,Lewisham 035A,E01003326,2,75,531,19,1,14,0,0,2,694,0,50,0
2021,Lewisham 035B,E01003327,1,42,569,16,1,8,0,0,3,690,0,50,0
2021,Lewisham 035C,E01003328,22,72,644,21,0,9,1,0,3,827,2,53,0
2021,Lewisham 033A,E01003329,1,37,531,21,0,4,0,0,3,661,3,61,0
2021,Lewisham 033B,E01003330,23,47,491,13,0,12,2,0,4,669,7,70,0
2021,Lewisham 033C,E01003331,4,44,451,18,0,14,0,0,0,586,2,53,0
2021,Lewisham 033D,E01003332,11,38,546,12,0,10,0,0,8,710,0,85,0
2021,Lewisham 035D,E01003333,5,21,524,18,0,5,1,1,0,630,0,55,0
2021,Lewisham 033E,E01003334,29,124,548,22,1,13,1,0,3,795,0,54,0
2021,Lewisham 035E,E01003335,7,31,478,9,2,16,0,0,0,618,1,74,0
2021,Lewisham 010A,E01003336,18,27,438,12,0,13,0,0,4,579,0,66,1
2021,Lewisham 010B,E01003337,16,37,398,13,0,16,1,0,3,566,0,82,0
2021,Lewisham 006A,E01003338,26,106,557,27,2,22,1,0,3,838,1,93,0
2021,Lewisham 006B,E01003339,6,47,520,11,0,19,0,0,1,678,2,72,0
2021,Lewisham 006C,E01003340,5,53,616,9,1,7,2,0,4,764,3,64,0
2021,Lewisham 006D,E01003341,2,38,451,18,0,3,2,0,1,565,4,46,0
2021,Lewisham 010C,E01003342,1,94,537,14,2,5,1,0,4,703,0,45,0
2021,Lewisham 006E,E01003343,4,58,472,12,0,10,0,0,4,609,4,45,0
2021,Lewisham 010D,E01003344,5,30,549,10,0,7,1,0,4,679,7,66,0
2021,Lewisham 010E,E01003345,5,89,579,19,0,8,5,0,3,782,3,71,0
2021,Lewisham 026A,E01003346,4,49,489,19,0,15,0,0,3,648,0,69,0
2021,Lewisham 030A,E01003347,3,54,476,20,1,19,0,0,8,650,0,69,0
2021,Lewisham 030B,E01003348,1,28,508,11,0,9,1,0,4,619,0,57,0
2021,Lewisham 026B,E01003349,1,26,428,14,0,14,1,0,5,544,1,54,0
2021,Lewisham 030C,E01003350,1,44,360,14,1,8,1,0,6,474,3,36,0
