date,geography,geography code,Second address indicator: No second address,Second address indicator: Second address is in the UK,Second address indicator: Second address is outside the UK,Second address indicator: Total: All usual residents
2021,Newham 006A,E01003545,1671,40,42,1753
2021,Newham 001C,E01003546,1718,44,26,1788
2021,Newham 007A,E01003547,1897,31,27,1955
2021,Newham 006B,E01003548,2141,54,53,2248
2021,Newham 006C,E01003549,2014,52,54,2120
2021,Newham 001D,E01003550,1716,29,34,1779
2021,Newham 009A,E01003551,1741,40,49,1830
2021,Newham 016A,E01003552,1504,51,41,1596
2021,Newham 009B,E01003553,1935,53,33,2021
2021,Newham 009C,E01003554,1782,44,73,1899
2021,Newham 007B,E01003555,1832,24,29,1885
2021,Newham 008A,E01003556,1900,40,29,1969
2021,Newham 006D,E01003557,1842,44,70,1956
2021,Newham 008B,E01003558,1646,33,36,1715
2021,Newham 009D,E01003559,2256,75,59,2390
2021,Newham 011B,E01003560,1643,22,13,1678
2021,Newham 007C,E01003561,1663,31,20,1714
2021,Newham 014A,E01003562,2053,23,24,2100
2021,Newham 011C,E01003563,2563,15,42,2620
2021,Newham 014B,E01003564,2270,35,62,2367
2021,Newham 014C,E01003565,1989,30,70,2089
2021,Newham 014D,E01003566,1885,29,48,1962
2021,Newham 007D,E01003567,1863,27,46,1936
2021,Newham 017A,E01003568,2459,50,77,2586
2021,Newham 017B,E01003569,2350,29,86,2465
2021,Newham 008C,E01003570,1823,35,50,1908
2021,Newham 008D,E01003571,2215,34,28,2277
2021,Newham 008E,E01003572,1614,22,38,1674
2021,Newham 017C,E01003573,2169,112,51,2332
2021,Newham 017D,E01003574,2457,54,39,2550
2021,Newham 005B,E01003575,1612,31,14,1657
2021,Newham 002A,E01003576,1746,36,18,1800
2021,Newham 005C,E01003577,2343,33,11,2387
2021,Newham 003A,E01003578,1932,33,29,1994
2021,Newham 004A,E01003579,1930,19,37,1986
2021,Newham 005D,E01003580,1962,25,14,2001
2021,Newham 002B,E01003581,1740,28,34,1802
2021,Newham 002C,E01003582,1570,14,14,1598
2021,Newham 002D,E01003583,2049,28,19,2096
2021,Newham 003B,E01003584,1830,53,33,1916
2021,Newham 004B,E01003585,1583,20,28,1631
2021,Newham 003C,E01003586,1775,29,29,1833
2021,Newham 004C,E01003587,2433,27,26,2486
2021,Newham 011D,E01003588,1538,11,11,1560
2021,Newham 011E,E01003589,1800,20,36,1856
2021,Newham 003D,E01003590,1558,31,17,1606
2021,Newham 004D,E01003591,2179,47,30,2256
2021,Newham 022B,E01003592,1826,30,32,1888
2021,Newham 027D,E01003593,1456,30,22,1508
2021,Newham 026A,E01003594,1759,31,39,1829
2021,Newham 026B,E01003595,1735,44,34,1813
2021,Newham 016B,E01003596,1668,20,29,1717
2021,Newham 016C,E01003597,2131,34,23,2188
2021,Newham 021A,E01003598,1815,45,34,1894
2021,Newham 022C,E01003599,1558,21,70,1649
2021,Newham 021B,E01003600,1551,37,40,1628
2021,Newham 028A,E01003601,2122,39,40,2201
2021,Newham 026C,E01003602,2112,43,32,2187
2021,Newham 028B,E01003603,1875,36,29,1940
2021,Newham 031D,E01003604,2192,47,51,2290
2021,Newham 028C,E01003605,2006,35,29,2070
2021,Newham 026D,E01003607,1820,38,37,1895
2021,Newham 028D,E01003608,1974,27,33,2034
2021,Newham 041C,E01003611,1906,30,25,1961
2021,Newham 039A,E01003615,1619,49,35,1703
2021,Newham 012A,E01003616,1731,58,57,1846
2021,Newham 012C,E01003618,2131,80,58,2269
2021,Newham 012D,E01003619,2308,90,86,2484
2021,Newham 023C,E01003621,1580,42,28,1650
2021,Newham 023D,E01003622,1766,29,26,1821
2021,Newham 023E,E01003623,1711,27,17,1755
2021,Newham 024E,E01003624,1618,38,36,1692
2021,Newham 015A,E01003625,1618,24,40,1682
2021,Newham 015B,E01003626,1609,23,48,1680
2021,Newham 015C,E01003627,1481,15,29,1525
2021,Newham 015D,E01003628,1621,21,49,1691
2021,Newham 015E,E01003629,1856,26,64,1946
2021,Newham 021C,E01003630,1817,33,40,1890
2021,Newham 020A,E01003631,1747,62,58,1867
2021,Newham 020B,E01003632,2305,58,62,2425
2021,Newham 020C,E01003633,1784,49,25,1858
2021,Newham 020D,E01003634,1668,38,45,1751
2021,Newham 016D,E01003635,1713,44,68,1825
2021,Newham 020E,E01003636,2097,69,31,2197
2021,Newham 021D,E01003637,1818,30,41,1889
2021,Redbridge 017A,E01003638,1850,32,26,1908
2021,Redbridge 013A,E01003639,2173,48,35,2256
2021,Redbridge 013B,E01003640,1889,34,36,1959
2021,Redbridge 013C,E01003641,1945,45,45,2035
2021,Redbridge 013D,E01003642,1699,30,37,1766
2021,Redbridge 017B,E01003643,2191,50,34,2275
2021,Redbridge 017C,E01003644,1623,15,18,1656
2021,Redbridge 017D,E01003645,2680,61,46,2787
2021,Redbridge 012A,E01003646,1839,37,40,1916
2021,Redbridge 015A,E01003647,1906,22,41,1969
2021,Redbridge 012B,E01003648,1466,25,22,1513
2021,Redbridge 012C,E01003649,1619,31,27,1677
2021,Redbridge 015B,E01003650,1723,30,26,1779
2021,Redbridge 012D,E01003651,1468,24,24,1516
2021,Redbridge 015C,E01003652,1565,26,24,1615
2021,Redbridge 015D,E01003653,2095,30,38,2163
2021,Redbridge 004A,E01003654,1638,32,32,1702
2021,Redbridge 004B,E01003655,1496,40,35,1571
2021,Redbridge 005A,E01003656,1500,33,28,1561
2021,Redbridge 005B,E01003657,2120,29,19,2168
2021,Redbridge 004C,E01003658,1652,39,30,1721
2021,Redbridge 005C,E01003659,1698,37,21,1756
2021,Redbridge 004D,E01003660,1714,39,23,1776
2021,Redbridge 038A,E01003661,2153,43,29,2225
2021,Redbridge 038C,E01003662,2029,65,50,2144
2021,Redbridge 037A,E01003663,1911,33,15,1959
2021,Redbridge 037B,E01003664,1864,40,7,1911
2021,Redbridge 037E,E01003665,1667,31,16,1714
2021,Redbridge 038B,E01003666,2816,59,28,2903
2021,Redbridge 007A,E01003668,1613,69,35,1717
2021,Redbridge 007B,E01003669,1473,51,25,1549
2021,Redbridge 007C,E01003670,1448,66,18,1532
2021,Redbridge 007D,E01003671,1497,42,18,1557
2021,Redbridge 007E,E01003672,1629,51,17,1697
2021,Redbridge 007F,E01003673,1818,77,22,1917
2021,Redbridge 007G,E01003674,2301,82,41,2424
2021,Redbridge 036A,E01003675,1668,28,27,1723
2021,Redbridge 036B,E01003676,1899,18,24,1941
2021,Redbridge 036C,E01003677,1740,33,35,1808
2021,Redbridge 036D,E01003678,1587,24,27,1638
2021,Redbridge 036E,E01003679,1708,28,22,1758
2021,Redbridge 036F,E01003680,1602,25,41,1668
2021,Redbridge 036G,E01003681,1951,35,39,2025
2021,Redbridge 036H,E01003682,1809,15,34,1858
2021,Redbridge 040C,E01003683,2096,38,53,2187
2021,Redbridge 040E,E01003684,1822,24,20,1866
2021,Redbridge 040D,E01003685,1888,15,21,1924
2021,Redbridge 040A,E01003686,1961,26,33,2020
2021,Redbridge 040B,E01003688,1777,39,26,1842
2021,Redbridge 039C,E01003689,2145,38,48,2231
2021,Redbridge 035A,E01003690,2057,49,49,2155
2021,Redbridge 035B,E01003691,1547,36,22,1605
2021,Redbridge 035C,E01003692,1583,22,36,1641
2021,Redbridge 035D,E01003693,1657,31,14,1702
2021,Redbridge 035E,E01003694,1417,30,18,1465
2021,Redbridge 035F,E01003695,1467,26,28,1521
2021,Redbridge 035G,E01003696,1733,33,16,1782
2021,Redbridge 035H,E01003697,1665,40,23,1728
