date,geography,geography code,Second address indicator: No second address,Second address indicator: Second address is in the UK,Second address indicator: Second address is outside the UK,Second address indicator: Total: All usual residents
2021,City of London 001A,E01000001,1136,212,126,1474
2021,City of London 001B,E01000002,1112,141,131,1384
2021,City of London 001C,E01000003,1399,135,79,1613
2021,City of London 001E,E01000005,1002,38,61,1101
2021,Barking and Dagenham 016A,E01000006,1786,36,23,1845
2021,Barking and Dagenham 015A,E01000007,2806,54,50,2910
2021,Barking and Dagenham 015B,E01000008,1760,28,11,1799
2021,Barking and Dagenham 016B,E01000009,1745,23,36,1804
2021,Barking and Dagenham 016C,E01000011,1644,26,31,1701
2021,Barking and Dagenham 015D,E01000012,2274,38,35,2347
2021,Barking and Dagenham 013A,E01000013,1823,26,22,1871
2021,Barking and Dagenham 013B,E01000014,1711,28,12,1751
2021,Barking and Dagenham 009A,E01000015,2344,40,34,2418
2021,Barking and Dagenham 009B,E01000016,1802,21,28,1851
2021,Barking and Dagenham 009C,E01000017,1682,24,18,1724
2021,Barking and Dagenham 009D,E01000018,1733,29,14,1776
2021,Barking and Dagenham 023A,E01000019,1612,23,22,1657
2021,Barking and Dagenham 023B,E01000020,2136,38,16,2190
2021,Barking and Dagenham 008A,E01000021,1633,43,17,1693
2021,Barking and Dagenham 008B,E01000022,1428,33,16,1477
2021,Barking and Dagenham 008D,E01000024,1445,22,18,1485
2021,Barking and Dagenham 008E,E01000025,1860,28,32,1920
2021,Barking and Dagenham 001A,E01000027,2030,38,14,2082
2021,Barking and Dagenham 001B,E01000028,1768,24,25,1817
2021,Barking and Dagenham 001C,E01000029,1770,32,16,1818
2021,Barking and Dagenham 001D,E01000030,2484,54,25,2563
2021,Barking and Dagenham 002A,E01000031,1701,47,22,1770
2021,Barking and Dagenham 002B,E01000032,1998,46,34,2078
2021,Barking and Dagenham 006A,E01000033,1506,23,14,1543
2021,Barking and Dagenham 003A,E01000034,1541,24,10,1575
2021,Barking and Dagenham 010A,E01000035,1797,32,28,1857
2021,Barking and Dagenham 010B,E01000036,1409,23,38,1470
2021,Barking and Dagenham 003B,E01000037,1662,26,9,1697
2021,Barking and Dagenham 003C,E01000038,1562,40,14,1616
2021,Barking and Dagenham 003D,E01000039,1710,27,15,1752
2021,Barking and Dagenham 019A,E01000040,1831,28,20,1879
2021,Barking and Dagenham 017A,E01000041,1796,22,25,1843
2021,Barking and Dagenham 017B,E01000042,1830,35,17,1882
2021,Barking and Dagenham 019B,E01000043,1460,27,48,1535
2021,Barking and Dagenham 016D,E01000044,1918,20,48,1986
2021,Barking and Dagenham 017C,E01000045,1680,23,20,1723
2021,Barking and Dagenham 017D,E01000046,1884,36,36,1956
2021,Barking and Dagenham 021C,E01000049,1923,31,19,1973
2021,Barking and Dagenham 019C,E01000050,1784,33,22,1839
2021,Barking and Dagenham 021D,E01000051,1071,23,13,1107
2021,Barking and Dagenham 019D,E01000052,2306,32,31,2369
2021,Barking and Dagenham 020A,E01000053,1561,25,31,1617
2021,Barking and Dagenham 018A,E01000054,1814,40,17,1871
2021,Barking and Dagenham 018B,E01000055,1642,36,27,1705
2021,Barking and Dagenham 018C,E01000056,1668,14,20,1702
2021,Barking and Dagenham 012A,E01000057,1496,28,26,1550
2021,Barking and Dagenham 018D,E01000058,2047,48,40,2135
2021,Barking and Dagenham 013C,E01000059,1644,32,34,1710
2021,Barking and Dagenham 006B,E01000060,2108,45,28,2181
2021,Barking and Dagenham 006C,E01000061,1875,37,13,1925
2021,Barking and Dagenham 006D,E01000062,2141,45,32,2218
2021,Barking and Dagenham 004A,E01000063,1725,36,17,1778
2021,Barking and Dagenham 006E,E01000064,2233,41,24,2298
2021,Barking and Dagenham 007A,E01000065,1942,23,17,1982
2021,Barking and Dagenham 011A,E01000066,2434,38,27,2499
2021,Barking and Dagenham 011B,E01000067,2175,35,27,2237
2021,Barking and Dagenham 016E,E01000068,1717,42,39,1798
2021,Barking and Dagenham 011C,E01000069,2044,32,22,2098
2021,Barking and Dagenham 011D,E01000070,2005,33,35,2073
2021,Barking and Dagenham 011E,E01000071,2490,65,51,2606
2021,Barking and Dagenham 017E,E01000072,2099,30,20,2149
2021,Barking and Dagenham 012B,E01000073,1806,26,16,1848
2021,Barking and Dagenham 012C,E01000074,1719,24,16,1759
2021,Barking and Dagenham 012D,E01000075,1996,46,38,2080
2021,Barking and Dagenham 012E,E01000076,2099,27,35,2161
2021,Barking and Dagenham 008F,E01000077,1663,34,22,1719
2021,Barking and Dagenham 007B,E01000078,1843,36,20,1899
2021,Barking and Dagenham 009E,E01000079,1681,24,12,1717
2021,Barking and Dagenham 007C,E01000080,1722,42,13,1777
2021,Barking and Dagenham 007D,E01000081,1931,18,27,1976
2021,Barking and Dagenham 007E,E01000082,1870,27,16,1913
2021,Barking and Dagenham 007F,E01000083,1877,19,22,1918
2021,Barking and Dagenham 013D,E01000084,1404,14,20,1438
2021,Barking and Dagenham 013E,E01000085,1612,23,9,1644
2021,Barking and Dagenham 013F,E01000086,1395,28,26,1449
2021,Barking and Dagenham 020B,E01000087,1591,25,19,1635
2021,Barking and Dagenham 020C,E01000088,1915,33,27,1975
2021,Barking and Dagenham 020D,E01000089,1782,23,19,1824
2021,Barking and Dagenham 020E,E01000090,1668,23,16,1707
2021,Barking and Dagenham 022A,E01000091,2046,32,13,2091
2021,Barking and Dagenham 022B,E01000093,1765,26,18,1809
2021,Barking and Dagenham 022C,E01000094,2374,53,34,2461
2021,Barking and Dagenham 018E,E01000095,2199,25,26,2250
2021,Barking and Dagenham 022D,E01000096,1621,24,13,1658
2021,Barking and Dagenham 023C,E01000097,1886,24,23,1933
2021,Barking and Dagenham 023D,E01000098,1882,36,18,1936
2021,Barking and Dagenham 023E,E01000099,2696,36,46,2778
2021,Barking and Dagenham 004B,E01000100,1881,24,37,1942
2021,Barking and Dagenham 004C,E01000101,1658,24,17,1699
2021,Barking and Dagenham 007G,E01000102,1745,36,6,1787
2021,Barking and Dagenham 014A,E01000103,1726,32,17,1775
2021,Barking and Dagenham 014B,E01000104,1872,29,14,1915
2021,Barking and Dagenham 014C,E01000105,2261,47,24,2332
2021,Barking and Dagenham 014D,E01000106,2132,53,22,2207
2021,Barking and Dagenham 010C,E01000107,1742,21,23,1786
2021,Barking and Dagenham 010D,E01000108,1854,35,26,1915
2021,Barking and Dagenham 002C,E01000110,1523,28,22,1573
2021,Barking and Dagenham 002D,E01000111,2001,34,121,2156
2021,Barking and Dagenham 002E,E01000112,1890,52,29,1971
2021,Barking and Dagenham 002F,E01000113,1931,40,27,1998
2021,Barking and Dagenham 004E,E01000114,2337,46,36,2419
2021,Barnet 009A,E01000115,1341,26,28,1395
2021,Barnet 009B,E01000116,1692,31,22,1745
2021,Barnet 010A,E01000117,1672,41,23,1736
2021,Barnet 010B,E01000118,1999,28,22,2049
2021,Barnet 009C,E01000119,1722,24,47,1793
2021,Barnet 009D,E01000120,1429,24,42,1495
2021,Barnet 010C,E01000121,1432,28,17,1477
2021,Barnet 009E,E01000122,1445,36,28,1509
2021,Barnet 010D,E01000123,1676,58,28,1762
2021,Barnet 010E,E01000124,1754,70,43,1867
2021,Barnet 026A,E01000126,2154,63,57,2274
2021,Barnet 024B,E01000127,1500,30,26,1556
2021,Barnet 024C,E01000128,1960,49,42,2051
2021,Barnet 024D,E01000129,1558,17,30,1605
2021,Barnet 021A,E01000130,1879,32,28,1939
2021,Barnet 024E,E01000131,1906,63,52,2021
2021,Barnet 021B,E01000132,1569,23,26,1618
2021,Barnet 021C,E01000133,1599,29,17,1645
2021,Barnet 024F,E01000134,1761,29,34,1824
2021,Barnet 038A,E01000135,1573,61,66,1700
2021,Barnet 038B,E01000136,1332,67,87,1486
2021,Barnet 041A,E01000137,1584,33,41,1658
2021,Barnet 040A,E01000138,1541,19,58,1618
2021,Barnet 041B,E01000139,1265,54,69,1388
2021,Barnet 041C,E01000140,1798,77,82,1957
2021,Barnet 039A,E01000141,1768,45,49,1862
2021,Barnet 040B,E01000142,2123,44,69,2236
2021,Barnet 041D,E01000143,1535,100,36,1671
2021,Barnet 038C,E01000144,1533,38,89,1660
2021,Barnet 037A,E01000145,1491,48,74,1613
2021,Barnet 038D,E01000146,1714,78,81,1873
2021,Barnet 043F,E01000147,1810,38,66,1914
2021,Barnet 036A,E01000150,2151,39,65,2255
2021,Barnet 026B,E01000151,1665,30,26,1721
2021,Barnet 026C,E01000152,2597,56,40,2693
2021,Barnet 026D,E01000153,1859,36,34,1929
2021,Barnet 026E,E01000154,1853,38,24,1915
2021,Barnet 022A,E01000156,1915,67,44,2026
2021,Barnet 022B,E01000157,1508,50,24,1582
2021,Barnet 015A,E01000158,1392,42,30,1464
2021,Barnet 015B,E01000159,1688,54,44,1786
2021,Barnet 015C,E01000160,1815,58,83,1956
2021,Barnet 015D,E01000161,1896,74,64,2034
2021,Barnet 015E,E01000162,1588,31,29,1648
2021,Barnet 022C,E01000163,1636,32,25,1693
2021,Barnet 022D,E01000164,1651,31,29,1711
2021,Barnet 022E,E01000165,1716,56,43,1815
2021,Barnet 003A,E01000166,1558,32,30,1620
2021,Barnet 002A,E01000167,1351,18,20,1389
2021,Barnet 003B,E01000168,1432,40,44,1516
2021,Barnet 003C,E01000169,1576,40,15,1631
2021,Barnet 006A,E01000170,1835,49,23,1907
2021,Barnet 006B,E01000171,2217,26,50,2293
2021,Barnet 003D,E01000172,1616,53,21,1690
2021,Barnet 006C,E01000173,1628,33,29,1690
2021,Barnet 006D,E01000174,1697,46,18,1761
2021,Barnet 006E,E01000175,1975,33,23,2031
2021,Barnet 027A,E01000176,1651,41,30,1722
2021,Barnet 029A,E01000177,1570,61,32,1663
2021,Barnet 027B,E01000178,1564,70,39,1673
2021,Barnet 029B,E01000179,1707,52,30,1789
2021,Barnet 029C,E01000180,1518,45,53,1616
2021,Barnet 029D,E01000181,1595,58,35,1688
2021,Barnet 029E,E01000182,1515,56,48,1619
2021,Barnet 033A,E01000183,1437,37,48,1522
2021,Barnet 027C,E01000184,1758,37,77,1872
2021,Barnet 029F,E01000185,1395,48,31,1474
2021,Barnet 014A,E01000186,1696,46,29,1771
2021,Barnet 014B,E01000187,1684,19,34,1737
2021,Barnet 014C,E01000188,1507,27,43,1577
2021,Barnet 014D,E01000189,2367,60,42,2469
2021,Barnet 014E,E01000190,1668,36,27,1731
2021,Barnet 014F,E01000191,1488,33,28,1549
2021,Barnet 018A,E01000192,1925,33,39,1997
2021,Barnet 018B,E01000193,1849,48,51,1948
2021,Barnet 018C,E01000194,1838,29,39,1906
2021,Barnet 013A,E01000195,1951,35,33,2019
2021,Barnet 028A,E01000196,1977,63,84,2124
2021,Barnet 023A,E01000197,1764,49,37,1850
2021,Barnet 025A,E01000198,2085,49,59,2193
2021,Barnet 025B,E01000199,1469,49,62,1580
2021,Barnet 028B,E01000200,1862,42,71,1975
2021,Barnet 028C,E01000201,1454,41,47,1542
2021,Barnet 028D,E01000202,1572,42,59,1673
2021,Barnet 028E,E01000203,1738,51,54,1843
2021,Barnet 025C,E01000204,1595,64,42,1701
2021,Barnet 035A,E01000205,1450,32,24,1506
2021,Barnet 033B,E01000206,1300,64,137,1501
2021,Barnet 033C,E01000207,1464,58,57,1579
2021,Barnet 033D,E01000208,1502,54,73,1629
2021,Barnet 035B,E01000209,1390,55,38,1483
2021,Barnet 033E,E01000210,1435,78,35,1548
2021,Barnet 035C,E01000211,1987,56,85,2128
2021,Barnet 035D,E01000212,1267,34,46,1347
2021,Barnet 033F,E01000213,1247,45,59,1351
2021,Barnet 038E,E01000214,1446,100,81,1627
2021,Barnet 037B,E01000215,2058,45,42,2145
2021,Barnet 035E,E01000216,1859,45,74,1978
2021,Barnet 035F,E01000217,1705,18,62,1785
2021,Barnet 037C,E01000218,1784,31,32,1847
2021,Barnet 037D,E01000219,2108,46,42,2196
2021,Barnet 037E,E01000220,1822,24,44,1890
2021,Barnet 039B,E01000221,1362,32,18,1412
2021,Barnet 040C,E01000222,1941,27,70,2038
2021,Barnet 039C,E01000223,1965,32,34,2031
2021,Barnet 040D,E01000224,1609,31,52,1692
2021,Barnet 037F,E01000225,1820,24,23,1867
2021,Barnet 018D,E01000226,1683,21,35,1739
2021,Barnet 018E,E01000227,1794,34,41,1869
2021,Barnet 007A,E01000228,1384,21,31,1436
2021,Barnet 013B,E01000229,1604,37,29,1670
2021,Barnet 013C,E01000230,1877,40,42,1959
2021,Barnet 013D,E01000231,1736,19,34,1789
2021,Barnet 013E,E01000232,1789,32,50,1871
2021,Barnet 013F,E01000233,1869,27,39,1935
2021,Barnet 021D,E01000234,1710,38,33,1781
2021,Barnet 021E,E01000235,1792,25,45,1862
2021,Barnet 034A,E01000236,1861,41,50,1952
2021,Barnet 032A,E01000237,1955,68,77,2100
2021,Barnet 034B,E01000238,1959,85,52,2096
2021,Barnet 031A,E01000239,1913,71,75,2059
2021,Barnet 031B,E01000240,1644,47,43,1734
2021,Barnet 031C,E01000241,1681,53,54,1788
2021,Barnet 032B,E01000242,1499,52,50,1601
2021,Barnet 032C,E01000243,1958,66,139,2163
2021,Barnet 032D,E01000244,1437,98,102,1637
2021,Barnet 032E,E01000245,1940,63,54,2057
2021,Barnet 002B,E01000246,1438,38,42,1518
2021,Barnet 002C,E01000247,1609,49,38,1696
2021,Barnet 001A,E01000248,1607,55,41,1703
2021,Barnet 001B,E01000249,1545,47,21,1613
2021,Barnet 001C,E01000250,2495,62,52,2609
2021,Barnet 002D,E01000251,2158,63,37,2258
2021,Barnet 002E,E01000252,1632,46,37,1715
2021,Barnet 007B,E01000253,1888,51,42,1981
2021,Barnet 001D,E01000254,1466,73,60,1599
2021,Barnet 017A,E01000255,1616,51,32,1699
2021,Barnet 016A,E01000256,1841,38,49,1928
2021,Barnet 017B,E01000257,1979,58,53,2090
2021,Barnet 016B,E01000258,1768,55,68,1891
2021,Barnet 025D,E01000259,2507,58,78,2643
2021,Barnet 025E,E01000260,2068,42,56,2166
2021,Barnet 017C,E01000261,1558,100,110,1768
2021,Barnet 016C,E01000263,1452,42,31,1525
2021,Barnet 016D,E01000264,1743,33,47,1823
2021,Barnet 011A,E01000265,1847,49,26,1922
2021,Barnet 011B,E01000266,1372,33,31,1436
2021,Barnet 005A,E01000267,1454,42,32,1528
2021,Barnet 005B,E01000268,1967,70,38,2075
2021,Barnet 005C,E01000269,1341,30,15,1386
2021,Barnet 005D,E01000270,1478,40,27,1545
2021,Barnet 008A,E01000271,1568,42,28,1638
2021,Barnet 008B,E01000272,1361,35,28,1424
2021,Barnet 008C,E01000273,1585,53,32,1670
2021,Barnet 011C,E01000274,1882,25,29,1936
2021,Barnet 012A,E01000275,1644,40,56,1740
2021,Barnet 020A,E01000276,1479,33,23,1535
2021,Barnet 012B,E01000277,1546,57,49,1652
2021,Barnet 020B,E01000278,1408,33,38,1479
2021,Barnet 007C,E01000279,1222,39,104,1365
2021,Barnet 007D,E01000280,1255,38,44,1337
2021,Barnet 008D,E01000281,1683,51,55,1789
2021,Barnet 008E,E01000282,1725,52,31,1808
2021,Barnet 012C,E01000283,1300,38,31,1369
2021,Barnet 012D,E01000284,1726,33,47,1806
2021,Barnet 004A,E01000285,1455,35,23,1513
2021,Barnet 007E,E01000286,1682,20,13,1715
2021,Barnet 004B,E01000287,1588,23,20,1631
2021,Barnet 004C,E01000288,1496,31,21,1548
2021,Barnet 004D,E01000289,1533,33,17,1583
2021,Barnet 007F,E01000290,1560,31,30,1621
2021,Barnet 004E,E01000291,1512,32,14,1558
2021,Barnet 001E,E01000292,1463,41,40,1544
2021,Barnet 001F,E01000293,1677,59,39,1775
2021,Barnet 004F,E01000294,1743,42,26,1811
2021,Barnet 023B,E01000295,1519,40,56,1615
2021,Barnet 023C,E01000296,1682,47,56,1785
2021,Barnet 027D,E01000297,1346,38,37,1421
2021,Barnet 023D,E01000298,1609,52,49,1710
2021,Barnet 019A,E01000299,2101,67,51,2219
2021,Barnet 019B,E01000300,1584,45,38,1667
2021,Barnet 020C,E01000301,1396,48,52,1496
2021,Barnet 019C,E01000302,1692,62,45,1799
2021,Barnet 020D,E01000303,1426,44,32,1502
2021,Barnet 020E,E01000304,1466,46,44,1556
2021,Barnet 036B,E01000305,1539,31,51,1621
2021,Barnet 036C,E01000306,1887,32,52,1971
2021,Barnet 039D,E01000307,1598,20,32,1650
2021,Barnet 036D,E01000308,1991,57,62,2110
2021,Barnet 031D,E01000309,1929,66,56,2051
2021,Barnet 034C,E01000310,2087,38,69,2194
2021,Barnet 034D,E01000311,1689,40,41,1770
2021,Barnet 036E,E01000312,1700,41,27,1768
2021,Barnet 036F,E01000313,1800,41,60,1901
2021,Barnet 032F,E01000314,1991,85,90,2166
2021,Barnet 022F,E01000315,1636,38,25,1699
2021,Barnet 027E,E01000316,2154,77,56,2287
2021,Barnet 019D,E01000317,1486,55,41,1582
2021,Barnet 019E,E01000318,1855,41,29,1925
2021,Barnet 027F,E01000319,1354,31,17,1402
2021,Barnet 011D,E01000320,1814,51,68,1933
2021,Barnet 012E,E01000321,1846,56,58,1960
2021,Barnet 011E,E01000322,1777,41,41,1859
2021,Barnet 019F,E01000323,2253,49,66,2368
2021,Barnet 015F,E01000324,1752,34,43,1829
2021,Bexley 014A,E01000325,1598,33,16,1647
2021,Bexley 014B,E01000326,1348,23,10,1381
2021,Bexley 017A,E01000327,1584,28,16,1628
2021,Bexley 017B,E01000328,1574,41,20,1635
2021,Bexley 017C,E01000329,1631,41,24,1696
2021,Bexley 017D,E01000330,1608,28,20,1656
2021,Bexley 017E,E01000331,1637,41,11,1689
2021,Bexley 005A,E01000332,1527,44,22,1593
2021,Bexley 003A,E01000333,1855,46,16,1917
2021,Bexley 006A,E01000334,1626,44,5,1675
2021,Bexley 003B,E01000335,2596,83,46,2725
2021,Bexley 003C,E01000336,1924,56,18,1998
2021,Bexley 003D,E01000337,1684,35,17,1736
2021,Bexley 003E,E01000338,1777,55,22,1854
2021,Bexley 025A,E01000339,1553,46,20,1619
2021,Bexley 018A,E01000340,1533,38,14,1585
2021,Bexley 022A,E01000341,1504,29,9,1542
2021,Bexley 022B,E01000342,1491,27,6,1524
2021,Bexley 022C,E01000343,1475,26,8,1509
2021,Bexley 025B,E01000344,1538,44,10,1592
2021,Bexley 022D,E01000345,1291,43,8,1342
2021,Bexley 021A,E01000346,1552,24,12,1588
2021,Bexley 021B,E01000347,1463,48,10,1521
2021,Bexley 020A,E01000348,1476,35,4,1515
2021,Bexley 020B,E01000349,1664,35,24,1723
2021,Bexley 021C,E01000350,1430,41,15,1486
2021,Bexley 024A,E01000351,1568,34,10,1612
2021,Bexley 021D,E01000352,1564,41,13,1618
2021,Bexley 011A,E01000353,1585,30,22,1637
2021,Bexley 011B,E01000354,1461,23,8,1492
2021,Bexley 011C,E01000355,1395,38,8,1441
2021,Bexley 009A,E01000356,1528,28,12,1568
2021,Bexley 009B,E01000357,1366,30,7,1403
2021,Bexley 011D,E01000358,1617,32,9,1658
2021,Bexley 009C,E01000359,1222,26,15,1263
2021,Bexley 015A,E01000360,1838,52,20,1910
2021,Bexley 020C,E01000361,1540,40,11,1591
2021,Bexley 015B,E01000362,1794,49,21,1864
2021,Bexley 020D,E01000363,1486,48,25,1559
2021,Bexley 023A,E01000364,1635,45,18,1698
2021,Bexley 015C,E01000365,1666,38,24,1728
2021,Bexley 015D,E01000366,1602,28,9,1639
2021,Bexley 010A,E01000367,2204,50,12,2266
2021,Bexley 010B,E01000368,1649,25,6,1680
2021,Bexley 014C,E01000369,1688,26,13,1727
2021,Bexley 014D,E01000370,1496,31,30,1557
2021,Bexley 014E,E01000371,1587,22,11,1620
2021,Bexley 010C,E01000372,1651,32,9,1692
2021,Bexley 008A,E01000373,1280,33,12,1325
2021,Bexley 019A,E01000374,1549,24,7,1580
2021,Bexley 019B,E01000375,2051,58,19,2128
2021,Bexley 019C,E01000376,1575,25,14,1614
2021,Bexley 019D,E01000377,1415,43,16,1474
2021,Bexley 019F,E01000379,1666,39,7,1712
2021,Bexley 010D,E01000380,1680,49,7,1736
2021,Bexley 028A,E01000381,1561,46,10,1617
2021,Bexley 027A,E01000382,1517,40,14,1571
2021,Bexley 028B,E01000383,1542,39,12,1593
2021,Bexley 027B,E01000384,1621,80,18,1719
2021,Bexley 028C,E01000385,1953,33,20,2006
2021,Bexley 028D,E01000386,1477,47,13,1537
2021,Bexley 027C,E01000387,1518,31,9,1558
2021,Bexley 016A,E01000388,1465,37,11,1513
2021,Bexley 020E,E01000389,1636,54,8,1698
2021,Bexley 020F,E01000390,1291,30,11,1332
2021,Bexley 021E,E01000391,1686,37,25,1748
2021,Bexley 016B,E01000392,1893,37,26,1956
2021,Bexley 020G,E01000393,1630,31,34,1695
2021,Bexley 015E,E01000394,1574,35,19,1628
2021,Bexley 018B,E01000395,1495,26,8,1529
2021,Bexley 018C,E01000396,1414,26,13,1453
2021,Bexley 029A,E01000398,1550,29,14,1593
2021,Bexley 029B,E01000399,1528,31,12,1571
2021,Bexley 029C,E01000400,1528,24,21,1573
2021,Bexley 013A,E01000401,1747,53,16,1816
2021,Bexley 005B,E01000402,1539,53,13,1605
2021,Bexley 004A,E01000403,2329,47,27,2403
2021,Bexley 004B,E01000404,2340,66,16,2422
2021,Bexley 004C,E01000405,1525,27,25,1577
2021,Bexley 005C,E01000406,2068,57,19,2144
2021,Bexley 005D,E01000407,1812,40,18,1870
2021,Bexley 004D,E01000408,1708,48,18,1774
2021,Bexley 016C,E01000409,1707,22,14,1743
2021,Bexley 018D,E01000410,1604,34,22,1660
2021,Bexley 016D,E01000411,1459,26,9,1494
2021,Bexley 018E,E01000412,1696,47,23,1766
2021,Bexley 018F,E01000413,1310,28,9,1347
2021,Bexley 016E,E01000414,1837,41,19,1897
2021,Bexley 016F,E01000415,1429,29,7,1465
2021,Bexley 002A,E01000416,1547,44,40,1631
2021,Bexley 006B,E01000417,1685,37,18,1740
2021,Bexley 002B,E01000418,1877,47,23,1947
2021,Bexley 006C,E01000419,1441,25,29,1495
2021,Bexley 006D,E01000420,1483,28,11,1522
2021,Bexley 009D,E01000421,1487,24,10,1521
2021,Bexley 002C,E01000422,1300,30,8,1338
2021,Bexley 025C,E01000423,1563,33,11,1607
2021,Bexley 026A,E01000424,1621,88,18,1727
2021,Bexley 025D,E01000425,1753,34,14,1801
2021,Bexley 026B,E01000426,1616,45,11,1672
2021,Bexley 026C,E01000427,1926,71,14,2011
2021,Bexley 027D,E01000428,1810,71,21,1902
2021,Bexley 008B,E01000429,1651,27,15,1693
2021,Bexley 008C,E01000430,1988,35,27,2050
2021,Bexley 008D,E01000431,1168,22,10,1200
2021,Bexley 008F,E01000433,1888,44,25,1957
2021,Bexley 008G,E01000434,1554,28,11,1593
2021,Bexley 010E,E01000435,1451,27,12,1490
2021,Bexley 011E,E01000436,1704,45,9,1758
2021,Bexley 007A,E01000437,1343,26,4,1373
2021,Bexley 007B,E01000438,1649,33,6,1688
2021,Bexley 007C,E01000439,1384,34,6,1424
2021,Bexley 007D,E01000440,1349,30,6,1385
2021,Bexley 007E,E01000441,1752,26,23,1801
2021,Bexley 006E,E01000442,1639,23,14,1676
2021,Bexley 024B,E01000443,1275,42,13,1330
2021,Bexley 023B,E01000444,1582,37,23,1642
2021,Bexley 024C,E01000445,1585,68,13,1666
2021,Bexley 024D,E01000446,1457,43,6,1506
2021,Bexley 023C,E01000447,1894,39,26,1959
2021,Bexley 023D,E01000448,1306,24,18,1348
2021,Bexley 023E,E01000449,1489,49,24,1562
2021,Bexley 009E,E01000450,1750,31,21,1802
2021,Bexley 009F,E01000451,1706,25,19,1750
2021,Bexley 009G,E01000452,1370,33,16,1419
2021,Bexley 013B,E01000453,1441,22,13,1476
2021,Bexley 013C,E01000454,1583,39,11,1633
2021,Bexley 013D,E01000455,1741,32,19,1792
2021,Bexley 013E,E01000456,1369,30,23,1422
2021,Bexley 026D,E01000457,1918,230,27,2175
2021,Bexley 027E,E01000458,1458,71,13,1542
2021,Bexley 027F,E01000459,1757,101,11,1869
2021,Bexley 022E,E01000460,1204,36,21,1261
2021,Bexley 024E,E01000461,1554,66,17,1637
2021,Bexley 026E,E01000462,1821,203,30,2054
2021,Bexley 025E,E01000463,1214,34,3,1251
2021,Bexley 002D,E01000464,1476,23,19,1518
2021,Bexley 002E,E01000465,1643,35,12,1690
2021,Bexley 001A,E01000466,1653,33,28,1714
2021,Bexley 001B,E01000467,1625,28,26,1679
2021,Bexley 001C,E01000468,2844,46,42,2932
2021,Bexley 001D,E01000469,1683,28,27,1738
2021,Bexley 002F,E01000470,1265,26,16,1307
2021,Brent 026A,E01000471,1673,19,29,1721
2021,Brent 029A,E01000472,2299,42,63,2404
2021,Brent 029B,E01000473,2591,58,54,2703
2021,Brent 026B,E01000474,2222,25,25,2272
2021,Brent 029C,E01000475,2075,19,30,2124
2021,Brent 026C,E01000476,2098,67,31,2196
2021,Brent 026D,E01000477,2303,41,32,2376
2021,Brent 029D,E01000478,2402,65,61,2528
2021,Brent 009A,E01000479,1656,34,69,1759
2021,Brent 006A,E01000480,1608,35,47,1690
2021,Brent 009B,E01000481,1552,43,40,1635
2021,Brent 009D,E01000483,1777,26,49,1852
2021,Brent 006B,E01000484,1725,23,17,1765
2021,Brent 006C,E01000485,1539,26,39,1604
2021,Brent 006D,E01000486,1617,22,59,1698
2021,Brent 006E,E01000487,1871,73,43,1987
2021,Brent 022A,E01000488,1507,59,82,1648
2021,Brent 030A,E01000489,1607,41,80,1728
2021,Brent 023A,E01000490,1633,91,47,1771
2021,Brent 030B,E01000491,1888,93,87,2068
2021,Brent 030C,E01000492,1200,38,34,1272
2021,Brent 030D,E01000493,1499,43,58,1600
2021,Brent 023B,E01000494,1616,68,77,1761
2021,Brent 023C,E01000495,1481,60,50,1591
2021,Brent 011A,E01000497,1990,23,58,2071
2021,Brent 010B,E01000498,1634,12,36,1682
2021,Brent 011B,E01000499,1805,42,49,1896
2021,Brent 011C,E01000501,1963,41,28,2032
2021,Brent 011D,E01000502,1810,29,43,1882
2021,Brent 011E,E01000503,2014,37,42,2093
2021,Brent 018A,E01000504,1688,68,44,1800
2021,Brent 018B,E01000505,1587,49,43,1679
2021,Brent 014A,E01000506,1604,25,28,1657
2021,Brent 018C,E01000507,1502,55,60,1617
2021,Brent 025A,E01000508,2518,46,50,2614
2021,Brent 014B,E01000509,1395,13,31,1439
2021,Brent 014C,E01000510,1596,38,38,1672
2021,Brent 014D,E01000511,1708,28,34,1770
2021,Brent 018D,E01000512,1615,51,37,1703
2021,Brent 002A,E01000513,1613,18,47,1678
2021,Brent 002B,E01000514,1503,35,33,1571
2021,Brent 003A,E01000515,1793,38,44,1875
2021,Brent 002C,E01000516,2254,29,62,2345
2021,Brent 003B,E01000517,1526,44,53,1623
2021,Brent 005A,E01000518,1859,25,31,1915
2021,Brent 005B,E01000519,1925,43,45,2013
2021,Brent 002D,E01000520,1595,39,43,1677
2021,Brent 025B,E01000521,2187,46,42,2275
2021,Brent 025C,E01000522,1972,40,35,2047
2021,Brent 031A,E01000523,2223,50,24,2297
2021,Brent 031B,E01000524,2351,38,33,2422
2021,Brent 031C,E01000525,1779,44,27,1850
2021,Brent 025D,E01000526,2107,48,42,2197
2021,Brent 025E,E01000527,1806,42,26,1874
2021,Brent 025F,E01000528,1669,28,28,1725
2021,Brent 033A,E01000530,1732,47,44,1823
2021,Brent 033B,E01000531,1663,89,47,1799
2021,Brent 033C,E01000532,1420,54,34,1508
2021,Brent 031E,E01000533,2083,56,33,2172
2021,Brent 033D,E01000534,1661,64,23,1748
2021,Brent 031F,E01000535,1928,74,51,2053
2021,Brent 004A,E01000536,1503,29,29,1561
2021,Brent 004B,E01000538,1566,21,35,1622
2021,Brent 004C,E01000539,1521,16,44,1581
