date,geography,geography code,Migrant indicator: Address one year ago is student term-time or boarding school address in the UK,Migrant indicator: Address one year ago is the same as the address of enumeration,Migrant indicator: Migrant from outside the UK: Address one year ago was outside the UK,Migrant indicator: Migrant from within the UK: Address one year ago was in the UK,Migrant indicator: Total: All usual residents
2021,Bromley 036B,E01000750,3,1330,3,113,1449
2021,Bromley 036C,E01000751,2,2035,19,184,2240
2021,Bromley 036D,E01000752,3,1595,13,125,1736
2021,Bromley 031A,E01000753,4,1788,15,118,1925
2021,Bromley 031B,E01000754,1,1591,19,142,1753
2021,Bromley 031C,E01000755,9,1511,3,100,1623
2021,Bromley 033D,E01000756,2,1564,14,117,1697
2021,Bromley 031D,E01000757,8,1475,8,74,1565
2021,Bromley 031E,E01000758,5,1318,12,109,1444
2021,Bromley 034A,E01000759,6,1537,6,91,1640
2021,Bromley 034B,E01000760,4,1461,3,146,1614
2021,Bromley 034C,E01000761,7,1446,2,81,1536
2021,Bromley 018D,E01000762,3,1551,6,165,1725
2021,Bromley 027A,E01000763,6,1354,8,97,1465
2021,Bromley 027B,E01000764,6,1662,8,126,1802
2021,Bromley 034D,E01000765,9,1639,4,123,1775
2021,Bromley 027C,E01000766,6,1701,2,94,1803
2021,Bromley 027D,E01000767,8,1534,7,73,1622
2021,Bromley 034E,E01000768,0,1397,3,97,1497
2021,Bromley 024A,E01000769,3,1282,8,88,1381
2021,Bromley 012D,E01000770,5,1403,5,99,1512
2021,Bromley 041C,E01000771,3,1538,13,97,1651
2021,Bromley 012E,E01000772,6,1423,10,129,1568
2021,Bromley 024B,E01000773,4,1492,10,75,1581
2021,Bromley 041D,E01000774,0,1376,9,96,1481
2021,Bromley 024C,E01000775,6,2074,16,172,2268
2021,Bromley 024D,E01000777,5,1472,15,122,1614
2021,Bromley 024E,E01000778,7,1482,13,106,1608
2021,Bromley 001A,E01000779,2,1249,10,129,1390
2021,Bromley 001B,E01000780,3,1490,5,95,1593
2021,Bromley 001C,E01000781,1,1431,10,105,1547
2021,Bromley 001D,E01000782,3,1414,16,89,1522
2021,Bromley 001E,E01000783,1,1460,7,129,1597
2021,Bromley 002E,E01000784,1,1436,17,85,1539
2021,Bromley 001F,E01000785,4,1446,4,106,1560
2021,Bromley 032A,E01000786,3,1355,6,82,1446
2021,Bromley 029C,E01000787,0,1351,4,115,1470
2021,Bromley 029D,E01000788,3,1494,9,97,1603
2021,Bromley 032B,E01000789,1,1725,7,98,1831
2021,Bromley 028C,E01000790,8,1954,47,266,2275
2021,Bromley 029E,E01000791,7,1366,5,121,1499
2021,Bromley 032C,E01000792,4,1340,10,136,1490
2021,Bromley 032D,E01000793,8,1407,7,127,1549
2021,Bromley 035E,E01000794,4,1442,9,79,1534
2021,Bromley 032E,E01000795,5,1272,10,75,1362
2021,Bromley 009C,E01000796,5,1430,10,73,1518
2021,Bromley 013E,E01000797,2,1431,18,181,1632
2021,Bromley 009D,E01000798,3,1374,2,122,1501
2021,Bromley 004A,E01000799,4,1584,24,170,1782
2021,Bromley 009E,E01000800,3,1453,14,174,1644
2021,Bromley 015E,E01000801,3,1346,9,138,1496
2021,Bromley 004B,E01000802,4,1619,11,173,1807
2021,Bromley 004C,E01000803,8,1405,10,167,1590
2021,Bromley 004D,E01000804,7,1362,10,78,1457
2021,Bromley 004E,E01000805,4,1464,17,191,1676
2021,Bromley 009F,E01000806,1,1469,17,207,1694
2021,Bromley 022C,E01000807,7,1496,19,127,1649
2021,Bromley 025A,E01000808,4,1443,5,93,1545
2021,Bromley 022D,E01000809,7,1448,14,56,1525
2021,Bromley 025B,E01000810,5,1414,3,107,1529
2021,Bromley 025C,E01000811,2,1234,10,97,1343
2021,Bromley 028D,E01000812,1,1488,17,113,1619
2021,Bromley 025D,E01000813,1,1466,3,79,1549
2021,Bromley 028E,E01000814,2,1428,6,71,1507
2021,Bromley 025E,E01000815,1,1427,2,72,1502
2021,Bromley 040A,E01000816,5,1414,14,75,1508
2021,Bromley 040B,E01000818,0,1531,13,118,1662
2021,Bromley 040C,E01000819,6,1628,13,176,1823
2021,Bromley 008C,E01000820,2,1418,10,161,1591
2021,Bromley 008D,E01000822,4,1446,12,132,1594
2021,Bromley 008E,E01000823,4,1503,13,151,1671
2021,Bromley 008F,E01000824,3,1217,17,153,1390
2021,Bromley 008G,E01000825,1,1425,21,182,1629
2021,Bromley 021A,E01000826,8,1524,7,91,1630
2021,Bromley 021B,E01000827,1,1587,10,148,1746
2021,Bromley 011E,E01000828,4,1544,18,120,1686
2021,Bromley 018E,E01000829,5,1606,12,127,1750
2021,Bromley 021C,E01000830,10,1486,12,103,1611
2021,Bromley 021D,E01000831,5,1514,17,150,1686
2021,Bromley 030A,E01000832,3,1448,9,96,1556
2021,Bromley 021E,E01000833,9,1379,0,53,1441
2021,Bromley 027E,E01000834,3,1301,1,51,1356
2021,Bromley 030B,E01000835,9,1582,25,128,1744
2021,Bromley 030C,E01000836,7,1251,3,119,1380
2021,Bromley 030D,E01000837,3,1434,10,111,1558
2021,Bromley 030E,E01000838,1,1333,3,88,1425
2021,Bromley 030F,E01000839,4,1286,8,82,1380
2021,Bromley 030G,E01000840,5,1398,1,82,1486
2021,Bromley 030H,E01000841,5,1575,7,96,1683
2021,Camden 011A,E01000842,3,1154,49,203,1409
2021,Camden 014A,E01000843,13,925,45,203,1186
2021,Camden 011B,E01000844,14,1297,46,248,1605
2021,Camden 014B,E01000845,13,1225,46,190,1474
2021,Camden 014C,E01000846,4,1332,21,80,1437
2021,Camden 014D,E01000847,13,1394,42,135,1584
2021,Camden 011C,E01000848,7,1180,62,224,1473
2021,Camden 011D,E01000849,6,1047,42,251,1346
2021,Camden 026A,E01000850,76,835,184,323,1418
2021,Camden 026B,E01000851,68,702,248,454,1472
2021,Camden 029H,E01000853,35,1177,41,146,1399
2021,Camden 028A,E01000855,50,881,105,265,1301
2021,Camden 019A,E01000856,39,1289,61,189,1578
2021,Camden 018A,E01000857,8,1198,33,137,1376
2021,Camden 018B,E01000858,32,1599,82,205,1918
2021,Camden 018C,E01000859,11,1188,41,204,1444
2021,Camden 018D,E01000860,1,943,39,122,1105
2021,Camden 019B,E01000861,47,1000,46,262,1355
2021,Camden 018E,E01000862,23,1308,61,270,1662
2021,Camden 021A,E01000863,48,974,106,342,1470
2021,Camden 009A,E01000866,32,1642,18,241,1933
2021,Camden 015C,E01000867,61,1336,58,266,1721
2021,Camden 015D,E01000868,24,1523,25,152,1724
2021,Camden 015E,E01000869,70,1460,49,356,1935
2021,Camden 009B,E01000870,8,1382,29,157,1576
2021,Camden 005A,E01000871,10,1405,43,186,1644
2021,Camden 005B,E01000872,8,1373,46,297,1724
2021,Camden 005C,E01000873,5,1285,26,253,1569
2021,Camden 005D,E01000874,13,1234,31,189,1467
2021,Camden 013A,E01000875,4,1227,40,283,1554
2021,Camden 013B,E01000876,14,1551,39,297,1901
2021,Camden 005E,E01000877,8,1096,44,298,1446
2021,Camden 004A,E01000878,7,1373,57,262,1699
2021,Camden 004B,E01000879,8,1022,80,176,1286
2021,Camden 004C,E01000880,5,1145,49,200,1399
2021,Camden 008A,E01000881,7,1053,92,213,1365
2021,Camden 008B,E01000882,9,1156,46,222,1433
2021,Camden 008C,E01000883,29,1092,67,306,1494
2021,Camden 004D,E01000884,14,1242,19,168,1443
2021,Camden 004E,E01000885,6,1104,36,121,1267
2021,Camden 006A,E01000886,3,1184,12,124,1323
2021,Camden 006B,E01000887,6,1119,48,205,1378
2021,Camden 006C,E01000888,12,1293,18,134,1457
2021,Camden 007A,E01000889,9,1636,15,94,1754
2021,Camden 007B,E01000890,6,1197,13,80,1296
2021,Camden 007C,E01000891,20,1280,31,142,1473
2021,Camden 006D,E01000892,18,1441,44,259,1762
2021,Camden 002A,E01000893,15,1175,27,152,1369
2021,Camden 002B,E01000894,9,1003,56,192,1260
2021,Camden 002C,E01000895,8,1232,71,219,1530
2021,Camden 002D,E01000896,11,1158,39,216,1424
2021,Camden 008D,E01000897,8,1274,48,202,1532
2021,Camden 008E,E01000898,13,1253,78,222,1566
2021,Camden 002E,E01000899,2,1272,41,229,1544
2021,Camden 012A,E01000900,24,1415,18,209,1666
2021,Camden 007D,E01000901,7,1779,30,135,1951
2021,Camden 012B,E01000902,15,1233,35,123,1406
2021,Camden 006E,E01000903,6,1172,37,185,1400
2021,Camden 012C,E01000904,31,1663,57,297,2048
2021,Camden 012D,E01000905,23,1650,22,159,1854
2021,Camden 012E,E01000906,17,1105,49,259,1430
2021,Camden 001A,E01000907,3,1319,17,125,1464
2021,Camden 001B,E01000908,7,1365,7,134,1513
2021,Camden 001C,E01000909,5,1344,16,173,1538
2021,Camden 003A,E01000910,15,1134,27,157,1333
2021,Camden 003B,E01000911,13,1284,9,117,1423
2021,Camden 001D,E01000912,12,1408,26,129,1575
2021,Camden 001E,E01000913,5,1374,34,179,1592
2021,Camden 028B,E01000914,90,989,95,234,1408
2021,Camden 027A,E01000915,29,1327,47,112,1515
2021,Camden 027B,E01000916,61,1427,97,259,1844
2021,Camden 027C,E01000917,19,1481,29,114,1643
2021,Camden 028C,E01000918,110,1293,132,249,1784
2021,Camden 028D,E01000919,56,1076,123,181,1436
2021,Camden 027D,E01000920,50,1292,66,208,1616
2021,Camden 003C,E01000921,24,1461,46,326,1857
2021,Camden 007E,E01000922,48,1287,156,415,1906
2021,Camden 003D,E01000923,16,1207,19,188,1430
2021,Camden 009C,E01000924,26,1264,26,244,1560
2021,Camden 009D,E01000925,16,1274,14,181,1485
2021,Camden 009E,E01000926,30,1169,30,229,1458
2021,Camden 007F,E01000927,27,1201,43,246,1517
2021,Camden 003E,E01000928,17,1435,34,210,1696
2021,Camden 020A,E01000929,11,1642,29,216,1898
2021,Camden 020B,E01000930,10,1679,71,296,2056
2021,Camden 013C,E01000931,4,1629,51,336,2020
2021,Camden 013D,E01000932,19,1316,58,347,1740
2021,Camden 020C,E01000933,14,1393,41,303,1751
2021,Camden 020D,E01000934,6,1330,23,147,1506
2021,Camden 020E,E01000935,6,1410,14,150,1580
2021,Camden 029G,E01000937,82,588,216,229,1115
2021,Camden 029A,E01000938,51,1004,65,230,1350
2021,Camden 029B,E01000939,57,1103,89,185,1434
2021,Camden 029D,E01000941,11,1070,25,81,1187
2021,Camden 029C,E01000942,45,614,99,251,1009
2021,Camden 029F,E01000943,118,654,384,428,1584
2021,Camden 023A,E01000944,46,1213,53,142,1454
2021,Camden 021B,E01000946,30,1223,54,234,1541
2021,Camden 021C,E01000947,118,1101,81,353,1653
2021,Camden 021D,E01000948,32,1237,58,191,1518
2021,Camden 023C,E01000949,25,1396,46,114,1581
2021,Camden 023E,E01000951,31,1292,67,128,1518
2021,Camden 022A,E01000952,68,1361,39,212,1680
2021,Camden 022C,E01000954,25,1552,33,117,1727
2021,Camden 022D,E01000955,21,1186,27,98,1332
2021,Camden 022E,E01000956,35,1246,56,156,1493
2021,Camden 019C,E01000957,28,1026,20,230,1304
2021,Camden 019D,E01000958,122,1864,326,599,2911
2021,Camden 019E,E01000959,72,1311,64,231,1678
2021,Camden 017A,E01000960,23,1426,66,330,1845
2021,Camden 017B,E01000961,14,1522,47,187,1770
2021,Camden 016A,E01000962,14,1157,49,302,1522
2021,Camden 017C,E01000963,14,1444,153,282,1893
2021,Camden 016B,E01000964,12,1408,54,237,1711
2021,Camden 016C,E01000965,6,1329,60,301,1696
2021,Camden 016D,E01000966,13,1266,30,280,1589
2021,Camden 017D,E01000967,4,1261,48,204,1517
2021,Camden 016E,E01000968,13,1109,41,291,1454
2021,Camden 010A,E01000969,24,1320,48,415,1807
2021,Camden 010B,E01000970,9,1043,35,299,1386
2021,Camden 010C,E01000971,9,1059,27,216,1311
2021,Camden 010D,E01000972,17,1589,71,268,1945
2021,Camden 010E,E01000973,36,1892,100,500,2528
2021,Camden 013E,E01000974,11,1261,21,281,1574
2021,Croydon 022A,E01000975,6,1920,51,326,2303
2021,Croydon 022B,E01000976,5,1829,17,262,2113
2021,Croydon 022C,E01000977,5,1657,34,222,1918
2021,Croydon 022D,E01000978,2,1451,19,225,1697
2021,Croydon 022E,E01000979,3,1500,20,206,1729
2021,Croydon 017A,E01000980,2,1339,9,123,1473
2021,Croydon 017B,E01000981,4,1551,8,149,1712
2021,Croydon 017C,E01000982,3,1492,8,149,1652
2021,Croydon 017D,E01000983,4,1637,10,139,1790
2021,Croydon 022F,E01000984,4,1628,21,194,1847
2021,Croydon 021A,E01000985,6,1372,6,59,1443
2021,Croydon 021B,E01000986,2,1585,16,158,1761
