date,geography,geography code,Religion: Buddhist,Religion: Christian,Religion: Hindu,Religion: Jewish,Religion: Muslim,Religion: No religion,Religion: Not answered,Religion: Other religion,Religion: Sikh,Religion: Total: All usual residents
2021,Hillingdon 001A,E01002473,2,455,465,110,209,196,88,92,64,1681
2021,Hillingdon 002B,E01002474,14,776,234,27,202,332,79,35,42,1741
2021,Hillingdon 001B,E01002475,15,707,257,67,115,295,114,33,31,1634
2021,Hillingdon 001C,E01002476,8,477,441,96,166,230,95,47,68,1628
2021,Hillingdon 001D,E01002477,35,418,269,58,169,249,82,48,20,1348
2021,Hillingdon 002C,E01002478,20,658,177,69,108,415,99,32,22,1600
2021,Hillingdon 004C,E01002479,25,707,256,14,139,515,138,33,19,1846
2021,Hillingdon 004D,E01002480,12,724,392,45,148,322,127,50,41,1861
2021,Hillingdon 004E,E01002481,6,652,216,11,167,453,97,13,27,1642
2021,Hillingdon 001E,E01002482,11,437,521,84,169,238,115,52,36,1663
2021,Hillingdon 002D,E01002483,23,738,413,24,274,306,105,44,19,1946
2021,Hillingdon 002E,E01002484,25,615,170,18,87,403,68,28,15,1429
2021,Hillingdon 002F,E01002485,32,912,318,27,213,372,116,21,19,2030
2021,Hillingdon 028A,E01002486,5,648,211,4,583,244,119,24,409,2247
2021,Hillingdon 028B,E01002487,11,452,216,1,438,155,76,29,544,1922
2021,Hillingdon 030B,E01002488,27,407,161,0,398,142,77,0,555,1767
2021,Hillingdon 030C,E01002489,44,442,248,0,383,94,89,29,605,1934
2021,Hillingdon 030D,E01002490,27,635,227,2,443,188,103,31,481,2137
2021,Hillingdon 032D,E01002491,19,404,137,1,441,179,83,12,446,1722
2021,Hillingdon 030E,E01002492,5,320,240,0,276,103,69,16,673,1702
2021,Hillingdon 032E,E01002493,20,522,189,2,575,247,99,3,343,2000
2021,Hillingdon 009C,E01002494,11,803,156,7,240,445,100,18,19,1799
2021,Hillingdon 010E,E01002495,43,808,184,1,205,513,99,3,21,1877
2021,Hillingdon 033A,E01002496,11,894,280,2,202,444,96,7,25,1961
2021,Hillingdon 033B,E01002497,20,1072,343,4,340,541,119,8,33,2480
2021,Hillingdon 033C,E01002498,5,650,197,0,101,329,71,17,47,1417
2021,Hillingdon 033D,E01002499,24,979,157,1,186,524,111,17,57,2056
2021,Hillingdon 026B,E01002501,9,529,214,1,261,159,84,12,474,1743
2021,Hillingdon 026C,E01002502,12,479,140,2,689,214,74,1,395,2006
2021,Hillingdon 027C,E01002503,24,465,289,0,445,226,136,18,326,1929
2021,Hillingdon 026D,E01002505,17,591,162,0,483,220,93,8,211,1785
2021,Hillingdon 027E,E01002506,18,627,229,3,689,139,59,23,288,2075
2021,Hillingdon 027F,E01002507,36,539,277,2,453,148,74,27,416,1972
2021,Hillingdon 026E,E01002508,10,605,190,1,690,240,110,21,321,2188
2021,Hillingdon 017D,E01002509,9,628,111,7,136,250,79,0,274,1494
2021,Hillingdon 017E,E01002511,11,728,127,4,195,408,80,7,66,1626
2021,Hillingdon 013C,E01002512,12,805,159,6,229,503,133,21,186,2054
2021,Hillingdon 013D,E01002513,14,619,176,2,143,260,57,5,160,1436
2021,Hillingdon 015C,E01002514,29,789,123,3,238,599,129,4,46,1960
2021,Hillingdon 013E,E01002516,7,522,172,2,166,247,90,1,261,1468
2021,Hillingdon 022C,E01002518,12,566,74,0,180,308,88,5,87,1320
2021,Hillingdon 022D,E01002519,26,870,97,3,223,570,119,18,56,1982
2021,Hillingdon 016B,E01002520,18,920,72,0,275,547,157,16,27,2032
2021,Hillingdon 016C,E01002521,10,913,91,2,358,532,117,13,20,2056
2021,Hillingdon 016D,E01002523,20,612,66,9,344,363,93,10,38,1555
2021,Hillingdon 029B,E01002525,6,825,156,0,205,394,108,12,98,1804
2021,Hillingdon 028C,E01002526,20,1088,380,1,530,653,147,16,128,2963
2021,Hillingdon 031D,E01002527,20,764,48,7,180,428,80,7,69,1603
2021,Hillingdon 028D,E01002528,16,736,131,2,340,405,117,21,119,1887
2021,Hillingdon 029C,E01002529,29,982,236,1,406,587,136,18,137,2532
2021,Hillingdon 029D,E01002530,13,711,75,0,331,455,101,14,85,1785
2021,Hillingdon 029E,E01002531,13,824,128,3,134,335,105,22,117,1681
2021,Hillingdon 005A,E01002533,8,750,35,5,39,484,91,19,25,1456
2021,Hillingdon 005B,E01002534,10,815,116,4,47,410,78,13,27,1520
2021,Hillingdon 007E,E01002535,17,1027,285,10,185,497,110,20,37,2188
2021,Hillingdon 009D,E01002536,19,579,107,7,78,436,72,27,4,1329
2021,Hillingdon 009E,E01002537,21,1022,299,5,188,668,134,31,115,2483
2021,Hillingdon 005C,E01002538,11,896,105,6,100,419,129,9,13,1688
2021,Hillingdon 005D,E01002539,8,967,145,2,76,395,79,17,21,1710
2021,Hillingdon 020C,E01002540,6,592,195,2,489,269,86,20,167,1826
2021,Hillingdon 023A,E01002541,16,848,251,4,317,304,113,4,149,2006
2021,Hillingdon 020D,E01002542,16,541,292,1,679,208,84,6,294,2121
2021,Hillingdon 020E,E01002543,8,597,244,1,523,212,58,7,273,1923
2021,Hillingdon 023B,E01002544,12,503,209,1,274,168,89,4,434,1694
2021,Hillingdon 023C,E01002545,11,453,128,1,268,305,60,9,261,1496
2021,Hillingdon 023D,E01002546,16,287,425,0,245,84,51,15,611,1734
2021,Hillingdon 023E,E01002547,11,391,267,0,402,86,112,19,429,1717
2021,Hillingdon 025A,E01002548,19,871,79,2,242,767,72,6,61,2119
2021,Hillingdon 025B,E01002549,11,749,165,0,258,376,91,14,206,1870
2021,Hillingdon 022E,E01002550,22,818,103,4,295,461,84,8,50,1845
2021,Hillingdon 025C,E01002551,42,1001,118,0,332,433,99,8,102,2135
2021,Hillingdon 025D,E01002552,10,711,112,4,294,428,88,15,85,1747
2021,Hillingdon 025E,E01002553,0,753,82,0,285,461,93,14,73,1761
2021,Hounslow 022A,E01002555,41,819,239,0,259,239,124,19,328,2068
2021,Hounslow 022B,E01002556,44,767,182,4,241,383,105,4,124,1854
2021,Hounslow 023A,E01002557,52,830,134,1,443,374,91,20,133,2078
2021,Hounslow 023B,E01002558,66,860,150,1,335,569,118,13,85,2197
2021,Hounslow 023C,E01002559,44,1003,142,3,532,598,164,7,84,2577
2021,Hounslow 023D,E01002560,51,838,205,2,307,410,115,20,63,2011
2021,Hounslow 023E,E01002561,7,589,307,1,194,463,104,11,39,1715
2021,Hounslow 030D,E01002562,21,723,48,2,191,362,109,9,18,1483
2021,Hounslow 006A,E01002563,17,888,41,6,237,518,138,9,56,1910
2021,Hounslow 031E,E01002564,29,856,33,1,324,504,121,21,6,1895
2021,Hounslow 006B,E01002565,17,1126,79,11,352,677,186,22,36,2506
2021,Hounslow 006C,E01002567,20,822,28,5,146,671,113,9,12,1826
2021,Hounslow 001A,E01002569,13,1018,15,25,110,716,202,8,10,2117
2021,Hounslow 001B,E01002570,13,639,22,16,108,620,186,8,3,1615
2021,Hounslow 007A,E01002571,14,629,39,19,49,447,78,3,8,1286
2021,Hounslow 007B,E01002572,10,691,18,6,219,488,98,5,11,1546
2021,Hounslow 001C,E01002573,10,710,16,27,67,598,102,5,13,1548
2021,Hounslow 001D,E01002574,12,874,31,28,62,564,138,18,5,1732
2021,Hounslow 001E,E01002575,18,798,9,17,88,501,163,9,16,1619
2021,Hounslow 008A,E01002576,19,723,28,14,148,606,119,13,11,1681
2021,Hounslow 007C,E01002577,16,702,37,9,106,643,125,7,17,1662
2021,Hounslow 007D,E01002578,15,743,42,9,106,474,131,6,21,1547
2021,Hounslow 008B,E01002579,18,821,29,21,87,593,124,17,13,1723
2021,Hounslow 008C,E01002580,12,573,34,8,142,527,129,17,4,1446
2021,Hounslow 008D,E01002581,16,734,22,13,135,754,181,11,15,1881
2021,Hounslow 008E,E01002582,7,708,30,9,49,733,109,15,2,1662
2021,Hounslow 013A,E01002583,25,553,214,2,348,104,72,18,476,1812
2021,Hounslow 013B,E01002584,15,928,153,1,346,76,65,27,517,2128
2021,Hounslow 013C,E01002585,23,654,161,0,449,126,79,5,334,1831
2021,Hounslow 013D,E01002586,26,676,148,0,313,52,75,3,544,1837
2021,Hounslow 016A,E01002587,16,835,345,0,451,152,107,18,461,2385
2021,Hounslow 016B,E01002588,21,836,90,0,503,376,98,19,84,2027
2021,Hounslow 013E,E01002589,56,968,321,1,519,230,105,12,296,2508
2021,Hounslow 022C,E01002590,42,1075,251,1,347,435,126,35,358,2670
2021,Hounslow 024A,E01002591,25,852,136,4,280,404,127,21,59,1908
2021,Hounslow 022D,E01002592,41,975,243,2,268,392,112,19,99,2151
2021,Hounslow 024B,E01002593,128,1020,292,3,231,285,197,41,66,2263
2021,Hounslow 024C,E01002594,42,1038,290,1,399,224,146,30,140,2310
2021,Hounslow 022E,E01002595,106,842,171,0,440,465,126,37,71,2258
2021,Hounslow 027A,E01002596,39,920,126,2,303,511,162,20,56,2139
2021,Hounslow 025B,E01002598,57,875,158,1,206,478,102,11,39,1927
2021,Hounslow 025C,E01002599,20,645,76,0,219,444,84,30,60,1578
2021,Hounslow 025D,E01002600,34,666,133,0,229,426,94,17,55,1654
2021,Hounslow 027B,E01002601,27,845,108,2,257,470,107,11,48,1875
2021,Hounslow 027C,E01002602,18,769,63,6,93,426,68,7,43,1493
2021,Hounslow 025E,E01002603,47,842,205,0,229,460,101,19,45,1948
2021,Hounslow 026A,E01002604,18,585,42,1,290,528,100,7,67,1638
2021,Hounslow 026B,E01002605,20,1025,101,1,475,533,156,4,38,2353
2021,Hounslow 026C,E01002606,31,711,75,0,332,376,91,23,49,1688
2021,Hounslow 026D,E01002607,54,1108,135,0,500,446,133,18,54,2448
2021,Hounslow 028A,E01002608,11,771,117,4,334,461,136,8,58,1900
2021,Hounslow 028B,E01002609,38,849,81,3,180,519,77,8,66,1821
2021,Hounslow 028C,E01002610,18,721,91,0,306,458,120,12,36,1762
2021,Hounslow 024D,E01002611,84,765,183,1,260,489,148,8,87,2025
2021,Hounslow 024E,E01002612,27,907,187,1,246,499,142,17,77,2103
2021,Hounslow 024F,E01002613,37,794,164,2,412,383,72,4,57,1925
2021,Hounslow 027D,E01002614,62,1073,168,2,184,455,129,7,43,2123
2021,Hounslow 026E,E01002615,17,623,118,2,257,428,103,5,72,1625
2021,Hounslow 027E,E01002616,52,752,108,1,167,386,114,8,34,1622
2021,Hounslow 028D,E01002617,7,788,83,2,159,433,74,19,69,1634
2021,Hounslow 011A,E01002618,13,351,307,2,545,181,103,19,539,2060
2021,Hounslow 010A,E01002619,26,504,305,0,411,105,114,28,600,2093
2021,Hounslow 004A,E01002620,45,775,409,1,659,240,95,19,511,2754
2021,Hounslow 011B,E01002621,30,642,280,1,417,143,128,3,362,2006
2021,Hounslow 010B,E01002622,11,527,286,1,459,133,109,15,378,1919
2021,Hounslow 011C,E01002623,6,628,206,0,404,134,181,19,347,1925
2021,Hounslow 017A,E01002624,17,690,298,0,346,98,124,8,198,1779
2021,Hounslow 004B,E01002625,5,222,154,1,293,49,65,15,908,1712
2021,Hounslow 004C,E01002626,6,323,204,2,231,88,58,8,701,1621
2021,Hounslow 004D,E01002627,13,438,144,0,613,150,81,12,339,1790
2021,Hounslow 011D,E01002628,41,540,330,1,509,126,79,15,527,2168
2021,Hounslow 011E,E01002629,40,825,418,3,549,235,127,33,447,2677
2021,Hounslow 012A,E01002630,45,586,484,0,325,176,95,34,325,2070
2021,Hounslow 004E,E01002631,10,248,298,0,388,73,44,8,767,1836
2021,Hounslow 010C,E01002632,15,447,205,1,344,98,94,28,683,1915
2021,Hounslow 005A,E01002633,10,772,229,4,611,210,125,3,265,2229
2021,Hounslow 005B,E01002634,8,439,135,0,638,209,90,4,243,1766
2021,Hounslow 010D,E01002635,3,486,239,1,507,82,100,8,574,2000
2021,Hounslow 010E,E01002636,17,548,320,1,348,104,102,8,675,2123
2021,Hounslow 005C,E01002637,2,294,131,1,523,87,92,15,765,1910
2021,Hounslow 005D,E01002638,9,400,196,0,709,172,84,3,639,2212
2021,Hounslow 012B,E01002639,17,515,348,1,392,122,103,23,262,1783
2021,Hounslow 012C,E01002640,40,826,409,2,458,130,188,31,174,2258
2021,Hounslow 018A,E01002641,41,951,463,1,617,232,164,26,193,2688
2021,Hounslow 015B,E01002643,65,1007,329,4,561,448,183,17,118,2732
2021,Hounslow 015C,E01002645,77,1024,295,0,407,195,133,30,98,2259
2021,Hounslow 017B,E01002646,20,808,294,3,634,220,135,19,191,2324
2021,Hounslow 021A,E01002647,30,726,348,1,558,275,101,26,149,2214
2021,Hounslow 018D,E01002649,24,935,234,2,343,243,109,19,141,2050
2021,Hounslow 021B,E01002650,31,744,406,0,714,230,116,23,261,2525
2021,Hounslow 021C,E01002651,22,517,315,3,667,110,65,21,190,1910
2021,Hounslow 021D,E01002652,18,533,244,0,610,153,124,24,214,1920
2021,Hounslow 019A,E01002653,15,607,320,1,340,169,91,22,334,1899
2021,Hounslow 019B,E01002654,30,805,262,6,261,228,137,14,169,1912
2021,Hounslow 019C,E01002655,27,776,254,0,293,226,109,9,175,1869
2021,Hounslow 019D,E01002656,4,686,95,8,123,337,107,7,52,1419
2021,Hounslow 018E,E01002657,26,869,222,0,212,336,98,20,147,1930
2021,Hounslow 015D,E01002658,9,672,63,1,65,371,88,20,59,1348
2021,Hounslow 019E,E01002659,2,641,218,1,222,204,88,6,75,1457
2021,Hounslow 016C,E01002660,37,857,335,1,355,111,97,20,277,2090
2021,Hounslow 016D,E01002661,42,947,302,3,390,71,138,12,470,2375
2021,Hounslow 017C,E01002662,40,971,494,1,307,191,125,36,343,2508
2021,Hounslow 017D,E01002663,17,977,267,1,314,208,72,34,268,2158
2021,Hounslow 016E,E01002665,78,581,279,0,322,159,84,25,215,1743
2021,Hounslow 021E,E01002666,43,610,213,0,432,136,97,11,320,1862
2021,Hounslow 020A,E01002667,16,975,69,16,301,593,195,9,19,2193
2021,Hounslow 014A,E01002668,19,1047,144,11,269,554,198,19,28,2289
2021,Hounslow 014B,E01002669,27,816,53,2,310,525,142,9,30,1914
2021,Hounslow 020B,E01002670,11,954,92,1,210,482,149,11,40,1950
2021,Hounslow 020C,E01002671,16,839,19,4,159,676,106,8,19,1846
2021,Hounslow 020D,E01002672,8,633,68,1,383,325,94,15,62,1589
2021,Hounslow 020E,E01002673,16,435,68,2,670,287,101,5,76,1660
2021,Hounslow 012D,E01002674,15,696,357,0,376,294,135,28,186,2087
2021,Hounslow 009A,E01002675,34,936,212,1,462,491,146,21,268,2571
2021,Hounslow 012E,E01002676,22,398,273,2,202,175,136,20,419,1647
2021,Hounslow 015E,E01002677,38,801,159,3,360,487,136,15,74,2073
2021,Hounslow 009B,E01002678,15,737,284,5,326,289,108,29,257,2050
2021,Hounslow 009C,E01002679,16,831,186,0,290,273,105,16,141,1858
2021,Hounslow 009D,E01002680,22,833,243,7,283,340,140,22,186,2076
2021,Hounslow 014C,E01002681,32,1001,205,11,408,523,188,14,52,2434
2021,Hounslow 014D,E01002682,22,980,126,2,380,574,165,22,66,2337
2021,Hounslow 006E,E01002686,17,862,46,5,286,412,123,8,15,1774
2021,Hounslow 029A,E01002687,30,660,36,15,192,615,103,8,15,1674
2021,Hounslow 007E,E01002689,9,705,21,18,156,517,109,17,9,1561
2021,Hounslow 007F,E01002690,15,624,19,28,76,504,101,8,4,1379
2021,Hounslow 029B,E01002691,27,639,36,2,286,475,144,13,7,1629
2021,Hounslow 029C,E01002692,27,788,58,16,248,772,158,18,21,2106
2021,Hounslow 029D,E01002693,15,844,37,14,72,653,136,7,11,1789
2021,Islington 019A,E01002694,19,607,9,0,343,543,129,15,0,1665
2021,Islington 021A,E01002695,22,550,23,13,105,642,93,17,10,1475
2021,Islington 020A,E01002696,12,640,12,30,48,813,179,8,5,1747
2021,Islington 019B,E01002697,45,783,17,1,402,542,117,57,5,1969
2021,Islington 017A,E01002698,9,751,25,14,110,957,144,23,8,2041
2021,Islington 017B,E01002699,14,543,7,19,71,719,99,7,6,1485
2021,Islington 017C,E01002700,10,501,11,45,45,667,93,4,1,1377
2021,Islington 023A,E01002701,13,542,29,7,190,543,99,39,7,1469
2021,Islington 023B,E01002702,30,821,42,5,409,878,240,34,9,2468
2021,Islington 023C,E01002703,12,864,53,30,312,843,190,33,4,2341
2021,Islington 023D,E01002704,19,833,51,19,283,884,221,33,13,2356
2021,Islington 023E,E01002706,19,820,13,35,212,743,184,11,1,2038
2021,Islington 022B,E01002707,8,593,27,35,238,711,173,32,5,1822
2021,Islington 015A,E01002708,30,798,27,3,289,783,144,32,6,2112
2021,Islington 019C,E01002709,23,664,19,15,248,558,136,17,2,1682
2021,Islington 019D,E01002710,17,615,10,4,222,578,121,25,6,1598
2021,Islington 021B,E01002711,23,663,36,13,235,844,184,24,7,2029
2021,Islington 015B,E01002712,15,530,6,11,99,568,140,8,0,1377
2021,Islington 015C,E01002713,25,1028,17,17,417,996,272,32,9,2813
2021,Islington 017D,E01002714,8,539,10,30,51,808,88,2,2,1538
2021,Islington 019E,E01002715,10,591,6,0,482,454,125,16,1,1685
2021,Islington 014A,E01002716,21,925,12,17,277,778,158,64,7,2259
2021,Islington 016A,E01002717,4,438,4,14,133,486,101,25,3,1208
2021,Islington 014B,E01002718,10,528,9,21,64,800,130,10,4,1576
2021,Islington 016B,E01002719,10,565,17,37,73,647,118,11,9,1487
2021,Islington 016C,E01002720,11,795,11,8,340,775,120,61,1,2122
2021,Islington 014C,E01002721,13,581,13,19,54,770,163,22,1,1636
2021,Islington 018A,E01002722,5,577,9,9,91,582,150,21,0,1444
2021,Islington 022C,E01002723,10,627,13,12,194,608,148,24,8,1644
2021,Islington 022D,E01002724,12,689,36,34,67,871,191,18,3,1921
2021,Islington 022E,E01002725,11,499,16,1,203,474,127,21,7,1359
2021,Islington 022F,E01002726,14,530,17,21,343,642,127,11,6,1711
2021,Islington 021C,E01002727,7,570,14,24,75,681,127,14,2,1514
2021,Islington 021D,E01002728,14,397,24,8,153,562,136,20,1,1315
2021,Islington 021E,E01002729,10,636,0,17,116,607,107,4,0,1497
2021,Islington 007A,E01002730,31,589,7,16,149,781,156,26,0,1755
2021,Islington 005A,E01002732,14,617,5,11,437,538,127,56,3,1808
2021,Islington 007C,E01002733,11,492,32,15,87,680,102,20,2,1441
2021,Islington 005B,E01002734,9,737,17,14,705,597,253,31,4,2367
2021,Islington 003A,E01002735,17,828,15,27,661,1170,211,19,10,2958
2021,Islington 005C,E01002736,19,543,4,9,374,342,146,41,0,1478
2021,Islington 005D,E01002737,15,657,5,7,515,569,137,42,1,1948
2021,Islington 009A,E01002738,9,671,15,29,134,825,148,40,9,1880
2021,Islington 013A,E01002739,16,570,20,48,93,905,172,17,1,1842
2021,Islington 013B,E01002740,18,669,18,41,72,1262,157,21,2,2260
2021,Islington 009B,E01002741,12,490,4,20,341,518,105,34,4,1528
2021,Islington 006A,E01002742,13,627,15,29,408,779,103,15,12,2001
2021,Islington 009C,E01002743,8,475,11,34,132,667,164,19,14,1524
2021,Islington 009D,E01002744,13,468,11,16,90,612,90,9,6,1315
2021,Islington 013C,E01002745,11,480,9,36,100,673,85,14,4,1412
2021,Islington 006B,E01002747,8,502,8,24,170,696,139,5,4,1556
2021,Islington 006C,E01002748,9,577,18,5,352,537,131,21,5,1655
2021,Islington 006D,E01002749,8,519,9,16,202,608,135,14,13,1524
2021,Islington 005E,E01002751,28,624,17,18,392,573,160,24,1,1837
2021,Islington 009E,E01002752,21,510,7,36,226,655,124,36,7,1622
2021,Islington 002A,E01002753,7,573,1,19,182,548,92,23,1,1446
2021,Islington 002B,E01002754,15,549,11,72,129,618,125,21,9,1549
2021,Islington 001A,E01002755,25,458,21,8,193,463,124,26,0,1318
2021,Islington 001B,E01002756,14,415,6,36,88,600,138,15,4,1316
2021,Islington 002C,E01002757,4,512,5,51,198,532,120,22,5,1449
2021,Islington 001C,E01002758,20,591,11,17,335,552,146,59,6,1737
2021,Islington 002D,E01002759,7,565,24,46,91,637,114,18,5,1507
2021,Islington 002E,E01002760,15,656,10,6,296,575,124,51,3,1736
2021,Islington 011C,E01002762,11,584,10,44,138,927,139,16,3,1872
2021,Islington 007D,E01002763,9,508,9,7,157,491,103,16,2,1302
2021,Islington 010A,E01002764,12,612,26,20,272,690,126,52,5,1815
2021,Islington 015D,E01002765,24,907,65,11,507,1072,237,25,10,2858
2021,Islington 015E,E01002766,19,784,21,11,480,712,133,16,4,2180
2021,Islington 011D,E01002767,17,737,37,12,278,869,164,30,8,2152
2021,Islington 004A,E01002768,12,622,26,32,73,696,133,15,7,1616
2021,Islington 008A,E01002769,10,521,19,43,215,923,108,19,0,1858
2021,Islington 004B,E01002770,27,622,41,63,110,773,183,22,2,1843
2021,Islington 004C,E01002771,12,487,34,29,135,715,108,21,2,1543
2021,Islington 002F,E01002772,16,652,44,80,151,783,134,22,6,1888
2021,Islington 004D,E01002773,10,606,11,5,359,472,148,30,7,1648
2021,Islington 004E,E01002774,16,764,25,12,177,986,132,27,1,2140
2021,Islington 014D,E01002775,11,395,6,33,76,769,104,10,4,1408
2021,Islington 014E,E01002776,12,674,18,12,163,817,132,27,3,1858
2021,Islington 012A,E01002777,10,548,7,28,105,851,100,23,7,1679
2021,Islington 012B,E01002778,2,773,6,7,406,573,113,50,10,1940
2021,Islington 012C,E01002779,13,511,23,23,113,883,152,30,6,1754
2021,Islington 014F,E01002780,14,661,2,14,127,720,138,11,12,1699
2021,Islington 012D,E01002781,20,513,6,12,230,810,124,21,4,1740
2021,Islington 012E,E01002782,4,512,8,8,303,421,127,48,1,1432
2021,Islington 010B,E01002783,21,612,21,15,158,709,131,30,4,1701
2021,Islington 010C,E01002784,12,670,16,15,242,630,129,38,3,1755
2021,Islington 008B,E01002785,20,580,4,49,58,982,142,15,9,1859
2021,Islington 010D,E01002786,8,617,20,22,346,736,150,37,3,1939
2021,Islington 010E,E01002787,4,571,20,17,185,556,93,25,2,1473
2021,Islington 008C,E01002788,24,560,10,42,73,943,148,11,11,1822
2021,Islington 008D,E01002789,20,567,9,73,52,974,141,10,1,1847
2021,Islington 016D,E01002790,17,626,14,13,117,496,95,20,13,1411
2021,Islington 016E,E01002791,9,613,26,34,141,867,138,30,3,1861
2021,Islington 017E,E01002792,18,636,15,36,66,927,134,12,1,1845
2021,Islington 016F,E01002793,13,621,6,27,212,794,105,56,11,1845
2021,Islington 020B,E01002794,21,710,21,34,123,906,208,12,5,2040
2021,Islington 013D,E01002795,17,642,27,29,214,836,135,28,8,1936
2021,Islington 013E,E01002796,12,392,12,16,116,457,86,11,4,1106
2021,Islington 018B,E01002797,5,709,13,19,175,722,141,32,8,1824
2021,Islington 018C,E01002798,18,662,24,26,115,961,147,19,6,1978
2021,Islington 018D,E01002799,15,717,24,7,307,693,128,16,1,1908
2021,Islington 018E,E01002800,9,696,23,4,291,596,128,18,4,1769
2021,Islington 020C,E01002801,17,535,8,25,58,683,118,13,1,1458
2021,Islington 020D,E01002802,9,604,17,27,258,782,122,18,14,1851
2021,Islington 001D,E01002804,6,573,18,14,219,578,101,30,0,1539
2021,Islington 003B,E01002805,14,475,5,16,92,709,94,19,7,1431
2021,Islington 003C,E01002806,15,493,5,28,147,821,114,22,0,1645
2021,Islington 001E,E01002807,10,684,10,15,227,592,144,12,5,1699
2021,Islington 003D,E01002808,15,628,10,13,228,874,115,23,6,1912
2021,Islington 003E,E01002809,13,545,15,28,334,646,92,19,5,1697
2021,Islington 003F,E01002810,7,684,18,27,175,671,146,17,5,1750
2021,Islington 001F,E01002811,10,694,5,21,273,599,96,38,7,1743
2021,Kensington and Chelsea 013A,E01002812,34,761,21,29,120,374,145,17,0,1501
2021,Kensington and Chelsea 011A,E01002813,9,818,23,33,83,406,108,5,0,1485
2021,Kensington and Chelsea 015A,E01002814,34,812,36,38,597,457,222,29,1,2226
2021,Kensington and Chelsea 011B,E01002815,21,546,18,20,152,298,85,18,2,1160
2021,Kensington and Chelsea 011C,E01002816,12,450,13,32,93,335,106,8,8,1057
2021,Kensington and Chelsea 011D,E01002817,23,654,13,38,165,345,106,4,1,1349
2021,Kensington and Chelsea 012A,E01002818,21,508,21,42,146,380,260,3,4,1385
2021,Kensington and Chelsea 012B,E01002819,11,583,9,20,95,209,145,10,4,1086
2021,Kensington and Chelsea 014A,E01002821,9,514,17,37,82,290,122,5,4,1080
2021,Kensington and Chelsea 014B,E01002823,8,599,13,8,159,328,96,11,2,1224
2021,Kensington and Chelsea 008A,E01002824,6,596,7,36,65,344,168,9,0,1231
2021,Kensington and Chelsea 008B,E01002825,20,838,25,131,124,441,187,9,10,1785
2021,Kensington and Chelsea 008C,E01002826,24,595,17,47,68,375,118,5,5,1254
2021,Kensington and Chelsea 008D,E01002827,15,861,46,37,54,530,164,7,3,1717
2021,Kensington and Chelsea 008E,E01002828,13,515,9,43,73,390,138,9,0,1190
2021,Kensington and Chelsea 004A,E01002829,15,613,4,18,121,481,121,16,1,1390
2021,Kensington and Chelsea 004B,E01002830,10,907,3,6,183,427,152,25,7,1720
2021,Kensington and Chelsea 004C,E01002831,18,769,8,16,304,426,151,20,5,1717
2021,Kensington and Chelsea 004D,E01002832,19,697,12,28,241,485,148,3,0,1633
2021,Kensington and Chelsea 007A,E01002833,13,539,7,24,80,419,113,9,7,1211
2021,Kensington and Chelsea 013B,E01002834,25,597,33,28,56,372,116,12,4,1243
2021,Kensington and Chelsea 016C,E01002835,21,641,37,47,79,406,175,6,0,1412
2021,Kensington and Chelsea 016D,E01002836,15,627,18,52,45,380,148,10,14,1309
2021,Kensington and Chelsea 016E,E01002837,15,559,20,23,58,262,91,13,4,1045
2021,Kensington and Chelsea 013C,E01002839,15,655,15,26,267,382,163,13,3,1539
2021,Kensington and Chelsea 021A,E01002840,9,486,10,13,265,167,91,7,1,1049
2021,Kensington and Chelsea 021B,E01002841,18,589,20,20,97,347,113,12,2,1218
2021,Kensington and Chelsea 021C,E01002842,14,432,0,2,337,153,71,2,0,1011
2021,Kensington and Chelsea 021D,E01002843,3,642,10,2,285,224,112,20,1,1299
2021,Kensington and Chelsea 019A,E01002844,7,661,5,27,59,280,90,18,2,1149
2021,Kensington and Chelsea 019B,E01002845,12,638,26,11,109,274,76,14,6,1166
2021,Kensington and Chelsea 017A,E01002846,34,584,7,10,94,382,176,0,2,1289
2021,Kensington and Chelsea 015B,E01002847,25,629,21,10,152,405,142,6,3,1393
2021,Kensington and Chelsea 015C,E01002848,19,593,12,14,113,378,113,6,3,1251
2021,Kensington and Chelsea 017B,E01002849,23,801,11,12,105,451,128,7,4,1542
2021,Kensington and Chelsea 013D,E01002850,35,613,31,21,131,420,148,5,2,1406
2021,Kensington and Chelsea 015D,E01002851,29,578,19,4,168,387,141,4,7,1337
2021,Kensington and Chelsea 001A,E01002852,16,842,10,12,565,516,241,11,1,2214
2021,Kensington and Chelsea 001B,E01002853,6,640,7,6,386,273,100,6,2,1426
2021,Kensington and Chelsea 001C,E01002854,16,425,5,0,364,197,86,8,1,1102
2021,Kensington and Chelsea 001D,E01002855,1,602,22,11,466,328,143,17,0,1590
2021,Kensington and Chelsea 004E,E01002856,17,523,10,22,219,473,149,17,0,1430
2021,Kensington and Chelsea 001E,E01002857,11,514,1,2,536,184,105,11,9,1373
2021,Kensington and Chelsea 014C,E01002858,16,503,16,13,294,213,265,3,2,1325
2021,Kensington and Chelsea 012C,E01002859,10,658,25,29,90,288,138,9,0,1247
2021,Kensington and Chelsea 012D,E01002860,10,652,9,34,54,242,128,9,6,1144
2021,Kensington and Chelsea 014D,E01002861,6,744,6,23,71,277,121,9,1,1258
2021,Kensington and Chelsea 014E,E01002862,15,506,29,8,135,255,139,5,0,1092
2021,Kensington and Chelsea 012E,E01002863,15,639,12,42,70,192,132,14,1,1117
