date,geography,geography code,Religion: Buddhist,Religion: Christian,Religion: Hindu,Religion: Jewish,Religion: Muslim,Religion: No religion,Religion: Not answered,Religion: Other religion,Religion: Sikh,Religion: Total: All usual residents
2021,Enfield 036A,E01001390,6,753,94,25,148,627,109,40,17,1819
2021,Enfield 036B,E01001391,5,861,40,29,212,464,136,25,9,1781
2021,Enfield 032A,E01001392,9,723,102,25,195,611,126,73,4,1868
2021,Enfield 036C,E01001393,9,878,58,34,152,642,156,39,2,1970
2021,Enfield 035A,E01001394,20,912,65,4,319,462,118,78,15,1993
2021,Enfield 035B,E01001395,11,745,56,4,366,260,102,88,1,1633
2021,Enfield 036D,E01001396,9,725,33,17,257,289,99,34,0,1463
2021,Enfield 035C,E01001397,21,967,103,12,477,310,158,99,16,2163
2021,Enfield 021A,E01001398,0,738,29,15,106,344,90,10,8,1340
2021,Enfield 021B,E01001399,11,806,78,5,183,221,141,37,0,1482
2021,Enfield 021C,E01001400,1,861,72,19,161,297,129,14,10,1564
2021,Enfield 016A,E01001401,9,731,48,5,183,285,94,27,4,1386
2021,Enfield 021D,E01001402,12,920,94,24,240,386,121,36,19,1852
2021,Enfield 021E,E01001403,1,929,60,14,253,296,110,36,8,1707
2021,Enfield 026A,E01001404,13,650,81,9,306,295,101,20,8,1483
2021,Enfield 015A,E01001405,8,935,27,48,200,448,105,27,4,1802
2021,Enfield 015B,E01001406,14,780,25,9,220,471,111,13,13,1656
2021,Enfield 005A,E01001407,10,838,37,10,162,420,99,12,4,1592
2021,Enfield 004A,E01001408,7,805,10,24,87,630,82,24,1,1670
2021,Enfield 005B,E01001409,19,893,225,7,253,440,154,39,4,2034
2021,Enfield 005C,E01001410,12,922,19,3,413,601,138,78,3,2189
2021,Enfield 004B,E01001411,2,951,35,16,86,665,127,23,0,1905
2021,Enfield 004C,E01001412,5,924,38,23,116,485,108,51,5,1755
2021,Enfield 004D,E01001413,5,989,7,13,49,442,116,15,2,1638
2021,Enfield 004E,E01001414,3,716,25,6,306,405,138,68,4,1671
2021,Enfield 011A,E01001415,30,886,99,158,236,422,152,54,14,2051
2021,Enfield 013A,E01001416,5,839,168,87,188,280,114,37,7,1725
2021,Enfield 011B,E01001417,24,894,127,175,149,321,148,33,16,1887
2021,Enfield 011C,E01001418,13,830,93,105,204,315,137,35,6,1738
2021,Enfield 020A,E01001419,15,877,105,90,255,398,142,80,10,1972
2021,Enfield 020B,E01001420,23,812,67,42,240,414,132,47,7,1784
2021,Enfield 020C,E01001421,3,688,63,65,269,314,226,47,0,1675
2021,Enfield 011D,E01001422,8,730,105,256,130,308,99,34,8,1678
2021,Enfield 027A,E01001423,23,678,51,2,524,264,94,90,5,1731
2021,Enfield 030A,E01001424,3,511,16,2,292,246,78,79,1,1228
2021,Enfield 027B,E01001425,8,885,40,1,625,264,124,72,0,2019
2021,Enfield 030B,E01001426,7,741,31,0,578,259,115,91,0,1822
2021,Enfield 030C,E01001427,6,735,27,5,608,161,103,88,12,1745
2021,Enfield 027C,E01001428,8,704,41,0,430,300,131,104,5,1723
2021,Enfield 030D,E01001429,8,1007,46,3,720,285,124,130,5,2328
2021,Enfield 030E,E01001430,2,728,41,0,728,219,151,140,4,2013
2021,Enfield 033A,E01001431,5,736,17,2,650,227,95,49,2,1783
2021,Enfield 033B,E01001432,9,905,91,0,494,231,113,16,7,1866
2021,Enfield 007A,E01001433,2,756,19,2,332,484,143,82,2,1822
2021,Enfield 007B,E01001434,6,774,30,4,292,272,100,109,2,1589
2021,Enfield 007C,E01001435,0,693,47,1,305,269,127,67,9,1518
2021,Enfield 007D,E01001436,4,943,37,0,435,296,115,89,14,1933
2021,Enfield 014A,E01001437,7,956,44,3,547,436,133,142,10,2278
2021,Enfield 007E,E01001438,10,769,30,6,392,259,115,94,0,1675
2021,Enfield 006A,E01001439,4,948,23,9,584,362,109,85,6,2130
2021,Enfield 012A,E01001440,4,665,58,1,489,246,148,57,10,1678
2021,Enfield 006B,E01001441,2,666,46,5,352,315,138,111,13,1648
2021,Enfield 002A,E01001442,4,704,9,2,419,326,118,143,6,1731
2021,Enfield 001A,E01001444,8,998,25,2,340,321,134,72,11,1911
2021,Enfield 003B,E01001445,11,1326,54,5,470,618,203,110,2,2799
2021,Enfield 001B,E01001446,6,971,16,5,300,365,108,81,6,1858
2021,Enfield 003C,E01001447,4,832,46,1,452,420,115,116,5,1991
2021,Enfield 003D,E01001448,16,964,6,3,361,358,188,67,16,1979
2021,Enfield 003E,E01001449,4,771,33,4,339,294,122,76,0,1643
2021,Enfield 015C,E01001450,13,1212,44,19,272,538,225,53,1,2377
2021,Enfield 017A,E01001451,12,864,43,31,124,414,127,46,3,1664
2021,Enfield 017B,E01001452,13,739,64,18,108,302,96,21,13,1374
2021,Enfield 017C,E01001453,10,851,88,53,125,387,96,38,10,1658
2021,Enfield 017D,E01001454,11,982,66,42,115,374,84,26,1,1701
2021,Enfield 021F,E01001455,6,800,36,14,172,305,105,10,6,1454
2021,Enfield 022A,E01001456,1,924,49,9,65,274,56,10,10,1398
2021,Enfield 010A,E01001457,17,849,46,75,119,558,112,37,1,1814
2021,Enfield 037A,E01001458,10,703,35,1,571,264,129,70,4,1787
2021,Enfield 024A,E01001459,8,917,89,0,328,187,121,64,7,1721
2021,Enfield 024B,E01001460,12,1011,79,0,580,259,119,51,2,2113
2021,Enfield 027D,E01001461,2,747,52,2,393,199,99,79,6,1579
2021,Enfield 024C,E01001462,7,642,60,82,342,144,131,36,12,1456
2021,Enfield 031A,E01001463,3,732,77,0,364,205,114,43,21,1559
2021,Enfield 027E,E01001464,1,519,42,0,324,223,119,81,5,1314
2021,Enfield 031B,E01001465,19,703,85,7,416,170,93,56,10,1559
2021,Enfield 031C,E01001466,11,1051,53,0,450,237,165,24,2,1993
2021,Enfield 031D,E01001467,9,1006,79,0,502,230,105,57,11,1999
2021,Enfield 010B,E01001468,6,819,69,32,115,272,73,15,13,1414
2021,Enfield 008A,E01001469,0,903,51,23,136,496,134,25,0,1768
2021,Enfield 013B,E01001470,8,872,22,31,163,417,110,24,1,1648
2021,Enfield 010C,E01001471,28,967,54,59,145,514,104,36,1,1908
2021,Enfield 010D,E01001472,13,842,17,34,106,506,109,19,7,1653
2021,Enfield 013C,E01001473,12,834,66,28,165,345,103,44,0,1597
2021,Enfield 010E,E01001474,15,947,58,94,134,517,120,10,3,1898
2021,Enfield 013D,E01001475,18,833,187,53,174,335,144,54,7,1805
2021,Enfield 018A,E01001476,2,691,54,4,501,278,127,78,16,1751
2021,Enfield 018B,E01001477,0,846,69,1,532,274,145,113,0,1980
2021,Enfield 016B,E01001478,1,754,43,5,385,296,118,51,5,1658
2021,Enfield 023A,E01001479,2,772,71,6,561,196,105,65,15,1793
2021,Enfield 024D,E01001480,13,733,62,5,368,203,104,96,5,1589
2021,Enfield 018C,E01001481,0,806,64,5,513,198,154,44,12,1796
2021,Enfield 023B,E01001482,15,757,45,3,685,201,116,91,10,1923
2021,Enfield 025A,E01001483,7,504,15,1,346,190,83,30,11,1187
2021,Enfield 016C,E01001484,6,584,73,0,406,215,86,39,4,1413
2021,Enfield 025B,E01001485,10,783,59,3,514,275,109,99,1,1853
2021,Enfield 025C,E01001486,2,985,69,0,546,303,127,106,10,2148
2021,Enfield 023C,E01001487,5,849,91,1,543,238,135,73,6,1941
2021,Enfield 024E,E01001488,8,980,101,0,490,231,103,56,9,1978
2021,Enfield 023D,E01001489,3,845,60,1,514,239,136,85,5,1888
2021,Enfield 023E,E01001491,10,950,64,3,487,258,121,50,7,1950
2021,Enfield 025E,E01001492,6,1012,95,5,467,269,146,29,6,2035
2021,Enfield 026B,E01001493,9,916,45,13,289,373,216,42,8,1911
2021,Enfield 026C,E01001494,6,745,102,6,265,205,96,51,2,1478
2021,Enfield 029A,E01001495,9,1000,21,26,130,508,131,20,1,1846
2021,Enfield 026D,E01001496,6,888,84,23,287,359,217,21,15,1900
2021,Enfield 031E,E01001497,8,685,54,5,328,227,93,40,13,1453
2021,Enfield 029B,E01001498,8,883,46,32,236,469,117,40,5,1836
2021,Enfield 031F,E01001499,4,622,115,21,377,239,104,55,1,1538
2021,Enfield 035D,E01001500,6,673,46,29,297,312,192,34,0,1589
2021,Enfield 036E,E01001501,9,986,64,58,333,574,147,48,1,2220
2021,Enfield 018D,E01001502,1,895,34,2,553,283,109,63,14,1954
2021,Enfield 018E,E01001503,7,852,67,0,483,266,133,75,5,1888
2021,Enfield 012B,E01001504,2,929,22,0,778,211,140,59,1,2142
2021,Enfield 012C,E01001505,12,682,33,0,547,249,325,108,2,1958
2021,Enfield 012D,E01001507,9,712,25,5,1371,252,122,84,2,2582
2021,Enfield 012E,E01001508,3,908,42,9,923,318,148,88,5,2444
2021,Enfield 014C,E01001509,3,753,45,0,554,237,113,60,7,1772
2021,Enfield 016D,E01001511,3,919,65,6,317,461,133,18,1,1923
2021,Enfield 015D,E01001512,25,1105,45,15,252,615,168,46,6,2277
2021,Enfield 012F,E01001513,31,841,48,4,330,484,159,84,1,1982
2021,Enfield 016E,E01001514,8,835,17,5,223,518,126,32,1,1765
2021,Enfield 015E,E01001515,15,902,23,1,481,396,128,93,6,2045
2021,Enfield 005D,E01001516,8,836,94,0,329,637,116,90,13,2123
2021,Enfield 006C,E01001517,4,830,11,1,582,357,142,117,0,2044
2021,Enfield 016F,E01001518,14,845,49,12,200,448,92,25,3,1688
2021,Enfield 019A,E01001520,18,748,83,40,306,450,159,42,10,1856
2021,Enfield 028A,E01001521,20,819,73,96,217,462,150,25,10,1872
2021,Enfield 019B,E01001522,29,826,92,35,209,414,131,56,24,1816
2021,Enfield 019C,E01001523,13,896,89,27,189,482,109,31,11,1847
2021,Enfield 019D,E01001524,6,786,86,47,213,267,104,46,6,1561
2021,Enfield 020E,E01001525,12,859,79,55,202,525,177,48,9,1966
2021,Enfield 019E,E01001526,17,793,75,54,120,363,138,41,6,1607
2021,Enfield 036F,E01001527,15,1044,78,33,266,420,158,34,5,2053
2021,Enfield 032B,E01001528,2,704,69,13,346,396,117,38,4,1689
2021,Enfield 032C,E01001529,5,827,46,9,258,382,223,39,0,1789
2021,Enfield 032D,E01001530,15,691,74,20,312,411,146,52,6,1727
2021,Enfield 028B,E01001531,13,688,42,43,105,428,73,13,31,1436
2021,Enfield 028C,E01001532,9,808,33,76,120,494,107,10,6,1663
2021,Enfield 028D,E01001533,13,689,76,122,329,299,85,41,10,1664
2021,Enfield 032E,E01001534,10,779,94,48,188,343,119,93,16,1690
2021,Enfield 028E,E01001535,12,631,96,43,170,290,93,55,17,1407
2021,Enfield 008B,E01001536,19,912,19,14,216,623,132,34,0,1969
2021,Enfield 005E,E01001537,12,940,16,9,117,498,112,12,1,1717
2021,Enfield 009A,E01001538,9,968,55,10,119,393,105,18,1,1678
2021,Enfield 009B,E01001539,11,962,27,9,100,397,121,24,3,1654
2021,Enfield 008C,E01001540,16,875,40,20,116,602,226,11,0,1906
2021,Enfield 008D,E01001541,15,857,22,19,47,475,78,18,1,1532
2021,Enfield 008E,E01001542,4,834,32,3,114,433,128,18,2,1568
2021,Enfield 009C,E01001543,8,973,59,1,114,354,90,15,3,1617
2021,Enfield 009D,E01001544,15,970,50,8,169,355,92,18,18,1695
2021,Enfield 002B,E01001545,12,743,25,5,347,485,139,128,1,1885
2021,Enfield 001C,E01001546,6,868,39,3,329,345,135,84,4,1813
2021,Enfield 002C,E01001547,7,907,55,5,500,351,137,122,8,2092
2021,Enfield 002D,E01001548,3,881,21,6,417,363,120,110,6,1927
2021,Enfield 006D,E01001549,8,1023,46,4,562,458,147,111,0,2359
2021,Enfield 006E,E01001550,5,738,30,2,347,421,112,111,5,1771
2021,Enfield 002E,E01001551,12,896,29,1,262,401,103,87,3,1794
2021,Enfield 001D,E01001552,12,1043,27,8,289,350,101,100,13,1943
2021,Enfield 037B,E01001553,14,708,35,4,640,190,102,54,6,1753
2021,Enfield 037C,E01001554,6,685,35,3,511,289,120,150,2,1801
2021,Enfield 033C,E01001555,10,955,242,1,543,277,148,54,4,2234
2021,Enfield 035E,E01001556,5,793,63,15,349,201,113,45,6,1590
2021,Enfield 033D,E01001557,15,681,61,0,496,222,161,67,12,1715
2021,Enfield 033E,E01001558,27,593,45,1,972,238,120,64,3,2063
2021,Enfield 033F,E01001559,8,1006,36,0,596,267,157,59,0,2129
2021,Enfield 035F,E01001560,25,662,78,10,398,172,140,82,4,1571
2021,Enfield 037D,E01001562,3,969,39,4,620,362,123,112,5,2237
2021,Enfield 029C,E01001563,16,907,30,9,170,467,106,17,14,1736
2021,Enfield 022B,E01001564,6,797,51,24,112,508,128,14,23,1663
2021,Enfield 029D,E01001565,16,776,49,32,196,461,120,25,4,1679
2021,Enfield 029E,E01001566,14,862,34,25,169,512,138,16,9,1779
2021,Enfield 022C,E01001567,4,848,63,38,101,342,103,20,18,1537
2021,Enfield 022D,E01001568,5,1217,74,45,156,241,118,16,10,1882
2021,Enfield 022E,E01001569,8,943,26,36,112,518,119,8,0,1770
2021,Enfield 026E,E01001570,1,890,62,24,275,457,148,35,9,1901
2021,Greenwich 008A,E01001571,23,941,149,1,125,389,104,6,70,1808
2021,Greenwich 008B,E01001572,22,856,52,2,202,455,111,12,22,1734
2021,Greenwich 008C,E01001573,46,744,105,3,210,319,101,2,44,1574
2021,Greenwich 008D,E01001574,24,943,57,5,155,564,137,5,34,1924
2021,Greenwich 003A,E01001575,12,1009,37,2,164,445,119,13,17,1818
2021,Greenwich 003B,E01001576,21,1013,57,1,200,544,148,2,13,1999
2021,Greenwich 003C,E01001577,37,1049,37,3,181,560,124,9,16,2016
2021,Greenwich 003D,E01001578,51,1323,66,5,153,503,151,20,34,2306
2021,Greenwich 003E,E01001579,21,946,72,0,160,417,67,6,46,1735
2021,Greenwich 021A,E01001580,8,623,23,7,58,778,122,15,4,1638
2021,Greenwich 016A,E01001581,20,662,22,2,63,662,122,11,15,1579
2021,Greenwich 021B,E01001582,14,677,56,5,129,532,96,19,5,1533
2021,Greenwich 021C,E01001583,14,598,34,5,42,757,97,15,6,1568
2021,Greenwich 021D,E01001584,16,585,32,2,36,715,99,11,6,1502
2021,Greenwich 016B,E01001585,6,602,36,9,66,683,87,9,30,1528
2021,Greenwich 016C,E01001586,9,643,18,1,33,600,87,16,17,1424
2021,Greenwich 016D,E01001587,13,755,45,9,37,933,133,28,28,1981
2021,Greenwich 012A,E01001588,29,738,154,5,104,515,127,7,13,1692
2021,Greenwich 012B,E01001589,23,747,58,5,166,674,141,6,30,1850
2021,Greenwich 014A,E01001590,9,642,38,4,137,697,105,8,65,1705
2021,Greenwich 012C,E01001591,17,848,23,5,261,791,120,22,10,2097
2021,Greenwich 014B,E01001592,9,718,77,7,73,851,160,9,29,1933
2021,Greenwich 014C,E01001593,10,704,42,11,46,824,125,11,19,1792
2021,Greenwich 014D,E01001594,39,937,113,0,238,838,174,13,18,2370
2021,Greenwich 012D,E01001595,54,987,101,8,240,604,174,18,34,2220
2021,Greenwich 032A,E01001596,9,824,54,5,81,574,147,17,25,1736
2021,Greenwich 031A,E01001597,6,742,74,3,105,509,85,12,21,1557
2021,Greenwich 031B,E01001598,7,840,87,2,106,450,100,0,16,1608
2021,Greenwich 032B,E01001599,11,843,35,4,89,549,134,7,8,1680
2021,Greenwich 032C,E01001600,25,741,36,2,54,562,79,3,8,1510
2021,Greenwich 032D,E01001601,8,796,45,2,43,513,91,1,10,1509
2021,Greenwich 031C,E01001602,23,935,30,5,159,825,142,2,5,2126
2021,Greenwich 031D,E01001603,14,819,24,4,98,708,81,5,2,1755
2021,Greenwich 027A,E01001604,23,686,27,5,47,651,93,13,4,1549
2021,Greenwich 023A,E01001605,6,798,30,5,27,547,90,8,9,1520
2021,Greenwich 023B,E01001606,4,786,25,2,24,656,114,8,8,1627
2021,Greenwich 027B,E01001607,8,780,12,1,19,712,73,4,1,1610
2021,Greenwich 027C,E01001608,12,793,20,3,16,507,82,3,10,1446
2021,Greenwich 027D,E01001609,14,884,29,6,50,607,93,7,2,1692
2021,Greenwich 023C,E01001610,11,872,30,6,46,667,122,3,4,1761
2021,Greenwich 023D,E01001611,17,816,20,4,149,638,108,1,12,1765
2021,Greenwich 028A,E01001613,4,951,24,2,104,549,95,2,22,1753
2021,Greenwich 028B,E01001614,2,795,28,0,76,479,85,3,25,1493
2021,Greenwich 028C,E01001615,16,981,48,7,183,638,109,9,1,1992
2021,Greenwich 028D,E01001617,17,897,44,9,43,541,73,1,3,1628
2021,Greenwich 030C,E01001618,25,912,35,3,93,710,120,4,3,1905
2021,Greenwich 030D,E01001619,14,893,52,6,81,782,116,14,6,1964
2021,Greenwich 025A,E01001620,23,745,35,3,124,572,76,1,2,1581
2021,Greenwich 025B,E01001621,25,833,17,1,68,617,103,7,2,1673
2021,Greenwich 025C,E01001623,21,851,45,1,158,582,131,4,13,1806
2021,Greenwich 025D,E01001624,18,758,16,2,47,640,114,18,14,1627
2021,Greenwich 025E,E01001625,15,795,23,1,157,657,111,10,13,1782
2021,Greenwich 009A,E01001629,41,1010,94,2,292,542,131,10,18,2140
2021,Greenwich 007B,E01001631,51,960,135,1,361,463,124,3,9,2107
2021,Greenwich 007C,E01001632,121,555,383,0,402,371,109,33,64,2038
2021,Greenwich 009B,E01001633,66,850,86,3,222,583,205,11,19,2045
2021,Greenwich 009C,E01001634,63,842,65,2,260,398,85,16,6,1737
2021,Greenwich 007D,E01001635,51,644,78,4,156,592,83,12,24,1644
2021,Greenwich 007E,E01001636,74,691,238,0,143,375,109,11,44,1685
2021,Greenwich 009D,E01001637,45,746,121,0,189,534,102,7,57,1801
2021,Greenwich 038A,E01001638,20,854,13,2,157,563,134,8,12,1763
2021,Greenwich 038B,E01001641,9,782,29,7,129,776,119,14,1,1866
2021,Greenwich 038C,E01001642,10,754,6,13,27,790,107,25,2,1734
2021,Greenwich 038D,E01001644,90,921,87,5,121,1195,182,20,8,2629
2021,Greenwich 022A,E01001645,29,825,77,5,157,592,133,25,6,1849
2021,Greenwich 019A,E01001646,44,1300,69,5,268,936,168,12,19,2821
2021,Greenwich 022B,E01001647,26,638,64,3,151,449,106,11,37,1485
2021,Greenwich 022C,E01001648,38,858,49,6,111,492,123,15,33,1725
2021,Greenwich 022D,E01001649,14,765,26,12,104,515,125,7,8,1576
2021,Greenwich 019B,E01001650,35,736,204,5,140,568,95,12,38,1833
2021,Greenwich 019C,E01001651,42,831,126,4,163,567,95,14,33,1875
2021,Greenwich 019D,E01001652,6,788,63,4,105,581,126,9,24,1706
2021,Greenwich 029A,E01001653,8,749,19,3,72,647,83,8,0,1589
2021,Greenwich 029B,E01001654,11,712,37,4,176,554,104,8,0,1606
2021,Greenwich 029C,E01001655,6,645,17,5,82,733,82,5,0,1575
2021,Greenwich 034A,E01001656,14,541,11,3,41,620,99,7,5,1341
2021,Greenwich 034B,E01001657,11,680,19,12,56,638,140,13,1,1570
2021,Greenwich 034C,E01001658,6,795,32,5,113,582,103,15,5,1656
2021,Greenwich 034D,E01001659,20,904,86,3,103,385,108,6,3,1618
2021,Greenwich 029D,E01001660,8,759,65,0,126,492,88,16,6,1560
2021,Greenwich 029E,E01001661,24,824,32,1,76,574,101,4,28,1664
2021,Greenwich 037B,E01001664,28,729,19,11,222,925,124,19,2,2079
2021,Greenwich 037C,E01001665,12,770,57,9,72,815,127,19,10,1891
2021,Greenwich 041G,E01001666,40,590,90,1,474,626,118,6,39,1984
2021,Greenwich 033A,E01001669,41,1233,216,1,194,635,129,22,27,2498
2021,Greenwich 033B,E01001671,30,768,62,1,118,577,87,6,20,1669
2021,Greenwich 006A,E01001672,102,693,335,4,221,370,88,36,85,1934
2021,Greenwich 006B,E01001673,102,953,315,2,397,298,233,25,80,2405
2021,Greenwich 006C,E01001674,147,857,332,3,262,353,95,17,127,2193
2021,Greenwich 006D,E01001675,286,630,626,1,268,305,163,26,67,2372
2021,Greenwich 033C,E01001676,62,907,91,1,130,443,105,6,61,1806
2021,Greenwich 006E,E01001677,68,790,178,2,397,511,132,22,63,2163
2021,Greenwich 017A,E01001678,35,867,82,0,78,495,111,15,91,1774
2021,Greenwich 020A,E01001679,1,645,18,2,81,483,103,10,13,1356
2021,Greenwich 020B,E01001680,21,713,44,0,63,554,92,6,23,1516
2021,Greenwich 020C,E01001681,14,698,16,0,80,463,106,8,20,1405
2021,Greenwich 020D,E01001682,22,736,31,4,63,392,94,11,26,1379
2021,Greenwich 017B,E01001683,2,632,50,3,189,487,97,9,81,1550
2021,Greenwich 017C,E01001684,8,694,42,1,75,475,82,4,66,1447
2021,Greenwich 017D,E01001685,43,749,59,1,94,491,98,1,25,1561
2021,Greenwich 020E,E01001686,27,808,28,1,173,580,161,3,19,1800
2021,Greenwich 002A,E01001687,16,869,21,4,189,383,144,18,8,1652
2021,Greenwich 002B,E01001688,36,1622,44,2,302,503,146,5,11,2671
2021,Greenwich 001A,E01001690,15,996,7,1,152,450,90,2,1,1714
2021,Greenwich 001B,E01001692,13,754,12,0,153,443,85,3,7,1470
2021,Greenwich 001C,E01001693,16,918,17,1,118,377,110,3,3,1563
2021,Greenwich 001D,E01001694,12,1063,4,4,137,400,93,10,22,1745
2021,Greenwich 011A,E01001695,48,561,181,1,202,435,78,14,28,1548
2021,Greenwich 011B,E01001696,77,973,102,11,517,735,131,13,13,2572
2021,Greenwich 011C,E01001697,55,1007,193,0,487,556,141,41,163,2643
2021,Greenwich 015A,E01001698,34,977,36,0,222,522,101,9,10,1911
2021,Greenwich 015B,E01001699,19,556,41,2,165,590,76,12,4,1465
2021,Greenwich 011D,E01001700,81,870,394,3,382,436,117,7,79,2369
2021,Greenwich 015C,E01001701,29,831,22,3,116,634,89,16,23,1763
2021,Greenwich 015D,E01001702,66,647,37,1,253,376,90,6,6,1482
2021,Greenwich 011E,E01001703,52,1029,173,2,387,312,112,10,1,2078
2021,Greenwich 011F,E01001704,16,751,72,1,125,490,113,11,70,1649
2021,Greenwich 005A,E01001705,52,968,65,6,407,584,146,11,9,2248
2021,Greenwich 005C,E01001708,39,765,31,5,85,646,100,12,15,1698
2021,Greenwich 005D,E01001710,86,842,65,0,281,378,91,9,9,1761
2021,Greenwich 042A,E01001712,89,938,79,4,349,504,139,15,5,2122
2021,Hackney 002A,E01001714,15,691,27,13,303,728,222,31,21,2051
2021,Hackney 007A,E01001715,6,302,8,39,82,695,114,23,17,1286
2021,Hackney 007B,E01001716,32,622,15,25,273,582,134,66,41,1790
2021,Hackney 007C,E01001717,11,301,15,114,143,400,99,43,0,1126
2021,Hackney 007D,E01001718,21,444,8,29,132,935,148,19,3,1739
2021,Hackney 007E,E01001719,4,530,27,19,261,615,125,57,3,1641
2021,Hackney 007F,E01001720,21,432,13,31,77,994,117,11,11,1707
2021,Hackney 029A,E01001722,17,702,7,355,342,533,265,49,32,2302
2021,Hackney 006A,E01001723,6,297,1,397,319,631,252,28,42,1973
2021,Hackney 006B,E01001724,10,647,2,330,317,1237,308,33,10,2894
2021,Hackney 004A,E01001725,4,270,7,661,273,254,336,27,0,1832
2021,Hackney 004B,E01001726,11,477,8,151,220,231,148,57,21,1324
2021,Hackney 006C,E01001727,5,247,2,625,447,270,332,55,5,1988
2021,Hackney 029B,E01001728,17,350,1,740,268,163,398,23,19,1979
2021,Hackney 019A,E01001729,33,707,24,14,384,596,129,72,26,1985
2021,Hackney 019B,E01001730,22,1215,39,27,499,743,140,65,17,2767
2021,Hackney 017A,E01001731,68,854,10,25,426,996,227,37,22,2665
2021,Hackney 019C,E01001732,22,803,9,15,304,603,111,31,4,1902
2021,Hackney 015A,E01001733,19,500,15,21,189,946,141,25,12,1868
2021,Hackney 017B,E01001734,12,627,2,21,194,804,124,27,23,1834
2021,Hackney 019D,E01001735,6,598,4,29,156,614,126,17,21,1571
2021,Hackney 012A,E01001736,14,459,2,13,106,817,114,15,9,1549
2021,Hackney 012B,E01001737,20,415,24,34,122,982,117,19,37,1770
2021,Hackney 012C,E01001738,16,452,8,31,176,838,171,47,1,1740
2021,Hackney 012D,E01001739,20,445,5,22,98,1217,135,34,1,1977
2021,Hackney 014A,E01001740,6,612,11,20,286,430,128,26,29,1548
2021,Hackney 009A,E01001741,20,370,6,25,119,786,95,20,0,1441
2021,Hackney 008A,E01001742,19,519,14,29,176,792,165,29,10,1753
2021,Hackney 031A,E01001744,17,659,9,30,280,822,154,36,1,2008
2021,Hackney 016A,E01001745,13,734,21,21,471,685,158,52,7,2162
2021,Hackney 016B,E01001746,29,669,28,23,462,297,119,43,16,1686
2021,Hackney 014B,E01001747,20,648,21,38,204,1081,228,62,26,2328
2021,Hackney 020B,E01001749,5,414,1,35,105,778,118,20,10,1486
2021,Hackney 031D,E01001750,11,701,19,30,243,921,148,37,11,2121
2021,Hackney 031B,E01001751,12,468,0,22,54,772,125,14,9,1476
2021,Hackney 025B,E01001753,12,636,3,2,316,376,114,68,11,1538
2021,Hackney 025D,E01001755,27,546,5,3,275,637,120,53,12,1678
2021,Hackney 030C,E01001756,17,595,15,54,124,1054,141,24,14,2038
2021,Hackney 016C,E01001757,43,708,10,4,324,349,87,34,27,1586
2021,Hackney 016D,E01001758,36,942,27,30,505,841,136,52,45,2614
2021,Hackney 016E,E01001759,11,509,12,16,223,709,115,35,15,1645
2021,Hackney 017C,E01001760,15,575,17,13,227,829,156,33,19,1884
2021,Hackney 016F,E01001761,19,543,19,17,281,730,140,65,4,1818
2021,Hackney 017D,E01001762,22,443,2,41,129,897,112,16,14,1676
2021,Hackney 020C,E01001763,11,634,16,22,158,774,119,16,20,1770
2021,Hackney 010A,E01001764,6,537,11,13,447,593,94,48,4,1753
2021,Hackney 010B,E01001765,24,618,20,3,472,422,151,76,15,1801
2021,Hackney 010D,E01001767,8,418,4,21,250,661,122,106,18,1608
2021,Hackney 006D,E01001768,14,449,3,41,276,878,131,46,28,1866
2021,Hackney 006E,E01001769,22,454,4,19,170,707,114,30,2,1522
2021,Hackney 010E,E01001770,17,651,13,15,335,513,100,25,45,1714
2021,Hackney 024A,E01001772,26,635,28,17,326,580,127,45,5,1789
2021,Hackney 025E,E01001773,16,695,11,18,400,1100,177,58,9,2484
2021,Hackney 024B,E01001774,23,581,6,36,329,839,137,28,8,1987
2021,Hackney 024C,E01001775,16,631,18,4,339,508,95,19,6,1636
2021,Hackney 025F,E01001776,15,649,11,9,254,597,120,52,2,1709
2021,Hackney 033A,E01001777,35,830,14,22,297,1164,193,62,13,2630
2021,Hackney 032D,E01001780,17,804,12,19,196,572,140,52,3,1815
2021,Hackney 026B,E01001781,14,671,6,20,204,504,121,43,17,1600
2021,Hackney 026D,E01001783,25,614,10,4,340,448,109,42,14,1606
2021,Hackney 032A,E01001784,10,716,15,19,260,624,92,31,7,1774
2021,Hackney 015B,E01001785,8,500,3,15,200,681,134,18,33,1592
2021,Hackney 013A,E01001786,7,1046,11,14,451,529,133,25,6,2222
2021,Hackney 013B,E01001787,3,726,7,1,313,346,168,41,8,1613
2021,Hackney 013C,E01001788,13,744,13,5,260,329,91,21,20,1496
2021,Hackney 015C,E01001789,17,468,9,1,359,770,87,51,13,1775
2021,Hackney 013D,E01001790,12,811,4,0,303,224,120,29,10,1513
2021,Hackney 015D,E01001791,12,534,14,0,276,470,122,22,8,1458
2021,Hackney 011A,E01001792,24,506,32,19,454,728,142,21,7,1933
2021,Hackney 011B,E01001793,15,343,23,29,181,795,158,19,19,1582
2021,Hackney 011C,E01001794,9,398,20,29,352,855,201,5,32,1901
2021,Hackney 011D,E01001795,11,335,26,12,183,642,83,11,7,1310
2021,Hackney 011E,E01001796,9,387,2,1,179,742,127,20,8,1475
2021,Hackney 028A,E01001798,7,597,241,95,366,495,468,42,19,2330
2021,Hackney 003A,E01001799,0,202,3,754,57,246,219,10,14,1505
