date,geography,geography code,Household deprivation: Household is deprived in four dimensions,Household deprivation: Household is deprived in one dimension,Household deprivation: Household is deprived in three dimensions,Household deprivation: Household is deprived in two dimensions,Household deprivation: Household is not deprived in any dimension,Household deprivation: Total: All households
2021,Richmond upon Thames 003F,E01003857,1,189,12,43,507,752
2021,Richmond upon Thames 003G,E01003858,0,138,9,20,499,666
2021,Richmond upon Thames 005E,E01003859,4,164,5,41,392,606
2021,Richmond upon Thames 002E,E01003860,1,201,9,40,528,779
2021,Richmond upon Thames 004C,E01003861,1,221,12,63,598,895
2021,Richmond upon Thames 004D,E01003862,0,250,20,92,444,806
2021,Richmond upon Thames 004E,E01003863,5,176,24,90,326,621
2021,Richmond upon Thames 002F,E01003864,3,181,8,45,405,642
2021,Richmond upon Thames 004F,E01003865,2,168,24,65,330,589
2021,Richmond upon Thames 007A,E01003866,1,148,6,30,487,672
2021,Richmond upon Thames 011A,E01003867,2,175,15,48,356,596
2021,Richmond upon Thames 007B,E01003868,0,170,2,22,459,653
2021,Richmond upon Thames 011B,E01003869,0,184,3,21,477,685
2021,Richmond upon Thames 011C,E01003870,0,215,5,38,560,818
2021,Richmond upon Thames 007C,E01003871,1,189,6,41,460,697
2021,Richmond upon Thames 007D,E01003872,0,180,8,44,453,685
2021,Richmond upon Thames 006A,E01003873,1,212,10,45,529,797
2021,Richmond upon Thames 006B,E01003874,0,175,10,36,547,768
2021,Richmond upon Thames 006C,E01003875,6,169,13,48,414,650
2021,Richmond upon Thames 008B,E01003876,0,272,10,69,591,942
2021,Richmond upon Thames 008C,E01003877,0,169,5,31,479,684
2021,Richmond upon Thames 006D,E01003878,3,213,25,87,301,629
2021,Richmond upon Thames 008D,E01003879,1,134,10,31,400,576
2021,Richmond upon Thames 016A,E01003880,0,157,3,46,374,580
2021,Richmond upon Thames 016B,E01003881,1,126,5,36,309,477
2021,Richmond upon Thames 014A,E01003882,0,230,4,74,541,849
2021,Richmond upon Thames 014B,E01003883,0,198,15,62,601,876
2021,Richmond upon Thames 016C,E01003884,0,198,12,76,453,739
2021,Richmond upon Thames 016D,E01003885,0,159,9,57,419,644
2021,Richmond upon Thames 021A,E01003886,1,175,12,48,439,675
2021,Richmond upon Thames 021B,E01003887,0,212,8,45,539,804
2021,Richmond upon Thames 021C,E01003888,4,287,30,135,485,941
2021,Richmond upon Thames 021D,E01003889,0,175,5,33,538,751
2021,Richmond upon Thames 018C,E01003890,1,184,8,51,449,693
2021,Richmond upon Thames 018D,E01003891,2,240,13,47,558,860
2021,Richmond upon Thames 009A,E01003892,0,229,7,46,607,889
2021,Richmond upon Thames 009B,E01003893,0,214,12,62,463,751
2021,Richmond upon Thames 009C,E01003894,0,222,5,42,469,738
2021,Richmond upon Thames 009D,E01003895,0,203,18,53,449,723
2021,Richmond upon Thames 014C,E01003896,0,254,11,63,549,877
2021,Richmond upon Thames 014D,E01003897,1,229,15,67,563,875
2021,Richmond upon Thames 015A,E01003898,0,190,19,51,477,737
2021,Richmond upon Thames 015B,E01003899,1,179,7,45,391,623
2021,Richmond upon Thames 015C,E01003900,0,196,47,86,289,618
2021,Richmond upon Thames 015D,E01003901,1,149,6,47,409,612
2021,Richmond upon Thames 015E,E01003902,0,144,5,44,307,500
2021,Richmond upon Thames 015F,E01003903,0,188,17,69,306,580
2021,Richmond upon Thames 015G,E01003904,2,182,21,40,409,654
2021,Richmond upon Thames 010A,E01003905,0,171,5,49,305,530
2021,Richmond upon Thames 010B,E01003906,1,208,23,70,350,652
2021,Richmond upon Thames 010C,E01003907,4,208,38,103,293,646
2021,Richmond upon Thames 010D,E01003908,1,212,11,56,388,668
2021,Richmond upon Thames 010E,E01003909,1,220,14,67,336,638
2021,Richmond upon Thames 011D,E01003910,0,215,5,60,377,657
2021,Southwark 020A,E01003911,4,272,44,122,310,752
2021,Southwark 019A,E01003912,6,256,54,124,229,669
2021,Southwark 024A,E01003913,0,268,21,76,477,842
2021,Southwark 024B,E01003914,4,214,30,99,373,720
2021,Southwark 024C,E01003915,2,273,38,146,340,799
2021,Southwark 020B,E01003916,1,332,26,111,440,910
2021,Southwark 020C,E01003917,3,277,55,144,395,874
2021,Southwark 020D,E01003918,0,190,52,145,261,648
2021,Southwark 021A,E01003919,0,241,27,95,322,685
2021,Southwark 021B,E01003920,1,321,58,159,368,907
2021,Southwark 021C,E01003921,4,310,56,130,493,993
2021,Southwark 021D,E01003922,3,362,34,188,379,966
2021,Southwark 017A,E01003923,2,259,37,119,312,729
2021,Southwark 021E,E01003924,0,399,53,175,277,904
2021,Southwark 020E,E01003925,6,244,49,162,380,841
2021,Southwark 021F,E01003926,1,231,30,88,218,568
2021,Southwark 002B,E01003929,4,273,37,126,630,1070
2021,Southwark 034A,E01003930,1,215,23,92,418,749
2021,Southwark 034B,E01003932,5,243,50,115,276,689
2021,Southwark 034C,E01003933,3,280,35,100,601,1019
2021,Southwark 002C,E01003934,2,316,25,100,672,1115
2021,Southwark 002D,E01003935,0,122,19,81,201,423
2021,Southwark 009A,E01003936,0,144,9,36,393,582
2021,Southwark 009B,E01003937,3,260,22,76,404,765
2021,Southwark 006A,E01003938,3,253,34,130,330,750
2021,Southwark 002E,E01003939,3,258,24,99,496,880
2021,Southwark 006B,E01003940,2,237,42,107,242,630
2021,Southwark 006C,E01003941,1,300,20,112,531,964
2021,Southwark 006D,E01003942,1,232,61,115,223,632
2021,Southwark 009C,E01003943,1,227,40,105,213,586
2021,Southwark 033A,E01003945,2,210,12,69,434,727
2021,Southwark 033B,E01003946,0,219,21,79,436,755
2021,Southwark 033C,E01003947,2,215,65,117,203,602
2021,Southwark 033D,E01003948,0,238,22,68,468,796
2021,Southwark 032A,E01003949,2,235,35,99,493,864
2021,Southwark 032B,E01003950,4,271,41,140,355,811
2021,Southwark 033E,E01003951,0,147,14,52,338,551
2021,Southwark 030A,E01003952,0,197,13,68,411,689
2021,Southwark 028A,E01003953,0,281,24,89,550,944
2021,Southwark 030B,E01003954,2,153,10,59,435,659
2021,Southwark 028B,E01003955,2,192,31,118,467,810
2021,Southwark 030C,E01003956,2,196,27,45,461,731
2021,Southwark 032C,E01003957,1,184,17,58,440,700
2021,Southwark 032D,E01003958,3,235,18,76,439,771
2021,Southwark 012A,E01003960,1,258,38,115,352,764
2021,Southwark 012B,E01003961,8,340,69,211,260,888
2021,Southwark 016A,E01003963,6,287,43,140,212,688
2021,Southwark 015B,E01003966,5,335,50,189,244,823
2021,Southwark 017B,E01003969,2,334,31,175,476,1018
2021,Southwark 015D,E01003971,0,190,18,85,218,511
2021,Southwark 016D,E01003972,0,216,41,116,247,620
2021,Southwark 016E,E01003973,4,284,40,133,293,754
2021,Southwark 004A,E01003975,5,245,43,113,329,735
2021,Southwark 036D,E01003976,4,313,58,141,628,1144
2021,Southwark 010A,E01003977,3,270,56,157,342,828
2021,Southwark 006E,E01003979,5,263,47,121,451,887
2021,Southwark 013A,E01003980,3,324,66,167,327,887
2021,Southwark 006F,E01003981,3,185,40,117,316,661
2021,Southwark 018A,E01003983,0,264,34,145,228,671
2021,Southwark 023A,E01003984,6,338,55,171,435,1005
2021,Southwark 011A,E01003986,4,231,69,166,226,696
2021,Southwark 011B,E01003987,3,305,69,157,287,821
2021,Southwark 018B,E01003988,7,333,56,208,270,874
2021,Southwark 018C,E01003989,0,314,48,144,371,877
2021,Southwark 018D,E01003990,5,302,61,170,285,823
2021,Southwark 017C,E01003991,6,195,52,142,190,585
2021,Southwark 014A,E01003992,3,247,49,141,206,646
2021,Southwark 017D,E01003993,2,293,55,150,295,795
2021,Southwark 012E,E01003994,2,280,40,131,413,866
2021,Southwark 014B,E01003995,2,254,60,132,290,738
2021,Southwark 017E,E01003997,2,173,30,75,227,507
2021,Southwark 014D,E01003998,1,209,29,108,312,659
2021,Southwark 014E,E01003999,3,213,38,101,242,597
2021,Southwark 026A,E01004000,4,271,46,155,397,873
2021,Southwark 026B,E01004001,4,267,62,186,232,751
2021,Southwark 029A,E01004002,3,188,21,72,371,655
2021,Southwark 023B,E01004003,7,272,68,175,272,794
2021,Southwark 023C,E01004004,3,354,69,188,528,1142
2021,Southwark 023D,E01004005,12,336,63,195,399,1005
2021,Southwark 023E,E01004006,5,253,39,122,371,790
2021,Southwark 018E,E01004007,2,199,37,110,195,543
2021,Southwark 022B,E01004008,2,282,52,168,296,800
2021,Southwark 022D,E01004010,3,224,32,124,249,632
2021,Southwark 019B,E01004011,2,296,73,159,296,826
2021,Southwark 019C,E01004012,0,315,44,169,396,924
2021,Southwark 019D,E01004013,2,232,45,123,255,657
2021,Southwark 019E,E01004014,4,316,42,172,282,816
2021,Southwark 028C,E01004015,1,204,28,89,385,707
2021,Southwark 029B,E01004016,3,260,29,135,562,989
2021,Southwark 029C,E01004017,1,193,10,53,391,648
2021,Southwark 032E,E01004018,0,222,12,61,482,777
2021,Southwark 026C,E01004019,1,260,36,105,440,842
2021,Southwark 029D,E01004020,4,246,40,135,311,736
2021,Southwark 028D,E01004021,4,249,26,94,626,999
2021,Southwark 004D,E01004023,2,248,47,130,284,711
2021,Southwark 011C,E01004024,3,322,60,148,281,814
2021,Southwark 004E,E01004028,2,354,57,178,505,1096
2021,Southwark 001A,E01004029,2,263,19,72,575,931
2021,Southwark 007A,E01004030,4,218,36,110,374,742
2021,Southwark 007B,E01004031,3,304,50,135,593,1085
2021,Southwark 001B,E01004032,1,180,8,43,426,658
2021,Southwark 007C,E01004033,3,376,59,161,544,1143
2021,Southwark 007D,E01004034,2,241,36,109,267,655
2021,Southwark 011D,E01004035,3,223,43,131,193,593
2021,Southwark 007E,E01004036,4,354,60,155,287,860
2021,Southwark 010B,E01004037,10,308,60,148,352,878
2021,Southwark 010C,E01004038,1,351,47,162,471,1032
2021,Southwark 013B,E01004039,3,230,25,95,283,636
2021,Southwark 013C,E01004040,6,280,70,193,229,778
2021,Southwark 013D,E01004041,9,249,44,143,245,690
2021,Southwark 010D,E01004042,6,287,70,167,293,823
2021,Southwark 010E,E01004043,1,193,39,98,254,585
2021,Southwark 013E,E01004044,4,211,42,123,183,563
2021,Southwark 027A,E01004045,1,187,33,113,304,638
2021,Southwark 028E,E01004046,1,165,17,65,394,642
2021,Southwark 027B,E01004047,3,224,37,122,231,617
2021,Southwark 027C,E01004048,1,203,39,87,357,687
2021,Southwark 027D,E01004049,6,182,22,78,229,517
2021,Southwark 024D,E01004050,0,185,10,58,376,629
2021,Southwark 027E,E01004051,0,172,12,49,352,585
2021,Southwark 024E,E01004052,0,198,27,81,468,774
2021,Southwark 001C,E01004053,0,238,15,45,591,889
2021,Southwark 001D,E01004054,1,174,11,52,489,727
2021,Southwark 001E,E01004055,1,197,40,126,165,529
2021,Southwark 008A,E01004056,4,292,37,131,560,1024
2021,Southwark 008B,E01004057,0,292,20,101,538,951
2021,Southwark 008C,E01004058,0,243,7,59,537,846
2021,Southwark 008D,E01004059,2,241,12,59,585,899
2021,Southwark 008E,E01004060,6,278,45,127,415,871
2021,Southwark 025A,E01004061,1,221,18,69,425,734
2021,Southwark 025B,E01004062,3,328,37,150,464,982
2021,Southwark 025C,E01004063,3,237,32,102,483,857
2021,Southwark 026D,E01004064,2,258,55,147,355,817
2021,Southwark 025D,E01004065,1,165,21,67,377,631
2021,Southwark 025E,E01004066,2,264,46,137,401,850
2021,Southwark 022E,E01004067,3,366,41,191,330,931
2021,Southwark 026E,E01004068,2,276,55,162,317,812
2021,Southwark 031A,E01004069,0,141,2,22,316,481
2021,Southwark 031B,E01004070,0,217,17,61,436,731
2021,Southwark 030D,E01004071,0,166,24,97,350,637
2021,Southwark 030E,E01004072,2,166,7,38,411,624
2021,Southwark 031C,E01004073,3,185,10,47,456,701
2021,Southwark 031D,E01004074,1,168,16,38,394,617
2021,Southwark 031E,E01004075,0,143,6,20,455,624
2021,Sutton 011A,E01004076,1,214,31,94,280,620
2021,Sutton 011B,E01004077,2,197,22,87,328,636
2021,Sutton 011C,E01004078,3,244,26,99,328,700
2021,Sutton 011D,E01004079,0,140,5,44,304,493
2021,Sutton 011E,E01004080,0,189,8,50,265,512
2021,Sutton 011F,E01004081,0,195,20,79,341,635
2021,Sutton 011G,E01004082,0,155,6,61,276,498
2021,Sutton 019A,E01004083,4,232,55,112,207,610
2021,Sutton 024A,E01004084,0,171,4,40,294,509
2021,Sutton 024B,E01004085,0,174,6,51,349,580
2021,Sutton 019B,E01004086,2,252,17,90,364,725
2021,Sutton 017A,E01004087,1,174,2,46,315,538
2021,Sutton 019C,E01004088,3,286,79,213,167,748
2021,Sutton 019D,E01004089,1,181,45,120,207,554
2021,Sutton 021A,E01004090,6,208,57,133,167,571
2021,Sutton 022A,E01004091,0,154,1,42,283,480
2021,Sutton 022B,E01004092,0,162,7,43,370,582
2021,Sutton 025A,E01004093,0,170,7,43,394,614
2021,Sutton 025B,E01004094,1,234,9,75,458,777
2021,Sutton 025C,E01004095,0,178,12,30,406,626
2021,Sutton 021B,E01004096,3,260,20,88,384,755
2021,Sutton 015A,E01004097,0,202,3,61,358,624
2021,Sutton 015B,E01004098,5,152,12,46,298,513
2021,Sutton 015C,E01004099,4,222,30,99,419,774
2021,Sutton 015D,E01004100,1,186,8,57,323,575
2021,Sutton 013A,E01004101,0,171,8,55,302,536
2021,Sutton 015E,E01004102,1,167,21,58,353,600
2021,Sutton 013B,E01004103,2,243,17,68,419,749
2021,Sutton 020A,E01004104,0,178,3,33,341,555
2021,Sutton 022C,E01004105,0,228,8,55,394,685
2021,Sutton 022D,E01004106,0,142,5,39,367,553
2021,Sutton 020B,E01004107,1,204,18,89,311,623
2021,Sutton 024C,E01004108,0,215,5,60,416,696
2021,Sutton 024D,E01004109,1,193,26,105,310,635
2021,Sutton 016A,E01004110,1,286,21,105,449,862
2021,Sutton 016B,E01004111,1,230,21,90,341,683
2021,Sutton 016C,E01004112,0,197,6,40,429,672
2021,Sutton 025D,E01004114,0,181,1,28,379,589
2021,Sutton 009A,E01004115,0,233,13,66,362,674
2021,Sutton 008A,E01004116,0,215,3,86,325,629
2021,Sutton 006A,E01004117,0,141,7,35,331,514
2021,Sutton 009B,E01004118,1,262,18,84,327,692
2021,Sutton 009C,E01004119,1,152,7,51,288,499
2021,Sutton 016D,E01004120,0,180,2,43,318,543
2021,Sutton 006B,E01004121,1,205,14,83,322,625
2021,Sutton 008B,E01004122,0,142,12,54,328,536
2021,Sutton 002A,E01004123,2,296,44,156,316,814
2021,Sutton 002B,E01004124,0,227,45,116,281,669
2021,Sutton 001A,E01004125,4,228,54,135,196,617
2021,Sutton 002C,E01004126,2,218,39,118,190,567
2021,Sutton 005A,E01004127,2,220,27,113,290,652
2021,Sutton 002D,E01004128,6,202,30,100,186,524
2021,Sutton 002E,E01004129,4,288,48,153,232,725
2021,Sutton 003A,E01004130,0,234,19,81,322,656
2021,Sutton 003B,E01004131,0,230,15,75,357,677
2021,Sutton 009D,E01004132,0,141,8,39,323,511
2021,Sutton 009E,E01004133,0,173,6,53,306,538
2021,Sutton 003C,E01004134,1,192,16,57,295,561
2021,Sutton 003D,E01004135,0,194,11,52,251,508
2021,Sutton 003E,E01004136,0,193,13,66,284,556
2021,Sutton 012A,E01004137,4,376,23,109,647,1159
2021,Sutton 013C,E01004138,0,273,22,84,371,750
2021,Sutton 013D,E01004139,3,235,16,81,300,635
2021,Sutton 012B,E01004140,3,290,61,178,257,789
2021,Sutton 012C,E01004141,9,295,43,133,274,754
2021,Sutton 014A,E01004143,0,201,14,72,341,628
2021,Sutton 007A,E01004144,0,216,13,68,355,652
2021,Sutton 007B,E01004145,0,271,17,96,424,808
2021,Sutton 007C,E01004146,0,248,7,85,391,731
2021,Sutton 007D,E01004147,0,189,10,82,313,594
2021,Sutton 014B,E01004148,0,224,38,129,286,677
2021,Sutton 012E,E01004149,1,302,21,96,366,786
2021,Sutton 021C,E01004150,9,405,30,177,434,1055
2021,Sutton 021D,E01004151,2,270,25,109,441,847
2021,Sutton 018A,E01004152,6,285,24,120,403,838
2021,Sutton 021E,E01004153,3,285,26,113,461,888
2021,Sutton 022E,E01004154,0,180,2,34,349,565
2021,Sutton 018B,E01004155,0,275,22,65,476,838
2021,Sutton 018C,E01004156,3,325,21,90,505,944
2021,Sutton 016E,E01004157,0,139,4,24,283,450
2021,Sutton 018D,E01004158,0,237,11,76,396,720
2021,Sutton 014C,E01004159,1,203,14,62,336,616
2021,Sutton 014D,E01004160,0,208,14,74,381,677
2021,Sutton 014E,E01004161,0,189,13,59,341,602
2021,Sutton 018E,E01004162,3,248,17,109,365,742
2021,Sutton 005B,E01004163,1,222,20,83,306,632
2021,Sutton 004A,E01004164,3,189,16,71,339,618
2021,Sutton 005C,E01004165,1,226,30,87,366,710
2021,Sutton 004B,E01004166,1,222,25,81,348,677
2021,Sutton 005D,E01004167,1,222,38,114,206,581
2021,Sutton 013E,E01004168,0,179,12,80,310,581
2021,Sutton 004C,E01004169,3,175,32,86,405,701
2021,Sutton 017B,E01004170,2,309,17,98,487,913
2021,Sutton 010A,E01004171,3,181,11,63,316,574
2021,Sutton 010B,E01004172,2,280,42,139,378,841
2021,Sutton 010C,E01004173,2,211,16,65,230,524
2021,Sutton 017C,E01004174,6,224,24,76,352,682
2021,Sutton 010D,E01004175,1,220,14,80,378,693
2021,Sutton 010E,E01004176,0,220,12,68,315,615
2021,Sutton 020C,E01004177,2,347,38,178,342,907
2021,Sutton 017D,E01004178,2,389,36,153,482,1062
2021,Sutton 017E,E01004179,0,196,8,48,354,606
2021,Sutton 020D,E01004180,0,192,10,36,387,625
2021,Sutton 020E,E01004181,5,270,34,93,381,783
2021,Sutton 019E,E01004182,2,226,49,145,249,671
2021,Sutton 001B,E01004183,3,248,47,140,241,679
2021,Sutton 001C,E01004184,2,207,38,129,229,605
2021,Sutton 001D,E01004185,2,249,68,144,343,806
2021,Sutton 004D,E01004186,1,263,29,98,375,766
2021,Sutton 005E,E01004187,4,195,35,122,288,644
2021,Sutton 001E,E01004189,4,261,47,169,287,768
2021,Sutton 008C,E01004190,0,147,5,60,293,505
2021,Sutton 008D,E01004191,3,229,12,85,382,711
2021,Sutton 006C,E01004192,0,202,15,73,438,728
2021,Sutton 006D,E01004193,2,318,33,103,599,1055
2021,Sutton 008E,E01004194,1,247,26,89,330,693
2021,Sutton 006E,E01004195,3,240,10,74,358,685
2021,Sutton 008F,E01004196,0,197,7,60,344,608
2021,Tower Hamlets 002B,E01004198,5,197,58,167,150,577
2021,Tower Hamlets 002C,E01004199,6,173,54,126,200,559
2021,Tower Hamlets 005A,E01004200,2,158,18,57,340,575
2021,Tower Hamlets 002D,E01004201,3,213,41,118,302,677
2021,Tower Hamlets 005B,E01004202,2,250,31,100,439,822
2021,Tower Hamlets 005C,E01004203,4,234,49,106,283,676
2021,Tower Hamlets 005D,E01004204,2,247,63,137,262,711
2021,Tower Hamlets 013A,E01004205,7,286,64,166,244,767
2021,Tower Hamlets 013B,E01004206,13,175,88,134,137,547
2021,Tower Hamlets 011A,E01004207,9,188,37,97,180,511
2021,Tower Hamlets 013C,E01004208,2,239,30,84,365,720
2021,Tower Hamlets 011B,E01004209,3,170,51,106,123,453
2021,Tower Hamlets 013D,E01004211,0,250,39,105,349,743
2021,Tower Hamlets 011D,E01004212,5,228,48,125,378,784
2021,Tower Hamlets 030A,E01004214,20,213,74,139,189,635
2021,Tower Hamlets 030B,E01004216,2,237,23,94,375,731
2021,Tower Hamlets 030C,E01004217,1,269,52,156,353,831
2021,Tower Hamlets 030D,E01004218,1,264,24,100,398,787
2021,Tower Hamlets 035B,E01004219,2,337,51,138,500,1028
2021,Tower Hamlets 036A,E01004221,8,250,43,87,427,815
2021,Tower Hamlets 001A,E01004222,16,370,103,256,377,1122
2021,Tower Hamlets 001B,E01004223,5,290,78,225,340,938
2021,Tower Hamlets 001D,E01004226,4,279,56,161,411,911
2021,Tower Hamlets 003A,E01004228,2,280,35,115,383,815
2021,Tower Hamlets 004C,E01004229,8,202,34,88,206,538
2021,Tower Hamlets 003B,E01004230,3,246,43,139,401,832
2021,Tower Hamlets 004D,E01004231,4,212,47,129,197,589
2021,Tower Hamlets 003C,E01004232,1,179,18,80,356,634
2021,Tower Hamlets 003D,E01004233,2,320,75,207,328,932
2021,Tower Hamlets 003E,E01004234,3,268,34,116,513,934
2021,Tower Hamlets 008A,E01004235,5,178,39,118,145,485
2021,Tower Hamlets 008B,E01004236,3,178,43,137,133,494
2021,Tower Hamlets 008C,E01004237,2,207,33,100,278,620
2021,Tower Hamlets 008E,E01004239,6,197,52,142,142,539
2021,Tower Hamlets 012A,E01004240,2,202,49,110,181,544
2021,Tower Hamlets 012B,E01004241,1,219,53,128,143,544
2021,Tower Hamlets 020A,E01004243,4,168,21,106,164,463
2021,Tower Hamlets 020B,E01004244,5,240,67,153,240,705
2021,Tower Hamlets 018A,E01004245,2,345,61,174,485,1067
2021,Tower Hamlets 020C,E01004247,2,316,83,177,288,866
2021,Tower Hamlets 018C,E01004248,0,209,61,136,211,617
2021,Tower Hamlets 018D,E01004249,2,269,109,203,192,775
2021,Tower Hamlets 023A,E01004251,4,307,72,196,355,934
2021,Tower Hamlets 023C,E01004255,4,214,57,112,232,619
2021,Tower Hamlets 024C,E01004256,8,201,52,145,192,598
2021,Tower Hamlets 024D,E01004257,4,278,66,173,229,750
2021,Tower Hamlets 023D,E01004258,2,189,27,76,396,690
2021,Tower Hamlets 007A,E01004259,1,273,36,120,352,782
2021,Tower Hamlets 007B,E01004260,7,217,55,121,202,602
2021,Tower Hamlets 007C,E01004263,3,180,43,114,145,485
2021,Tower Hamlets 010C,E01004264,3,171,66,89,113,442
2021,Tower Hamlets 007D,E01004266,2,209,26,100,216,553
2021,Tower Hamlets 012D,E01004267,0,269,77,134,422,902
2021,Tower Hamlets 012E,E01004268,20,260,84,143,225,732
2021,Tower Hamlets 014B,E01004270,2,286,34,101,418,841
2021,Tower Hamlets 014C,E01004271,3,260,50,144,449,906
2021,Tower Hamlets 014D,E01004272,1,310,74,172,314,871
2021,Tower Hamlets 031A,E01004274,2,247,45,98,273,665
2021,Tower Hamlets 031B,E01004275,1,277,39,141,429,887
2021,Tower Hamlets 031C,E01004276,0,262,8,61,625,956
2021,Tower Hamlets 033A,E01004277,0,217,16,37,581,851
2021,Tower Hamlets 032A,E01004280,1,214,43,121,368,747
2021,Tower Hamlets 031D,E01004281,0,241,21,101,447,810
2021,Tower Hamlets 016A,E01004283,3,252,67,153,259,734
2021,Tower Hamlets 019C,E01004286,4,282,72,174,321,853
2021,Tower Hamlets 016B,E01004287,3,322,65,212,277,879
2021,Tower Hamlets 019D,E01004288,3,215,57,155,180,610
2021,Tower Hamlets 016C,E01004289,2,234,40,175,208,659
2021,Tower Hamlets 016D,E01004290,2,252,47,140,333,774
2021,Tower Hamlets 027A,E01004291,2,254,32,93,625,1006
2021,Tower Hamlets 026A,E01004292,0,171,8,39,547,765
2021,Tower Hamlets 027B,E01004293,2,249,18,78,657,1004
2021,Tower Hamlets 026C,E01004295,4,262,35,118,248,667
2021,Tower Hamlets 026D,E01004296,3,399,59,152,484,1097
2021,Tower Hamlets 027C,E01004297,0,250,13,74,544,881
2021,Tower Hamlets 022A,E01004298,3,212,54,140,160,569
2021,Tower Hamlets 022B,E01004300,4,192,43,125,172,536
2021,Tower Hamlets 025B,E01004301,3,153,38,99,184,477
2021,Tower Hamlets 025C,E01004302,2,194,54,102,201,553
2021,Tower Hamlets 025D,E01004303,3,356,62,180,406,1007
2021,Tower Hamlets 022C,E01004304,8,211,69,139,194,621
2021,Tower Hamlets 022D,E01004305,2,242,57,129,235,665
2021,Tower Hamlets 015A,E01004306,2,226,44,110,306,688
2021,Tower Hamlets 015B,E01004307,7,266,40,88,627,1028
2021,Tower Hamlets 015C,E01004308,5,164,36,106,198,509
2021,Tower Hamlets 015D,E01004309,4,330,69,157,382,942
2021,Tower Hamlets 015E,E01004310,3,257,55,142,386,843
2021,Tower Hamlets 006A,E01004311,8,241,62,143,305,759
2021,Tower Hamlets 009A,E01004312,4,185,37,104,152,482
2021,Tower Hamlets 009B,E01004313,1,270,56,148,329,804
2021,Tower Hamlets 006C,E01004315,4,213,56,103,285,661
2021,Tower Hamlets 009C,E01004316,7,138,25,68,202,440
2021,Tower Hamlets 021A,E01004319,6,295,56,185,298,840
2021,Tower Hamlets 021C,E01004321,5,362,47,135,293,842
2021,Tower Hamlets 017A,E01004322,2,198,32,112,181,525
2021,Tower Hamlets 017B,E01004323,3,175,36,86,175,475
2021,Tower Hamlets 017C,E01004324,3,191,42,126,154,516
2021,Tower Hamlets 017D,E01004326,8,264,53,141,301,767
2021,Waltham Forest 028A,E01004327,7,142,28,123,173,473
2021,Waltham Forest 028B,E01004328,4,243,30,89,292,658
2021,Waltham Forest 028C,E01004329,3,216,19,109,294,641
2021,Waltham Forest 028D,E01004330,0,204,17,83,303,607
2021,Waltham Forest 028E,E01004331,3,215,25,91,271,605
2021,Waltham Forest 028F,E01004332,2,246,43,119,241,651
2021,Waltham Forest 024A,E01004333,2,193,52,124,212,583
2021,Waltham Forest 024B,E01004334,6,233,62,161,154,616
2021,Waltham Forest 027A,E01004335,5,214,59,168,170,616
2021,Waltham Forest 026A,E01004336,2,223,22,116,222,585
2021,Waltham Forest 027B,E01004337,3,255,35,131,224,648
2021,Waltham Forest 027C,E01004338,2,247,17,103,278,647
2021,Waltham Forest 027D,E01004339,2,206,22,94,371,695
2021,Waltham Forest 027E,E01004340,1,254,56,162,239,712
2021,Waltham Forest 027F,E01004341,13,295,49,167,216,740
2021,Waltham Forest 011A,E01004342,5,256,29,104,333,727
2021,Waltham Forest 008A,E01004343,1,202,12,73,364,652
2021,Waltham Forest 008B,E01004344,1,240,39,117,266,663
2021,Waltham Forest 010A,E01004345,0,195,26,66,329,616
2021,Waltham Forest 011B,E01004346,0,182,18,70,297,567
2021,Waltham Forest 011C,E01004347,1,249,18,110,425,803
2021,Waltham Forest 010B,E01004348,2,381,34,140,641,1198
2021,Waltham Forest 001A,E01004349,3,167,29,95,259,553
2021,Waltham Forest 001B,E01004350,3,314,61,225,315,918
2021,Waltham Forest 001C,E01004351,0,216,10,79,330,635
2021,Waltham Forest 002A,E01004352,0,257,10,87,437,791
2021,Waltham Forest 002B,E01004353,1,261,19,99,409,789
2021,Waltham Forest 002C,E01004354,1,273,12,71,417,774
2021,Waltham Forest 004A,E01004355,6,239,26,114,296,681
2021,Waltham Forest 001D,E01004356,0,226,25,99,241,591
2021,Waltham Forest 001E,E01004357,0,209,17,88,260,574
2021,Waltham Forest 002D,E01004358,5,295,31,120,430,881
2021,Waltham Forest 002E,E01004359,0,191,12,74,321,598
2021,Waltham Forest 004B,E01004360,0,178,6,47,244,475
2021,Waltham Forest 005A,E01004361,0,153,9,64,272,498
2021,Waltham Forest 021A,E01004362,5,215,25,85,345,675
2021,Waltham Forest 019A,E01004363,2,169,12,71,262,516
2021,Waltham Forest 019B,E01004364,6,210,35,127,242,620
2021,Waltham Forest 020A,E01004365,8,323,42,186,233,792
2021,Waltham Forest 019C,E01004366,0,236,21,86,322,665
2021,Waltham Forest 019D,E01004367,1,192,21,108,208,530
2021,Waltham Forest 019E,E01004368,4,287,22,147,320,780
2021,Waltham Forest 023A,E01004369,1,195,26,85,327,634
2021,Waltham Forest 023B,E01004370,2,238,22,84,459,805
2021,Waltham Forest 025A,E01004371,2,214,21,75,297,609
2021,Waltham Forest 023C,E01004372,0,201,16,91,381,689
2021,Waltham Forest 025B,E01004373,2,237,32,111,295,677
2021,Waltham Forest 025C,E01004374,1,217,20,119,348,705
2021,Waltham Forest 025D,E01004375,0,253,33,100,322,708
2021,Waltham Forest 025E,E01004376,5,237,26,107,281,656
2021,Waltham Forest 010C,E01004377,1,199,14,82,321,617
