date,geography,geography code,Household deprivation: Household is deprived in four dimensions,Household deprivation: Household is deprived in one dimension,Household deprivation: Household is deprived in three dimensions,Household deprivation: Household is deprived in two dimensions,Household deprivation: Household is not deprived in any dimension,Household deprivation: Total: All households
2021,Barnet 025A,E01000198,3,231,21,78,446,779
2021,Barnet 025B,E01000199,1,214,12,56,375,658
2021,Barnet 028B,E01000200,1,290,13,118,453,875
2021,Barnet 028C,E01000201,1,146,6,34,340,527
2021,Barnet 028D,E01000202,2,202,6,57,348,615
2021,Barnet 028E,E01000203,13,215,47,92,317,684
2021,Barnet 025C,E01000204,5,222,20,73,372,692
2021,Barnet 035A,E01000205,1,153,4,26,419,603
2021,Barnet 033B,E01000206,0,119,2,16,386,523
2021,Barnet 033C,E01000207,2,186,7,64,387,646
2021,Barnet 033D,E01000208,1,181,6,31,416,635
2021,Barnet 035B,E01000209,1,216,12,71,443,743
2021,Barnet 033E,E01000210,1,151,5,34,394,585
2021,Barnet 035C,E01000211,7,340,50,169,359,925
2021,Barnet 035D,E01000212,3,170,10,54,315,552
2021,Barnet 033F,E01000213,2,112,4,26,308,452
2021,Barnet 038E,E01000214,1,232,8,62,468,771
2021,Barnet 037B,E01000215,6,246,29,103,323,707
2021,Barnet 035E,E01000216,5,246,34,67,370,722
2021,Barnet 035F,E01000217,1,162,14,67,309,553
2021,Barnet 037C,E01000218,10,194,18,83,279,584
2021,Barnet 037D,E01000219,15,235,38,98,272,658
2021,Barnet 037E,E01000220,4,229,26,119,302,680
2021,Barnet 039B,E01000221,5,195,50,137,141,528
2021,Barnet 040C,E01000222,11,255,38,91,335,730
2021,Barnet 039C,E01000223,8,283,45,128,282,746
2021,Barnet 040D,E01000224,2,203,14,99,239,557
2021,Barnet 037F,E01000225,5,196,24,83,270,578
2021,Barnet 018D,E01000226,2,212,37,124,227,602
2021,Barnet 018E,E01000227,0,172,10,58,359,599
2021,Barnet 007A,E01000228,2,137,12,51,257,459
2021,Barnet 013B,E01000229,0,206,33,85,259,583
2021,Barnet 013C,E01000230,1,255,12,69,322,659
2021,Barnet 013D,E01000231,2,214,20,80,303,619
2021,Barnet 013E,E01000232,2,216,14,91,381,704
2021,Barnet 013F,E01000233,2,206,12,64,374,658
2021,Barnet 021D,E01000234,0,207,9,67,393,676
2021,Barnet 021E,E01000235,2,252,25,113,265,657
2021,Barnet 034A,E01000236,2,208,22,85,382,699
2021,Barnet 032A,E01000237,1,267,17,91,348,724
2021,Barnet 034B,E01000238,5,223,18,95,303,644
2021,Barnet 031A,E01000239,6,320,63,165,380,934
2021,Barnet 031B,E01000240,3,197,13,92,320,625
2021,Barnet 031C,E01000241,7,219,11,97,367,701
2021,Barnet 032B,E01000242,3,211,16,64,302,596
2021,Barnet 032C,E01000243,3,347,31,170,350,901
2021,Barnet 032D,E01000244,4,253,20,98,250,625
2021,Barnet 032E,E01000245,6,347,72,180,272,877
2021,Barnet 002B,E01000246,0,218,11,55,359,643
2021,Barnet 002C,E01000247,6,229,27,77,392,731
2021,Barnet 001A,E01000248,0,243,11,49,415,718
2021,Barnet 001B,E01000249,0,178,7,51,381,617
2021,Barnet 001C,E01000250,3,405,32,140,565,1145
2021,Barnet 002D,E01000251,11,356,71,186,433,1057
2021,Barnet 002E,E01000252,2,250,20,119,402,793
2021,Barnet 007B,E01000253,0,179,6,48,477,710
2021,Barnet 001D,E01000254,0,194,4,47,388,633
2021,Barnet 017A,E01000255,0,203,30,104,295,632
2021,Barnet 016A,E01000256,1,236,12,48,380,677
2021,Barnet 017B,E01000257,4,276,47,163,423,913
2021,Barnet 016B,E01000258,1,241,36,73,429,780
2021,Barnet 025D,E01000259,0,271,22,131,556,980
2021,Barnet 025E,E01000260,2,278,21,103,436,840
2021,Barnet 017C,E01000261,0,208,5,68,397,678
2021,Barnet 016C,E01000263,0,130,6,23,342,501
2021,Barnet 016D,E01000264,4,250,25,88,349,716
2021,Barnet 011A,E01000265,4,269,32,112,354,771
2021,Barnet 011B,E01000266,0,132,4,33,338,507
2021,Barnet 005A,E01000267,1,166,10,52,350,579
2021,Barnet 005B,E01000268,5,285,28,132,485,935
2021,Barnet 005C,E01000269,3,179,11,55,299,547
2021,Barnet 005D,E01000270,0,211,9,69,345,634
2021,Barnet 008A,E01000271,0,209,11,60,333,613
2021,Barnet 008B,E01000272,1,119,4,25,349,498
2021,Barnet 008C,E01000273,3,241,30,98,370,742
2021,Barnet 011C,E01000274,2,257,34,92,313,698
2021,Barnet 012A,E01000275,1,208,12,51,394,666
2021,Barnet 020A,E01000276,0,122,6,22,347,497
2021,Barnet 012B,E01000277,4,262,31,102,345,744
2021,Barnet 020B,E01000278,0,144,3,29,327,503
2021,Barnet 007C,E01000279,0,140,3,26,339,508
2021,Barnet 007D,E01000280,0,126,3,29,351,509
2021,Barnet 008D,E01000281,0,197,13,81,492,783
2021,Barnet 008E,E01000282,0,206,12,58,416,692
2021,Barnet 012C,E01000283,0,129,0,31,316,476
2021,Barnet 012D,E01000284,6,263,45,104,395,813
2021,Barnet 004A,E01000285,3,205,21,77,305,611
2021,Barnet 007E,E01000286,3,235,37,118,272,665
2021,Barnet 004B,E01000287,1,221,30,114,245,611
2021,Barnet 004C,E01000288,1,175,10,72,308,566
2021,Barnet 004D,E01000289,2,190,42,125,189,548
2021,Barnet 007F,E01000290,2,219,30,109,309,669
2021,Barnet 004E,E01000291,2,197,47,112,261,619
2021,Barnet 001E,E01000292,2,222,12,74,346,656
2021,Barnet 001F,E01000293,0,214,14,69,412,709
2021,Barnet 004F,E01000294,4,189,32,101,405,731
2021,Barnet 023B,E01000295,5,176,16,69,382,648
2021,Barnet 023C,E01000296,5,266,22,81,392,766
2021,Barnet 027D,E01000297,3,178,11,57,293,542
2021,Barnet 023D,E01000298,0,253,18,79,382,732
2021,Barnet 019A,E01000299,10,377,41,137,339,904
2021,Barnet 019B,E01000300,4,223,15,69,367,678
2021,Barnet 020C,E01000301,0,156,5,39,330,530
2021,Barnet 019C,E01000302,20,268,61,107,382,838
2021,Barnet 020D,E01000303,1,155,7,49,322,534
2021,Barnet 020E,E01000304,2,177,14,60,348,601
2021,Barnet 036B,E01000305,0,235,27,113,276,651
2021,Barnet 036C,E01000306,1,251,17,97,254,620
2021,Barnet 039D,E01000307,0,205,32,95,222,554
2021,Barnet 036D,E01000308,1,296,46,136,480,959
2021,Barnet 031D,E01000309,4,250,20,102,334,710
2021,Barnet 034C,E01000310,15,298,62,154,316,845
2021,Barnet 034D,E01000311,6,156,9,50,301,522
2021,Barnet 036E,E01000312,8,262,47,170,234,721
2021,Barnet 036F,E01000313,7,266,47,126,265,711
2021,Barnet 032F,E01000314,2,287,32,89,370,780
2021,Barnet 022F,E01000315,4,212,42,132,244,634
2021,Barnet 027E,E01000316,1,297,35,141,415,889
2021,Barnet 019D,E01000317,2,171,25,82,359,639
2021,Barnet 019E,E01000318,0,203,13,97,320,633
2021,Barnet 027F,E01000319,0,155,8,46,289,498
2021,Barnet 011D,E01000320,1,273,19,86,430,809
2021,Barnet 012E,E01000321,3,264,26,126,410,829
2021,Barnet 011E,E01000322,2,253,26,94,428,803
2021,Barnet 019F,E01000323,9,377,52,202,379,1019
2021,Barnet 015F,E01000324,0,215,18,79,339,651
2021,Bexley 014A,E01000325,1,175,5,57,347,585
2021,Bexley 014B,E01000326,0,188,6,63,284,541
2021,Bexley 017A,E01000327,0,207,9,59,348,623
2021,Bexley 017B,E01000328,0,215,13,81,301,610
2021,Bexley 017C,E01000329,2,225,22,75,335,659
2021,Bexley 017D,E01000330,0,282,28,138,320,768
2021,Bexley 017E,E01000331,0,192,32,109,285,618
2021,Bexley 005A,E01000332,2,253,19,87,254,615
2021,Bexley 003A,E01000333,1,286,39,139,349,814
2021,Bexley 006A,E01000334,0,237,15,90,293,635
2021,Bexley 003B,E01000335,7,356,31,149,503,1046
2021,Bexley 003C,E01000336,10,265,56,154,305,790
2021,Bexley 003D,E01000337,1,214,22,86,323,646
2021,Bexley 003E,E01000338,0,269,21,88,314,692
2021,Bexley 025A,E01000339,3,218,21,73,286,601
2021,Bexley 018A,E01000340,0,192,15,87,332,626
2021,Bexley 022A,E01000341,2,213,14,83,311,623
2021,Bexley 022B,E01000342,0,216,14,80,325,635
2021,Bexley 022C,E01000343,0,173,14,62,309,558
2021,Bexley 025B,E01000344,0,218,5,76,338,637
2021,Bexley 022D,E01000345,0,158,4,43,284,489
2021,Bexley 021A,E01000346,0,213,8,62,333,616
2021,Bexley 021B,E01000347,0,217,10,97,303,627
2021,Bexley 020A,E01000348,0,161,3,45,316,525
2021,Bexley 020B,E01000349,0,215,6,67,368,656
2021,Bexley 021C,E01000350,0,169,11,44,299,523
2021,Bexley 024A,E01000351,0,200,11,77,338,626
2021,Bexley 021D,E01000352,0,247,25,99,296,667
2021,Bexley 011A,E01000353,1,240,11,74,328,654
2021,Bexley 011B,E01000354,3,226,21,86,271,607
2021,Bexley 011C,E01000355,0,218,5,84,295,602
2021,Bexley 009A,E01000356,1,211,7,77,332,628
2021,Bexley 009B,E01000357,0,165,7,29,287,488
2021,Bexley 011D,E01000358,0,213,10,86,356,665
2021,Bexley 009C,E01000359,0,177,3,45,270,495
2021,Bexley 015A,E01000360,3,300,19,83,367,772
2021,Bexley 020C,E01000361,0,209,17,61,312,599
2021,Bexley 015B,E01000362,0,240,15,104,418,777
2021,Bexley 020D,E01000363,0,198,3,64,300,565
2021,Bexley 023A,E01000364,1,247,11,77,313,649
2021,Bexley 015C,E01000365,1,238,17,106,346,708
2021,Bexley 015D,E01000366,1,228,14,55,361,659
2021,Bexley 010A,E01000367,3,266,38,151,339,797
2021,Bexley 010B,E01000368,3,227,39,127,232,628
2021,Bexley 014C,E01000369,0,227,18,74,309,628
2021,Bexley 014D,E01000370,3,208,18,84,321,634
2021,Bexley 014E,E01000371,0,193,11,79,346,629
2021,Bexley 010C,E01000372,5,213,33,109,230,590
2021,Bexley 008A,E01000373,1,127,20,64,249,461
2021,Bexley 019A,E01000374,3,177,33,98,212,523
2021,Bexley 019B,E01000375,1,245,30,103,406,785
2021,Bexley 019C,E01000376,0,195,9,77,330,611
2021,Bexley 019D,E01000377,0,235,14,87,320,656
2021,Bexley 019F,E01000379,5,203,18,95,348,669
2021,Bexley 010D,E01000380,3,343,42,174,342,904
2021,Bexley 028A,E01000381,4,215,39,107,292,657
2021,Bexley 027A,E01000382,1,212,9,60,306,588
2021,Bexley 028B,E01000383,2,209,22,82,311,626
2021,Bexley 027B,E01000384,1,241,14,99,404,759
2021,Bexley 028C,E01000385,1,280,56,148,301,786
2021,Bexley 028D,E01000386,3,231,53,140,218,645
2021,Bexley 027C,E01000387,0,207,11,78,329,625
2021,Bexley 016A,E01000388,0,204,14,69,312,599
2021,Bexley 020E,E01000389,3,224,15,90,382,714
2021,Bexley 020F,E01000390,0,159,10,69,275,513
2021,Bexley 021E,E01000391,1,218,15,84,321,639
2021,Bexley 016B,E01000392,2,271,30,115,345,763
2021,Bexley 020G,E01000393,0,222,12,49,344,627
2021,Bexley 015E,E01000394,0,205,14,85,366,670
2021,Bexley 018B,E01000395,2,174,7,45,318,546
2021,Bexley 018C,E01000396,0,166,10,51,281,508
2021,Bexley 029A,E01000398,0,217,26,110,256,609
2021,Bexley 029B,E01000399,1,220,11,78,313,623
2021,Bexley 029C,E01000400,0,208,18,77,288,591
2021,Bexley 013A,E01000401,2,256,33,147,255,693
2021,Bexley 005B,E01000402,3,244,31,109,266,653
2021,Bexley 004A,E01000403,7,382,68,220,383,1060
2021,Bexley 004B,E01000404,5,322,44,219,398,988
2021,Bexley 004C,E01000405,2,198,15,85,266,566
2021,Bexley 005C,E01000406,3,275,21,82,407,788
2021,Bexley 005D,E01000407,1,271,22,91,373,758
2021,Bexley 004D,E01000408,1,193,22,82,284,582
2021,Bexley 016C,E01000409,0,222,8,76,345,651
2021,Bexley 018D,E01000410,0,179,6,60,354,599
2021,Bexley 016D,E01000411,2,187,11,79,274,553
2021,Bexley 018E,E01000412,0,205,6,68,364,643
2021,Bexley 018F,E01000413,1,171,11,69,273,525
2021,Bexley 016E,E01000414,0,260,13,110,345,728
2021,Bexley 016F,E01000415,0,187,6,55,269,517
2021,Bexley 002A,E01000416,3,182,23,82,220,510
2021,Bexley 006B,E01000417,5,269,31,103,296,704
2021,Bexley 002B,E01000418,0,277,23,98,328,726
2021,Bexley 006C,E01000419,0,192,15,104,271,582
2021,Bexley 006D,E01000420,2,204,19,80,285,590
2021,Bexley 009D,E01000421,1,213,8,77,298,597
2021,Bexley 002C,E01000422,4,186,43,93,175,501
2021,Bexley 025C,E01000423,0,210,6,50,343,609
2021,Bexley 026A,E01000424,0,247,10,80,414,751
2021,Bexley 025D,E01000425,0,179,17,40,371,607
2021,Bexley 026B,E01000426,1,219,18,67,402,707
2021,Bexley 026C,E01000427,1,300,23,114,470,908
2021,Bexley 027D,E01000428,2,296,54,151,405,908
2021,Bexley 008B,E01000429,4,260,55,144,248,711
2021,Bexley 008C,E01000430,6,248,27,101,325,707
2021,Bexley 008D,E01000431,2,144,42,86,157,431
2021,Bexley 008F,E01000433,2,269,55,150,234,710
2021,Bexley 008G,E01000434,2,182,54,146,190,574
2021,Bexley 010E,E01000435,2,209,35,110,230,586
2021,Bexley 011E,E01000436,0,219,4,53,347,623
2021,Bexley 007A,E01000437,1,206,2,56,237,502
2021,Bexley 007B,E01000438,0,211,16,79,299,605
2021,Bexley 007C,E01000439,0,184,26,74,232,516
2021,Bexley 007D,E01000440,0,192,2,67,252,513
2021,Bexley 007E,E01000441,3,250,36,139,270,698
2021,Bexley 006E,E01000442,0,212,17,110,286,625
2021,Bexley 024B,E01000443,2,166,20,81,247,516
2021,Bexley 023B,E01000444,0,191,4,52,389,636
2021,Bexley 024C,E01000445,1,219,8,75,369,672
2021,Bexley 024D,E01000446,0,173,8,64,350,595
2021,Bexley 023C,E01000447,2,244,25,96,514,881
2021,Bexley 023D,E01000448,0,183,0,41,288,512
2021,Bexley 023E,E01000449,1,227,8,69,338,643
2021,Bexley 009E,E01000450,2,187,30,89,323,631
2021,Bexley 009F,E01000451,0,203,9,72,340,624
2021,Bexley 009G,E01000452,2,172,6,39,272,491
2021,Bexley 013B,E01000453,0,169,3,59,282,513
2021,Bexley 013C,E01000454,0,218,41,97,273,629
2021,Bexley 013D,E01000455,0,201,12,68,340,621
2021,Bexley 013E,E01000456,0,137,6,68,272,483
2021,Bexley 026D,E01000457,2,332,24,103,533,994
2021,Bexley 027E,E01000458,1,244,11,99,331,686
2021,Bexley 027F,E01000459,2,322,26,142,391,883
2021,Bexley 022E,E01000460,0,148,4,21,311,484
2021,Bexley 024E,E01000461,0,182,4,44,340,570
2021,Bexley 026E,E01000462,2,283,24,114,410,833
2021,Bexley 025E,E01000463,1,149,4,37,262,453
2021,Bexley 002D,E01000464,6,211,41,117,177,552
2021,Bexley 002E,E01000465,5,282,56,153,233,729
2021,Bexley 001A,E01000466,3,225,35,115,222,600
2021,Bexley 001B,E01000467,1,218,27,101,246,593
2021,Bexley 001C,E01000468,3,349,45,134,415,946
2021,Bexley 001D,E01000469,2,247,28,102,263,642
2021,Bexley 002F,E01000470,1,200,42,118,168,529
2021,Brent 026A,E01000471,5,182,24,94,186,491
2021,Brent 029A,E01000472,2,365,42,127,377,913
2021,Brent 029B,E01000473,9,339,41,164,236,789
2021,Brent 026B,E01000474,2,243,29,108,138,520
2021,Brent 029C,E01000475,2,245,23,104,238,612
2021,Brent 026C,E01000476,1,211,25,111,207,555
2021,Brent 026D,E01000477,2,280,30,163,207,682
2021,Brent 029D,E01000478,3,272,37,136,268,716
2021,Brent 009A,E01000479,1,154,14,74,269,512
2021,Brent 006A,E01000480,1,171,10,48,283,513
2021,Brent 009B,E01000481,2,231,27,105,236,601
2021,Brent 009D,E01000483,2,252,48,160,192,654
2021,Brent 006B,E01000484,2,254,54,131,175,616
2021,Brent 006C,E01000485,4,210,20,93,205,532
2021,Brent 006D,E01000486,0,184,11,59,268,522
2021,Brent 006E,E01000487,2,286,45,117,247,697
2021,Brent 022A,E01000488,3,192,37,93,226,551
2021,Brent 030A,E01000489,2,211,59,99,317,688
2021,Brent 023A,E01000490,17,273,52,132,413,887
2021,Brent 030B,E01000491,5,276,41,116,426,864
2021,Brent 030C,E01000492,0,145,10,52,242,449
2021,Brent 030D,E01000493,1,173,15,59,316,564
2021,Brent 023B,E01000494,6,236,38,116,325,721
2021,Brent 023C,E01000495,16,251,42,185,288,782
2021,Brent 011A,E01000497,4,230,35,145,270,684
2021,Brent 010B,E01000498,10,191,36,122,156,515
2021,Brent 011B,E01000499,6,241,42,97,198,584
2021,Brent 011C,E01000501,6,312,46,150,244,758
2021,Brent 011D,E01000502,0,237,49,111,261,658
2021,Brent 011E,E01000503,6,302,43,122,303,776
2021,Brent 018A,E01000504,2,245,28,108,314,697
2021,Brent 018B,E01000505,6,191,40,110,224,571
2021,Brent 014A,E01000506,1,260,40,159,207,667
2021,Brent 018C,E01000507,0,188,25,81,225,519
2021,Brent 025A,E01000508,6,340,66,214,238,864
2021,Brent 014B,E01000509,6,169,34,91,155,455
2021,Brent 014C,E01000510,1,236,35,129,175,576
2021,Brent 014D,E01000511,2,214,18,99,225,558
2021,Brent 018D,E01000512,1,236,23,113,278,651
2021,Brent 002A,E01000513,0,173,16,83,196,468
2021,Brent 002B,E01000514,0,185,17,63,230,495
2021,Brent 003A,E01000515,2,259,38,126,225,650
2021,Brent 002C,E01000516,0,264,18,118,350,750
2021,Brent 003B,E01000517,0,178,8,81,222,489
2021,Brent 005A,E01000518,0,219,42,133,232,626
2021,Brent 005B,E01000519,1,235,30,126,237,629
2021,Brent 002D,E01000520,2,226,49,94,241,612
2021,Brent 025B,E01000521,32,325,106,249,210,922
2021,Brent 025C,E01000522,5,249,37,142,266,699
2021,Brent 031A,E01000523,11,348,46,180,280,865
2021,Brent 031B,E01000524,19,419,63,213,270,984
2021,Brent 031C,E01000525,6,288,46,186,230,756
2021,Brent 025D,E01000526,4,300,83,194,227,808
2021,Brent 025E,E01000527,3,298,58,156,219,734
2021,Brent 025F,E01000528,4,253,78,134,266,735
2021,Brent 033A,E01000530,2,207,23,74,368,674
2021,Brent 033B,E01000531,7,282,85,177,308,859
2021,Brent 033C,E01000532,1,201,25,88,294,609
2021,Brent 031E,E01000533,10,339,77,194,258,878
2021,Brent 033D,E01000534,0,225,25,85,323,658
2021,Brent 031F,E01000535,4,296,44,141,362,847
2021,Brent 004A,E01000536,1,187,7,61,246,502
2021,Brent 004B,E01000538,0,164,4,47,272,487
2021,Brent 004C,E01000539,0,204,8,59,269,540
2021,Brent 004D,E01000540,0,153,5,52,273,483
2021,Brent 004E,E01000541,1,194,12,79,200,486
2021,Brent 003E,E01000543,0,179,23,74,218,494
2021,Brent 034A,E01000544,3,268,40,122,306,739
2021,Brent 028A,E01000545,8,332,47,146,374,907
2021,Brent 028B,E01000546,8,244,55,131,315,753
2021,Brent 028C,E01000547,2,205,32,89,359,687
2021,Brent 028D,E01000548,4,328,52,166,452,1002
2021,Brent 028E,E01000549,2,282,34,85,492,895
2021,Brent 034B,E01000550,6,336,63,152,355,912
2021,Brent 034C,E01000551,6,433,84,232,422,1177
2021,Brent 034D,E01000552,2,221,41,112,202,578
2021,Brent 015A,E01000553,5,262,38,141,297,743
2021,Brent 015B,E01000554,2,283,46,120,305,756
2021,Brent 015C,E01000555,0,188,15,70,255,528
2021,Brent 015D,E01000556,9,314,81,184,270,858
2021,Brent 015E,E01000557,10,332,49,165,275,831
2021,Brent 015F,E01000558,10,178,43,118,291,640
2021,Brent 018E,E01000559,2,216,27,128,283,656
2021,Brent 023D,E01000560,3,207,25,77,353,665
2021,Brent 023E,E01000561,10,294,40,148,331,823
2021,Brent 008A,E01000562,0,178,18,55,226,477
2021,Brent 008B,E01000563,0,169,5,53,254,481
2021,Brent 013A,E01000564,2,203,14,81,192,492
2021,Brent 013B,E01000565,3,190,23,67,201,484
2021,Brent 008C,E01000566,0,164,11,64,225,464
2021,Brent 016A,E01000567,0,168,17,68,208,461
2021,Brent 008D,E01000568,0,224,11,88,338,661
2021,Brent 008E,E01000569,0,163,7,59,253,482
2021,Brent 012A,E01000570,4,199,28,93,189,513
2021,Brent 012B,E01000571,3,186,23,75,209,496
2021,Brent 007A,E01000572,1,165,14,42,241,463
2021,Brent 007B,E01000573,0,168,8,60,244,480
2021,Brent 007C,E01000574,0,160,9,68,218,455
2021,Brent 007D,E01000575,1,261,41,97,260,660
2021,Brent 012C,E01000576,1,203,16,91,264,575
2021,Brent 007E,E01000577,1,315,65,200,280,861
2021,Brent 012D,E01000578,15,277,79,158,307,836
2021,Brent 032A,E01000579,2,212,22,85,312,633
2021,Brent 032B,E01000580,7,256,30,109,453,855
2021,Brent 030E,E01000581,2,186,19,84,302,593
2021,Brent 032C,E01000582,0,172,16,68,427,683
2021,Brent 032D,E01000583,3,271,31,92,505,902
2021,Brent 033E,E01000584,3,173,18,66,291,551
2021,Brent 033F,E01000585,0,180,24,62,324,590
2021,Brent 032E,E01000586,2,355,43,140,547,1087
2021,Brent 001A,E01000587,1,172,16,51,219,459
2021,Brent 001B,E01000589,0,276,21,119,389,805
2021,Brent 001C,E01000590,0,229,10,97,296,632
2021,Brent 003F,E01000591,1,254,28,113,246,642
2021,Brent 001D,E01000592,0,236,18,91,273,618
2021,Brent 001E,E01000593,2,250,25,108,285,670
2021,Brent 001F,E01000594,1,236,11,75,235,558
2021,Brent 027A,E01000595,7,262,63,157,164,653
2021,Brent 021A,E01000596,9,271,54,157,135,626
2021,Brent 027D,E01000599,4,267,54,124,249,698
2021,Brent 021B,E01000601,10,188,52,125,139,514
2021,Brent 021C,E01000602,2,211,42,113,134,502
2021,Brent 021D,E01000603,5,200,50,149,160,564
2021,Brent 021E,E01000604,1,202,50,133,127,513
2021,Brent 021F,E01000605,7,205,97,143,119,571
2021,Brent 016B,E01000606,4,241,27,99,204,575
2021,Brent 013C,E01000607,1,289,14,128,256,688
2021,Brent 013D,E01000608,2,322,53,152,280,809
2021,Brent 016C,E01000609,1,231,22,128,250,632
2021,Brent 019A,E01000610,3,272,29,131,252,687
2021,Brent 016D,E01000611,2,229,26,92,256,605
2021,Brent 019B,E01000612,0,209,25,112,198,544
2021,Brent 013E,E01000613,2,235,38,124,238,637
2021,Brent 036A,E01000615,2,288,37,107,393,827
2021,Brent 020A,E01000616,0,224,24,128,217,593
2021,Brent 036B,E01000617,3,274,39,128,276,720
2021,Brent 036D,E01000618,0,181,17,75,208,481
2021,Brent 036C,E01000619,0,184,17,83,194,478
2021,Brent 020B,E01000620,0,223,18,94,174,509
2021,Brent 020C,E01000621,0,215,23,104,174,516
2021,Brent 010D,E01000622,6,306,47,157,190,706
2021,Brent 005C,E01000623,1,210,14,64,279,568
2021,Brent 005D,E01000624,0,228,26,97,239,590
2021,Brent 009E,E01000625,1,236,22,114,215,588
2021,Brent 010E,E01000626,0,240,43,148,173,604
2021,Brent 014E,E01000627,6,272,45,151,214,688
2021,Brent 014F,E01000628,6,233,55,169,177,640
2021,Brent 005E,E01000629,0,242,20,106,254,622
2021,Brent 026E,E01000630,5,332,65,184,321,907
2021,Brent 019C,E01000631,5,217,16,122,221,581
2021,Brent 029E,E01000632,3,266,32,127,168,596
2021,Brent 019D,E01000633,5,258,54,132,166,615
2021,Brent 019E,E01000634,4,308,40,178,232,762
2021,Brent 020E,E01000636,2,349,23,128,264,766
2021,Brent 022B,E01000637,1,209,47,117,241,615
2021,Brent 024A,E01000638,5,316,39,163,266,789
2021,Brent 022C,E01000639,7,265,45,113,320,750
2021,Brent 024B,E01000640,3,297,65,181,269,815
2021,Brent 024C,E01000641,2,262,49,169,254,736
2021,Brent 022D,E01000642,4,375,53,191,405,1028
2021,Brent 024D,E01000643,8,326,97,197,269,897
2021,Brent 022E,E01000644,6,248,53,130,326,763
2021,Bromley 007A,E01000645,0,132,4,22,385,543
2021,Bromley 016A,E01000646,1,240,11,78,453,783
2021,Bromley 016B,E01000647,0,210,7,50,381,648
2021,Bromley 016C,E01000648,0,213,5,59,451,728
2021,Bromley 007B,E01000649,3,217,11,56,532,819
2021,Bromley 022A,E01000650,2,225,27,69,426,749
2021,Bromley 020A,E01000651,0,187,13,45,382,627
2021,Bromley 022B,E01000652,0,227,9,59,377,672
2021,Bromley 016D,E01000653,0,170,6,52,367,595
2021,Bromley 039A,E01000654,0,163,2,44,279,488
2021,Bromley 039B,E01000655,0,167,9,43,271,490
2021,Bromley 039C,E01000656,1,186,4,66,309,566
2021,Bromley 039D,E01000657,0,219,19,83,355,676
2021,Bromley 042A,E01000658,0,218,8,65,270,561
2021,Bromley 039E,E01000659,0,173,3,56,290,522
2021,Bromley 026A,E01000661,3,323,67,235,553,1181
2021,Bromley 026B,E01000662,0,206,17,88,341,652
2021,Bromley 026C,E01000663,2,220,31,103,307,663
2021,Bromley 026D,E01000664,1,182,12,76,329,600
2021,Bromley 033A,E01000665,1,219,19,85,420,744
2021,Bromley 033B,E01000666,0,251,9,62,482,804
2021,Bromley 033C,E01000667,0,203,5,53,366,627
2021,Bromley 020B,E01000668,3,293,28,108,544,976
2021,Bromley 020C,E01000669,0,211,21,63,452,747
2021,Bromley 018A,E01000670,0,239,9,54,532,834
2021,Bromley 020D,E01000671,4,276,53,115,571,1019
2021,Bromley 011A,E01000672,0,193,8,58,435,694
2021,Bromley 011B,E01000673,0,173,10,42,411,636
2021,Bromley 008A,E01000674,2,252,27,95,424,800
2021,Bromley 008B,E01000676,0,293,33,141,496,963
2021,Bromley 018C,E01000677,0,235,17,70,482,804
2021,Bromley 016E,E01000678,0,194,11,59,435,699
2021,Bromley 020E,E01000679,0,201,9,65,399,674
2021,Bromley 037A,E01000680,0,203,5,44,394,646
2021,Bromley 035A,E01000681,0,196,5,46,402,649
2021,Bromley 035B,E01000682,0,220,5,66,348,639
2021,Bromley 035C,E01000683,1,208,14,86,394,703
2021,Bromley 035D,E01000684,0,206,9,45,488,748
2021,Bromley 037B,E01000685,0,184,13,71,344,612
2021,Bromley 037C,E01000686,1,209,16,88,328,642
2021,Bromley 037D,E01000687,0,213,5,73,369,660
2021,Bromley 037E,E01000688,0,174,4,33,296,507
2021,Bromley 002A,E01000689,2,200,24,98,292,616
2021,Bromley 002B,E01000690,0,152,7,45,332,536
2021,Bromley 002C,E01000691,0,181,15,98,342,636
2021,Bromley 002D,E01000692,0,212,1,63,405,681
2021,Bromley 010A,E01000693,0,225,8,87,325,645
2021,Bromley 007C,E01000694,0,224,15,67,578,884
2021,Bromley 007D,E01000695,0,171,7,46,396,620
2021,Bromley 007E,E01000696,0,210,5,36,437,688
2021,Bromley 007F,E01000697,1,210,7,50,513,781
2021,Bromley 010B,E01000698,0,117,1,36,282,436
2021,Bromley 015A,E01000699,1,201,25,85,353,665
2021,Bromley 013A,E01000700,1,183,17,86,381,668
2021,Bromley 015B,E01000701,1,156,12,56,380,605
2021,Bromley 013B,E01000702,1,182,8,52,396,639
2021,Bromley 013C,E01000703,1,209,19,61,410,700
2021,Bromley 015C,E01000704,2,216,9,55,318,600
2021,Bromley 015D,E01000705,0,193,15,72,291,571
2021,Bromley 013D,E01000706,1,173,30,77,330,611
2021,Bromley 041A,E01000707,2,126,6,27,369,530
2021,Bromley 041B,E01000708,0,204,6,74,429,713
2021,Bromley 006A,E01000709,2,213,23,93,406,737
2021,Bromley 006B,E01000710,0,309,15,72,763,1159
2021,Bromley 006C,E01000711,1,314,18,77,615,1025
2021,Bromley 012A,E01000712,0,243,11,70,557,881
2021,Bromley 012B,E01000713,1,249,7,70,556,883
2021,Bromley 006D,E01000714,1,348,19,113,611,1092
2021,Bromley 012C,E01000715,0,294,10,82,541,927
