date,geography,geography code,Age of arrival in the UK: Arrived in the UK,Age of arrival in the UK: Arrived in the UK: Aged 0 to 4 years,Age of arrival in the UK: Arrived in the UK: Aged 10 to 14 years,Age of arrival in the UK: Arrived in the UK: Aged 15 years,Age of arrival in the UK: Arrived in the UK: Aged 16 to 17 years,Age of arrival in the UK: Arrived in the UK: Aged 18 to 19 years,Age of arrival in the UK: Arrived in the UK: Aged 20 to 24 years,Age of arrival in the UK: Arrived in the UK: Aged 25 to 29 years,Age of arrival in the UK: Arrived in the UK: Aged 30 to 44 years,Age of arrival in the UK: Arrived in the UK: Aged 45 to 59 years,Age of arrival in the UK: Arrived in the UK: Aged 5 to 7 years,Age of arrival in the UK: Arrived in the UK: Aged 60 to 64 years,Age of arrival in the UK: Arrived in the UK: Aged 65 to 74 years,Age of arrival in the UK: Arrived in the UK: Aged 75 to 84 years,Age of arrival in the UK: Arrived in the UK: Aged 8 to 9 years,Age of arrival in the UK: Arrived in the UK: Aged 85 to 89 years,Age of arrival in the UK: Arrived in the UK: Aged 90 years and over,Age of arrival in the UK: Born in the UK,Age of arrival in the UK: Total: All usual residents
2021,Westminster 009K,E01033605,882,97,56,14,46,53,154,141,212,42,29,13,6,2,17,0,0,761,1643
2021,Hackney 030A,E01033699,707,43,24,5,23,42,183,198,148,13,16,1,1,1,9,0,0,708,1415
2021,Hackney 030B,E01033700,1217,47,40,14,47,69,317,360,226,34,22,3,11,2,25,0,0,1276,2493
2021,Hackney 028C,E01033702,520,67,32,9,17,37,101,98,104,18,18,2,2,2,13,0,0,931,1451
2021,Hackney 010F,E01033703,638,66,24,7,25,34,131,142,143,29,18,1,2,4,12,0,0,771,1409
2021,Hackney 023F,E01033704,1057,61,34,11,49,58,248,325,202,24,24,2,2,0,17,0,0,1287,2344
2021,Hackney 028D,E01033705,554,41,34,8,23,34,113,120,115,14,31,2,7,1,11,0,0,876,1430
2021,Hackney 033B,E01033706,860,31,27,6,54,83,246,212,168,17,8,1,1,0,6,0,0,589,1449
2021,Hackney 033C,E01033708,1158,36,29,4,57,114,389,274,193,30,16,2,3,0,11,0,0,709,1867
2021,Hackney 032B,E01033709,899,41,31,6,28,67,199,241,211,34,25,0,4,1,11,0,0,929,1828
2021,Hackney 028E,E01033710,460,49,31,10,12,26,93,96,93,27,12,0,0,0,11,0,0,676,1136
2021,Hackney 032C,E01033711,1245,27,25,10,81,180,435,274,174,17,8,3,0,0,11,0,0,666,1911
2021,Hackney 023G,E01033712,649,42,38,8,20,43,156,175,127,15,17,1,0,0,7,0,0,894,1543
2021,Hackney 010G,E01033713,493,35,22,5,16,44,107,120,111,11,14,1,0,0,7,0,0,828,1321
2021,Greenwich 035B,E01033727,1188,80,48,12,92,139,241,237,238,38,32,7,0,0,24,0,0,1523,2711
2021,Greenwich 035C,E01033728,814,50,19,9,27,55,137,221,210,41,23,4,5,3,10,0,0,951,1765
2021,Greenwich 030E,E01033729,684,72,45,9,48,73,130,90,118,28,43,3,5,4,16,0,0,1791,2475
2021,Greenwich 041E,E01033732,518,32,28,5,13,53,115,107,121,20,17,2,0,0,5,0,0,547,1065
2021,Greenwich 039B,E01033734,600,39,32,7,15,46,118,159,125,20,18,4,4,0,13,0,0,867,1467
2021,Greenwich 042D,E01033735,808,46,43,14,22,82,136,162,206,42,17,9,13,0,16,0,0,457,1265
2021,Greenwich 039A,E01033736,1194,62,53,20,45,94,226,321,265,42,32,9,2,1,22,0,0,1050,2244
2021,Greenwich 042B,E01033737,972,71,75,12,42,65,173,199,226,52,31,3,3,2,18,0,0,963,1935
2021,Greenwich 037D,E01033738,830,60,38,7,21,60,199,180,180,41,22,3,2,0,17,0,0,1032,1862
2021,Greenwich 002E,E01033739,945,84,46,12,31,48,172,226,222,48,34,4,4,0,14,0,0,780,1725
2021,Greenwich 002F,E01033740,812,63,41,10,30,39,129,150,233,55,30,7,3,1,21,0,0,821,1633
2021,Greenwich 002G,E01033741,1031,120,74,11,31,67,159,179,238,56,35,6,10,1,42,1,1,1666,2697
2021,Greenwich 007F,E01033742,696,46,32,9,19,43,135,139,184,49,20,2,3,0,14,1,0,645,1341
2021,Greenwich 002H,E01033743,909,79,52,19,20,37,142,200,261,43,26,6,8,1,15,0,0,1034,1943
2021,Greenwich 007G,E01033744,726,47,35,7,26,41,135,157,192,29,26,5,4,0,22,0,0,1076,1802
2021,Greenwich 002I,E01033745,810,68,54,16,19,31,132,147,216,50,38,4,5,1,29,0,0,976,1786
2021,Greenwich 038E,E01033746,438,51,23,6,18,25,83,81,109,23,12,0,3,3,1,0,0,1027,1465
2021,Havering 007F,E01033784,318,33,16,3,22,14,71,76,60,10,6,1,1,0,5,0,0,1241,1559
2021,Havering 007G,E01033785,392,32,18,4,8,20,90,95,88,8,17,2,2,0,8,0,0,987,1379
2021,Havering 017G,E01033786,700,54,35,6,17,35,123,166,194,26,26,4,5,0,9,0,0,615,1315
2021,Havering 017H,E01033787,748,46,31,8,30,36,126,197,199,20,24,4,1,1,25,0,0,716,1464
2021,Havering 017I,E01033788,476,38,32,12,24,37,83,104,86,26,19,3,1,0,11,0,0,1081,1557
2021,Bexley 008H,E01033789,754,68,46,8,36,38,159,181,154,17,19,2,2,0,24,0,0,1014,1768
2021,Bexley 008I,E01033790,349,27,26,3,19,13,75,60,78,18,14,4,2,0,10,0,0,986,1335
2021,Bexley 019G,E01033791,341,34,37,5,19,16,88,47,65,8,7,1,2,3,9,0,0,1039,1380
2021,Bexley 019H,E01033792,203,25,11,4,11,9,37,48,45,9,1,0,0,0,3,0,0,1180,1383
2021,Lambeth 003F,E01033862,812,31,30,12,71,67,221,163,129,45,18,6,5,1,13,0,0,586,1398
2021,Lambeth 003G,E01033863,592,34,28,11,40,36,137,110,117,30,24,6,4,1,13,0,1,735,1327
2021,Lambeth 004H,E01033864,481,36,26,12,24,42,119,70,96,29,10,3,8,2,4,0,0,551,1032
2021,Lambeth 004I,E01033865,895,32,40,9,71,138,250,171,135,18,15,2,0,0,14,0,0,624,1519
2021,Lambeth 004J,E01033866,732,24,28,12,30,72,239,145,141,24,10,2,0,0,5,0,0,390,1122
2021,Southwark 002F,E01033867,688,44,28,7,58,94,154,129,104,27,23,1,3,1,15,0,0,859,1547
2021,Southwark 002G,E01033868,829,31,20,9,88,132,267,158,92,11,10,2,3,0,6,0,0,581,1410
2021,Southwark 004F,E01033869,565,38,27,7,28,27,125,142,114,17,21,5,1,1,12,0,0,903,1468
2021,Southwark 004G,E01033870,797,41,25,9,40,65,190,191,164,46,12,4,0,1,9,0,0,974,1771
2021,Southwark 004H,E01033871,614,44,22,3,25,31,117,169,145,29,20,0,0,1,8,0,0,898,1512
2021,Southwark 004I,E01033872,600,32,25,8,29,46,127,148,138,20,11,2,2,0,12,0,0,701,1301
2021,Southwark 009G,E01033873,949,58,61,11,55,116,232,151,178,35,26,2,1,1,22,0,0,822,1771
2021,Southwark 009H,E01033874,661,19,21,6,35,105,245,113,97,8,6,1,0,0,5,0,0,491,1152
2021,Southwark 012G,E01033875,599,45,33,5,24,43,138,141,112,21,18,7,4,0,7,1,0,722,1321
2021,Southwark 012H,E01033876,633,21,28,11,32,77,167,148,120,11,11,0,1,0,6,0,0,621,1254
2021,Southwark 012I,E01033877,699,46,30,10,25,43,162,155,149,36,23,2,3,0,15,0,0,845,1544
2021,Southwark 015F,E01033878,520,36,31,8,16,38,74,83,147,40,24,3,4,1,14,1,0,586,1106
2021,Southwark 015G,E01033879,1191,93,90,30,42,61,236,206,287,55,41,10,5,0,35,0,0,1364,2555
2021,Southwark 015H,E01033880,1528,208,68,37,77,39,205,184,448,205,38,5,4,0,10,0,0,607,2135
2021,Southwark 016F,E01033881,826,53,78,9,31,44,151,146,208,43,32,8,2,0,21,0,0,1057,1883
2021,Southwark 022G,E01033882,534,35,36,12,21,42,99,103,109,39,13,4,3,2,16,0,0,875,1409
2021,Southwark 022H,E01033883,581,41,43,19,25,38,106,128,128,18,18,2,1,0,14,0,0,1020,1601
2021,Southwark 035A,E01033884,602,26,24,5,37,48,142,136,131,39,4,3,0,0,7,0,0,496,1098
2021,Southwark 036A,E01033885,590,34,27,5,28,47,127,146,128,13,20,3,2,0,10,0,0,737,1327
2021,Barnet 017E,E01033911,721,73,34,10,33,41,128,130,180,20,36,7,10,1,18,0,0,1158,1879
2021,Barnet 017F,E01033912,728,57,52,11,27,38,127,144,179,27,28,8,7,2,21,0,0,977,1705
2021,Barnet 024G,E01033913,860,65,54,30,35,39,136,132,242,39,45,3,7,1,31,0,1,666,1526
2021,Barnet 024H,E01033914,988,73,69,11,51,67,137,166,267,59,35,15,12,1,25,0,0,825,1813
2021,Barnet 042A,E01033915,765,63,48,14,43,24,169,155,174,22,32,3,7,0,11,0,0,718,1483
2021,Barnet 042B,E01033916,1233,59,63,11,49,72,279,224,351,66,27,6,7,0,19,0,0,553,1786
2021,Barnet 042C,E01033917,957,72,63,28,40,64,174,187,226,55,28,3,4,0,13,0,0,555,1512
2021,Barnet 042D,E01033918,965,61,56,24,50,109,203,193,180,37,23,2,3,2,22,0,0,586,1551
2021,Barnet 042E,E01033919,891,51,52,19,40,67,173,174,211,45,22,10,7,2,18,0,0,423,1314
2021,Barnet 042F,E01033920,975,69,51,19,41,86,218,209,204,35,24,5,2,1,11,0,0,546,1521
2021,Barnet 043A,E01033921,988,71,42,6,44,66,196,219,225,44,39,8,3,1,24,0,0,671,1659
2021,Barnet 043B,E01033922,1072,83,63,15,39,82,250,228,201,51,34,2,6,1,17,0,0,638,1710
2021,Barnet 043C,E01033923,832,61,56,14,27,60,153,153,198,57,20,6,6,4,17,0,0,731,1563
2021,Barnet 043D,E01033924,850,77,50,18,37,49,167,151,176,63,33,2,7,3,17,0,0,695,1545
2021,Barnet 043E,E01033925,1015,67,74,20,34,58,231,177,251,46,26,6,5,0,20,0,0,720,1735
2021,Enfield 014E,E01033926,1158,135,101,21,51,69,208,191,231,46,54,1,8,1,41,0,0,1478,2636
2021,Enfield 020F,E01033927,982,76,52,18,37,46,153,181,257,80,33,10,13,4,22,0,0,674,1656
2021,Enfield 020G,E01033928,767,51,48,18,38,40,115,132,201,72,25,6,0,0,21,0,0,528,1295
2021,Brent 002F,E01033929,706,68,34,6,34,47,131,162,167,16,23,3,4,0,11,0,0,636,1342
2021,Brent 002G,E01033930,979,64,76,15,58,99,209,159,180,42,39,2,9,3,24,0,0,866,1845
2021,Brent 009F,E01033931,762,70,47,6,28,33,134,155,183,45,28,7,4,1,21,0,0,597,1359
2021,Brent 009G,E01033932,863,79,55,14,36,61,160,141,202,47,33,9,8,0,16,2,0,798,1661
2021,Brent 010G,E01033933,816,84,91,16,40,54,161,89,151,34,53,2,7,1,33,0,0,664,1480
2021,Brent 010H,E01033934,1008,114,114,14,36,73,178,153,177,44,62,0,5,0,38,0,0,628,1636
2021,Brent 020F,E01033935,1451,101,79,13,51,66,203,236,488,104,51,10,8,1,40,0,0,557,2008
2021,Brent 020G,E01033936,1231,98,46,12,52,60,185,236,374,92,45,2,1,1,26,1,0,414,1645
2021,Brent 027G,E01033937,618,45,47,22,26,40,87,135,138,24,21,5,6,2,19,1,0,549,1167
2021,Brent 027H,E01033938,560,46,39,7,18,31,112,115,122,29,22,3,5,3,8,0,0,671,1231
2021,Brent 027I,E01033939,1131,100,47,22,49,51,261,237,249,39,36,7,8,1,24,0,0,799,1930
2021,Brent 035B,E01033940,1311,105,77,8,56,104,341,279,225,35,42,4,2,2,31,0,0,1035,2346
2021,Brent 035C,E01033941,970,73,51,11,23,50,171,213,263,38,37,4,9,1,26,0,0,596,1566
2021,Brent 035D,E01033942,944,72,35,10,50,102,207,217,175,26,31,2,1,0,16,0,0,662,1606
2021,Haringey 015E,E01033943,1498,114,84,13,90,161,338,269,267,77,45,4,3,2,31,0,0,1015,2513
2021,Haringey 015F,E01033944,1218,134,61,17,59,102,292,203,199,41,57,2,2,0,49,0,0,1311,2529
2021,Haringey 020G,E01033945,571,47,20,2,19,44,134,123,128,14,22,4,3,0,11,0,0,798,1369
2021,Haringey 020H,E01033946,592,43,26,7,14,50,143,141,142,11,9,3,0,1,2,0,0,769,1361
2021,Ealing 015F,E01034026,1479,114,52,12,105,262,398,248,183,30,39,1,9,1,25,0,0,1038,2517
2021,Ealing 015G,E01034027,1423,101,81,18,132,208,283,216,234,49,62,3,9,0,27,0,0,1111,2534
2021,Ealing 019F,E01034028,649,50,33,10,14,39,131,141,155,37,17,4,3,0,15,0,0,581,1230
2021,Ealing 019G,E01034029,844,53,23,9,26,50,169,179,244,46,19,1,6,0,19,0,0,681,1525
2021,Ealing 042A,E01034030,1120,82,36,6,40,71,213,239,301,65,32,8,7,3,17,0,0,743,1863
2021,Ealing 042B,E01034031,984,141,36,14,21,22,89,147,362,86,30,6,2,3,25,0,0,328,1312
2021,Hounslow 006G,E01034032,719,55,43,16,15,57,128,141,178,22,42,5,2,0,15,0,0,1096,1815
2021,Hounslow 006H,E01034033,843,56,43,13,21,38,167,187,227,46,22,4,2,2,15,0,0,909,1752
2021,Hounslow 014F,E01034034,836,68,33,7,28,39,152,192,230,24,35,2,3,0,23,0,0,837,1673
2021,Hounslow 014G,E01034035,461,40,31,3,14,32,98,85,100,19,16,2,3,0,18,0,0,1122,1583
2021,Hounslow 015F,E01034036,1311,114,66,18,30,56,222,220,383,87,54,7,12,1,41,0,0,544,1855
2021,Hounslow 015G,E01034037,1158,110,71,15,33,51,240,232,291,42,28,9,6,7,23,0,0,696,1854
2021,Hounslow 017F,E01034038,1121,108,59,10,29,45,185,215,307,91,32,6,13,0,21,0,0,679,1800
2021,Hounslow 017G,E01034039,1036,94,48,14,24,38,157,224,290,57,44,6,10,1,29,0,0,696,1732
2021,Hounslow 018H,E01034040,1212,97,67,10,27,51,217,192,340,109,49,12,10,4,27,0,0,448,1660
2021,Hounslow 018I,E01034041,985,70,59,9,34,48,204,170,250,74,36,3,3,3,22,0,0,497,1482
2021,Hounslow 030A,E01034042,540,31,27,8,21,34,114,120,131,23,15,1,2,0,13,0,0,716,1256
2021,Hounslow 030B,E01034043,740,41,40,10,45,36,114,143,205,59,14,5,6,3,19,0,0,702,1442
2021,Hounslow 030C,E01034044,612,47,27,8,17,20,102,128,153,61,20,3,7,2,17,0,0,616,1228
2021,Hounslow 031A,E01034045,988,63,32,4,40,55,241,248,220,33,27,5,7,1,12,0,0,807,1795
2021,Hounslow 031B,E01034046,791,117,50,13,36,37,111,146,177,30,37,5,7,5,20,0,0,1159,1950
2021,Croydon 015F,E01034139,966,71,84,17,35,68,166,161,218,61,48,1,6,2,28,0,0,837,1803
2021,Croydon 015G,E01034140,688,66,53,15,21,28,130,121,169,31,33,1,2,0,18,0,0,556,1244
2021,Croydon 020F,E01034141,834,53,56,11,25,47,137,152,240,55,27,6,1,0,24,0,0,588,1422
2021,Croydon 020G,E01034142,727,67,35,12,26,31,121,137,206,37,26,4,5,2,18,0,0,750,1477
2021,Croydon 020H,E01034143,768,79,49,8,33,48,150,165,163,38,20,1,2,0,12,0,0,538,1306
2021,Croydon 024F,E01034144,611,42,43,11,21,29,138,115,144,27,21,2,3,1,14,0,0,739,1350
2021,Croydon 024G,E01034145,629,62,41,17,37,36,123,93,141,21,32,2,0,1,23,0,0,702,1331
2021,Croydon 024H,E01034146,694,43,43,8,16,41,151,176,150,22,29,5,2,0,8,0,0,749,1443
2021,Croydon 046A,E01034147,724,48,35,4,30,50,147,166,160,41,30,3,1,0,9,0,0,395,1119
2021,Croydon 046B,E01034148,943,60,37,25,34,58,158,205,233,78,38,5,2,0,10,0,0,688,1631
2021,Croydon 046C,E01034149,1020,80,48,24,34,39,200,200,260,64,43,6,4,2,16,0,0,1092,2112
2021,Croydon 046D,E01034150,613,52,35,14,25,27,143,126,135,21,14,3,1,1,16,0,0,735,1348
2021,Croydon 046E,E01034151,518,37,26,14,19,33,136,126,90,17,11,1,1,0,7,0,0,645,1163
2021,Croydon 047B,E01034152,724,50,32,16,27,41,153,121,181,41,29,4,5,0,24,0,0,905,1629
2021,Sutton 004F,E01034153,389,34,18,4,12,22,64,85,92,24,19,0,1,0,13,1,0,1012,1401
2021,Sutton 004G,E01034154,598,46,18,5,21,39,125,156,141,13,23,3,2,0,6,0,0,935,1533
2021,Sutton 012F,E01034155,878,56,58,14,38,45,158,182,214,48,27,5,6,0,27,0,0,1174,2052
2021,Sutton 012G,E01034156,686,50,41,6,19,34,122,147,188,30,17,6,8,5,13,0,0,722,1408
2021,Greenwich 005F,E01034173,776,76,50,15,26,33,123,132,205,49,39,3,6,0,19,0,0,1077,1853
2021,Greenwich 034F,E01034174,599,42,33,6,24,39,110,111,133,39,26,4,12,1,19,0,0,656,1255
2021,Greenwich 034G,E01034175,714,48,22,8,22,44,148,189,182,21,16,4,2,0,8,0,0,589,1303
2021,Greenwich 034H,E01034176,555,51,29,6,14,33,121,108,131,22,21,4,5,0,10,0,0,1475,2030
2021,Greenwich 034I,E01034177,725,55,40,11,32,46,144,167,159,29,23,6,4,1,8,0,0,876,1601
2021,Greenwich 035E,E01034178,812,59,42,3,27,61,159,201,205,27,17,1,4,0,5,1,0,879,1691
2021,Greenwich 035F,E01034179,608,50,41,5,31,53,141,115,115,25,15,5,3,0,9,0,0,814,1422
2021,Greenwich 035G,E01034180,561,53,26,6,12,42,101,106,129,36,29,1,2,0,18,0,0,731,1292
2021,Greenwich 035H,E01034181,790,41,21,8,36,82,183,191,171,21,18,2,0,0,16,0,0,1024,1814
2021,Greenwich 035I,E01034182,646,35,27,17,22,37,114,181,143,19,22,4,6,12,7,0,0,755,1401
2021,Greenwich 037E,E01034183,572,45,23,6,21,39,134,144,117,17,14,0,2,0,10,0,0,955,1527
2021,Greenwich 037F,E01034184,578,56,30,5,16,35,101,165,124,13,13,6,4,0,10,0,0,710,1288
2021,Greenwich 037G,E01034185,421,36,16,1,17,35,84,102,106,10,7,0,0,1,6,0,0,785,1206
2021,Greenwich 039C,E01034186,739,39,33,5,27,78,160,192,166,15,12,1,1,0,10,0,0,613,1352
2021,Greenwich 039D,E01034187,650,27,35,2,19,29,127,140,153,50,13,20,26,3,6,0,0,607,1257
2021,Greenwich 040A,E01034188,754,57,39,10,35,40,156,177,187,26,12,6,1,0,8,0,0,643,1397
2021,Greenwich 040B,E01034189,716,43,30,5,39,50,164,176,165,13,12,1,9,0,9,0,0,550,1266
2021,Greenwich 040C,E01034190,696,54,36,10,45,65,143,117,168,25,16,2,3,0,12,0,0,985,1681
2021,Greenwich 040D,E01034191,760,61,41,9,21,37,149,175,204,23,16,8,3,0,13,0,0,883,1643
2021,Greenwich 040E,E01034192,688,75,32,5,24,51,111,126,188,30,27,3,3,1,12,0,0,1549,2237
2021,Greenwich 041A,E01034193,750,52,48,6,35,58,159,143,183,26,26,1,2,0,11,0,0,732,1482
2021,Greenwich 041B,E01034194,704,32,34,5,37,56,145,188,159,25,10,3,2,0,8,0,0,595,1299
2021,Greenwich 041C,E01034195,589,43,37,8,42,69,110,119,111,13,25,4,0,0,8,0,0,702,1291
2021,Greenwich 041D,E01034196,697,41,34,6,31,61,164,180,138,12,13,1,9,2,5,0,0,587,1284
2021,Greenwich 042C,E01034198,1137,74,73,19,44,61,217,224,290,65,26,8,10,3,23,0,0,1188,2325
2021,Newham 012E,E01034199,953,79,46,9,40,59,207,172,219,67,38,4,4,0,9,0,0,865,1818
2021,Newham 012F,E01034200,979,63,38,8,51,114,244,206,191,19,22,8,2,1,12,0,0,591,1570
2021,Newham 022E,E01034201,814,71,58,8,28,51,146,143,190,36,45,7,17,0,12,2,0,636,1450
2021,Newham 022F,E01034202,895,67,58,7,30,53,148,154,225,81,26,9,7,2,28,0,0,750,1645
2021,Newham 025E,E01034203,806,52,33,7,26,50,120,175,251,45,24,8,1,0,14,0,0,552,1358
2021,Newham 025F,E01034204,1151,96,70,15,33,49,231,219,270,67,60,8,6,1,26,0,0,847,1998
2021,Newham 033E,E01034205,924,63,57,10,37,51,186,180,205,55,38,8,8,0,25,1,0,630,1554
2021,Newham 033F,E01034206,883,78,56,17,33,81,172,164,188,32,31,2,6,2,21,0,0,891,1774
2021,Newham 033G,E01034207,862,60,33,7,32,66,212,213,180,14,21,6,6,0,12,0,0,673,1535
2021,Newham 034J,E01034208,815,62,45,13,30,53,163,147,203,41,28,1,3,3,23,0,0,1131,1946
2021,Newham 034K,E01034209,1042,69,43,11,47,126,209,277,196,31,16,0,1,0,16,0,0,443,1485
2021,Newham 034L,E01034210,934,60,34,8,29,81,220,214,204,41,20,7,1,0,15,0,0,601,1535
2021,Newham 034M,E01034211,1049,33,34,10,50,113,262,275,221,21,15,1,1,0,13,0,0,391,1440
2021,Newham 034N,E01034212,1245,80,37,13,39,85,253,313,345,41,29,1,0,0,9,0,0,680,1925
2021,Newham 038A,E01034213,774,56,37,16,33,56,197,177,137,25,18,3,3,0,16,0,0,1017,1791
2021,Newham 038B,E01034214,804,43,27,8,42,83,209,177,154,15,24,0,4,0,18,0,0,763,1567
2021,Newham 038C,E01034215,714,52,28,10,37,57,182,170,124,10,21,1,3,0,19,0,0,826,1540
2021,Newham 038D,E01034216,801,61,39,8,35,86,220,164,125,17,28,3,3,0,12,0,0,904,1705
2021,Newham 038E,E01034217,1060,63,41,12,58,115,379,222,116,17,20,4,0,0,13,0,0,985,2045
2021,Newham 039B,E01034218,916,62,46,20,36,72,209,180,185,48,26,2,3,2,25,0,0,904,1820
2021,Newham 039C,E01034219,876,76,59,12,54,121,199,173,115,13,30,2,5,0,17,0,0,1009,1885
2021,Newham 039D,E01034220,753,28,43,5,56,86,213,164,118,22,9,0,2,0,7,0,0,480,1233
2021,Newham 039E,E01034221,1059,64,45,10,34,70,346,237,183,32,21,5,1,0,11,0,0,724,1783
2021,Newham 040A,E01034222,873,54,37,11,35,74,214,195,164,25,32,4,2,0,25,0,1,656,1529
2021,Newham 040B,E01034223,729,37,46,5,37,76,191,170,123,19,13,3,1,0,8,0,0,646,1375
2021,Newham 041D,E01034224,907,78,53,17,42,52,175,175,218,44,34,4,1,0,14,0,0,848,1755
2021,Newham 042B,E01034225,709,61,35,13,36,43,130,144,172,21,31,3,1,1,18,0,0,795,1504
2021,Newham 042C,E01034226,855,57,34,13,23,69,186,226,186,26,17,3,0,0,15,0,0,559,1414
2021,Newham 042D,E01034227,719,67,67,18,26,37,154,150,133,12,24,3,0,0,28,0,0,856,1575
2021,Newham 042E,E01034228,788,59,32,5,41,73,178,209,152,14,13,0,0,1,11,0,0,560,1348
2021,Newham 042F,E01034229,751,41,31,12,37,69,199,175,129,24,15,5,2,2,10,0,0,657,1408
2021,Newham 042G,E01034230,755,36,30,8,33,88,185,209,141,8,10,2,0,0,5,0,0,485,1240
2021,Newham 042H,E01034231,789,54,32,7,36,71,166,206,166,20,7,4,2,0,18,0,0,562,1351
2021,Bromley 005F,E01034383,521,36,29,13,22,28,90,91,150,26,15,2,4,1,14,0,0,786,1307
2021,Bromley 005G,E01034384,403,24,18,4,14,37,75,118,83,4,17,2,3,0,4,0,0,933,1336
2021,Bromley 018F,E01034385,480,66,13,7,15,22,122,97,95,15,13,3,7,1,3,1,0,971,1451
2021,Bromley 018G,E01034386,658,55,34,3,17,36,108,171,181,20,17,5,2,1,8,0,0,592,1250
2021,Lewisham 001F,E01034387,1012,32,19,14,37,72,257,303,234,17,14,4,0,1,8,0,0,596,1608
2021,Lewisham 001G,E01034388,701,30,29,3,23,62,156,207,148,20,15,0,1,0,7,0,0,576,1277
2021,Lewisham 001H,E01034389,848,42,35,11,56,70,192,172,191,35,23,4,3,0,14,0,0,818,1666
2021,Lewisham 020F,E01034390,519,33,23,5,17,38,120,125,119,16,13,1,1,0,8,0,0,982,1501
2021,Lewisham 020G,E01034391,582,37,29,16,16,29,114,116,133,20,46,0,2,0,24,0,0,1042,1624
2021,Lewisham 040A,E01034392,853,35,42,12,67,114,196,174,155,22,19,2,1,0,14,0,0,876,1729
2021,Lewisham 040B,E01034393,688,26,19,7,15,70,129,224,159,10,6,3,1,0,19,0,0,401,1089
2021,Lewisham 040C,E01034394,783,28,22,8,30,63,193,212,200,16,6,1,0,0,4,0,0,468,1251
2021,Lewisham 040D,E01034395,751,47,45,12,30,55,138,171,170,22,29,1,1,0,30,0,0,943,1694
2021,Barking and Dagenham 004F,E01034469,795,72,36,6,23,57,205,168,157,31,22,0,1,0,17,0,0,954,1749
2021,Barking and Dagenham 004G,E01034470,649,52,42,12,26,29,135,115,152,31,31,2,3,0,19,0,0,851,1500
2021,Barking and Dagenham 008G,E01034471,1330,140,99,16,42,70,205,246,314,64,76,8,4,1,45,0,0,1354,2684
2021,Barking and Dagenham 008H,E01034472,996,112,73,12,20,44,183,169,258,41,48,4,3,1,28,0,0,886,1882
2021,Barking and Dagenham 015E,E01034473,896,97,59,12,15,48,129,155,249,53,42,5,9,2,21,0,0,369,1265
2021,Barking and Dagenham 015F,E01034474,1426,173,54,5,41,51,208,300,454,42,63,4,3,1,27,0,0,822,2248
2021,Barking and Dagenham 019F,E01034475,830,47,71,15,31,54,135,123,223,54,38,11,8,0,20,0,0,999,1829
2021,Barking and Dagenham 019G,E01034476,799,96,46,7,30,41,141,132,186,50,36,4,7,1,22,0,0,1023,1822
2021,Barking and Dagenham 019H,E01034477,772,64,47,8,29,45,155,158,168,33,35,9,5,0,16,0,0,817,1589
2021,Barking and Dagenham 019I,E01034478,607,46,23,7,25,42,139,149,123,13,28,4,1,0,7,0,0,592,1199
2021,Barking and Dagenham 021G,E01034479,1057,110,72,24,36,53,195,212,226,53,51,3,4,0,18,0,0,1148,2205
2021,Redbridge 023E,E01034480,758,79,56,10,44,36,125,116,193,38,34,1,0,10,16,0,0,585,1343
2021,Redbridge 023F,E01034481,854,73,85,21,48,61,139,128,184,22,46,4,1,10,32,0,0,853,1707
2021,Redbridge 032F,E01034482,777,110,20,23,13,28,82,164,255,24,44,1,0,0,13,0,0,305,1082
2021,Redbridge 032G,E01034483,738,68,42,9,22,42,161,146,156,22,53,3,2,0,12,0,0,678,1416
2021,Redbridge 032H,E01034484,1048,82,62,19,33,79,168,152,288,58,51,12,9,3,32,0,0,654,1702
2021,Waltham Forest 014F,E01034485,930,56,45,6,29,58,235,202,199,54,27,6,1,0,12,0,0,1084,2014
2021,Waltham Forest 014G,E01034486,683,45,25,7,32,70,200,171,100,3,18,0,0,0,12,0,0,970,1653
2021,Waltham Forest 020H,E01034487,605,49,39,6,21,42,119,117,134,17,26,7,1,0,27,0,0,650,1255
2021,Waltham Forest 020I,E01034488,818,73,74,16,47,45,138,149,171,41,26,8,4,0,26,0,0,1102,1920
2021,Kingston upon Thames 004H,E01034576,708,70,35,7,23,36,96,117,219,56,19,6,7,3,14,0,0,548,1256
2021,Kingston upon Thames 004I,E01034577,733,49,29,10,30,41,107,123,233,45,29,5,7,1,24,0,0,641,1374
2021,Merton 001F,E01034578,420,42,23,3,11,26,102,93,75,14,16,1,4,0,10,0,0,670,1090
2021,Merton 001G,E01034579,755,47,29,7,15,38,183,220,153,25,17,3,6,1,11,0,0,1119,1874
2021,Merton 005F,E01034580,778,43,32,5,23,55,169,174,189,46,21,2,8,0,11,0,0,702,1480
2021,Merton 005G,E01034581,599,36,25,6,14,34,148,151,126,21,17,4,3,2,12,0,0,921,1520
2021,Harrow 002F,E01034589,910,71,73,11,64,73,171,142,189,41,39,7,8,0,21,0,0,1090,2000
2021,Harrow 002G,E01034590,755,64,68,14,38,45,115,129,183,41,23,7,7,2,19,0,0,601,1356
2021,Harrow 013F,E01034591,1107,59,117,25,47,83,207,163,217,75,51,7,9,0,47,0,0,697,1804
2021,Harrow 013G,E01034592,657,65,63,7,23,61,106,101,124,44,27,1,4,1,30,0,0,589,1246
