date,geography,geography code,Sex: All persons,Sex: Female,Sex: Male
2021,Hounslow 022A,E01002555,2068,1010,1058
2021,Hounslow 022B,E01002556,1855,970,885
2021,Hounslow 023A,E01002557,2077,1100,977
2021,Hounslow 023B,E01002558,2198,1133,1065
2021,Hounslow 023C,E01002559,2576,1346,1230
2021,Hounslow 023D,E01002560,2011,1028,983
2021,Hounslow 023E,E01002561,1714,868,846
2021,Hounslow 030D,E01002562,1484,740,744
2021,Hounslow 006A,E01002563,1910,1003,907
2021,Hounslow 031E,E01002564,1895,995,900
2021,Hounslow 006B,E01002565,2506,1306,1200
2021,Hounslow 006C,E01002567,1826,879,947
2021,Hounslow 001A,E01002569,2120,1100,1020
2021,Hounslow 001B,E01002570,1619,829,790
2021,Hounslow 007A,E01002571,1283,613,670
2021,Hounslow 007B,E01002572,1545,808,737
2021,Hounslow 001C,E01002573,1548,786,762
2021,Hounslow 001D,E01002574,1733,918,815
2021,Hounslow 001E,E01002575,1619,833,786
2021,Hounslow 008A,E01002576,1682,853,829
2021,Hounslow 007C,E01002577,1662,792,870
2021,Hounslow 007D,E01002578,1548,819,729
2021,Hounslow 008B,E01002579,1726,885,841
2021,Hounslow 008C,E01002580,1451,750,701
2021,Hounslow 008D,E01002581,1881,958,923
2021,Hounslow 008E,E01002582,1662,882,780
2021,Hounslow 013A,E01002583,1809,905,904
2021,Hounslow 013B,E01002584,2125,1022,1103
2021,Hounslow 013C,E01002585,1831,889,942
2021,Hounslow 013D,E01002586,1837,888,949
2021,Hounslow 016A,E01002587,2386,1172,1214
2021,Hounslow 016B,E01002588,2026,1014,1012
2021,Hounslow 013E,E01002589,2507,1251,1256
2021,Hounslow 022C,E01002590,2666,1307,1359
2021,Hounslow 024A,E01002591,1906,973,933
2021,Hounslow 022D,E01002592,2151,1098,1053
2021,Hounslow 024B,E01002593,2263,1142,1121
2021,Hounslow 024C,E01002594,2314,1140,1174
2021,Hounslow 022E,E01002595,2259,1146,1113
2021,Hounslow 027A,E01002596,2143,980,1163
2021,Hounslow 025B,E01002598,1927,954,973
2021,Hounslow 025C,E01002599,1579,811,768
2021,Hounslow 025D,E01002600,1655,830,825
2021,Hounslow 027B,E01002601,1875,931,944
2021,Hounslow 027C,E01002602,1494,745,749
2021,Hounslow 025E,E01002603,1947,997,950
2021,Hounslow 026A,E01002604,1638,844,794
2021,Hounslow 026B,E01002605,2354,1186,1168
2021,Hounslow 026C,E01002606,1689,867,822
2021,Hounslow 026D,E01002607,2447,1160,1287
2021,Hounslow 028A,E01002608,1898,970,928
2021,Hounslow 028B,E01002609,1821,905,916
2021,Hounslow 028C,E01002610,1762,903,859
2021,Hounslow 024D,E01002611,2025,989,1036
2021,Hounslow 024E,E01002612,2104,1051,1053
2021,Hounslow 024F,E01002613,1926,932,994
2021,Hounslow 027D,E01002614,2122,1029,1093
2021,Hounslow 026E,E01002615,1624,846,778
2021,Hounslow 027E,E01002616,1624,810,814
2021,Hounslow 028D,E01002617,1634,801,833
2021,Hounslow 011A,E01002618,2061,1050,1011
2021,Hounslow 010A,E01002619,2091,1002,1089
2021,Hounslow 004A,E01002620,2754,1404,1350
2021,Hounslow 011B,E01002621,2007,993,1014
2021,Hounslow 010B,E01002622,1920,962,958
2021,Hounslow 011C,E01002623,1925,968,957
2021,Hounslow 017A,E01002624,1778,870,908
2021,Hounslow 004B,E01002625,1712,851,861
2021,Hounslow 004C,E01002626,1623,816,807
2021,Hounslow 004D,E01002627,1791,924,867
2021,Hounslow 011D,E01002628,2169,1138,1031
2021,Hounslow 011E,E01002629,2681,1342,1339
2021,Hounslow 012A,E01002630,2070,941,1129
2021,Hounslow 004E,E01002631,1837,935,902
2021,Hounslow 010C,E01002632,1918,978,940
2021,Hounslow 005A,E01002633,2231,1146,1085
2021,Hounslow 005B,E01002634,1767,927,840
2021,Hounslow 010D,E01002635,2001,992,1009
2021,Hounslow 010E,E01002636,2120,1028,1092
2021,Hounslow 005C,E01002637,1908,932,976
2021,Hounslow 005D,E01002638,2212,1142,1070
2021,Hounslow 012B,E01002639,1783,888,895
2021,Hounslow 012C,E01002640,2255,991,1264
2021,Hounslow 018A,E01002641,2692,1340,1352
2021,Hounslow 015B,E01002643,2733,1419,1314
2021,Hounslow 015C,E01002645,2258,1081,1177
2021,Hounslow 017B,E01002646,2324,1141,1183
2021,Hounslow 021A,E01002647,2213,1128,1085
2021,Hounslow 018D,E01002649,2053,1018,1035
2021,Hounslow 021B,E01002650,2525,1282,1243
2021,Hounslow 021C,E01002651,1909,942,967
2021,Hounslow 021D,E01002652,1917,885,1032
2021,Hounslow 019A,E01002653,1899,941,958
2021,Hounslow 019B,E01002654,1912,959,953
2021,Hounslow 019C,E01002655,1868,920,948
2021,Hounslow 019D,E01002656,1419,712,707
2021,Hounslow 018E,E01002657,1931,938,993
2021,Hounslow 015D,E01002658,1348,688,660
2021,Hounslow 019E,E01002659,1459,718,741
2021,Hounslow 016C,E01002660,2091,1004,1087
2021,Hounslow 016D,E01002661,2375,1115,1260
2021,Hounslow 017C,E01002662,2509,1196,1313
2021,Hounslow 017D,E01002663,2160,1099,1061
2021,Hounslow 016E,E01002665,1746,854,892
2021,Hounslow 021E,E01002666,1862,828,1034
2021,Hounslow 020A,E01002667,2193,1135,1058
2021,Hounslow 014A,E01002668,2283,1229,1054
2021,Hounslow 014B,E01002669,1912,1025,887
2021,Hounslow 020B,E01002670,1952,1026,926
2021,Hounslow 020C,E01002671,1847,995,852
2021,Hounslow 020D,E01002672,1589,830,759
2021,Hounslow 020E,E01002673,1658,905,753
2021,Hounslow 012D,E01002674,2088,1056,1032
2021,Hounslow 009A,E01002675,2572,1358,1214
2021,Hounslow 012E,E01002676,1649,828,821
2021,Hounslow 015E,E01002677,2075,1068,1007
2021,Hounslow 009B,E01002678,2052,985,1067
2021,Hounslow 009C,E01002679,1856,927,929
2021,Hounslow 009D,E01002680,2078,1043,1035
2021,Hounslow 014C,E01002681,2436,1265,1171
2021,Hounslow 014D,E01002682,2337,1199,1138
2021,Hounslow 006E,E01002686,1775,909,866
2021,Hounslow 029A,E01002687,1673,829,844
2021,Hounslow 007E,E01002689,1559,835,724
2021,Hounslow 007F,E01002690,1379,714,665
2021,Hounslow 029B,E01002691,1629,774,855
2021,Hounslow 029C,E01002692,2106,1114,992
2021,Hounslow 029D,E01002693,1790,911,879
2021,Islington 019A,E01002694,1666,920,746
2021,Islington 021A,E01002695,1476,738,738
2021,Islington 020A,E01002696,1750,910,840
2021,Islington 019B,E01002697,1966,1072,894
2021,Islington 017A,E01002698,2041,1025,1016
2021,Islington 017B,E01002699,1485,744,741
2021,Islington 017C,E01002700,1376,675,701
2021,Islington 023A,E01002701,1470,749,721
2021,Islington 023B,E01002702,2469,1323,1146
2021,Islington 023C,E01002703,2341,1190,1151
2021,Islington 023D,E01002704,2356,1186,1170
2021,Islington 023E,E01002706,2038,1071,967
2021,Islington 022B,E01002707,1821,884,937
2021,Islington 015A,E01002708,2117,1148,969
2021,Islington 019C,E01002709,1685,922,763
2021,Islington 019D,E01002710,1599,903,696
2021,Islington 021B,E01002711,2029,1065,964
2021,Islington 015B,E01002712,1378,752,626
2021,Islington 015C,E01002713,2815,1182,1633
2021,Islington 017D,E01002714,1539,777,762
2021,Islington 019E,E01002715,1685,923,762
2021,Islington 014A,E01002716,2260,1244,1016
2021,Islington 016A,E01002717,1207,635,572
2021,Islington 014B,E01002718,1577,799,778
2021,Islington 016B,E01002719,1490,762,728
2021,Islington 016C,E01002720,2123,1193,930
2021,Islington 014C,E01002721,1635,885,750
2021,Islington 018A,E01002722,1445,770,675
2021,Islington 022C,E01002723,1640,852,788
2021,Islington 022D,E01002724,1923,965,958
2021,Islington 022E,E01002725,1359,699,660
2021,Islington 022F,E01002726,1711,932,779
2021,Islington 021C,E01002727,1514,791,723
2021,Islington 021D,E01002728,1317,715,602
2021,Islington 021E,E01002729,1497,799,698
2021,Islington 007A,E01002730,1755,885,870
2021,Islington 005A,E01002732,1807,917,890
2021,Islington 007C,E01002733,1443,723,720
2021,Islington 005B,E01002734,2366,1288,1078
2021,Islington 003A,E01002735,2957,1610,1347
2021,Islington 005C,E01002736,1477,784,693
2021,Islington 005D,E01002737,1946,1006,940
2021,Islington 009A,E01002738,1873,982,891
2021,Islington 013A,E01002739,1839,974,865
2021,Islington 013B,E01002740,2260,1232,1028
2021,Islington 009B,E01002741,1533,795,738
2021,Islington 006A,E01002742,2000,1069,931
2021,Islington 009C,E01002743,1525,790,735
2021,Islington 009D,E01002744,1313,655,658
2021,Islington 013C,E01002745,1412,739,673
2021,Islington 006B,E01002747,1557,812,745
2021,Islington 006C,E01002748,1654,865,789
2021,Islington 006D,E01002749,1526,815,711
2021,Islington 005E,E01002751,1837,976,861
2021,Islington 009E,E01002752,1621,863,758
2021,Islington 002A,E01002753,1447,782,665
2021,Islington 002B,E01002754,1549,835,714
2021,Islington 001A,E01002755,1319,698,621
2021,Islington 001B,E01002756,1314,676,638
2021,Islington 002C,E01002757,1449,773,676
2021,Islington 001C,E01002758,1736,956,780
2021,Islington 002D,E01002759,1504,824,680
2021,Islington 002E,E01002760,1736,951,785
2021,Islington 011C,E01002762,1872,956,916
2021,Islington 007D,E01002763,1302,673,629
2021,Islington 010A,E01002764,1816,973,843
2021,Islington 015D,E01002765,2856,1522,1334
2021,Islington 015E,E01002766,2182,1135,1047
2021,Islington 011D,E01002767,2152,1177,975
2021,Islington 004A,E01002768,1611,887,724
2021,Islington 008A,E01002769,1856,949,907
2021,Islington 004B,E01002770,1846,975,871
2021,Islington 004C,E01002771,1544,859,685
2021,Islington 002F,E01002772,1886,951,935
2021,Islington 004D,E01002773,1645,820,825
2021,Islington 004E,E01002774,2139,1168,971
2021,Islington 014D,E01002775,1408,752,656
2021,Islington 014E,E01002776,1859,1016,843
2021,Islington 012A,E01002777,1678,892,786
2021,Islington 012B,E01002778,1940,1003,937
2021,Islington 012C,E01002779,1752,921,831
2021,Islington 014F,E01002780,1699,886,813
2021,Islington 012D,E01002781,1741,901,840
2021,Islington 012E,E01002782,1432,768,664
2021,Islington 010B,E01002783,1701,866,835
2021,Islington 010C,E01002784,1755,893,862
2021,Islington 008B,E01002785,1861,947,914
2021,Islington 010D,E01002786,1939,1039,900
2021,Islington 010E,E01002787,1471,752,719
2021,Islington 008C,E01002788,1822,932,890
2021,Islington 008D,E01002789,1847,978,869
2021,Islington 016D,E01002790,1412,720,692
2021,Islington 016E,E01002791,1861,1022,839
2021,Islington 017E,E01002792,1845,987,858
2021,Islington 016F,E01002793,1845,991,854
2021,Islington 020B,E01002794,2040,1072,968
2021,Islington 013D,E01002795,1936,1040,896
2021,Islington 013E,E01002796,1109,542,567
2021,Islington 018B,E01002797,1824,953,871
2021,Islington 018C,E01002798,1977,959,1018
2021,Islington 018D,E01002799,1908,1004,904
2021,Islington 018E,E01002800,1769,882,887
2021,Islington 020C,E01002801,1460,748,712
2021,Islington 020D,E01002802,1851,957,894
2021,Islington 001D,E01002804,1539,842,697
2021,Islington 003B,E01002805,1433,740,693
2021,Islington 003C,E01002806,1646,893,753
2021,Islington 001E,E01002807,1705,913,792
2021,Islington 003D,E01002808,1913,1020,893
2021,Islington 003E,E01002809,1698,914,784
2021,Islington 003F,E01002810,1748,935,813
2021,Islington 001F,E01002811,1743,893,850
2021,Kensington and Chelsea 013A,E01002812,1502,763,739
2021,Kensington and Chelsea 011A,E01002813,1484,787,697
2021,Kensington and Chelsea 015A,E01002814,2230,1159,1071
2021,Kensington and Chelsea 011B,E01002815,1161,640,521
2021,Kensington and Chelsea 011C,E01002816,1056,588,468
2021,Kensington and Chelsea 011D,E01002817,1346,726,620
2021,Kensington and Chelsea 012A,E01002818,1385,702,683
2021,Kensington and Chelsea 012B,E01002819,1088,575,513
2021,Kensington and Chelsea 014A,E01002821,1081,576,505
2021,Kensington and Chelsea 014B,E01002823,1224,662,562
2021,Kensington and Chelsea 008A,E01002824,1229,646,583
2021,Kensington and Chelsea 008B,E01002825,1785,940,845
2021,Kensington and Chelsea 008C,E01002826,1256,678,578
2021,Kensington and Chelsea 008D,E01002827,1715,902,813
2021,Kensington and Chelsea 008E,E01002828,1190,602,588
2021,Kensington and Chelsea 004A,E01002829,1391,700,691
2021,Kensington and Chelsea 004B,E01002830,1724,865,859
2021,Kensington and Chelsea 004C,E01002831,1718,883,835
2021,Kensington and Chelsea 004D,E01002832,1632,924,708
2021,Kensington and Chelsea 007A,E01002833,1212,653,559
2021,Kensington and Chelsea 013B,E01002834,1243,670,573
2021,Kensington and Chelsea 016C,E01002835,1410,729,681
2021,Kensington and Chelsea 016D,E01002836,1310,684,626
2021,Kensington and Chelsea 016E,E01002837,1045,552,493
2021,Kensington and Chelsea 013C,E01002839,1539,775,764
2021,Kensington and Chelsea 021A,E01002840,1043,580,463
2021,Kensington and Chelsea 021B,E01002841,1218,654,564
2021,Kensington and Chelsea 021C,E01002842,1015,568,447
2021,Kensington and Chelsea 021D,E01002843,1298,722,576
2021,Kensington and Chelsea 019A,E01002844,1147,621,526
2021,Kensington and Chelsea 019B,E01002845,1169,619,550
2021,Kensington and Chelsea 017A,E01002846,1290,690,600
2021,Kensington and Chelsea 015B,E01002847,1393,711,682
2021,Kensington and Chelsea 015C,E01002848,1251,679,572
2021,Kensington and Chelsea 017B,E01002849,1542,758,784
2021,Kensington and Chelsea 013D,E01002850,1405,639,766
2021,Kensington and Chelsea 015D,E01002851,1338,737,601
2021,Kensington and Chelsea 001A,E01002852,2213,1190,1023
2021,Kensington and Chelsea 001B,E01002853,1430,670,760
2021,Kensington and Chelsea 001C,E01002854,1103,618,485
2021,Kensington and Chelsea 001D,E01002855,1592,836,756
2021,Kensington and Chelsea 004E,E01002856,1430,781,649
2021,Kensington and Chelsea 001E,E01002857,1375,656,719
2021,Kensington and Chelsea 014C,E01002858,1323,747,576
2021,Kensington and Chelsea 012C,E01002859,1249,676,573
2021,Kensington and Chelsea 012D,E01002860,1144,599,545
2021,Kensington and Chelsea 014D,E01002861,1256,682,574
2021,Kensington and Chelsea 014E,E01002862,1089,650,439
2021,Kensington and Chelsea 012E,E01002863,1117,599,518
2021,Kensington and Chelsea 009A,E01002864,1480,798,682
2021,Kensington and Chelsea 011E,E01002865,1449,741,708
2021,Kensington and Chelsea 009B,E01002866,1832,997,835
2021,Kensington and Chelsea 009C,E01002867,1680,965,715
2021,Kensington and Chelsea 009D,E01002868,1355,714,641
2021,Kensington and Chelsea 009E,E01002869,1741,981,760
2021,Kensington and Chelsea 005A,E01002870,1594,801,793
2021,Kensington and Chelsea 007B,E01002871,1463,770,693
2021,Kensington and Chelsea 005B,E01002872,1349,729,620
2021,Kensington and Chelsea 007C,E01002873,1361,695,666
2021,Kensington and Chelsea 007D,E01002874,1134,619,515
2021,Kensington and Chelsea 007E,E01002875,1259,698,561
2021,Kensington and Chelsea 003A,E01002876,1832,1038,794
2021,Kensington and Chelsea 003B,E01002877,2186,1177,1009
2021,Kensington and Chelsea 003C,E01002878,1447,728,719
2021,Kensington and Chelsea 005C,E01002879,1945,992,953
2021,Kensington and Chelsea 005D,E01002880,1144,573,571
2021,Kensington and Chelsea 005E,E01002881,1361,706,655
2021,Kensington and Chelsea 006A,E01002882,1046,601,445
2021,Kensington and Chelsea 006B,E01002883,1476,795,681
2021,Kensington and Chelsea 006C,E01002884,1384,825,559
2021,Kensington and Chelsea 006D,E01002885,1318,711,607
2021,Kensington and Chelsea 006E,E01002886,1319,690,629
2021,Kensington and Chelsea 010A,E01002887,1044,556,488
2021,Kensington and Chelsea 013E,E01002888,1562,808,754
2021,Kensington and Chelsea 010B,E01002889,1558,857,701
2021,Kensington and Chelsea 010C,E01002890,1398,759,639
2021,Kensington and Chelsea 010D,E01002891,1184,623,561
2021,Kensington and Chelsea 010E,E01002892,1290,656,634
2021,Kensington and Chelsea 017C,E01002893,1579,795,784
2021,Kensington and Chelsea 017D,E01002894,1319,650,669
2021,Kensington and Chelsea 020C,E01002896,1587,803,784
2021,Kensington and Chelsea 020D,E01002897,1491,774,717
2021,Kensington and Chelsea 017E,E01002898,1667,883,784
2021,Kensington and Chelsea 018A,E01002899,1248,690,558
2021,Kensington and Chelsea 018B,E01002900,1690,1178,512
2021,Kensington and Chelsea 018C,E01002901,1042,427,615
2021,Kensington and Chelsea 018D,E01002902,1226,654,572
2021,Kensington and Chelsea 018E,E01002903,1276,693,583
2021,Kensington and Chelsea 002A,E01002904,1295,681,614
2021,Kensington and Chelsea 002B,E01002905,1672,864,808
2021,Kensington and Chelsea 002C,E01002906,1752,932,820
2021,Kensington and Chelsea 002D,E01002907,1285,719,566
2021,Kensington and Chelsea 003D,E01002908,1394,725,669
2021,Kensington and Chelsea 003E,E01002909,2134,1125,1009
2021,Kensington and Chelsea 019C,E01002910,1369,820,549
2021,Kensington and Chelsea 019D,E01002911,1285,716,569
2021,Kensington and Chelsea 020E,E01002912,1481,827,654
2021,Kensington and Chelsea 021E,E01002913,1761,940,821
2021,Kensington and Chelsea 019E,E01002914,1194,678,516
2021,Kingston upon Thames 014A,E01002915,1394,716,678
2021,Kingston upon Thames 014B,E01002916,1478,768,710
2021,Kingston upon Thames 014C,E01002917,1429,717,712
2021,Kingston upon Thames 017A,E01002918,1791,919,872
2021,Kingston upon Thames 017B,E01002919,1990,1022,968
2021,Kingston upon Thames 014D,E01002920,1593,825,768
2021,Kingston upon Thames 011A,E01002921,1726,854,872
2021,Kingston upon Thames 010A,E01002922,1639,829,810
2021,Kingston upon Thames 013A,E01002923,1672,851,821
2021,Kingston upon Thames 014E,E01002924,1546,776,770
2021,Kingston upon Thames 013B,E01002925,1571,806,765
2021,Kingston upon Thames 010B,E01002926,1606,797,809
2021,Kingston upon Thames 008A,E01002927,1681,872,809
2021,Kingston upon Thames 008B,E01002928,1946,1035,911
2021,Kingston upon Thames 007A,E01002929,1696,861,835
2021,Kingston upon Thames 007B,E01002930,1967,1033,934
2021,Kingston upon Thames 007C,E01002931,2013,1053,960
2021,Kingston upon Thames 006A,E01002932,2046,1108,938
2021,Kingston upon Thames 004A,E01002933,2039,1058,981
2021,Kingston upon Thames 004B,E01002934,1900,983,917
2021,Kingston upon Thames 003A,E01002935,1900,994,906
2021,Kingston upon Thames 004D,E01002937,1825,937,888
2021,Kingston upon Thames 003B,E01002938,2000,1004,996
2021,Kingston upon Thames 018A,E01002939,1648,850,798
2021,Kingston upon Thames 020A,E01002940,1673,875,798
2021,Kingston upon Thames 018B,E01002941,1649,862,787
2021,Kingston upon Thames 018C,E01002942,1401,701,700
2021,Kingston upon Thames 020B,E01002943,1477,752,725
2021,Kingston upon Thames 019A,E01002944,1334,684,650
2021,Kingston upon Thames 019B,E01002945,1573,800,773
2021,Kingston upon Thames 019C,E01002946,1508,778,730
2021,Kingston upon Thames 019D,E01002947,1644,830,814
2021,Kingston upon Thames 020C,E01002948,2211,1155,1056
2021,Kingston upon Thames 020D,E01002949,1848,937,911
2021,Kingston upon Thames 020E,E01002950,1654,892,762
2021,Kingston upon Thames 003C,E01002951,1502,789,713
2021,Kingston upon Thames 002A,E01002952,1394,737,657
2021,Kingston upon Thames 002B,E01002953,1333,729,604
2021,Kingston upon Thames 003D,E01002954,1371,749,622
2021,Kingston upon Thames 002C,E01002955,1501,778,723
2021,Kingston upon Thames 002D,E01002956,1391,727,664
2021,Kingston upon Thames 003E,E01002957,1587,875,712
2021,Kingston upon Thames 008C,E01002958,1738,892,846
2021,Kingston upon Thames 002E,E01002959,1389,711,678
2021,Kingston upon Thames 006B,E01002960,1591,810,781
2021,Kingston upon Thames 008D,E01002961,1754,898,856
2021,Kingston upon Thames 006C,E01002962,1612,841,771
2021,Kingston upon Thames 007D,E01002963,1846,965,881
2021,Kingston upon Thames 005A,E01002964,2514,1354,1160
2021,Kingston upon Thames 009A,E01002965,2521,1324,1197
2021,Kingston upon Thames 010C,E01002966,1981,1011,970
2021,Kingston upon Thames 009B,E01002967,1860,962,898
2021,Kingston upon Thames 009C,E01002968,2908,1544,1364
2021,Kingston upon Thames 005B,E01002969,1892,1016,876
2021,Kingston upon Thames 006D,E01002970,1808,911,897
2021,Kingston upon Thames 005C,E01002971,1800,926,874
2021,Kingston upon Thames 005D,E01002972,2050,1107,943
2021,Kingston upon Thames 006E,E01002973,1579,839,740
2021,Kingston upon Thames 005E,E01002974,2058,1080,978
2021,Kingston upon Thames 012A,E01002975,1490,741,749
2021,Kingston upon Thames 015A,E01002976,1712,877,835
2021,Kingston upon Thames 012B,E01002977,1699,863,836
2021,Kingston upon Thames 015B,E01002978,1857,970,887
2021,Kingston upon Thames 015C,E01002979,1529,785,744
2021,Kingston upon Thames 012C,E01002980,1407,698,709
2021,Kingston upon Thames 012D,E01002981,1603,821,782
2021,Kingston upon Thames 015D,E01002982,1485,786,699
2021,Kingston upon Thames 015E,E01002983,1669,834,835
2021,Kingston upon Thames 012E,E01002984,1431,734,697
2021,Kingston upon Thames 007E,E01002985,1720,920,800
2021,Kingston upon Thames 008E,E01002986,1370,699,671
2021,Kingston upon Thames 011B,E01002987,1895,953,942
2021,Kingston upon Thames 011C,E01002988,1678,870,808
2021,Kingston upon Thames 011D,E01002989,1900,967,933
2021,Kingston upon Thames 009D,E01002990,1708,871,837
2021,Kingston upon Thames 009E,E01002991,1564,794,770
2021,Kingston upon Thames 010D,E01002992,1568,910,658
2021,Kingston upon Thames 013C,E01002993,1576,821,755
2021,Kingston upon Thames 016A,E01002994,1507,809,698
2021,Kingston upon Thames 013D,E01002995,1599,831,768
2021,Kingston upon Thames 016B,E01002996,1545,794,751
2021,Kingston upon Thames 016C,E01002997,1522,756,766
2021,Kingston upon Thames 016D,E01002998,1612,855,757
2021,Kingston upon Thames 013E,E01002999,1535,809,726
2021,Kingston upon Thames 017C,E01003000,1870,950,920
2021,Kingston upon Thames 017D,E01003001,1916,976,940
2021,Kingston upon Thames 016E,E01003002,1907,1001,906
2021,Kingston upon Thames 017E,E01003003,1727,878,849
2021,Kingston upon Thames 018D,E01003004,1644,861,783
2021,Kingston upon Thames 018E,E01003005,1541,805,736
2021,Kingston upon Thames 001A,E01003006,1523,799,724
2021,Kingston upon Thames 001B,E01003007,1626,826,800
2021,Kingston upon Thames 001C,E01003008,1447,766,681
2021,Kingston upon Thames 001D,E01003009,2056,1047,1009
2021,Kingston upon Thames 001E,E01003010,1441,740,701
2021,Kingston upon Thames 004E,E01003011,1693,884,809
2021,Lambeth 036A,E01003013,1947,1021,926
2021,Lambeth 036B,E01003014,1504,771,733
2021,Lambeth 002A,E01003015,1723,924,799
2021,Lambeth 036C,E01003016,1203,657,546
2021,Lambeth 036D,E01003017,1631,777,854
2021,Lambeth 020A,E01003018,2019,1042,977
2021,Lambeth 015A,E01003019,2035,1041,994
2021,Lambeth 016A,E01003020,1821,981,840
2021,Lambeth 021A,E01003021,2154,800,1354
2021,Lambeth 021B,E01003022,1619,824,795
2021,Lambeth 021C,E01003023,2595,1415,1180
2021,Lambeth 021D,E01003024,1841,983,858
2021,Lambeth 021E,E01003025,2048,1102,946
2021,Lambeth 019A,E01003026,1501,811,690
2021,Lambeth 019B,E01003027,1396,719,677
2021,Lambeth 019C,E01003028,1479,746,733
2021,Lambeth 017A,E01003029,1827,926,901
2021,Lambeth 019D,E01003030,1722,881,841
2021,Lambeth 023A,E01003031,1574,863,711
2021,Lambeth 017B,E01003032,1721,904,817
2021,Lambeth 019E,E01003033,1618,830,788
2021,Lambeth 012A,E01003034,1642,843,799
2021,Lambeth 012B,E01003035,1687,861,826
2021,Lambeth 012C,E01003036,1759,866,893
2021,Lambeth 013A,E01003037,1442,744,698
2021,Lambeth 013B,E01003038,1702,873,829
2021,Lambeth 013C,E01003039,2042,1025,1017
2021,Lambeth 013D,E01003040,1245,646,599
2021,Lambeth 017C,E01003041,1520,864,656
2021,Lambeth 013E,E01003042,1107,596,511
2021,Lambeth 018A,E01003043,1618,855,763
2021,Lambeth 018B,E01003044,1411,760,651
2021,Lambeth 011A,E01003045,1990,1030,960
2021,Lambeth 009A,E01003046,1680,843,837
2021,Lambeth 011B,E01003047,1789,924,865
2021,Lambeth 009B,E01003048,1913,1014,899
2021,Lambeth 011C,E01003049,1768,944,824
2021,Lambeth 016B,E01003050,1585,821,764
2021,Lambeth 018C,E01003051,2099,1039,1060
2021,Lambeth 016C,E01003052,2226,1165,1061
2021,Lambeth 015B,E01003053,1674,847,827
2021,Lambeth 015C,E01003054,2191,1126,1065
2021,Lambeth 016D,E01003055,1600,782,818
2021,Lambeth 015D,E01003056,1707,862,845
2021,Lambeth 017D,E01003057,1705,911,794
2021,Lambeth 015E,E01003058,1982,1022,960
2021,Lambeth 011D,E01003059,2216,1049,1167
2021,Lambeth 011E,E01003060,1696,913,783
2021,Lambeth 011F,E01003061,1329,660,669
2021,Lambeth 033A,E01003062,1834,978,856
2021,Lambeth 033B,E01003063,1362,725,637
2021,Lambeth 028A,E01003064,1464,781,683
2021,Lambeth 031A,E01003065,1673,942,731
2021,Lambeth 028B,E01003066,1888,1007,881
2021,Lambeth 033C,E01003067,1555,802,753
2021,Lambeth 031B,E01003068,1576,829,747
2021,Lambeth 033D,E01003069,1368,740,628
2021,Lambeth 033E,E01003070,1547,807,740
2021,Lambeth 018D,E01003071,2326,1232,1094
2021,Lambeth 014A,E01003072,1737,913,824
2021,Lambeth 014B,E01003073,1600,833,767
2021,Lambeth 018E,E01003074,2358,1183,1175
2021,Lambeth 009C,E01003075,1716,958,758
2021,Lambeth 014C,E01003076,2701,1367,1334
2021,Lambeth 014D,E01003077,1860,979,881
2021,Lambeth 014E,E01003078,1626,846,780
2021,Lambeth 027A,E01003079,1681,880,801
2021,Lambeth 027B,E01003080,1681,889,792
2021,Lambeth 028C,E01003081,1857,928,929
2021,Lambeth 031C,E01003082,1375,750,625
2021,Lambeth 030A,E01003083,1541,788,753
2021,Lambeth 030B,E01003084,1507,816,691
2021,Lambeth 030C,E01003085,1793,951,842
2021,Lambeth 031D,E01003086,1557,846,711
2021,Lambeth 031E,E01003087,1644,910,734
2021,Lambeth 010A,E01003088,1588,804,784
2021,Lambeth 008A,E01003089,1935,977,958
2021,Lambeth 012D,E01003090,2387,1192,1195
2021,Lambeth 008B,E01003091,1711,862,849
2021,Lambeth 008C,E01003092,2351,1198,1153
2021,Lambeth 010B,E01003093,2297,1273,1024
2021,Lambeth 010C,E01003094,1482,798,684
2021,Lambeth 012E,E01003095,1640,835,805
2021,Lambeth 010D,E01003096,2094,1086,1008
2021,Lambeth 006A,E01003097,1558,748,810
2021,Lambeth 005A,E01003098,1485,749,736
2021,Lambeth 005B,E01003099,1701,806,895
2021,Lambeth 005C,E01003100,2014,904,1110
2021,Lambeth 003A,E01003101,1432,734,698
2021,Lambeth 004A,E01003102,1705,792,913
2021,Lambeth 004C,E01003104,1733,867,866
2021,Lambeth 003B,E01003105,1706,871,835
2021,Lambeth 003C,E01003106,2135,1071,1064
2021,Lambeth 003D,E01003107,1851,847,1004
2021,Lambeth 002B,E01003108,1554,793,761
2021,Lambeth 002C,E01003110,2050,1000,1050
2021,Lambeth 002D,E01003111,1980,1066,914
2021,Lambeth 002E,E01003112,1796,879,917
2021,Lambeth 032A,E01003113,1796,959,837
2021,Lambeth 032B,E01003114,2424,1176,1248
2021,Lambeth 034A,E01003115,1619,869,750
2021,Lambeth 029A,E01003116,1785,926,859
2021,Lambeth 029B,E01003117,1851,988,863
2021,Lambeth 029C,E01003118,1863,983,880
2021,Lambeth 032C,E01003119,2066,1055,1011
2021,Lambeth 032D,E01003120,2413,1168,1245
2021,Lambeth 006B,E01003121,1569,850,719
2021,Lambeth 004D,E01003122,1905,917,988
2021,Lambeth 006C,E01003123,1597,758,839
2021,Lambeth 006D,E01003124,1353,695,658
