date,geography,geography code,Sex: All persons,Sex: Female,Sex: Male
2021,Croydon 001E,E01001164,1981,968,1013
2021,Croydon 024C,E01001165,1847,949,898
2021,Croydon 024D,E01001166,1968,1011,957
2021,Croydon 028A,E01001167,2325,1172,1153
2021,Croydon 024E,E01001168,1817,879,938
2021,Croydon 028B,E01001169,1831,985,846
2021,Croydon 047D,E01001170,1940,1009,931
2021,Croydon 028C,E01001171,1758,915,843
2021,Croydon 028D,E01001172,2204,1185,1019
2021,Croydon 028E,E01001173,2740,1427,1313
2021,Croydon 011A,E01001174,1691,844,847
2021,Croydon 011B,E01001175,1639,828,811
2021,Croydon 011C,E01001176,1847,939,908
2021,Croydon 016C,E01001177,1649,853,796
2021,Croydon 015D,E01001178,1627,832,795
2021,Croydon 016D,E01001179,1664,860,804
2021,Croydon 016E,E01001180,1980,1069,911
2021,Croydon 015E,E01001181,2190,1172,1018
2021,Croydon 011D,E01001182,1358,705,653
2021,Croydon 011E,E01001183,1821,943,878
2021,Croydon 011F,E01001184,1299,696,603
2021,Croydon 014B,E01001185,1702,885,817
2021,Croydon 014C,E01001186,1683,876,807
2021,Croydon 017E,E01001187,1985,1034,951
2021,Croydon 014D,E01001188,1959,1041,918
2021,Croydon 045B,E01001189,1218,653,565
2021,Croydon 045C,E01001190,1552,821,731
2021,Croydon 008D,E01001191,2072,1112,960
2021,Croydon 008E,E01001192,1585,865,720
2021,Croydon 014E,E01001193,1682,924,758
2021,Croydon 045D,E01001194,1615,845,770
2021,Ealing 021A,E01001195,1824,905,919
2021,Ealing 015A,E01001196,1619,833,786
2021,Ealing 021B,E01001197,1853,903,950
2021,Ealing 021C,E01001198,1561,805,756
2021,Ealing 021D,E01001199,1663,866,797
2021,Ealing 025A,E01001200,1594,793,801
2021,Ealing 025B,E01001201,1591,840,751
2021,Ealing 025C,E01001202,2502,1310,1192
2021,Ealing 025D,E01001203,1688,850,838
2021,Ealing 018A,E01001204,1614,840,774
2021,Ealing 018B,E01001205,1781,947,834
2021,Ealing 018C,E01001206,1578,838,740
2021,Ealing 018D,E01001207,1762,915,847
2021,Ealing 018E,E01001208,1360,695,665
2021,Ealing 013A,E01001209,1683,859,824
2021,Ealing 016A,E01001210,1888,1019,869
2021,Ealing 013B,E01001211,1736,903,833
2021,Ealing 018F,E01001212,1767,902,865
2021,Ealing 023A,E01001213,2010,947,1063
2021,Ealing 023B,E01001214,1745,854,891
2021,Ealing 023C,E01001215,2057,1044,1013
2021,Ealing 023D,E01001216,1749,876,873
2021,Ealing 014A,E01001217,1452,714,738
2021,Ealing 012A,E01001218,2057,1091,966
2021,Ealing 029A,E01001219,2195,1136,1059
2021,Ealing 029B,E01001220,1514,790,724
2021,Ealing 041B,E01001223,1454,763,691
2021,Ealing 019B,E01001224,1560,790,770
2021,Ealing 041A,E01001225,1811,915,896
2021,Ealing 019C,E01001226,1513,756,757
2021,Ealing 019D,E01001227,1521,779,742
2021,Ealing 019E,E01001228,1834,918,916
2021,Ealing 031A,E01001229,1518,799,719
2021,Ealing 031B,E01001230,1370,716,654
2021,Ealing 027A,E01001231,2045,948,1097
2021,Ealing 031C,E01001232,1558,807,751
2021,Ealing 031D,E01001233,1443,759,684
2021,Ealing 027B,E01001234,1370,711,659
2021,Ealing 042D,E01001235,1775,909,866
2021,Ealing 042C,E01001236,1476,745,731
2021,Ealing 031E,E01001237,1563,766,797
2021,Ealing 015C,E01001239,1480,773,707
2021,Ealing 024A,E01001240,1826,880,946
2021,Ealing 024B,E01001241,1855,942,913
2021,Ealing 024C,E01001242,1622,869,753
2021,Ealing 024D,E01001243,2387,1220,1167
2021,Ealing 024E,E01001244,2792,1451,1341
2021,Ealing 024F,E01001245,2170,1211,959
2021,Ealing 015D,E01001246,1827,896,931
2021,Ealing 015E,E01001247,2269,1144,1125
2021,Ealing 035A,E01001248,1593,807,786
2021,Ealing 028A,E01001249,2436,1307,1129
2021,Ealing 028B,E01001250,2181,1164,1017
2021,Ealing 030A,E01001251,1809,953,856
2021,Ealing 030B,E01001252,2466,1257,1209
2021,Ealing 030C,E01001253,2128,1093,1035
2021,Ealing 030D,E01001254,1747,906,841
2021,Ealing 028C,E01001255,1589,811,778
2021,Ealing 008A,E01001257,2233,1173,1060
2021,Ealing 010B,E01001258,1874,945,929
2021,Ealing 014B,E01001259,1599,801,798
2021,Ealing 012B,E01001260,2039,1022,1017
2021,Ealing 012C,E01001261,2319,1144,1175
2021,Ealing 010C,E01001262,1620,864,756
2021,Ealing 010D,E01001263,1947,1006,941
2021,Ealing 010E,E01001264,1821,932,889
2021,Ealing 006A,E01001265,1723,852,871
2021,Ealing 006B,E01001266,1833,906,927
2021,Ealing 006C,E01001267,2035,1102,933
2021,Ealing 012D,E01001268,1963,999,964
2021,Ealing 001A,E01001269,2272,1147,1125
2021,Ealing 004A,E01001270,1760,906,854
2021,Ealing 001B,E01001271,1920,947,973
2021,Ealing 006D,E01001272,1719,828,891
2021,Ealing 041C,E01001273,1675,846,829
2021,Ealing 041E,E01001274,1610,808,802
2021,Ealing 041D,E01001275,1800,932,868
2021,Ealing 011A,E01001276,1778,871,907
2021,Ealing 011B,E01001277,2041,997,1044
2021,Ealing 011C,E01001278,2081,1045,1036
2021,Ealing 013C,E01001279,1492,751,741
2021,Ealing 011D,E01001280,1819,927,892
2021,Ealing 013D,E01001281,1572,825,747
2021,Ealing 016B,E01001282,1619,821,798
2021,Ealing 016C,E01001283,1781,934,847
2021,Ealing 022A,E01001284,1720,844,876
2021,Ealing 016D,E01001285,1769,903,866
2021,Ealing 016E,E01001286,1669,886,783
2021,Ealing 016F,E01001287,1619,874,745
2021,Ealing 022B,E01001288,1479,745,734
2021,Ealing 022C,E01001289,1338,689,649
2021,Ealing 022D,E01001290,2050,1062,988
2021,Ealing 014C,E01001291,1762,855,907
2021,Ealing 014D,E01001292,1675,840,835
2021,Ealing 014E,E01001293,1827,922,905
2021,Ealing 017A,E01001294,2029,1024,1005
2021,Ealing 017B,E01001295,1795,895,900
2021,Ealing 017C,E01001296,1439,687,752
2021,Ealing 017D,E01001297,1836,907,929
2021,Ealing 017E,E01001298,2110,1036,1074
2021,Ealing 035B,E01001299,1755,912,843
2021,Ealing 039A,E01001300,1615,800,815
2021,Ealing 039B,E01001301,1886,974,912
2021,Ealing 039C,E01001302,1602,824,778
2021,Ealing 032A,E01001303,1725,946,779
2021,Ealing 039D,E01001304,1658,881,777
2021,Ealing 035C,E01001305,1728,859,869
2021,Ealing 035D,E01001306,1637,867,770
2021,Ealing 002A,E01001307,1883,936,947
2021,Ealing 002B,E01001308,1941,972,969
2021,Ealing 001C,E01001309,1855,940,915
2021,Ealing 001D,E01001310,2142,1042,1100
2021,Ealing 001E,E01001311,2518,1249,1269
2021,Ealing 002C,E01001312,1966,1022,944
2021,Ealing 002D,E01001313,1725,893,832
2021,Ealing 002E,E01001314,1525,782,743
2021,Ealing 003A,E01001315,1467,730,737
2021,Ealing 003B,E01001316,1725,933,792
2021,Ealing 003C,E01001317,2181,1132,1049
2021,Ealing 003D,E01001318,1949,1015,934
2021,Ealing 004B,E01001319,1549,772,777
2021,Ealing 003E,E01001320,1623,845,778
2021,Ealing 003F,E01001321,2263,1098,1165
2021,Ealing 004C,E01001322,2070,1057,1013
2021,Ealing 004D,E01001323,2015,1047,968
2021,Ealing 008B,E01001324,1663,834,829
2021,Ealing 009A,E01001325,1983,978,1005
2021,Ealing 008C,E01001326,1960,1003,957
2021,Ealing 009B,E01001327,1896,940,956
2021,Ealing 009C,E01001328,1823,933,890
2021,Ealing 009D,E01001329,1963,998,965
2021,Ealing 008D,E01001330,1858,991,867
2021,Ealing 009E,E01001331,1796,919,877
2021,Ealing 008E,E01001332,1594,854,740
2021,Ealing 038A,E01001333,2464,1210,1254
2021,Ealing 029C,E01001334,1665,825,840
2021,Ealing 038B,E01001335,1800,886,914
2021,Ealing 038C,E01001336,1841,913,928
2021,Ealing 029D,E01001337,2123,1076,1047
2021,Ealing 029E,E01001338,1867,933,934
2021,Ealing 029F,E01001339,2184,1145,1039
2021,Ealing 029G,E01001340,1564,765,799
2021,Ealing 005A,E01001341,1792,886,906
2021,Ealing 005B,E01001342,1896,916,980
2021,Ealing 005C,E01001343,1439,729,710
2021,Ealing 007A,E01001344,2289,1135,1154
2021,Ealing 005D,E01001345,1758,855,903
2021,Ealing 007B,E01001346,1959,973,986
2021,Ealing 007C,E01001347,1972,888,1084
2021,Ealing 007D,E01001348,1672,815,857
2021,Ealing 006E,E01001349,1411,729,682
2021,Ealing 027C,E01001350,1437,749,688
2021,Ealing 025E,E01001351,1973,1008,965
2021,Ealing 027D,E01001352,1584,823,761
2021,Ealing 033A,E01001353,1415,751,664
2021,Ealing 027E,E01001354,2056,1041,1015
2021,Ealing 033B,E01001355,1957,1001,956
2021,Ealing 033C,E01001356,1495,785,710
2021,Ealing 033D,E01001357,2750,1450,1300
2021,Ealing 033E,E01001358,1990,989,1001
2021,Ealing 026A,E01001359,2464,1160,1304
2021,Ealing 026B,E01001360,2213,1061,1152
2021,Ealing 023E,E01001361,2276,1084,1192
2021,Ealing 026C,E01001362,2624,1277,1347
2021,Ealing 026D,E01001363,1994,954,1040
2021,Ealing 026E,E01001364,1834,937,897
2021,Ealing 026F,E01001365,2577,1212,1365
2021,Ealing 044C,E01001366,2050,985,1065
2021,Ealing 043B,E01001367,2710,1261,1449
2021,Ealing 044D,E01001368,1764,856,908
2021,Ealing 038D,E01001369,2064,1018,1046
2021,Ealing 044A,E01001370,2172,1088,1084
2021,Ealing 044B,E01001371,2309,1135,1174
2021,Ealing 043C,E01001372,2555,1212,1343
2021,Ealing 043A,E01001373,2078,994,1084
2021,Ealing 040A,E01001374,1945,967,978
2021,Ealing 034A,E01001375,1698,897,801
2021,Ealing 040B,E01001376,1707,905,802
2021,Ealing 034B,E01001377,1639,853,786
2021,Ealing 034C,E01001379,1736,908,828
2021,Ealing 040C,E01001380,2306,1203,1103
2021,Ealing 034D,E01001381,1877,1007,870
2021,Ealing 032B,E01001382,1480,779,701
2021,Ealing 028D,E01001383,1754,870,884
2021,Ealing 032C,E01001384,1748,904,844
2021,Ealing 032D,E01001385,1678,868,810
2021,Ealing 031F,E01001386,1798,907,891
2021,Ealing 032E,E01001387,1535,760,775
2021,Ealing 028E,E01001388,1447,732,715
2021,Ealing 028F,E01001389,1827,891,936
2021,Enfield 036A,E01001390,1817,936,881
2021,Enfield 036B,E01001391,1779,915,864
2021,Enfield 032A,E01001392,1866,950,916
2021,Enfield 036C,E01001393,1970,984,986
2021,Enfield 035A,E01001394,1997,947,1050
2021,Enfield 035B,E01001395,1634,884,750
2021,Enfield 036D,E01001396,1461,753,708
2021,Enfield 035C,E01001397,2164,1102,1062
2021,Enfield 021A,E01001398,1340,677,663
2021,Enfield 021B,E01001399,1482,738,744
2021,Enfield 021C,E01001400,1562,844,718
2021,Enfield 016A,E01001401,1389,714,675
2021,Enfield 021D,E01001402,1852,952,900
2021,Enfield 021E,E01001403,1705,845,860
2021,Enfield 026A,E01001404,1480,748,732
2021,Enfield 015A,E01001405,1802,959,843
2021,Enfield 015B,E01001406,1658,874,784
2021,Enfield 005A,E01001407,1591,820,771
2021,Enfield 004A,E01001408,1670,897,773
2021,Enfield 005B,E01001409,2034,1086,948
2021,Enfield 005C,E01001410,2188,1188,1000
2021,Enfield 004B,E01001411,1903,1007,896
2021,Enfield 004C,E01001412,1755,916,839
2021,Enfield 004D,E01001413,1635,853,782
2021,Enfield 004E,E01001414,1671,887,784
2021,Enfield 011A,E01001415,2050,1068,982
2021,Enfield 013A,E01001416,1726,876,850
2021,Enfield 011B,E01001417,1887,968,919
2021,Enfield 011C,E01001418,1740,904,836
2021,Enfield 020A,E01001419,1971,1037,934
2021,Enfield 020B,E01001420,1783,959,824
2021,Enfield 020C,E01001421,1673,876,797
2021,Enfield 011D,E01001422,1677,871,806
2021,Enfield 027A,E01001423,1731,919,812
2021,Enfield 030A,E01001424,1227,696,531
2021,Enfield 027B,E01001425,2022,1100,922
2021,Enfield 030B,E01001426,1822,968,854
2021,Enfield 030C,E01001427,1744,878,866
2021,Enfield 027C,E01001428,1723,892,831
2021,Enfield 030D,E01001429,2328,1274,1054
2021,Enfield 030E,E01001430,2013,1070,943
2021,Enfield 033A,E01001431,1786,949,837
2021,Enfield 033B,E01001432,1867,1004,863
2021,Enfield 007A,E01001433,1822,980,842
2021,Enfield 007B,E01001434,1591,833,758
2021,Enfield 007C,E01001435,1517,787,730
2021,Enfield 007D,E01001436,1933,984,949
2021,Enfield 014A,E01001437,2275,1204,1071
2021,Enfield 007E,E01001438,1675,868,807
2021,Enfield 006A,E01001439,2131,1154,977
2021,Enfield 012A,E01001440,1677,869,808
2021,Enfield 006B,E01001441,1646,864,782
2021,Enfield 002A,E01001442,1732,968,764
2021,Enfield 001A,E01001444,1908,1019,889
2021,Enfield 003B,E01001445,2800,1510,1290
2021,Enfield 001B,E01001446,1858,968,890
2021,Enfield 003C,E01001447,1991,1055,936
2021,Enfield 003D,E01001448,1982,1049,933
2021,Enfield 003E,E01001449,1643,843,800
2021,Enfield 015C,E01001450,2381,1277,1104
2021,Enfield 017A,E01001451,1664,826,838
2021,Enfield 017B,E01001452,1373,693,680
2021,Enfield 017C,E01001453,1659,853,806
2021,Enfield 017D,E01001454,1701,904,797
2021,Enfield 021F,E01001455,1456,738,718
2021,Enfield 022A,E01001456,1396,703,693
2021,Enfield 010A,E01001457,1813,992,821
2021,Enfield 037A,E01001458,1788,948,840
2021,Enfield 024A,E01001459,1720,907,813
2021,Enfield 024B,E01001460,2113,1074,1039
2021,Enfield 027D,E01001461,1579,825,754
2021,Enfield 024C,E01001462,1455,742,713
2021,Enfield 031A,E01001463,1559,818,741
2021,Enfield 027E,E01001464,1315,678,637
2021,Enfield 031B,E01001465,1561,759,802
2021,Enfield 031C,E01001466,1996,1103,893
2021,Enfield 031D,E01001467,1999,1044,955
2021,Enfield 010B,E01001468,1416,742,674
2021,Enfield 008A,E01001469,1767,927,840
2021,Enfield 013B,E01001470,1649,856,793
2021,Enfield 010C,E01001471,1908,1041,867
2021,Enfield 010D,E01001472,1653,906,747
2021,Enfield 013C,E01001473,1596,842,754
2021,Enfield 010E,E01001474,1898,978,920
2021,Enfield 013D,E01001475,1803,919,884
2021,Enfield 018A,E01001476,1751,903,848
2021,Enfield 018B,E01001477,1980,1016,964
2021,Enfield 016B,E01001478,1658,869,789
2021,Enfield 023A,E01001479,1793,937,856
2021,Enfield 024D,E01001480,1591,846,745
2021,Enfield 018C,E01001481,1796,928,868
2021,Enfield 023B,E01001482,1923,1000,923
2021,Enfield 025A,E01001483,1187,642,545
2021,Enfield 016C,E01001484,1414,738,676
2021,Enfield 025B,E01001485,1858,979,879
2021,Enfield 025C,E01001486,2148,1160,988
2021,Enfield 023C,E01001487,1941,1038,903
2021,Enfield 024E,E01001488,1979,1055,924
2021,Enfield 023D,E01001489,1888,972,916
2021,Enfield 023E,E01001491,1950,1025,925
2021,Enfield 025E,E01001492,2038,1067,971
2021,Enfield 026B,E01001493,1911,966,945
2021,Enfield 026C,E01001494,1477,758,719
2021,Enfield 029A,E01001495,1846,929,917
2021,Enfield 026D,E01001496,1901,915,986
2021,Enfield 031E,E01001497,1456,753,703
2021,Enfield 029B,E01001498,1837,943,894
2021,Enfield 031F,E01001499,1540,780,760
2021,Enfield 035D,E01001500,1591,817,774
2021,Enfield 036E,E01001501,2220,1129,1091
2021,Enfield 018D,E01001502,1954,1038,916
2021,Enfield 018E,E01001503,1888,1011,877
2021,Enfield 012B,E01001504,2139,1084,1055
2021,Enfield 012C,E01001505,1959,998,961
2021,Enfield 012D,E01001507,2583,1403,1180
2021,Enfield 012E,E01001508,2444,1305,1139
2021,Enfield 014C,E01001509,1773,923,850
2021,Enfield 016D,E01001511,1923,1034,889
2021,Enfield 015D,E01001512,2277,1211,1066
2021,Enfield 012F,E01001513,1982,1070,912
2021,Enfield 016E,E01001514,1765,954,811
2021,Enfield 015E,E01001515,2047,1047,1000
2021,Enfield 005D,E01001516,2123,1091,1032
2021,Enfield 006C,E01001517,2045,1097,948
2021,Enfield 016F,E01001518,1688,878,810
2021,Enfield 019A,E01001520,1857,955,902
2021,Enfield 028A,E01001521,1875,970,905
2021,Enfield 019B,E01001522,1817,984,833
2021,Enfield 019C,E01001523,1847,953,894
2021,Enfield 019D,E01001524,1562,807,755
2021,Enfield 020E,E01001525,1964,1039,925
2021,Enfield 019E,E01001526,1608,835,773
2021,Enfield 036F,E01001527,2053,1037,1016
2021,Enfield 032B,E01001528,1688,902,786
2021,Enfield 032C,E01001529,1790,858,932
2021,Enfield 032D,E01001530,1727,892,835
2021,Enfield 028B,E01001531,1436,739,697
2021,Enfield 028C,E01001532,1663,858,805
2021,Enfield 028D,E01001533,1662,845,817
2021,Enfield 032E,E01001534,1689,831,858
2021,Enfield 028E,E01001535,1405,742,663
2021,Enfield 008B,E01001536,1970,1006,964
2021,Enfield 005E,E01001537,1715,926,789
2021,Enfield 009A,E01001538,1677,879,798
2021,Enfield 009B,E01001539,1654,860,794
2021,Enfield 008C,E01001540,1906,963,943
2021,Enfield 008D,E01001541,1532,828,704
2021,Enfield 008E,E01001542,1566,858,708
2021,Enfield 009C,E01001543,1617,831,786
2021,Enfield 009D,E01001544,1695,871,824
2021,Enfield 002B,E01001545,1885,1018,867
2021,Enfield 001C,E01001546,1813,950,863
2021,Enfield 002C,E01001547,2092,1082,1010
2021,Enfield 002D,E01001548,1927,1034,893
2021,Enfield 006D,E01001549,2357,1321,1036
2021,Enfield 006E,E01001550,1770,935,835
2021,Enfield 002E,E01001551,1794,951,843
2021,Enfield 001D,E01001552,1945,994,951
2021,Enfield 037B,E01001553,1753,882,871
2021,Enfield 037C,E01001554,1798,978,820
2021,Enfield 033C,E01001555,2232,1111,1121
2021,Enfield 035E,E01001556,1590,820,770
2021,Enfield 033D,E01001557,1715,847,868
2021,Enfield 033E,E01001558,2063,998,1065
2021,Enfield 033F,E01001559,2129,1139,990
2021,Enfield 035F,E01001560,1571,810,761
2021,Enfield 037D,E01001562,2234,1256,978
2021,Enfield 029C,E01001563,1736,913,823
2021,Enfield 022B,E01001564,1662,876,786
2021,Enfield 029D,E01001565,1678,874,804
2021,Enfield 029E,E01001566,1781,899,882
2021,Enfield 022C,E01001567,1541,804,737
2021,Enfield 022D,E01001568,1884,920,964
2021,Enfield 022E,E01001569,1770,905,865
2021,Enfield 026E,E01001570,1900,986,914
2021,Greenwich 008A,E01001571,1809,907,902
2021,Greenwich 008B,E01001572,1733,871,862
2021,Greenwich 008C,E01001573,1575,778,797
2021,Greenwich 008D,E01001574,1924,1003,921
2021,Greenwich 003A,E01001575,1816,963,853
2021,Greenwich 003B,E01001576,1998,1029,969
2021,Greenwich 003C,E01001577,2017,1019,998
2021,Greenwich 003D,E01001578,2306,1163,1143
2021,Greenwich 003E,E01001579,1734,902,832
2021,Greenwich 021A,E01001580,1639,834,805
2021,Greenwich 016A,E01001581,1578,856,722
2021,Greenwich 021B,E01001582,1533,828,705
2021,Greenwich 021C,E01001583,1568,804,764
2021,Greenwich 021D,E01001584,1502,782,720
2021,Greenwich 016B,E01001585,1529,785,744
2021,Greenwich 016C,E01001586,1422,794,628
2021,Greenwich 016D,E01001587,1981,970,1011
2021,Greenwich 012A,E01001588,1692,866,826
2021,Greenwich 012B,E01001589,1853,980,873
2021,Greenwich 014A,E01001590,1704,876,828
2021,Greenwich 012C,E01001591,2100,1064,1036
2021,Greenwich 014B,E01001592,1934,992,942
2021,Greenwich 014C,E01001593,1793,914,879
2021,Greenwich 014D,E01001594,2368,1178,1190
2021,Greenwich 012D,E01001595,2222,1184,1038
2021,Greenwich 032A,E01001596,1737,905,832
2021,Greenwich 031A,E01001597,1556,773,783
2021,Greenwich 031B,E01001598,1609,813,796
2021,Greenwich 032B,E01001599,1676,854,822
2021,Greenwich 032C,E01001600,1509,760,749
2021,Greenwich 032D,E01001601,1507,737,770
2021,Greenwich 031C,E01001602,2126,1089,1037
2021,Greenwich 031D,E01001603,1756,939,817
2021,Greenwich 027A,E01001604,1549,815,734
2021,Greenwich 023A,E01001605,1520,787,733
2021,Greenwich 023B,E01001606,1627,847,780
2021,Greenwich 027B,E01001607,1610,864,746
2021,Greenwich 027C,E01001608,1443,755,688
2021,Greenwich 027D,E01001609,1687,839,848
2021,Greenwich 023C,E01001610,1761,910,851
2021,Greenwich 023D,E01001611,1767,902,865
2021,Greenwich 028A,E01001613,1753,920,833
2021,Greenwich 028B,E01001614,1493,753,740
2021,Greenwich 028C,E01001615,1991,997,994
2021,Greenwich 028D,E01001617,1628,862,766
2021,Greenwich 030C,E01001618,1906,1003,903
2021,Greenwich 030D,E01001619,1964,1060,904
2021,Greenwich 025A,E01001620,1582,809,773
2021,Greenwich 025B,E01001621,1673,838,835
2021,Greenwich 025C,E01001623,1806,961,845
2021,Greenwich 025D,E01001624,1628,841,787
2021,Greenwich 025E,E01001625,1782,931,851
2021,Greenwich 009A,E01001629,2141,1162,979
2021,Greenwich 007B,E01001631,2108,1048,1060
2021,Greenwich 007C,E01001632,2038,994,1044
2021,Greenwich 009B,E01001633,2043,1076,967
2021,Greenwich 009C,E01001634,1736,929,807
2021,Greenwich 007D,E01001635,1644,847,797
2021,Greenwich 007E,E01001636,1684,860,824
2021,Greenwich 009D,E01001637,1801,917,884
2021,Greenwich 038A,E01001638,1763,941,822
2021,Greenwich 038B,E01001641,1867,936,931
2021,Greenwich 038C,E01001642,1732,885,847
2021,Greenwich 038D,E01001644,2629,1342,1287
2021,Greenwich 022A,E01001645,1852,941,911
2021,Greenwich 019A,E01001646,2820,1507,1313
2021,Greenwich 022B,E01001647,1487,766,721
2021,Greenwich 022C,E01001648,1724,866,858
2021,Greenwich 022D,E01001649,1576,820,756
2021,Greenwich 019B,E01001650,1834,946,888
2021,Greenwich 019C,E01001651,1875,945,930
2021,Greenwich 019D,E01001652,1706,886,820
2021,Greenwich 029A,E01001653,1592,840,752
2021,Greenwich 029B,E01001654,1606,867,739
2021,Greenwich 029C,E01001655,1575,801,774
2021,Greenwich 034A,E01001656,1341,705,636
2021,Greenwich 034B,E01001657,1570,831,739
2021,Greenwich 034C,E01001658,1654,873,781
2021,Greenwich 034D,E01001659,1618,870,748
2021,Greenwich 029D,E01001660,1559,829,730
2021,Greenwich 029E,E01001661,1664,892,772
2021,Greenwich 037B,E01001664,2076,1016,1060
2021,Greenwich 037C,E01001665,1890,911,979
2021,Greenwich 041G,E01001666,1984,971,1013
2021,Greenwich 033A,E01001669,2495,1322,1173
2021,Greenwich 033B,E01001671,1670,919,751
2021,Greenwich 006A,E01001672,1933,973,960
2021,Greenwich 006B,E01001673,2403,1238,1165
2021,Greenwich 006C,E01001674,2195,1136,1059
2021,Greenwich 006D,E01001675,2370,1207,1163
2021,Greenwich 033C,E01001676,1802,914,888
2021,Greenwich 006E,E01001677,2163,1064,1099
2021,Greenwich 017A,E01001678,1773,918,855
2021,Greenwich 020A,E01001679,1353,691,662
2021,Greenwich 020B,E01001680,1518,765,753
2021,Greenwich 020C,E01001681,1403,680,723
2021,Greenwich 020D,E01001682,1377,725,652
2021,Greenwich 017B,E01001683,1551,805,746
2021,Greenwich 017C,E01001684,1446,757,689
2021,Greenwich 017D,E01001685,1562,811,751
2021,Greenwich 020E,E01001686,1800,924,876
2021,Greenwich 002A,E01001687,1654,646,1008
2021,Greenwich 002B,E01001688,2670,1402,1268
2021,Greenwich 001A,E01001690,1713,874,839
2021,Greenwich 001B,E01001692,1470,733,737
2021,Greenwich 001C,E01001693,1560,821,739
2021,Greenwich 001D,E01001694,1745,909,836
2021,Greenwich 011A,E01001695,1549,795,754
2021,Greenwich 011B,E01001696,2572,1375,1197
2021,Greenwich 011C,E01001697,2643,1363,1280
2021,Greenwich 015A,E01001698,1912,1002,910
2021,Greenwich 015B,E01001699,1465,789,676
2021,Greenwich 011D,E01001700,2369,1213,1156
2021,Greenwich 015C,E01001701,1763,877,886
2021,Greenwich 015D,E01001702,1485,766,719
2021,Greenwich 011E,E01001703,2079,1118,961
2021,Greenwich 011F,E01001704,1649,844,805
2021,Greenwich 005A,E01001705,2248,1149,1099
2021,Greenwich 005C,E01001708,1698,876,822
2021,Greenwich 005D,E01001710,1760,927,833
2021,Greenwich 042A,E01001712,2120,1078,1042
2021,Hackney 002A,E01001714,2051,1005,1046
2021,Hackney 007A,E01001715,1286,640,646
2021,Hackney 007B,E01001716,1788,958,830
2021,Hackney 007C,E01001717,1126,603,523
2021,Hackney 007D,E01001718,1740,870,870
2021,Hackney 007E,E01001719,1639,861,778
2021,Hackney 007F,E01001720,1707,923,784
2021,Hackney 029A,E01001722,2304,1188,1116
2021,Hackney 006A,E01001723,1969,1010,959
2021,Hackney 006B,E01001724,2894,1488,1406
2021,Hackney 004A,E01001725,1832,912,920
2021,Hackney 004B,E01001726,1327,739,588
2021,Hackney 006C,E01001727,1988,1016,972
2021,Hackney 029B,E01001728,1979,1042,937
2021,Hackney 019A,E01001729,1985,1057,928
2021,Hackney 019B,E01001730,2765,1463,1302
2021,Hackney 017A,E01001731,2666,1394,1272
2021,Hackney 019C,E01001732,1900,1038,862
2021,Hackney 015A,E01001733,1872,971,901
2021,Hackney 017B,E01001734,1835,988,847
2021,Hackney 019D,E01001735,1570,845,725
2021,Hackney 012A,E01001736,1549,824,725
2021,Hackney 012B,E01001737,1768,908,860
2021,Hackney 012C,E01001738,1740,892,848
2021,Hackney 012D,E01001739,1977,1055,922
2021,Hackney 014A,E01001740,1545,837,708
2021,Hackney 009A,E01001741,1441,774,667
2021,Hackney 008A,E01001742,1754,991,763
2021,Hackney 031A,E01001744,2004,1049,955
2021,Hackney 016A,E01001745,2159,1143,1016
2021,Hackney 016B,E01001746,1686,890,796
2021,Hackney 014B,E01001747,2329,1217,1112
2021,Hackney 020B,E01001749,1488,783,705
2021,Hackney 031D,E01001750,2122,1123,999
2021,Hackney 031B,E01001751,1478,756,722
2021,Hackney 025B,E01001753,1538,809,729
2021,Hackney 025D,E01001755,1678,884,794
2021,Hackney 030C,E01001756,2037,1032,1005
2021,Hackney 016C,E01001757,1585,837,748
2021,Hackney 016D,E01001758,2614,1331,1283
2021,Hackney 016E,E01001759,1647,855,792
2021,Hackney 017C,E01001760,1885,995,890
2021,Hackney 016F,E01001761,1818,960,858
2021,Hackney 017D,E01001762,1673,912,761
2021,Hackney 020C,E01001763,1770,960,810
2021,Hackney 010A,E01001764,1752,876,876
2021,Hackney 010B,E01001765,1801,917,884
2021,Hackney 010D,E01001767,1608,873,735
2021,Hackney 006D,E01001768,1870,943,927
2021,Hackney 006E,E01001769,1521,838,683
2021,Hackney 010E,E01001770,1714,937,777
2021,Hackney 024A,E01001772,1789,908,881
2021,Hackney 025E,E01001773,2483,1232,1251
2021,Hackney 024B,E01001774,1987,1044,943
2021,Hackney 024C,E01001775,1634,916,718
2021,Hackney 025F,E01001776,1709,902,807
2021,Hackney 033A,E01001777,2633,1351,1282
2021,Hackney 032D,E01001780,1816,937,879
2021,Hackney 026B,E01001781,1602,829,773
2021,Hackney 026D,E01001783,1606,841,765
2021,Hackney 032A,E01001784,1771,935,836
2021,Hackney 015B,E01001785,1593,864,729
2021,Hackney 013A,E01001786,2224,1122,1102
2021,Hackney 013B,E01001787,1611,846,765
2021,Hackney 013C,E01001788,1497,811,686
2021,Hackney 015C,E01001789,1773,983,790
2021,Hackney 013D,E01001790,1513,800,713
2021,Hackney 015D,E01001791,1459,760,699
2021,Hackney 011A,E01001792,1933,983,950
2021,Hackney 011B,E01001793,1579,889,690
2021,Hackney 011C,E01001794,1898,1021,877
2021,Hackney 011D,E01001795,1308,699,609
2021,Hackney 011E,E01001796,1476,767,709
