indicator_id,title,topic,source_key,source_name,source_file_or_api,source_geography,geography_version,source_period,time_coverage,latest_period_available,history_available,unit,value_field,numerator_field,denominator_field,aggregation_method,benchmark_method,polarity,caveats,last_refresh_date,review_required,qof_group_code,qof_group_description,qof_indicator_code,qof_metric_kind,qof_domain,qof_sub_domain,qof_patient_list_type
qof_pcas_vi001,Vaccination: DTaP/IPV/Hib/HepB immunisation completed by age 8 months (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,VI,Vaccination and immunisation,VI001,pcas,Public Health,Public Health Vaccination and Immunisation,UN01
qof_pcas_vi002,"Vaccination: MenB, PCV, Hib/MenC and MMR completed by 18 months (personalised care adjustments)",Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,VI,Vaccination and immunisation,VI002,pcas,Public Health,Public Health Vaccination and Immunisation,1_2
qof_pcas_vi003,Vaccination: all scheduled childhood vaccinations completed by age 5 (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,VI,Vaccination and immunisation,VI003,pcas,Public Health,Public Health Vaccination and Immunisation,4_5
qof_pcas_vi004,Vaccination: influenza vaccination received (age 80 and over) (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,VI,Vaccination and immunisation,VI004,pcas,Public Health,Public Health Vaccination and Immunisation,79_80
qof_points_af001,Atrial fibrillation: size of QOF register — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,AF,Atrial fibrillation,AF001,points,Clinical,Clinical,TOTAL
qof_points_af006,Atrial fibrillation: stroke risk assessed using CHA2DS2-VASc score — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,AF,Atrial fibrillation,AF006,points,Clinical,Clinical,TOTAL
qof_points_af007,Atrial fibrillation: high-risk patients on anticoagulation (retired 2022/23) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,AF,Atrial fibrillation,AF007,points,Clinical,,TOTAL
qof_points_af008,Atrial fibrillation: high-risk patients treated with anticoagulation — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,AF,Atrial fibrillation,AF008,points,Clinical,Clinical,TOTAL
qof_points_ast005,Asthma: size of active QOF register (age 6 and over) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,AST,Asthma,AST005,points,Clinical,Clinical,06OV
qof_points_ast006,Asthma: annual asthma review completed — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,AST,Asthma,AST006,points,Clinical,,06OV
qof_points_ast007,Asthma: review including inhaler technique and written action plan — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,AST,Asthma,AST007,points,Clinical,Clinical,06OV
qof_points_ast008,Asthma: personal asthma action plan recorded (age 19 and under) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,AST,Asthma,AST008,points,Clinical,Clinical,06_19
qof_points_ast011,Asthma: new diagnosis confirmed with spirometry or PCAM record — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,AST,Asthma,AST011,points,Clinical,Clinical,06OV
qof_points_bp002,Blood pressure: measurement recorded in last 5 years (age 45 and over) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,BP,Blood pressure,BP002,points,Public Health,Public Health,45OV
qof_points_can001,Cancer: size of QOF register — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,CAN,Cancer,CAN001,points,Clinical,Clinical,TOTAL
qof_points_can004,Cancer: care plan reviewed within 24 months of diagnosis — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,CAN,Cancer,CAN004,points,Clinical,Clinical,TOTAL
qof_points_can005,Cancer: holistic needs assessment offered within 12 months of diagnosis — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,CAN,Cancer,CAN005,points,Clinical,Clinical,TOTAL
qof_points_chd001,Coronary heart disease: size of QOF register — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,CHD,Secondary prevention of coronary heart disease,CHD001,points,Clinical,Clinical,TOTAL
qof_points_chd005,Coronary heart disease: cholesterol checked in last 12 months — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,CHD,Secondary prevention of coronary heart disease,CHD005,points,Clinical,Clinical,TOTAL
qof_points_chd008,Coronary heart disease: blood pressure recorded in last 12 months — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,CHD,Secondary prevention of coronary heart disease,CHD008,points,Clinical,,79UN
qof_points_chd009,Coronary heart disease: flu vaccination received — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,CHD,Secondary prevention of coronary heart disease,CHD009,points,Clinical,,80OV
qof_points_chd015,Coronary heart disease: blood pressure target achieved (age 79 and under) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,CHD,Secondary prevention of coronary heart disease,CHD015,points,Clinical,Clinical,79UN
qof_points_chd016,Coronary heart disease: blood pressure target achieved (age 80 and over) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,CHD,Secondary prevention of coronary heart disease,CHD016,points,Clinical,Clinical,80OV
qof_points_chol001,Lipid management: total cholesterol target achieved — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2023/24,2023/24,2023/24,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,CHOL,Cholesterol control and lipid management,CHOL001,points,Clinical,,TOTAL
qof_points_chol002,Lipid management: statin or ezetimibe prescribed — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2023/24,2023/24,2023/24,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,CHOL,Cholesterol control and lipid management,CHOL002,points,Clinical,,TOTAL
qof_points_chol003,Lipid management: non-HDL cholesterol target achieved (high CVD risk) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2024/25,2024/25,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,CHOL,Cholesterol control and lipid management,CHOL003,points,Clinical,Clinical,TOTAL
qof_points_chol004,Lipid management: high-intensity statin prescribed (high CVD risk) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2024/25,2024/25,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,CHOL,Cholesterol control and lipid management,CHOL004,points,Clinical,Clinical,TOTAL
qof_points_ckd005,Chronic kidney disease: size of QOF register (stage G3a to G5) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,CKD,Chronic kidney disease,CKD005,points,Clinical,Clinical,18OV
qof_points_copd008,COPD: annual review completed in last 12 months — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,COPD,Chronic obstructive pulmonary disease,COPD008,points,Clinical,,TOTAL
qof_points_copd009,COPD: size of QOF register — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,COPD,Chronic obstructive pulmonary disease,COPD009,points,Clinical,,TOTAL
qof_points_copd010,"COPD: review including breathlessness scale, inhaler technique and BMI — QOF points proportion",Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,COPD,Chronic obstructive pulmonary disease,COPD010,points,Clinical,Clinical,TOTAL
qof_points_copd014,COPD: pulmonary rehabilitation offered (breathlessness MRC scale 3 or above) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,COPD,Chronic obstructive pulmonary disease,COPD014,points,Clinical,Clinical,TOTAL
qof_points_copd015,COPD: size of QOF register (all sub-types) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,COPD,Chronic obstructive pulmonary disease,COPD015,points,Clinical,Clinical,TOTAL
qof_points_cs005,Cervical screening: up to date (age 25 to 49) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2022/23 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,CS,Cervical screening,CS005,points,Public Health,Public Health Additional Services,25_49_F
qof_points_cs006,Cervical screening: up to date (age 50 to 64) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2022/23 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,CS,Cervical screening,CS006,points,Public Health,Public Health Additional Services,50_64_F
qof_points_dem001,Dementia: size of QOF register — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,DEM,Dementia,DEM001,points,Clinical,Clinical,TOTAL
qof_points_dem004,Dementia: care plan reviewed in last 12 months — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,DEM,Dementia,DEM004,points,Clinical,Clinical,TOTAL
qof_points_dep003,Depression: size of QOF register — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,DEP,Depression,DEP003,points,Clinical,,18OV
qof_points_dep004,Depression: newly diagnosed patients on register — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,DEP,Depression,DEP004,points,Clinical,Clinical,18OV
qof_points_dm006,Diabetes: nephropathy recorded or ACE inhibitor/ARB prescribed — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,DM,Diabetes mellitus,DM006,points,Clinical,Clinical,17OV
qof_points_dm012,Diabetes: foot examination and risk classification recorded — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,DM,Diabetes mellitus,DM012,points,Clinical,Clinical,17OV
qof_points_dm014,Diabetes: structured education offered within 9 months of new diagnosis — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,DM,Diabetes mellitus,DM014,points,Clinical,Clinical,17OV
qof_points_dm017,Diabetes: size of QOF register (age 17 and over) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,DM,Diabetes mellitus,DM017,points,Clinical,Clinical,17OV
qof_points_dm019,Diabetes: HbA1c 48 mmol/mol or below achieved (without frailty) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,DM,Diabetes mellitus,DM019,points,Clinical,,17OV
qof_points_dm020,Diabetes: HbA1c 58 mmol/mol or below achieved (without frailty) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,DM,Diabetes mellitus,DM020,points,Clinical,Clinical,17OV
qof_points_dm021,Diabetes: HbA1c target achieved (moderate or severe frailty) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,DM,Diabetes mellitus,DM021,points,Clinical,Clinical,17OV
qof_points_dm022,"Diabetes: statin prescribed (age 40 and over, no prior CVD) — QOF points proportion",Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,DM,Diabetes mellitus,DM022,points,Clinical,Clinical,40OV
qof_points_dm023,Diabetes: antiplatelet or anticoagulant prescribed (with CVD history) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,DM,Diabetes mellitus,DM023,points,Clinical,Clinical,17OV
qof_points_dm033,Diabetes: blood pressure 140/90 or below achieved (without frailty) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,DM,Diabetes mellitus,DM033,points,Clinical,Clinical,17OV
qof_points_ep001,Epilepsy: size of QOF register (on drug treatment) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,EP,Epilepsy,EP001,points,Clinical,Clinical,18OV
