indicator_id,title,topic,source_key,source_name,source_file_or_api,source_geography,geography_version,source_period,time_coverage,latest_period_available,history_available,unit,value_field,numerator_field,denominator_field,aggregation_method,benchmark_method,polarity,caveats,last_refresh_date,review_required,qof_group_code,qof_group_description,qof_indicator_code,qof_metric_kind,qof_domain,qof_sub_domain,qof_patient_list_type
qof_points_stia014,Stroke and TIA: blood pressure target achieved (age 79 and under) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,STIA,Stroke and transient ischaemic attack,STIA014,points,Clinical,Clinical,79UN
qof_points_stia015,Stroke and TIA: blood pressure target achieved (age 80 and over) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,STIA,Stroke and transient ischaemic attack,STIA015,points,Clinical,Clinical,80OV
qof_points_vi001,Vaccination: DTaP/IPV/Hib/HepB immunisation completed by age 8 months — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,VI,Vaccination and immunisation,VI001,points,Public Health,Public Health Vaccination and Immunisation,UN01
qof_points_vi002,"Vaccination: MenB, PCV, Hib/MenC and MMR completed by 18 months — QOF points proportion",Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,VI,Vaccination and immunisation,VI002,points,Public Health,Public Health Vaccination and Immunisation,1_2
qof_points_vi003,Vaccination: all scheduled childhood vaccinations completed by age 5 — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,VI,Vaccination and immunisation,VI003,points,Public Health,Public Health Vaccination and Immunisation,4_5
qof_points_vi004,Vaccination: influenza vaccination received (age 80 and over) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,VI,Vaccination and immunisation,VI004,points,Public Health,Public Health Vaccination and Immunisation,79_80
qof_points_qipddmi001,Prescription dependency: opioid long-term prescriptions reviewed — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2022/23,2022/23,False,count,value,numerator,denominator,weighted_mean,direct_aggregate,neutral,"Indicative neighbourhood estimate of achieved QOF points, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,QIPDD_MI,Prescription Drug Dependency (management information),QIPDDMI001,points_raw,Quality improvement,,18OV
qof_points_qipddmi002,Prescription dependency: benzodiazepine long-term prescriptions reviewed — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2022/23,2022/23,False,count,value,numerator,denominator,weighted_mean,direct_aggregate,neutral,"Indicative neighbourhood estimate of achieved QOF points, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,QIPDD_MI,Prescription Drug Dependency (management information),QIPDDMI002,points_raw,Quality improvement,,18OV
qof_points_qipddmi003,Prescription dependency: gabapentinoid long-term prescriptions reviewed — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2022/23,2022/23,False,count,value,numerator,denominator,weighted_mean,direct_aggregate,neutral,"Indicative neighbourhood estimate of achieved QOF points, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,QIPDD_MI,Prescription Drug Dependency (management information),QIPDDMI003,points_raw,Quality improvement,,18OV
qof_points_qipddmi004,Prescription dependency: Z-drug long-term prescriptions reviewed — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2022/23,2022/23,False,count,value,numerator,denominator,weighted_mean,direct_aggregate,neutral,"Indicative neighbourhood estimate of achieved QOF points, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,QIPDD_MI,Prescription Drug Dependency (management information),QIPDDMI004,points_raw,Quality improvement,,18OV
qof_prevalence_af,Atrial fibrillation prevalence (QOF),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,AF,Atrial fibrillation,,prevalence,Clinical,Clinical,TOTAL
qof_prevalence_ast,Asthma prevalence (QOF),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,AST,Asthma,,prevalence,Clinical,Clinical,06OV
qof_prevalence_can,Cancer prevalence (QOF),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,CAN,Cancer,,prevalence,Clinical,Clinical,TOTAL
qof_prevalence_chd,Secondary prevention of coronary heart disease prevalence (QOF),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,CHD,Secondary prevention of coronary heart disease,,prevalence,Clinical,Clinical,TOTAL
qof_prevalence_ckd,Chronic kidney disease prevalence (QOF),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,CKD,Chronic kidney disease,,prevalence,Clinical,Clinical,18OV
qof_prevalence_copd,Chronic obstructive pulmonary disease prevalence (QOF),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,COPD,Chronic obstructive pulmonary disease,,prevalence,Clinical,Clinical,TOTAL
qof_prevalence_dem,Dementia prevalence (QOF),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,DEM,Dementia,,prevalence,Clinical,Clinical,TOTAL
qof_prevalence_dep,Depression prevalence (QOF),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,DEP,Depression,,prevalence,Clinical,Clinical,18OV
qof_prevalence_dm,Diabetes mellitus prevalence (QOF),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,DM,Diabetes mellitus,,prevalence,Clinical,Clinical,17OV
qof_prevalence_ep,Epilepsy prevalence (QOF),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,EP,Epilepsy,,prevalence,Clinical,Clinical,18OV
qof_prevalence_hf,Heart failure prevalence (QOF),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,HF,Heart failure,,prevalence,Clinical,Clinical,TOTAL
qof_prevalence_hyp,Hypertension prevalence (QOF),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,HYP,Hypertension,,prevalence,Clinical,Clinical,TOTAL
qof_prevalence_ld,Learning disability prevalence (QOF),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,LD,Learning disability,,prevalence,Clinical,Clinical,TOTAL
qof_prevalence_mh,Mental health prevalence (QOF),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,MH,Mental health,,prevalence,Clinical,Clinical,TOTAL
qof_prevalence_ndh,Non-diabetic hyperglycaemia prevalence (QOF),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,NDH,Non-diabetic hyperglycaemia,,prevalence,Clinical,Clinical,18OV
qof_prevalence_ob,Obesity prevalence (QOF),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,OB,Obesity,,prevalence,Public Health,Public Health,18OV
qof_prevalence_ost,Osteoporosis secondary prevention of fragility fractures prevalence (QOF),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,OST,Osteoporosis secondary prevention of fragility fractures,,prevalence,Clinical,Clinical,50OV
qof_prevalence_pad,Peripheral arterial disease prevalence (QOF),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,PAD,Peripheral arterial disease,,prevalence,Clinical,Clinical,TOTAL
qof_prevalence_pc,Palliative care prevalence (QOF),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,PC,Palliative care,,prevalence,Clinical,Clinical,TOTAL
qof_prevalence_ra,Rheumatoid arthritis prevalence (QOF),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,RA,Rheumatoid arthritis,,prevalence,Clinical,Clinical,16OV
qof_prevalence_stia,Stroke and transient ischaemic attack prevalence (QOF),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF prevalence using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,STIA,Stroke and transient ischaemic attack,,prevalence,Clinical,Clinical,TOTAL
qof_register_af001,Atrial fibrillation: size of QOF register,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.,2026-03-23,False,AF,Atrial fibrillation,AF001,register,Clinical,Clinical,TOTAL
qof_register_ast005,Asthma: size of active QOF register (age 6 and over),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.,2026-03-23,False,AST,Asthma,AST005,register,Clinical,Clinical,06OV
qof_register_can001,Cancer: size of QOF register,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.,2026-03-23,False,CAN,Cancer,CAN001,register,Clinical,Clinical,TOTAL
qof_register_chd001,Coronary heart disease: size of QOF register,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.,2026-03-23,False,CHD,Secondary prevention of coronary heart disease,CHD001,register,Clinical,Clinical,TOTAL
qof_register_ckd005,Chronic kidney disease: size of QOF register (stage G3a to G5),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.,2026-03-23,False,CKD,Chronic kidney disease,CKD005,register,Clinical,Clinical,18OV
qof_register_copd009,COPD: size of QOF register,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.,2026-03-23,False,COPD,Chronic obstructive pulmonary disease,COPD009,register,Clinical,,TOTAL
qof_register_copd015,COPD: size of QOF register (all sub-types),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.,2026-03-23,False,COPD,Chronic obstructive pulmonary disease,COPD015,register,Clinical,Clinical,TOTAL
qof_register_dem001,Dementia: size of QOF register,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.,2026-03-23,False,DEM,Dementia,DEM001,register,Clinical,Clinical,TOTAL
qof_register_dep003,Depression: size of QOF register,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.,2026-03-23,False,DEP,Depression,DEP003,register,Clinical,,18OV
qof_register_dep004,Depression: newly diagnosed patients on register,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2024/25,2024/25,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.,2026-03-23,False,DEP,Depression,DEP004,register,Clinical,Clinical,18OV
qof_register_dm017,Diabetes: size of QOF register (age 17 and over),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.,2026-03-23,False,DM,Diabetes mellitus,DM017,register,Clinical,Clinical,17OV
qof_register_ep001,Epilepsy: size of QOF register (on drug treatment),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.,2026-03-23,False,EP,Epilepsy,EP001,register,Clinical,Clinical,18OV
qof_register_hf001,Heart failure: size of QOF register,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.,2026-03-23,False,HF,Heart failure,HF001,register,Clinical,Clinical,TOTAL
qof_register_hyp001,Hypertension: size of QOF register,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.,2026-03-23,False,HYP,Hypertension,HYP001,register,Clinical,Clinical,TOTAL
qof_register_ld004,Learning disability: size of QOF register,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.,2026-03-23,False,LD,Learning disability,LD004,register,Clinical,Clinical,TOTAL
qof_register_mh001,"Mental health: size of QOF register (schizophrenia, bipolar, psychosis)",Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.,2026-03-23,False,MH,Mental health,MH001,register,Clinical,Clinical,TOTAL
qof_register_ndh001,Pre-diabetes: size of QOF register,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.,2026-03-23,False,NDH,Non-diabetic hyperglycaemia,NDH001,register,Clinical,,18OV
qof_register_ndh002,Pre-diabetes: newly added to register,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.,2026-03-23,False,NDH,Non-diabetic hyperglycaemia,NDH002,register,Clinical,Clinical,18OV
qof_register_ob002,Obesity: size of QOF register (BMI 30 and over),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.,2026-03-23,False,OB,Obesity,OB002,register,Public Health,,18OV
qof_register_ob003,Obesity: patients with weight management intervention on register,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.,2026-03-23,False,OB,Obesity,OB003,register,Public Health,Public Health,18OV
qof_register_ost004,Osteoporosis: size of QOF register (fragility fracture prevention),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of QOF register coverage derived from GP-practice data rather than a directly observed resident register.,2026-03-23,False,OST,Osteoporosis secondary prevention of fragility fractures,OST004,register,Clinical,Clinical,50OV
